946531203410096128 2017-12-28 18:59:59 -0400 <petermland> @realDonaldTrump Insane. Banana Republic. Sad.
946531168593334272 2017-12-28 18:59:50 -0400 <Tony_V_usmc> @AmericanVoterUS @realDonaldTrump 👍 🇺🇸 ❤️
946531168241012738 2017-12-28 18:59:50 -0400 <GPaChub> @realDonaldTrump Keep on Trumpin’!
946531166135320576 2017-12-28 18:59:50 -0400 <protesterrabbit> @realDonaldTrump has signed his resignation with the tax bill passed. See ya later TRUMP and yer bad comb over and biker bitch wife ! Loser !
946531165267202049 2017-12-28 18:59:50 -0400 <kay_ringler> @cfreshsobrookln @FoxNews @POTUS @realDonaldTrump OBAMA IS OUT.DIDN'T YOU HEAR ABOUT THE ELECTION.
946531164780670982 2017-12-28 18:59:50 -0400 <faseidl> You know, now that I think about it, today would be an excellent day for @realDonaldTrump to #resign.  Please RT if you agree.
946531160523407360 2017-12-28 18:59:49 -0400 <Bob_Stannard>  https://t.co/ojOaBSUN0w # via @HuffPost Our #Phony #Lying president @realDonaldTrump hasn’t taken the job of #BeingPresident seriously
946531158321451008 2017-12-28 18:59:48 -0400 <brai_1993> @The_Trump_Train @realDonaldTrump A sex offender and a homophobe
946531157369384960 2017-12-28 18:59:48 -0400 <VJKUTZ> @HuevosDeChivo @realDonaldTrump @POTUS And this was from Rasmussen. Highly right leaning. Obama was much higher than that in poll of polls. Trump only 37.7 approval as average of all polls! Stop cherry picking.  https://t.co/ptwySp6X32
946531154752098306 2017-12-28 18:59:47 -0400 <Darth_MikeyBR> @realDonaldTrump @jamiejmcintyre @dcexaminer Can you not compete? Given that you’re privy to classified info, u can push whatever numbers u want if all factors r equal. But all factors r nvr equal. You’re creating a narrative although u work amongst many academics that I’m sure would nvr approve such a reckless comparison
946531154022289408 2017-12-28 18:59:47 -0400 <tweetynine> @realDonaldTrump Just call you slash! Nasty whiner! Negates the little good you have achieved.
946531153011343360 2017-12-28 18:59:47 -0400 <FuschiaTulip> @The_Trump_Train @realDonaldTrump THANK GOD 4 A REAL HONEST-2-GOODNESS STRONG, PATRIOTIC, FEARLESS FIGHTER for TRUTH &amp; JUSTICE in the name of WE, THE PEOPLE!!!  THANK YOU PRESIDENT TRUMP &amp; CONGRATS ON A SUPERB, OVER-THE-TOP, RECORD BREAKING YEAR 1 OF 8!!!
946531152717844480 2017-12-28 18:59:47 -0400 <trawagn2> @seanhannity @realDonaldTrump Lol. Why’s he hiding??oh yeah he bitched constantly about Obama golfing.  This is so ridiculous you have to laugh at this chump trump.
946531151853883392 2017-12-28 18:59:46 -0400 <DusterDaroll> @realDonaldTrump   https://t.co/G2RunWhlZv
946531151384010752 2017-12-28 18:59:46 -0400 <csugi7979> @realDonaldTrump Never do that,please.
946531149559549953 2017-12-28 18:59:46 -0400 <Datnurse> @realDonaldTrump Yes, they also gave your favorite  "news" the Fake News Trophy.  So, if you believe one, you got to believe the other!
946531149429358592 2017-12-28 18:59:46 -0400 <mildatrophy> @seanhannity @realDonaldTrump Sounds like an effort of the state to control the media @ACLU
946531144689946624 2017-12-28 18:59:45 -0400 <TheActor_movie> @realnyimmigrant @realDonaldTrump See how popular you are Donny 🇺🇸
946531144182349824 2017-12-28 18:59:45 -0400 <blofranzen> @IvankaTrump @realDonaldTrump The Trump economy hasn't  kicked in yet. When it does run for cover because it will go to crap just like his companies. Why will no American banks loan to him? Because he is a terrible buisnessman and bankrupted 3 companies and was bailed out by our government (taxpayers ).
946531141816864773 2017-12-28 18:59:44 -0400 <MikeCyberBabble> @mogardener @Haala @JacobAWohl @realDonaldTrump Words of a Trumpazoid cultist is always a lie.
946531140298350592 2017-12-28 18:59:44 -0400 <LemonySarah> @IvankaTrump @realDonaldTrump We're still waiting to see your taxes, Mr. Trump.
946531137261678592 2017-12-28 18:59:43 -0400 <LaurieNorton5> @realDonaldTrump  Fox "News" is fake news.  One reason you're so embarrassingly misinformed and uninformed.
946531136825708544 2017-12-28 18:59:43 -0400 <MaxineMountney> @realDonaldTrump From the golf course???
946531136796323841 2017-12-28 18:59:43 -0400 <jyturner1> @realDonaldTrump Grow the hell up, you man child!
946531135001186304 2017-12-28 18:59:42 -0400 <NJTWISTED76> The biggest proponent of fake news @realDonaldTrump is you.
946531133549821952 2017-12-28 18:59:42 -0400 <PatriciaTheres9> @realDonaldTrump No war Please I know intelligent people understand how devastating this nuclear war would be for the World.😘🙏 Thank you President Trump!
946531132757049344 2017-12-28 18:59:42 -0400 <SavePublicEduc> @realDonaldTrump Your approval rating is ONLY 32℅ &amp;we will keep reminding everybody: #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Its32℅ #Resistance RT RT RT RT RT RT  https://t.co/lCKejLKmMV
946531132551630850 2017-12-28 18:59:42 -0400 <mama_green15> @GOP @realDonaldTrump is negative million a measure?
946531131490410496 2017-12-28 18:59:42 -0400 <JohnSolomon58> @realDonaldTrump   https://t.co/ihS6LrAg7M
946531130945269761 2017-12-28 18:59:41 -0400 <Hard_Choice> @Desideratum73 @kyungkarenmend1 @realDonaldTrump In my fuckin' bunker, praying the sky doesn't fall in.
946531130873995265 2017-12-28 18:59:41 -0400 <ohhithom> @realDonaldTrump Again these poll numbers are neither good, not accurate.
946531130127331328 2017-12-28 18:59:41 -0400 <Dagwoods2> @realDonaldTrump @realDonaldTrump finally found a poll he approves of!
946531126033747968 2017-12-28 18:59:40 -0400 <patw_> @realamericadrew @Jaime_Moyer @POTUS @realDonaldTrump This isn't going to go the way you hope.
946531122367926272 2017-12-28 18:59:39 -0400 <joyjoynsc100> @JacobAWohl @realDonaldTrump Fact you are a horrible person. Fact Donald is not going to pardon you.
946531120509849601 2017-12-28 18:59:39 -0400 <Mr_Shy> @SusieGrondin @domhq__ @realDonaldTrump @jamiejmcintyre You mean Obama's "This will not be quick / Long-term" plan after 4-5 years of nonstop ISIS mayhem? Soon after, Trump moves in and nearly wipes ISIS off the map in less than 1 year. You've got #TrumpDerangementSyndrome  https://t.co/ZvfsDySoxb
946531119171764225 2017-12-28 18:59:39 -0400 <Cindy_52s> @TomthunkitsMind @realDonaldTrump WHERE is that damned wall  https://t.co/pCs7JrkU4E
946531119138295810 2017-12-28 18:59:39 -0400 <knobcreek100> @realDonaldTrump We got your back Mr. Trump... Trump in 2020..
946531118609846272 2017-12-28 18:59:39 -0400 <R0mantik> @The_Trump_Train @realDonaldTrump Republican Congressman Devin Nunes received a $5,400 contribution to his campaign committee from the owner of the Washington Free Beacon, the original funder of the Trump-Russia Dossier
946531118190350339 2017-12-28 18:59:38 -0400 <SedaryRaymaker> @TheOfficialPORP @VinBioDiesel @realDonaldTrump Rasmussen is okay because they inflate their pro-Trump numbers bigly.
946531117229858817 2017-12-28 18:59:38 -0400 <JosephMackKing2> @jrhelgeson @EdKrassen @IRdotnet @realDonaldTrump He kinda rocked their world! But you know, read these idiots comments every night, it's a stuck record. I don't think they are even real people. Seems to me Prez Trump is doing a great job
946531115162112000 2017-12-28 18:59:38 -0400 <gaylawlawrence> @TalbertSwan @EdKrassen @IRdotnet @realDonaldTrump Dream on. Trump is no ones puppet !!
946531115015311360 2017-12-28 18:59:38 -0400 <KelliAnnaQ> @IvankaTrump @realDonaldTrump I wish it did get more attention, we'll all be paying the price for years to come.
946531114587492353 2017-12-28 18:59:38 -0400 <underworld_6666> @realDonaldTrump And why are you? golfing
946531112574210049 2017-12-28 18:59:37 -0400 <AwesomeApple620> @Tomboulides @JayMalsky @realDonaldTrump You win! Lol
946531111529844737 2017-12-28 18:59:37 -0400 <drewawerd> @realDonaldTrump Divide by 2=23%
946531109520654342 2017-12-28 18:59:36 -0400 <HVACPROFESSOR1> @seanhannity @realDonaldTrump LEMON running out of material
946531109248086016 2017-12-28 18:59:36 -0400 <dinoface1> @y_PenDraig @ElContador2000 @ultimateOne @Whistlingghost @JeSuisDog @realDonaldTrump @jerome_corsi @jamiejmcintyre @dcexaminer @proseccopam77 @Smileygirl19681 @SuzieSzabo2 @SueWhitaker11 @tlsg99 @PatrioticBrits @CllrBSilvester @davidericstan @tweethead @SplinterPc @KTHopkins @Crazyparklady1 @TRobinsonNewEra @sw18780774 @yorkspride I condone child rapists of any culture. It's abhorrent and they should burn. I also think your asinine use of this topic to elevate your standing in this argument is embarrassing. You should be ashamed.
946531108375748608 2017-12-28 18:59:36 -0400 <dcurtis10> @IvankaTrump @POTUS @realDonaldTrump People now are more at risk, as is the environment and our businesses. I deeply hope you are indicted for being a part of this CROOKED band of thieves that's in the White House.
946531107553525761 2017-12-28 18:59:36 -0400 <SashaPhoenix> @realDonaldTrump Finally, a president who does what he says hes going to do, what he was VOTED in to do, not to appease the left
946531106928574465 2017-12-28 18:59:36 -0400 <WildAtHeart45> @NIVIsa4031 @Harlan @POTUS @realDonaldTrump @POTUS  https://t.co/npTtMSXh1l
946531106098176006 2017-12-28 18:59:36 -0400 <JRCreator> @CNN this is why you’re a #joke. You put out an article about @politico awarding @realDonaldTrump the #lieoftheyear, then literally explain to everyone how it’s not a lie 🤔 You people need help. Just stop.   #Russia @WhiteHouse @FoxNews #CNN #Trending #fakenews #politico #USA  https://t.co/44U7YWHq7B
946531105523601408 2017-12-28 18:59:35 -0400 <SpectrumBea> Hey, @realDonaldTrump stop vilifying and undermining the @FBI  https://t.co/lK1tpXV9TD
946531104751722496 2017-12-28 18:59:35 -0400 <foonrhee> So much for that simpler tax code promised by @realDonaldTrump and Republicans. #GOPTaxPlan isn't it.   https://t.co/vBtsEoOGPr
946531102151213056 2017-12-28 18:59:35 -0400 <MauiWheaten> @realDonaldTrump  https://t.co/0BP9kNRuKu
946531101459103744 2017-12-28 18:59:34 -0400 <Mvskoke808> @GOP @realDonaldTrump On a scale of 1 to 10 where 10 is the highest, a minus 357 [-357].
946531097222848512 2017-12-28 18:59:33 -0400 <Andrewfreakin79> @realDonaldTrump @jamiejmcintyre @dcexaminer   https://t.co/tLG15GYEzY
946531094513569793 2017-12-28 18:59:33 -0400 <KasiaNiddery> @realDonaldTrump For Rasmussen it is low! Your real ratings is in mid 30 %
946531094006063104 2017-12-28 18:59:33 -0400 <ClemSkelton> @IvankaTrump @POTUS @realDonaldTrump Thanks Obama! Without your 8 years of hard work we would be bankrupt!
946531090268700672 2017-12-28 18:59:32 -0400 <Docalicious> @TheDailyEdge @realDonaldTrump He has taken more vacation time than any other president during their first year. That’s something positive right? He’s also fleeced more money from taxpayers during his first year. Sorry, I’m struggling to find (m)any positives here. Oh yeah...and he gave tax cuts to the wealthy
946531087530037248 2017-12-28 18:59:31 -0400 <kellerarnold2> @realDonaldTrump Two words of advice. Move on.
946531087072858114 2017-12-28 18:59:31 -0400 <Onegreystray> Why call it #publicland if you just ignore our wishes &amp; give it to livestock/extraction industries to destroy for their own private profit? The public has made it clear they want it protected @realDonaldTrump @RyanZinke @doioig @OrrinHatch @RepChrisStewart  https://t.co/JVkvnupEbE
946531079191781376 2017-12-28 18:59:29 -0400 <DriverBrian> @realDonaldTrump Grade = F Terrible run on meaninglessness sentence. Seriously? Ask Barron to put these tweets together before you post.
946531078659035136 2017-12-28 18:59:29 -0400 <BertieLeeMann1> @realDonaldTrump That person is you President Donald Trump! God be with you!! 🙏❤️🇺🇸
946531078323556353 2017-12-28 18:59:29 -0400 <SteKat711> @realDonaldTrump Now is the perfect time to put China on notice to let them know they cannot continue to defy sanctions and keep helping  the little rocket man in North Korea to continue their nuclear program while starving there's citizens to death. Fat boy must go!!
946531075165220864 2017-12-28 18:59:28 -0400 <Peoples_Pundit> @brushy_bill @DavidKristoph @realDonaldTrump Too many polls, not enough pollsters David.
946531073072271360 2017-12-28 18:59:28 -0400 <Patticakexmas> @tahoequeen21 @krassenstein @realDonaldTrump Good point
946531072698933248 2017-12-28 18:59:28 -0400 <KennethWReid> @bhusted124 @realDonaldTrump Poop Volleyball?
946531070656352257 2017-12-28 18:59:27 -0400 <cgrross> @realDonaldTrump Should be more like 146%. Imagine how great America would be if the ones that are so hell bent in destroying America would change from there bad ways and join the Trump train.
946531069314064384 2017-12-28 18:59:27 -0400 <DJ_bradass> @realDonaldTrump I don’t remember ever bragging to my parents about a D-
946531066529148928 2017-12-28 18:59:26 -0400 <KarenSt63236387> @JacobAWohl @realDonaldTrump Did HANNITY tell you that????  FAKE NEWS, is this your only job, making nauseating multiple tweets sucking up to the PIGLY TRUMP?
946531064868147203 2017-12-28 18:59:26 -0400 <R0mantik> @realDonaldTrump Republican Congressman Devin Nunes received a $5,400 contribution to his campaign committee from the owner of the Washington Free Beacon, the original funder of the Trump-Russia Dossier
946531063303729152 2017-12-28 18:59:25 -0400 <Imnewtothishere> @Acosta Lies lies lies all lies! @realDonaldTrump
946531059750993920 2017-12-28 18:59:24 -0400 <beboult> @realDonaldTrump Oh Donny you are just so clever.  Just keep golfing and hiding between big white trucks
946531058794803200 2017-12-28 18:59:24 -0400 <JustSomeguy2489> @realDonaldTrump Your insecurities are palpable.
946531056630542336 2017-12-28 18:59:24 -0400 <msick2015> @JacobAWohl @realDonaldTrump Alternative facts
946531056164982785 2017-12-28 18:59:24 -0400 <JMartinconners> @realDonaldTrump Did you think this up while playing golf for the 3rd day in a row?
946531054566830080 2017-12-28 18:59:23 -0400 <RightsOfWhites> @lad1121 @Alwayzw4tching @pnehlen @realDonaldTrump Follow along. You commented on a comment of mine to someone who did say that though. You still haven't googled.
946531054550122498 2017-12-28 18:59:23 -0400 <gurcanmeister> @IvankaTrump @realDonaldTrump Thank you for allowing coal mines to dump toxic refuse to our streams. We really needed that. #sarcasm
946531052482433024 2017-12-28 18:59:23 -0400 <SassyGingerIBe> @JacobAWohl @realDonaldTrump #FakeNews
946531051261788160 2017-12-28 18:59:22 -0400 <matuchamental> @realDonaldTrump 😂😂😂😂🤡
946531050884354049 2017-12-28 18:59:22 -0400 <mtnresistance> @TonyFlorentino @JacobAWohl @realDonaldTrump It all makes sense now! You're kissing Trump's ass because you think he'll pardon you.   😂😂😂
946531050028716038 2017-12-28 18:59:22 -0400 <Jim22638825> @realDonaldTrump POS
946531049022029825 2017-12-28 18:59:22 -0400 <jenkins_mandy> @realDonaldTrump is this true ! That you are opening door to trophy hunting if this is true it’s disgusting I really hope this is not @POTUS already dangerous animals of world u are helping to extinct them if this is not true then put it right ! This is not cool just b coz u can
946531046761353216 2017-12-28 18:59:21 -0400 <thequietone74> @PressSec Remember when @realDonaldTrump said he had a plan to destroy ISIS in 30 days? When does his 30 days start?  #DonTheCon #ImpeachTrump  #WeakHands
946531046392303619 2017-12-28 18:59:21 -0400 <Benebooger> @realDonaldTrump   https://t.co/c3F1PwUHfL
946531045922496513 2017-12-28 18:59:21 -0400 <JulieDetroit> @realDonaldTrump Barack Obama, Most Admired Man in America! Happy new year🤣🤣🤣.
946531045335113728 2017-12-28 18:59:21 -0400 <pusphavenkat> @IvankaTrump @realDonaldTrump @washingtonpost Red tape means excessive bureaucracies created by those averse to citizens propelling growth.
946531042415882240 2017-12-28 18:59:20 -0400 <uspatrol> @_Makada_ @katgrneyes Any Obama policy failure was Bush's fault &amp; any success @POTUS @realDonaldTrump achieves is due to Obama's policy! This is the Left's talking point! Got it! BTW..here's the most truthful thing Marie Barf EVER said! Watch the clip! #millennials @CNN @MSNBC #MAGA #1A #veterans #2A  https://t.co/oBhHCaaoAG
946531041665314817 2017-12-28 18:59:20 -0400 <DAGOfied> @realDonaldTrump  https://t.co/CANKZkcunX
946531041484918789 2017-12-28 18:59:20 -0400 <notille> @realDonaldTrump You’re insane or just an incredible liar.
946531041442959360 2017-12-28 18:59:20 -0400 <jepaco> @realDonaldTrump Even if it weren’t 10% higher than almost every other poll, it would be low enough that a normal president would be ashamed.
946531039207292928 2017-12-28 18:59:20 -0400 <ArrowInmyHead> @RealBBFan @Willamansett @Purna65087862 @TomFitton @realDonaldTrump Why you so angry?!?
946531038695698432 2017-12-28 18:59:19 -0400 <DivaSophie1> @GypsySpirit46 @BetteMidler @realDonaldTrump He's gonna need a bigger truck...  https://t.co/9ees3V8Pik
946531038385393664 2017-12-28 18:59:19 -0400 <JamesHiggs1990> @realDonaldTrump Just watched Revolution that was the patriots line and they wanted a police state controled by one man the president of the United States of America 🇺🇸 #Copyright
946531036426518528 2017-12-28 18:59:19 -0400 <phillip171> @realDonaldTrump  https://t.co/9fnSF3QYoU
946531035050848256 2017-12-28 18:59:19 -0400 <dlophilly61> @realDonaldTrump  https://t.co/KbVjWzGldm
946531033918394368 2017-12-28 18:59:18 -0400 <BilodeauMeg> @DearAuntCrabby @realDonaldTrump Ok I know there's little he can do about the face but a little grooming on the brows would go a long way.
946531033066954752 2017-12-28 18:59:18 -0400 <genababie> @JacobAWohl @realDonaldTrump I believe we call that #AlternativeFacts
946531032672624640 2017-12-28 18:59:18 -0400 <buzbeebooks> @joncoopertweets @phoenixfyre1123 @realDonaldTrump put it in the kremlin and make them look at that ugly thing for a long time.
946531031561199616 2017-12-28 18:59:18 -0400 <jaredsilvia> @realDonaldTrump True. Most of us do not approve of the work you’re doing. Stop.
946531031322169344 2017-12-28 18:59:18 -0400 <Demps5356> @realDonaldTrump   https://t.co/mLu1hKdSef
946531027169759232 2017-12-28 18:59:17 -0400 <Not_Prisuta> I viewed this auspicious Website:  https://t.co/66MVBx0gLZ and found it to be very similar to @FOXNEWS  - Full of unsubstantiated Claims praising his Lordship: @realDonaldTrump as the Savior of everything #Republican and #Conservative
946531025030610945 2017-12-28 18:59:16 -0400 <NateDrawsnReads> @realDonaldTrump RESIGN!
946531024082755585 2017-12-28 18:59:16 -0400 <Mackchapman5> @ShafPatel @realDonaldTrump I'll stand by anybody good and fight anybody bad do not care what race color are religious beliefs
946531022518153216 2017-12-28 18:59:16 -0400 <mijttocs> @Carolyn59G @realDonaldTrump Look at your retirement savings Carol!
946531021746507776 2017-12-28 18:59:15 -0400 <BobnotBot> @SLSmith000 @realDonaldTrump Obama and Hillary did that previously, started when BC illegally accepted foreign contributions. Look up Charlie Trie, ahh, but that would take effort instead of just spouting garbage
946531020244967425 2017-12-28 18:59:15 -0400 <LynSimpson9> @LibVetNYC @IvankaTrump @realDonaldTrump BS!
946531018999320576 2017-12-28 18:59:15 -0400 <1bigchef> @MikeSawyer99 @Shann84 @AvatarBizarre @tlicausi @realDonaldTrump The tags aren't made in China
946531017937920000 2017-12-28 18:59:15 -0400 <IwishaMf> @realDonaldTrump No help from you. Call it what it is inherited booming economy.  Sad days coming because you will now be destroy it all.  Thanks!
946531015341699072 2017-12-28 18:59:14 -0400 <shrn_schramm> @IvankaTrump @realDonaldTrump No princess, it’s not.  But we are giving daddy credit for the closing of steel and coal mills  https://t.co/2X6QkOksw0
946531013882273799 2017-12-28 18:59:14 -0400 <Grace05838167> @realDonaldTrump About the only positive thing Sessions has done
946531013383147520 2017-12-28 18:59:13 -0400 <beckybratu> @chispasatanas @realDonaldTrump Hola Juan, lo sacaste tu este video? Te estoy escribiendo de NBC News. Si es tuyo, tenemos permiso de usarlo en las plataformas de NBCU y de nuestros socios? Gracias
946531011403411458 2017-12-28 18:59:13 -0400 <R0mantik> @realDonaldTrump Republican Congressman Devin Nunes received a $5,400 contribution to his campaign committee from the owner of the Washington Free Beacon, the original funder of the Trump-Russia Dossier
946531008219832320 2017-12-28 18:59:12 -0400 <Whoopiee_> @JacobAWohl @realDonaldTrump People just ignore Jacob the Russians have a pee pee tape on Jacob and he has to tweet in support of Trump 300 times a day
946531007393685505 2017-12-28 18:59:12 -0400 <JeffersonRettig> @BackwardMonkey @seanhannity @realDonaldTrump Hmm, year over year huh? How many yrs has Trump been in office?
946531006764290048 2017-12-28 18:59:12 -0400 <LemonySarah> @realDonaldTrump What about the native-born MS-13 members? You're all about the deportation of brown-skinned people.
946531005958991874 2017-12-28 18:59:12 -0400 <JohnSolomon58> @IvankaTrump @POTUS @realDonaldTrump   https://t.co/YdMk5bjnhc
946531005921415168 2017-12-28 18:59:12 -0400 <marietoto> @TomSteyer @realDonaldTrump What happens next
946531005397159937 2017-12-28 18:59:12 -0400 <LesleyWischmann> @krassenstein @realDonaldTrump Lost “Man of the Year” to sexual assault victims &amp; most honored to Obama. Hmmmm....
946531004281274368 2017-12-28 18:59:11 -0400 <JaysMusing> @SebastianFaun @Headonswivel @HuevosDeChivo @realDonaldTrump @POTUS It seems that you are saying that everyone would love Trump if he was reported on correctly? What I'm saying is that there are to spectrums, both sides have hate for the other claiming ignorance for the counterpart. We take offense faster than we listen to one another.
946531003744555008 2017-12-28 18:59:11 -0400 <marianegan> @JacobAWohl @realDonaldTrump Is that a Fox "FACT"?
946531003316793344 2017-12-28 18:59:11 -0400 <LizaMaria5D> @realDonaldTrump #FakeNews
946531002666627072 2017-12-28 18:59:11 -0400 <RealTodTucker> Rasmussen predicted the election of @realDonaldTrump ! #MAGA  https://t.co/iflGrgUYSe
946531002620563457 2017-12-28 18:59:11 -0400 <SolutionSiggie> @realDonaldTrump and like usual no one paid attention. If it would have been dealt with along time ago we wouldn't have to deal with it now!
946531001630625796 2017-12-28 18:59:11 -0400 <StandForTruth_> @realDonaldTrump Cha gya guru
946531001177640960 2017-12-28 18:59:11 -0400 <johndoylejr> @Desideratum73 @kyungkarenmend1 @realDonaldTrump steady growth all the way thru. . plus he saved the banks and auto industry. .. . after inheriting 2unpaid for wars and the most expensive entitlement program in history, prescription benefit, also unpaid for. . but keep thinking nothing.  https://t.co/8EvKOfFgqx
946531001160884226 2017-12-28 18:59:11 -0400 <QueenTammySue> @thinknonit @StephanieJ_DC @therealroseanne @realDonaldTrump Like people did to @dixiechicks or @kathygriffin . Boycotting happens on all sides from all sides. @therealroseanne and others aren't special in that regard.
946530996798836737 2017-12-28 18:59:09 -0400 <JimBrunelle> @realDonaldTrump   https://t.co/6HiRQiHG7k
946530996131786752 2017-12-28 18:59:09 -0400 <2steps2shanghai> @realDonaldTrump Ha!  Even if this is a good poll, more than half of this country does not like you. Sad.
946530994714300416 2017-12-28 18:59:09 -0400 <BEighteenstone> @realDonaldTrump @POTUS You’ve been saying all sorts of dishonest shit for decades you utter fuckwit.
946530994001031168 2017-12-28 18:59:09 -0400 <KatherineRoland> @jayeofmanyhats @ksenijapavlovic @realDonaldTrump I started out doing that, but it became a hassle after I demoted them to my junk mail.  I suppose I should start doing it again.
946530991333502977 2017-12-28 18:59:08 -0400 <Gohoke> @realDonaldTrump 😂😂😂😂😂
946530990733889536 2017-12-28 18:59:08 -0400 <hellokenwalker> @realDonaldTrump Why such need for attention and approval?
946530987013558272 2017-12-28 18:59:07 -0400 <cbeal> @JacobAWohl @realDonaldTrump More of those alternate facts here people. Not even close to true
946530986837401600 2017-12-28 18:59:07 -0400 <qassemalkhaldi> @SouadALshammary @uae_3G @massaaed @allahim @Hani_Dh @amhfarraj @NahlaAlanbar @Adhwan @Najat_AlSaeed @saudalzmanan @saudq1978 @Turki_alalshikh @naifco @realDonaldTrump @AvichayAdraee هدية طرمبة وفخفخينا 😂😎 ألقِ نظرة على تغريدة @qassemalkhaldi:  https://t.co/CCTPREeJNj
946530985008648192 2017-12-28 18:59:07 -0400 <MrWonderful164> @DMPACE1 @JacobAWohl @realDonaldTrump   https://t.co/QzpyeheP2H
946530983624499200 2017-12-28 18:59:06 -0400 <HillaryWarnedUs> Things have been busy with the holidays and all, but I was wondering where's that letter of exoneration from Mueller you were supposed to get before Christmas, @realDonaldTrump?  Did you put it in the drawer with your taxes?
