1101270824387035136 2019-02-28 18:59:59 -0400 <PMoor38884355> @LindseyGrahamSC @realDonaldTrump Agree, maybe it's the art!?
1101270823506268160 2019-02-28 18:59:59 -0400 <2021HappyCamper> @charliekirk11 @realDonaldTrump BUILD THE WALL
1101270820091916288 2019-02-28 18:59:58 -0400 <runnerdee> @tedlieu @realDonaldTrump Trump has made a mockery of our entire democracy. He and his band of thugs must go.
1101270819647307776 2019-02-28 18:59:58 -0400 <Genozzz> @realDonaldTrump Every time president Liar points a finger at someone else he is pointing three fingers back at himself
1101270818397581312 2019-02-28 18:59:58 -0400 <EdnotScott> @tedlieu @carbonatedthoug @CIA @FBI @NSAGov @ODNIgov @DeptofDefense @realDonaldTrump No disrespect to you Mr Lieu, but is tweeting this the official way to have this investigated?  Seems the US Government would have a more official procedure.
1101270815000059904 2019-02-28 18:59:57 -0400 <DenverDougScott> @hughhewitt @realDonaldTrump Wow. It’s not literally rearranging deck chairs on the Titanic but close. Completely ignoring reality.
1101270813121150976 2019-02-28 18:59:57 -0400 <InVinoVeritazz> @TexanUsa42 @mongosmom1 @LindseyGrahamSC @realDonaldTrump No, it’s really not about hate. It’s about the law, telling the truth. Doing what’s right. Being fair. Not cheating. You are from Texas, it seems? Isn’t that what Texans are all about? Standing behind your word. Our country deserves a leader who does that, is trustworthy. Honest.
1101270812999471106 2019-02-28 18:59:57 -0400 <UntamedVoice32> @twtyprls @Lrihendry @realDonaldTrump Thank you, all facts! ✊🏾✊🏾✊🏾✊🏾✊🏾✊🏾
1101270812789682176 2019-02-28 18:59:57 -0400 <JasonOverstreet> .@realDonaldTrump will not allow his college to release his grades. I really don’t give a shit, but what do you think his college average was?
1101270811225309185 2019-02-28 18:59:56 -0400 <drjosegamarro> @Maby80 Aún no logro entender por qué no la mandan para la Venezuela socialista @POTUS @realDonaldTrump @marcorubio @MarioDB
1101270810059169792 2019-02-28 18:59:56 -0400 <gramos112> @Nguyen_T_Cuong @realDonaldTrump @FLOTUS You do know that Uranium 1, Benghazi, and the email server investigation already concluded with nothing, no convictions and no foul play.  So you can stop waiting already closed issues.
1101270809740492800 2019-02-28 18:59:56 -0400 <AnimeSuperFan25> @RealWiggyPop @sunnyek @ewarren @realDonaldTrump Right, right. I bet you also believe in the deep state too, huh?
1101270806376734721 2019-02-28 18:59:55 -0400 <kimberly_raboin> @realDonaldTrump Disgusting liar! Republicans know this is wrong and continue to stand by this dumbass. As usual dumbass sits around and expects others to do work so he will have someone to blame when it goes wrong, duh!   https://t.co/1Pp7eHue9J
1101270805172895745 2019-02-28 18:59:55 -0400 <oscar_arrob> @AlertaNews24 @lopezobrador_ atento @realDonaldTrump éste hdp de @lopezobrador_ empezó el camino de Cuba y Venezuela!!!!
1101270797878845440 2019-02-28 18:59:53 -0400 <LucyMar91176917> @ChatByCC @realDonaldTrump Agreed! They respect the fact that he's committed to put our beloved country and her people first. God bless and protect him always.
1101270797321154560 2019-02-28 18:59:53 -0400 <ellenreese21> @SpeakerPelosi @realDonaldTrump @senatemajldr @SenateGOP Power power power hungering
1101270795299577856 2019-02-28 18:59:52 -0400 <Wayward888> @tedlieu @joncoopertweets @realDonaldTrump So what’s the plan @tedlieu !!  #tellted
1101270794938781697 2019-02-28 18:59:52 -0400 <Livefreeordie05> @GOPChairwoman @ChatByCC @realDonaldTrump So are the the democrats wasting their time and their donors money😉
1101270792317386753 2019-02-28 18:59:52 -0400 <WeTheViridist> @DolanKel @JohnnyCotton77 @Vanessa1971 @charliekirk11 @realDonaldTrump @TPUSA These hornets are kinda slow. Did you use the spectracide on 'em again?😆
1101270776685232132 2019-02-28 18:59:48 -0400 <ProviderOfTruth> @DarkCloud554 @HighPitchJared @Swift9013 @CNN @realDonaldTrump Right, just like how you assumed I view  Trump as my hero? 🤔
1101270773610827776 2019-02-28 18:59:47 -0400 <debamaci> @billritter7 @realDonaldTrump Does this surprise anyone?
1101270772234895360 2019-02-28 18:59:47 -0400 <ArialThor> @herman3607 @RobertT4481 @amvetsupport @realDonaldTrump Failed to come up with a deal with NK because he doesn't give money like the Iran deal. How many President b4 Trump has manage to meet with NK supreme leader and have a dialogue. Rome was not built in one night. Keep on hating then.
1101270770263633920 2019-02-28 18:59:46 -0400 <rr_kozhikode> Now I know why @realDonaldTrump  was urging Pakistan not to engage in war . . . . . . . as he knows idiots will screw up and kill the market for american weapons 😏
1101270769139630082 2019-02-28 18:59:46 -0400 <PY_Jama> @phl43 But at least, @realDonaldTrump will be able tout hide Kras Bros and Dr Gu. Lot of fun.
1101270768627855360 2019-02-28 18:59:46 -0400 <ma_downes> @realDonaldTrump THANK YOU MICHAEL COHEN FOR NO LONGER LYING FOR TRUMP! THANK YOU FOR THE ROAD MAP TO THE HEART OF TRUMP CORRUPTION AND SELF DEALING FAKERY.
1101270768573431809 2019-02-28 18:59:46 -0400 <GeneDouglas7> DisgustingMSM’s wording on @realDonaldTrump comments that Kim said he didn’t know bout Otto, tryN’2place PResTrump N a (it was okay) type of situation 2 make ppl hate Pres Trump 4 not slammN Kim: PPL, DJT is N a deal making mode&amp;requires nice words.
1101270767701057536 2019-02-28 18:59:46 -0400 <TVfordinner> With all this talk about #mueller and the #muellerreport due any time, let’s not forget about the #electoralcollege. It’s that outdated relic of a bygone institution that allowed @realDonaldTrump to assume office. It’s time to eradicate it.
1101270765389914112 2019-02-28 18:59:45 -0400 <changethingsman> @realDonaldTrump If Pres Trump is going to handle negotiations with Kim, then they need to be talking more &amp; meeting more. This passed meeting looked like a waste of time or Kim just tried to stick it to the USA.
1101270762147799043 2019-02-28 18:59:44 -0400 <charleslaponius> @StateDept @realDonaldTrump @SecPompeo At least you tried to get an agreement without giving up the farm. Stay Strong Mr. President.
1101270759626940418 2019-02-28 18:59:44 -0400 <crumbsnatcher40> @Nicole20245261 @realDonaldTrump Mayor Mike Duggan cautioned the deal is not done. The city of Detroit has committed to assembling 200 acres of land in the next 60 days adjacent to the Mack Avenue complex to provide FCA with more space for parking, new vehicle storage and parts deliveries.
1101270759081533443 2019-02-28 18:59:44 -0400 <hdezalain1987> @realDonaldTrump This man is totally out of control, he speaks as an adversary of America.
1101270758750330881 2019-02-28 18:59:44 -0400 <MarkPer75845952> @realDonaldTrump So Democrats of Congress, Can you answer this question for me?
1101270755533152256 2019-02-28 18:59:43 -0400 <marialourdesrot> @realDonaldTrump This one's they liars too! For you  https://t.co/ZvJHEtvwqM
1101270753604001793 2019-02-28 18:59:42 -0400 <victoriactmom> @realDonaldTrump What negotiation?
1101270750978297856 2019-02-28 18:59:42 -0400 <TeeEilish> @DarshiL_108 @StateDept @realDonaldTrump @SecPompeo  https://t.co/ORhAOPIzsB
1101270750286307331 2019-02-28 18:59:42 -0400 <Otterstone2> @SWeemaes @realDonaldTrump @JustinTrudeau @NicolasMaduro Oh no not another "America just want oil" BS. First off if it was a war for resources the American only needed to capture the resources stay there as you can see it examples like Iraq and Syria we didn't do that.
1101270749875183617 2019-02-28 18:59:42 -0400 <yothink2020> @FaceTheNation @LindseyGrahamSC @realDonaldTrump So what.
1101270743684472834 2019-02-28 18:59:40 -0400 <susan_latte> ⁦@RealDonaldTrump @SpeakerPelosi⁩ ⁦@SenSchumer⁩ ⁦@MarkDice⁩ ⁦@charliekirk11⁩ ⁦@w_terrence⁩ ⁦@RashidaTlaib⁩  https://t.co/ug79vKAf8S
1101270729474088965 2019-02-28 18:59:37 -0400 <pleasebekind2> @Thelightsareon1 @GovMikeHuckabee @realDonaldTrump Proof?
1101270723799146496 2019-02-28 18:59:35 -0400 <JonoHazell> . @realDonaldTrump does about face with North Korea regarding Warmbier. Says he believes dictator. #shameshameshame    https://t.co/wZal0uEdbz
1101270723245543424 2019-02-28 18:59:35 -0400 <BackstageCVille> @Politidope @realDonaldTrump @nytimes I sure hope so
1101270710650052608 2019-02-28 18:59:32 -0400 <KimsLife247> @realDonaldTrump Kind of like the big nothing you got.
1101270709475651584 2019-02-28 18:59:32 -0400 <iche_me> @62WalterP Yet they praise and glorify @realDonaldTrump.  #GOPCorrupt  #GOPIsComplicit  #GOPShutTheFuckUp!  https://t.co/AY7151KQHy
1101270709404344320 2019-02-28 18:59:32 -0400 <HopeIzbak> @charliekirk11 Did you know:  Con man @charliekirk11 also thinks that @realDonaldTrump is an “honorable man” (or is at least paid by wealthy Republican donors to pretend like he does). Either way, Chuck has ZERO credibility talking about who is or isn’t honorable.
1101270705449111558 2019-02-28 18:59:31 -0400 <ejbrew3> @RabbiJill He's one of @realDonaldTrump's foreign policy advisors.
1101270692237058050 2019-02-28 18:59:28 -0400 <mtnestersabroad> @realDonaldTrump @POTUS You are a disgrace to the Oval Office to take Kim Jong-Un at his word about Otto Warmbier's death is despicable.  You are low life, rookie #ConMan #WorstPotusEver  https://t.co/9nudeLE40W
1101270681348657158 2019-02-28 18:59:25 -0400 <1BigRedBone> #Trump #BoneSpurs #WeakAssBitch @realDonaldTrump  https://t.co/aaAACmF9If
1101270680543420416 2019-02-28 18:59:25 -0400 <nealkelsey> @tedlieu @realDonaldTrump Any person who wants any Republican to succeed moves this country down multiple paths of destruction.
1101270680472076290 2019-02-28 18:59:25 -0400 <roo2ujbrand2001> @GaryJanisch @realDonaldTrump #ComprehensionSkills #KnowThemLearnThemUseThem  *Added HELP: *I* NEVER declared allegiences to ANY party! 🤣🤣🤣 #JokesOnYou #SeeAbove ☝️
1101270676642689025 2019-02-28 18:59:24 -0400 <UptheIrons1996> @CRYPTOHOLLIC @realDonaldTrump That is correct. Night and day.
1101270675614982145 2019-02-28 18:59:24 -0400 <MaryanneWJohn8> @realDonaldTrump So happy for you. You know how to treat people and make them feel good. Thank you , President Trump 🙏🇺🇸
1101270672729403393 2019-02-28 18:59:23 -0400 <smXSDmqr1rZHboo> @realDonaldTrump Уважаеми Donald J. Trump вы всё делаети на благу США и всего человечство, имино таки держитес, а кто вас не понеимает или не ценит они всё паймут и будуд ценит чут поже, когда придёт времиа ! ВРЕМЯ ДАСТ ВАШ ОТВЕТ ВСЕМ!  Многие ценят ваш труд и не только среди Американцов!
1101270672372912128 2019-02-28 18:59:23 -0400 <ucanpkyrfrenz> @realDonaldTrump You are a criminal and Americans await your rightful  demise
1101270664907030528 2019-02-28 18:59:21 -0400 <tazp70> @realDonaldTrump Who? Tell me.
1101270664164638721 2019-02-28 18:59:21 -0400 <AnimeSuperFan25> @RealWiggyPop @sunnyek @ewarren @realDonaldTrump It's not an opinion if people are coming forward. It's allegations.
1101270660691701762 2019-02-28 18:59:20 -0400 <N_A_T_39> So Russia is MOCKING @realDonaldTrump @GOP! What a fool! He is a laughing stock!
1101270657189457921 2019-02-28 18:59:19 -0400 <doublewing210> @realDonaldTrump I'd rather have a velvet Elvis, thank you very much!
1101270655985541122 2019-02-28 18:59:19 -0400 <Adehill28> @BluesNewsBatman @charliekirk11 @realDonaldTrump @TPUSA Ok. Now do the MAGA bomber. The coast guard who was plotting to KILL dems and journalists. Where’s the outrage there.
1101270648373108736 2019-02-28 18:59:17 -0400 <GoldsteinEman> @tedlieu @realDonaldTrump bs, that's all you deranged obstructionists have been working toward for the last 2+ years
1101270647332724736 2019-02-28 18:59:17 -0400 <Not_a_DoDo> @realDonaldTrump...  you still kissin satans ass... sounds like it... what with Syria, Iran, NK, Venezuela....  and the world wonders when you are doing to be dealt with...
1101270645600645122 2019-02-28 18:59:17 -0400 <Cranmer3483> @chrislhayes So trump did not just walk away he gave Kim something. NO PEACE PRIZE FOR YOU @realDonaldTrump and #cheetomoron
1101270645244071936 2019-02-28 18:59:17 -0400 <ottis41> @StateDept @POTUS @realDonaldTrump @SecPompeo hmm just don't know what to think about that whole North Korea thing
1101270644333969409 2019-02-28 18:59:16 -0400 <Cyddavis9406> @realDonaldTrump He also did bad things related to #Individual1 There will be NO reduction to your Prison Sentence #ConMan #Liar #Thief #MobBoss
1101270643436371968 2019-02-28 18:59:16 -0400 <yothink2020> @realDonaldTrump When are you going to take credit for creating the world. Anything that happens that's good you want to take credit for. If anything goes wrong you blame the Democrats. Time for you to take credit for all the crimes you've committed. Enought of the bullshit.
1101270641876058112 2019-02-28 18:59:16 -0400 <joshcloonan88> @Elizabe82403908 @FredOstu @24sales2U @JohnDNobody @jessicacoelho7 @SportsTalkBarry @realDonaldTrump You mean like when you thought he wouldn’t win the first kinda gymnastics.
1101270640475193344 2019-02-28 18:59:15 -0400 <SHOWTIM17650192> @realDonaldTrump  https://t.co/B2xq9QGfFL
1101270636914270208 2019-02-28 18:59:15 -0400 <makinmyfuture1> @realDonaldTrump is a coward in every sense of the word
1101270636637446144 2019-02-28 18:59:15 -0400 <Christmaseggbiz> @BDWBABY @charliekirk11 @realDonaldTrump I recently read the operation for disc replacement is being used since 8 yrs ago in Germany and in Ca. outcomes are varied.Prices aren't quoted.
1101270635752419329 2019-02-28 18:59:14 -0400 <pldanzis> Seeing is believing @SenAlexander!.. put up or shut up!.. the IGNORANT person in the @WhiteHouse (@realDonaldTrump ) will ask you to not follow thru &amp; y'all cave like a demolished building!.. give me a break!..
1101270635697852417 2019-02-28 18:59:14 -0400 <Billtrain464> @donnanocero @Lmchristi1 @catherinekirby @Jim_Jordan @POTUS @realDonaldTrump 👍🇺🇸👊👊
1101270635039330305 2019-02-28 18:59:14 -0400 <DaileyOfficial> @philly_2chitown @Jennyi43 @IannoneSerena @eugenegu @realDonaldTrump @LifeNewsHQ @LiveAction @LilaGraceRose @spucprolife Labeling Jesus “Far Right” perfectly encapsulates the state of the Left.
1101270633164419072 2019-02-28 18:59:14 -0400 <PaTresha10> @realDonaldTrump Agent Orange brought to Vietnam again 😡  Mr. Art of Never A Deal🤦🏼‍♀️ #TrumpForPrison
1101270631285428226 2019-02-28 18:59:13 -0400 <Destrier15> @NJTommci @Gatorrebel2180 @GregCampNC @DeSchedule420 @Gofundyourself9 @MizAmerica3 @_RainyDayWoman @irkthejerk @RepTedDeutch @realDonaldTrump I do have a question for you however.  What is the average response time where you live for a 911 call, say an emergency call of an intruder or violence?
1101270627858685957 2019-02-28 18:59:12 -0400 <TeeEilish> @realDonaldTrump Russia is mocking you
1101270627770662912 2019-02-28 18:59:12 -0400 <kylewatson1984> @charliekirk11 @realDonaldTrump FOH with these made up ass #'s....
1101270621294456832 2019-02-28 18:59:11 -0400 <SpdRcr55> @realDonaldTrump why not ignore the Russian conspiracy like you just did North Korea.
1101270620262686720 2019-02-28 18:59:11 -0400 <JuliBunting> @Shadowrunner340 @DrJenGunter @realDonaldTrump This is pure, unadulterated nonsense. Let women make these decisions. Stop trying to legislate our reproductive choices.
1101270619977474048 2019-02-28 18:59:11 -0400 <ThaiPBS> "คิม จอง อึน" ผู้นำสูงสุดเกาหลีเหนือ จะเริ่มการเยือนเวียดนามอย่างเป็นทางการ 2 วัน หลังเสร็จสิ้นประชุมสุดยอดครั้งที่ 2 กับ "โดนัล ทรัมป์"ประธานาธิบดีสหรัฐฯ แต่ไม่บรรลุข้อตกลงใด  #kimjongun @realDonaldTrump #ThaiPBS  https://t.co/WEXaBtIuLa
1101270619801432070 2019-02-28 18:59:11 -0400 <navyvetDC> @realDonaldTrump You hired the best person for 10 years and the moment it even looked like he might say something critical of you or was cooperating ,you went on the attack   I think we all know who the lying 🤥 orange conman in the room is Drumpf  #TrumpHasBeenLyingHisEntireAdultLife
1101270617913999360 2019-02-28 18:59:10 -0400 <AnneRosen14> @realDonaldTrump Gone,  hopefully in handcuffs
1101270617028878336 2019-02-28 18:59:10 -0400 <afcoory> @FiteVern @tedlieu @TheDemCoalition @realDonaldTrump Have you ever worked for Donald Trump? He is a bully and a thug!
1101270617024794630 2019-02-28 18:59:10 -0400 <UrbanikMarysel> @StewBoddy @reubing @JohnSimpsonNews @johnsweeneyroar @realDonaldTrump There is something positive Our Great President didn’t give away anything like Obama and Clinton did!!!
1101270615162605570 2019-02-28 18:59:09 -0400 <mtgualazzi> @tedlieu @CIA @FBI @NSAGov @ODNIgov @DeptofDefense @realDonaldTrump You’re actually asking them to stand up to a dictator. And no one really has yet.
1101270611861667841 2019-02-28 18:59:09 -0400 <reefdirect> @lesleyabravanel @StateDept @realDonaldTrump @SecPompeo Looks like a gathering for an orgy!!
1101270609668001795 2019-02-28 18:59:08 -0400 <iankwhite77> @tedlieu @CIA @FBI @NSAGov @ODNIgov @DeptofDefense @realDonaldTrump It’s worth stating the Kelly wasn’t ‘freaked out’ enough to resign
1101270608300703745 2019-02-28 18:59:08 -0400 <FlipNoir> @realDonaldTrump isn’t going anywhere until The Koch’s and the other donors give McConnell the nod and not before. They aren’t gonna look around, see the mess, and stand on principle. #trump #kushner #TrumpCrimeFamily
1101270607532965889 2019-02-28 18:59:08 -0400 <santiagomayer_> Oh sweet! Are we making criminal referrals now? I’ve got several.  - @DonaldJTrumpJr  - @SecNielsen  - @MattWhitaker46  - @jaredkushner  - Steve Bannon  And @realDonaldTrump himself, considering he directed Cohen to lie to congress in the first place.
1101270601337991169 2019-02-28 18:59:06 -0400 <juliasetzer2> @RyanHillMI @realDonaldTrump And you believe him?
1101270600750956545 2019-02-28 18:59:06 -0400 <CarynLonz> @nevstew @LindseyGrahamSC @realDonaldTrump @MollyJongFast I’ve been following her CPAC commentary all day. Not sure my sense of humor would have survived as long as hers.
1101270599891066886 2019-02-28 18:59:06 -0400 <Agent_Hodgo> @realJoeBarnes @CivMilAir @realDonaldTrump  https://t.co/gm6Oq8tAyh
1101270596317573121 2019-02-28 18:59:05 -0400 <Kilianoka> @StateDept @realDonaldTrump @SecPompeo Opinion: @realDonaldTrump’s Otto Warmbier comments mark a shameful day for America    https://t.co/wUayJYZ1mQ
1101270595772313600 2019-02-28 18:59:05 -0400 <genge_ian> @dezombified @Fear_Crawler @realDonaldTrump Would you still consider me a friend if I told that I am supporter of @Kaepernick7 or would you call me a traitor like everyone else behind my back?
1101270594849570816 2019-02-28 18:59:05 -0400 <ericowensdc> @hughhewitt @realDonaldTrump Assumably, you are trying too hard to be funny again. But this silly stuff is Trump in a nutshell. Trump actually pretends to set such whimsical and dumb policies.
1101270594799181825 2019-02-28 18:59:05 -0400 <jobsanmartin> @Granddragon8 @realDonaldTrump @WhiteHouse @TRU_PILLOW @FortniteGame Nah. This is the better skin #  https://t.co/zYG3Yt4mJX
1101270594107162624 2019-02-28 18:59:04 -0400 <Forthespacemen> @BrungerJohn @MexicoRS78 @Nigel_Farage @PhilDru @dcexaminer @RealJamesWoods @JudicialWatch @WashTimes @GOPChairwoman @SenTedCruz @tarrantgop @realDonaldTrump @Ke_iki 😳
1101270591003414529 2019-02-28 18:59:04 -0400 <luvmyusa3> @realDonaldTrump BEST. PRESIDENT. EVER👍🇺🇲🇺🇲🇺🇲🇺🇲🙏
1101270589543727105 2019-02-28 18:59:03 -0400 <Tim_Rigney> @Brenda59782312 @KellieElliott @Top_Sergeant @realDonaldTrump People who are not uneducated.
1101270582732169218 2019-02-28 18:59:02 -0400 <Jonatha65086972> @WhiteHouse @paula_okie87 @realDonaldTrump Sorry, Un has people shot for watching TV and they literally eat grass because of his backward economic policies. Chump, I mean Scump just has a hard-on for dictators.
1101270582090334208 2019-02-28 18:59:02 -0400 <AmfweirWeir> @JacksMalark @eugenegu @realDonaldTrump FREE WILL!  https://t.co/lNoPfIdvpj
1101270581159383046 2019-02-28 18:59:01 -0400 <DonnaBeep> @barasa_victor @realDonaldTrump  https://t.co/wSDlS4EWyQ
1101270570555990017 2019-02-28 18:58:59 -0400 <greenpeeps5> @DrDenaGrayson @realDonaldTrump Did he feel bad about his brother too? Trump just loves a dictator, putty in their hands because he's so jealous of them.
1101270565208379392 2019-02-28 18:58:58 -0400 <babrams66> @realDonaldTrump Dude, bring your enemies closer.  Legalize marijuana, work on stopping deforestation, and take on the drug companies.  Win next election, go down in history as greatest pres of all time
1101270560040992777 2019-02-28 18:58:56 -0400 <midgetmuddy> @realDonaldTrump Jealous?? Lol!! Yeah....jelly belly
1101270544102625280 2019-02-28 18:58:52 -0400 <M_Doonby65> I keep hearing about Russia Collusion or not &amp; Dems are still searching.  Here is what the Dems are really doing...They are looking for ANYTHING to bring @realDonaldTrump down. They don't care if it is Russia or not picking up his virtual dog's poop from the sidewalk.
1101270543905349632 2019-02-28 18:58:52 -0400 <SarahJKS77> @Cmoore704 @LadySway @bkpage @DonZamifaro @UROCKlive1 @mmpadellan @realDonaldTrump He's going to lose his marbles. Cohen chucked him under the bus and a dictator wooed him with a "really nice letter" got him to conceed from total denuclearization, got off the hook for torturing Otto and then cancelled the rest of the summit and sent him home.
1101270541699297280 2019-02-28 18:58:52 -0400 <LadyTtown918> @GOPChairwoman @Bill99729759 @realDonaldTrump  https://t.co/UknF1xflWw
1101270541263163392 2019-02-28 18:58:52 -0400 <DMFinn9811> @realDonaldTrump Another failure
1101270537643405314 2019-02-28 18:58:51 -0400 <DadScribe> @tedlieu @realDonaldTrump Trump isn’t America. He doesn’t represent me. He is a ... what was it? Oh, yeah: a racist, conman and a cheat. Our job is to hold this thing together until he and his thugs are out of office. The #trumpfail tag, I think, reflects the outcome of his “summit.” That’s all.
1101270536380973058 2019-02-28 18:58:51 -0400 <SomeoneHasToSay> @Alyssa_Milano @realDonaldTrump It only passed the House. Big deal. It won't become law. Pass all you want.
1101270531532341248 2019-02-28 18:58:49 -0400 <Wayward888> @nytmike @maggieNYT @adamgoldmanNYT @anniekarni Why I’m old enough to remember when @realDonaldTrump kept saying he would leave it up to John Kelly to make that decision.
1101270530651385857 2019-02-28 18:58:49 -0400 <ElaineM90908876> @LindseyGrahamSC @realDonaldTrump  https://t.co/yOKrZfng3a
1101270528776654849 2019-02-28 18:58:49 -0400 <_jtarik> @realDonaldTrump
1101270527124164609 2019-02-28 18:58:48 -0400 <EarplugOlympics> @tedlieu @realDonaldTrump Where is the real Ted Lieu?
1101270524905377794 2019-02-28 18:58:48 -0400 <Randu_mb> @Like2Plan @jimmykimmel @POTUS @realDonaldTrump Pussygrabbers in glass houses shouldn't throw Russian generated memes.
1101270524481716224 2019-02-28 18:58:48 -0400 <EdwardJHarris2> @eugenegu @realDonaldTrump And you know all of this, how?
1101270519783911425 2019-02-28 18:58:47 -0400 <Jeffdix89730228> @SeanParnellUSA @realDonaldTrump Does anyone honestly believe that this whole business was talked about before yesterday? This is all part of the upcoming deal. It's called "face" and is a huge part of business in Asia?
