875865572290031620 2017-06-16 19:59:59 -0400 <CyndeeCuddy> @realDonaldTrump is this #fakenews  https://t.co/khk1A9fJ6Y
875865527876497409 2017-06-16 19:59:49 -0400 <k9chefmindy> How can conservatives claim to love Liberty but hate body autonomy? @SpeakerRyan @realDonaldTrump @jeffsessions
875865525544529921 2017-06-16 19:59:48 -0400 <Haider7m> @IvankaTrump @realDonaldTrump @LaraLeaTrump @EricTrump @TiffanyATrump @DonaldJTrumpJr منورين يابه
875865525053771776 2017-06-16 19:59:48 -0400 <jerseygirl796> @Lawrence @realDonaldTrump Trump said he was firing Comey before Asst AG's memo, but now he's blaming Rosenstein?  Tag...you're it.
875865524000784384 2017-06-16 19:59:48 -0400 <blazing_waffle> @LiliaMorraz @KalinaMcDaniel @DonaldJTrumpJr @realDonaldTrump You don't know what I watch 😉
875865520398102528 2017-06-16 19:59:47 -0400 <TrumpsTheBest1> @NazarethII @nursegalmom @Jim_MEfish @SheriffClarke @realDonaldTrump We have many gay groups for Trump. I don't know if that JUST for Trump or for the party though.
875865518602932224 2017-06-16 19:59:47 -0400 <wilmajeanne> @realDonaldTrump  https://t.co/2U6fxxv8ah
875865510407262209 2017-06-16 19:59:45 -0400 <yanimatos11> Sorry Mr. President but is late...Venezuela is living a dictatorship like Cuba long time ago @POTUS @realDonaldTrump  https://t.co/BvCw1QKVbq
875865509052461056 2017-06-16 19:59:44 -0400 <MaggieDuke15> @realDonaldTrump PRESIDENT TRUMP. IT'S NOT A WITCH HUNT. IF NONE OF THE REPUBLICANS  HAVE DONE ANY WRONG, THEN RELAX. X❤X❤X❤X
875865506850275328 2017-06-16 19:59:44 -0400 <bkpage> @JoeyWills7 @rillawafers @realDonaldTrump   https://t.co/SR8tDMWnYD
875865504614842368 2017-06-16 19:59:43 -0400 <jonmitchell1964> @SheriffClarke @realDonaldTrump I have never seen a bunch of sissy ass Republicans like we have in Congress right now, no balls whatsoever, they are disgraceful #MAGA
875865503557763073 2017-06-16 19:59:43 -0400 <resistanceFtrs> And yet @realDonaldTrump doesn't feel ashamed of himself for taking contributions away from those kids with cancer...  https://t.co/mTDcGUFbJR
875865498944188419 2017-06-16 19:59:42 -0400 <2shoetoby> @emills28 @marcorubio @realDonaldTrump Pls explain the Russian threat, if podesta didn't give out his password he wouldn't have been hacked. Podesta &amp; clinton &amp; DNC were negligent
875865495441989637 2017-06-16 19:59:41 -0400 <dmarx4588> @realDonaldTrump Should be 90% or more
875865495202934785 2017-06-16 19:59:41 -0400 <IanMCohen> @julieluzgolden @realDonaldTumpr @kenklippenstein @realDonaldTrump Why?
875865493197991936 2017-06-16 19:59:41 -0400 <truthsearch1957> POTUS #Trumps @Senate @jaredkushner @realDonaldTrump @FBI @DOJ @POTUS @Congress @KellyannePolls @SCOTUS @FLOTUS @IvankaTrump @DeptVetAffairs  https://t.co/a1XOlVN895
875865489016324096 2017-06-16 19:59:40 -0400 <NazarethII> @HappyBeMez @nursegalmom @Jim_MEfish @SheriffClarke @realDonaldTrump Against abortion, don't get one. For abortion, keep it to 1st trimester and pay for it yourself. Gay?  Fine but don't be pushy about it.
875865488613490688 2017-06-16 19:59:39 -0400 <ThatsMorgan4U> @EricaSuri @immigrant4trump @realDonaldTrump I must have the name caller blocked because I see it.
875865488051621892 2017-06-16 19:59:39 -0400 <voyaguer15> @patriciajaniot @realDonaldTrump Realmente la tiene ? Hasta ahora es solo un concepto errático
875865488043233281 2017-06-16 19:59:39 -0400 <AmySM55> @realDonaldTrump most of us are just here to enjoy watching you throw tantrums.
875865487917416449 2017-06-16 19:59:39 -0400 <Ivan65031009> @TheSquireman @SMassadi @DelShores @Berfie @Procrastamom @GovMikeHuckabee @SarahHuckabee @realDonaldTrump That was John VC kerry
875865487304949762 2017-06-16 19:59:39 -0400 <MfJerdog> @realDonaldTrump sounds like a good idea! The swamp is smelling of bigly corruption  https://t.co/zyzq5DhMJo
875865485216288768 2017-06-16 19:59:39 -0400 <Joshk64505> @trimman58 @Sarahs_eyebrows @jackschofield @realDonaldTrump @PRNtechnology @nytimes Your watching to much CNN
875865485094604803 2017-06-16 19:59:39 -0400 <patrickj6> @maddow how ironic is it that @realDonaldTrump is on about Cuba on the eve of 45th anniv of Watergate break in that incl 3 Cuban exiles? lol
875865484234813440 2017-06-16 19:59:38 -0400 <keagersherman1> @DiamondandSilk @realDonaldTrump @POTUS Yep!  Rooting for him since 1st day!!!
875865479511986178 2017-06-16 19:59:37 -0400 <ReidJ_17> Hey @realDonaldTrump, this one's for you 🥂#cuba  https://t.co/5oPXiMv9xM
875865479214239745 2017-06-16 19:59:37 -0400 <MichaelBeseth> @realDonaldTrump Get over it. Stop blaming your problems on everybody else. You're done!!!
875865479134539780 2017-06-16 19:59:37 -0400 <POOetryman> @MontoyaHouston @realDonaldTrump Cited in 1973 for refusing to rent to blacks, brags/accused of groping/assaulting/ogling women &amp; girls, lusts after (boinks?) daughter...
875865478677311493 2017-06-16 19:59:37 -0400 <sneakin> Everybody lies about @realDonaldTrump's positions.  https://t.co/QL1zLeRVLz
875865478438281217 2017-06-16 19:59:37 -0400 <katrina3643> @realDonaldTrump  https://t.co/DEdrZbk7Lm
875865475896360960 2017-06-16 19:59:36 -0400 <boxerrunner42> @SheriffClarke @realDonaldTrump WE HAVE A DEMOCRACY COWBOY.WHETHER U LIK IT OR NOT..IF HE'S GUILTY OR NOT,LET THE U.S. CONSTITUTION PREVAIL!
875865470938886144 2017-06-16 19:59:35 -0400 <Progress4OHIO1> @shawbear76 @KingIvan @realDonaldTrump @graceslick77 @WhoIsDEF @littleredblog @ninaturner Nina,Lost Respect In #Cleveland Years Ago.She Wanted To Run For Congress. She Had No Support.She Was Silent About #TamirRice #RIPTamir 💔💔💔  https://t.co/SceJ8ZqBZI
875865470636785664 2017-06-16 19:59:35 -0400 <Iz_Here> #HappyThought: #Nixon was a hellova lot smarter than @realDonaldTrump &amp; he went down like a sac-de-merde dropped from a 10th storey window.
875865468598456322 2017-06-16 19:59:35 -0400 <LwCureton2> @realDonaldTrump "Resident Rump" puts the world in a bad mood! MPGA IMPEACH !  https://t.co/0Pt6UJ0oUs
875865468069961729 2017-06-16 19:59:35 -0400 <Nasreen03114223> @realDonaldTrump It's bad when I can't sit and watch the Commander in Chief speak.  This is just wrong 😩😡
875865467541483520 2017-06-16 19:59:34 -0400 <quiltpen> @jlsHouston @kelly_sez @dee_bickford @DiDaDo123456 @rj_tracey @keksloo @Brandon_Bird @InFrontUS01 @realDonaldTrump Your right Janice, Paulson, under GWB started us down the 7 "Trillions" of $$'s path. Unfortunately he only used 1/2 $ left other half 2 BHO
875865466878607360 2017-06-16 19:59:34 -0400 <JulieMendelsohn> @SheriffClarke @realDonaldTrump No thanks!!~
875865465582624768 2017-06-16 19:59:34 -0400 <roybatty64> @kim @realDonaldTrump Do you feel any compulsion to resist the deep state?
875865464794038272 2017-06-16 19:59:34 -0400 <Freddie_Eff> @CBSEveningNews Isn't the travesty of @realDonaldTrump what the electoral college is supposed to prevent? It isn't doing it's job.
875865464353828868 2017-06-16 19:59:34 -0400 <mlarsson13> @realDonaldTrump you are a hard act to follow...like very confusing.  Saudi's Qatar Iran, North Korea etc.. but no war, so good job there.
875865463745638400 2017-06-16 19:59:34 -0400 <patricia_kail> @DonaldJTrumpJr @realDonaldTrump Congress is lazy-how dare they go on vacation when President Trump works 7 days a week
875865462202130432 2017-06-16 19:59:33 -0400 <Dontheriverrat> @realDonaldTrump Donnie you love trump and that's all everyone else can get screwed.  In the end you will be alone with a faded trump brand that you failed
875865461409300481 2017-06-16 19:59:33 -0400 <malimidaca> @realDonaldTrump Thanks to OBAMA!!
875865460549582849 2017-06-16 19:59:33 -0400 <sueham1408> @FoxNews @POTUS @HillaryClinton @realDonaldTrump was a donor to HRC?  Get real
875865459932807169 2017-06-16 19:59:33 -0400 <WRGray2> @realDonaldTrump Come on squirrel gun owners !!  Look who u voted in fo gods sake! Link bucket mentality ! Gooooolee you all !!
875865459345604611 2017-06-16 19:59:32 -0400 <blazing_waffle> @SrMelaPerezPra2 @KalinaMcDaniel @DonaldJTrumpJr @realDonaldTrump Cuba doesnt it's just counter intuitive and 1950esque The travel ban is an assault on American values.
875865457257058304 2017-06-16 19:59:32 -0400 <recon4wrd> @Prospectiveusa1 @BHayes00790615 @MyInfo57386307 @tkewalt69 @Trumpified_King @tolivian @krotius @janders9414 @sparesoul @freementality78 @realmikedoughty @_therealBecky @momfarts @Awake2406 @DonnaShelley2 @RobinRenda @rick128262 @qubrat1s @AmericanaHart @Bobbiehodges17 @leeroyjenkins61 @Awesomesauce_Me @StarCreativeI @JenniferFreely @scottisbell_ @realDonaldTrump @JackPosobiec @wsredneck @POTUS @An0nKn0wledge I've been blocked, and as soon as I'm blocked, I can't see any of the persons tweets.
875865454610456577 2017-06-16 19:59:31 -0400 <PACOETT2> @GenPenaloza @realDonaldTrump Quebesa zorra no hable en mi nombre, no me representa
875865454606155776 2017-06-16 19:59:31 -0400 <Magtruth> @realDonaldTrump Who benefits from this, not the taxpayers?
875865452454346756 2017-06-16 19:59:31 -0400 <bkpage> @JoeyWills7 @rillawafers @realDonaldTrump Joey is a perfect example of a Trumpette. Small, ignorant, simple...I mean just look at how he argues below!! HILARIOUS!!! Don't waste time!
875865448608354304 2017-06-16 19:59:30 -0400 <CIrwinWyant> @HopeInTheUSA @DoomsdayLibrary @DonaldJTrumpJr @realDonaldTrump Amen! Also... swift justice and an end to the coup!
875865448490950658 2017-06-16 19:59:30 -0400 <ludoviccb> @realDonaldTrump yes, and you're the witch they're hunting
875865446972616705 2017-06-16 19:59:30 -0400 <mimiatx> @marcorubio @realDonaldTrump Like you and (what's left)of the @GOP touting positive headlines from same MSM you call the enemy when they report on the dumpster 🔥@POTUS
875865446565728257 2017-06-16 19:59:29 -0400 <APTeacherGuru> @realDonaldTrump @KatrinaPierson You are well on your way to becoming the 3rd impeached POTUS and first to be found guilty and removed from office. Bigly #ImpeachTrumpPence
875865444607041537 2017-06-16 19:59:29 -0400 <UUKnowTheThing> @KMacMusic @mikemyerslives @realDonaldTrump @HouseFloor Not an answer spanky
875865443961012225 2017-06-16 19:59:29 -0400 <cedargrove1956> @DearAuntCrabby @realDonaldTrump DAMN LMAO
875865442950279168 2017-06-16 19:59:29 -0400 <GrumpyOldDoc> .@realDonaldTrump which will come first?  Impeachment, Bankruptcy (again), or Prison?  My money's on Impeachment.
875865437581578240 2017-06-16 19:59:27 -0400 <Miss_Gambia> @IvankaTrump @realDonaldTrump my cousin &amp; his family moved to d US 1997 but both his parents died in 2001. I grew up in the Gambia with him
875865436683988992 2017-06-16 19:59:27 -0400 <_chelito_> @patriciajaniot @realDonaldTrump Que brutalidad !! Q se puede esperar del imperio mas nefasto de la historia...
875865436310589440 2017-06-16 19:59:27 -0400 <CindyAndNadine> @realDonaldTrump The only witch hunt that's going on is your continual witch hunt against the honorable Real President Obama!
875865435903807488 2017-06-16 19:59:27 -0400 <lindaz333> @justinamash @POTUS Because nothing @realDonaldTrump does is about anything other pettiness and quid pro quo. FL Cubans buy his real estate.
875865435115270145 2017-06-16 19:59:27 -0400 <lillie_randolph> Tru dat! @realDonaldTrump Money can't buy Obama's class (but it can buy  $1.5k/ph lawyer) #TrumpTaxReturns #resist  https://t.co/wB8pR3o98O
875865430417694723 2017-06-16 19:59:26 -0400 <DougMount> @SheriffClarke @realDonaldTrump How's that DHS gig working out for you?
875865429398487045 2017-06-16 19:59:25 -0400 <Larcastleland> @nelsonbocaranda Ud como q no escuchó lo que dijo @realDonaldTrump en referencia a la DICTADURA CUBANA Y VENEZOLANA
875865426361819137 2017-06-16 19:59:25 -0400 <_Marley_Son> Dude stop worrying about other countries and FOCUS on AMERICA!!! @realDonaldTrump  https://t.co/HXC5pjPsRn
875865422528208896 2017-06-16 19:59:24 -0400 <LucyAppa> @ZakZales @realDonaldTrump Your president is the weakest, whiniest little girl I've ever seen.
875865420804182016 2017-06-16 19:59:23 -0400 <followingsea2> @realDonaldTrump That was Sessions, not Comey. You're getting more and more senile.
875865420527312896 2017-06-16 19:59:23 -0400 <followingsea2> @realDonaldTrump I follow you only to see what nonsense and lies you come up with, you're mentally ill.
875865420238118913 2017-06-16 19:59:23 -0400 <nesie_> @realDonaldTrump CROOKED Trump
875865419667648512 2017-06-16 19:59:23 -0400 <LouZobel> @realDonaldTrump You are tweeting false accusations now and in the past which makes you incompetent to be president . You should and I hope impeached!
875865419004903425 2017-06-16 19:59:23 -0400 <APPROVEMAN> @DonaldJTrumpJr @realDonaldTrump Well at least it won't last much longer prison for many trump inner circle coming soon
875865418652688385 2017-06-16 19:59:23 -0400 <AHMED_ADHAME> @realDonaldTrump @POTUS You caught in a trap , you cant walk out !! Thats what #Elvis said
875865417952178177 2017-06-16 19:59:23 -0400 <sneakytoddler> @realDonaldTrump this poll is fake news
875865415674720256 2017-06-16 19:59:22 -0400 <Rockymtannie> @DonaldJTrumpJr @gcamp4 @realDonaldTrump Praying 4 your family and for the witch hunt to stop.
875865415397904385 2017-06-16 19:59:22 -0400 <urdensity_mcfly> @SandraD70559721 @haybaby2008 @cristal_deaton @shannonthelib @doebos4151 @ScottPresler @realDonaldTrump Can you translate that to English please?
875865411685933060 2017-06-16 19:59:21 -0400 <rtutching> @realDonaldTrump By the man you TOLD TO FIRE THE FBI DIRECTOR! Num Nuts!
875865410708451328 2017-06-16 19:59:21 -0400 <Rob_Melrose> Can't wait for the next jobs report. @realDonaldTrump providing full employment in legal field. #JOBS!  https://t.co/UoobjvdBXx
875865409563623427 2017-06-16 19:59:21 -0400 <jeff_martin65> @JBA101 @mike_pence @realDonaldTrump Really? Surely you did not really say that, Mike Pence, did you? That would mean you lie like Donald!
875865407760068608 2017-06-16 19:59:20 -0400 <ant1188> @J_W_Armistead @james_laubhan @realDonaldTrump @JerrySeinfeld @JeffreyGuterman Yea really annoying Trump couldn't funnel money from that kids charity to his bank account, your Lord and master is right to be annoyed.
875865406015242240 2017-06-16 19:59:20 -0400 <tpaul595> @realDonaldTrump You know any good investigator wouldn't discuss an on-going investigation silly!
875865405646020608 2017-06-16 19:59:20 -0400 <Sage07086808> @WCAustin22 @KershawTerry @realDonaldTrump @DO @Well told Lester Holt his idea to fire Comey. Now blaming AG. Big lie.Said couldn't show TAXES as being audit but would.LIE.Putin good man?
875865405364985856 2017-06-16 19:59:20 -0400 <KingOfCurtopia> @realDonaldTrump literally no one in the heartland that voted for you gives a damn about this issue, #oBo. China, 'Nam, Russia all Commie but we do biz.
875865399312740352 2017-06-16 19:59:18 -0400 <kapean> @realDonaldTrump Sooo stupid
875865398767484929 2017-06-16 19:59:18 -0400 <captnsensible> @realDonaldTrump Nice Photoshop there, bozo.
875865395248410624 2017-06-16 19:59:17 -0400 <dmccafferty49> @realDonaldTrump You a witch? Be careful out there. Auld Nick may call time up on you....
875865392241152000 2017-06-16 19:59:16 -0400 <PaulCrawley11> @IvankaTrump @FLOTUS @realDonaldTrump @DonaldJTrumpJr @EricTrump @LaraLeaTrump If not don't talk about povity, never seen it never been there so how would you know?
875865388332052480 2017-06-16 19:59:16 -0400 <dmoosavi78> @realDonaldTrump Mr President, what's it like being the most powerful man in the world?
875865387958665216 2017-06-16 19:59:15 -0400 <advisorrob> @thehill The polls also predicted a Hillary blowout. Before that there was no way @realDonaldTrump would win in the primaries. Polls schmolls
875865379268169728 2017-06-16 19:59:13 -0400 <Enterafricaaol2> @ColumbiaBugle @realDonaldTrump There are always two kinds of people. Those who see the glass full and those see it half full. The Cup Runneth Over. Bad
875865374704775168 2017-06-16 19:59:12 -0400 <dancindoti> @LadyMAGAMagic @apokerplayer @dagannon @UncleRodge @maximus_pepemus @Sgroberts121657 @realDonaldTrump Between a tweet today and a tweet last year.
875865371001016320 2017-06-16 19:59:11 -0400 <Vivetteart> @realDonaldTrump Give the knock out punch to the left!  https://t.co/3HufImRjcV
875865365586235392 2017-06-16 19:59:10 -0400 <danotodd> @immigrant4trump @realDonaldTrump Really!  And what liberal politician compares to the bile coming from our very unpresidential president?
875865363199774720 2017-06-16 19:59:10 -0400 <JohnJHance> @marcorubio @realDonaldTrump Amused that DJT has as a result of this made relations with other Latin American countries worse.  Like he has with many other countries.
875865361631064064 2017-06-16 19:59:09 -0400 <oftheopposition> @realDonaldTrump Hey, what a foreshadowing!!! You are right that our "president" is an incompetent fool!
875865359349415938 2017-06-16 19:59:09 -0400 <twtoreason> @TAMARACWRENCH @mike_pence @realDonaldTrump. Hilarious!!!
875865356899954688 2017-06-16 19:59:08 -0400 <Carolinadcuriel> @hcapriles @JustinTrudeau @realDonaldTrump @marcorubio @mauriciomacri @mbachelet @Pontifex_es @AlvaroUribeVel #SOSVENEZUELA
875865356836982785 2017-06-16 19:59:08 -0400 <Tig2Luv> @realDonaldTrump FAKE, Mostly BOTS on your account and you don't have nearly 100 million followers. You've have way to many 0000's in that statement.
875865356568477696 2017-06-16 19:59:08 -0400 <NoDogma13> @realDonaldTrump Jobs ARE way up!  But mostly amongst lawyers hired to defend your corrupt and treasonous administration! #ImpeachTrump #LawyerUp
875865355356327936 2017-06-16 19:59:08 -0400 <RPMeehan63> @smit_linda @DemWrite @GOP @jaredkushner @realDonaldTrump Bad LSD!
875865353083015169 2017-06-16 19:59:07 -0400 <Drawingcard> @realDonaldTrump Even with notifications, it's almost like they know what you're going to Tweet? How? You are your worst critic, by hiring your own ? Clever?
875865351791235072 2017-06-16 19:59:07 -0400 <StephenMacDoug4> @realDonaldTumpr @realDonaldTrump Not through short-sighted, ill-thought self-serving acts such as this.  Sad.  Bad.  And Un-American.  Shame on you.
875865351128399872 2017-06-16 19:59:07 -0400 <emm_fee> @theNuzzy @genericheretlc @realDonaldTrump no amount of prozac can help him
875865348779724800 2017-06-16 19:59:06 -0400 <Youmademedoit74> @realDonaldTrump You are hilarious. Who made that for you? Can't wait for the pee tapes.
875865347982675968 2017-06-16 19:59:06 -0400 <jsheeran222> @realDonaldTrump You brought this  upon yourself !   What goes around comes around!!!
875865345571028992 2017-06-16 19:59:05 -0400 <reginaflannery1> @dumptrump33 @realDonaldTrump His work with Ladder Capital a bit shady     https://t.co/sjJYwDq0YP
875865344954556416 2017-06-16 19:59:05 -0400 <KathyG15> @Tracey4America @MBarnathan @LindseyGrahamSC @realDonaldTrump Awe, thanks😊😊TRUMP 2020!!!
875865343704616960 2017-06-16 19:59:05 -0400 <juliemetzwriter> @RepMarinochick @Trump_Regrets @realDonaldTrump Please call your reps. They need to hear from disappointed Trump voters.
875865337832636417 2017-06-16 19:59:03 -0400 <hurst_team> @realDonaldTrump You are the WORST PRESIDENT EVER!!!
875865334464380929 2017-06-16 19:59:03 -0400 <malimidaca> @realDonaldTrump We know over 60 million have about a 3rd grade level education like you and no discerner skills... oops used a big word, look it up...
875865333718028289 2017-06-16 19:59:03 -0400 <thepipster789> @realDonaldTrump You just can't stop lying can you You atr duch sn embarrassment!
875865333348913152 2017-06-16 19:59:02 -0400 <PetTheBacon> What @realDonaldTrump's actions mean: "I'm a racist man child &amp; want to undo anything our 1st black president did"  https://t.co/UGnIL3eaja
875865331759276032 2017-06-16 19:59:02 -0400 <ileanagarnica> @realDonaldTrump Gracias por la ayuda o apoyo que pueda brindar a Venezuela!
875865329750159360 2017-06-16 19:59:02 -0400 <Trumpgoodleader> @DougHamilton30 @doNOTfearTrump @realDonaldTrump Thank you for the comments , Well (  You can understand not nice after trying twice to continue with un objective Comment ) ...
875865328303132672 2017-06-16 19:59:01 -0400 <TheMeck> THE MECK REPORT : 7 US #Navy #sailors missing, 1 injured after warship collision - @realdonaldtrump @potus...  https://t.co/QKErJUnZGW
875865328147996672 2017-06-16 19:59:01 -0400 <BearmanShannon> @tedlieu @Natashaicwhatud @realDonaldTrump Here's to hoping for more tweets!
875865327774683136 2017-06-16 19:59:01 -0400 <whitepatrick> @realDonaldTrump LOLOLOLOL
875865321600688128 2017-06-16 19:59:00 -0400 <trumpforprison7> @Patriot327 @SwapkbShots @Americais4us @Sea_2Lake @marylaurymd @eugenegu @RepDonaldPayne @MikeElgan @realDonaldTrump I didn't say it was right, you said it was right when you voted for the man.
875865316806586368 2017-06-16 19:58:58 -0400 <WeensTweets> @_AshleyNoble @JPJ2JPJ @Reflecting_onit @Jesartfart @MckownScott @KimDiggsCovfefe @realDonaldTrump I meant both!
875865315632132096 2017-06-16 19:58:58 -0400 <77777d> @realDonaldTrump &gt;country... USA has all this to offer, plus violence everywhere... children hungry, orphans by constant wars.. DON'T KNOW./
875865314185138176 2017-06-16 19:58:58 -0400 <LetTheHoodTalk> White Christian love @realDonaldTrump while black Christian want him out. Who side God is on?  @Bishop_Hilliard @TDJakesShow @BillyGraham
875865313148940288 2017-06-16 19:58:58 -0400 <ThatsMorgan4U> @EricaSuri @immigrant4trump @realDonaldTrump Addressed but I think more help for drug addicts, stringer sentences fir traffickers and pedophiles. Don't think people aren't working/2
875865310011826183 2017-06-16 19:58:57 -0400 <YaniAlexander11> @stinabbbobina @nlitendchild @casl1976 @GaryRayCardoso2 @BrianPSmyth @DarrenDLee @Marieki75786671 @pnehlen @PaoloDelCarmen @realDonaldTrump @Cernovich @Acosta @CNN 20th is H.R255
875865305301618688 2017-06-16 19:58:56 -0400 <kyleruggles> @The_UnSilent_ @realDonaldTrump I'd marry that woman! lol
875865305150607360 2017-06-16 19:58:56 -0400 <cantonsen07> @realDonaldTrump Precident Covfefe and his nonsens again.  Do Cuba a favor, leave them alone!
875865302843748352 2017-06-16 19:58:55 -0400 <DaveSawatsky> @Reuters Permanently putting to rest the fantasy that @realDonaldTrump is a "populist" President.
875865301665148929 2017-06-16 19:58:55 -0400 <degolier13> @jackschofield @realDonaldTrump @PRNtechnology @nytimes Lol, okay hiliary is completely innocent and all her ppl did all that just to be nice right ? Your head is so far up the hiliary shit pile
875865301480464385 2017-06-16 19:58:55 -0400 <MaryMogrizzle2> @realDonaldTrump Than let them quietly do the investigation.  Nothing to hide no problem
875865299047809025 2017-06-16 19:58:54 -0400 <djfuller98> @johnpavlovitz @realDonaldTrump @POTUS That he keeps "shooting himself in the foot" on Twitter 😉
875865297978372096 2017-06-16 19:58:54 -0400 <twtoreason> @LindaHarden @mike_pence @realDonaldTrump @POTUS. We're praying they resign.
875865297403752449 2017-06-16 19:58:54 -0400 <JKPitts> @tedlieu @realDonaldTrump @POTUS Have lawyers representing Trump, Pence &amp; Kushner received sec clearance? Why does Kushner still have security clearance? @OfficeGovEthics
875865295797276672 2017-06-16 19:58:53 -0400 <kbuhurico> @realDonaldTrump @POTUS  So glad Steve has his Obamacare, and will not lose his life saving the bill will be staggering.sad others will lose
875865292684926982 2017-06-16 19:58:53 -0400 <MarshallLocke> @AmBeachy @kylegriffin1 @realDonaldTrump is the *king* of projection.
875865291296829440 2017-06-16 19:58:52 -0400 <Hiipolita> @realDonaldTrump las tiene de oro La libertad a CUBA enfrentando la corrupción terrorista todos estos años perdónenme eso es #EjecutarPunto
