1192592566006550529 2019-11-07 18:59:59 -0400 <WHFakeNews> @realDonaldTrump Read the Mueller Report.🙄  https://t.co/VHqhV8WAqY
1192592516161376256 2019-11-07 18:59:47 -0400 <AmericanKoshur> FORCED DECISIONS- NO FREE WILL FOR PEOPLE IN KASHMIR @POTUS @realDonaldTrump @SpeakerPelosi @ewarren @JoeBiden @RepJayapal @BradSherman @IlhanMN @AOC @RoKhanna @senatemajldr @BorisJohnson @Queen_Europe BBC News - 'This union territory was forced on us'  https://t.co/0jxkKmjWJp
1192592514286575616 2019-11-07 18:59:47 -0400 <UIowaFanWork1> @realDonaldTrump Release the Transcript Donnie!
1192592509035335681 2019-11-07 18:59:46 -0400 <OpokuAmma> @realDonaldTrump @POTUS WHAT THEY WROTE IM SURE IS TRUE.... ITS A GREAT NEWSPAPER!
1192592507747610625 2019-11-07 18:59:45 -0400 <TomC_MSN> @Manny_Funes @TurnKansasBlue @realDonaldTrump  https://t.co/hKTzVfJGN2
1192592505230917634 2019-11-07 18:59:45 -0400 <chuybaca> @GarrySouth @realDonaldTrump Et tu Brute
1192592504576720896 2019-11-07 18:59:45 -0400 <thetweetofnoone> @realDonaldTrump Didn't you cancel your subscription?
1192592503104507904 2019-11-07 18:59:44 -0400 <PatsFanChrissy> @realDonaldTrump You and the Republicans wanted it public and now it is.. the republicans did the same thing with Bill Clinton
1192592502844481536 2019-11-07 18:59:44 -0400 <_ayojoseph> @realDonaldTrump Your denial of the story is what confirms its authenticity.
1192592502446084096 2019-11-07 18:59:44 -0400 <CDcaritas> @MSuchkov_ALM @realDonaldTrump @EmmanuelMacron no Nato head of state will be there
1192592502236147712 2019-11-07 18:59:44 -0400 <MarinCollective> @CurmudgeonQueer @BettyBowers @kimguilfoyle @TheView @DonaldJTrumpJr @realDonaldTrump Just like Gavin Newsome who was doing cocaine and fucking his partners wife and doing little Chinese boy in Sonoma while married to his current wife..Yeah great people..
1192592500596326400 2019-11-07 18:59:44 -0400 <JeremyCunnings1> Looks like @realDonaldTrump has done his boss, #Putin bidding and caused strife in NATO.  Macron is taking the leadership role and Trump will try to ruin it.
1192592500592128005 2019-11-07 18:59:44 -0400 <GailDarmody> @SpeakerPelosi @realDonaldTrump
1192592498587136000 2019-11-07 18:59:43 -0400 <swegsweg2469> If @realDonaldTrump sends troops to fight Mexico catch me being Lawrence of Arabia blowing up trains on horseback in Tucson
1192592498247516160 2019-11-07 18:59:43 -0400 <trawagn2> @PollackHunter @DonaldJTrumpJr Savage? He was a total embarrassment! @realDonaldTrump is pissed. He was coked out of his mind! @kimguilfoyle do the right thing and get your boyfriend into rehab.
1192592494594183168 2019-11-07 18:59:42 -0400 <LanKris01> @morgan313 @JonDunn13071938 @WhiteHouse @realDonaldTrump Exactly
1192592491956047873 2019-11-07 18:59:42 -0400 <NotColGA> @rodin42089142 @ajc @realDonaldTrump Lowest black unemployment.  Celebrating. Thanks @realDonaldTrump
1192592491880615936 2019-11-07 18:59:42 -0400 <mrsjt2012> @kimguilfoyle @TheView @DonaldJTrumpJr @realDonaldTrump  https://t.co/wbiQ5XuxXL
1192592488445497344 2019-11-07 18:59:41 -0400 <GerryHa12901358> Google: Tump used fund raising money in 2016 for Veteran's. Was used in his 2016 campaign funds and his kids used it to benefit them and their personal businesses. @realDonaldTrump @DonaldTrumpJr17 @IvankaTrump. #GOP Over $2M. Judge ruled to have them pay charities. Damn family.
1192592487380070400 2019-11-07 18:59:40 -0400 <wuttangie> @tommyellisclus @KyleKulinski @IlhanMN @AOC @TulsiGabbard @realDonaldTrump @marcorubio @tedcruz @BernieSanders @ewarren When I lived in AZ it was such a PITA trying to recall whether friends and family were 2 or 3 hours behind/ahead at different times of the year.   Everyone needs to get rid of it for it to cease to annoy. 😂
1192592487321223169 2019-11-07 18:59:40 -0400 <mgwwu> @realDonaldTrump Impeach or vote out Don ASAP!
1192592487145230337 2019-11-07 18:59:40 -0400 <sefref32> @realDonaldTrump You have every option to send defense witnesses to testify, that is, if there are any witnesses that could testify without lying on your behalf. Don’t think they would go to jail for you.
1192592485232652288 2019-11-07 18:59:40 -0400 <Harkkonnen> @Dantegigas1 @RealOmarNavarro @realDonaldTrump @TeamJenBarbosa @JohnDennisSF Less than 0.
1192592483886219264 2019-11-07 18:59:40 -0400 <ceecee591> @tomiahonen @realDonaldTrump Cancelled after 3 years  https://t.co/c9b0QUBNoV
1192592481788944384 2019-11-07 18:59:39 -0400 <DavidOH2577> @realDonaldTrump It’s so obvious.  https://t.co/yIyzl4EQR0
1192592480958664705 2019-11-07 18:59:39 -0400 <Katstertrump> @AnniSawyer @RealJack @realDonaldTrump  https://t.co/ik4iThRb6Z
1192592478425083904 2019-11-07 18:59:38 -0400 <maga_she> @AngelaBelcamino @realDonaldTrump For all those Democrats angry that the black unemployment rate is at an all time low in the history of our nation, be sure to vote blue. I’m wondering if I’m seeing a trend here🤔
1192592478081339395 2019-11-07 18:59:38 -0400 <josephenicholas> @GOP @realDonaldTrump @CMSmedile Just keep doing what you’re doing- the Koch’s won’t have a voice in the next elections!
1192592477833891846 2019-11-07 18:59:38 -0400 <PedroDants1> El Congreso y gobierno de @realDonaldTrump debe de aplicar medidas más enérgicas para evitar el tráfico de armas hacia #Mexico y combatir el consumo de drogas entre una juventud cada vez más violenta en los #EstadosUnidos  #TerrorismoGringo
1192592476978208768 2019-11-07 18:59:38 -0400 <fca2nd> @Charles04826599 @BillMeabrod @realDonaldTrump Charlie!  Faux news is on and you're missing your indoctrination!
1192592476927746050 2019-11-07 18:59:38 -0400 <sgeigeresq> @realDonaldTrump Kinda like you on Twitter right now
1192592475317317632 2019-11-07 18:59:38 -0400 <JenGin76> @realDonaldTrump What Ms Pelosi just posted Is what you are calling the transcript!
1192592474226778114 2019-11-07 18:59:37 -0400 <ForDogsInNeed> @EmilyKinder11 @realDonaldTrump And the meetings are only b/c he has no choice but to be there. So what does that leave us - no work &amp; a lot of tv &amp; twitter time.
1192592474117681152 2019-11-07 18:59:37 -0400 <MayraOHiggins> @realDonaldTrump One low life calling someone a low life...pathetic.
1192592472032989184 2019-11-07 18:59:37 -0400 <dandarillo> @realDonaldTrump It is not
1192592471856943105 2019-11-07 18:59:37 -0400 <DonnaMu92783278> @realDonaldTrump You’re going down!
1192592471374680066 2019-11-07 18:59:37 -0400 <elizabe23371044> @realDonaldTrump @WhiteHouse @EddieRispone TRUMP ALL THE WAY
1192592470841929729 2019-11-07 18:59:37 -0400 <Suzdee1> @samtosane @retort_the @binary_evasion @realDonaldTrump LOL I like your sense of humor.
1192592467889143809 2019-11-07 18:59:36 -0400 <BobCarter385761> @Fahrenthold @realDonaldTrump Trump can’t help it. He was born with a criminal mind. It’s in his DNA. 😏
1192592467306176513 2019-11-07 18:59:36 -0400 <MichaelVANVLIE7> @realDonaldTrump   So every  fight they've had with you they go to Wikipedia and change it in their behalf   Twisting the truth people rely on this  Go look if you do not believe me  They been doing this since beginning  I told you I have the eye
1192592465200586753 2019-11-07 18:59:35 -0400 <moonbeast1> @mmpadellan @realDonaldTrump 😂🤣😂🤣😂🤣👏👏👏👏
1192592458930151424 2019-11-07 18:59:34 -0400 <GeauxTigers516> @realDonaldTrump Either of you denying anything is laughable. Known liars.
1192592456518209536 2019-11-07 18:59:33 -0400 <Tweetsjason> More Lies from the Hate filled @TheView —Complete jokes. Each and every one of you. What have U Accomplished?  @realDonaldTrump Was a Billionaire Before Office...@JoeBiden @BarackObama @HillaryClinton didn’t have Shit, Now Millionaires &amp; U think @POTUS is the one robbing USA-Joke
1192592456233168896 2019-11-07 18:59:33 -0400 <ChrissiWilde> @realDonaldTrump I thought against you, because you feel it so hard as you said.
1192592453708075008 2019-11-07 18:59:32 -0400 <EsteeKay2> @SteveScalise @lee_gmanlee59 @realDonaldTrump Remember on day 1 of @BarackObama being elected @senatemajldr wanted to make sure he was 1 term president? And the Tea Party gang made sure to prevent any bill from passing?  👉🏼👉🏼 That is a CHARADE which was actually orchestrated! 👈🏼👈🏼
1192592452588392450 2019-11-07 18:59:32 -0400 <marybuck007> @realDonaldTrump @senatemajldr
1192592452521222144 2019-11-07 18:59:32 -0400 <ArkieByChoice> @realDonaldTrump You are delusional. And when you start crying, screaming and pointing at others...it is a dead giveaway that you are guilty.
1192592452399575040 2019-11-07 18:59:32 -0400 <SETXAngela> @realDonaldTrump and you owe a lot of money today bc you are a racist...
1192592451787206661 2019-11-07 18:59:32 -0400 <JackTinney2> @jjauthor @realDonaldTrump They’ve never ran a real successful business and as much as they try to smear his leadership as a failure, results tell the real story 👊🏻 #AmericaFirst equals  #Winning 🇺🇸🇺🇸
1192592448536633344 2019-11-07 18:59:31 -0400 <Steve89291685> @ebarrows @MJGWrites @TrumpWarRoom @DonaldJTrumpJr @realDonaldTrump @TheView Amen
1192592445609009153 2019-11-07 18:59:30 -0400 <edmanning> @realDonaldTrump HEY! @realDonaldTrump @GOP and @LindseyGrahamSC  I found some corruption, and you don't even have to go to Ukraine - just NYC.  https://t.co/niU02nLXcX  Trump violates charity law.  Tragic if this thread were retweeted
1192592443486679040 2019-11-07 18:59:30 -0400 <lastoften> @RyanShead @Dshe51arerDiana @realDonaldTrump Yeah the people who voted Trump hated Hillary that much. One thing I know is that the lesser of two evils was not Trump....
1192592442937135104 2019-11-07 18:59:30 -0400 <FeliciaPolitics> @Zilchcornet317 @itsJeffTiedrich @realDonaldTrump Right—Trump's a boomer, but more accurately a tacky counterfeit gold-plated DOOSH 🇺🇸
1192592442815594496 2019-11-07 18:59:30 -0400 <mst5286> @real_defender @realDonaldTrump Hahahahahahahwhahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha
1192592441628606465 2019-11-07 18:59:30 -0400 <HerdingCats55> @mrchavezphoto @Eugene_Scott @PostBaron @realDonaldTrump @washingtonpost I read this and it occurred to me the word repugnant is wildly underused when it comes to Herr Drumpf.
1192592441343393793 2019-11-07 18:59:29 -0400 <titoporto10>  https://t.co/jy2ZeO47ih #BrazilAboveAll Brazil's president is @jairbolsonaro our allies are @realDonaldTrump @netanyahu  @dilmabr @ptbrasil @GloboNews @psol50 @ManuelaDavila @Haddad_Fernando @mariadorosario @gleisi @jandira_feghali @MarceloFreixo @BlogdoNoblat Order and Progress
1192592441175674880 2019-11-07 18:59:29 -0400 <worldchancellor> @realDonaldTrump Its a time to be alive! Seeing this!  #NEO
1192592440940621824 2019-11-07 18:59:29 -0400 <slogoodson> @realDonaldTrump looks like that judge sees you for the crook you are...
1192592440563101696 2019-11-07 18:59:29 -0400 <jhawker7> @Pluspaul0 @LilRdVet2 @PragDreamer @LeeHolly81 @realDonaldTrump  https://t.co/FLdlUrrE4M
1192592438600327169 2019-11-07 18:59:29 -0400 <rachel25201070> @realDonaldTrump @WhiteHouse @EddieRispone Wasting taxpayer money again
1192592434036912128 2019-11-07 18:59:28 -0400 <StandupMAGA> @SteveGuest @SUNNYLOVES45 @WhoopiGoldberg @realDonaldTrump @DonaldJTrumpJr @kimguilfoyle Pathetic
1192592434003402752 2019-11-07 18:59:28 -0400 <SpotJohnnyonthe> @realDonaldTrump Dont worry Don no matter what happens you will go down as the worst President ever.  Way to make your entire family name a disgrace across the world.
1192592432103395329 2019-11-07 18:59:27 -0400 <cjaysoar> @realDonaldTrump Your lies, crimes and malfeasance is what will make it hard for you to get re-elected skippy.
1192592431104978944 2019-11-07 18:59:27 -0400 <RichardZolla> @Danderup21 @realDonaldTrump I think he's been there and done that.
1192592429779767296 2019-11-07 18:59:27 -0400 <NatePowerCall1> @eugenegu @realDonaldTrump Why is it probably true?
1192592427590152192 2019-11-07 18:59:26 -0400 <Watergirllee> @thedailybeast @realDonaldTrump Yiu will be unable to do that as you will be behind bars with the rest of your thugs. #dumbassDon
1192592427439345665 2019-11-07 18:59:26 -0400 <davidho55584967> @LeeHolly81 @realDonaldTrump @LindseyGrahamSC your refusing to look at the transcripts means you are not fulfilling your obligations as a senator. you should be recalled for refusing to do your job.
1192592426562727936 2019-11-07 18:59:26 -0400 <reindeerbandit> @kimguilfoyle @TheView @DonaldJTrumpJr @realDonaldTrump baby gurl they’re not triggered, they’re laughing at you
1192592426491416577 2019-11-07 18:59:26 -0400 <aanvill> Y ESTO @PauloAbrao ? TE INTERESA MÁS PUBLICAR BASURA DE TU JEFE @realDonaldTrump SOBRE SANCIONES ESTUPIDAS QUE SOLO SIRVEN PARA ENGAÑAR A LOS ENGAÑADOS @cristhianfaja QUE SOLO 💩 SALE DE SU BOCA Y @AlianzaCivicaNi  🤣🤣🤣🤣
1192592423521787904 2019-11-07 18:59:25 -0400 <georgee58282795> @MattWalshBlog @DineshDSouza @realDonaldTrump Epstein didn’t kill him self
1192592423383375873 2019-11-07 18:59:25 -0400 <edmanning> @realDonaldTrump HEY! @realDonaldTrump @GOP and @LindseyGrahamSC  I found some corruption, and you don't even have to go to Ukraine - just NYC.  https://t.co/niU02nLXcX  Trump violates charity law.  Tragic if this thread were retweeted
1192592422116696064 2019-11-07 18:59:25 -0400 <SHomesrr> @realDonaldTrump How much did y’all get paid for this bull!!! Yes Hillary Clinton won. Yes over turn the election!! How can any women support this person the way he talks about women!!! Smh
1192592420262858752 2019-11-07 18:59:24 -0400 <Monatay66564359> @dcpoll @IvankaTrump  @DonaldJTrumpJr @EricTrump @realDonaldTrump  Couldn't make this go away crooks And from a foundation resign crime family. @FLOTUS poor Barron brought up with a bunch of criminals.
1192592419914682368 2019-11-07 18:59:24 -0400 <grahamdavidc> @realDonaldTrump I read the transcript... you’re guilty.
1192592418312294400 2019-11-07 18:59:24 -0400 <therealmge> I wonder how @realDonaldTrump feels about the idea of running against an actual billionaire. 👀
1192592417414942721 2019-11-07 18:59:24 -0400 <notinabluemoon> @realDonaldTrump Where can I get one of those T-shirts?
1192592417406554112 2019-11-07 18:59:24 -0400 <itsTom12> I believe @realDonaldTrump 's entire family will look real nice for the first time, when they are all in orange.
1192592417238728705 2019-11-07 18:59:24 -0400 <GregReilly6> @realDonaldTrump Everything is always about glorifying you. Makes me ill.
1192592415431020544 2019-11-07 18:59:23 -0400 <LanaGlovKY> @Alannaattrue @SteveGuest @WhoopiGoldberg @realDonaldTrump @DonaldJTrumpJr @kimguilfoyle Cultural appropriation!!!
1192592414470475776 2019-11-07 18:59:23 -0400 <AddieTurl> @realDonaldTrump Liar.
1192592411731660800 2019-11-07 18:59:22 -0400 <Shell_eeeyyy> @GOP @realDonaldTrump @CMSmedile  https://t.co/CfA1yRcrl4
1192592411001667591 2019-11-07 18:59:22 -0400 <Evelyn_Moorhead> @realDonaldTrump You protesteth too much. Guilt is not too fun for you?
1192592409550442496 2019-11-07 18:59:22 -0400 <HRHBethany> @CaslerNoel @overrunbydogs @realDonaldTrump Oh man!!! @realDonaldTrump wears diapers???? 😂😂😂😂
1192592403829600256 2019-11-07 18:59:21 -0400 <Humanist_Sin> @realDonaldTrump We're not millionaires. This is largely meaningless to us. Too many of us still can't afford healthcare, let alone stocks and bonds.
1192592403607293952 2019-11-07 18:59:20 -0400 <TravelingUS> My family has served this country every generation after 1865 in the military and highest levels of government.  @realDonaldTrump, his wife @FLOTUS, @IvankaTrump @DonaldJTrumpJr &amp; @EricTrump do NOT REPRESENT THE BEST OF  AMERICA. They are far from it!  @GOP @SenateGOP @HouseGOP
1192592399177961473 2019-11-07 18:59:19 -0400 <Laurasrave> @Fahrenthold @realDonaldTrump Gross.
1192592399077429249 2019-11-07 18:59:19 -0400 <NagaraSingh> @realDonaldTrump Do you truly not understand the #impeachment process or is this your brilliant strategy of fooling your base?
1192592398674739207 2019-11-07 18:59:19 -0400 <AzadDewani> @realDonaldTrump Ahead to his travel to the US, again thug Erdogan uses misleading language tactics of business &amp; non-satisfaction! Someone should teach Trump that Erdogan is fooling him!      https://t.co/l1CUOgvtfk
1192592398020468736 2019-11-07 18:59:19 -0400 <GailDarmody> @NewYorkStateAG @realDonaldTrump
1192592397600997377 2019-11-07 18:59:19 -0400 <brendastiles> @lesprogrammer @TommyHicksGOP @GOP @realDonaldTrump @VP Have patience.  Pence is not off the hook.  There is a plan in place.  There is ALWAYS a plan in place.  Wait for it....
1192592396199948288 2019-11-07 18:59:19 -0400 <crossing_bear> @RepChuck @realDonaldTrump Going down with the ship
1192592395700973569 2019-11-07 18:59:19 -0400 <ingle_pam> @realDonaldTrump Read the Constitution, specifically the 6th Amendment.
1192592394438373376 2019-11-07 18:59:18 -0400 <cooksalot> @pd21590 @realDonaldTrump He's a person who would abuse the position and pull #dictatorship  #WeVapeWeVote #MyChoice2Vape #vape2live  #VapingMatters #vapersuniteworldwide
1192592394107179008 2019-11-07 18:59:18 -0400 <Cynthia45269> @BetzPete @BlueRobotDesign @real_defender @realDonaldTrump I don’t either but when I’m accused of something I’m not you can bet I’m going to fight. That’s the way I was brought up.
1192592393364803584 2019-11-07 18:59:18 -0400 <Justa_Mommom> @realDonaldTrump  https://t.co/qKZypU96bv
1192592393259884545 2019-11-07 18:59:18 -0400 <enrique0005> @briantylercohen Pretty low @SenJohnKennedy. Taking cues from @realDonaldTrump. Classless and clueless
1192592393155022848 2019-11-07 18:59:18 -0400 <l78lancer> @realDonaldTrump Release the transcript, and release your taxes.
1192592392915996673 2019-11-07 18:59:18 -0400 <Harkkonnen> @RealOmarNavarro @realDonaldTrump @TeamJenBarbosa @JohnDennisSF You can donate to #MaxineWatersForCongress directly from their website:   https://t.co/Tuh6BLukQe
1192592392567824385 2019-11-07 18:59:18 -0400 <MikeFor45589103> @realDonaldTrump It isn't going to end Chump. its just getting started and we are all going to see how rotten you really are.  Your deeds are going to be on full display for all to see.  You even ripped off a charity! Your depravity knows no bottom. You are going to be booed all over the country.
1192592392416833537 2019-11-07 18:59:18 -0400 <j_boyn1> @realDonaldTrump Hey, that’s what you do!!!
1192592389753507840 2019-11-07 18:59:17 -0400 <AmbazoniaM> @UN @cnni @Maggie_DeBlock @Refugees @PressSec @antonioguterres @AsstSecStateAF @StateDept @iffat9 @Europarl_EN @CNN @USUN @NRC_Egeland @AJENews @USAmbUN @mbachelet @CohenOnAfrica @FinlandUN @BelgiumUNGeneva @UKParliament @UN_Cameroon @GermanyUN @realDonaldTrump @hrw @amnestyusa
1192592388402941953 2019-11-07 18:59:17 -0400 <fwbolick> This isn't complicated: 1) Trump corruptly demanded something of personal value in exchange for official action. 2) That's the legal definition of bribery. 3) The Constitution specifies bribery as grounds for impeachment. @realDonaldTrump @gtconway3d @SpeakerPelosi @JoeBiden @VP
1192592387052359680 2019-11-07 18:59:17 -0400 <RubyluH> @vazr00 @VeronicaTash @AngelaBelcamino @realDonaldTrump @BernieSanders I guess the logic is "Ignore the warnings because the world hasn't ended yet."
1192592386712584192 2019-11-07 18:59:16 -0400 <mrB76109680> @RepDougCollins @realDonaldTrump You folks all must be looking in a mirror, everything you claim about the GOP is exactly what the DEMs are guilty of
1192592383785021440 2019-11-07 18:59:16 -0400 <tree47139215> @realDonaldTrump @EddieRispone I hope so
1192592383336165377 2019-11-07 18:59:16 -0400 <traxxonwaxx99> @realDonaldTrump Lmao, he’s not even truthfully quoting Rasmussen anymore and straight up completely making things up.
1192592382883237888 2019-11-07 18:59:16 -0400 <lovegutt2> @GlenRayWA @glamelegance @realDonaldTrump He did not.
1192592382375727104 2019-11-07 18:59:15 -0400 <Pagramma148> @realDonaldTrump And the boogey man !!!🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
1192592380957986817 2019-11-07 18:59:15 -0400 <peachyMPF> @realDonaldTrump Yep that’s the rules.  I know it’s hard for you since you don’t think rules apply to you. #ImpeachDonaldTrumpNOW
1192592378118508552 2019-11-07 18:59:14 -0400 <HeartnSoul77> @TrumpWarRoom @realDonaldTrump @DonaldJTrumpJr @TheView BULLSHIT! MY WAGES HAS NOT WENT UP, BUT MY TAXES HAVE!
1192592376268763138 2019-11-07 18:59:14 -0400 <shawm711> @allanrenz @senjudiciary @LindseyGrahamSC @realDonaldTrump That’s because they ARE unqualified.   Wow. What a pathetic group.
1192592375173931008 2019-11-07 18:59:14 -0400 <BoldPolitics> @BettyBowers @kimguilfoyle @TheView @DonaldJTrumpJr @realDonaldTrump Your comment doesn't inflict the damage you would have it inflict considering Vanessa Trump can speak for herself and said none of that crap.  But hey, you do you.  When you have  no point to make, make one up.
1192592373370544129 2019-11-07 18:59:13 -0400 <marlasm0m> @realDonaldTrump Your own words and actions are why it will be hard for you to win in 2020.
