886737207641460736 2017-07-16 19:59:59 -0400 <Kaydlane22> @morten @realDonaldTrump Yikes! That is crazy!
886737146496811010 2017-07-16 19:59:45 -0400 <thedebbiec> @BanDogArt @locations131 @YoungDems4Trump @YourMooseGuide @jbakkane @withGodwecan2 @robertcaruso @realDonaldTrump @BarackObama When a party becomes scattered because they can't work together or won't do what they were elected to do, it's time to replace them.
886737144777199616 2017-07-16 19:59:44 -0400 <Rjones7771> @Impeach_D_Trump @realDonaldTrump Which, essentially, means that 36% of the country R happy and 64% are not. I guess majority rule is a thing of the past unless it's the GOP.
886737144148086785 2017-07-16 19:59:44 -0400 <CountTheVotesTN> @realDonaldTrump By "at this time," we assume you mean compared to in a few months after you are home, right?
886737141677514753 2017-07-16 19:59:44 -0400 <DANNK2> @mich4Trump2020 @PoliticalShort @SebGorka @realDonaldTrump Agree 109%!
886737139429285889 2017-07-16 19:59:43 -0400 <sithaeg> @realDonaldTrump Your son, Don Jr., is a traitor. He was willing to throw away our great democratic principles for a "win at any cost". That isn't America!
886737137873428480 2017-07-16 19:59:43 -0400 <Fillinusername> @davejoyner7 @jules_su @realDonaldTrump @USGA *overseas.* Dear Lord I'm tired of correcting Trump supporters' grammar.
886737135595814914 2017-07-16 19:59:42 -0400 <david_nally2> @MdKnightBabe @KimNTennessee @realDonaldTrump 😠 We conservatives. ...for 8 loooong years put up with Obama and all that ignorant liberal crap ! We didn't riot..resist..hate..or impeach !
886737132743790592 2017-07-16 19:59:41 -0400 <flutina> @AHamiltonSpirit @realDonaldTrump  https://t.co/cEn15Xmgwi
886737132143861760 2017-07-16 19:59:41 -0400 <The_Real_MrHolt> @realDonaldTrump Hey Jack calm down. We put up with Obama and his dismantling of are country. You need to just chill out and see what he can do.
886737131154141184 2017-07-16 19:59:41 -0400 <ellengunter> @Impeach_D_Trump @realDonaldTrump There he goes, winning again!
886737130655010816 2017-07-16 19:59:41 -0400 <garytrout1949> @realDonaldTrump Same pollsters that had Hillary winning by 20 points, tired of this fake news. The majority of America love Trump, that's why he's prez
886737130445312004 2017-07-16 19:59:41 -0400 <JoshMortgagesFL> @Jimmywonton2 @KaptKan1 @Dj12gauge00 @InsanityIsFree @planetaryjim @merittcon @jess_bbg @ResilientWays @AbolitionistJay @Pipant_mot @opelikacreek @Cagsil @Gene1Christian @JeffreyHann @jon_fredrikson @phuckthestate @ApolloLeRoux @NoCupsOrLiberty @thefreerifleman @THEJacobBowen @ArtofNBG @1Marchella @Zero_Gov @BadQuakerBen @Anarchyball @ImmaWildling @mamaanarchist @AbsurdNihilism @SemperLiberum @Agent_Orange76 @byoanarchy @HankusMackimus @SallyMayweather @mnrothbard @AgoristBuddy @RolloMcFloogle @What_Contract @This_Fn_Guy @CJ15544 @Chris_Moriarty_ @GospelPanacea @mikehostile @meritocratic @bogbeagle @LuminousNebulae @NatttGeo @IRSnews @IRStaxpros @realDonaldTrump @POTUS Oh damn, I'll be sure to NEVER post my welding work then 😐
886737130218815488 2017-07-16 19:59:41 -0400 <DoGreatScience> @realDonaldTrump Bullshit! Bullshit! Bullshit! Bullshit! Bullshit! Bullshit! Bullshit! Bullshit! Bullshit! Bullshit! #TrumpLies #TrumpCrimeFamily
886737129417658368 2017-07-16 19:59:41 -0400 <SuzanneBraband> @Southviabirth @jackschofield @realDonaldTrump Ginny you were never a supporter of his b.s. won you over so easily
886737129149050880 2017-07-16 19:59:41 -0400 <davidakaclean> @realDonaldTrump Always helps to have an unbiased testimonial! Oh, wait ...
886737122262097920 2017-07-16 19:59:39 -0400 <DonSather2> @JSException @realDonaldTrump Just his own
886737121364647938 2017-07-16 19:59:39 -0400 <kbc1966> @realDonaldTrump LOSER
886737121146531841 2017-07-16 19:59:39 -0400 <Armorize> @RKJ65 @Jenlskelly @williamlegate @acolemanlantern @getongab @realDonaldTrump  https://t.co/9zVYrwyqpl
886737118806106113 2017-07-16 19:59:38 -0400 <dwaynecobb> Bernstein on GOP(R)Trump: We know there's a cover-up @realDonaldTrump  (R)s N Charge of Congress do Nothing   https://t.co/i4xRT9kQ95
886737118348931072 2017-07-16 19:59:38 -0400 <PoliticalinFL> @SarahLSmith677 @RogerJStoneJr @realDonaldTrump Has anyone seen Rudy lately?
886737115022843904 2017-07-16 19:59:37 -0400 <raptoratackjack> @realDonaldTrump @USGA I can't believe you're trying to drum up ratings for the golf event at your resort. You're not a president, you're a damn infomercial.
886737114372734976 2017-07-16 19:59:37 -0400 <LisaMKing1221> @facttrumpstrump @boutdemboyz @JustWhatNowWhy @mogolfn @see_jl @HerbertjeJames @khaleda @realDonaldTrump Here's your award,,,,  https://t.co/GCfMEpMyQH
886737110639693824 2017-07-16 19:59:36 -0400 <ChristinaStock1> @realDonaldTrump @USGA Your diapproval ratings keep on climbing.   RESIGN.    https://t.co/PYZlPC3Hp9
886737106718130177 2017-07-16 19:59:35 -0400 <akoji007> @nathanTbernard @RobAnybody2 @JTF1919 @realDonaldTrump @nytimes @Twitter Bots everywhere 🌚🌚🌚
886737105803542528 2017-07-16 19:59:35 -0400 <chenysan_15> @realDonaldTrump Pewww🤢You ALL REEK RUSSIAN, it's time to do some MAJOR cleaning up, and what a BETTER WAY to start off ROBERT MUELLER!
886737103316561921 2017-07-16 19:59:34 -0400 <PapaJo_1952> @realDonaldTrump @USGA Jules, leave America if you don't want to make it great again. Luv you President Donald Trump
886737100145651712 2017-07-16 19:59:34 -0400 <plscanushutup> @MarkWeinerDC @RepTenney @POTUS @realdonaldtrump Great way to start off MADE IN AMERICA WEEK!!!!!  @AFLCIO @funder @HouseGOP @SpeakerRyan
886737099365416960 2017-07-16 19:59:33 -0400 <Cozy1950> @realDonaldTrump @USGA Well thank god the tournament was forced to stay at your property because you threatened to sue them or you wouldn't have been able to watch
886737099034050560 2017-07-16 19:59:33 -0400 <Stvzbnk> @earlDonaldTrump @MAGA_PATRlOT @k4rma1 @JeffTutorials @realDonaldTrump @USGA @CNN @votevets Thank You President Trump for Supporting our Vets. Even $6M raised during your Successful Election Campaign. Still not Tired of Winning.
886737096882483200 2017-07-16 19:59:33 -0400 <lesliejarvis123> @realDonaldTrump @USGA please don't touch the players!
886737092058984448 2017-07-16 19:59:32 -0400 <MsCharlieJohnso> @ALT_uscis @realDonaldTrump @USGA Probably can't visit between cell blocks once they are both inside..js
886737091899654144 2017-07-16 19:59:32 -0400 <Dukemj86michael> @realDonaldTrump This is one area Obese(Trump)excels in. Burgers run from Tiny Hands. McDonald's new larger Big Mac was made for the Amoeba.  Very-Hilarious
886737091740172288 2017-07-16 19:59:32 -0400 <ForrStrn> @realDonaldTrump Keep deflecting Donnie. It's not working. It's just really amusing.
886737091354271744 2017-07-16 19:59:32 -0400 <HotCupOCovfefe> @ThomasWictor @DonaldJTrumpJr @realDonaldTrump 👏👏👏👏👏👏👏👏
886737091140472833 2017-07-16 19:59:31 -0400 <PatsRock69> @JacobAWohl @realDonaldTrump If it were Monday and CNN said so, Trump would call it fake and say it was Tuesday.
886737086400909312 2017-07-16 19:59:30 -0400 <Geoff_InBoston> @realDonaldTrump @USGA please dont tell the athletes how great their bodies are...and def dont grab them by the pussy  not kidding
886737085138448384 2017-07-16 19:59:30 -0400 <SharonShotts> @realDonaldTrump He was a thousand times better than you!  https://t.co/K6IN8z4XH7
886737083783675904 2017-07-16 19:59:30 -0400 <StaciWendt> @realDonaldTrump Made in America week, huh. More "do as I say, not as I do" politics from @realDonaldTrump .
886737082521010176 2017-07-16 19:59:29 -0400 <kenya_shakur> @realDonaldTrump And what's your approval rating?🤔
886737080629436417 2017-07-16 19:59:29 -0400 <redmond_bowman> @realDonaldTrump Lol. "Almost 40 percent." You mean, closer to 40 than to 20.  What a joke.  Keep puffing. The bigger you are, the harder you will fall.
886737077274071040 2017-07-16 19:59:28 -0400 <FailShark> @Litzz11 @realDonaldTrump Give him a break. He's almost 120 years old.
886737068675747840 2017-07-16 19:59:26 -0400 <Hotrod1973Jason> @realDonaldTrump @USGA Golf isn't going to "Make America great again"!
886737068344446976 2017-07-16 19:59:26 -0400 <aka_DitDit> @SenateMajLdr @realDonaldTrump @GOP continue w/their lying narrative. Except, only 20% of the ppl are gullible enough to drink their Koolaid  https://t.co/tF0d616u1x
886737066054254592 2017-07-16 19:59:25 -0400 <ilisteninnwohio> @Adam_Puzio @gdix001 @cuzofHim1 @theNuzzy @realDonaldTrump Ok, So work with me here.... Universal Healthcare, single payer, correct? Universal Education, single payer for knowledge?
886737064594558977 2017-07-16 19:59:25 -0400 <irongvail> @realDonaldTrump Put on your grandpa panties and do your job!
886737062833012736 2017-07-16 19:59:25 -0400 <granintraining> @realDonaldTrump You only won because of the Russian involvement
886737055451041792 2017-07-16 19:59:23 -0400 <JamesonDiana> @realDonaldTrump Hillary is old news
886737055203676167 2017-07-16 19:59:23 -0400 <Antara718> @Randomvoter99 @tedlieu @realDonaldTrump love u now go away so #world can miss u... (😥😂)
886737052271861760 2017-07-16 19:59:22 -0400 <ApexFiend> @SenWarren @realDonaldTrump While your at it, see if you can't knock some sense into your @gop colleagues. They seem determined to ignore Russian collusion altogether.
886737049553956865 2017-07-16 19:59:22 -0400 <PIB8buoy> @jaevig @subschneider @PDelegal @Prodigalson52 @realDonaldTrump Never had a job where you had that much pride in you CiC or your mission, did you, Bison?
886737048501092352 2017-07-16 19:59:21 -0400 <haftusa> @realDonaldTrump YOUR SONS EMAIL ARE NOT PHONY UNNAMED SOURCES...  YOU ARE THE MAKER OF #FakeNews  and YOU ARE DESTROYING OUR DEMOCRACY!
886737048266080256 2017-07-16 19:59:21 -0400 <chenysan_15> @realDonaldTrump You're so smelly, the judge said "Odor in the court" 🤢🤢
886737048257822723 2017-07-16 19:59:21 -0400 <PatsRock69> @JacobAWohl @realDonaldTrump CNN's attack on truth? Have you listened to a word your pathological lunatic liar president has said? 1/2
886737046991233025 2017-07-16 19:59:21 -0400 <FJEstevezK> @realDonaldTrump Well, if HE said, darn, it must be true...NOT!! 🤣
886737043581218817 2017-07-16 19:59:20 -0400 <GenKnoxx> @Tygartman @JesseOben @TheRickWilson @realDonaldTrump And if you open your mouth and insult groups of Americans, there's a good chance you'll be challenged. Which is how civilized people behave.
886737041458909186 2017-07-16 19:59:20 -0400 <Megszcz> @peplamb @realDonaldTrump God thinks bots are jackasses.  He told me
886737038925418497 2017-07-16 19:59:19 -0400 <Coach_42> @realDonaldTrump liar
886737034488008704 2017-07-16 19:59:18 -0400 <cshellzz7> @NewsJunkie107 @billoreilly @POTUS @realDonaldTrump Well not the nothingburger part lol it's something but they won't win off this ..
886737031765872640 2017-07-16 19:59:17 -0400 <smith_tesiii> @BrunoAmato_1 @realDonaldTrump You do realize I was responding to Bruno not trump.
886737030008287232 2017-07-16 19:59:17 -0400 <BLAKVULCAN> @mcjpizzle @jules_su @realDonaldTrump @USGA still on hilary... thats soo 5min ago!
886737029173723136 2017-07-16 19:59:17 -0400 <BGreen1974> @realDonaldTrump He can say there wasn't collusion, but your son's e-mail proves that Don Jr. was certainly open to the idea: "I love it." #iloveit
886737027827462144 2017-07-16 19:59:16 -0400 <dominic96752830> @carlbernstein @realDonaldTrump and now you are attacking your enemy.  You Carl are another one that spreads "FAKE NEWS". U all have Russian schizophrenia
886737023930728448 2017-07-16 19:59:15 -0400 <lynnfcasella> We keep learning more @realDonaldTrump @lynnfcasella @PressSec  https://t.co/ek7RwFSWOX
886737022647279616 2017-07-16 19:59:15 -0400 <MonteMcCuiston> @Impeach_D_Trump @realDonaldTrump Pay your own attorney fees. U are corrupt &amp; should pay for your crimes
886737016859361285 2017-07-16 19:59:14 -0400 <kbc1966> @realDonaldTrump No you are distorting everything we hold dear. PLEASE JUST GO AWAY
886737013965299712 2017-07-16 19:59:13 -0400 <realJWJ777> @realDonaldTrump Do Not Be #Seduced By @EmmanuelMacron's Charm &amp; #ParisAccord Lies!  https://t.co/kfXx24nxYe @DonaldJTrumpJr @KellyannePolls
886737013818478592 2017-07-16 19:59:13 -0400 <MonarchPD> @womanfortrump16 @morten @realDonaldTrump Excuse me. You created the Tea Party and shut down the government, created the Bither scam that hit trump all the attention he needed
886737010559303680 2017-07-16 19:59:12 -0400 <isis_whitehead> @Truls_H_ @John_W_Marshall @ukelelejack @TJLibertyBelle @ThomasWictor @SERD1983 @DonaldJTrumpJr @Debradelai @realDonaldTrump every joke comes from reality...also, before he was running for pres, he made tons of similar comments. walking in on teens undressing etc.
886737010156855297 2017-07-16 19:59:12 -0400 <LisaMKing1221> @facttrumpstrump @boutdemboyz @JustWhatNowWhy @mogolfn @see_jl @HerbertjeJames @khaleda @realDonaldTrump Yep, you caught me,,,  https://t.co/ri9MREhdRF
886737009968074752 2017-07-16 19:59:12 -0400 <borealis87> @realDonaldTrump The only inaccurate part is you, you are the worst USA president, you need to make tax cuts for the poor not the rich.
886737009846386689 2017-07-16 19:59:12 -0400 <PaulGaecke> @realDonaldTrump @EmmanuelMacron Too bad you fell asleep during the Bastille Day parade. Did you think no one noticed? Too busy tweeting on the way over to time adjust?
886737009548644352 2017-07-16 19:59:12 -0400 <KayDeLoach> @ellen_in_oregon @JeffTutorials @realDonaldTrump So u have never heard of any candidate sling mud about there opponent? They all gather info on there oponets. Got to charge Bill Clinton too
886737005270499328 2017-07-16 19:59:11 -0400 <cyberma01> @realDonaldTrump @USGA #MAGA @FLOTUS @WhiteHouse @SarahHuckabee @Reince45  https://t.co/14bVGFMXJW
886737003492016129 2017-07-16 19:59:11 -0400 <1Beergood> @mmpadellan @Brian_Hjelle @realDonaldTrump Guessing they are gearing up for Pence, probably who the Republicans would rather have. Although Pence, is just as guilty - the calm liar
886737003366240259 2017-07-16 19:59:11 -0400 <obie_edwards> @virgosiempre1 @nathanTbernard @realDonaldTrump My sugestion we spend time enjoy our company talk about any thing BUT NOT POLITICS...IRRITATION TO SAY THE LEAST.. MAKE LOVE GIRL
886737003294928897 2017-07-16 19:59:11 -0400 <katywh20> @UniteAlbertans @IvankaTrump @realDonaldTrump "America First"  @@
886736998035316736 2017-07-16 19:59:09 -0400 <maxthomasragno> @ThomasWictor @DonaldJTrumpJr @realDonaldTrump What does "presidential" even mean these days? Have people forgotten 43 already?
886736997766877184 2017-07-16 19:59:09 -0400 <Schift681> @SenWarren @realDonaldTrump Don't you ever critize how much Doald Trump tweets. You and Netnatd have taken over the tweet count. Guess there must be something good
886736997057912834 2017-07-16 19:59:09 -0400 <Traceyt73930839> @realDonaldTrump  https://t.co/2wyp3WXygD
886736996475031552 2017-07-16 19:59:09 -0400 <GirlAChangin> @realDonaldTrump @USGA @usopengolf You need to STAY AWAY FROM WOMEN! U R a predator &amp; cannot be trusted. So sad for them to have you there!!
886736994973261824 2017-07-16 19:59:09 -0400 <ClipPolitics> @mitchum_andrew @jules_su @realDonaldTrump @USGA Check spelling for Putin while you're at it. You missed that one too.
886736994138812416 2017-07-16 19:59:08 -0400 <cadria04> @BirdieWings80 @pkshirali @Calivettech @melissacevans33 @Lawrence_n_DC @AynRandPaulRyan @realDonaldTrump @CNN And, Trump has shown he is not even willing to learn! He says he knows more than intel, they have to reign him in all the time. Disaster.
886736994038153216 2017-07-16 19:59:08 -0400 <GSitterley> @spatricks69 @denverpost @realDonaldTrump @Twitter Go ahead wave the flag while your boy sells us out to the Kremlin.
886736990825177088 2017-07-16 19:59:08 -0400 <celiaathumani> @realDonaldTrump  https://t.co/MDIwnVfvRo
886736986601652227 2017-07-16 19:59:07 -0400 <greensnow> @ColMorrisDavis @MarieTitus9 @realDonaldTrump @FoxNews guess ur ok with 36% of viewer rate, trumpets only..SAD,BIGLEY SAD. Apparently Ailes wasn't ur only problem. Ur worthless.
886736984399630337 2017-07-16 19:59:06 -0400 <AHamiltonSpirit> @realDonaldTrump If we think of views as rational or irrational rather than liberal or conservative then at least we start the discussion with objectivity.🇺🇸
886736980863746048 2017-07-16 19:59:05 -0400 <tannarue1> @PamelaLaatz1 @Impeach_D_Trump @realDonaldTrump Are you on something ?
886736970730188800 2017-07-16 19:59:03 -0400 <nedums007> @peplamb @realDonaldTrump How?  This man is the complete opposite of anything that resembles moral value or good nature.  #GiveMeABreak
886736970436792320 2017-07-16 19:59:03 -0400 <Marknovakusa> Well the only thing worse than @realDonaldTrump troll is #DrWho trolls when you make a stand a character.
886736969706942464 2017-07-16 19:59:03 -0400 <Tcherkassky> @realDonaldTrump And the names of your "Obama wasn't born here" sources?
886736968805220353 2017-07-16 19:59:02 -0400 <BigglesDad> @Protrump45 @realDonaldTrump @USGA Hey Bot! Your flag has 18 stars. FAKE PATRIOT!
886736968679276545 2017-07-16 19:59:02 -0400 <woodstockwasme> @realDonaldTrump Do you EVER stop whining?
886736964451540998 2017-07-16 19:59:01 -0400 <Debwilburn> @realDonaldTrump How much $$ are you getting out of this one?
886736958550142976 2017-07-16 19:59:00 -0400 <JinksyLin> @datucker28 @katherine2283 @Real_Assange @realDonaldTrump @HillaryClinton Sure do hope so!  I do NOT want to lose faith!
886736958445277186 2017-07-16 19:59:00 -0400 <soldier299856> @realDonaldTrump I'M PROUD TO HAVE YOU AS COMMANDER IN CHIEF SIR,  THANK YOU!!! FROM: U.S. ARMY VETERAN And PROUD AMERICAN!
886736955538583553 2017-07-16 19:58:59 -0400 <MreeHead> @realDonaldTrump  https://t.co/1oMJalfMU6
886736954502647808 2017-07-16 19:58:59 -0400 <lesliejarvis123> @realDonaldTrump ???????????????????????? - even giving you 40% that's still bad!!
886736954217332740 2017-07-16 19:58:59 -0400 <RichMielke> @realDonaldTrump How did your European new wife shopping trip work out? Find any "Beautiful!" ones?
886736939373793280 2017-07-16 19:58:55 -0400 <kelly_boggia> @realDonaldTrump So did Putin. It must be true.
886736937809260544 2017-07-16 19:58:55 -0400 <Phi_61_8> @realDonaldTrump @USGA The "real issue" is GOLF. It drives the U.S. economy. Everybody thinks "GOLF, GOLF, GOLF" and #TrumpRussia is forgotten. #AlternativeFacts
886736934462263298 2017-07-16 19:58:54 -0400 <Lilliantweeting> @RepAdamSchiff @realDonaldTrump This might be the cutest think I've ever seen on Twitter! Please work Rose into as many future tweets as possible
886736933736591360 2017-07-16 19:58:54 -0400 <MassD> @jsiskoski @realDonaldTrump Maybe he should call them weaks.
886736932285194240 2017-07-16 19:58:54 -0400 <ACDC_fanatic> @VP   @realDonaldTrump  https://t.co/eLeuSfv9IN
886736931903746048 2017-07-16 19:58:53 -0400 <matthewejackson> @realDonaldTrump Doesn't matter what she did in that it doesn't lessen your son's illegal activity. Nor yours. Can't wait to see you in jail
886736931224252416 2017-07-16 19:58:53 -0400 <cshellzz7> @NewsJunkie107 @billoreilly @POTUS @realDonaldTrump I 100% agree with this
886736930238582784 2017-07-16 19:58:53 -0400 <ldotlowe> @realDonaldTrump @PressSec Our country is the best in the world too. Thank you Mr. President. 🇺🇸🇺🇸
886736928279842816 2017-07-16 19:58:53 -0400 <didos_pasttime> @realDonaldTrump is one god awful ugly man!  https://t.co/v0R0EMejc0
886736925704413184 2017-07-16 19:58:52 -0400 <MtMtnWoman> Our  dear FAKE  president  @realdonaldtrump  https://t.co/V6LPsE28jd
886736925591261185 2017-07-16 19:58:52 -0400 <DianeJo98420908> @ClarkeAniol @funder @realDonaldTrump He's a despicable example of a man, a father &amp; a human. If there is something unethical to do, he will do it.
886736924546912257 2017-07-16 19:58:52 -0400 <IMTommyLEE> @realDonaldTrump @USGA   https://t.co/xSWngcDmJP
886736921585647623 2017-07-16 19:58:51 -0400 <Saintsgirl1980> @DecksDarkAlien @adamcbest @realDonaldTrump I agree, 36 was a very generous number.
886736921325654016 2017-07-16 19:58:51 -0400 <hate_pessimists> @realDonaldTrump Americans working around the world are immediately embarrassed &amp; Start apologizing once @realDonaldTrump is mentioned
886736920155312128 2017-07-16 19:58:51 -0400 <ebizarch> @BOBRAY60 @jackschofield @realDonaldTrump I voted GOP 40yrs. I dislike HRC &amp; didn't vote for her. Many Conservatives, Independents, Centrists oppose 45. This isn't about HRC losing
886736918909558784 2017-07-16 19:58:50 -0400 <maggiej36775571> @realDonaldTrump The fake News is FOX. You know that, right?
886736915206156289 2017-07-16 19:58:50 -0400 <FindTheHotAir> @peplamb @POTUS @WhiteHouse @realDonaldTrump Nice video of frauds and money grubbers who chase mammon and power. You think this is admirable???
886736914044157953 2017-07-16 19:58:49 -0400 <Dawniewouldnt> @ChristineChiri1 @IanMcKa89739255 @FoxNews @ericbolling @POTUS44 Actually I do watch both sides . Tragic when @realDonaldTrump created such a divide in our people and put a target directly on media's back
886736912702222336 2017-07-16 19:58:49 -0400 <realoldschool1> @TakebkUS @ClaireVoyant56 @DearAuntCrabby @jaketapper @realDonaldTrump Please, tell me what he has done in the almost 6 months he has disgraced the White House? One positive thing. Only 1. Not a tennis fan.
886736912471535616 2017-07-16 19:58:49 -0400 <Armorize> @RKJ65 @Jenlskelly @williamlegate @acolemanlantern @getongab @realDonaldTrump  https://t.co/nDwtuNWilt
886736908637929472 2017-07-16 19:58:48 -0400 <JohnJPurcell2> @realDonaldTrump We the people demand a full blown investigation into HRC and her puppet Obama . Time for the people to hear the truth about. The last 8 yrs
886736904988672000 2017-07-16 19:58:47 -0400 <joetmoran> @realDonaldTrump No, YOU are distorting AND DESTROYING American Democracy! But we will survive EVEN ur Sad attempts!
886736903315365888 2017-07-16 19:58:47 -0400 <aliceinglen> @realDonaldTrump 1) “Donald Trump, Jr. was not a protectee of the USSS in June, 2016. "  #ImpeachTrumpNow #ColludingwithOurEnemies
886736900622622724 2017-07-16 19:58:46 -0400 <SunnShynne78> @HuntWMD @KeithOlbermann @DonaldJTrumpJr @realDonaldTrump @ColMorrisDavis He wouldn't last one day, like most of us wouldn't last a month! 😂 Only a select few can make it to and live daily at hero status. 💪🏽🖤
886736900316291073 2017-07-16 19:58:46 -0400 <srivlin> @realDonaldTrump I wonder y the ratio of Trump supporters to protestors at an exclusive golf club doesn't match the numbers for the general population in USA
886736899225698304 2017-07-16 19:58:46 -0400 <moecamia> @realDonaldTrump Total BS ignore them!!!!
886736889650311168 2017-07-16 19:58:43 -0400 <TheResistenceA> @Protrump45 @realDonaldTrump @USGA Pray for him for taxes for his hidious wall? And he doesn't even pay a cent of his billions of dollars?
886736889436405760 2017-07-16 19:58:43 -0400 <jlaurenjaguar> @LaurenJauregui @realDonaldTrump I'm so proud of myself for be your fan. 👐
886736885267263488 2017-07-16 19:58:42 -0400 <paulenyg3> @realDonaldTrump @USGA Remember be presidential no groping the young ladies #USWomensOpen
886736884897992704 2017-07-16 19:58:42 -0400 <EP6347> @FoxNews @realDonaldTrump It all comes from dump and faux news
886736884671688705 2017-07-16 19:58:42 -0400 <ettamaem> @realDonaldTrump @jeffsessions  https://t.co/HKI9egTEoI
886736884604350464 2017-07-16 19:58:42 -0400 <Jude4America> @realDonaldTrump Yes, Thank you and God bless them, one and all! 👍💪🇺🇸
886736879822921728 2017-07-16 19:58:41 -0400 <Sandra_gw> @hithisisjack @jackschofield @realDonaldTrump 490 emails part of the bleach bit emails were found by Judicial watch that r incriminating enough 2 lead to Hillary's indictment and jail!
886736877042192384 2017-07-16 19:58:40 -0400 <Bmiles40Brad> @jackschofield @realDonaldTrump Jack, have you forgotten to get a life... Looks likes your so scorn with hatred -Get a life buddy. I feel sorry for you!
886736876996087808 2017-07-16 19:58:40 -0400 <ctaylor532> @Protrump45 @realDonaldTrump Let it be. No one mentions HRC more than 45.
886736873854451712 2017-07-16 19:58:40 -0400 <GoCatGo> Funny when folks thinks blocking someone on @Twitter actually does something. I'm looking at you @EricTrump and @realDonaldTrump
