881301389011451904 2017-07-01 19:59:59 -0400 <LamineSacko8> @realDonaldTrump Keep going.
881301331365040129 2017-07-01 19:59:45 -0400 <blaustein> @realDonaldTrump Buzz Aldrin looks at you for all of us...   https://t.co/Sa2pDd5d4s
881301330731556865 2017-07-01 19:59:45 -0400 <dawnkk1> @realDonaldTrump Modern day idiotic!!
881301329863360513 2017-07-01 19:59:45 -0400 <Rudy59339554> @realDonaldTrump  U suck more  https://t.co/j4rKV8NudO
881301329079152640 2017-07-01 19:59:45 -0400 <TheRebelliousS1> @RickyTrione @GovtoftheTweeps @NateMTW_RETURNS @reckless_mind @kellyville2000 @cagnifico @skeeter_f @garfield_paula @realDonaldTumpr @donailin @LMNYC1 @EdwardTHardy @realDonaldTrump Mature, are you a grown adult?
881301328907173888 2017-07-01 19:59:45 -0400 <united_shithole> @jwilson_detroit @BeachPillows @pnehlen @realDonaldTrump Ass kicking maybe? Bloodied face 😆
881301328487731201 2017-07-01 19:59:45 -0400 <Dollmaker_12> @realDonaldTumpr @donailin @LMNYC1 @EdwardTHardy @realDonaldTrump   https://t.co/1NcpagTeEL
881301328164790272 2017-07-01 19:59:45 -0400 <fancynancysays> @tedlieu @realDonaldTrump It is actually kind of bizarre. @realDonaldTrump don't you have work to do?  https://t.co/s1w1ndmZuk
881301328038961152 2017-07-01 19:59:45 -0400 <Easley2018> @realDonaldTrump It will be a matter of time until you are impeached. THE WORLD HATES YOU
881301327413891072 2017-07-01 19:59:44 -0400 <lrinner> @realDonaldTrump SO GROSS
881301326289829889 2017-07-01 19:59:44 -0400 <DinahBynes> @realDonaldTrump THAT was the problem...they let u think your LIES &amp; DELUSIONS were ok by not holding u accountable. But no more!! GROW UP!!!!
881301326197477376 2017-07-01 19:59:44 -0400 <chamale2> @realDonaldTrump Putin gave you the election. You didn't win anything.
881301325341917184 2017-07-01 19:59:44 -0400 <patricia_kail> @realDonaldTrump @CNN Thanks for working tirelessly for America &amp; please keep tweeting
881301325119664129 2017-07-01 19:59:44 -0400 <Fleetermouse> Judge Chin; get bent! YOU are a fake judge with no understanding or judgement for the law. FAKE. # @realDonaldTrump
881301324788269056 2017-07-01 19:59:44 -0400 <vickihorn5> @realDonaldTrump Nope! It's ridiculous! I agree with your fellow republicans that you cause too much trouble here. The world is watching
881301324477980672 2017-07-01 19:59:44 -0400 <brosephcash> @josandy10 @realDonaldTrump My only concern is if this grave takes us all in
881301323530022912 2017-07-01 19:59:43 -0400 <FreitasAgustin> @realDonaldTrump Presidente ayude a los Venezolanos Maduro nos esta asesinando con paramilitares no tenemos armas y estamos indefensos de sus asesinos
881301322502250496 2017-07-01 19:59:43 -0400 <TracyMar> @realDonaldTrump  https://t.co/5AFn9LFGBG
881301322481385472 2017-07-01 19:59:43 -0400 <RhutaBhayga> @CloverCGreens @ShashekJ @realDonaldTrump It's the whole menu.
881301322225655808 2017-07-01 19:59:43 -0400 <Marilyn24361260> @realDonaldTrump MR. TRUMP:  YOUR USE OF SOCIAL MEDIA IS THAT OF A "12 YEAR OLD"!  NOTHING MODERN DAY PRESIDENTIAL, LET ALONE RESPONSIBILE ADULT, ABOUT IT!
881301321319563265 2017-07-01 19:59:43 -0400 <HalFairchild> @realDonaldTrump This is another attack on freedom of press. It is patriotic to #ImpeachTrumpNOW  https://t.co/cgYNv9H7A5
881301320472420353 2017-07-01 19:59:43 -0400 <TLC18168208> @realDonaldTrump Great idea!  "Fake President Trump" to "Fraudulent President Trump".  Either way, the man is a sick phony &amp; illegitimate traitor. Gotta Go!
881301319780380672 2017-07-01 19:59:43 -0400 <stormcoinc> @realDonaldTrump You making church tomorrow?
881301318836551684 2017-07-01 19:59:42 -0400 <FelineAdvoCat> @IngrahamAngle @realDonaldTrump No DACA stop this BS!
881301318329139200 2017-07-01 19:59:42 -0400 <CatLoverCares> @PitchThirteen @WestWingReport @realDonaldTrump who could have dreamed  we'd  (the US) be destroyed  so fast?
881301317834199040 2017-07-01 19:59:42 -0400 <mmillipied> @realDonaldTrump Do you spend any time with your poor child Barron? Asking for a friend. #FakePresident
881301317460926468 2017-07-01 19:59:42 -0400 <IM4NY> @realDonaldTrump Walking it back a bit but not man enough to apologize to them, to the GOP and, more importantly, to the American people. A disgrace to USA.
881301317037195264 2017-07-01 19:59:42 -0400 <monarchmama351> @TexArcana @sharcat12 @KellyScaletta @JCMac25 @MimiBayer2 @adamcbest @realDonaldTrump Right. I'm real.  Don't care if you believe or not. I just want chump OUT!!!  Disgrace
881301316869529600 2017-07-01 19:59:42 -0400 <Hibernialass> @realDonaldTrump Please. For the love of whatever you hold to be holy or true, try to be a steward for the generations that follow us. Try to be dignified.
881301315632103424 2017-07-01 19:59:42 -0400 <plymouthnester> @realDonaldTrump You are psychotic. Please resign.
881301315196006400 2017-07-01 19:59:41 -0400 <FacebookerMK1> @StuartCoker @EdwardTHardy @realDonaldTrump  https://t.co/gUwTkwhoki
881301314315198466 2017-07-01 19:59:41 -0400 <JackCrimmins_> @realDonaldTrump More like post-Presidential. Since you are destroying the Presidency. "Good" job.
881301313740562432 2017-07-01 19:59:41 -0400 <2457klhu> @peplamb @realDonaldTrump The Bible says pray in private. You're a heretic.
881301312532512768 2017-07-01 19:59:41 -0400 <52fairway> @realDonaldTrump @POTUS ...YOUR USE of twitter is an IMAGE of your pathetic life in 140 characters  https://t.co/FkQ4sC09W5
881301311567929346 2017-07-01 19:59:41 -0400 <SteveYBergeron> @mckennaconor @realDonaldTrump @Alex_Panetta He's Da Prezident he can do whatever! 😂
881301311182057473 2017-07-01 19:59:41 -0400 <robertc3d> @mg62529 @tedlieu @realDonaldTrump His loyalists love being subservient to dear leader. This is why they deny truth in the face of reality.
881301310003449856 2017-07-01 19:59:40 -0400 <Hayes_1971> @Bob30229989 @franksan240 @FoxNews @realDonaldTrump The minimum wage needs to be increased. The rich need to pay more.
881301309927944192 2017-07-01 19:59:40 -0400 <Dennis59069299> @FoxNews @realDonaldTrump It's his behavior that is not presidential. Not the fact he's using social media
881301309164589056 2017-07-01 19:59:40 -0400 <StaceyCarmody1> @realDonaldTrump   https://t.co/SSMBIQZJMq
881301308321517568 2017-07-01 19:59:40 -0400 <notquiteoldguy> @duckhunter9090 @realDonaldTumpr @EdwardTHardy @realDonaldTrump @CNN No. He isn't.
881301307906285570 2017-07-01 19:59:40 -0400 <chadtully78> @realDonaldTrump You're not giving us your tax returns. What are you trying to hide?
881301306299822080 2017-07-01 19:59:39 -0400 <CFG_XRutgers> @realDonaldTrump I changed your name to bad dream for America please resign and go back to scamming people and play golf in quicksand.
881301306295689216 2017-07-01 19:59:39 -0400 <mhcchic> @realDonaldTumpr @donailin @LMNYC1 @EdwardTHardy @realDonaldTrump And you aren't too good at doing business, considering all your Bankruptcies and Failed Businesses. Who the HELL thought you could run US.
881301305872003072 2017-07-01 19:59:39 -0400 <cwbednarz> @realDonaldTrump Great example for the children
881301305813213184 2017-07-01 19:59:39 -0400 <KVojnovski> @nypost That's fine use it but communicate &amp; tweet presidential not as a bully or someone w/ thin skin. Ur a role model act like 1 @realDonaldTrump
881301305385463812 2017-07-01 19:59:39 -0400 <RonaldL32482952> @realDonaldTrump How about changing yourself from Fake to Credible?
881301304689262592 2017-07-01 19:59:39 -0400 <kchgo312> @realDonaldTrump Keep going T! You're the best! Those republicans don't stand a chance in 2018! Make America Democratic Again! #FreerangeDonnie!  🍅🤡🍅🤡🍅🤡🍅🤡🍅🤡🍅
881301304617844736 2017-07-01 19:59:39 -0400 <sethpetersonla> @marksalke @TheBogman28 @realDonaldTrump ❤️❤️❤️
881301304068460549 2017-07-01 19:59:39 -0400 <sefref32> @realDonaldTrump You are sooo original. Why not @faux news. That would go over bigly
881301303955263488 2017-07-01 19:59:39 -0400 <BeverlyAlters> @realDonaldTrump We serve a mighty God that wins battles for us every day. President. Trump we are uniting in prayer for you all under attack. God wins.
881301303485444096 2017-07-01 19:59:39 -0400 <MichelleBanta3> @realDonaldTrump If you want a place where the poor stay poor and the rich an white have everything, where ppl kiss your ring ! The USA isn't for you!
881301303053496321 2017-07-01 19:59:39 -0400 <lamarshall> @lavindir75 @craigwill123 @jules_su @realDonaldTrump Well, there isn't much of a system, but it's holding up millions more people than it used to. Children, frail elderly people, disabled folk
881301302344658944 2017-07-01 19:59:38 -0400 <jan_sabin> @realDonaldTrump Add the BBC and sky news to that also , true journalism has dissapeared
881301301564391424 2017-07-01 19:59:38 -0400 <UBSAnchor> @realDonaldTrump Yup, you won the election.  Ya got us!  You can stop now.  Really.  You can quit now.  No one will mind.  You can go back to your old life.
881301300817698820 2017-07-01 19:59:38 -0400 <trumplove63> @MsAnneThropist @ScottPresler @JudyMichiganMom @tparsi @realDonaldTrump You Ms Anne are delusional!
881301299806969856 2017-07-01 19:59:38 -0400 <Grammitude55> @realDonaldTrump If anyone knows about FAKE and being a complete FRAUD .. it would be you!  P***y grabbing, lying, infantile, 3rd grade IQ and vocab, POS!  https://t.co/StnnXeD117
881301299358302208 2017-07-01 19:59:38 -0400 <MartyOlliff> @realDonaldTrump #Dolt45 is a Modern guy in a Post-Modern world. Sad.
881301299337109506 2017-07-01 19:59:38 -0400 <Marvinvilla1970> @FoxNews @realDonaldTrump   https://t.co/VK8IwBGwKR
881301298179710976 2017-07-01 19:59:37 -0400 <UNrealTara> @Acute_Tweetment @tedlieu @realDonaldTrump Let's just pretend Ted IS president. Ted should too. Ted should even put the same #POTUS weekly address clips out w the bad camera angles. 😉
881301297785438208 2017-07-01 19:59:37 -0400 <markr1st> @realDonaldTrump *im thinking*.... FAKE NEWS!! 😂😂
881301297676333057 2017-07-01 19:59:37 -0400 <MARSHAWOOLWINE> @realDonaldTrump You're a fool
881301297521098753 2017-07-01 19:59:37 -0400 <Jeni4clare> @jason_pontin @peplamb @realDonaldTrump I doubt he would even have  listened patiently while some one else said it.
881301297323954176 2017-07-01 19:59:37 -0400 <rosparman> @realDonaldTrump Change YOUR name from President Trump to Inmate Trimp!! Lock him up!
881301296388689920 2017-07-01 19:59:37 -0400 <KathrynAnn66> @realDonaldTrump  https://t.co/JnMeQUCwup
881301295654592512 2017-07-01 19:59:37 -0400 <LisaR_2017> @realDonaldTrump You will continue to lose it for all the world to see until Mueller comes for you. You didn't win, you cheated. Yes, there is a difference.
881301295130222592 2017-07-01 19:59:37 -0400 <JazzTrenzz> @realDonaldTrump I have a grand idea, change your address instead of name. @GOP @DNC @FoxNews @KellyannePolls @seanspicer @ANCALERTS
881301294605975552 2017-07-01 19:59:37 -0400 <WordofTheDavid> @realDonaldTrump LOOOOOOOOOOOSING!!!
881301292227940352 2017-07-01 19:59:36 -0400 <authorclondon> @realDonaldTrump This is your pinned tweet? George Washington weeps.
881301291988905984 2017-07-01 19:59:36 -0400 <carlsmythe> @FimusTauri @JoeCienkowski @Mogleeone @ok2disagree @Happy_Agnostic @TerryOpus @GFFStartingOver @BjarteBjorkum @SkyfireLEDBill @BertramBaxter66 @17pdog @Bird_Law_Sir @AGTCnews @PTSPentax @mjenkin2004 @MrBrendanBlack @Can_Skeptic_Wm @RJDownard @charcharcatpig @WatcherOnAWall @JoeTheAtheist @roscothagreat @DTraynier @DannytheInfidel @TakeThatDarwin @ProveItNoGod @ScientiaPercept @TakeThatChem @Zeus_es_Dios @halcyondon @multiblackmind @kiki_kaff @SukiSMiller @RVAwonk @realDonaldTrump The meter wasn't installed for several weeks, apparently.
881301290390659072 2017-07-01 19:59:36 -0400 <awstaggs> @realDonaldTrump Only by the Electoral College
881301290013253632 2017-07-01 19:59:35 -0400 <nomuzzle359> @debraanddave @mcspocky @realDonaldTrump That's because he has business dealings with Saudi's
881301289682034689 2017-07-01 19:59:35 -0400 <DianaRiedel3> @realDonaldTrump #MAGA.     . RESIGN
881301289669451777 2017-07-01 19:59:35 -0400 <ChescoCourtNews> @PippinParker Not for true Americans @realDonaldTrump
881301289484898304 2017-07-01 19:59:35 -0400 <kachelbers2010> @LRLarson7 @Voices4Humanity @realDonaldTrump I believe everyone should be treated EQUALLY, NO EXCEPTIONS! I believe every American deserves to be treated with respect
881301288629174274 2017-07-01 19:59:35 -0400 <JamesIsaak2> @realDonaldTrump Could you say that thing again about bringing our space program back to where it's never been. That was a good one.
881301288381591552 2017-07-01 19:59:35 -0400 <SusieGeiser> @realDonaldTrump Hopefully my SECRET ballot, which is none of your business. #SpoilerAlert: I voted against you #rightsideofhistory
881301287530369025 2017-07-01 19:59:35 -0400 <cejaxnow> @realDonaldTrump thoughts?  https://t.co/mpQV2D9aHj
881301286381072384 2017-07-01 19:59:35 -0400 <SwanWhisperr> @realDonaldTrump You made a mistake.  Your use of social media as a bully &amp; propaganda platform isn't  "MODERN DAY PRESIDENTIAL"  ...it's MODERN DAY LUNACY.
881301286087311360 2017-07-01 19:59:35 -0400 <LilRachRose> @realDonaldTrump Don't care if you never come back!
881301285827485697 2017-07-01 19:59:34 -0400 <tracye_nyc> @realDonaldTrump Just like how I changed the name of the presidency.. Bat shit crazy Russian loving narcissistic fake president
881301285508571136 2017-07-01 19:59:34 -0400 <hatemisogny> @realDonaldTrump You better, the world is laughing at you. Want me to repeat that, no one at G7 wants to sit next u, BFF Putin was kicked out, hahahahahahaha
881301285009596421 2017-07-01 19:59:34 -0400 <jk_steady> @cathie_peterson @ElenaSm10654 @Spitfirehill @mmpadellan @realDonaldTrump Exactly. Let the idiot hang himself.
881301284887957504 2017-07-01 19:59:34 -0400 <DrPattySue> @AJSKirk @ruthbenghiat @johnastoehr @realDonaldTrump He would like to be a dictator- not smart or crafty enough. Evil, yes stupid- yes
881301283906441216 2017-07-01 19:59:34 -0400 <beadma12> @realDonaldTrump It's ok. Anyway you are no presidential at all.
881301283835183104 2017-07-01 19:59:34 -0400 <eddaplumber> @realDonaldTrump I will release my voter info as soon as you release your taxes! #fakepresident
881301282710999040 2017-07-01 19:59:34 -0400 <TruBorisBadenov> @realDonaldTrump Fearless Leader is very presidential. Media that doesn't report Fearless Leader's presidentialism needs reeducation.
881301282232950784 2017-07-01 19:59:34 -0400 <US1Southbound> @rsalvhus1 @TomFitton @powerglobalus @realDonaldTrump @EricHolder Remember when   https://t.co/sPtrezYtgU
881301281603698688 2017-07-01 19:59:33 -0400 <radar_blip> @latimes @realDonaldTrump seems to adopt and become the nicknames he gives others. He is now Crooked, Lying, Low Energy, Psycho, Little Donald Trump
881301281104592896 2017-07-01 19:59:33 -0400 <VinnyGunzOnly> @realDonaldTrump If you have no factual basis behind your comments it only makes you look ignorant. Stop disrespecting the president of the United States
881301280911572993 2017-07-01 19:59:33 -0400 <Costavjw> @POTUS #Resistance @greta @amjoyshow @maddow #HearingB4Vote #MAGA @realDonaldTrump @HardballChris #hardball #LiarInChief #staywoke @POTUS44  https://t.co/HHKXHUoRun
881301277879279617 2017-07-01 19:59:33 -0400 <DavidPl71940947> @DRicebowl @Harlan @realDonaldTrump I worry about you Proudie
881301277153558529 2017-07-01 19:59:32 -0400 <LeannRehm> @realDonaldTrump And elections have consequences,  right, #Fobama?
881301275450781696 2017-07-01 19:59:32 -0400 <aceofspadesmob1> @sashasimic @realDonaldTrump @POTUS There's yer `modern day presidential`.
881301272850292736 2017-07-01 19:59:31 -0400 <kmello66> @realDonaldTrump Shouldn't u be at the crazy right wing so called "Christian" rally?? Oh that's right ur NOT a Christian so ur probably bored as hell!!
881301272346972160 2017-07-01 19:59:31 -0400 <GaryRog04153491> @stewpidmonkie @realDonaldTrump You must be my brother?
881301272330027008 2017-07-01 19:59:31 -0400 <megsmi2> @pnehlen @realDonaldTrump If Obama is Kenyan then Trump is German just like his father.
881301271914967041 2017-07-01 19:59:31 -0400 <speakout_april> @RKJ65 @realDonaldTrump @EmmanuelMacron See my lastest tweet! Great minds!
881301271688482820 2017-07-01 19:59:31 -0400 <ggblonde101> “@realDonaldTrump: I am extremely pleased to see that @CNN has finally been exposed as #FakeNews and garbage journalism. It's about time!”❤️
881301271549968384 2017-07-01 19:59:31 -0400 <danielwalterlac> @realDonaldTrump Will someone please step in and stop the bleeding
881301270409224193 2017-07-01 19:59:31 -0400 <Sea_2Lake> @PantherNan11 @realDonaldTrump Love when the cameras catch people laughing at him...which is why he bans them now.
881301269025107968 2017-07-01 19:59:30 -0400 <CoachSBU> @realDonaldTrump You will LOSE when all is said and done with the Russia Investigation!  As your buddy says: Hasta la vista, baby!!
881301267699687425 2017-07-01 19:59:30 -0400 <sglockenspeil> @mo0nbeam @MazJobrani @realDonaldTrump Grandparents become the caregivers when the parents are unable to do so. If the 'party of family values' ceases to value family who will?
881301267095617536 2017-07-01 19:59:30 -0400 <mwgvand> @Vets_Vs_Trump @realDonaldTrump The only one faking to lead is you because under obummer you had nothing now trump trying to get you pvt healthcare !
881301267028619264 2017-07-01 19:59:30 -0400 <annief134> @tedlieu @vgliatti @realDonaldTrump You might have won the election but the country is winning nothing &amp; since you are the "leader" that makes you the biggest loser.
881301265673633792 2017-07-01 19:59:30 -0400 <teganglasheen> @realDonaldTrump Good thing for you to spend time thinking about. Not much else going on in the world. Give it some careful consideration.
881301265359286272 2017-07-01 19:59:30 -0400 <Dannem> @realDonaldTrump There is nothing modern or presidential about you.  You're an old school bully stuck in the 50s.
881301265267007488 2017-07-01 19:59:30 -0400 <RealMandyMay> @realDonaldTrump A modern day President? Balderdash, piffle &amp; codswallop. Less Twitter, more Statesman.
