881301389011451904 2017-07-01 19:59:59 -0400 <LamineSacko8> @realDonaldTrump Keep going.
881301387858001920 2017-07-01 19:59:59 -0400 <VoicesRTogether> @realDonaldTumpr @donailin @LMNYC1 @EdwardTHardy @realDonaldTrump DT reality escapes you. Can't white wash the truth. Mom said, if  lying you will eventually get caught. Mom's always been right. Be prepared
881301387438510080 2017-07-01 19:59:59 -0400 <ThatsMorgan4U> @CherylYWalters @HBConservative1 @MrTommyCampbell @realDonaldTrump No it wasn't. You can worship as you wish but can't tell other to do so.  https://t.co/rNqnODeE3E
881301385551253505 2017-07-01 19:59:58 -0400 <cwbednarz> @realDonaldTrump You are the biggest snowflake of all
881301381512142850 2017-07-01 19:59:57 -0400 <Manuel_MSO> @realDonaldTrump And the wall? How is it going?
881301380807393282 2017-07-01 19:59:57 -0400 <KimPatt01914716> @realDonaldTrump Keep doing what your doing. Your a Blessing from God. MAKE AMERICA GREAT AGAIN.
881301380392243200 2017-07-01 19:59:57 -0400 <pFoDynamite> @makenna_mg @realDonaldTrump God Bless you.
881301379196825600 2017-07-01 19:59:57 -0400 <gstep68> @realDonaldTrump Take me back to the Dark Ages - PLEASE!!!
881301378718588928 2017-07-01 19:59:57 -0400 <LaurieSpoon> @realDonaldTrump 🔽this!  https://t.co/6eqTRtfGMI
881301378685120512 2017-07-01 19:59:57 -0400 <KatjaFin> @realDonaldTrump Lol. The office you hold is a joke nowadays. Sad.
881301378659885056 2017-07-01 19:59:57 -0400 <LorienMCS> @realDonaldTrump Envious that @CNN has more Twitter followers than you? And theirs are probably all real, not bots.
881301378462699520 2017-07-01 19:59:57 -0400 <MaryEllenCurt17> @realDonaldTrump @Puffy_Cloud1776 Tweet TWEET T-W-E-E-T!!!!!
881301378009669632 2017-07-01 19:59:56 -0400 <rons5088> @FoxNews @realDonaldTrump It modern day cyberbulling
881301376269250560 2017-07-01 19:59:56 -0400 <christhebarker> @DHBJones @MrKenShabby @realDonaldTrump Oh god. I would bloody love to be responsible for the meme that brings him down. I really would.
881301375224750081 2017-07-01 19:59:56 -0400 <Pee4Putin> @tedlieu @realDonaldTrump Window into his twisted soul.
881301374297808896 2017-07-01 19:59:56 -0400 <Stetayor> @realDonaldTrump Just guessing you forgot your president of the USA. Our president wouldn't be that stupid and be too busy for such childish behavior.
881301370565009408 2017-07-01 19:59:55 -0400 <Airgator007> @realDonaldTrump The Media, and EVERY other American, work much harder than you do. You "worked" for your Daddy and BS'd people your whole life. #DoYourJob.
881301370296553478 2017-07-01 19:59:55 -0400 <Tsuga365> @realDonaldTrump America was great when you first showed up. Now....not so much.
881301369927458816 2017-07-01 19:59:55 -0400 <jeanwhitson24> @madmaness @dc_vette @DineshDSouza @realDonaldTrump @washingtonpost I'm so game! Let's get united again&amp;get rid of the do nothings &amp; never Trump guys! That was Ryan &amp;he's never changed! WE THE PEOPLE RULE!✝️
881301369713569797 2017-07-01 19:59:54 -0400 <heyaries1981> @realDonaldTrump Really? The 71 y/o Mad Men character minus the charisma is trying to invoke modernity because he can dictate tweets to an intern?  https://t.co/s5QYIbYgRf
881301368379772931 2017-07-01 19:59:54 -0400 <ediefr> @realDonaldTrump You are making more of a fool of yourself daily. Please keep it up.
881301367712694272 2017-07-01 19:59:54 -0400 <mediajunkie> @realDonaldTrump MAKE ATTORNEYS GET ATTORNEYS
881301367503163392 2017-07-01 19:59:54 -0400 <olakunle1900> SHAME to @realDonaldTrump   A flip-flopper &amp; a liar!  A modern day embarrassment,  And disgrace to the United States of America.  https://t.co/6YscnTu3x2
881301366593003520 2017-07-01 19:59:54 -0400 <JaneagainstTru1> @danny_noel302 @realDonaldTrump What Trump is doing is behaving like a lunatic. JFK or FDR would have NEVER behaved in such a way because their iddy buddy feelings got hurt
881301365540085761 2017-07-01 19:59:53 -0400 <dislexicon> @realDonaldTrump Poseur.  https://t.co/kZU29WScW6
881301365015838724 2017-07-01 19:59:53 -0400 <timmyk4> @realDonaldTrump Settling small petty personal scores will never make anything great. BTW America NEVER stopped being great. #Happy4th
881301364273364992 2017-07-01 19:59:53 -0400 <PoliticalProp> @realDonaldTrump The GOP folks that are advising you aren't being convinced/influenced by anyone - and they're trying as best as they can to help you.
881301363652784131 2017-07-01 19:59:53 -0400 <doco_doc> @realDonaldTrump CNN just had their best 2nd quarter ratings EVER! Good luck with that.
881301362293735424 2017-07-01 19:59:53 -0400 <MomoB219> @realDonaldTrump #FakePresident shilling for fake Christian so both can get richer fleecing gullible sheep.
881301361912139778 2017-07-01 19:59:53 -0400 <EddieDexter> @jibler72 @Learn_360 @FoxNews @realDonaldTrump 13a The skeptics no longer say, "Christianity is the cause of all wars &amp; problems today."  They now say "ALL RELIGION is the cause..."
881301361735983104 2017-07-01 19:59:53 -0400 <Rose58582386> @jules_su @realDonaldTrump Not so, they work! Stop whining!
881301361496924161 2017-07-01 19:59:53 -0400 <NickNick_Garman> @realDonaldTrump @Morning_Joe Kinda like the apprentice.
881301359311638528 2017-07-01 19:59:52 -0400 <chdrinksjr> @realDonaldTrump Fraudulent President
881301358913228800 2017-07-01 19:59:52 -0400 <monarchlady222> @realDonaldTrump Can't someone get him a RW$B fidget spinner and take his phone away?
881301358690934784 2017-07-01 19:59:52 -0400 <FrankJo11902615> @1kathyr @adamcbest @realDonaldTrump y'all be over reacting. Not a trump fan but people be acting cynical.
881301357914972165 2017-07-01 19:59:52 -0400 <glh714> @realDonaldTrump How about FAKE PRESIDENCY!! You are a FAILED LEADER!!! #RESIGN
881301356807639041 2017-07-01 19:59:51 -0400 <realrachelhorne> @bardguy @realDonaldTrump He can't do either.  Period.
881301356685832193 2017-07-01 19:59:51 -0400 <Jennife22856735> @realDonaldTrump Is this what you do while Melania is sneeking back to trump tower to be with her lover?
881301355968831489 2017-07-01 19:59:51 -0400 <B_L_Mencken> @realDonaldTrump #TrumpLiesMatter #TrumpLies #DonTheCon #FakeNews #Trump   https://t.co/3vBLFNaYu3
881301355004080129 2017-07-01 19:59:51 -0400 <ElizzysPoppy> @realDonaldTrump You can't use that name...it's already taken #FraudTrumpPOS
881301354559356928 2017-07-01 19:59:51 -0400 <Lsmith1969Smith> @realDonaldTrump No, sir, this is not normal, this us not ok. You are a poor excuse for a president and a poor excuse for a man.  Sad.
881301354299375616 2017-07-01 19:59:51 -0400 <billadler> @realDonaldTrump Sadly for America, you equate making America great with Donald Trump's fame and fortune.
881301353875644416 2017-07-01 19:59:51 -0400 <WendyMingin> @realDonaldTrump  https://t.co/2I6UobpP6A
881301353116692481 2017-07-01 19:59:51 -0400 <MordiniEdith> @realDonaldTrump Great ne
881301351212478464 2017-07-01 19:59:50 -0400 <veel1984> @realDonaldTumpr @EdwardTHardy @realDonaldTrump Your angry and it's ok. Your a horrible person we understand.
881301350985986049 2017-07-01 19:59:50 -0400 <zureds> @FoxNews @realDonaldTrump How sad for our country.
881301350570758144 2017-07-01 19:59:50 -0400 <Tres83Patriot> @sethpetersonla @realDonaldTrump Na, wrong. Dont be a hater. Just because he worked his butt off, became rich, and your not, work harder and you can be rich too.
881301350172303362 2017-07-01 19:59:50 -0400 <brenda_bradt> @realDonaldTrump Interesting that you have such an issue with the states deciding not to comply.  Republicans always think States Rights are answer.  Fascist
881301347353608192 2017-07-01 19:59:49 -0400 <thisbadhuman> @realDonaldTrump The American majority is thinking about changing yours from "president" to prisoner.
881301346783301633 2017-07-01 19:59:49 -0400 <maxcat07> @realDonaldTrump No, it't juvenile
881301346695208961 2017-07-01 19:59:49 -0400 <wckh11> @realDonaldTrump Sort of a take off on #FauxNews and your favorite #FauxAndFriends! HA! #IndependentCounsel #comeyismyhomey
881301346376351744 2017-07-01 19:59:49 -0400 <GeneHowland54> @realDonaldTrump You are the FRAUD!!! You are the FRAUD!!! You are the FRAUD!!! You are the FRAUD!!! You are the FRAUD!!! You are the FRAUD!!!
881301345520766976 2017-07-01 19:59:49 -0400 <yogajodi> @realDonaldTrump neither republicans nor democrats appreciate ur low class tweets, including ur staff. Only ur uneducated base is with u.
881301345495535616 2017-07-01 19:59:49 -0400 <BettyMayOckerl> @NickdeSemlyen @realDonaldTrump I think he's snorting again...
881301344811757568 2017-07-01 19:59:49 -0400 <sbrookses> @m_millsey @realDonaldTrump Just think of the cross-contamination.
881301342844723200 2017-07-01 19:59:48 -0400 <paradigms5> @realDonaldTrump Stupid-tweeter:You are one of those" old school annoying crank callers." Unfortunately, you never hang up. Disconnect. Cut the tweeter cord.
881301342412734464 2017-07-01 19:59:48 -0400 <TC02472> @kskxndkd @kizzlekm @MikeStuchbery_ @williamcraddick @JackPosobiec @realDonaldTrump ^ not list
881301342068670464 2017-07-01 19:59:48 -0400 <mapnotes> @realDonaldTrump This is for Mika...  https://t.co/vactWUSbjQ
881301341691183105 2017-07-01 19:59:48 -0400 <DLeoinTX> @AlanEvil @adinaINdc @free_dumb_crazy @OliDuggan @realDonaldTrump Not true. But hold onto your lie.
881301341066244097 2017-07-01 19:59:48 -0400 <MAGAfailure> @realDonaldTrump @CNN   https://t.co/BvBBrPoaK5
881301339229310976 2017-07-01 19:59:47 -0400 <Warren_Mills> @realDonaldTrump Please grow up.   It's not twitter it is you and your content that is hurting the GOP agenda.
881301338851688448 2017-07-01 19:59:47 -0400 <Dyann057> @Charles_44Mag @cowboyneok @juliaswriter @Cookd444 @AN_Goldstein @Vets_Vs_Trump @realDonaldTrump Aww, you're breaking my heart, snowflake.  https://t.co/ebUmGyLXfx
881301336918298625 2017-07-01 19:59:47 -0400 <sci_fi_Fan16> @tribelaw I don't trust @realDonaldTrump not to #MuellerTime @FBI @CIA @TheJusticeDept @GOP
881301335928221696 2017-07-01 19:59:46 -0400 <vmbcruz07> @realDonaldTrump Yes, you won &amp; should use social media, but for the greater good of our great nation, our people. Your tweets are embarrassing &amp; childish.
881301335139696640 2017-07-01 19:59:46 -0400 <kghope9> @realDonaldTrump You are so Old school it's pathetic. A Dirty Old man who has always been afraid of smart woman. Most men have Respect for woman &amp; world.
881301334187585536 2017-07-01 19:59:46 -0400 <Oldgringo12> @HillaryWarnedUs @realDonaldTrump This is for you @realDonaldTrump. Hot!
881301332581339138 2017-07-01 19:59:46 -0400 <llmich> @TeresaC31929388 @DavidPepper @realDonaldTrump "He's "my" Pres. Did you get your education at Trump University?
881301331658641408 2017-07-01 19:59:45 -0400 <RealityInto> @realDonaldTrump I'm in NJ just like u. The weather is awful with strong storms u must be bored as shit now hence the twitter rampage go relax have a drink🥃
