1053435621891629057 2018-10-19 19:59:58 -0400 <Aleft1> @thehill @realDonaldTrump  https://www..com/watchyoutube?v=NkaNHYxlVhY
1053435621769908224 2018-10-19 19:59:58 -0400 <GahoolsG> Now that you know that Khashoggi was murdered and dismembered do you @realDonaldTrump have another feeble explanation for his demise that your admirers will salute?
1053435621002244096 2018-10-19 19:59:58 -0400 <ShellbackSteve> @realDonaldTrump A man walks down the street He says why am I soft in the middle now Why am I soft in the middle The rest of my life is so hard I need a photo-opportunity I want a shot at redemption Don't want to end up a cartoon In a cartoon graveyard
1053435620977229824 2018-10-19 19:59:58 -0400 <ValMartel5> @realDonaldTrump Nouns, look it up and write properly.
1053435616430559232 2018-10-19 19:59:57 -0400 <JimmyStreich> Until I'm proven otherwise the ONLY reason I can see for supporting lying draft dodging corrupt morally bankrupt racist @RealDonaldTrump is because he brings out the white pride in you or your IQ is struggling to reach double digits. #MAGA #RacistParty
1053435615407230976 2018-10-19 19:59:57 -0400 <EggFooooYoung> @realDonaldTrump
1053435615335866368 2018-10-19 19:59:57 -0400 <HalperLaurie> @realDonaldTrump Americans! Not illegals ! Secure our borders!  https://t.co/hIvSfVnl6M
1053435614740316160 2018-10-19 19:59:57 -0400 <Katbalootoo> @Happy_Cats2017 @realDonaldTrump  https://t.co/FMm4vpd02B
1053435613003833345 2018-10-19 19:59:56 -0400 <mcarreno66> @realDonaldTrump "Event"?  So cold and uncaring, and full of baloney.  Saudi money must be more important to yo than decency
1053435611317747712 2018-10-19 19:59:56 -0400 <SebGorka> “You know, I think I’m going to like being the Prince.”  For those who don’t believe @realDonaldTrump has a great sense of humor.
1053435610206232576 2018-10-19 19:59:56 -0400 <BobBurns18> @ChatByCC @realDonaldTrump Liar!
1053435609551753216 2018-10-19 19:59:55 -0400 <ErikHansLarson> @EdKrassen @realDonaldTrump Charlottesville?  Another case of a MOB of #VIOLENTDEMS.   https://t.co/PJJWoKIj9h
1053435607228256256 2018-10-19 19:59:55 -0400 <AJBongaards> @ik161ik @stevenmnuchin1 @realDonaldTrump @SecPompeo Bye bye!
1053435606502686720 2018-10-19 19:59:55 -0400 <SelkaDarla> @realDonaldTrump Russian charged with conspiring to interfere in U.S. congressional elections Reuters • By Nathan Layne
1053435606427029504 2018-10-19 19:59:55 -0400 <J05478844> @realDonaldTrump SPEAKING OF THE MOB!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  https://t.co/A2MuEvfqDp
1053435605915459585 2018-10-19 19:59:54 -0400 <murielfp> @realDonaldTrump  https://t.co/dTHvtSowcX
1053435605718315009 2018-10-19 19:59:54 -0400 <MattMan_IWS> The Saudis knew that that weak explanation would be good enough for @realDonaldTrump
1053435600634810374 2018-10-19 19:59:53 -0400 <Martin_ihsv> @Sheri52471149 @krassenstein @EdKrassen @realDonaldTrump who cares, cat lady.   I guess being childless and ultimately die alone is bound to make you hate and become depressed anyway
1053435600236212224 2018-10-19 19:59:53 -0400 <Gtbigdaddy1> @realDonaldTrump That is definitely an Arizonan!!!
1053435599950991360 2018-10-19 19:59:53 -0400 <PFIF61> @krassenstein @EdKrassen @realDonaldTrump Oh don't forget stealing hard earned money, and snuggling with the Saudis.
1053435597237276672 2018-10-19 19:59:52 -0400 <Armcherica> @TomasGoodall @realDonaldTrump I figured it wouldn't take long to disprove Trump's idiotic, arrogant statement.
1053435596826427392 2018-10-19 19:59:52 -0400 <HAPate74> @MichaelJBurkhar @uscapitol @realDonaldTrump #JobsNotMobs    https://t.co/OqC1nacBES
1053435596587192320 2018-10-19 19:59:52 -0400 <dave_wildmanaz> @realDonaldTrump  https://t.co/qo7kTUTp40
1053435595215855616 2018-10-19 19:59:52 -0400 <twit2> @realDonaldTrump  https://t.co/jf375SW03c
1053435589960314880 2018-10-19 19:59:51 -0400 <Mike9056> @realDonaldTrump You forgot the part about low wages, cutting healthcare, polluting the planet, and cutting social programs.
1053435589406662659 2018-10-19 19:59:51 -0400 <JohnAStackhous1> @realDonaldTrump Off with his head.
1053435588957868032 2018-10-19 19:59:50 -0400 <darthpooka> @realDonaldTrump #AmericanPresidentNotRussian #MostSuccessfulWitchHuntEver #ManafortPleaDeal #FlynnPleaDeal #CohenPleaDeal #MuellerIsComingForYou #VoteBlueToSaveAmerica #VoteBlue
1053435587707908096 2018-10-19 19:59:50 -0400 <GedesBru> @GoogleEndTheFed @Alyssa_Milano @realDonaldTrump If you think everyone who voted for trump in 2016 will surge again to protect him in the midterms, you haven’t been paying attention - those suburban women are quietly leaving the gop over their disgust w/ trump
1053435586328096768 2018-10-19 19:59:50 -0400 <ndduncan59> @realDonaldTrump Oh really? 🤨  https://t.co/81IF0tHzH7
1053435585791062016 2018-10-19 19:59:50 -0400 <ChronicLib> @thehill @realDonaldTrump Trying to box.
1053435583052230656 2018-10-19 19:59:49 -0400 <OnlyTheCaps> @realDonaldTrump This Republican Party! #JobsNotMobs
1053435580724510721 2018-10-19 19:59:48 -0400 <KayeGertz> @realDonaldTrump He should have asked to see it!!!
1053435580707758082 2018-10-19 19:59:48 -0400 <jurahkan> @iiSmail102 @PlaylistFin @Nanhuby @MichaelAvenatti @realDonaldTrump  https://t.co/9wqhdnBj1M
1053435579742994432 2018-10-19 19:59:48 -0400 <kilgore_suzan> @realDonaldTrump Vote Andy!
1053435579701121024 2018-10-19 19:59:48 -0400 <ZoeBrick2> @realDonaldTrump If someone went to the trouble to Photoshop the T-shirt slogan on, you think they’d take the lights that resemble torches off.....
1053435578845413377 2018-10-19 19:59:48 -0400 <DavidBKoller> @realDonaldTrump #IFixedIt Beto O’Rourke is a total American compared to lyin’ Ted Cruz. Lyin’ Ted comes nowhere near representing the values and desires of the people of the Great State of Texas. He will never be allowed to turn Texas into Canada!
1053435578824474624 2018-10-19 19:59:48 -0400 <colabyrd6250> @realDonaldTrump Did they write you a check for your wall? Another bogus campaign promise. No golf? Tax returns? No campaigning like Obama? Right!
1053435577201176577 2018-10-19 19:59:48 -0400 <terra2l> @GeraldoRivera @realDonaldTrump One shred of proof that’s true, just one!
1053435576467116032 2018-10-19 19:59:47 -0400 <TrefaultPaulina> @GovBrewer @realDonaldTrump @POTUS  https://t.co/VIUCgh7juy
1053435576291074048 2018-10-19 19:59:47 -0400 <BoothChuck> @realDonaldTrump  https://t.co/SZTjDmb9GG
1053435576274350081 2018-10-19 19:59:47 -0400 <ShopgirlAlic> @realDonaldTrump This is what the republican party is all about. Mobs? Yes, please.  https://t.co/eWSiXq8WKO
1053435574567292928 2018-10-19 19:59:47 -0400 <DeannaSzuter> @realDonaldTrump then why the rallies?
1053435572197515264 2018-10-19 19:59:46 -0400 <PrplMnkyCupcake> @harveyjkaye @realDonaldTrump The entire administration and the entire complicit GOP.
1053435571140485122 2018-10-19 19:59:46 -0400 <jasonjeliot> @FrankieFuller13 @mizclaudi @cis_gracchus @TheDemocrats @CNN CNN who? Seriously at this point anyone who knows knows and anyone who’s a sheep is still grazing. No need for boiling blood.  20 days to the midterms.  We shall see.  @realDonaldTrump is the 🐐
1053435569710215170 2018-10-19 19:59:46 -0400 <OriginalKool1> @realDonaldTrump No one believes you.
1053435567948644352 2018-10-19 19:59:45 -0400 <ChaosDara> @realDonaldTrump Those aren't mobs, Traitor, they're US citizens utilizing their constitutional rights to petition THEIR government to address the treasonous actions of the GOP. You are supposed to represent those CITIZENS that you keep referring to as mobs, whether they voted for you or not!  https://t.co/oQZYeveqyy
1053435567881371648 2018-10-19 19:59:45 -0400 <aird_m> @realDonaldTrump Very attractive American citizen right there...so representative...lol
1053435565356531714 2018-10-19 19:59:45 -0400 <Bernard71657707> @realDonaldTrump Mr.Trump, I am a BLACK MAN and I understand that you are trying desperately to get me and other BLACKS to not vote or to vote for the GOP candidates by blaming the DEMS PARTY. AS far as I me my family.We are voting DEMS. (This also may be a continuation ).
1053435564849090560 2018-10-19 19:59:45 -0400 <RobEnnis5> @elizabethforma @realDonaldTrump Liz, You are an embarrassment to our Constitutional Republic. You are a threat to our way of life. I am praying you are defeated and sent packing.  Rob Ennis U.S. Army Infantry Veteran and Patriot.
1053435563901181952 2018-10-19 19:59:44 -0400 <DMarie0466> @TheFive @realDonaldTrump I don’t understand why she gets a voice?  Ignore her. Let’s hear from smart people. I’m tired of the crazies getting so much attention.
1053435563758546944 2018-10-19 19:59:44 -0400 <JacqueLarose> @realDonaldTrump  https://t.co/czhapvBtS0
1053435563364225025 2018-10-19 19:59:44 -0400 <PlethoraMounds> @realDonaldTrump #RedWave 🐘🇺🇸 #RedWave2018  #MAGA 🇺🇸🗽 #JobsNotMobs  https://t.co/MQ2ijzCe0o
1053435561984360448 2018-10-19 19:59:44 -0400 <esetterlvr> @howardfineman @MalcolmNance @realDonaldTrump That’s a rhetorical question, right?  ***eyeroll***
1053435561891905536 2018-10-19 19:59:44 -0400 <WisnerPatricia> @LouiseMensch @911CORLEBRA777 @davidfgregg @SpicyFiles @Comey @realDonaldTrump I believe  you Louise, but I sure wish they would hurry up and through  his ass in the dungeon  and throw away the key,......I'm  old and I want to see it happen  before I croock.
1053435559019008000 2018-10-19 19:59:43 -0400 <fkthisnoise1> @lindeeloo_who @doc7780 @realDonaldTrump Yep.
1053435557924134912 2018-10-19 19:59:43 -0400 <karenmcook53> @realDonaldTrump grow up
1053435552542928898 2018-10-19 19:59:42 -0400 <GeorgePaschall> @EdKrassen @realDonaldTrump How did your second fake altright rally go? Disappointed with the turnout?
1053435549770379264 2018-10-19 19:59:41 -0400 <DaleTallman3> @realDonaldTrump You lie so much how do we know if you’ve read one or not read one
1053435542648410112 2018-10-19 19:59:39 -0400 <patchandmuffin> @realDonaldTrump One day the truth will come our it always does. One day your followers will see the truth about you and it will be ugly.
1053435542334046211 2018-10-19 19:59:39 -0400 <draagatsesile> @LindseyGrahamSC @realDonaldTrump Ass-kisser!!!
1053435542250143744 2018-10-19 19:59:39 -0400 <AnthonyWilliam8> @realDonaldTrump This is what you do on constant basis to the American people: 1) Lie  2) Mock 3) Insult 4) Invoke fear 5) Sabotage Health Care 6) #Sinkhole the national debt.
1053435540249436160 2018-10-19 19:59:39 -0400 <lrsdabn> @realDonaldTrump Well played Sir!
1053435536931807233 2018-10-19 19:59:38 -0400 <fightNresist> @realDonaldTrump You are embarrassing....
1053435533404254208 2018-10-19 19:59:37 -0400 <ronaldjhansen> .@realDonaldTrump looks inside the cockpit of an F-35. #TrumpinAZ  https://t.co/HXjGKqlxHi
1053435531554516992 2018-10-19 19:59:37 -0400 <WhatISee2> @elizabethforma @realDonaldTrump Please, please refer to that fool president of ours as Pinocchio 😁
1053435531244142593 2018-10-19 19:59:37 -0400 <BePastafarian> @howardfineman @MalcolmNance @realDonaldTrump The answer is NOPE!  https://t.co/1Jk9M5D0YZ
1053435530359328769 2018-10-19 19:59:36 -0400 <Alan_McWhan> America today. :(  This is all on you, @realDonaldTrump   You have set race relations back half a century, you bloviating orange retard.
1053435529990160385 2018-10-19 19:59:36 -0400 <SneakyPete531> @MickieSchulteRE @dumptrump33 @MsMagamyass @realDonaldTrump @foxandfriends I agree, seems that I saw her down at the local SEIU Hall earlier this past weekend. Mooted be Wrong but think 🤔 not.......
1053435529679667200 2018-10-19 19:59:36 -0400 <downunderguy2> @The_Trump_Train @realDonaldTrump  https://t.co/adPuVt4Bd7
1053435527997751297 2018-10-19 19:59:36 -0400 <TCinKC82> @realDonaldTrump Made in China? Bringing those jobs back to the USA huh?
1053435525875597312 2018-10-19 19:59:35 -0400 <doxie56> @realDonaldTrump Fake President!  I guess we should expect this from you.
1053435525380530176 2018-10-19 19:59:35 -0400 <ramonaqt> @realDonaldTrump  https://t.co/6Ygh19suLs
1053435525204455424 2018-10-19 19:59:35 -0400 <poonchki> @aconlon16 @Acosta @realDonaldTrump Bot
1053435524231430145 2018-10-19 19:59:35 -0400 <tipthecat> @howardfineman @realDonaldTrump Answer:  Trump has no moral fiber!  He's a sociopath!
1053435522692120581 2018-10-19 19:59:35 -0400 <lwestmiller> @realDonaldTrump When referring to Trump I will always capitalize ASSBAG.
1053435521823793155 2018-10-19 19:59:34 -0400 <Jfryan68> @realDonaldTrump Please use this as your platform, moving forward.
1053435521131835392 2018-10-19 19:59:34 -0400 <hrenehunter> @RepSwalwell @realDonaldTrump Both!
1053435520955662336 2018-10-19 19:59:34 -0400 <VincentJenny> @gjysta @JustAGirlXjs @griffinbarrowsx @MichaelAvenatti @realDonaldTrump Shocker! That is why he is asking for money all the time
1053435519034548224 2018-10-19 19:59:34 -0400 <ScoutWarrior88> @keanothedog @PalmerReport @realDonaldTrump The Dems would turn all of America into Pottersville.  Real Americans that love America want Bedford Falls.  #WalkAway #Trump2020
1053435517939773440 2018-10-19 19:59:34 -0400 <ChronicLib> @thehill Imagine the laughs @realDonaldTrump 's friends will have when he pretends he's Khashoggi with his fingers and parts of his arms cut off!
1053435516404695040 2018-10-19 19:59:33 -0400 <Ion_Simsinator> @ChatByCC @realDonaldTrump With the exception of these Republican..mobs?  https://t.co/5aRRsP7FKF
1053435514781683712 2018-10-19 19:59:33 -0400 <Nick_of_Ohio> @nprpolitics So they admit it, now where is the body? Taking a month to figure it out? Not buying it and neither should @realDonaldTrump just because this guy gives u a lot of $ does not give him the right to do whatever he wants
1053435514085347329 2018-10-19 19:59:33 -0400 <bigstape> @realDonaldTrump  https://t.co/vxthqCQcsn
1053435514018320384 2018-10-19 19:59:33 -0400 <feddog> @realDonaldTrump Mobs like your friend Mohammad bone saw and his 15 goons??
1053435513221365762 2018-10-19 19:59:32 -0400 <kopnisl> @LandonBarbarian @PalmerReport @realDonaldTrump You haven’t been paying attention then. Try again. Be Best.
1053435513019998208 2018-10-19 19:59:32 -0400 <Minuteman04> @nhdogmom @_bluepaint @realDonaldTrump Absolutely! The McMahons can be ruthless, but they've been very successful.
1053435511010979845 2018-10-19 19:59:32 -0400 <PrattySteve> @realDonaldTrump Well you didn’t yesterday so this is another lie. And you’ve only capitalised the c not the word - although u do that a lot for no apparent reason. Methinks you’re not quite the genius u purport to b
1053435509416976384 2018-10-19 19:59:31 -0400 <DragonCat936362> @realDonaldTrump  https://t.co/VpwWyZMUs5
1053435508984971265 2018-10-19 19:59:31 -0400 <Mister__Froggy> @yakchild @realDonaldTrump *Chameleon   (you're welcome)
1053435507806326784 2018-10-19 19:59:31 -0400 <thrdragonfly> @realDonaldTrump 😂😂😂😂😂😂😂😂😂
1053435502555287552 2018-10-19 19:59:30 -0400 <CowherChristi> @RobertDRoseJr1 @DrPhilRoe @POTUS @realDonaldTrump @FLOTUS @ChiefPentSpox @tal7291 @PressSec @Scavino45 @news5wcyb @JCPress @WJHL11 @JoshSmithWJHL @USMC @latimes please help this great marine
1053435500768444416 2018-10-19 19:59:29 -0400 <Thumper5465> @FactsMatterUSA @realDonaldTrump It really resonates with the trailer trash....
1053435500709724166 2018-10-19 19:59:29 -0400 <Basta20201> @kellr2010 @MichaelAvenatti @DeanObeidallah @realDonaldTrump The Middle East wants it to blow over. They are following trumps lead
1053435500252422144 2018-10-19 19:59:29 -0400 <Rene_gadeCowboy> @realDonaldTrump By mobs you mean this right Donnie  https://t.co/sin0j6AqFh
1053435499325603840 2018-10-19 19:59:29 -0400 <211e01d5c3364dc> @roizlcl29 @Conserv1106 @deelane @realDonoIdTromp @realDonaldTrump Okay, unhinged person!
1053435498759442432 2018-10-19 19:59:29 -0400 <tobeiconoclast> @realDonaldTrump  https://t.co/v257bFEtJC
1053435497924775936 2018-10-19 19:59:29 -0400 <santosleonora> These are the fall guys! @realDonaldTrump and why isn’t the US conducting an investigation of their own? Perhaps conflict of interests?
1053435497786294272 2018-10-19 19:59:29 -0400 <slbwhitaker> @realDonaldTrump You have no credibility
1053435497660313601 2018-10-19 19:59:29 -0400 <raymond_shelley> I agree! As do most Americans who aren't naive. @RepAdamSchiff ..just as you were saying.. @realDonaldTrump is trying to excuse the fact that he will turn a blind eye for all the $$ Saudi Arabia has given him and #TrumpCrimeFamily
1053435496754368512 2018-10-19 19:59:28 -0400 <PhilDeCarolis> @cspan @elizabethforma @DiehlForSenate @Jim_Jordan @SenateMajLdr @TulsiGabbard @RepThomasMassie @RandPaul @RonPaul @realDonaldTrump  @sbsun @AJEnglish @EconomicTimes @XHNews @PressTV @RT_com @RealAlexJones @DRUDGE @wikileaks
1053435495861018624 2018-10-19 19:59:28 -0400 <raw1135> @realDonaldTrump More BS!!  VOTE BLUE!!! Drain the swamp by kicking out Trump and his cronies!!! Release your tax returns!!!  https://t.co/q824KM6209
1053435494581731328 2018-10-19 19:59:28 -0400 <crebj> @realDonaldTrump Explain then why his peers, even Mitch McConnell, can't stand @SenTedCruz.
1053435493277450241 2018-10-19 19:59:28 -0400 <GoogleEndTheFed> @GedesBru @Alyssa_Milano @realDonaldTrump You do realize voting is a scam?
1053435493273219077 2018-10-19 19:59:28 -0400 <Nora27215497> @realDonaldTrump my 75th birthday present to myself was a tattoo of the American flag with ”Trump 45” underneath.  God blees you President Trump thank you for MAGA ❤️🇺🇸❤️
1053435488000860160 2018-10-19 19:59:26 -0400 <jdaniels807> @WhiteHouse @realDonaldTrump Now if only Veterans could get help on the West coast
1053435486243569664 2018-10-19 19:59:26 -0400 <crazirockerchic> @Alex32528674 @real_farmacist @realDonaldTrump @DunnCampaign  https://t.co/x8h1z17UMj
1053435485543190528 2018-10-19 19:59:26 -0400 <BoothChuck> @realDonaldTrump  https://t.co/83i4KuUnxv
1053435484230180864 2018-10-19 19:59:25 -0400 <annabella510> @realDonaldTrump You're referring to the Proud Boys mob!! So glad they're getting arrested and plan to surrender in the next couple of hours. Hate is hate.
1053435481373982720 2018-10-19 19:59:25 -0400 <melraPower> @process_x @rlamartini @puppyluvr312 @raaamises @JMA8213 @dreamr9876 @louisec385811 @Pharmaciststeve @usaf_ave @KCRebel702 @EqualityCouple @MoogieMonsters @RobertDRoseJr1 @heatherzamm @Delta33_1976 @Rachjr1 @Brenda82964799 @ravensspirit68 @Deeenst @Shasta77777 @reversechapter @AmaraAdvocate @aander1987 @tal7291 @ThomasKlineMD @DanLairdMD @dr4liberty @JoeAllenNewman @03_jensen @TheATIPUSA @marykayconsult3 @jeffsessions @realDonaldTrump @CDCgov @US_FDA @DEAHQ @POTUS My pain is sever, &amp; has destroyed my life. Since this whole CDC, opiod mess..what tiny bit I had left is now gone. What has always kept me hanging on is rem, some1 always has it worse than me. The last 6months @ doc apts, listening 2 other patients is heartbreaking
1053435479054413825 2018-10-19 19:59:24 -0400 <mariotanoto> @fernandeznorona @realDonaldTrump lo que me PARECE MUY PERO MUY EXTRANO AQUI ES Q NO LE ESTEMOS HECHANDO LA CULPA A OBRADOR!
1053435478450585601 2018-10-19 19:59:24 -0400 <BobBurns18> @TheOfficialPORP @realDonaldTrump Or visit the troops! Why are you not doing that? You praise them from afar but don’t visit.
1053435478328786945 2018-10-19 19:59:24 -0400 <woutgorge> @realDonaldTrump Is he a paid actor for your rally tonight?
1053435476298944512 2018-10-19 19:59:24 -0400 <_scottreid> @realDonaldTrump The Powerade bottle is a dead give-away that this is a dude you need to be taking a lesson from
1053435475195805697 2018-10-19 19:59:23 -0400 <juliesmancini> @_etgeeee_ @realDonaldTrump I love it! I’m retweeting this!
1053435474755371008 2018-10-19 19:59:23 -0400 <Hellacort> @realDonaldTrump Where are our raises, Puppet? All you have done is create an economic bubble that will pop, soon. Americans will rue the day you were elected and destroyed the American dream with #GOPTaxScam #VoteBlue
1053435474201710592 2018-10-19 19:59:23 -0400 <JamesVe12746472> @krassenstein @realDonaldTrump If you would educate yourself, those are circa Obama pic's, but the truth probably doesn't matter to you libs.
1053435472570081281 2018-10-19 19:59:23 -0400 <Herbielovebug64> @realDonaldTrump ANOTHER PROMISED KEPT PRESIDENT DONALD TRUMP DOES NOT LIE.Thank you for not throwing the eater in the ocean like Obama did. He made us suffer on purpose. He is the NWO that's why. They were in the end part of devastating us. And along comes TrumpHe touches (Gold)
1053435472561741824 2018-10-19 19:59:23 -0400 <semper_ma> @hayleypendergas @RealJamesWoods @realDonaldTrump @FLOTUS @MichelleObama @TheEllenShow @Alyssa_Milano Preach it!!!!
1053435472133980161 2018-10-19 19:59:23 -0400 <RobertsPopups> @krassenstein @realDonaldTrump 2014  …  You're not even a hack
1053435471546716160 2018-10-19 19:59:22 -0400 <cheekymonkey8> @realDonaldTrump The only mobs I see are your rallies and then there were those “very fine people” in Charleston!
1053435471542534144 2018-10-19 19:59:22 -0400 <ValMartel5> @realDonaldTrump KKK, your favourite supporters I’m sure are somewhere in the background
1053435471026708480 2018-10-19 19:59:22 -0400 <realPeteShampoe> @3YearLetterman @realDonaldTrump At least he's wearing red.
1053435470250557440 2018-10-19 19:59:22 -0400 <hunt_jan> @realDonaldTrump Dems Not Mobs!!! 🌊🌊🌊🌊🌊 🌊🌊🌊🌊🌊 Vote  November 6 🌊🌊🌊🌊🌊 🌊🌊🌊🌊🌊  https://t.co/soiVSspZNe
1053435469248319489 2018-10-19 19:59:22 -0400 <smartin0414> @realDonaldTrump Wow! In the grand scheme of priorities...that doesn't even make the first page. Focus on what's really important and stop chasing shiny objects.
