925512710346993664 2017-10-31 19:59:59 -0400 <Fluffball67> @realDonaldTrump You are a racist sellout to the #NRA ... What about Vegas?
925512637349232641 2017-10-31 19:59:42 -0400 <Rayed1981> @realDonaldTrump You’re right Mr. President. I hope you destroy them as soon as possible.
925512633805082624 2017-10-31 19:59:41 -0400 <adaisyifyado> @realDonaldTrump Do ya hear that Donnie, the FBI is knocking at ya door...times almost up Donnie!!
925512633029144576 2017-10-31 19:59:41 -0400 <vic000mich> @KevinFrankish @realDonaldTrump Thus ones not on Wynne.  Thank the greedy union and all who voted to strike. 3 weeks ,no talks! You're screwing with my kids future.#OPSEU
925512632836284417 2017-10-31 19:59:41 -0400 <RuralRidesOnly> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/PnYYf9f68l
925512632215457795 2017-10-31 19:59:41 -0400 <Denise_Left> @BethelLorri @realDonaldTrump His father was a member of the KKK there are suits dating back where he discriminated against blacks in housing
925512632215281664 2017-10-31 19:59:41 -0400 <MPryor78> @realDonaldTrump Didn't they teach you how to read a map at that Ivy League college of yours? Ffs, Uzbekistan is not in the Middle East. #resign
925512628864241666 2017-10-31 19:59:40 -0400 <FanOfKindness> @ProudResister @KaraCalavera Bill Clinton performed his job every day. In spite of being impeached. What's ur excuse @realDonaldTrump?
925512627370967041 2017-10-31 19:59:40 -0400 <vickiruthc> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/20djC3rVnj
925512626850873344 2017-10-31 19:59:40 -0400 <DarrensThinking> @realDonaldTrump Interesting when there's a @GOP @POTUS with abysmally low approval ratings the U.S. is attacked. I hate playing politics with a crisis, but this seems like very convenient timing, especially for our #TwitterInChief who tries all manner of distraction.
925512624384524288 2017-10-31 19:59:39 -0400 <Divinity11> @staceysemale @Yvwyvw @DonnaWR8 @realDonaldTrump @realDonaldTrump gave military secrets to a hostile foreign adversary. We would have preferred he got head. But his hands are tiny sooo  https://t.co/VOjFDwkcZz
925512622631292928 2017-10-31 19:59:39 -0400 <dlrowrednu> @realDonaldTrump Well fuck
925512620953792512 2017-10-31 19:59:38 -0400 <KarenWL_C> @Vancecat1 @sandraclunie @neverletyoupart @TheDemCoalition @realDonaldTrump @POLITICOMag So the world is brainwashed except u and ur news sources. And I'm Canadian so that explains my brainwashing too? Brilliant thought process.
925512620920262656 2017-10-31 19:59:38 -0400 <craigsolve> @TomSteyer @realDonaldTrump #TomSteyer #Oligarch #Insurrectionist attempting to use his wealth to propagandize the subversion of our #USAConstitution &amp; @POTUS
925512619154378752 2017-10-31 19:59:38 -0400 <inesnesi> @bakedalaska @realDonaldTrump 'Baked' the terrorist from NY was uzbeki you do know where that is?  Or have the old brain also been baked ?
925512618424463360 2017-10-31 19:59:38 -0400 <yosemitehker> @buildthatwall45 @realDonaldTrump The ban would have to be in place first in order for it to be lifted LOL
925512617522843648 2017-10-31 19:59:37 -0400 <Psyche1310> @J_Edward65 @realDonaldTrump THX, I think.
925512616549801985 2017-10-31 19:59:37 -0400 <Sylviawimberly1> @DavidCornDC @realDonaldTrump I'm sure Mueller has them.
925512616285495297 2017-10-31 19:59:37 -0400 <RightlyNews> @TheTiltman @SandraEckersley @realDonaldTrump We aren't being invaded by enemy soldiers that rape and kill and terrorize the community. You are. Stay safe &amp; good luck... you'll need it.
925512615799017473 2017-10-31 19:59:37 -0400 <colleen_wagley> @pholly33 @CarolineCasey @DearestZeus @Red_White__Blue @Success87473781 @alpacafarmgirl2 @LuisRiveraMarin @MiamiHerald @realDonaldTrump @VP @SpeakerRyan @FEMA_Brock Ulfric that is just because they might have to use their brain!
925512614670508033 2017-10-31 19:59:37 -0400 <Fact_Check_Er> @realDonaldTrump And yet, this IS the USA. Where was your outrage over Vegas?
925512613936513024 2017-10-31 19:59:37 -0400 <MACLATIN1> @realDonaldTrump Oh shut up the only threat to this country is you!   🖕😠🖕
925512612892332033 2017-10-31 19:59:36 -0400 <JohnTubeman> @realDonaldTrump Why are you even talking about Papadopoulos? @FoxAndFriends are doing everything they can to distract from the indictments.
925512612808343552 2017-10-31 19:59:36 -0400 <ig_quintana> @realDonaldTrump You are pretty fast on this ones, ah? 🤔
925512611176828928 2017-10-31 19:59:36 -0400 <jarmen25_jesus> @JuanManSantos @realDonaldTrump   https://t.co/a7JOXhiPf7
925512610581221376 2017-10-31 19:59:36 -0400 <Zen20h> @realDonaldTrump  https://t.co/sqcMqsZ8O7 Make Money Online Monthly
925512610484752385 2017-10-31 19:59:36 -0400 <nshoch518> @realDonaldTrump @PressSec You both should go to jail
925512607922053122 2017-10-31 19:59:35 -0400 <KimPossible571> @realDonaldTrump This is a gross oversimplification from a simpleton.
925512607657811968 2017-10-31 19:59:35 -0400 <n8dom> @realDonaldTrump He's still not from any of the countries listed in your proposed travel ban.
925512607355699201 2017-10-31 19:59:35 -0400 <vivis3905> @realDonaldTrump I thought you had to review the facts before stating an opinion....oh yeah its because he's now a white person..duhh
925512604960702464 2017-10-31 19:59:34 -0400 <realBrentMorris> @mistercroup @realDonaldTrump If he is embezzling public funds than how come his net worth went down $600 million this year. Here comes He is really stupid comeback
925512604889600001 2017-10-31 19:59:34 -0400 <cstetson> @Dark_MatterNews @FrankKasz @RealEagleBites @realDonaldTrump enlighten me  Pearl or Foley?
925512604751138816 2017-10-31 19:59:34 -0400 <ELECTION_FARCE> @realDonaldTrump @SpeakerRyan  Congress hasn’t EARNED a vacation. They should stay in session until a Tax Bill is passed! #TaxReform
925512604524711936 2017-10-31 19:59:34 -0400 <beercanpolitics> @Ban_Guns_People @notzeldin @leezeldin @realDonaldTrump So they just come here to get free medical treatment that will be added to someone else bill. Charming! Then are upset when they get caught.
925512603681673216 2017-10-31 19:59:34 -0400 <RaW_Gaming> @Realjmannarino @realDonaldTrump I'm pretty sure that is already happening... Alot of these scum are recruited online &amp; within their home &amp; would be target countries...
925512602146492416 2017-10-31 19:59:34 -0400 <Don_Vito_08> @realDonaldTrump #Terrorist #SayfulloSaipov should of never been in the USA. He literally won the lottery in 2010 thru #Obama diversity program #TravelBan  https://t.co/b2QqQvLpuk
925512601886437376 2017-10-31 19:59:34 -0400 <sandraclunie> @Vancecat1 @neverletyoupart @KarenWL_C @TheDemCoalition @realDonaldTrump @POLITICOMag That Papadopoulos was a “low-level volunteer” is a lie. Like they didn’t know Manafort. He was the campaign manager.
925512601425113088 2017-10-31 19:59:34 -0400 <mbanovetz1> @realDonaldTrump We need your ear! MN mining a prototype for US mining – enviros want to shut it all down. HELP! #Fight4MiningMN
925512598996553728 2017-10-31 19:59:33 -0400 <rare1gun> @realDonaldTrump Why didn't you call the vegas shooter a terrorist ? He killed over 50 ppl the worst mass shooting on U.S soil .stop with your propaganda b.s
925512597344055296 2017-10-31 19:59:33 -0400 <The_Auge> @Becca_K61 @Travon @realDonaldTrump @JustinTrudeau Hell, @JustinTrudeau can post it in two languages before Donnie even considers posting something halfway presidential.
925512597125791744 2017-10-31 19:59:33 -0400 <tele_axel> @realDonaldTrump Yea, coal production going up us a BAD thing.
925512597042094081 2017-10-31 19:59:32 -0400 <Snarky_Egg> @DonaldJTrumpJr “See that Girl’s candy over there? Ask to borrow it but never give it back or pay for it”  Never too early to teach the @realDonaldTrump way
925512595200716800 2017-10-31 19:59:32 -0400 <gardensista> @realDonaldTrump No little handed pussy-grabber. Not the biggest story at all.
925512594521317376 2017-10-31 19:59:32 -0400 <babytre93> @realDonaldTrump it's about time you posted concerns for the time. No empathy or sympathy is ever your first thought for the American ppl
925512591140585472 2017-10-31 19:59:31 -0400 <7295murphy> @realDonaldTrump Did Fox say it was Isis? Are they recruiting Russians now?
925512589962080256 2017-10-31 19:59:31 -0400 <Vityspain> @realDonaldTrump RIP
925512588259221504 2017-10-31 19:59:30 -0400 <Frankmckinley9> @AliCologne @realDonaldTrump  yea if some one that obama allowed in, is Domestic !
925512586338230272 2017-10-31 19:59:30 -0400 <L_banks20> @realDonaldTrump Maybe not spewing hatred based on religion, gender or race would make a difference. God and country does not mean anything , coming from you
925512584278822912 2017-10-31 19:59:29 -0400 <gdberry911> @sharyn_judy @realDonaldTrump No we need real American’s thats not drinking the Dems koolaid like you
925512583993421824 2017-10-31 19:59:29 -0400 <PortlandEsther> @realDonaldTrump I thought you were going to do away with them in 30 days. They haven't been defeated in the middle east. you big dope.
925512583783649280 2017-10-31 19:59:29 -0400 <novablue18> @realDonaldTrump RU that stupid. ISIS didn't have road rage  running down ppl! This was 1 person who ran down ppl killing 8 it's a tragedy not a distraction
925512582894641152 2017-10-31 19:59:29 -0400 <kolibri42> @younts_bryan @DonnaWR8 @realDonaldTrump you are just a russian bot...wasting my time (6 tweets no followers)
925512581912989696 2017-10-31 19:59:29 -0400 <alspruce> @DavidCornDC Has @realDonaldTrump taken the title of president of the confederacy yet? At last the titles are combined and the country is united.
925512580763922432 2017-10-31 19:59:29 -0400 <RealJL33> Clovis encouraged the Russia collusion that @realDonaldTrump  claims doesn't exist?            https://t.co/wwzNE4I68o via @USATODAY
925512579027435522 2017-10-31 19:59:28 -0400 <ADRIANDOMAINAME> @SegundoEnfoque @realDonaldTrump MAS ARGUMENTOS PARA EL PROYECTO DE TRUMP DE PROHIBIR EL INGRESO DE PERSONAS DE ORIGEN MUSULMAN / DE PAISES MUSULMANES
925512578675048448 2017-10-31 19:59:28 -0400 <JalenTruth11> @realDonaldTrump If this is true and HC is guilty then why have you not ordered the DOJ to investigate? Open a whole new investigation? @maddow @WSJ
925512578318692352 2017-10-31 19:59:28 -0400 <Warrior4065> @RealEagleBites @realDonaldTrump Gaslighting bot  https://t.co/noMiN1Wwd3
925512578025041920 2017-10-31 19:59:28 -0400 <earthmonkey07> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/EIERXZovX5
925512575533617152 2017-10-31 19:59:27 -0400 <tammymjarvis> @realDonaldTrump Defend
925512573285384193 2017-10-31 19:59:27 -0400 <EmoteAndEvolve> @Susan_Hennessey What say you @realDonaldTrump
925512572278894592 2017-10-31 19:59:27 -0400 <MickeyVicious1> @lrpwolf @eugenegu @ivy34wilson @PhDee @EdKrassen @IRdotnet @realDonaldTrump That's a terrorist attack?!  But when a white supremacist runs over people with a car, it's not a terrorist attack?!  Goit it! #NewYork
925512569976111104 2017-10-31 19:59:26 -0400 <feather043> @FoxNews @realDonaldTrump Trump called the driver “sick &amp; deranged” that’s the best our president can come up with? He is a cowardly murderer!
925512569795858432 2017-10-31 19:59:26 -0400 <truthmepleez> @realDonaldTrump Here’s some sage advice,  https://t.co/3ZcMmMXwzB read 4yourself how this is at best, a hill of beans, worst, the worst polluting industry.
925512569397415941 2017-10-31 19:59:26 -0400 <SpookyHefestos> @realDonaldTrump You should not talk about yourself in third-person, that is just creepy.
925512568516509700 2017-10-31 19:59:26 -0400 <sevenbowie> We #NeedtoImpeach @RealDonaldTrump. Join me &amp; sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/nD5pNxrYVa
925512567421771776 2017-10-31 19:59:25 -0400 <IndyDan7> @BilldeBlasio @realDonaldTrump But you kneel before muslims...
925512563571470337 2017-10-31 19:59:25 -0400 <Rangerdad53> @realDonaldTrump How can so many Russian bots get by the admin??
925512563152113664 2017-10-31 19:59:24 -0400 <nickchowdhury0> @realDonaldTrump Uzbekistan was a part of Russia. I agree we should ban all RUSSIAN'S. Oops sorry Putin's gonna get mad if u do that. #NYSTRONG
925512562971734017 2017-10-31 19:59:24 -0400 <rolandstatuto> @realDonaldTrump Clown 🤡
925512562174767106 2017-10-31 19:59:24 -0400 <Upton_4> @realDonaldTrump This seems like it needs a celebratory banner...  https://t.co/Jtk5vwCnUh
925512560761241600 2017-10-31 19:59:24 -0400 <GOCHISOX1> @realDonaldTrump We have not defeated them you nincompoop.
925512560475963392 2017-10-31 19:59:24 -0400 <TheBrownCube> @realDonaldTrump You wouldn't know God if he sat in your lap!
925512557762437120 2017-10-31 19:59:23 -0400 <pirateonboard> @BrockVond @Scavino45 @POTUS @realDonaldTrump @WhiteHouse @PressSec @WHNSC @IvankaTrump Trump and his whacky hair
925512556873244672 2017-10-31 19:59:23 -0400 <TFS_Humor> @AliCologne @realDonaldTrump He shouted "Allah Akbar" what do you fucking think happened?
925512554234904576 2017-10-31 19:59:22 -0400 <brianph24411880> @realDonaldTrump No trial,no pitty, no deportation, just cut off their heads and send anyone that want to be Isis a clear message USA will NOT tolerate isis
925512554142683139 2017-10-31 19:59:22 -0400 <Galaxy_Sailor> @realDonaldTrump Uzbekistan has been part of Russia until independence in 1991.
925512551827492864 2017-10-31 19:59:22 -0400 <0__Wendy__0> @realDonaldTrump I thought you had the BEST MEMORY.. and yet you cant remember all of the times he appeared with you in pictures? LMAO You're an #IDIOIT!
925512550170710016 2017-10-31 19:59:21 -0400 <AJohnson_M> @realDonaldTrump Oh..and here legally
925512548211884032 2017-10-31 19:59:21 -0400 <bobt10505> @LGRIT25 @CarmineZozzora @Mrsmmtbeauty @DanScavino @washingtonpost @POTUS @realDonaldTrump @InsideEdition God bless our President Trump as he manages our country, making it great again.
925512547977039872 2017-10-31 19:59:21 -0400 <sapphirestorme> @realDonaldTrump I would have never taken my kids to see a sh*t fake president. I took my kid to see The Rally to Restore Sanity tho. And we had a blast.
925512543673577472 2017-10-31 19:59:20 -0400 <Malaxanka> @62b @realDonaldTrump Build the wall to stop the Uzbekistani people from coming?
925512542411034624 2017-10-31 19:59:19 -0400 <UTtanyaTU> We #NeedtoImpeach @RealDonaldTrump. Join me &amp; sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/ud4epMNW6K  https://t.co/bnVrdKH7AE
925512541467566080 2017-10-31 19:59:19 -0400 <Patrici17369044> @maireniaoda @realDonaldTrump This was not ISIS he was a lone wolf
925512541454983169 2017-10-31 19:59:19 -0400 <sandy45_2020> @artAudis @realDonaldTrump Mueller time. Is overtime or Troublemaker
925512541303959552 2017-10-31 19:59:19 -0400 <csilcox2401> @idarose7777 @HouseForeign @realDonaldTrump @SpeakerRyan @GOPLeader Please stop ignoring this disgusting behavior! What kind of reason could you possibly have for not passing this resolution immediately?!
925512541215666177 2017-10-31 19:59:19 -0400 <dkferraro> My son asked for a scary costume this year so I bought him the scariest one! Thanks @realDonaldTrump  https://t.co/udHUYEa5d3
925512541073297410 2017-10-31 19:59:19 -0400 <gtorresjr77> @realDonaldTrump What an idiotic tweet
925512540444135427 2017-10-31 19:59:19 -0400 <ProfetaSusie> @realcorylynn @TheOfficalGB @realDonaldTrump You mean Republicans. Honest mistake. @GOP @TheDemocrats
925512539881996288 2017-10-31 19:59:19 -0400 <DonnieGoAway> Protect, protect, protect our national monuments @potus @reAldoNALdtRUMP  https://t.co/SFGNV0fAn8
925512534022610945 2017-10-31 19:59:17 -0400 <dcjxon> @milenaac @realDonaldTrump @TomSteyer Done.
925512533808619520 2017-10-31 19:59:17 -0400 <don85375> @realDonaldTrump Everyone under terrorist investigation on a visa should be deported immediately. Just to let everyone know we are serious.
925512532781142016 2017-10-31 19:59:17 -0400 <Don_Vito_08> @realDonaldTrump #Terrorist #SayfulloSaipov should of never been in the USA. He literally won the lottery in 2010 thru #Obama diversity program #TravelBan  https://t.co/m5V4B633Pd
925512531996749824 2017-10-31 19:59:17 -0400 <Petegeer> @realDonaldTrump Chock on candy as you chock yourself so you can get off because we all know your wife will never touch you
925512531078209536 2017-10-31 19:59:17 -0400 <DorrindaB> @Christy061677 @RealEagleBites @realDonaldTrump Where your proof?
925512531002740736 2017-10-31 19:59:17 -0400 <jarmen25_jesus> @JuanManSantos @realDonaldTrump ¿por qué  no ha condenado las acciones terroristas de sus nuevos mejores amigos los narcoterroristas de @ELN_Paz
925512530662961152 2017-10-31 19:59:17 -0400 <Kerridaniels12> @SchwierLinda @Maggie24529867 @guypbenson @SpecialReport @realDonaldTrump @PressSec @hannity @Liz_Wheeler @tucker I would never have voted for either of them. Nobody I know would either, and we sure did not. Nobody I know voted HRC and we 1000000% supported Trump since June 2015.
925512528117059585 2017-10-31 19:59:16 -0400 <beeinchicago> @realDonaldTrump  https://t.co/MlZWDR7Rpa WTF. Really? Authorities repeatedly verified what he said. You're the liar here.
925512526426771456 2017-10-31 19:59:16 -0400 <djcriswell265> @bencraigcoleman @PerpetratinS @Makemyday59 @Cocoa_lady7 @CameronLMitchel @Lisa31120651 @RepAdamSchiff @realDonaldTrump @POTUS @PressSec @DonaldJTrumpJr @seanhannity @FoxNews @SethAbramson You mean Bush’s Secy Of State? Try a little Wikipedia. You might learn something, but I’ve yet to see any evidence that you can.
925512526418165760 2017-10-31 19:59:16 -0400 <bethlefou> @realDonaldTrump "Coal production is expected to increase by 8% in 2017 and by less than 1% in 2018."   https://t.co/ItbZvaX07W
925512523683680256 2017-10-31 19:59:15 -0400 <donnaharmon28> @BlackAffluent @realDonaldTrump YES
925512522060333061 2017-10-31 19:59:15 -0400 <RuaBrithem> @realDonaldTrump FBI strong!
925512521469038593 2017-10-31 19:59:14 -0400 <leigh_league> @BillyForinger @intermattent @SandrajeanJohns @JacobAWohl @realDonaldTrump Billy, I guess you haven't been outside the country lately. The days when everyone looked up to &amp; envied the US are over-  thanks to Trump.
925512519745142785 2017-10-31 19:59:14 -0400 <ExecCanuck> So much winning, right @realDonaldTrump? How long did you have to prepare for power @SpeakerRyan / @SenateMajLdr?  https://t.co/YVzyL47zkv
925512519501991936 2017-10-31 19:59:14 -0400 <PartyofUs2020> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/4uv4PF5Tv4
925512519027974149 2017-10-31 19:59:14 -0400 <Brodhi_revolts> @politicalHEDGE @lost_mccynic @realDonaldTrump It appears that the dems are scrambling on defense. Dems ATM are no Pippin or Gary Payton on defense(two of the best NBA defenders ever LOL
