899058394950021122 2017-08-19 19:59:59 -0400 <b_radcrypto> @614swat @paynej247 @realDonaldTrump @BrandonCBibb
899058350528266240 2017-08-19 19:59:49 -0400 <d_mack1967> @realDonaldTrump 👏🏾👏🏾👏🏾👏🏾 Thank You!
899058344861814784 2017-08-19 19:59:47 -0400 <ElizabethMaho11> @Granner1 @2nd_Amend_Right @vikb73 @RyderIsKing @RandallBenge @realDonaldTrump @TheDemocrats @HillaryClinton @RepMaxineWaters   https://t.co/Y15uMpeMBr
899058342886297600 2017-08-19 19:59:47 -0400 <TonyaLCollins> @realDonaldTrump @BreitbartNews Good Luck! Your agenda will fail, now.
899058341841743872 2017-08-19 19:59:47 -0400 <resist_lies> Hey. @realDonaldTrump Boo!!!  https://t.co/HyYKRenQbe
899058340986335233 2017-08-19 19:59:46 -0400 <wolffianclassic> @realDonaldTrump we hate you dont you get it.  https://t.co/qRTQrfxlIU
899058340201771008 2017-08-19 19:59:46 -0400 <Fricat> @JebSanford @Aponte7Mary @realDonaldTrump This is a bs poll: Twitter stats show that over 58% of this poll participants are bots.
899058338348060672 2017-08-19 19:59:46 -0400 <TrishHarner56> @DC_Resister_Bee @realDonaldTrump What do u cal the black lives matter if not hate group? Killing our cops etc...?
899058337223811072 2017-08-19 19:59:45 -0400 <jessawzer> @realDonaldTrump Just resign already for fucks sake
899058336871612416 2017-08-19 19:59:45 -0400 <yonagzi> @realDonaldTrump heel HEAL HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA  https://t.co/cKwqqnjsiA
899058334564851713 2017-08-19 19:59:45 -0400 <Gramies1> @realDonaldTrump You do realize you are a joke Nobody in the entire world has an ounce of respect for you Please resign
899058333902147585 2017-08-19 19:59:45 -0400 <Verbatim411> @tedlieu @stevenmnuchin1 @realDonaldTrump I would suggest M - that you not only examine the WWII history - Nazis and death camps, but U. S. slavery, Jim Crow, the KKK and lynching
899058333524656128 2017-08-19 19:59:45 -0400 <kann_van> @SSBN624Blue @KazmierskiR @Greenarce17 @Rick_in_Ky @GeeGJU @207_Melissa @DCNative01 @bigsensitiveman @N_AmerSolutions @T_and_A_Racing @trumpsbabypenis @steph93065 @sonofanders121 @Oil_Ranger @KhalidGoldstein @JustinJ47513192 @GrandmaThunder @JoanneVazzano @sd21852 @feefeelaruepoo @MaryEBarnes @PennyHicks13 @sdarkwah @MarisDesoto @CathyRobertsonF @SAHCalifornia @AlwaysActions @Veteran4Trump @BarbMuenchen @NetworksManager @TruckerBobS @ChristieC733 @LindaSuhler @bfraser747 @VFL2013 @realDonaldTrump @POTUS What Breed? Looks like Poodle with out the fluff lol
899058333084073984 2017-08-19 19:59:44 -0400 <thedcfgrp> @realDonaldTrump @POTUS Nice spellcheck DONALD.. Wharton my ass!!
899058331800621056 2017-08-19 19:59:44 -0400 <shefilosifizes> @realDonaldTrump @POTUS using a shadow account to express his opinions. But he's  POTUS 24/7....
899058330110353409 2017-08-19 19:59:44 -0400 <imsorrywth> @realDonaldTrump Your presidency is crumbling faster then a pregnancy haha
899058328055296001 2017-08-19 19:59:43 -0400 <lorifabbri> @realDonaldTrump What about this?  https://t.co/XTJrcqTyFm
899058327878909953 2017-08-19 19:59:43 -0400 <jimiluvsjazz> @realDonaldTrump @GOP see that Trump didnothing wrong.This is all media hype &amp; theres proof last weeks spectacle where paid agitators($25hr on craigslist)&amp;actors
899058327430193152 2017-08-19 19:59:43 -0400 <NanaVx8> @614swat @realDonaldTrump   https://t.co/wK7FVjGrTl
899058327119941632 2017-08-19 19:59:43 -0400 <MDarleneI> @tedlieu @stevenmnuchin1 @realDonaldTrump Mr. Mnuchin, the moment is over for your boss.  He was sincere Tuesday.  You are engaged in damage control.  Stop wasting your time &amp; ours.
899058319913959424 2017-08-19 19:59:41 -0400 <JD38049755> @immigrant4trump @Bobby_Axelrod2k @realDonaldTrump I'll call you a "Genius"
899058319104425984 2017-08-19 19:59:41 -0400 <Traceyt73930839> @realDonaldTrump   WE are stronger without YOU!!!  https://t.co/Zfv1etTAPm
899058318420979714 2017-08-19 19:59:41 -0400 <MaryHud2000> @realDonaldTrump You buckle under this #heel  https://t.co/Wr5y74yG5Q
899058316164292608 2017-08-19 19:59:40 -0400 <SweetBudman> @tiredre1 @AllenLPowell1 @HeyTammyBruce @realDonaldTrump I'm trying to understand your cryptic BS, but then I looked at your profile. Enough said. Go read a book.
899058309092827141 2017-08-19 19:59:39 -0400 <LVivenzioMeo> @realDonaldTrump Time for you to fire all the rest of the Nazi's on your staff.  You can start with Stephen Miller
899058309000462336 2017-08-19 19:59:39 -0400 <difabio_karen> .@realDonaldTrump LOSER being trolled by the dictionary @MerriamWebster  https://t.co/2RWILrHYg5
899058303430385664 2017-08-19 19:59:37 -0400 <Shinjukuku> Trumps to skip Kennedy Center Honors, recipients rejoice. @realDonaldTrump #TrumpFail
899058299433357313 2017-08-19 19:59:36 -0400 <BernardKerik> @realDonaldTrump @POTUS Praises @bostonpolice, and those Protesting bigotry and hate!  https://t.co/6FzYktHtIH #Newsmax via @Newsmax_Media
899058298099425281 2017-08-19 19:59:36 -0400 <Tragic_Muppet> Hey @realDonaldTrump, the rest of the world isn't fooled, either.  https://t.co/XOG7qKAiYm
899058296841043968 2017-08-19 19:59:36 -0400 <bparkerhouse> @realDonaldTrump Boston Police Commissioner William Evans  “Overall everyone did a good job “99.9 % of people were here for right reason, to fight bigotry."
899058296664936448 2017-08-19 19:59:36 -0400 <ElementofLoyal> @realDonaldTrump @marty_walsh Jealous of a Mayor that can run a Government theme?
899058292294647813 2017-08-19 19:59:35 -0400 <sheila_manis01> @realDonaldTrump WRONG!
899058291963068416 2017-08-19 19:59:35 -0400 <kimanne123> @realdonaldtrump @potus PIGS OF A FEATHER  https://t.co/YHCfXynN9u
899058291870806017 2017-08-19 19:59:35 -0400 <kathy_sandoval> @realDonaldTrump  https://t.co/yVvmi3egnY
899058290310520832 2017-08-19 19:59:34 -0400 <ts519763Trump> @AHamiltonSpirit @realDonaldTrump @SpeakerRyan He won't be impeached, so you can keep dreaming Pal!
899058290214285313 2017-08-19 19:59:34 -0400 <BrianBr78335232> @AHamiltonSpirit @realDonaldTrump You don't know what a Nazi is commycrat
899058288406540288 2017-08-19 19:59:34 -0400 <tostitoo> @realDonaldTrump you didn't sound like a Dem cuck when Bannon was around.
899058286842060800 2017-08-19 19:59:33 -0400 <DeveloperTest14> @realDonaldTrump YOU NEED TO CLEAR THIS UP FAST. WITHOUT YOUR BASE, YOU WILL HANG.
899058283796873216 2017-08-19 19:59:33 -0400 <hutchnutah> @mteeple60 @joepalojoe @SouthwellLeigh @realDonaldTrump @wolfgangfaustX @bbusa617 @Ender316 @BrotherVet @Packin_Granny @MrsKHuie @Cernovich @PapaSaetan He said there are good people on both sides tell me this do you agree there's good people in the Nazi party? If you don't speak up  https://t.co/TSd95GH2OC
899058282744213504 2017-08-19 19:59:32 -0400 <DonnaDeFazio> @realDonaldTrump @BreitbartNews You must be terrified of #SteveBanished You are sucking his...extra hard.#NaziTrump #MAH8A
899058277597585408 2017-08-19 19:59:31 -0400 <the_liz> @lang8349 @Unpersuaded112 @realDonaldTrump Crap, just looked. Willie wrote that song...
899058274401751040 2017-08-19 19:59:30 -0400 <RuffusMD> @FrameGames @realDonaldTrump Don that was a anti Trump ralley
899058274351423489 2017-08-19 19:59:30 -0400 <springleopard72> @SniperMax25 @Y0urDrugDealer @AidenM_17 @Snapback4_6 @GabeFunk5 @H1tl3rAd0lf @Splinta_Xx @imalazybastard @notch @_Hnyx_ @ultimatePony67 @MrGaming2001 @fuel_ssbm @KJochensen @TheToastingGamr @Ultra__85 @MarcusKobke @SaNsMaLwArE @dylanjd1998 @figgernaggot3 @SociallyHowell @PyrocynicalVEVO @pewdiepie @realDonaldTrump @JohnScarce @LeafyIsHere @KEEMSTAR @h3h3productions @tweetsauce @BehindTheMeme @DolanDark @Me @MEME_B0T @HillaryClinton @LoganPaul @jk_rowling @Hitlerpie @WSJ @fuckisay @Germany @cnnbrk @FoxNews @CNN @CNNPolitics @cnni @CNNMoney @CillizzaCNN @danmericaCNN @CNNSitRoom Top 10 questions scientists still can't answer
899058273537540096 2017-08-19 19:59:30 -0400 <PhilDeCarolis> CNBC - Boston protests mostly peaceful, Trump praises police and says country will heal  https://t.co/4ONG9QI2nu  @CNBC @realDonaldTrump
899058273458020352 2017-08-19 19:59:30 -0400 <overheard100> @realDonaldTrump Sorry. Leader of the free world isn't for novices who need on-the-job training. You don't get do-overs.
899058272564424704 2017-08-19 19:59:30 -0400 <muggsy> @KarmaCafe2017 @AnaCabrera @donlemon @realDonaldTrump As I confirm  You hang with Nazis..you are
899058272040353792 2017-08-19 19:59:30 -0400 <LarsUnstable> @realDonaldTrump So, Afghanistan: did you decide of the fuchsia or the burgundy?
899058271595540480 2017-08-19 19:59:30 -0400 <akpathome4> @realDonaldTrump Why are you tweeting so much! Stop I hate seeing your ADHD irrational thoughts !
899058263924162560 2017-08-19 19:59:28 -0400 <MarkBowes3> @realDonaldTrump I heard you're pulling out of the Kennedy Center honors. You're father should have pulled out 72 years ago.
899058263521509379 2017-08-19 19:59:28 -0400 <girl_daisey> @TUSK81 Deport him to Russia, he can't spell has very small vocabulary  really can't speak English. @realDonaldTrump We could get him speak &amp; spell.
899058263383134209 2017-08-19 19:59:28 -0400 <LeoLionMAGA> @bartnbeka @NickGiammusso @SenSchumer @realDonaldTrump This media?   https://t.co/pA183xu21z
899058261059485696 2017-08-19 19:59:27 -0400 <marie48> @TheDemCoalition @MittRomney @realDonaldTrump He will never apologize, bullies don't do that.
899058256714252288 2017-08-19 19:59:26 -0400 <Herox_Aramu> @Mediagurucyn @TheLeftIsRacist @POTUS @realDonaldTrump @GeorgiaDirtRoad @SparkleSoup45 @TrumpsBlonde @PinkBelgium @jimlibertarian @ms_erika74 @gearmeister @blazebandit2015 @MycaLynn Uncle tom? WOW, racist much?Because all brown people have to share the same views? You make me sick
899058256475295744 2017-08-19 19:59:26 -0400 <brimfulofash> 👌🏼 @realDonaldTrump  https://t.co/U8m9gtYwIH
899058256362041344 2017-08-19 19:59:26 -0400 <elyse_gus> @realDonaldTrump This just is not true. Although we always need to improve it got WORSE during your candidacy and presidency. Your character precipitated it
899058253698617344 2017-08-19 19:59:26 -0400 <PollyHu46206583> @NYCSimmons @mastertwitteur @JoySharp58 @reedequalswin @TheLoveBel0w @zimmerwoman @PatsFanBen @MichaelCohen212 @cbg8r @MzT2UBoo @adamannapolis @POTUS @realDonaldTrump @NDCTrump @PastorDScott (T)Rump Roast.
899058249097515008 2017-08-19 19:59:24 -0400 <LynnPark4694> @LaurenMoffat15 @ShawnMc56440918 @AmericanVoterUS @realDonaldTrump @POTUS Nah gives word police something to do. Lol
899058249076416512 2017-08-19 19:59:24 -0400 <DougDoodles> @realDonaldTrump Does Antifa want to rule America? Will they permit us to fly Old Glory? I am phucking sick of watching intelligent ppl bullshite. #MAGA time
899058246970888192 2017-08-19 19:59:24 -0400 <ProphetDano> @realDonaldTrump I heard an account today of an old lady protester holding a flag who had the flagged ripped from her by Antifa thugs as she fell to ground
899058243820855296 2017-08-19 19:59:23 -0400 <Yoshi0Nicole> @realDonaldTrump let this sink before you start saying they are not really the issue  https://t.co/9APszfW1qC
899058241128112128 2017-08-19 19:59:23 -0400 <johncorriv> @realDonaldTrump whats the date when thats happening? 😂😂😂😂😂😂😂
899058236917207041 2017-08-19 19:59:22 -0400 <GrodyCount> @SenBobCasey @realDonaldTrump Hiding the true Democratic agenda by erasing history will only fail! The hiding of the Confederacy, only calls more attention of Dem history
899058236870934528 2017-08-19 19:59:22 -0400 <monsterchomps66> Part of the long plan. I'm so glad the people that are true to @realDonaldTrump thought it through before they cast their vote.  https://t.co/1WguvbywWm
899058234757074944 2017-08-19 19:59:21 -0400 <alt_noods> @everybodyzzmama @frog_god_pepe @AltBobAlmighty @alt_jabroni @ALT_uscis @realDonaldTrump @alt_labor (My mom told me the nuns hit her if she wrote left handed)
899058231003291648 2017-08-19 19:59:20 -0400 <jamgilcw> @realDonaldTrump The country will fully come together once you've left office in complete disgrace facing criminal prosecution.  #impeachtrump
899058230948753409 2017-08-19 19:59:20 -0400 <kentbernard64> @realDonaldTrump Code for:"Aryans will soon Unite! MakeAryansGreatAgain!"
899058230810222592 2017-08-19 19:59:20 -0400 <JohannesSofyan> @ByronYork When politics person &amp; media outplayed by @realDonaldTrump., &amp; now they trying to electrify the same old failed formula.
899058230730661888 2017-08-19 19:59:20 -0400 <jdmc199> @realDonaldTrump You are clueless. Out of touch with reality. Another rich bum that doesn't have a inkling of understanding or compassion.
899058226217570304 2017-08-19 19:59:19 -0400 <Verge19> @deena_stephens @SeanahanDotCom @docjohn61 @emh_rn @ffb1234 @glogh1 @TheBartPimpson @realDonaldTrump To paraphrase one of the worst presidents ever Trump "Wrong"...lol
899058224707420162 2017-08-19 19:59:19 -0400 <redzenradish> @realDonaldTrump You tweet this after you focus on a handful of troublemakers and ignore the tens of thousands  of peaceful protestors. You don't get it. Sad
899058220983095297 2017-08-19 19:59:18 -0400 <ElizabethMaho11> @Granner1 @2nd_Amend_Right @vikb73 @RyderIsKing @RandallBenge @realDonaldTrump @TheDemocrats @HillaryClinton @RepMaxineWaters "Girl" - 3000 followers, 25K tweets, min likes on your tweets...lol
899058218189631489 2017-08-19 19:59:17 -0400 <valkayec> @The_Trump_Train @realDonaldTrump What pro-Russian fake news site did you get this from?
899058217681993728 2017-08-19 19:59:17 -0400 <IrvBossert> @TalbertSwan @realDonaldTrump What do you want another stupid liberal afraid to do anything but talk
899058214096056322 2017-08-19 19:59:16 -0400 <bballmom1999> @realDonaldTrump  https://t.co/nPWI6RMXRQ
899058213156397058 2017-08-19 19:59:16 -0400 <trawetsla> @DailyLiberal1 @realDonaldTrump he's sniffing his finger after pulling it out of his ass, believe me
899058211810144257 2017-08-19 19:59:16 -0400 <sophieandlili> @thepatdugan @realDonaldTrump He's so dumb. I can't take much more.
899058209972813824 2017-08-19 19:59:15 -0400 <adriangcastro> Lynching in America: Learn about the History of America!  @realDonaldTrump @IvankaTrump @TonyRobbins @CivilRights   https://t.co/v1bpLyOJmB
899058207989084162 2017-08-19 19:59:15 -0400 <laurabrevitz> @ProfSybill @JeremyMVice @QueenieG2017 @realDonaldTrump @RemusJLupin2017 @porpentina2017 @SlythSeeker2017 @Tonks2017 @LilyPotter_DA @Wiress_2017 @CMDR_Paylor @Norberta36 @Dobby201765 A bot. Block, don't interact, don't RT. It's what he needs.
899058207267717120 2017-08-19 19:59:14 -0400 <phickeyma> @realDonaldTrump @JoeConchaTV @marty_walsh Great job...what the heck were they protesting?  They still angry they lost the election?
899058205988462592 2017-08-19 19:59:14 -0400 <Shimha18> @counterchekist @realDonaldTrump @BarackObama It feels great to unfollow @realDonaldTrump...#UnfollowTrump...
899058205497724929 2017-08-19 19:59:14 -0400 <jg_stripe> @realDonaldTrump So who was your golf game today .. did you break 100? What time are u playing tomorrow? That Obama really played way too much, huh?
899058205187112960 2017-08-19 19:59:14 -0400 <wellslynda43> @oakgrove99 @politicalseason @RetiredMan01 @IngrahamAngle @realDonaldTrump Haha stop your killing me 😅😆😄😃
899058204486782976 2017-08-19 19:59:14 -0400 <Tufnel1970> @realDonaldTrump @BreitbartNews Just cause you spew out "Fake News" it doesn't mean it is. You're just a slogan.
899058204298141698 2017-08-19 19:59:14 -0400 <KellyKofron> @immigrant4trump @realDonaldTrump @KevinJacksonTBS Yep. Get the eff out.
899058203039735809 2017-08-19 19:59:13 -0400 <OldSchoolDonzi> @MJGriffin_ @realDonaldTrump Maybe its Connecticut?
899058202993721344 2017-08-19 19:59:13 -0400 <Kathtinderfire> @Sensei415 @LiberalLecter @realDonaldTrump That's a misnomer Fox is not a source for facts. They claim to be an entertainment entity so they don't have to be factual. Its on record.
899058199164276736 2017-08-19 19:59:13 -0400 <ArloTWalker> @realDonaldTrump Now, if you would speak out against the bigots and tell them you no longer want their support...
899058195825659905 2017-08-19 19:59:12 -0400 <DougDoug561> @realDonaldTrump @BreitbartNews he's going to rip you a new one Einstein ..
899058190800662528 2017-08-19 19:59:11 -0400 <MoscueG> @realDonaldTrump ...but GROPER claims he is VERY SMART! #Charlottesville #BostonResist  #PoorMelania #TrumpKKK  https://t.co/aVZCbLUcEn
899058190540656640 2017-08-19 19:59:10 -0400 <drgates> @realDonaldTrump You remember Hillary actually won though, right? Like you could forget that. It still makes you cry in the night.
899058186895761409 2017-08-19 19:59:10 -0400 <vivan_odell> @LarellAngle @pastormarkburns @realDonaldTrump  https://t.co/xyQpFar5ID
899058182391300097 2017-08-19 19:59:09 -0400 <KASalerno2350> @SethAbramson @Cup_of_Joe2 Some venues actually donate the space to charity orgs, you don't take the fees @realDonaldTrump
899058181569216512 2017-08-19 19:59:08 -0400 <jjakepap> @realDonaldTrump You are a joke!  Please resign now!
899058181032124418 2017-08-19 19:59:08 -0400 <swelsh4> Now that I'm no longer welcomed at @CampingWorld per their CEO, gives me more money to donate to @realDonaldTrump and @GOP.  https://t.co/CvjBCTaqfw
899058180570959872 2017-08-19 19:59:08 -0400 <Wildmanwings> @Lawrence @realDonaldTrump @BreitbartNews Well I suggest the communist start being afraid, America has never liked them and isn't starting now
899058180432572416 2017-08-19 19:59:08 -0400 <thejacques4> @realDonaldTrump As soon as you resign and GOP-iban go bye bye ... we'll be better.
899058178612002816 2017-08-19 19:59:08 -0400 <InigoSwagtoya> @Bonnie_219 @Genie115 @BonnieMac29 @immigrant4trump @realDonaldTrump Your name is tRump. Your insult required the iq of a 5 year old
899058178180005888 2017-08-19 19:59:08 -0400 <chanaro103> @NYDailyNews @NancyPelosi President @realDonaldTrump response was he right one. Your making a big deal and dividing this Nation both @ fault
899058177831862274 2017-08-19 19:59:07 -0400 <BugHunt> @whartonrigby @realDonaldTrump Yeah, but for the life of me I don't get it. Why now? They were just as bad last year as 100-years ago.
899058175751577600 2017-08-19 19:59:07 -0400 <Ferndog257> @rjoseph7777 @realDonaldTrump Absolutely inspiring. Can't wait for the sequel.
899058174782779392 2017-08-19 19:59:07 -0400 <MikeParentLEAP> @LNationalist25 @DC_Resister_Bee @realDonaldTrump I'm willing to concede in this rally there were a lot of good people though. Also a few "others"
899058173616820225 2017-08-19 19:59:06 -0400 <Headlines4You> This jackass just added 10 feet to the wall.  @realDonaldTrump  https://t.co/UGpbvBbZvq
899058171112771585 2017-08-19 19:59:06 -0400 <JulieKay0914> @A_l_a_n__G @TrueFactsStated @realDonaldTrump Love this!
899058167941918722 2017-08-19 19:59:05 -0400 <NoUseForTrump> @realDonaldTrump @POTUS @VP @KellyannePolls @SpeakerRyan @SenateMajLdr @HouseGOP @SenateGOP @FoxNews @BreitbartNews @infowars @DRUDGE_REPORT  https://t.co/eHDIT8BomU
899058163709747200 2017-08-19 19:59:04 -0400 <NerradoHerrera> @DC_Resister_Bee @realDonaldTrump So now it's Nazi's? What happened to Russia? I thought Putin and Bannon ran the USA? SMDH
899058161629487104 2017-08-19 19:59:04 -0400 <me9216> @GiGicmka @NancyCox6 .@realDonaldTrump.@POTUS HEAR THE MESSAGE FROM BOSTON!Your hate filled message &amp; nazi,white supremacist, kkk supporters are LOSERS LIKE YOU!
899058160928907266 2017-08-19 19:59:03 -0400 <raojenkins> @BombPainting @pines_lois @AHamiltonSpirit @Dollfinish @immigrant4trump @Pnt4Jesus @realDonaldTrump Racist troll reported and blocked
899058160606031873 2017-08-19 19:59:03 -0400 <bubblehead82l> @realDonaldTrump I agree w/@RealJamesWoods &amp; other's who've said same. Ignore #MSM &amp; it'll drive'em CRAZY! But it's a short drive as it is!  https://t.co/SqZmskyW0f
899058159658061824 2017-08-19 19:59:03 -0400 <passionflower92> @realDonaldTrump Patriots speaking out against bigotry and hate you promote. We aren't going to unite with racists and misogynists.
899058155811885056 2017-08-19 19:59:02 -0400 <revlgt> @realDonaldTrump Please pray for our President! Especially with the chaos happening in the country. @realDonaldTrump @POTUS #Pray
899058155061202944 2017-08-19 19:59:02 -0400 <PsycheNicole> @ABCPolitics @realDonaldTrump Well look at that!
899058153316167680 2017-08-19 19:59:02 -0400 <kat72704> @realDonaldTrump Let's start with you!
899058153291005952 2017-08-19 19:59:02 -0400 <Isfahannougat> @realDonaldTrump #heal v #heel ppl are so trivial it is the message that is been lost
899058152758546432 2017-08-19 19:59:01 -0400 <topherralph> @realDonaldTrump @marty_walsh Probably since the protesters who were there to protest nazis were peaceful
899058148916572160 2017-08-19 19:59:01 -0400 <mifid> Corporate #taxreform negotiators aim above #Trump's 15 percent pledge. @realDonaldTrump @investorseurope   https://t.co/mPId063Nz4
899058147188293638 2017-08-19 19:59:00 -0400 <nink411_linda> @DC_Resister_Bee @realDonaldTrump As soon as Obama rejects BLM. Oh wait, he had them to the White House. Idiot
899058146949378052 2017-08-19 19:59:00 -0400 <BillieRich17> @TeaPainUSA @realDonaldTrump What Don? Come together as one Nazi group? Too little too late.
899058144319557633 2017-08-19 19:58:59 -0400 <tanya123spa> @liamstack @YesYoureRacist @realDonaldTrump So we're those tweets from one of the "good people" Trump was defending? #JustAsking
899058144013320192 2017-08-19 19:58:59 -0400 <docjewell21> @JoyAnnReid for real, @realDonaldTrump just...  https://t.co/CY5fT2frfx
899058142667055104 2017-08-19 19:58:59 -0400 <cw13131313> @realDonaldTrump Would that be the same ones you called "°anti-police agitators" in your earlier tweet today? Can't have it both ways, Donald.
899058142440439808 2017-08-19 19:58:59 -0400 <smallsoulbites> @realDonaldTrump   You make an ass out of yourself every time you tweet about Hillary like this. Have you seen any other president do this?  https://t.co/YBDqBxfsXa
899058142419460096 2017-08-19 19:58:59 -0400 <keep_summe_safe> @realDonaldTrump @kissimmeepolice Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi Nazi
899058141857501184 2017-08-19 19:58:59 -0400 <CharlesLaramie> @darkcloudkilla @realDonaldTrump @marty_walsh Most of them are! There are some who just look for violence to assuage their own hatred but not the majority of them!
899058136715284480 2017-08-19 19:58:58 -0400 <A_l_a_n__G> @TrueFactsStated @realDonaldTrump   https://t.co/fUU1p0cMb0
899058136127946752 2017-08-19 19:58:58 -0400 <clantro> @itsskitime @realDonaldTrump No reports of looting that I can see so far, but they usually wait for the sun to go down. Antifa was throwing urine at the Boston PD
899058132336480256 2017-08-19 19:58:57 -0400 <themefromajackl> @getongab @realDonaldTrump Well done Gab! I'll be joining tonight
899058131350818816 2017-08-19 19:58:56 -0400 <Toby_Westlake> @realDonaldTrump So unfair! 🤣
899058128687435776 2017-08-19 19:58:56 -0400 <grey_sister> @ezlusztig @realdonaldtrump is thinking of the excuses he used when he chickened out serving his country, that's why he used 'heel'
899058127722618880 2017-08-19 19:58:55 -0400 <alt_noods> @everybodyzzmama @frog_god_pepe @AltBobAlmighty @alt_jabroni @ALT_uscis @realDonaldTrump @alt_labor You're also right handed lol
899058127689011201 2017-08-19 19:58:55 -0400 <Desert2theSea> @614swat @GrizzleMaximus @realDonaldTrump If there is a war these types will be cannon fodder. Big talk but when confronted they run away.
899058127475286016 2017-08-19 19:58:55 -0400 <piradawg28> @LisaFit02584586 @AHamiltonSpirit @realDonaldTrump Why can't people just sit back and let stuff play it off before jumping to conclusions. These people was waiting for him to do anythingwrong
899058125482766337 2017-08-19 19:58:55 -0400 <joshuaxhunter> @realDonaldTrump Following advice I see. America's on to you. The 180 didn't go in noticed and the past is not forgotten.
899058124686012416 2017-08-19 19:58:55 -0400 <rottenblackcats> @realDonaldTrump @BreitbartNews As long as you continue align yourself with Bannon and Breitbart, you remain on the side of hate. Your agenda is intolerance and violence.
