1100183661457166336 2019-02-25 18:59:59 -0400 <JParks09450273> @JacobAWohl @realDonaldTrump READ MY LIPS, not ALL Americans are with him at all!!!!! 🤢🤮
1100183544163454977 2019-02-25 18:59:32 -0400 <nightwingilovey> @realDonaldTrump You didn't write this
1100183542666018816 2019-02-25 18:59:31 -0400 <itstoughout> Seriously @realDonaldTrump only a total pathetic LOSER  talks about himself in glowing terms, using phrases like “your favorite,“ “the best,” and patting his own back over perceived accomplishments.  You are a total embarrassment. Just STOP!! #TrumpIsALoser #embarrassingPOTUS.
1100183539771830272 2019-02-25 18:59:30 -0400 <Cbrahney> @realDonaldTrump Hmmm never heard Spike mention your name, were you confused by: “Make the moral choice between love versus hate” and "Do the right thing"?
1100183539600056320 2019-02-25 18:59:30 -0400 <duviervergel> @UnaTalAndreaLB @petrogustavo @realDonaldTrump Ojalá pero no,ya a mis 42 años se me vería como feo empezar a esta edad a consumir esa vaina, dejemos mejor a Petro que desde joven lo hace y ya está acostumbrado
1100183538710781952 2019-02-25 18:59:30 -0400 <Miamichris1> @realDonaldTrump 😂😂😂😏  https://t.co/PV4QXJPp7R
1100183537720774656 2019-02-25 18:59:30 -0400 <puzzlecats> @realDonaldTrump I’m begging you.....please don’t come back. Stay there with him and be criminals together. I wonder what you will do this time to embarrass us. Since you don’t read well.....have a note taker with you this time. Please someone read this to his royal highness.  https://t.co/bNRfgEXQyF
1100183537637040129 2019-02-25 18:59:30 -0400 <LewPharmD> @realDonaldTrump  https://t.co/VI9rqiFOPp
1100183533707034624 2019-02-25 18:59:29 -0400 <dreger_dana> @realDonaldTrump You could have just told Kim that you have bone spurs and could not make it; it worked so well before...
1100183533111390209 2019-02-25 18:59:29 -0400 <kenayb> @realDonaldTrump Remember Kenya’s day at your office?😂😂😂😂 An embarrassment. YOU CAN BE BOUGHT WIYH PRAISE SUCH A LITTLE NOTING.
1100183532159361024 2019-02-25 18:59:29 -0400 <rcolema75> 2/25/19 Oh, cry us a river when it comes to these Trumps! #DudeGoCryToDad @realDonaldTrump   #MuellerInvestigationPLEASEhurryAndReport!  https://t.co/xbU1qUYCNK
1100183531429482497 2019-02-25 18:59:28 -0400 <Heissenbuttel> "with all due respect"  Please stop using this phrase for @realDonaldTrump. None is due to the man, only the office.
1100183520687915009 2019-02-25 18:59:26 -0400 <barbara_porteus> @RobsueCastaneda @EdKrassen My entire left heel is a massive bone spur. Doesn’t get better. Just gets larger. If yours ever existed, it would still be on the X-ray @realDonaldTrump
1100183518045503488 2019-02-25 18:59:25 -0400 <josexavierusa> @realDonaldTrump But Mr. President when something will be done??? She is still free and talking 🚽
1100183515818274816 2019-02-25 18:59:25 -0400 <yfernandez82> @realDonaldTrump Please help I need to know who to report a Hospital to that has price gouged Medicare. I have called Medicare and they said there was nothing to do. Bill for 1/2 day heart stents Billed $184,773.61 (REALLY)
1100183515558277120 2019-02-25 18:59:25 -0400 <MandichTony> @donnasfineart @realDonaldTrump Now ain’t that the truth!
1100183514505535492 2019-02-25 18:59:24 -0400 <EEKinkade> @TomFitton @JudicialWatch @AdamSchiff @realDonaldTrump @LouDobbs @FoxBusiness I have no idea. Disband it along with Dept of ED.
1100183514073493509 2019-02-25 18:59:24 -0400 <SandroIsaack> @realDonaldTrump So “Make the moral choice between love versus hate.“ is a racist hit on the president? Care to explain, sugarplum?
1100183513670639616 2019-02-25 18:59:24 -0400 <JimBramlage> @JeffreyGuterman @realDonaldTrump Nothing burger.
1100183512039280640 2019-02-25 18:59:24 -0400 <PATRICK17560139> @GilAnderson15 @realDonaldTrump Keep drinking the koolade.
1100183509249990657 2019-02-25 18:59:23 -0400 <AdnanJazunaj> @realDonaldTrump Trump is a geeza
1100183507677130753 2019-02-25 18:59:23 -0400 <JayInfoSec> @BretStephensNYT @elonmusk @realDonaldTrump Bret: How can I stay relevant? Bret: Compare well liked individuals to Trump Bret: ...profit?
1100183503977803777 2019-02-25 18:59:22 -0400 <koss_pa> @UGAGrad @wildaortiz @realDonaldTrump I should keep my comment to myself.
1100183502216032257 2019-02-25 18:59:22 -0400 <432hzFreq> @alkforex @arvid_erickson @krassenstein @realDonaldTrump You said, "my comment was more geared for less help not to ignore need." You also said that you don't romanticize live because of the business world. That's pretty clear what you are saying. Now I agree with your second comment. That is a valid solution.Incentivize from bottom-up
1100183500613926912 2019-02-25 18:59:21 -0400 <winecat> @MDSTILLWELL @JohnSprecher1 @realDonaldTrump Um don’t know where you’re getting your information but you’re mistaken.  Turn off fox state news and read a newspaper.  You’ll be amazed what you learn.
1100183498436931584 2019-02-25 18:59:21 -0400 <32jim2> @Lrihendry @realDonaldTrump Reason Kim agreed  to Vietnam is that was the War America Lost and had to Flee! Guess we can call the President Hanoi Don now!
1100183495710633984 2019-02-25 18:59:20 -0400 <HowardH50327812> @realDonaldTrump Will there blow more details on CNN tonight? Will Don Lemmon or Anderson  Cooper be covering this ?
1100183495517880320 2019-02-25 18:59:20 -0400 <TallTallDaddy> @realDonaldTrump your inferiority complex is showing
1100183495304011776 2019-02-25 18:59:20 -0400 <JThirtyThree> @realDonaldTrump  https://t.co/Q9SJ1Qfjay
1100183493529792514 2019-02-25 18:59:19 -0400 <Dealazer> @realDonaldTrump Resources will be future problem. Making metalls and ideal gas expensive. War on trade is just meaningless unless taxes point out to pollution.
1100183492669755392 2019-02-25 18:59:19 -0400 <Transgenia> @mickypassik @ChatByCC @realDonaldTrump I most certainly don't agree with her views, for what it's worth!
1100183492141432832 2019-02-25 18:59:19 -0400 <danileighj> @ItsMeCathi @realDonaldTrump holy shit he did an amazing thing and you're gunna pick it apart by saying he couldn't have tweeted this?! #stopyourbitching why do people like you always have to find even the SMALLEST THING that isn't even a thing to begin with... 🙄
1100183491168194560 2019-02-25 18:59:19 -0400 <cyndi188> I agree with Senator @tedcruz: El Chapo's ill-gotten gains should go to fixing the problem and securing the border. Support Ted's #ELCHAPOAct to help @realdonaldtrump #BUILDTHEWALL:  https://t.co/sllVCT0lYY
1100183491151650817 2019-02-25 18:59:19 -0400 <HoytEllis33> @realDonaldTrump How stupid can one person be?   More American tax dollars going down the drain to satisfy an unhinged President need to be right (about everything and anything).
1100183490413375488 2019-02-25 18:59:19 -0400 <KarenSt63236387> @realDonaldTrump Now you go to Vietnam? Take care of those bone spurs DRAFT DODGER!!
1100183490325168128 2019-02-25 18:59:19 -0400 <redwuzhere> @PressSec @realDonaldTrump  https://t.co/snEw4sfqHP
1100183489390039040 2019-02-25 18:59:18 -0400 <thays3775> @TheRightMelissa @realDonaldTrump @DJohnsonPGA Of course not, it doesn't fit into they're racist narrative. Hopefully voters will see the truth. Probably the least racist president in a long time
1100183488655998976 2019-02-25 18:59:18 -0400 <RoselynRyan8> @vhall4God @realDonaldTrump Yes it was awesome if you don't mind you can follow me back and we can chat more if you want to
1100183487099871234 2019-02-25 18:59:18 -0400 <TrumpWise> @realDonaldTrump Dimmies HATE did little to get the LALA American to protect us from the SKUM that pours into SammyLand.
1100183486755950594 2019-02-25 18:59:18 -0400 <LaurelJeannine> @realDonaldTrump  https://t.co/tQExqf9ExD
1100183486684639232 2019-02-25 18:59:18 -0400 <ShirleyMicheli3> @DineshDSouza @realDonaldTrump At least he isn't treasonous, like the Bush family! NWO/ILLUMINATI freedom usurpers.
1100183484981755904 2019-02-25 18:59:17 -0400 <DavidJo43155248> @AdamAmato2 @krassenstein @realDonaldTrump @GOP Sadly, Dems and a lot of GOP are in it for power. Our POTUS is the only one that has ever left a billion dollar lifestyle to try and make our country a better place for all. For every color, race and gender all while the Democrats call him a racist, sexist and bigot.  https://t.co/sVbwyX8u77
1100183483249553410 2019-02-25 18:59:17 -0400 <Eirerogue00> @realDonaldTrump Bring Bob Levinson home from Iran!
1100183482981068800 2019-02-25 18:59:17 -0400 <POOBAHPOX> @Marknovakusa @thedailybeast @realDonaldTrump Trump no longer destroys himself he continually destroys the office of the presidency! He was a POS criminal when the sorry SOB’s voted him into office &amp; he will continue to be when he leaves but this time the state of NY is waiting and I hope he “goes up the river” #Sing Sing  https://t.co/bVSzRWmEGe
1100183482947506176 2019-02-25 18:59:17 -0400 <sky_dvr> @Lrihendry @realDonaldTrump LMFAO!
1100183480665747456 2019-02-25 18:59:16 -0400 <zxg911> @michaelology @washingtonpost I am a skilled blue collar union worker. I have worked close with hundreds of people. The lunch room is the place where all sorts of people from everywhere communicate. BS &amp; deep subject. The way @realDonaldTrump speaks to the people is exactly as though he is sitting with us.
1100183479243948032 2019-02-25 18:59:16 -0400 <Seebert50> @realDonaldTrump @Varneyco Because a wall is not the best solution for border security.
1100183476618182656 2019-02-25 18:59:15 -0400 <batsflywest> . @realDonaldTrump
1100183476618162177 2019-02-25 18:59:15 -0400 <JakeBrownArt> @realDonaldTrump  https://t.co/lJ9YlWUx3H
1100183474441539585 2019-02-25 18:59:15 -0400 <karenknitssocks> @realDonaldTrump  https://t.co/kPPSgvrk3U
1100183473980084229 2019-02-25 18:59:15 -0400 <MrInaccessible> @realDonaldTrump
1100183466426204162 2019-02-25 18:59:13 -0400 <LewPharmD> @realDonaldTrump  https://t.co/0CJvb8aURu
1100183465708974080 2019-02-25 18:59:13 -0400 <OYIN_OBJ14> @realDonaldTrump Great!!!
1100183465377648640 2019-02-25 18:59:13 -0400 <mitchelljl1> @RealCandaceO @realDonaldTrump It sounds like Cicero quote fits perfectly to describe the Trump Crime organization.  https://t.co/54KCcNnuaN
1100183465167937536 2019-02-25 18:59:13 -0400 <SusanSorg2> @AprilDRyan @realDonaldTrump He can’t, and won’t answer, April.  He’s moved on to another shiny object. 🙄
1100183460273102853 2019-02-25 18:59:12 -0400 <camejoysa77> @realDonaldTrump Spike Lee is just like Al Sharpton! Exploit his own people for personal gain!!
1100183459522326530 2019-02-25 18:59:11 -0400 <JimWhite1960> @KarolRhodes13 @ChatByCC @realDonaldTrump @WhiteHouse Some folks are absolutely enraged by POTUS successes. Korean war is over thanks to him....no matter how badly you wish they'd fire off a nuke at the USA just to spite him. Think about it....how badly would you damage this country because Hillary will never be POTUS?
1100183459170078720 2019-02-25 18:59:11 -0400 <mpainter1964> @realDonaldTrump #BuildTheWall
1100183457911721984 2019-02-25 18:59:11 -0400 <_oldmandownther> @realDonaldTrump @just_security @WashTimes @Shareblue @politicususa @CNNPolitics @HuffPostPol @KyKernel @funder @YahooNews @intelligencer @people @HuffPostWomen @thenation @truthout @FBIAgentsAssoc @FBI @USMarshalsGov @USMarshalsHQ @vicecanada @HuffPostEnt @USATODAY @GloriaAllred @DoubleXMag @GOP @FoxNews @YouTube @BreitbartNews @MailOnline @thedailybeast @JoyVilla_ @CLewandowski_ @ABC @LawyerRogelio @maziehirono @WSJ @chrissyteigen @nypost @freep @ELLEUK @TheSource @POTUS @thedailybanter @MetroUK @FBILosAngeles @FBIBoston @FBIWFO @TheJusticeDept 301: #TrumpAndRape #PIMPOTUS #ITMFA #HowToxicIsTrump? Former campaign staffer alleges in lawsuit that Trump kissed her without her consent.  https://t.co/tKpKbBe0Tf … “I felt sick to my stomach,” she said. “That was what he did to me.”
1100183457601269760 2019-02-25 18:59:11 -0400 <Wflame2Wayne> @realDonaldTrump Thx Mr President Trump for backing our Military and our Police Officers, Fire Firefighters, Border Patrol, ICE and many more! The ones that keep this country in working order that the Dems hate so much? Thx again! Start putting all released illegals by Dems hm’s!
1100183457144233985 2019-02-25 18:59:11 -0400 <johnterlizzi191> @realDonaldTrump I hope cohen spill the beans on you
1100183456749883392 2019-02-25 18:59:11 -0400 <IceTroII> @GobAbiertoBOL @realDonaldTrump Ejecting brass from his magnum like it's 1898  https://t.co/E8bHELlLGY
1100183455369814016 2019-02-25 18:59:10 -0400 <SarahJKS77> @realDonaldTrump @Varneyco Among the rest, three Republicans said they oppose the money, several evaded a direct answer, and the rest simply refused to respond to the question.  And that was back in 2017 when the GOp owned both Houses. So why act stunned that it's still the same?
1100183451561590784 2019-02-25 18:59:09 -0400 <sailor_man_dan> @GOP @realDonaldTrump Guaido’ is NOT the President, interim or otherwise.
1100183438127218688 2019-02-25 18:59:06 -0400 <fenix1100> @8asesores @Edd_Campe @realDonaldTrump @lopezobrador_ 😂 😂 Porque los mandamos a chiflar el 1 de julio he igualmente mandaremos a morena si nos quedan mal aun así si AMLO hace bien las cosas ya que morena no es solo AMLO. Pero para poder calificar al presidente como a los demás aun falta ya que no se puede hacer en unos meses o año
1100183435447070720 2019-02-25 18:59:06 -0400 <TexasRed512> @AJuangarcia2 @scout_226 @AOC @realDonaldTrump has children, been married, ran a business, bought a home, managed people, had a professional job, not sure on what a "local committee" is or what qualifies for so lets just say he hasn't done that. 6/7&gt;0/7 trump wins.
1100183434750763008 2019-02-25 18:59:05 -0400 <OptimisticPer10> @JimKilbane @realDonaldTrump Interesting contrast.
1100183434708676608 2019-02-25 18:59:05 -0400 <ramoscraig821> @realDonaldTrump Even Lincoln?
1100183431172939776 2019-02-25 18:59:05 -0400 <ashishkumerdas> @realDonaldTrump  https://t.co/GKNZSzNhOW
1100183430069927941 2019-02-25 18:59:04 -0400 <Joebonic_> @rak_f1 @realDonaldTrump Yes, flip his star off in response to him bringing an American hostage home. Wonderful.
1100183427783962625 2019-02-25 18:59:04 -0400 <LeftyNextdoor> @realDonaldTrump I wonder how much the market will fall if these talks don't work out.
1100183427586887680 2019-02-25 18:59:04 -0400 <NstyWmnWendy> @PressSec @realDonaldTrump "Won"....if cheating implies "winning".
1100183424604745733 2019-02-25 18:59:03 -0400 <macwebb> @spidermom215 @realDonaldTrump Yes, perhaps you should focus on the 17 Federal, State and Civil CRIMINAL investigations you are currently under OR the hundreds of children who may never see their families again...
1100183421782032386 2019-02-25 18:59:02 -0400 <JDSalant> .@GovMurphy says he’ll try to change @realDonaldTrump’s mind on Gateway tunnel in face-to-face meeting with president  https://t.co/nPNpezXjWz
