1100183661457166336 2019-02-25 18:59:59 -0400 <JParks09450273> @JacobAWohl @realDonaldTrump READ MY LIPS, not ALL Americans are with him at all!!!!! 🤢🤮
1100183659536109568 2019-02-25 18:59:59 -0400 <MandichTony> @AMHotFlash @donnasfineart @realDonaldTrump It really makes the point, doesn’t it? Lol
1100183657615106051 2019-02-25 18:59:59 -0400 <sgross1> @eugenegu @realDonaldTrump Just shut it and go away! You and your partisan ignorance is tiring.
1100183657371832320 2019-02-25 18:59:58 -0400 <SusanForAnimals> @realDonaldTrump @Varneyco Simplest explanation possible: Because it won't work!
1100183655517954048 2019-02-25 18:59:58 -0400 <xenas96> @realDonaldTrump is a blob of smegma.
1100183655266373633 2019-02-25 18:59:58 -0400 <AlanLunin> @AprilDRyan @RobCalfee @realDonaldTrump #Donald does not deserve a "sir."
1100183652829261824 2019-02-25 18:59:57 -0400 <asskickerofyou> @DavidMPollack @Fahrenthold @nycsouthpaw @realDonaldTrump And their good news is our bad news.
1100183648266055680 2019-02-25 18:59:56 -0400 <cfuhrer> @Lrihendry @realDonaldTrump What has this to do with the conversation?
1100183648035192832 2019-02-25 18:59:56 -0400 <SexCounseling> @realDonaldTrump If anyone can bring our hostages home, it is you Mr. President!   God Bless you and safe travels🙏🏻
1100183647884374016 2019-02-25 18:59:56 -0400 <JimBramlage> @mischia5 @JeffreyGuterman @realDonaldTrump You wasted a day. There's nothing there.
1100183647250874368 2019-02-25 18:59:56 -0400 <trubluelefty> @David_Leavitt @realDonaldTrump He should be careful, with such a poor diet. Karma
1100183646894460929 2019-02-25 18:59:56 -0400 <ecclesias> @LMAO_in_Fla @realDonaldTrump Why can you not understand this? Why can you never admit when you don't know something!  You jeopardize our country with your foolish pride.  Kim eill play you like a fiddle.
1100183645187440640 2019-02-25 18:59:56 -0400 <ElPortal24> @ABC You need to apologize to the thousands of families of dead Venezulans that Maduro has excuted. @marcorubio @Diego_Arria @realDonaldTrump @Almagro_OEA2015 @CNNEE  @cristiancrespoj @carlaangola @jguaido @AmbJohnBolton @jairbolsonaro @IvanDuque @AlbertoRodNews  @CaraotaDigital
1100183641949384704 2019-02-25 18:59:55 -0400 <educounselor4> @auntiekar @RepMattGaetz @realDonaldTrump Absolutely false. No voter fraud was proven anywhere. Except the Republicans attempts to block voter registration.
1100183639055319040 2019-02-25 18:59:54 -0400 <snoopbuzz> @PressSec @realDonaldTrump When you applaud the president for tweets against people on their death bed. America loses.
1100183638887546880 2019-02-25 18:59:54 -0400 <Deeanna98425031> @Lrihendry @realDonaldTrump successful at what?...a photo op...?
1100183637339693061 2019-02-25 18:59:54 -0400 <bendoverdonny> @realDonaldTrump YOU WIN AGAIN! You've won LAST place in the Presidents race. You even lost to NIXON!
1100183637130133504 2019-02-25 18:59:54 -0400 <ejc032_ej> @Lrihendry @realDonaldTrump Actually, we are hoping he stays there - you know for a year or two since he bailed on the Vietnam War!! #CadetBoneSpurs
1100183635595014145 2019-02-25 18:59:53 -0400 <JudyMWhite2> @realDonaldTrump What about the Russian detainee?
1100183634940702720 2019-02-25 18:59:53 -0400 <skg8147> @MaguireRobbie @realDonaldTrump @Varneyco Ugh!!  Then we would have four more years of people whining about  Russia, etc., Etc!!  Four more years of excuses as to why they lost the election!
1100183632319258624 2019-02-25 18:59:53 -0400 <treva21448150> @michaeljknowles @realDonaldTrump Brilliant idea😂😂👍
1100183631140737024 2019-02-25 18:59:52 -0400 <jmsteiner8> @DJohnsonPGA @realDonaldTrump Let me know if you guys ever need a fourth
1100183628691193857 2019-02-25 18:59:52 -0400 <stopthegraystat> @scrowder @Olympics @CNN @CBCNews @realDonaldTrump @DonaldJTrumpJr @FLOTUS (making the white house gorgeous again)
1100183628263260160 2019-02-25 18:59:52 -0400 <Diane_Smith_> @SMLBound @RepMaxineWaters @realDonaldTrump She actually "admitted" she was "disappointed" the Smollett hoax wasn't real.
1100183627143344128 2019-02-25 18:59:51 -0400 <dungenessNW> @realDonaldTrump  https://t.co/Qjoi2kbAsX
1100183626640248832 2019-02-25 18:59:51 -0400 <FrancKarmela> @marcorubio @realDonaldTrump @POTUS
1100183626535395329 2019-02-25 18:59:51 -0400 <nancynonyabiz> @realDonaldTrump @Varneyco RINO
1100183625713078272 2019-02-25 18:59:51 -0400 <Shellyrwanda> @realDonaldTrump Keep your hand above the table and off of your phone.  Your bro friend can wait to serve you.
1100183624966520833 2019-02-25 18:59:51 -0400 <YordiTM> @realDonaldTrump The Senate wasn't in danger.  The house was , and you got taken to the cleaners in the house.
1100183624924712962 2019-02-25 18:59:51 -0400 <ELCARRERO23> @sol651 @GNBoficial @marcorubio @MarioDB @POTUS @realDonaldTrump creo q si se sigue con la diplomacia, solo quedarán mas muertos en el camino, los colectivos son brazo armado del chavismo y son usados para atacar al pueblo desarmado y ahora a la policia colombiana
1100183618989768706 2019-02-25 18:59:49 -0400 <TSully95281583> @LindseyGrahamSC @realDonaldTrump And if you think that N Korea won’t make promises with intentions to break these promises you are sadly mistaken. We cannot and should not trust them ever!
1100183612220071938 2019-02-25 18:59:48 -0400 <karenknitssocks> @Lrihendry @realDonaldTrump  https://t.co/rvjSgX1qIq
1100183611947536385 2019-02-25 18:59:48 -0400 <TrumanElena> @SecPompeo @realDonaldTrump Blessings!!
1100183611368722441 2019-02-25 18:59:48 -0400 <k_laionela> @michaeljknowles @realDonaldTrump Lol
1100183610928312322 2019-02-25 18:59:47 -0400 <carrollbland> @EarlOfEnough @realDonaldTrump What a big brave man, right?
1100183608428556293 2019-02-25 18:59:47 -0400 <Mamk627Lano> @realDonaldTrump Would be nice if trump could READ, but he can't. Trump is a racist &amp; exactly WHAT has he done? NOTHING!!! TAX BREAK? REALLY? THAT ONLY HELPED THE WEALTHY
1100183605945516033 2019-02-25 18:59:46 -0400 <luislucesg> @carlaangola los venezolanos incluyendo a ti saben que esa declaración del Cartel de Lima es algo sin importancia, porque @realDonaldTrump está decidido a apoderarse del petróleo de Venezuela y por eso no soltara a su Tonto Útil que se le ofreció. por tal Benz. Estará en alerta
1100183605639147520 2019-02-25 18:59:46 -0400 <GordonTable> I agree with Senator @tedcruz: El Chapo's ill-gotten gains should go to fixing the problem and securing the border. Support Ted's #ELCHAPOAct to help @realdonaldtrump #BUILDTHEWALL:  https://t.co/PonqQig4ZA
1100183604171366400 2019-02-25 18:59:46 -0400 <BrianBurwell> @Unsucchiacazzi @realDonaldTrump Luckily, a wall isn't critical infrastructure.  Chris, how would you like to do something incredibly noble?  https://t.co/CpANYuvllI
1100183603915431936 2019-02-25 18:59:46 -0400 <ojay50> @cococohen @realDonaldTrump i think u mispelled dumb,
1100183603525402624 2019-02-25 18:59:46 -0400 <joyreaper> @tedlieu @POTUS @realDonaldTrump It's an emergency!  The opioid crisis is out of control. Gang violence is out of control.  The burden on the American taxpayer funding illegals is out of control.  We have an emergency &amp; Congress has failed.
1100183603487694854 2019-02-25 18:59:46 -0400 <Taniquetilz> @realDonaldTrump
1100183599071088645 2019-02-25 18:59:45 -0400 <arnold_galvez> @ALT_uscis @IvankaTrump @realDonaldTrump  burro You are Loco and delusional.
1100183598005710848 2019-02-25 18:59:44 -0400 <AliceSioux> @RyanHillMI @realDonaldTrump Also signed to keep suspicion off himself for the murder of JFK. It is well known he absolutely hated JFK and RFK.
1100183597875634176 2019-02-25 18:59:44 -0400 <navyvetDC> @realDonaldTrump What’s the “more” part?  You always say that but it’s always a big “nothing burger”  I don’t think 🤔 you understand the meaning of the word MORE
1100183596818747392 2019-02-25 18:59:44 -0400 <Tomolsotwit31> @realDonaldTrump That would be a first.
1100183593777803269 2019-02-25 18:59:43 -0400 <ChrisSenhouse> @Lrihendry @realDonaldTrump LOL sucker
1100183591974248448 2019-02-25 18:59:43 -0400 <TeriRios> @realDonaldTrump @CNN isn't this in violation of making money at his private business while being President? You know the Chinese leader and his entourage will be paying to go and stay there. Why are we letting him do all this? This country has lost all its values allowing him to be president.
1100183591340990464 2019-02-25 18:59:43 -0400 <ScottWa91433575> @JeffreyGuterman @realDonaldTrump @DJohnsonPGA They've been looking for two years on President Trump and they haven't found one thing.  Now Bill Clinton went to pedophile Island with Jeffrey Epstein 20 times. Wonder why he got such a light sentence
1100183587473711110 2019-02-25 18:59:42 -0400 <Chiwoody1> @DavidWohl @realDonaldTrump ... but not John McCain... you’re the best BOT ever.
1100183584260919296 2019-02-25 18:59:41 -0400 <RheaRob95218644> @realDonaldTrump
1100183581337411585 2019-02-25 18:59:40 -0400 <nicholasmonks> @Lolibraun @RonniLaurie @kazweida @realDonaldTrump Well.........I think we can get Mexico to pay for it...or maybe Puerto Rico...or we could just declare a National Emergency.
1100183580326662144 2019-02-25 18:59:40 -0400 <NumbersMean> @jayray119604 @Jdub49468497 @eugenegu @realDonaldTrump Makes me sad to think how easily people like you are conned.
1100183579953369088 2019-02-25 18:59:40 -0400 <ShootUinda> @99FYI @realDonaldTrump will I follow blind ??? NO I plan to still test for radiation after the NEW 5G comes out.  till then I have my current 5G turned off in router settings and use the 2.4G band
1100183578967764992 2019-02-25 18:59:40 -0400 <PeterLionAuthor> Hey @realDonaldTrump, I was wondering if you wanted to FaceTime tomorrow during the Cohen testimony before Congress. Thought maybe we could just hang and watch it together real time. What do you say?
1100183578950987776 2019-02-25 18:59:40 -0400 <LoriSoto> @realDonaldTrump
1100183578678300672 2019-02-25 18:59:40 -0400 <GrandmaSky> Once a predator, always a predator... The behavior never changes! @realDonaldTrump
1100183576455364608 2019-02-25 18:59:39 -0400 <sevemac67> Sorry @VP ,you mean , the tyrant in @WhiteHouseAAPI @realDonaldTrump attempted to dance as the USA tried to affect regime change in #VenezuelaCoup
1100183576073695232 2019-02-25 18:59:39 -0400 <CreaBellezza_> @realDonaldTrump Shut up. You will never be 1/100th of the man Spike Lee is.
1100183575549411329 2019-02-25 18:59:39 -0400 <tatorschroeder> @psuangrylion @WhiteHouse @realDonaldTrump Richard Lewis - perhaps because we would never hear about this unless he did brag? MSM compelled to ignore any positive news on Trump
1100183574802825217 2019-02-25 18:59:39 -0400 <DerekFranks10> @StudentsforLife @SBAList @realDonaldTrump YEAH!!!🎉🎉🎉🎆🎆🎆🎆🖒👍☺🍷
1100183573993308160 2019-02-25 18:59:39 -0400 <JCAdolphson> @realDonaldTrump You going to make out with your lover Kim? You know, thebhuy who killed Otto Warmbier
1100183572504293376 2019-02-25 18:59:38 -0400 <CoolBlueReasons> @ldupree17 @eugenegu @realDonaldTrump There is no god, and Trump is no president.
1100183569799004160 2019-02-25 18:59:38 -0400 <Earlwil82265926> @realDonaldTrump You are working on so many levels. But the media will not report it. Thanks for all your hard work and keeping America informed
1100183569400557569 2019-02-25 18:59:38 -0400 <LHis57> @realDonaldTrump @Varneyco These democrats opposing the boarder need to be arrested for treason!
1100183565017538561 2019-02-25 18:59:36 -0400 <ashishkumerdas> @janetbatts @realDonaldTrump  https://t.co/GKNZSA4Tdw
1100183564254089216 2019-02-25 18:59:36 -0400 <JeffreyUlery> @SenateDems @realDonaldTrump Would love to see you Democrats actually compare people's tax forms year to year on video with an actual accountant. Let's make a huge thing of it. Your party brings a couple of tax returns and a accountant and Republicans bring an accountant. Let's see what happens shall we?
1100183564245786624 2019-02-25 18:59:36 -0400 <Moore9496Moore> @IvankaTrump @realDonaldTrump Special skills... like being ok with sexual harassment?
1100183562911920128 2019-02-25 18:59:36 -0400 <agirrrl> @realDonaldTrump @Varneyco 🗽They realize how psychologically unfit you are, “genius.” 🗽 #Impeach45 #UnfitForOffice #FakeTrumpEmergency
1100183562576424961 2019-02-25 18:59:36 -0400 <DrHuffalump> @realDonaldTrump #TrumpLiesEverytimeHeSpeaks
1100183557731889152 2019-02-25 18:59:35 -0400 <chicken43143659> @realDonaldTrump I hope you packed extra hair glue and urmbellra….I mean umbrella. The humidity there right now is really high and weather conditions are very moist. Any outdoor activities planned or will your crown be sheltered most of the time? Have fun!
1100183555089539074 2019-02-25 18:59:34 -0400 <alkforex> @432hzFreq @arvid_erickson @krassenstein @realDonaldTrump You shouldn't assume someone doesn't understand something simply for their different opinion of it or experience with it. Consider the alternative that that person may already have an elevated understanding of it, hypothetically. Helps you reason with less bias as well
1100183554414260224 2019-02-25 18:59:34 -0400 <JablonskiAudrey> @elonmusk lies and he’s facing criminal charges @realDonaldTrump #LiarInChief lies daily to America and yeah all’s good #NationalEmbarrassment #TrumpLies and #Trump fucking Twitter account isn’t even shutdown
1100183553294389250 2019-02-25 18:59:34 -0400 <Aaron67897876> @realDonaldTrump @Varneyco Because no wall would have stopped Bob Kraft (your buddy) from contributing to sex trafficking in Florida.
1100183553114021889 2019-02-25 18:59:34 -0400 <Abbeykitty2017> @TomFitton @AdamSchiff @realDonaldTrump @LouDobbs @FoxBusiness @JudicialWatch Some of these Democrats are behaving like a cancer, its time to excise them!
1100183551230668800 2019-02-25 18:59:33 -0400 <toastedcheese2> @realDonaldTrump Be careful.  Last time you thought you might go to Vietnam those bone spurs started acting up.
1100183550123536384 2019-02-25 18:59:33 -0400 <mmonkeyarms> @realDonaldTrump @Varneyco “Why on earth would anyone vote for a Republican candidate in ANY race now that the party has been completely defaced by you. Please explain that to me?” - former straight red ticket voter, now straight blue ticket voter
1100183548907188224 2019-02-25 18:59:33 -0400 <Jasleen90339528> I say we blow it up. Your thoughts, @realDonaldTrump ???
1100183545681604609 2019-02-25 18:59:32 -0400 <Glo_Moore> #TrumpResign #Trump @realDonaldTrump  @GOP #TrumpPutin #TrumpFakeEmergency @senatemajldr @SenateGOP @HouseGOP @GOPLeader @SenTedCruz @LindseyGrahamSC  #resist #resistance #BlueWave #FBR  #GOPLies  #TrumpLies @gtconway3d @robreiner @ProudResister @CREWcrew @DrDenaGrayson
1100183545614663682 2019-02-25 18:59:32 -0400 <LaurelJeannine> @realDonaldTrump  https://t.co/QNglMH3m2l
