1036041008029622274 2018-09-01 19:59:59 -0400 <Meidas_Sammi> @WeAreOne_Q @realDonaldTrump  https://t.co/d09rIaSMJn
1036041007584894976 2018-09-01 19:59:59 -0400 <probaballistics> @realDonaldTrump We don't want any. Try next door.
1036041006687428613 2018-09-01 19:59:59 -0400 <ULTRAKHAN> @realDonaldTrump I looked up tainted and corrupt and saw your picture.  Cry baby
1036041006213472256 2018-09-01 19:59:59 -0400 <PuneSaloon82> Can we agree that SOMEONE is lying???? So whom is it? The DNC/MSM/CELEBS???? --- Or is it Our Own freakin Border/POLICE/ICE UNIONS and MLKS Family Dr Alveda King with TRUMP?? Whos corrupted? Cauz they dont normally Endorse. @WhiteHouse @realDonaldTrump @GOP  https://t.co/IevDyBnWPO
1036041004552413189 2018-09-01 19:59:58 -0400 <mrsfentonstew> @Rabbit_Hole___ @realDonaldTrump I love the hand in the pocket..
1036041003835125761 2018-09-01 19:59:58 -0400 <Marcus_huntingt> @winterizhere @lbcapt @realTylerZed @realDonaldTrump @POTUS How is that wall coming along? Just waiting on the check from Mexico? Oh, and how about that better, cheaper health care? But he will drain the swamp when he goes to jail and takes half the Republican party with him. Have to give him credit for that.
1036041003373756417 2018-09-01 19:59:58 -0400 <gr8tfulkinder1> @m_missmary1111 @realDonaldTrump No. No “it” does not.
1036041002014978055 2018-09-01 19:59:58 -0400 <dogs_r_my_peopl> @KatrinaPierson @realDonaldTrump @POTUS Filth personified. What is wrong with you?
1036041001637359617 2018-09-01 19:59:58 -0400 <IAMannabe11e> @BrettShort16 @LMarganski @EdKrassen @realDonaldTrump @BreitbartNews  https://t.co/iGnteECcc7
1036041001574510593 2018-09-01 19:59:58 -0400 <Tybalt_40> @realDonaldTrump The tragedy here is that this statement shows completely the entirety of your understanding of any and all aspects of foreign policy, trade, and diplomacy.   Simply put, you don’t get it. And you never will.
1036041000450445312 2018-09-01 19:59:57 -0400 <CarlosLuquillo> @realDonaldTrump Trump is doing the dirty job for Russia. He mishandled the relationship with our longest allies! If you thing that’s the correct path, sooner we loose our allies. Good job Trump-Putin administration! Welcome to the ugly American again! #ImpeachTrump 😬  https://t.co/y7FMNjJA3Q
1036040999301246977 2018-09-01 19:59:57 -0400 <LizardG> @FoxNews @realDonaldTrump @IngrahamAngle gotta say what you are paid to say.
1036040998168809474 2018-09-01 19:59:57 -0400 <mojopowz> @realDonaldTrump Why that's your entire game plan except for the friends part. You have none
1036040996595806209 2018-09-01 19:59:56 -0400 <Paulcro1956> @JacobARossi @realDonaldTrump What because you said so? Funny! You must be a comedian!
1036040995425550336 2018-09-01 19:59:56 -0400 <MPreston541> @JMancey01 @freedom_moates @realDonaldTrump Calling McCain a liar then praising Trump? #TDS
1036040994083483649 2018-09-01 19:59:56 -0400 <jpmarabella> @realDonaldTrump HONESTLY (YOU DONT KNOW THE WORD) NO ONE WANTS TO DEAL WITH A SWINDLER LIKE YOU.....
1036040993940951042 2018-09-01 19:59:56 -0400 <mariolinton> @mitchellnicola @thebatdad76 @realDonaldTrump Well Damm! Tell him how u really feel Nicola!! 👍🏾👍🏾
1036040993571663872 2018-09-01 19:59:56 -0400 <e46rick> @realDonaldTrump America is great. That was clearly evident at Senator McCain’s service today.
1036040992296718342 2018-09-01 19:59:55 -0400 <heartfan90> @CinolauroMarie @realDonaldTrump Truth hurts don’t it?
1036040992233803776 2018-09-01 19:59:55 -0400 <keeptofacts> @VennMultiverse @Jmalco Also, if we are just going by the will of the American people who actually voted, you do not represent “the will of the American people”, do you. @realDonaldTrump
1036040991692734464 2018-09-01 19:59:55 -0400 <cptkenny> @realDonaldTrump We shouldn't have to buy the silence of Porn Stars, Playmates and others with campaign money from Russia! Is that what you are trying to say Donald?
1036040991524966400 2018-09-01 19:59:55 -0400 <JennytheCatLady> @realDonaldTrump GTFO
1036040991273172992 2018-09-01 19:59:55 -0400 <Pat_Francis> @realDonaldTrump All I know is that all of your girlfriends have been purchased for $130,000 each. #RealNews #FakePresident
1036040991013257216 2018-09-01 19:59:55 -0400 <PJSmith70> @davidhogg111 @realDonaldTrump It’s like magic happens when my resistance heroes meet
1036040990002434048 2018-09-01 19:59:55 -0400 <JulieHe84898888> @realDonaldTrump @BreitbartNews There you go referencing fake journalism.
1036040988060467201 2018-09-01 19:59:54 -0400 <drc573> @realDonaldTrump  https://t.co/OvyoiotlUm
1036040986986733568 2018-09-01 19:59:54 -0400 <sharkchar> @LanceTane @DdaannHhaanniiu @NoBrainsTRUMP @realDonaldTrump No it's not it true why lie the guy was a traitor ask the POW's an vets they cant a stand that traitor no what you have is a President who isnt trying to fool us. An so funny how the libs are claiming McCain as their own good you can have his sorry ass
1036040986768564224 2018-09-01 19:59:54 -0400 <CaptainAtrophy> @realDonaldTrump Well if you're any part of it we won't have any friends, you dumbshit.
1036040986743455744 2018-09-01 19:59:54 -0400 <vernon99302984> @Morning_Joe That would be correct Joe more so than the entire Democratic Party @realDonaldTrump @POTUS @seanhannity
1036040986361782273 2018-09-01 19:59:54 -0400 <MarvinaSky> @CinolauroMarie @realDonaldTrump It’s her father and she can say what she wants
1036040983450869760 2018-09-01 19:59:53 -0400 <isiolo111> @realDonaldTrump It will be when you leave the office
1036040982226239488 2018-09-01 19:59:53 -0400 <tlhicks713> @realDonaldTrump  https://t.co/jTXSJK8wOJ
1036040980800184321 2018-09-01 19:59:53 -0400 <TiggerFaith> @realDonaldTrump How else are you going to have friends?
1036040977994199040 2018-09-01 19:59:52 -0400 <robindavidson> @realDonaldTrump They pay us in service, by fighting side by side with our military, by using diplomacy to spread peace and protect Americans and American interests at home and abroad, and by supporting us through imports and exports. You’re a moron and a traitor.
1036040977935491078 2018-09-01 19:59:52 -0400 <A1VerminRemover> @SpicyFiles @realDonaldTrump @GOP @Disney The sport's thing again. I have my thoughts on this. Trump Tower wiretap in 2013 led to these arrests/indictments. Illegal gambling, conspiracy and other charges.  https://t.co/sQ4HnvaEWI
1036040977734164480 2018-09-01 19:59:52 -0400 <erikoost> @realDonaldTrump @BreitbartNews You think everybody would do whatever you want, and that’s where you went wrong. You had 6 bankruptcy’s and you are busy with the 7th....
1036040976891035654 2018-09-01 19:59:52 -0400 <camponali> @realDonaldTrump Please go back to grade school and learn how to form a paragraph!!!
1036040972185034753 2018-09-01 19:59:51 -0400 <KydarnDeborah> @TheZenOrganizer @LindaMunnings @thehill @realDonaldTrump To bad he couldn't keep it going. Worst recovery in history.
1036040971845296130 2018-09-01 19:59:51 -0400 <anon_pinko> @realDonaldTrump @BreitbartNews Nice picture of Justin but sorry  you have a mouth shaped like an anal pore. 😮
1036040971459354624 2018-09-01 19:59:50 -0400 <ericaj58> @realDonaldTrump @BreitbartNews @Breitbart? That’s as bad as quoting @FoxNews. Talk about zero credibility. 😂😂😂😂😂😂
1036040970599653376 2018-09-01 19:59:50 -0400 <RunSharonRun> @realDonaldTrump Meghan McCain nailed it when she said, " America has no need to be made great again because America was always great"   And we are not going to let you take that from us! #ImpeachTrump
1036040967810367488 2018-09-01 19:59:50 -0400 <meblackalone> @dame1rst @DiggerD511 @CraigCyr3 @realDonaldTrump Liar...its trump and his play white fear
1036040967063851008 2018-09-01 19:59:49 -0400 <manicpixiemomyo> @realDonaldTrump It’s already great!  You wouldn’t know because you isolate yourself with your grandiose sense of entitlement and fake importance.  You are bigoted despot and that is NOT my America.  Try working for a living you Charlatan.  Get out of #thepeopleshouse you do not belong there.
1036040967055273985 2018-09-01 19:59:49 -0400 <wayounger55> @funder @realDonaldTrump Jared and Ivanka . . . .  https://t.co/h9CZX4BcCR
1036040966447214593 2018-09-01 19:59:49 -0400 <AdamBeaubois> @realDonaldTrump @BreitbartNews You base your actions on a fake news website you crotchety old man.
1036040965390098432 2018-09-01 19:59:49 -0400 <stephensacks> .@MeghanMcCain, @BarackObama &amp; @SenJohnMcCain are petty &amp; venal. But what is @wolfblitzer ‘s excuse for such asinine comments?  Shame on the McCains &amp; @TheDemocrats on turning a funeral into a political rally. Go @realDonaldTrump #Rushmore2100  https://t.co/VfiTxh68iT via @TMZ
1036040964215918594 2018-09-01 19:59:49 -0400 <susan12369> @realDonaldTrump your inability to stand up and do the right thing, despite how you felt about the man, makes you look weak and childish. Shame on you.
1036040962638798848 2018-09-01 19:59:48 -0400 <vocieoftheworld> @realDonaldTrump @BreitbartNews Screw you Biff........Canada doesn't need you!
1036040962294726656 2018-09-01 19:59:48 -0400 <harrahgirl> @realDonaldTrump Aren’t you used to buying your friends?
1036040962072563713 2018-09-01 19:59:48 -0400 <ESotomayorM> @realDonaldTrump America was great way way way before you were born and before your Parents immigrated to the #UnitedStates and became part of the Klan.  Why do you think so many immigrants came from #Europe? #WakeUpAmerica #VoteBlue2018 to put #America back on track.
1036040961803997184 2018-09-01 19:59:48 -0400 <Adilpirbhai> Grateful to our friend also a great world leader @AngelaMerkeICDU @GermanyDiplo to increase @UNRWA funding following Anti @nadplo @SecPompeo @StateDept @realDonaldTrump aid cuts.@AngelaMerkeICDU urges other @FedericaMog &amp; @EU_Commission to help as well.@CBCTheNational @BBCWorld
1036040959426002944 2018-09-01 19:59:48 -0400 <HoneysuklDesign> @TomFitton @realDonaldTrump @JudgeJeanine @FoxNews @JudicialWatch Why do you do this to yourselves #nohonor #shame
1036040959144935425 2018-09-01 19:59:48 -0400 <abdalla6d20> @CinolauroMarie @realDonaldTrump Her words were perfect!✊
1036040956347265024 2018-09-01 19:59:47 -0400 <JimW_in_NM> @PalmerReport @realDonaldTrump  https://t.co/dye8hAvLpS
1036040955336355841 2018-09-01 19:59:47 -0400 <lifeofbetty> @realDonaldTrump  https://t.co/qCkqW5WrB0
1036040955298816000 2018-09-01 19:59:47 -0400 <BreauxW06> @RealBetteB @realDonaldTrump You know, I haven't given that any thought before, but... you're probably right!
1036040954388594691 2018-09-01 19:59:46 -0400 <prosediva> @TomFitton @realDonaldTrump @JudgeJeanine @FoxNews @JudicialWatch Wow. You don't seem to know how obtaining a FISC warrant works.
1036040954363486209 2018-09-01 19:59:46 -0400 <amyobarnes> @realDonaldTrump So you’re resigning then? Woohoo!!!
1036040953860108288 2018-09-01 19:59:46 -0400 <Mondays_Child> @sdward1 @KatrinaPierson @realDonaldTrump @POTUS  https://t.co/ASthHGrVBN
1036040952563941376 2018-09-01 19:59:46 -0400 <krykt1> @realDonaldTrump @dbongino If they'd let us!
1036040952157065217 2018-09-01 19:59:46 -0400 <MovementCon> @marciebp @CheriJacobus @realDonaldTrump Hahahahha  https://t.co/FcBh5Ds4CG
1036040949669933056 2018-09-01 19:59:45 -0400 <BlqBtrfly> @Sloopyy @cumming_karen @ikondave @TomMcInerneySA @katierogers @LindseyGrahamSC @IvankaTrump @realDonaldTrump 😂😂😂
1036040949028122624 2018-09-01 19:59:45 -0400 <afowlamerican> NEW #CARTOON: Moolania's a very happy First Lady. Don't believe what you hear in the #FakeNews.  Watch and Subscribe on Youtube:  https://t.co/forriTAu3C #Melania #Flotus @FLOTUS @realDonaldTrump #Trump     #AFowlAmerican: @GregCipes @KevinCoulston @tarastrong @bauzilla  https://t.co/oQZqaabLJq
1036040948663300096 2018-09-01 19:59:45 -0400 <engbrecht_mark> @realDonaldTrump AMERICA WAS GREAT BEFORE YOU STARTED RUINING IT!
1036040947921035265 2018-09-01 19:59:45 -0400 <Margare82997240> @realDonaldTrump ugh
1036040947363131395 2018-09-01 19:59:45 -0400 <kerrijack> @jimharris360 @realDonaldTrump Here's the thing. He keeps saying the press (Reuters in this case) is dishonest. But he said it. He admits he said it. Reuters didn't print it. So honesty is not the issue here.  I'm like, I don't think that word mean what you think it means.
1036040947237376000 2018-09-01 19:59:45 -0400 <ClayDayton> @realDonaldTrump Your pathos have pathos.
1036040946163572742 2018-09-01 19:59:44 -0400 <WilsonSy93> @realDonaldTrump GOAT
1036040945186295808 2018-09-01 19:59:44 -0400 <ShirkeyBruce> @CinolauroMarie @realDonaldTrump You refuse to see the corruption and blindly worship an evil being. Sad.
1036040941339992065 2018-09-01 19:59:43 -0400 <annmariespetaup> @realDonaldTrump America has always been great. It is you dragging it down #WorstPresidentEver
1036040940635471872 2018-09-01 19:59:43 -0400 <bejustfine9> @realDonaldTrump  https://t.co/lTO3gmOEmg
1036040940496904194 2018-09-01 19:59:43 -0400 <fanniew08> @realDonaldTrump
1036040940044144642 2018-09-01 19:59:43 -0400 <algau63> @realDonaldTrump Then i guess you should be impeach to obtain this goal !
1036040940035747842 2018-09-01 19:59:43 -0400 <CarrickBernie> @realDonaldTrump @POTUS Yes you prefer to buy them with corporate tax cuts and deregulation. Not to mention backing them when your intelligent services say they’re interfering in our election🤮🤮
1036040939444219906 2018-09-01 19:59:43 -0400 <TopsJSC> @realDonaldTrump Weight Gain Tracker, Diet tracker  (App of Health for iOS Mobile)  https://t.co/8iqfYxqWbC
1036040938509033473 2018-09-01 19:59:43 -0400 <mikehawkXx> @ScottGlassDOTme @realDonaldTrump Now canadians have Russian trolls??
1036040938370621440 2018-09-01 19:59:43 -0400 <MunseyGreg> @realDonaldTrump America never stopped being great
1036040934960455680 2018-09-01 19:59:42 -0400 <ItzaYeti> @realDonaldTrump We shouldn't have to have the president golf all day. We shouldn't have the president tweeting when not golfing. We shouldn't have to pay for golf. We shouldn't have a treasonous moron who colluded with russia in the people's house
1036040934457147393 2018-09-01 19:59:42 -0400 <rkbpss> @realDonaldTrump Can you not show some respect and act like an adult for even 1 day?
1036040933178068993 2018-09-01 19:59:41 -0400 <Muchachat> @realDonaldTrump @BreitbartNews  https://t.co/W5yeH28lz5
1036040933136117760 2018-09-01 19:59:41 -0400 <StilettoRoyalty> @realDonaldTrump "Free military protection..." US TROOPS ARE NOT MOB ENFORCERS FOR HIRE!!! WHAT IS WRONG WITH YOU?!
1036040931735154689 2018-09-01 19:59:41 -0400 <breathefree11> @realDonaldTrump Yep. Just move to Mars and it will be. #FlippinMoron
1036040930392981506 2018-09-01 19:59:41 -0400 <UsedToBeFoster> @realDonaldTrump we buried our leader today. We buried America’s hero. Get out of the White House
1036040930392862720 2018-09-01 19:59:41 -0400 <DatUsoJune> @realDonaldTrump @POTUS But we should buy our friends by placing them in positions within your administration that they either know nothing about or benefit them financially? GTFOHWTBS. #Resist
1036040929176633344 2018-09-01 19:59:40 -0400 <PamW80210> @realDonaldTrump First step to MAGA - Trump resigns!
1036040928006496258 2018-09-01 19:59:40 -0400 <SideShowBlues> @CinolauroMarie @realDonaldTrump Truth hurts, doesn’t it?
1036040926706057216 2018-09-01 19:59:40 -0400 <OGJordans85> @CinolauroMarie @realDonaldTrump You mean the daughter of the man who Trump said was not an American hero? Congrats Meghan!!
1036040925217083393 2018-09-01 19:59:39 -0400 <real_mrgreen> @realDonaldTrump I always offer free military protection to my friends. No bad trades though.
1036040922289594368 2018-09-01 19:59:39 -0400 <Amerbull> @realDonaldTrump When you leave yes. AMERICA WAS GREAT AND STILL IS. Has ZERO to do with YOU.
1036040920377053184 2018-09-01 19:59:38 -0400 <lilcheeptweets> @realDonaldTrump  https://t.co/jFZXMdAEdB
1036040916484730880 2018-09-01 19:59:37 -0400 <LaviniaHilltopp> @swayneco @mrvolpess @Sarah_SKG_1983 @realDonaldTrump Other than that I said unemployment statistics are based in the same data through both administrations.  How does that make me an apologist for anyone?
1036040915406577664 2018-09-01 19:59:37 -0400 <fancy_hills> @CinolauroMarie @realDonaldTrump Nah your tasteless with this lame conment where you from Russia?
1036040915054469120 2018-09-01 19:59:37 -0400 <dgcreative23> @realDonaldTrump great / grifter  https://t.co/qElkecmq5S
1036040914442051594 2018-09-01 19:59:37 -0400 <Maryellen1166> @realDonaldTrump America was already great - you not so much
1036040913825320962 2018-09-01 19:59:37 -0400 <Docalicious> @bill_auclair @docrocktex26 @TeaPainUSA @PrincessBravato @mcspocky The news outlets are generally using profanities when quoting @realDonaldTrump
1036040913317814272 2018-09-01 19:59:37 -0400 <rjsanchez77> @realDonaldTrump  https://t.co/XUN3T99h4u
1036040913040994304 2018-09-01 19:59:37 -0400 <TonyFumano> @realDonaldTrump HELP ME HELP ME!
