1036041008029622274 2018-09-01 19:59:59 -0400 <Meidas_Sammi> @WeAreOne_Q @realDonaldTrump  https://t.co/d09rIaSMJn
1036040911711596544 2018-09-01 19:59:36 -0400 <Nelson66053860> @ThreeDawgLadyDe @realDonaldTrump Give me three reasons why
1036040908544901120 2018-09-01 19:59:35 -0400 <SMM_lumani> @UniteAmerica1st @csutton1959 @realDonaldTrump You started this thread based on racism. You said that only the left is responsible for perpetuating racism. I point out that there was a neo nazi rally literally called “unite the right” and you completely ignore it. Now your battle cry has morphed to left hate? Focus.
1036040908255444992 2018-09-01 19:59:35 -0400 <cesttristeadire> @realDonaldTrump Please keep in mind that Canada active in the North America protection. Do you wish that they retaliate?
1036040907710181376 2018-09-01 19:59:35 -0400 <ColeenC123> @henryfschroeder @Leslieoo7 @realDonaldTrump @MeghanMcCain They believe only what fake news cnn tells them.
1036040906472935424 2018-09-01 19:59:35 -0400 <KaboKebareng> @realDonaldTrump  https://t.co/bKYGPaqNsx
1036040904681906177 2018-09-01 19:59:35 -0400 <The_Moccasin_> @BriteEyes8 @o4america @marylene58 @MsSpy007 @Pgs4669 @Stooge_3 @BillBabnick @WALLAHOOWIENER @wayneer51 @anthonymentill4 @_eayfx_ @mikkiconnors @JHWalz32 @BanchaSomchai @nfulmer0827 @realDonaldTrump @VP @foxnewspolitics @GOP @DNC @RealJamesWoods @RealCandaceO @US_Threepers  https://t.co/frIYR7R0bL
1036040904241381376 2018-09-01 19:59:34 -0400 <pegboyssaidthat> @realDonaldTrump You`re absolutely right. If they`re lucky a bunch of Russian oligarchs will launder money through their soon-to-be prime minister`s hotels/condos, record them in compromising positions and hack their elections to get them into office. #Russiagate  #RussiaCollusion #TrumpRussia
1036040902563844097 2018-09-01 19:59:34 -0400 <99rose_99> @Txladywolf60 @realDonaldTrump  https://t.co/mGL9MchF13
1036040902182154240 2018-09-01 19:59:34 -0400 <jorizaad> @realDonaldTrump @BreitbartNews  https://t.co/ipChLznjmP
1036040901649489921 2018-09-01 19:59:34 -0400 <coybib1> @realDonaldTrump  https://t.co/r9W9d6lmMc
1036040900533731328 2018-09-01 19:59:34 -0400 <bowden2you> @MrTommyCampbell @realDonaldTrump America starts wars then the rest of us have to join and then clean up their damn mess! Trump is an uneducated ingrate in many ways.
1036040900328206337 2018-09-01 19:59:34 -0400 <JasonLongDickey> @realDonaldTrump Chinas Military is bigger, if anything they proect the US.
1036040900261105664 2018-09-01 19:59:33 -0400 <sasha_green5> @johniadarola @realDonaldTrump I’m so tired of him.  https://t.co/J32bbgmvkL
1036040900219154432 2018-09-01 19:59:33 -0400 <Sheath2Heath> @realDonaldTrump This from a man who has no friends, and up until he started sucking our country dry had to get his "fixer" to pay off women because he had no funds.  Despicable.
1036040899749470209 2018-09-01 19:59:33 -0400 <KennethProctor2> @dame1rst @DiggerD511 @CraigCyr3 @realDonaldTrump  https://t.co/IRnLqnAkeo
1036040899610927104 2018-09-01 19:59:33 -0400 <devinher> @TherealDex1 @kdw_8437 @realDonaldTrump And he'll never get there on his own. Maybe Mueller will help him get there.
1036040899359399936 2018-09-01 19:59:33 -0400 <SeamusMcGraw> @realDonaldTrump That's very funny coming from you, sir. Tell the truth, Donald. You've never had a friend you didn't buy, have you? Usually with other people's money. That's because decent people don't want you around. Apparently not even when they're dead.
1036040898834968576 2018-09-01 19:59:33 -0400 <BrooksAyola> @joncoopertweets There is no prior evidence that @realDonaldTrump is capable of feeling disgrace.
1036040898428239874 2018-09-01 19:59:33 -0400 <picabograndma> @realDonaldTrump you are so ill informed that your decisions are as bad as your attitude
1036040898310819841 2018-09-01 19:59:33 -0400 <SherryWillifor2> @realDonaldTrump We shouldn’t have to put up with your corruption, incivility, narcissism, &amp; grift but here we are.
1036040897748709376 2018-09-01 19:59:33 -0400 <Write_Sense> @realDonaldTrump THIS Administration is highly conflicted.
1036040895194263552 2018-09-01 19:59:32 -0400 <Sage41_M> @JacobAWohl @realDonaldTrump You kiss ass well -
1036040894154199040 2018-09-01 19:59:32 -0400 <cartologist_jim> @jnris4real @realDonaldTrump Sane people used to get elected prez ?
1036040892652515328 2018-09-01 19:59:32 -0400 <OregonC3> @realDonaldTrump  https://t.co/qKe9iPwrUA
1036040891344072705 2018-09-01 19:59:31 -0400 <DebRice341> @realDonaldTrump Ahem - 4th Amendment - The right of people to be secure in their persons, houses, papers, and effects, against unreasonable searches and seizures, shall not be violated, and no Warrants shall issue, but upon probable cause, supported by Oath or affirmation.
1036040891008540672 2018-09-01 19:59:31 -0400 <w_dot11> @realDonaldTrump They aren’t people, you have to buy friendship with other countries. That’s how it works.
1036040889028812800 2018-09-01 19:59:31 -0400 <kathy_lemaire> @realDonaldTrump It has and Always will be GREAT n it will be even BETTER when ur GONE!!!
1036040888806502400 2018-09-01 19:59:31 -0400 <janbResists> @dennis0805a @realDonaldTrump I think the going rate is $15 an hour on craig's list.
1036040888709828608 2018-09-01 19:59:31 -0400 <MidModPicks> @realDonaldTrump Quit...and it will be. I loathe you
1036040887434981378 2018-09-01 19:59:30 -0400 <grilledcheez> @jeremynewberger @realDonaldTrump Make sure you have all orders written in English AND French! 🇨🇦🇨🇦🇨🇦🇨🇦
1036040887376261120 2018-09-01 19:59:30 -0400 <LaureenQuinn15> @realDonaldTrump As Meghan McCain stated today   America IS great, it always has been.
1036040886293938176 2018-09-01 19:59:30 -0400 <ChiecoJim> @realDonaldTrump Why don’t you just plead guilty or are you just planning to hand over the Country to Putin
1036040884360495106 2018-09-01 19:59:30 -0400 <darbyTL> @alexdatig @realDonaldTrump Yeah, right. In your trumpster world that'll buy you a loaf of bread.
1036040884167606272 2018-09-01 19:59:30 -0400 <TinaHayes01> @realDonaldTrump Someone's in trouble or something cool going down .. 😎👍
1036040883135815685 2018-09-01 19:59:29 -0400 <hall1572> @RealJJarmusz @dennis0805a @realDonaldTrump I didn’t hear a name mentioned in any of these comments. Paranoid much?
1036040883068698625 2018-09-01 19:59:29 -0400 <hawkeyema27> @realDonaldTrump You’ve been trying to buy your friends for years. Very lonely man.
1036040882217209866 2018-09-01 19:59:29 -0400 <KimWebs03312422> @realDonaldTrump Omg, you're finally going to resign? Or going to jail ? Either way is definitely going to maga !!! Hallelujah !!!
1036040881256550400 2018-09-01 19:59:29 -0400 <VPelletieri> @realDonaldTrump You do have a history of buying friends...   $150K for a Playboy model $130K for a Pornstar  And you didn't have to pay for any protection 🤔
1036040881164365830 2018-09-01 19:59:29 -0400 <hawkhopkins12> @lynmacjay @mitchellvii Yes @MeghanMcCain all those attending showed great respect or was it disrespect for her beloved father? Making @realDonaldTrump the Center Piece Just shows the hate they all have for @POTUS that doesn’t have time except to save our #GreatCountry which he is helping  #MAGA 1/2
1036040880745005056 2018-09-01 19:59:29 -0400 <juliedepo> @realDonaldTrump Are you feeling extra crazy tonight?
1036040880053014529 2018-09-01 19:59:29 -0400 <Maddacci> @thehill @SaraCarterDC @realDonaldTrump I love that!!!  Reminds me of a plane full of cash that landed in Iran.
1036040879180529664 2018-09-01 19:59:28 -0400 <gbwoolman> @realDonaldTrump #MAGA is happening! I’m not tired of winning! 🇺🇸☝️🥇
1036040879105032192 2018-09-01 19:59:28 -0400 <chewy_soft> @h_webber @realDonaldTrump HAHAHAHAHAHAHAHAHAHAHAHAHA haha.  Snort.  Hahahahahahahaha
1036040877846614017 2018-09-01 19:59:28 -0400 <cariscanlon> @LannyDavis @realDonaldTrump You are aware that McCain wasn’t our king or anything. Sad for his family that he died, but the world still keeps spinning. #FakeOutrage
1036040877779476481 2018-09-01 19:59:28 -0400 <taurus_035> How no one ever looks at @realDonaldTrump #notevenhiswife
1036040876567420930 2018-09-01 19:59:28 -0400 <EschewObfuse> @realDonaldTrump apadopoulos: Trump 'Nodded With Approval' At Suggestion Of Putin Meeting  https://t.co/lLoGvZwAt2
1036040876441722885 2018-09-01 19:59:28 -0400 <Reigart> @realDonaldTrump Hey Trump.....you're no John McCain.
1036040875963441153 2018-09-01 19:59:28 -0400 <deena_larks> @krassenstein @realDonaldTrump America has its problems, but we had made such progress while we had President Obama. I can't even estimate how many generations it will take to get back to making progress again!
1036040875699257345 2018-09-01 19:59:28 -0400 <Suesantha> @libdumbass @JesseGiesbrecht @sksnky @Diane_Warren @realDonaldTrump Maybe according to CNN... and I'll call BS
1036040875334414336 2018-09-01 19:59:28 -0400 <crewoldt> @R1ck79 @realDonaldTrump Trump wasn't captured because he had #BoneSpurs   In other words, Trumpf likes cowards! He and his supporters only understand fear.  #veterans and #heroes are #fearless #McCainMemorial   #BlueWaveComing2018  https://t.co/Qo3jmdVjTF
1036040874399096834 2018-09-01 19:59:27 -0400 <free2bhuman> @realDonaldTrump Resign...  that should do it
1036040874000494592 2018-09-01 19:59:27 -0400 <TheYaya001> @realDonaldTrump  https://t.co/deigo7gs0a
1036040873941843969 2018-09-01 19:59:27 -0400 <azlansalims> @realDonaldTrump No one loves DJT and he has taken advantage of the American people and conned his base.
1036040873702813697 2018-09-01 19:59:27 -0400 <TomL51719145> @KelliKWithAni @realDonaldTrump Edmondson will be a wrecking to the Oklahoma economy.  Jobs will be lost. Taxes will go up.
1036040872486416389 2018-09-01 19:59:27 -0400 <Dave_850> @Tru7hS33kR @realDonaldTrump No our nation is not sorry, we are great and bow to no one
1036040872016715776 2018-09-01 19:59:27 -0400 <lkjtexas> @ProudResister @MeghanMcCain I am a lifelong Texas republican who because of @realDonaldTrump    and the #CorruptGOP I'm now a registered democrat. I love #MeghanMcCain and #JohnMcCain and the values and principles they stand for. #JohnMcCainAmericanHero  https://t.co/RfDBfbo3OM
1036040870808743939 2018-09-01 19:59:26 -0400 <mamahope87> @realDonaldTrump  https://t.co/FMz8O3mCK3
1036040869781155840 2018-09-01 19:59:26 -0400 <BetsyOShea> @VoteMarsha @realDonaldTrump That's not why trump chose Kavanaugh. He could give a rats ass about the Constitution. Trump picked him because of Kavanaughs views on executive power. Trump will do anything to stop MUELLER. He KNOWS he's GUILTY #TrumpKnew  #trumpTreason
1036040869193965568 2018-09-01 19:59:26 -0400 <carlm919> @AndyBooks1 @ahstone75 @RealCandaceO @realDonaldTrump He did you lie, Trump will not gravel for you all.. They give him or Sarah Palin the respect to participate. All politicians have differences, so whats the big deal they differ. McCain was not with us.
1036040869181186048 2018-09-01 19:59:26 -0400 <Vladimi28669662> @realDonaldTrump  https://t.co/YVBWenCBAa
1036040868980051968 2018-09-01 19:59:26 -0400 <MikeyIsWriting> @NotsosilentS @TrumpsareNazis @JeffreyGuterman @realDonaldTrump Also the inability to adapt to the 21st century economy is what hurt the working class of the rust belt the most. The LIES trump tells them about coal and steel jobs are ridiculous.
1036040868900134914 2018-09-01 19:59:26 -0400 <clapp_sandra> @realDonaldTrump You haven’t got any friends Donnie boy
1036040868485103616 2018-09-01 19:59:26 -0400 <MitchellCalli> @realDonaldTrump I was just kidding man,your my best bud,I need you to save my ass in November.
1036040867344273408 2018-09-01 19:59:26 -0400 <CPCKnight> @realDonaldTrump And any facts to back up that outlandish, ridiculous and insulting statement Mr. President?? NO there is NOT!!
1036040866425696256 2018-09-01 19:59:25 -0400 <STorbaydos> @SoulStealer25 @realDonaldTrump Ordinary people just hanging out. This is how it should be
1036040866333437954 2018-09-01 19:59:25 -0400 <DesHaml> . @realDonaldTrump @seanhannity @FoxNews @GOP  From Mollie Tibbetts' father: Don't distort her death to advance racist views  https://t.co/8Sxkb2M2aP via @DMRegister
1036040866131931136 2018-09-01 19:59:25 -0400 <TheZenOrganizer> @KydarnDeborah @LindaMunnings @thehill @realDonaldTrump He's a liar, a grifter and an incompetent. November is coming ...
1036040864928358400 2018-09-01 19:59:25 -0400 <PAyers19> @realDonaldTrump You need to take your own advice on that one, Tubby!
