1184620033487659009 2019-10-16 19:59:59 -0400 <DebD26591439> @DavidJHarrisJr @realDonaldTrump 😂😂😂 first class baby 👏👏👏
1184620025338126336 2019-10-16 19:59:57 -0400 <gunduz_1987> @king12199 @mstfdgn58 @realDonaldTrump You create a map with the territory of the Republic of Turkey. You call it the territory of kurdistan. Moreover, the Republic of Turkey, you argue that occupied these lands. You are unidentifiable assets. Are you funny! Or you lost your mind
1184620025153572865 2019-10-16 19:59:57 -0400 <andyabbas> @realDonaldTrump You are keep lying to American people and they will show you the door in next election if you did not get impeached sooner, you are unethical for betrayal of Kurdish people, you “making Isis great again”
1184620024495050752 2019-10-16 19:59:57 -0400 <Knotamusprime> @MAGAGwen @mitchellvii @realDonaldTrump Degenerates like this won’t change until you fight fire with 🔥  Who’s with me?!
1184620024306159617 2019-10-16 19:59:57 -0400 <lmnysf> @realDonaldTrump Congress Approval, Support for Impeaching Trump Both Up  https://t.co/GjPy2POAZE
1184620024121741318 2019-10-16 19:59:57 -0400 <dianelgeary> @SpeakerPelosi Correction. Is it right for a president wrongly accused of Russian Collusion be allowed to keep his promise to voters to investigate &amp; assure it will never happen again?  Yes!!! He keeps his promises and you all are in for a rude awakening in 2020! @senatemajldr @realDonaldTrump
1184620023433662465 2019-10-16 19:59:57 -0400 <LaurieLeighUSA> @realDonaldTrump Everyone will abandon you and you will wind up alone.
1184620023211364352 2019-10-16 19:59:57 -0400 <dancampany> @_UsmanSanusi @realDonaldTrump Did you see it 😂
1184620023010119681 2019-10-16 19:59:57 -0400 <coburnthemini> @X4EST1945 @Scaramucci @POTUS @realDonaldTrump So you support a paedophile....why?
1184620022376910848 2019-10-16 19:59:57 -0400 <sesiegler> @sahilkapur @DonnaYoungDC @realDonaldTrump @SpeakerPelosi If only she could get immigration policy done so quickly.
1184620022116667394 2019-10-16 19:59:57 -0400 <music14cat> @AndyOstroy @realDonaldTrump  https://t.co/Fez3ImynSo
1184620021898760192 2019-10-16 19:59:57 -0400 <nofilterkim> @realDonaldTrump Do you think you are liked?
1184620021881954306 2019-10-16 19:59:57 -0400 <voteAllBlue> @PressSec @realDonaldTrump @SpeakerPelosi B.S. trump has never been measured or decisive!
1184620021877788673 2019-10-16 19:59:57 -0400 <MichelleInMD> @MarshaBlackburn @Article3Project @realDonaldTrump  https://t.co/1RubSFDMp9
1184620021059936257 2019-10-16 19:59:56 -0400 <afavon440> @VP @realDonaldTrump @SecPompeo Tell Pompey to comb his hair.
1184620020460077056 2019-10-16 19:59:56 -0400 <Strangelove8762> @Dontask56251795 @LouDobbs @realDonaldTrump  https://t.co/AxmSoCaqr4
1184620020220993537 2019-10-16 19:59:56 -0400 <Lisasopinion> @realDonaldTrump She looks pretty damn powerful to me!
1184620019415519232 2019-10-16 19:59:56 -0400 <lsholloman> @DavidBrodyCBN @realDonaldTrump Unbelievable, What do they expect?  Trump is done with this  treasonist treatment!!  Schumer and Pelosi deserve everything they get.  They are destroying our country by their disrespect for our President and the constant attacks on our president.
1184620018174181376 2019-10-16 19:59:56 -0400 <kamijane29> @Conservatism98 @MarshaBlackburn @realDonaldTrump bot  https://t.co/IvWncqYkWI
1184620018073554944 2019-10-16 19:59:56 -0400 <syl_olivas> @NickAdamsinUSA @realDonaldTrump Nope!
1184620017930964992 2019-10-16 19:59:56 -0400 <TeeKunOlam> @realDonaldTrump Why would they?  Why would anyone?  Melania probably only likes you for the money. You’re a walking debacle.
1184620017909940224 2019-10-16 19:59:56 -0400 <Greybeardblog> @OfDonaldJ @SocalMAGA37 @sameertotey @srbradarich @real_defender @realDonaldTrump Supposedly the liberal left are the snowflakes.
1184620017763147781 2019-10-16 19:59:56 -0400 <Queequeg1954> @realDonaldTrump Liar
1184620017603743744 2019-10-16 19:59:56 -0400 <JeffreauxBoDean> @realDonaldTrump She owns ya brah!!! 😂💪🏼
1184620017578582016 2019-10-16 19:59:56 -0400 <polomontana> Sadly @DRUDGE has become as useless and unhinged as CNN Drudge has been bout by Soros. He's actually talking about Nixon now He's worse than the Huffington Post. He bashes Trump and promotes open borders Warren. #MAGA #FoxNews #TuckerCarlsonTonight #tucker @realDonaldTrump  https://t.co/0fUGuyxO35
1184620017305956355 2019-10-16 19:59:55 -0400 <WhiteZmrw5> @realDonaldTrump Who cares?  #Trump2020
1184620016706162688 2019-10-16 19:59:55 -0400 <long1duck1dong1> @ChrisJZullo @realDonaldTrump You just described 8 years of Obama.
1184620016530051072 2019-10-16 19:59:55 -0400 <RobinPasquazzi> @gonlozano @iricardo22407 @realDonaldTrump 😂😂😂😂😂😂😂👏👏👏👏
1184620016307769345 2019-10-16 19:59:55 -0400 <NiteOwl223> @luchadora41 @Twitter @TwitterSupport @realDonaldTrump LOL Highly moderated! 🤣 I've never gotten anything like it before.  Guess it will ramp up even more now. Desperation! I'll call around noon my time so I don't wake you up. I smacked him for you. Hahaha 😁❤ Ttyt
1184620016227930112 2019-10-16 19:59:55 -0400 <JoeBlow91573170> @TomiLahren @realDonaldTrump True that 🇺🇸🇺🇸🇺🇸
1184620015582154752 2019-10-16 19:59:55 -0400 <Dunigan88791694> @TrueFactsStated @realDonaldTrump That’s AWESOME!!! 🤣🤣🤣🤣  https://t.co/e8PDnZazAf
1184620015556943872 2019-10-16 19:59:55 -0400 <ISpeakPirate> @realDonaldTrump That you retweeted this speech because you think it portrays you in  a good light is all we need to know about your state of mental health.
1184620015120736262 2019-10-16 19:59:55 -0400 <BettyHinesCrus1> @DavidLy53625972 @ForgottenGenXer @CaslerNoel @realDonaldTrump Love watching video of her shoving his hand away.🤣 She wears her boats over her shoulders to avoid his tiny hands.✌️
1184620014332272640 2019-10-16 19:59:55 -0400 <Schnitzel_Dog> @PressSec @realDonaldTrump @SpeakerPelosi See you on Dancing With The Czars  https://t.co/j6pYhFyv43
1184620013409460225 2019-10-16 19:59:55 -0400 <Ppags84> @realDonaldTrump Term limits
1184620012054515712 2019-10-16 19:59:54 -0400 <kushkabelieber> @realDonaldTrump You are the only fraud in this scenario
1184620011727577092 2019-10-16 19:59:54 -0400 <UpNort> @realDonaldTrump I love seeing you recommend books, knowing that you have never read a book in your life!
1184620011274559488 2019-10-16 19:59:54 -0400 <AuntieBBee> @realDonaldTrump What is  she hiding?
1184620011106770944 2019-10-16 19:59:54 -0400 <tomfervoy> @Drew_Hammill @realDonaldTrump #ResignNowTrump #PutinsPuppet #Sad!
1184620011085688833 2019-10-16 19:59:54 -0400 <RussTheriault> @VP @realDonaldTrump @SecPompeo You can stuff sacks of pistachios in the wheel wells of Air Force 2 and avoid import taxes. It won’t be a total wash.
1184620010817363969 2019-10-16 19:59:54 -0400 <rbob15> @Craig5778 @realDonaldTrump Of course
1184620010121154561 2019-10-16 19:59:54 -0400 <DebHami87500022> @realDonaldTrump Why would they stay, you were throwing a baby fit.
1184620009294708737 2019-10-16 19:59:54 -0400 <JohnWitherell> @realDonaldTrump New T-shirt: Where is hidden Biden
1184620009143832578 2019-10-16 19:59:54 -0400 <ChipFaust> Trump: Can't get VP to resign. How do I get a new one? Mulvaney: Send him to a war zone. We might get lucky. Trump: Send Pompous too. I want a blonde SoS.  RT @VP Honored to be leading a delegation to Turkey on behalf of @realDonaldTrump with @SecPompeo.  https://t.co/dCs9VV178A
1184620009105973248 2019-10-16 19:59:54 -0400 <NotSoProudYank> @tedlieu @SpeakerPelosi @realDonaldTrump @POTUS I'd like to point out, that in 2019, in America, there's only one woman at that table. Wake up America, you are failing to recognize that your most valuable asset, to saving this democracy, is standing at that table in a dress.   And she's not taking any crap. GOP men, take note.
1184620009051611136 2019-10-16 19:59:53 -0400 <blurtnobrain> @realDonaldTrump #DesperateDonald
1184620008867061762 2019-10-16 19:59:53 -0400 <liberalpuppy> @BernardKerik @AdamSchiff @realDonaldTrump Who are you calling on here?
1184620008351121408 2019-10-16 19:59:53 -0400 <scottieBOOM> @jzikah @UrbanGirl_Thyra @vladduthiersCBS @FrancisWegner @realDonaldTrump @SpeakerPelosi ..She’s horrible..
1184620008036548610 2019-10-16 19:59:53 -0400 <ths77chris> @wsredneck @realDonaldTrump I think you mean “Trump Bless God”!!  Trump doesn’t bow to anyone! 👍
1184620007222923270 2019-10-16 19:59:53 -0400 <monya531> @realDonaldTrump Do you seriously think this recycled crap is going to stop your inevitable impeachment?  The story was actually true.  The graphics were incorrect.  Doesn’t make it FAKE NEWS!
1184620006983778304 2019-10-16 19:59:53 -0400 <jerjohner57> @realDonaldTrump we are a tin pot dictatorship, and you Donald suck
1184620006816075781 2019-10-16 19:59:53 -0400 <sooner_in_socal> @GOPChairwoman @realDonaldTrump How do you sleep at night? History will not be kind to you and your #spinelessgop
1184620006094622723 2019-10-16 19:59:53 -0400 <Rmac6173> @realDonaldTrump Hell your own wife doesn't like you.
1184620005947781122 2019-10-16 19:59:53 -0400 <fmiller26> @kayleighmcenany @realDonaldTrump @TeamTrump WTPPL love President Trump! President Trump is keeping his promises and MAGA for All Americans! WTPPL back President Trump 100%! WTPPL trust President Trump’s judgement and agenda in handling all America’s Affairs both Foreign and Domestic!
1184620005612249089 2019-10-16 19:59:53 -0400 <JoePpagan> @realDonaldTrump  https://t.co/2mhBB3nKkX
1184620005469704199 2019-10-16 19:59:53 -0400 <GrahamSkeleton> @realDonaldTrump You misread that, 95% of them voted to condemn your actions. They didn’t say the approved of them.
1184620005368795136 2019-10-16 19:59:53 -0400 <ventscott> @realDonaldTrump  https://t.co/7wiNbyuCU9
1184620005263982592 2019-10-16 19:59:53 -0400 <dragnett> @realDonaldTrump No secret witnesses, come forward and put him/her into witness protection program in Afghanistan.
1184620005197078528 2019-10-16 19:59:53 -0400 <mgpaq10_melanie> @realDonaldTrump Go get ‘em Nancy!!!
1184620004282552321 2019-10-16 19:59:52 -0400 <KraigBu> @realDonaldTrump I don't know. Seems to me history is on @SpeakerPelosi side.  Lest we forget that meeting in the Oval Office where you owned the shutdown and Mike Pence is trying his best to disappear. As it stands now, there's a 50-50 chance that she'll be your president.  #impeachment
1184620004119121920 2019-10-16 19:59:52 -0400 <OreoTrama> @tonyposnanski @realDonaldTrump You’re so brave Tony!
1184620004106522625 2019-10-16 19:59:52 -0400 <mcamodei> @realDonaldTrump Yeah...she looks really out of control...🙄🙄
1184620003787771904 2019-10-16 19:59:52 -0400 <NeylandWaldo> @realDonaldTrump Fake President:  https://t.co/AUNeWIXVto
1184620003070545921 2019-10-16 19:59:52 -0400 <Lynn_J_R66> I love it! @realDonaldTrump got them to expose themselves again!
1184620001258594304 2019-10-16 19:59:52 -0400 <Jerryha94684603> @realDonaldTrump Useless anyway
1184620001233375233 2019-10-16 19:59:52 -0400 <Orionforever2> You'd be like a HERO in their eyes!!  LOL!!! I'd be ok with that... and I bet ya alot of other people would be too! Think about it!!  #IdiotInChief  #Unfittolead #loser #crybaby @realDonaldTrump
1184620000277155842 2019-10-16 19:59:51 -0400 <moodigirl16> @HeideZachary @JoJoFromJerz @realDonaldTrump She IS the president, fool...🤨🤨
1184619999039819779 2019-10-16 19:59:51 -0400 <Barrabarra5> @BobDGibson @YaffaDina @realDonaldTrump Just another bone spur poor decision by the illegitimate pretend @potus.
1184619998477598720 2019-10-16 19:59:51 -0400 <DeannaFandrey> @kramerreport @FreeTho58307560 @realDonaldTrump Really !! I agree  Bring all our Troops home🙏🇺🇸🙏🇺🇸
1184619997567639552 2019-10-16 19:59:51 -0400 <guelphgirlchris> @realDonaldTrump No. Everyone hates you.
1184619997286555648 2019-10-16 19:59:51 -0400 <MichaelCreel> In 2005, if u told me that some of the most popular accounts on @Twitter would end up being: @RexChapman (that white guy from Kentucky BB) @realDonaldTrump @ChrisEvans (the Human Torch) @BetteMidler  @chrissyteigen (a Deal or No Deal model) I would've asked for my money back
1184619997198475264 2019-10-16 19:59:51 -0400 <minimesmom1> @49p22 @LynetteAgueda1 @viviancaldera31 @JeffreyGuterman @realDonaldTrump Awe did that make you feel better? I bet it did. Simple things for simple minds.
1184619996942462978 2019-10-16 19:59:51 -0400 <DonCamp29856335> @JoJoFromJerz @realDonaldTrump Yeah, they're ashamed they can't send young American soldiers to fight and die in someone else's war that has been going on for the last several centuries.  How many kids do you have currently deployed to Syria?
1184619996598558721 2019-10-16 19:59:51 -0400 <singmolly4> @realDonaldTrump No they don’t. Because they’re sane and they hate destruction, genocide, lying, corruption, evil &amp; cheating
1184619995839512577 2019-10-16 19:59:50 -0400 <bib_mac> @realDonaldTrump Melt Down, pure and simple! Time for you to RESIGN!
1184619995696947202 2019-10-16 19:59:50 -0400 <MooseTender> .@SpeakerPelosi put the orange baby @realDonaldTrump in the corner where he belongs.  https://t.co/1HTaYGyme4
1184619995579506688 2019-10-16 19:59:50 -0400 <Jeanilou> @realDonaldTrump NO ONE LIKES YOU! GEEZ!!!!
1184619994317017091 2019-10-16 19:59:50 -0400 <MshellButtercup> @lesleyabravanel @realDonaldTrump I wish I knew how to make something go viral. This needs to be on everyone's social media. Thank you 🙏
1184619993826131968 2019-10-16 19:59:50 -0400 <BlanchardDustin> @tonyposnanski @PressSec @realDonaldTrump @SpeakerPelosi Yet another intelligent tweet by this clown.
1184619993016741888 2019-10-16 19:59:50 -0400 <vllygrrl> @realDonaldTrump What is wrong with you?  You are acting like a teenage mean girl. Stop embarrassing our country with the way you are representing us to the world. Have you no shame?
1184619992546869249 2019-10-16 19:59:50 -0400 <ZipPulse> @PressSec @realDonaldTrump @SpeakerPelosi Sit down gurrl.
1184619992454553601 2019-10-16 19:59:50 -0400 <AdamChew1> @tedlieu @realDonaldTrump Jail or fine those Who refused to obey a congressional subpoenas.
1184619992211427328 2019-10-16 19:59:49 -0400 <RobertaStipp> @realDonaldTrump I love this so much!
1184619992161107968 2019-10-16 19:59:49 -0400 <iam_sashapierce> @realDonaldTrump *correction  https://t.co/nSZ4EqpCJp
1184619992085647361 2019-10-16 19:59:49 -0400 <Snowpack2009> @CheriJacobus @nancymck1211 @realDonaldTrump Again...
1184619991217270784 2019-10-16 19:59:49 -0400 <gooseyluc> @realDonaldTrump Your strength is superhuman.   They are children.
1184619990810615808 2019-10-16 19:59:49 -0400 <DreddPenguin> @realDonaldTrump Cannot wait until you get fired! Poetic justice, at such a huge cost to our country and I do not mean financially.   You will be remembered as the destroyer
1184619990533754880 2019-10-16 19:59:49 -0400 <donato356> @TeamTrump @realDonaldTrump The people voted Trump into office - NOT Congress.  The people have a Right to access EVERY ASPECT OF THIS IMPEACHMENT PROCEEDING - because it seeks to OVERTURN the peoples choice.  Hearings and Meetings held in secret are NOT to Impeach - they are held to Plan a Coup.  NOT GOOD!
1184619990026092544 2019-10-16 19:59:49 -0400 <1PJN> @Scaramucci @POTUS @realDonaldTrump So are you
1184619989568913408 2019-10-16 19:59:49 -0400 <robertmeadows> @realDonaldTrump Good lord, man...@SpeakerPelosi has character, courage, ethics and determination.  All qualities that you so sadly lack.
1184619988004540416 2019-10-16 19:59:48 -0400 <sylviavoteblue> @realDonaldTrump No that was you. Face it you’re the temper tantrum kid in the room.
1184619987970985985 2019-10-16 19:59:48 -0400 <KeaKarol> @realDonaldTrump Thank you for giving them a taste of their own medicine! Tired of their sh¡t !!!
1184619987505483776 2019-10-16 19:59:48 -0400 <PewterVenus> @realDonaldTrump They feel the same way I do.
1184619987295592449 2019-10-16 19:59:48 -0400 <grrrrringroeger> @whoshekidding @Beeindc55 @ChatByCC @realDonaldTrump It’s Eric. I’m telling ya!
1184619987199242241 2019-10-16 19:59:48 -0400 <BryanBlessey> @RDU4Pete @PreetBharara @PeteButtigieg @realDonaldTrump I know, this is nuts!!! I had to look it up but you're right. If we survive as a nation until the next election, I am voting #bluenomatterwho
1184619986817437698 2019-10-16 19:59:48 -0400 <KRocket16> @realDonaldTrump Storming out of a meeting is crazy...I would not want Pelosi praying for me. You are judged by how you treat people Nancy. CAUTION: Do not stand close to Nancy P or Chucky S... Lightning INEVITABLE!!!! CAUTION
1184619986595274752 2019-10-16 19:59:48 -0400 <GrinEyedGoblin> @SusanHudgins @truthfulswan @realDonaldTrump @POTUS @marklevinshow Ok sure but whats happening now? He totally pulls troops from Syria, inviting chaos from Iran, Russia, Assad, Isis btw Trump release 1000 Isis combatants for nothing in return? One thing I liked about George W. was flexing our military strength with real results. But this guy?
1184619986335088640 2019-10-16 19:59:48 -0400 <lodishaq> @realDonaldTrump  -  History will ultimately tell the tale of the insane behavior that you have brought to the presidency.  Without doubt, you are the most ignorant and incompetent of all 45 who have occupied the WH.
1184619985748004864 2019-10-16 19:59:48 -0400 <Lady_Rain7> @ValidWrapper @PreetBharara @PeteButtigieg @realDonaldTrump 😂🤣😭... unbelievable
1184619985634844672 2019-10-16 19:59:48 -0400 <Dolly60758666> @realDonaldTrump Nancy is far from Neevous. You look at a loss for coherent words as always Your side of the table looks disengaged and disconnected while everyone on the opposite side is taking notes and leaning in. Stop your noiseyou have lied all day&amp;made a fool of yourself. #ImpeachAndRemove
1184619985446080512 2019-10-16 19:59:48 -0400 <jjjjhskr> @trish_regan @realDonaldTrump @POTUS is this real?  really??
1184619984984694785 2019-10-16 19:59:48 -0400 <Thenumbered666> @verity_eightone @realDonaldTrump Everything about him is a con. He pretends to be a military expert, yet he came down with a mysterious case of bone spurs to avoid service after his education deferments ran out. He acts as if he’s a master businessman, but he has...
1184619984967929856 2019-10-16 19:59:48 -0400 <BarbaraS370> @RepAndyBiggsAZ @RepMattGaetz @POTUS @realDonaldTrump Matt is good but @RepLeeZeldin is a better messenger.
1184619984594636800 2019-10-16 19:59:48 -0400 <KayKaty> @CheriJacobus @realDonaldTrump Again...Reservoir Dogs! Congress has rebuked Trump &amp; the Generals are praying for the #25thAmendmentNow 😬 #TrumpMeltdown  https://t.co/XvhWVZjbwk
1184619984393097216 2019-10-16 19:59:48 -0400 <AlexTheEmery> @realDonaldTrump As if you would ever read a book.
1184619983751598085 2019-10-16 19:59:47 -0400 <BryceAtwell> @WhiteHouse @realDonaldTrump no wonder Crazy Donald won't release his grade school transcripts.
1184619983256449026 2019-10-16 19:59:47 -0400 <AngryIndepende2> @RepMattGaetz @realDonaldTrump Republican strategy, have small brains like Matt Gaetz tweet incessantly to please the Orange King.
1184619983004950528 2019-10-16 19:59:47 -0400 <patobryan> @LouDobbs @realDonaldTrump frame?  he confessed.  twice.  on national tv.
1184619982799417345 2019-10-16 19:59:47 -0400 <acomputergeek85> @DaylieKartunes @WhiteHouse @realDonaldTrump  https://t.co/9oUHLcS3g8
1184619982447091712 2019-10-16 19:59:47 -0400 <GrahamInglish> @realDonaldTrump They make winning easy-look at this broken down, haggard bunch of old folks! If it were a nursing home luncheon I would call in the nurse, because none of them, especially not the infected colostomy bag  @SpeakerPelosi look like they are going to make it 5 more minutes👏🏻😂
1184619982279327749 2019-10-16 19:59:47 -0400 <BigFrank103> @realDonaldTrump That's not what "they"are saying! #WorstPresidentEver
1184619979242692608 2019-10-16 19:59:46 -0400 <TexQuesadilla> @realDonaldTrump My guy✊🏿 #Trump2020
1184619978672300032 2019-10-16 19:59:46 -0400 <nury00685732> @illyahkuryahkin @eugenegu @realDonaldTrump Get a life people !
1184619978139455488 2019-10-16 19:59:46 -0400 <keepemhonest2> @LizardLord2988 @BissetteDW @WhiteHouse @realDonaldTrump Wow you are reaching on that one.
1184619976809943041 2019-10-16 19:59:46 -0400 <b4ur4gotten> @MalcolmNance @realDonaldTrump never had friends. He was always lonely and still is.
1184619976394788864 2019-10-16 19:59:46 -0400 <karmaback100> @RL9631 @SusanIverach @POTUS @realDonaldTrump @SenateGOP Look at these arrogant asshats.  Looking incensed.
1184619976281350144 2019-10-16 19:59:46 -0400 <FeonaSwan> @TonyAtamanuik @NotToddZeile @realDonaldTrump @heathercampbell Why did u stop your Trump show on Comedy Central? It was so good.
1184619975652233218 2019-10-16 19:59:46 -0400 <tbqfrank> Filled with all the goodest words, the letter signed by @realDonaldTrump “is brash, nasty, and lacking any diplomatic tact whatsoever.”  Read donald’s letter to Turkey’s Erdogan about #Syria: “Don’t be a fool!” | @voxdotcom #maga #mrga
1184619975442518017 2019-10-16 19:59:45 -0400 <NorthwestDavin> @realDonaldTrump No one does. They only use you for brief periods in your life you are useful and worth anything.  Your as inept at this as you have been at all other endeavors/failures. Difference now is no one to bail you out. You never did think farther than your tiny fingers. You have no use.
1184619975153278976 2019-10-16 19:59:45 -0400 <LondonBluue> @MiaFarrow @realDonaldTrump Opposite is true, clearly    Stay out of it.
1184619975090331650 2019-10-16 19:59:45 -0400 <jenmartin6759> @realDonaldTrump Pelosi dominated you.  Putin played you. Erdogan played you. Kim played you.  #TrumpHasFailed #ImpeachAndRemove
1184619974989623297 2019-10-16 19:59:45 -0400 <PedroJulio> ¡JAJAJA! @SpeakerPelosi just owned @realDonaldTrump!   El tuiteó la foto tratando de atacarla y ella se lo trollea épicamente colocándola como su foto de cubierta.   #PelosiOwnsTrump 😂  https://t.co/Aee66o5LTd
1184619974180118530 2019-10-16 19:59:45 -0400 <hypochondricat> @club4growth @markos @MittRomney @SpeakerPelosi @realDonaldTrump  https://t.co/9flWOUyk0G
1184619974159192064 2019-10-16 19:59:45 -0400 <jaworrell49> @derptyderp @tedlieu @SpeakerPelosi @realDonaldTrump @POTUS Won’t happen!! Keep wishing as long as the corrupt democrats keep pushing lies it won’t happen
1184619973706170369 2019-10-16 19:59:45 -0400 <MOUNPAM> @realDonaldTrump #BadAssNancy! You can't bully this one. #DerangedDonald
1184619973043347457 2019-10-16 19:59:45 -0400 <AmberlyQ> @realDonaldTrump All I see is a strong woman standing up to a spoiled toddler man while those around him grimace in shame.
1184619972552790026 2019-10-16 19:59:45 -0400 <javajnkie> @realDonaldTrump No one likes you, not even your sycophants.
1184619972531773442 2019-10-16 19:59:45 -0400 <Kbpats8012> @PreetBharara @PeteButtigieg @realDonaldTrump 😆😆😆
1184619972233961472 2019-10-16 19:59:45 -0400 <LiamJIrwin> @EngagedVoter18 @realDonaldTrump Or perhaps he is inept at covering it?🤓
1184619971541950464 2019-10-16 19:59:45 -0400 <hansonDigby> @realDonaldTrump Speaker Pelosi appears to be in charge and President Treasonweasel looks about to wet his pants.
1184619971147698176 2019-10-16 19:59:44 -0400 <ATL_midtown_Ken> @ChrisJZullo @realDonaldTrump I don’t usually do it and when you click of course it ask for a min of $25 but I gave my $5 even though it is a pac I’m trusting the pac will allocate even my little $5 to unseat that prick @senatemajldr
1184619971101347840 2019-10-16 19:59:44 -0400 <OptimusMatrix> @monakshow @RepDLesko @realDonaldTrump @MariaBartiromo @BarackObama The best part of your reply is the hypocrisy of it all. You say you support Lesko who won’t lift a finger to help your people, yet on your own page you’re asking for prayers for your people because of what #isis did to them and you know what they could do again. I’m confused🤔  https://t.co/FMQxI8KMFV
1184619970375888901 2019-10-16 19:59:44 -0400 <BALDEAGLA> @realDonaldTrump Yer a tad slow.......
1184619970107449351 2019-10-16 19:59:44 -0400 <aal1008> @TVietor08 These three look absolutely ashamed to be sitting on @realDonaldTrump side of the table. #turkey #pelosi #Syria  https://t.co/ChbEew414S
1184619970052780032 2019-10-16 19:59:44 -0400 <Pattikaykes> @HelenKennedy @realDonaldTrump Pres. Pelosi spelling things out.
1184619969117638656 2019-10-16 19:59:44 -0400 <AlisaC0511> @PressSec @realDonaldTrump @SpeakerPelosi Who the hell is @PressSec ? Now she comes out from under her rock? Go back to sleep.
1184619969105014784 2019-10-16 19:59:44 -0400 <Mmarcell84> @Elizabe64955332 @bobbiellen @kneepuckkilla @Professing_Prof @RichMoo20601218 @AndyOstroy @realDonaldTrump @CNN @TuckerCarlson @FoxNews I haven't gotten over the election? My guy won. How's Hillary doing these days? Who's she blaming now? 😂😂😂
1184619969016979456 2019-10-16 19:59:44 -0400 <BonBee81> @MarshaBlackburn @realDonaldTrump Great!
1184619968727523328 2019-10-16 19:59:44 -0400 <Rvlv1969Vargas> @realDonaldTrump Any news he doesn't like is fake news!
1184619968698167296 2019-10-16 19:59:44 -0400 <norisgirl> MAGA much @realDonaldTrump ?
1184619968421343232 2019-10-16 19:59:44 -0400 <donnaweller11> @realDonaldTrump Resign now!!! Your a criminal
1184619968387788800 2019-10-16 19:59:44 -0400 <ur_cruise> @gundekibhabhi @realDonaldTrump Pagal hai yar ye
1184619967704113158 2019-10-16 19:59:44 -0400 <Luv4eternty> @realDonaldTrump Impeach Trump!!
1184619967536349186 2019-10-16 19:59:44 -0400 <WeHearPodcast> @Fahrenthold @ValerieSchlesi4 @realDonaldTrump @propublica I'm starting to think that these banker's are dirt dumb.
