1038215335571283968 2018-09-07 19:59:59 -0400 <Alfa95161911> @realDonaldTrump Ur full of it.
1038215269250940928 2018-09-07 19:59:43 -0400 <jmurauski> @GOP @realDonaldTrump LOCK trump, pence and kavanaugh up! Separation of church and state! You thought that FBI agent couldn't separate his feelings? CAN YOU!!!!!!!!?  https://t.co/hO2JMREvwE
1038215268751867904 2018-09-07 19:59:43 -0400 <Veronic61605453> Thats because hes jealous of how great this country is doing under @realDonaldTrump
1038215268273516545 2018-09-07 19:59:43 -0400 <DaniVeee> @TerryMc53876119 @realDonaldTrump So instead of calling your daughter you’re tweeting at Trump?!?
1038215267816562688 2018-09-07 19:59:43 -0400 <cantseeeye2eye> @realDonaldTrump He’s just warming up...... biatch.
1038215266444955648 2018-09-07 19:59:43 -0400 <LizBanks> @realDonaldTrump Please look at your golf and travel tab that you have already charged to the taxpayers, as well as the money you keep demanding for the stupid wall. Also, let's not forget that you want us to pay for you to have a parade so you can feel special. #masputa
1038215261755793408 2018-09-07 19:59:42 -0400 <4_the_many> @South4TrumpMAGA @Imfr0mthefutur3 @WA_SusanD @realDonaldTrump The world actually does hate him!  Check out the media headlines in ALL countries (not just your redneck/hillbilly/ states). In the UK, we are divided: left &amp; right, but one thing we pretty much agree on, is our hatred of Trump!  Seriously. Fact.
1038215261151625216 2018-09-07 19:59:42 -0400 <carolgrammalama> @realDonaldTrump You are soon to be endocarditis, Donald. Dream on.
1038215259562094592 2018-09-07 19:59:41 -0400 <runTim_2SS> @charliekirk11 @realDonaldTrump *wouldnt.
1038215259448725504 2018-09-07 19:59:41 -0400 <Everybody_Got_1> @realDonaldTrump Bath salts are bad.  Just say no.  https://t.co/CZwy8KWV8u
1038215257955676160 2018-09-07 19:59:41 -0400 <HeatherAck> @realDonaldTrump Anominous.  Anominous.  You don’t speak like that? Hilarious.  #MuellerTime
1038215254948438017 2018-09-07 19:59:40 -0400 <heatherrae106> @realDonaldTrump What r YOU thinking??? Wait... you dont...just react
1038215254721740800 2018-09-07 19:59:40 -0400 <hinamoon12> @realDonaldTrump Today, Barack Obama received an award for ethics in government. Think about that. For more than a second. It's an award YOU WILL NEVER RECEIVE.  Cry about it.
1038215251567763458 2018-09-07 19:59:39 -0400 <alyboger2227> @LindseyGrahamSC @BarackObama @realDonaldTrump Lindsey Graham - you used to be respected on both sides of the aisle. Not anymore. Go all in with the crazy
1038215249936044037 2018-09-07 19:59:39 -0400 <ogma4210> @BrokenSpiritNMB @realDonaldTrump Criminal, yes. corrupt, yes. Unfit for duty because of mental incapacity, yes. Traitor, no. We're not in a war declared by congress. So much wrong with him but legally he's not a traitor, just morally and ethically traitorous.
1038215248778551297 2018-09-07 19:59:39 -0400 <ThereseOSulliv2> @ICanPlainlySee @WeidnerRoger @IslandGirlLani @luvcats142 @JeffHarperArt @magus6696 @Cluelesshippie3 @kay89266490 @winwithTrump45 @SunnyHiller @neal_cowboy @MrButton2525 @colleen6417 @mommags2579 @knitogether @ProgDisorder @spinson7746 @alkhciosbihadal @kinthenorthwest @tjbooge @DodgingThat @Scottish_Drew @mrsmik78 @LilPolkSalad @DrummondJeff @Aungiexyz @ibelieveindop @sundaze73 @AMBAMERICA @waconia3 @sweetlyfeirce @American4ever1 @gregphillps1028 @GracieLovesUSA @Cat13252228 @AlaskaBabe1225 @flamethrower70 @usvetram @Bajanace75 @tponews @Butterfly2Ocean @Guitarshredde16 @USMC_Proud @CraigChermside @BawstonBoy @NStarFan @tboyd1005 @spdustin @realDonaldTrump @VORTEX_6x24x50 There's a lot to say about being the sober one.
1038215248736600064 2018-09-07 19:59:39 -0400 <SRLoy2> @denuribe73 @realDonaldTrump 😮😮🌊🌊🌊🌊🌊   .  https://t.co/bXl8ArEcJq
1038215247658733568 2018-09-07 19:59:38 -0400 <ian_starttoday> @realDonaldTrump That maybe the world could use a little decency in light of your presidency
1038215247197298690 2018-09-07 19:59:38 -0400 <marleekyana> @realDonaldTrump You’re going to get more than that! THEN it’ll be a great day in America..
1038215246626734080 2018-09-07 19:59:38 -0400 <PWa135> @officialhotrod @realDonaldTrump Classless
1038215246035341312 2018-09-07 19:59:38 -0400 <Wmoebs03D> @HouseGOP Again a reminder: In the last 4 years of @BarackObama, an average of 213 K jobs/mo were added; in the 1st 18 mo of @realDonaldTrump, 190 K jobs/mo added. Under BO, S&amp;P up average of 30.3/mo; under DT, that average is 30/mo.
1038215245771272192 2018-09-07 19:59:38 -0400 <STIXnTWIGS220> @realDonaldTrump #FakeNews IS THE ENEMY of the Heartland, if not the entirety of America. WE MUST understand MSM became paid advocates of Globalism years ago, increasingly bought-up by Globalists. But Freedom of the Press, even corrupt Press must be protected, along with our Right to ignore them!
1038215242839408640 2018-09-07 19:59:37 -0400 <Renta0919> @LauraLoomer @greggutfeld @realDonaldTrump Even if he knows who you are, is he not entitled to his own opinion? From everything I've seen of him he does support Trump as well so why lie about that??
1038215242289958912 2018-09-07 19:59:37 -0400 <JimTaylorSays> @realDonaldTrump Obama gave that much to Clinton as a tip ... DECLAS THE FISA ... THANK YOU PRESIDENT TRUMP
1038215241488904192 2018-09-07 19:59:37 -0400 <harleyrobyn> @realDonaldTrump #assclown
1038215241421807616 2018-09-07 19:59:37 -0400 <xpmama> @thehill @realDonaldTrump  https://t.co/WxwOUy425k
1038215240729542656 2018-09-07 19:59:37 -0400 <wrongformat> @almostjingo @realDonaldTrump Sound and Fury from Barack's Robotized Bitter Clingers
1038215240217911296 2018-09-07 19:59:37 -0400 <ByeDon2021> @realDonaldTrump  https://t.co/8UoWf4XAD8
1038215240075411456 2018-09-07 19:59:36 -0400 <joeinct67> @OptimisticPer10 @RazieMc @Tiek99 @realDonaldTrump That's BS! I had affordable health insurance before Obama ruined the health care system. Before Obama went behind our backs and pushed his agenda through, there was affordable health insurance. Because of him, it became unaffordable. Wake up!
1038215238225719296 2018-09-07 19:59:36 -0400 <PC_Principal_CO> @1jewish_prince @realDonaldTrump What Nike did was to make National Anthem kneeling Colin Kaepernick the face of their latest ad campaign. But that wasn't the question I was answering.. the question was, "what was Nike thinking?"
1038215237151932417 2018-09-07 19:59:36 -0400 <spruoko> @PaulBegala @realDonaldTrump @ajc @staceyabrams I don’t necessarily wage my bets on polls, but Republicans showed their hand when they tried to shut down polling stations in black communities.  That was a clear sign they know they are in trouble.
1038215234912231424 2018-09-07 19:59:35 -0400 <iamhe02> @Nicodemetrius @Kokomothegreat @realDonaldTrump IDK, I think it was just a eupheNism.
1038215234387767296 2018-09-07 19:59:35 -0400 <AdaKepley> @freddyatton @mind_trash1 @realDonaldTrump He thinks everything is a scam because he’s been a conman his entire life. Pure projection.
1038215229556051970 2018-09-07 19:59:34 -0400 <j_mangione> @realDonaldTrump Obama is back next Obama mama will be back
1038215228834697216 2018-09-07 19:59:34 -0400 <al_chacho> @sunyand70 @realDonaldTrump I'm serious. I was IC and suppose to pay attention. Ended up watching hilites on @FoxNews
1038215224573263872 2018-09-07 19:59:33 -0400 <SheillaDingus> I'll take this one @realDonaldTrump. Journalists have 3 obligations when using anonymous sources. Verify the source is who he/she represents as. Determine source's credibility. Protect source's identity. I'm confident @nytimes is aware of these obligations &amp; following protocol.
1038215223688097792 2018-09-07 19:59:33 -0400 <GypsySpirit46> @_Ben_Franklin1 @RLeePhillips2 @SenatorCollins @HuffPost I hope @SenatorCollins and @lisamurkowski have grasped the import of what approving this mendacious @realDonaldTrump joke of a nominee would mean to the USA. #BrettKavanaugh has perjured himself a number or simply refused to answer important questions. #VoteNoOnKavanaugh  https://t.co/akjfvQF8fY
1038215221901512704 2018-09-07 19:59:32 -0400 <redone627> @SenWarren @realDonaldTrump What’s interesting to me is The US can’t feed its American families and you want to keep these people and spend more of our money. Call their president and send them home!
1038215221729538049 2018-09-07 19:59:32 -0400 <favoritesch_tjp> @DearAuntCrabby @realDonaldTrump How much would Trump have to pay you to pretend, even for an hour, to like him? Or not even to like him, but just to pretend to support him?
1038215220680900610 2018-09-07 19:59:32 -0400 <JeromeGilles1> @MHzMama @davidmweissman @realDonaldTrump Give Trump some CREDIT!  FIVE TIME draft dodger if you please. 🤣
1038215219783393280 2018-09-07 19:59:32 -0400 <GNettles_1916> Shining his boots not capable of doing it .@realDonaldTrump.
1038215219418476544 2018-09-07 19:59:32 -0400 <emilyringstrom1> @realDonaldTrump NOT. YOUR. DOING.
1038215218076123137 2018-09-07 19:59:31 -0400 <MidModPicks> Hey @realDonaldTrump ....how about a civics lesson?!
1038215216851386368 2018-09-07 19:59:31 -0400 <StrategicThghts> Memo to #Trump: you no longer dominate all of the news. Strong challenge of @realDonaldTrump by #Obama may fire up both sides but it’s what the #Dems need to increase voter turnout.
1038215215396077568 2018-09-07 19:59:31 -0400 <illa_lan> @JoeTalkShow @BarackObama @realDonaldTrump Yes I give Obama credit.He was sooo sorry as a president that he WOKE up America enough to elect PresTrump instead of Hillary.
1038215213764567040 2018-09-07 19:59:30 -0400 <ronnie_bixler> @GobSmackedTruth @realDonaldTrump @TruthFeedNews I’m sorry I missed it I think I was asleep
1038215212162117633 2018-09-07 19:59:30 -0400 <gloriuslorius> @realDonaldTrump Nike is thinking we have a racist moron as the so-called @POTUS so we need to make a strong statement and show the world that most of America understands that Kaepernick &amp; others are protesting police brutality against black men &amp; NOT the flag.
1038215211533119489 2018-09-07 19:59:30 -0400 <YGalanter> @DrAntagonist @DearAuntCrabby @realDonaldTrump #plaidshirtguy is all of us
1038215208764751873 2018-09-07 19:59:29 -0400 <pz9ysr> @realDonaldTrump Nike 52-week High.  Down. Why?
1038215206718136322 2018-09-07 19:59:29 -0400 <robertcbauza> @realTrumpClone @realDonaldTrump Yes they will, thats why your poll numbers keep falling #makeDonaldDrumpfagain
1038215206659338240 2018-09-07 19:59:29 -0400 <nothin_personal> @ResistAltleft @ClausPhanta @BreitbartNews @realDonaldTrump  https://t.co/YdC8OxAKy7
1038215205996482561 2018-09-07 19:59:28 -0400 <Luvs2Laff6> @Squanch_Me This is a great clip ! The video that I saw not only was he replaced by some woman the couple next to him was also replaced. This is what happens when he don't show enough enthusiasm to @realDonaldTrump
1038215205920985089 2018-09-07 19:59:28 -0400 <kellhound24> @LindseyGrahamSC @BarackObama @realDonaldTrump Dream on, Princess. #Quisling
1038215204750983168 2018-09-07 19:59:28 -0400 <nlm53> @LindseyGrahamSC @BarackObama @realDonaldTrump What does Russia/Trump have on you that you don't want to get out. Whatever it is I hope it was worth selling your soul to Trump and Putin.  Be careful though because they both will turn on you in a heartbeat and we all know what happens to people that Putin has no more use of.
1038215204281012224 2018-09-07 19:59:28 -0400 <ScarlettSimi> @DailyCaller @BarackObama @realDonaldTrump Can’t stand this man’s ego. The way he thrusts his chin forward lifting his nostrils so high, I pray for rain!
1038215202997714945 2018-09-07 19:59:28 -0400 <SK_OH_Vote_Blue> @realDonaldTrump It ain’t you thank God
1038215201575714816 2018-09-07 19:59:27 -0400 <DibsExtracts> @realDonaldTrump Can yall go back to boycotting walmart?
1038215199344472069 2018-09-07 19:59:27 -0400 <op2mist_liberal> @realDonaldTrump That's less than your golf outings. I'd rather pay for truth and justice than golf.
1038215199143092225 2018-09-07 19:59:27 -0400 <Leslie_resists> @StopTrump2020 @realDonaldTrump Facts, facts, why bother with facts when I have alternative facts?
1038215199046688768 2018-09-07 19:59:27 -0400 <BCKNBLK1> Watch @Realpersonpltcs's broadcast: The danger of history... Rewritten... Dems are Nazis... @realDonaldTrump  https://t.co/nnjmvpFxhw
1038215198731980800 2018-09-07 19:59:27 -0400 <Christina1959> @realDonaldTrump Trump said that he fell asleep during Obama speech.. I think it was just the frustration of having to "Google" the words!  https://t.co/F0ANtvOCCQ
1038215196592852992 2018-09-07 19:59:26 -0400 <DeborahVonBrod> @realDonaldTrump BE BEST 😂😂😂  https://t.co/0JKaOOHqWA
1038215194546196480 2018-09-07 19:59:26 -0400 <MzMommyMitchell> @LouiseSchul1009 @realDonaldTrump OUCH!!  LOL 😅😍😄😅🤣
1038215193262604288 2018-09-07 19:59:25 -0400 <DWhiplashSnyder> @HolmesFrank @realphilhendrie @realDonaldTrump Clinton took credit for the improving economy during his first year, which was GHW Bush’s budget and policies. Where were you then? BTW, Bush is a POS and I didn’t vote for Trump.
1038215192600092672 2018-09-07 19:59:25 -0400 <robertblowe> @realDonaldTrump wants Roe overturned and Kavanaugh is the one to do it @SenatorCollins @lisamurkowski
1038215190679117825 2018-09-07 19:59:25 -0400 <mosher_harley> @ThoughtsOfTony @realDonaldTrump  https://t.co/AWspyZw9t3
1038215189236277248 2018-09-07 19:59:24 -0400 <LarryARovers> @realDonaldTrump I make more than that before I get out of bed. #RoversIsRich #NotReally #MyBeltsAreFake
1038215188867104768 2018-09-07 19:59:24 -0400 <joelizquierdoJI> @realDonaldTrump This is the language you use in Twitter when someone says something you don’t agree. The language sounds like something you probably say to someone on a daily basis. Be a man!
1038215188443361280 2018-09-07 19:59:24 -0400 <d_weible> @lrendon247 @realDonaldTrump  https://t.co/Wzgm8xggUD
1038215187411742721 2018-09-07 19:59:24 -0400 <GregWilliams12> @realDonaldTrump Big business and the rich will win more lawsuits or have them dismissed by putting a pro corporation judge on the supreme crt.
1038215187181051904 2018-09-07 19:59:24 -0400 <SCUBAMJR> @PlyrUno @realDonaldTrump You really said this?
1038215181699084289 2018-09-07 19:59:23 -0400 <cjimenezm23> @realDonaldTrump Any other would get life in prison. What a joke!
1038215179559813120 2018-09-07 19:59:22 -0400 <BarbaritaLucer4> @The_Trump_Train @realDonaldTrump Ugh
1038215178725339137 2018-09-07 19:59:22 -0400 <lomlplexTOGG> @PressSec @realDonaldTrump We get it - not getting laid makes you bitter...  https://t.co/fq2WipvZLh
1038215176602968075 2018-09-07 19:59:21 -0400 <motorcityrunawa> @realDonaldTrump The scam is your Presidency. The made up is your courage, empathy, love for poor people, love for people of color, your faith/religion, your loving relationship with your wives &amp; children, your income, your truthfulness, your phone alter ego. So much made up. Fake president.
1038215176107917312 2018-09-07 19:59:21 -0400 <Riay25> @joshtpm This is @realDonaldTrump next speech:  was not "pecific" about all his great best knows a lot of great "bigly" speeches not like the "anomamynus" gutless who needs to be paraded naked and stoned.
1038215175667699712 2018-09-07 19:59:21 -0400 <MemeFakeNews> Watch @Realpersonpltcs's broadcast: The danger of history... Rewritten... Dems are Nazis... @realDonaldTrump  https://t.co/ufjTTLVu7g
1038215174539239424 2018-09-07 19:59:21 -0400 <DeniseH30333033> @Ramseyy__ @realDonaldTrump OMG! Get help, you need it.
1038215173016825857 2018-09-07 19:59:21 -0400 <boelder> @DearAuntCrabby @realDonaldTrump What pisses me off is that anyone can Google any one of these names. They can see, through unbiased reporting, the injustices levied on people of color. That there's any confusion on the issue speaks of a culture of willful ignorance and outright racism.
1038215169157910528 2018-09-07 19:59:20 -0400 <dbella27> @TheEternalOuts1 @Jessica33754395 @realDonaldTrump I’m 💯 he can’t spell it either .
1038215168143097856 2018-09-07 19:59:19 -0400 <13_Goose> @realDonaldTrump  https://t.co/QjQIyqG97s
1038215165097984000 2018-09-07 19:59:19 -0400 <canaweb> @AndyWebber1973 @ChazyChaz4Ever7 @DancrDave @PatriciaBronso7 @coco_konski @realDonaldTrump Lol.  Stay on your meds.
1038215163751682050 2018-09-07 19:59:18 -0400 <pcarl_> @mitchellreports @realDonaldTrump @BarackObama Bailout
1038215163399176192 2018-09-07 19:59:18 -0400 <LongmanGill> @washingtonpost She should leave @realDonaldTrump - migrate to some safe place and let the world know about “details” - I am sure she can become millionaire - NO ?? #StormyDaniels @BBCWorld
