1099821273612541957 2019-02-24 18:59:59 -0400 <Silverstealth7> @jeffmccrary60 @realDonaldTrump Nobody!!
1099821244025880577 2019-02-24 18:59:52 -0400 <DebbieO911> @realDonaldTrump When are you gonna get it through your thick melon that Kim is NOT going to get rid of nuclear weapons???!!!  https://t.co/f2rJW12q1t
1099821240695513088 2019-02-24 18:59:52 -0400 <dyerson_s> @realDonaldTrump We'll let the details of any agreement, when IT IS SIGNED, speak for themselves, lest it be another con job, like the MIDDLE CLASS TAX CUT. Lies don't replace the truth, they pervert it.
1099821239391141888 2019-02-24 18:59:51 -0400 <MccarverDawn> @BoycottUtah @realDonaldTrump I second that...🌏✌💖💗going to be a good week..cant wait for the fixer to tattle ..King of the flushable throne to go down...wonder what congressman..is mentioned in 😉😉💜😎
1099821239391084545 2019-02-24 18:59:51 -0400 <LaurieB0751978> @realDonaldTrump Lines in the sand washed away with disrespect
1099821239252762624 2019-02-24 18:59:51 -0400 <psychomomofkinz> @Letitsnowtoo @realDonaldTrump LOVE IT!
1099821238699126784 2019-02-24 18:59:51 -0400 <mdrex22> @realDonaldTrump More golf....
1099821237348548608 2019-02-24 18:59:51 -0400 <BobbyTheCat4> @realDonaldTrump You don't have anything yet. Counting your chickens before they've hatched, as usual.
1099821235356209153 2019-02-24 18:59:50 -0400 <Candelario_luo2> @realDonaldTrump @VP @AmbJohnBolton @SecPompeo  @SenRickScott @StateDept @MarioDB @marcorubio @SecretaryPerry  @NATO @Almagro_OEA2015 @EP_President @ONU_es  @UNIONEUROPEA @Europarl_ES @UNHumanRights @OACNUDH @CIDH @ONU_derechos @CorteIDH @IntlCrimCourt  @TAMARA_SUJU
1099821235150585857 2019-02-24 18:59:50 -0400 <USAWhatHappened> @realDonaldTrump Conman
1099821230570369024 2019-02-24 18:59:49 -0400 <CurtisIngraham1> @PhilippeReines @djrothkopf @realDonaldTrump I was hoping you might be announcing your resignation from office.  Now that would be a real national celebration. Will Mueller be sending out an Evite?
1099821228079099905 2019-02-24 18:59:49 -0400 <julesk408> @realDonaldTrump Of course you are. Got to make more money. Liar and cheat and thief.
1099821226724413441 2019-02-24 18:59:48 -0400 <uncle_t0by> @realDonaldTrump in other words, they took you to the cleaners....
1099821224878735361 2019-02-24 18:59:48 -0400 <Charles38370325> @RyanHillMI @realDonaldTrump That was a HIPAA thing though wasn’t it like for privacy I think??
1099821223645794304 2019-02-24 18:59:48 -0400 <notmyhusband> @realDonaldTrump Deflecting is what u do best
1099821223607857153 2019-02-24 18:59:48 -0400 <ajh1997> @jemcder @hoppe_ianism @realDonaldTrump Finally, a voice of reason
1099821223490531330 2019-02-24 18:59:48 -0400 <ConchettaD> @ChatByCC @realDonaldTrump Poor you 😕
1099821223004041216 2019-02-24 18:59:47 -0400 <JeanneBaum10> @twacker1 @realDonaldTrump Jeanne’s e
1099821219413544965 2019-02-24 18:59:47 -0400 <AnnaWilde15> @seanhannity @realDonaldTrump Don’t believe until you see it!
1099821218570526720 2019-02-24 18:59:46 -0400 <paras_lori> @thedailybeast @realDonaldTrump  your silence about Christopher Paul Hasson speaks volumes loudly of who you really are!!!!!!
1099821217845047298 2019-02-24 18:59:46 -0400 <Natalie76446294> @realDonaldTrump It’s a socialist country right? I’m so confused by what you like and don’t like.
1099821217375285250 2019-02-24 18:59:46 -0400 <JournalistReal> @realDonaldTrump You certainly seem jolly despite your dire cries that there is a national emergency.
1099821216079196160 2019-02-24 18:59:46 -0400 <ardaniels4213> @realDonaldTrump Definitely not the people's favorite president, more like the president's favorite president
1099821215789785088 2019-02-24 18:59:46 -0400 <MosesDidItBest> @RWPUSA @realDonaldTrump That will definitely catch on. I say that after decades&amp; decades of July the 4th fireworks.
1099821214720131072 2019-02-24 18:59:45 -0400 <DarthRitis242> @realDonaldTrump Making yourself richer there I see
1099821212451160065 2019-02-24 18:59:45 -0400 <plainqyu> @realDonaldTrump CCP  and Xi are Enemies of the people!
1099821211880542208 2019-02-24 18:59:45 -0400 <jfittsreyn> @realDonaldTrump I really never think you can top prior tweets, but...you did it again!! Bravo! You really do sit on ‘a throne of lies’ and fabrications.
1099821210832158722 2019-02-24 18:59:45 -0400 <FOAQBM> @realDonaldTrump Bullshit.  #TRE45ON  #TrumpResign #ImpeachTheMotherfucker  #ITMFA
1099821210467270661 2019-02-24 18:59:44 -0400 <tturnt1> @outlawgirl2323 @PeterSchiff @realDonaldTrump And in the meantime, not listening to any of his advisors, just operating on his "gut".
1099821208948879362 2019-02-24 18:59:44 -0400 <Tar22heel> @realDonaldTrump @WhiteHouse If it’s anything like your negotiations with Chuck Schumer and Nancy Pelosi we should all be worried.
1099821208852406275 2019-02-24 18:59:44 -0400 <TXBAMOM> We are watching “Live From the Red Carpet” &amp; see so many artificial walls have been set up, for security purposes, to protect Oscar attendees. Yet the majority of tonight’s attendees are the same people who are against @realDonaldTrump building a wall to protect our nation. #MAGA
1099821207585722374 2019-02-24 18:59:44 -0400 <woodchuckjohn> @realDonaldTrump Hold the date?   July 4?  Independence Day?
1099821207027941377 2019-02-24 18:59:44 -0400 <IfeoluwaJnr> @AnthonyEjura @EU_Commission @USEmbassyAbuja @UKinNigeria @OfficialPDPNig @ProfOsinbajo @APCNigeria @realDonaldTrump Not my Nigeria not our Nigeria.The people have spoken and choosen the people's president in @MBuhari . External influence back off.@UN
1099821205354352640 2019-02-24 18:59:43 -0400 <Barbrnccrn> @realDonaldTrump
1099821205333463040 2019-02-24 18:59:43 -0400 <thunderf> Who is more fake than a vegetarian vulture? =  @jguaido you're a puppet of @realDonaldTrump  #EnVenezuelaLaPazVencerá
1099821204561690624 2019-02-24 18:59:43 -0400 <LuceResists> @realDonaldTrump Oh, goodie. I will show up with a few thousand others to protest your fake presidency. Yeehaw.
1099821204263837696 2019-02-24 18:59:43 -0400 <darthticket> @realDonaldTrump Obama is back then??
1099821200648425472 2019-02-24 18:59:42 -0400 <Mercedesguera> @realDonaldTrump  https://t.co/QL6UAh9sxh
1099821200463675392 2019-02-24 18:59:42 -0400 <gilbertstudioz> @RWPUSA @realDonaldTrump Trump should have a celebration on December 31 too! The whole world would join In!
1099821187209854982 2019-02-24 18:59:39 -0400 <Scribe62> @Lrihendry @realDonaldTrump Oh my comrade. You’ve certainly earned your rubles today. Pussyboy Putin will be so pleased.
1099821185397862400 2019-02-24 18:59:38 -0400 <ladyguinne> @realDonaldTrump You are like The WiZARD of Oz and you WILL be exposed. If Hillary was the witch you say she is, she would have melted long ago. Save all your phony accusations for your Mar a Lago sycophants (look it up).
1099821185389547520 2019-02-24 18:59:38 -0400 <Diogenes43055> @Lrihendry @realDonaldTrump Odd, isn’t it, that the Orange One can get rallies to chant Lock Her Up, but he doesn’t have the balls to open an investigation?
1099821185083293696 2019-02-24 18:59:38 -0400 <DefiantGuerilla> @realDonaldTrump  https://t.co/I8p7QyTNJX
1099821182843539456 2019-02-24 18:59:38 -0400 <radumanolescu> @realDonaldTrump You’ve had two years and all the resources of the federal government at your disposal and you still ask these questions on Twitter? Why don’t you have an answer yet? You failed. Weak!
1099821182021484544 2019-02-24 18:59:38 -0400 <SleepingPhnx28> @realDonaldTrump good to see you worshiping not america first again
1099821181853753344 2019-02-24 18:59:38 -0400 <CivicCentaur> @realDonaldTrump "I love little Donnie," says Kim with a grin; "He's so very easily taken in. Just flatter the dotard, and promise a tower, And then I go back to my nukes and my power. There's only one thing, though, that makes me so sad: I still have to share this big patsy with Vlad!"🇰🇵🇷🇺
1099821181710983168 2019-02-24 18:59:38 -0400 <mustardmaster56> @realDonaldTrump HAHAHAHAHAHA STFU!!
1099821180016414720 2019-02-24 18:59:37 -0400 <HitItWithARock> @charliekirk11 @realDonaldTrump The Kamala Harris and the left is trying to entice Black Americans back to the plantation with reparations for the descendants of  slaves...
1099821179898974209 2019-02-24 18:59:37 -0400 <adamdowling01> @tnkdriver @SamPrice54 @Reuters @realDonaldTrump @NobelPrize So your argument is because Obama got it Trump should?  If you don’t think Obama should have, that’s up to you. But to the reason someone else undeserving got it, so another person undeserving should get it devalues others who are actually deserving of it
1099821176258523136 2019-02-24 18:59:36 -0400 <TomMurphy12> @realDonaldTrump We need to be there.
1099821175839092736 2019-02-24 18:59:36 -0400 <tinad711> @realDonaldTrump 😁the sheer amount of ‘bobbing and weaving’ that your doing right now is EPIC!  #muellergonnagetyou
1099821175075753986 2019-02-24 18:59:36 -0400 <LMY_U> @gemmyfag @realDonaldTrump
1099821174748532736 2019-02-24 18:59:36 -0400 <mrlespaul67> @realDonaldTrump Mr President  Trump you are doing a great job and the only ones you need to get the truth through their heads is these Dumbacrats that can only blame everything on you well we know that's BS build that wall make America great again Trump 2020
1099821174715006976 2019-02-24 18:59:36 -0400 <Jay_Simpson1993> @thosanchez @ChatByCC @realDonaldTrump Someone has to
1099821170881384448 2019-02-24 18:59:35 -0400 <Earnie51> @realDonaldTrump Let me get this straight - Hillary colluded to lose an election!  Your reasoning is absurd. Just like your ill-advised tariffs and your #FakeNationalEmergency .
1099821170617212928 2019-02-24 18:59:35 -0400 <EDWARDPARDOM1> @josegreghg @petrogustavo @realDonaldTrump Guerra no va a ver, hay un país gobernado por una bandola de delincuentes, si hay una intervención militar extranjera va a pasar lo mismo que en Panamá. No creo ni los que juran lealtad por Maduro quieran morir por el.
1099821170591903744 2019-02-24 18:59:35 -0400 <isthisnameused> @BubonicClegg @TUSK81 @GOPChairwoman @realDonaldTrump They have oil and a regime ripe for the changing.
1099821169732132864 2019-02-24 18:59:35 -0400 <marapocovich> We know say story go plenty for this country after citizens don vote, but make una let justice prevail for the masses... #SayNoToFakeNews #NigeriaDecides  @EU_Commission  @USEmbassyAbuja @UKinNigeria @OfficialPDPNig @ProfOsinbajo @APCNigeria @realdonaldtrump #NigeriaDecides
1099821168373178368 2019-02-24 18:59:34 -0400 <jacochran> @realDonaldTrump I’m glad he said hold the date, otherwise , how would I remember it was on the 4th of July? #secondplacepotus
1099821165932171264 2019-02-24 18:59:34 -0400 <FredDrachus> @BBSheff1 @realDonaldTrump LOL!!!!
1099821165697216513 2019-02-24 18:59:34 -0400 <MarkJon34736875> @realDonaldTrump No shit Sherlock.
1099821165407817729 2019-02-24 18:59:34 -0400 <newtnewtriot> @EugeniaMaryDon1 @masterdeb8er1 @Lrihendry @realDonaldTrump The heads of the various intel agencies that TRUMP PICKED all said that Russia hacked the DNC. It’s also been confirmed that they hacked the RNC too, yet none of that information was ever released... 🤔🤔🤔 #blackmail
1099821160555008001 2019-02-24 18:59:33 -0400 <billm9> RT @axidentaliberal: HOW MANY MORE IMMIGRANT CHILDREN DID YOU TERRORIZE @realDonaldTrump? Do you even care? “The government [said] that i…  https://t.co/Be7VmdV3dZ
1099821159460323328 2019-02-24 18:59:32 -0400 <boringbriankra1> @graffitiwriter1 @EdKrassen @realDonaldTrump That reminds me Ed, can you pick up our superhero suits from the dry cleaners tomorrow? I won't be at home, I am going to some post Oscar party's to do a story about Satanic Pedophiles in Hollywood.
1099821157090508800 2019-02-24 18:59:32 -0400 <wushu20121> @TheOfficerTatum @realDonaldTrump 👍♥️🇺🇸
1099821156356505601 2019-02-24 18:59:32 -0400 <Charlee14199944> @realDonaldTrump I'm sure Putin will fix it for u him n Kim r best buds.
1099821156352344064 2019-02-24 18:59:32 -0400 <PATRICK17560139> @realDonaldTrump Keep your friends close and your enemies closer!
1099821156062834689 2019-02-24 18:59:31 -0400 <HoggerJeff> @TerryBudrow @EdKrassen @TrumpsareNazis @eugenegu @graffitiwriter1 @realDonaldTrump Not sure if you heard, but illegal immigration rates are at the lowest they've been in years... with NO wall. Oh, and just so we're on the same page, seeking refugee status is a proper and LEGAL way to enter the country.
1099821154699743232 2019-02-24 18:59:31 -0400 <PortableGW> @realDonaldTrump @KatiePavlich More lies.
1099821153814831105 2019-02-24 18:59:31 -0400 <MattMattMatt000> @David_J_Koch @realTuckFrumper @realDonaldTrump Great idea but too bad he scheduled it on Independence Day :(.  I’ll be with@my family watching fireworks that day
1099821153776918528 2019-02-24 18:59:31 -0400 <MaugerCars10> @realDonaldTrump If you finally showed some CLASS as would be befitting of a normal president maybe there would be less to criticize about you. Start with yourself:respond to the urgent crises like climate change and inequality, not your fake emergency,maybe then the verdict about you'd be better
1099821149746352137 2019-02-24 18:59:30 -0400 <blurevival> @JudicialWatch @realDonaldTrump Was Natalia V. not brought in for questioning; if not why?
1099821147955388416 2019-02-24 18:59:30 -0400 <melrdagher> fack loco Dice I didn’t miss you I was with DNS. Yoo Sunday I got you with the after and we here because we chilling. AND PORTPLAINS IN CURAÇAO AND @realDonaldTrump ACTIVATE PROCEDURE.
1099821144973238272 2019-02-24 18:59:29 -0400 <triceguad> @realDonaldTrump Yay I miss Obama!!!
1099821143857479682 2019-02-24 18:59:29 -0400 <ImjackCanada> @GardJohanna @msfreedomfight @ChatByCC @realDonaldTrump We'll see. The Russian hoax is about to wrap up. Mueller will have nothing to show for his troubles but that won't stop the left. They're going to hound the poor man for another 6 yrs.
1099821140229476359 2019-02-24 18:59:28 -0400 <Matthew22192283> @kenolin1 @realDonaldTrump Who’s the child?
1099821139440947207 2019-02-24 18:59:27 -0400 <Miamidelphia> @realDonaldTrump Was this tweet written by the President of the United States, or a 13-year-old Mean Girl???  I honestly cannot tell.
1099821138492956673 2019-02-24 18:59:27 -0400 <dunn687> @realDonaldTrump  https://t.co/uG9I3MG7Xf
1099821138371272705 2019-02-24 18:59:27 -0400 <323Alaska> .@realDonaldTrump Hey Donnie, this one's for you. It's how two thirds of the country and most of the world feel.
1099821137289244674 2019-02-24 18:59:27 -0400 <DakotaPresley3> @AndyOstroy @Top_Sergeant @realDonaldTrump  https://t.co/9qsO3UCY8A
1099821135741341697 2019-02-24 18:59:27 -0400 <BunnyRarebits> @realDonaldTrump Gag.
1099821134638280704 2019-02-24 18:59:26 -0400 <jessvote> @realDonaldTrump  would be nice to stop government withdraws from the soc. its not a governmental spending spree. to fund new tech. or anything else. you might run into adverse people with this. but the social security is all some people have to live on.
1099821133728075778 2019-02-24 18:59:26 -0400 <dvdflyer> @realDonaldTrump I have a previous appointment!
1099821131773722624 2019-02-24 18:59:26 -0400 <boxerhouse3> @realDonaldTrump Make the money now 'cause the fines are adding up.  Tick Tock!
1099821129554952192 2019-02-24 18:59:25 -0400 <ZechyO> The timidity of this next level decision can really end some people in the hospitals.. we know that your hearts are on fire... #SayNoToFakeNews #NigeriaDecides  @EU_Commission  @USEmbassyAbuja @UKinNigeria @OfficialPDPNig @ProfOsinbajo @APCNigeria @realdonaldtrump #NigeriaDecides
1099821127973646336 2019-02-24 18:59:25 -0400 <LindaSm29379657> @realDonaldTrump Bring home the prize Mr President before the 2020 election show all these demons your a genius.
1099821127864594433 2019-02-24 18:59:25 -0400 <WaalStraater> @realDonaldTrump @sp3cul8r How come you didn't capital Weekend?
1099821124609814528 2019-02-24 18:59:24 -0400 <P_Rodriguez15> @realDonaldTrump
1099821122160340992 2019-02-24 18:59:23 -0400 <PaulConservativ> @trevormarr1 @realDonaldTrump 🇺🇸🇨🇦👊👍👍  https://t.co/zzEjVpi7F1
1099821120163786753 2019-02-24 18:59:23 -0400 <MarcusPlato> @realDonaldTrump We want to see your tax returns, but...
1099821114937663488 2019-02-24 18:59:22 -0400 <RitaMarietwo> @realDonaldTrump .@realDonaldTrump stop LYING.  We all know you conspired to have the Russians interfere in the election.  #Crook #Thief #CrimeFamily #LowIntelligenceTrump
1099821113641746432 2019-02-24 18:59:21 -0400 <AnNsMom2008> @kenolin1 @realDonaldTrump O M G!  Dead!  👏
1099821112496713729 2019-02-24 18:59:21 -0400 <lou_cindee> @K_DUBB_80 @EdKrassen @realDonaldTrump Love from southern farmers.  https://t.co/Dklhj7vcV1
1099821110995095558 2019-02-24 18:59:21 -0400 <pjbusdiva48> @Kitsune_9_tails @NotLilKim @netcom_cosmic @ReporterPhoenix @realDonaldTrump I don’t think you need an answer as to why the law isn’t applied evenly.
1099821109866840064 2019-02-24 18:59:20 -0400 <MaruaniJ> @realDonaldTrump This is a real Presidence. Thanks you, Sir Trump ! Let your bashers bark and go your way ....
1099821109225156608 2019-02-24 18:59:20 -0400 <JPGord> @realDonaldTrump Major fireworks display? Dude . . .
1099821107622920192 2019-02-24 18:59:20 -0400 <Mercedesguera> @TriciaBader @VABVOX @realDonaldTrump @DonaldJTrumpJr Damn don’t break his ❤️  He wants to declare something new so bad &amp; 🇺🇸 isn’t letting him Lincoln &amp; our founding fathers rolling in their grave  https://t.co/NezTu5ZK7X
1099821107039748096 2019-02-24 18:59:20 -0400 <AFSCME2467> @realDonaldTrump Sorry I’m busy that day
1099821106813231105 2019-02-24 18:59:20 -0400 <Agnt9t9> @realDonaldTrump You couldn’t negotiate your way out of a box!
1099821105890639878 2019-02-24 18:59:19 -0400 <Trigirl2012> @realDonaldTrump Don’t come back! Stay there with your ‘lover’ KJU...didn’t you say you ‘fell in love’ over your letters? #DotardDonnie
1099821105580191744 2019-02-24 18:59:19 -0400 <Audacious210> @nicholasmonks @kazweida @realDonaldTrump You realize that big dummy will retweet that his followers are proposing a Trump day. Lol
1099821105076875264 2019-02-24 18:59:19 -0400 <black_maria_inc> @realDonaldTrump And another thing... why the fuck goes he need a mass gathering for 4th of july...? So basically he's having a campaign rally...? I get these images of Nazi Germany when Hitler has people parade w torches... this is what's happening to our country...
1099821105005690888 2019-02-24 18:59:19 -0400 <chilepeppermama> FYI, @realDonaldTrump. about your party ... you better talk to your party planners. That venue is taken.   https://t.co/yYvfxldHft
1099821104070357000 2019-02-24 18:59:19 -0400 <Night_Putting> @realDonaldTrump Chairman Kim will export his abundance of death camps!  https://t.co/LEUSShPEFx
1099821102002524160 2019-02-24 18:59:19 -0400 <LisLynneR> @realDonaldTrump Yay!!! OBAMA is speaking!
1099821101104943104 2019-02-24 18:59:18 -0400 <dunn687> @realDonaldTrump  https://t.co/q4Tv1odXpN
1099821100379324416 2019-02-24 18:59:18 -0400 <davidfaustrum> @realDonaldTrump Like always.. it’s nothing new
1099821099938807809 2019-02-24 18:59:18 -0400 <enemyoftaxes> @missdiagnose1 @realDonaldTrump Let's go for my birthday!
1099821099800510471 2019-02-24 18:59:18 -0400 <rroarde> @realDonaldTrump  https://t.co/U0EyakyuI0
1099821098630172672 2019-02-24 18:59:18 -0400 <ForMyBro37> @realDonaldTrump Well enough talk. You have authority to obtain all of this
1099821097443344391 2019-02-24 18:59:17 -0400 <Thereisnowayof1> @realDonaldTrump  https://t.co/qf5jja2M79
1099821097128738816 2019-02-24 18:59:17 -0400 <firebearfl> @ChatByCC @realDonaldTrump “Thank you Mr. President” and please may I have some more tRump Kool-Aid to help wash down the tRump bullshit hamberders?
1099821095358730240 2019-02-24 18:59:17 -0400 <missyou_jack> @realDonaldTrump  https://t.co/V83t4eFBN7
1099821094155051008 2019-02-24 18:59:17 -0400 <Andy9375> @florence_randy @ChatByCC @realDonaldTrump @KatiePavlich We're all Trump-bots here  https://t.co/kxtUZbcefZ
1099821093743968257 2019-02-24 18:59:17 -0400 <pbtips> @DianaGeorgina15 @nick_watermn @realDonaldTrump Trump is a #Liarbility even to himself.  This will catch up with him  #MuellerIsComing
1099821092447928322 2019-02-24 18:59:16 -0400 <gumbi541> @kosuda_simone @LisaRos54536103 @Lrihendry @realDonaldTrump @Beylotte The ones that watch the network news ,CBS, ABC, NBC, CNN, ETC, can't even name the last 3 Presidents,  identify 3 National Landmarks, or name one thing that Pres. Trump has accomplished, or failed to accomplish according to the Left! Now who's uninformed?
1099821092384866304 2019-02-24 18:59:16 -0400 <PaullMarcus> @realDonaldTrump 🤣🤣🤣 You really didn’t know!! 🤣🤣🤣 You really didn’t know!!
1099821092292775937 2019-02-24 18:59:16 -0400 <11245S> @emfvet78 @BPPope @realDonaldTrump @KatiePavlich @GoboMontaco @trish_regan @JoanofAmerica @karli_bonne @freenaynow @blacktulip966 👊 Truth
1099821090686275585 2019-02-24 18:59:16 -0400 <IAMK144> @EdKrassen @realDonaldTrump @KatiePavlich Are you upset that he hasn't grabbed yours?
1099821089637781507 2019-02-24 18:59:16 -0400 <jub3d4> @imtrendydb_ Can someone just shove @realDonaldTrump in there so he can just disappear off the face of earth? :)
1099821086261239808 2019-02-24 18:59:15 -0400 <MicheleChevere1> @realDonaldTrump  https://t.co/kZJ0ylFCKp
1099821085657157637 2019-02-24 18:59:15 -0400 <Joe_Bourgeois> @realDonaldTrump Yr son admits meeting w/ Russian agents to get dirt on Hillary, yr campaign chairman shared poll data with the GRU, you revealed top secret data to Russian ambassador &amp; said "I have nothing to do w/Russia," a flat out lie. Plus so much more, all totally innocent. Enjoy prison!
1099821080968118273 2019-02-24 18:59:14 -0400 <TC40219> We the people Demand it, @realDonaldTrump supporters Need it! How else will they come to realize the Russian Assets Con on them, America &amp; the World at Large?
1099821080838094848 2019-02-24 18:59:14 -0400 <MeganLeazes> @patrick2278t @steph93065 @realDonaldTrump Territory NOT ISIS.
1099821079701438464 2019-02-24 18:59:13 -0400 <huber_bud> @mommamia1217 @realDonaldTrump Sounds more like an indictment of your fellow Dems/Socialists who are destroying the US rather than a person (DJT) who has achieved more in 2 years than all other presidents for 40 years.
1099821078631858177 2019-02-24 18:59:13 -0400 <tlsmjs> @ememess @realDonaldTrump Hanging out to disparage the President who is making great deals for us is to me very simply just makes you a hater
1099821078195695616 2019-02-24 18:59:13 -0400 <chidimmaigwe1> The timidity of this next level decision can really end some people in the hospitals.. we know that your hearts are on fire... #SayNoToFakeNews #NigeriaDecides  @EU_Commission  @USEmbassyAbuja @UKinNigeria @OfficialPDPNig @ProfOsinbajo @APCNigeria @realdonaldtrump #NigeriaDecides
1099821077981790208 2019-02-24 18:59:13 -0400 <anotheryanmck> @realDonaldTrump Thank you supreme overlord Trump for saving us from the trade war you created. If you want to help stop this tyrant and bully, donate to my gofundme and STOP THE WALL!!!!  https://t.co/UaMVaiwE0P
1099821077641990144 2019-02-24 18:59:13 -0400 <barje2009> @ProudResister @realDonaldTrump No, this isn't America!  This is Russia!!
1099821076346032129 2019-02-24 18:59:12 -0400 <Bigdubya> @ogenjr @realDonaldTrump I'm not a Democrat,  I have been a registered Republican for 20 years facts are facts there are a go small numbers 7  ppl who worked for his campaign, for have pledged guilty and three are going to jail
1099821074773086209 2019-02-24 18:59:12 -0400 <WACarroll4> @KarenMonsour12 @realDonaldTrump I don’t know, beside the normal greeting, it would depend what he called me for?
1099821073216860160 2019-02-24 18:59:12 -0400 <circ62951413> @realDonaldTrump There is no other way to say this. You are a DESPICABLE HUMAN BEING. Keep lying to your supporters. Maybe it will work. @FoxandFriends
1099821070323011586 2019-02-24 18:59:11 -0400 <Odegar> @marcorubio @beatrizbecerrab @VP @SecPompeo @CaracolRadio @elnuevoherald @nytimeses @TelemundoNews @bbcmundo @elmundoes @PanAmPost_es @AmbJohnBolton @Almagro_OEA2015 @realDonaldTrump @TAMARA_SUJU @soyfdelrincon @VPITV @UniNoticias @NoticiasRCN @abc_es @A3Noticias @jguaido
1099821070155161602 2019-02-24 18:59:11 -0400 <AKnowledgeTruth> @realDonaldTrump The analysis that alleged that Russia was behind the DNC server breach was carried out not by the U.S. government, but by the private security group CrowdStrike. .  https://t.co/VZLJOqAnqR .  https://t.co/jV9XwLNbIB .
1099821069165309952 2019-02-24 18:59:11 -0400 <GdGollyMsMolly> @JR_Watson19 @EdKrassen @AOC @realDonaldTrump Still on the Oscars, huh?  🙏🙏🙏🙏🙏🙏🙏🙏🙏  God bless you
1099821067248504833 2019-02-24 18:59:10 -0400 <dunn687> @realDonaldTrump  https://t.co/LB6dK3s8vt
1099821066648576000 2019-02-24 18:59:10 -0400 <LaurieB0751978> @realDonaldTrump I can't stand it  Armchair quarterbacks
