836365295283539969 2017-02-27 18:59:59 -0400 <Rosecrea1953> @CarolCcsee @FDRLST @realDonaldTrump Just stop.
836365189264068608 2017-02-27 18:59:34 -0400 <BrownieKimber> @_IMPEACH_TRUMP_ @rarmenta_ @realDonaldTrump the idiocy of the left is a huge joke. Your tag says it all.
836365189188464642 2017-02-27 18:59:34 -0400 <BritanniaRoyals> @realDonaldTrump  https://t.co/8bhDNg6DRQ
836365187045294080 2017-02-27 18:59:34 -0400 <redhed67> LEAVE ACA ALONE, @realDonaldTrump!--&gt;“Unbelievably complex”: Trump tells GOP Govs he may have underestimated the ACA  https://t.co/cxagUviwWf
836365186814595072 2017-02-27 18:59:34 -0400 <Letras_Libres> Con el arribo de @realDonaldTrump, una ley más severa que la de Alabama se ha puesto en vigor a nivel nacional  https://t.co/RzYar5FCET
836365182842601472 2017-02-27 18:59:33 -0400 <sosinfox> What say you, @realDonaldTrump ?New threats to US Jewish centers  https://t.co/4JLnH9YsoN
836365180808331264 2017-02-27 18:59:32 -0400 <ciao_ciao908485> @RawStory @realDonaldTrump @gop friend of urs? Would fit in w banner and miller @Impeach_D_Trump
836365176928628736 2017-02-27 18:59:31 -0400 <570_richard> @realDonaldTrump great idea let them flop around like a fish on a dock! They deserve the snub!
836365176785903616 2017-02-27 18:59:31 -0400 <emma_yolie> @realDonaldTrump He is more liked than you could ever be.  Won the popular vote, unlike you #notmyPOTUS
836365175695486976 2017-02-27 18:59:31 -0400 <BossyCowgurl84> @RNRMaryland @TheSickDiva @POTUS @realDonaldTrump @thebestcloser @JackPosobiec @mitchellvii  #ChooChooBaby #CloserNation
836365170238607360 2017-02-27 18:59:30 -0400 <WTrucke> @realDonaldTrump You are SAD with all your fake news and lies!!!! It's good that we have real news @nytimes @CNN and not yours!
836365166681825280 2017-02-27 18:59:29 -0400 <adriennegreg0> @GOP @SpeakerRyan  @realDonaldTrump 😂😂😂😂😂  https://t.co/6w8NyXkrN4
836365162890276864 2017-02-27 18:59:28 -0400 <csperry823> @IngrahamAngle @realDonaldTrump I know. What's up with that?Can't he leave Trump policies alone.Obama killed this country. But no comments
836365161115992064 2017-02-27 18:59:27 -0400 <mermchel> @realDonaldTrump @POTUS 10 MILLION per MONTH of taxpayer money to support YOUR lavish life style? Yeah, tighten YOUR belt, PLEASE. #BLOTUS  https://t.co/ASNyaH5EcD
836365160881192960 2017-02-27 18:59:27 -0400 <kmkm3311> @mhstra25 @realDonaldTrump ترا مايفكج والله احد منه 😂😂😂😂
836365159530659840 2017-02-27 18:59:27 -0400 <ClubOlga> @OLGATANON1313 @realDonaldTrump jajajajajajajajaja nawebona jajajajaja ayyyy
836365159035781120 2017-02-27 18:59:27 -0400 <LonnieJameslee>  https://t.co/eJyqOIGHaT RT #AmericaWakeup this is why @realDonaldTrump #Putin want you to hate the #media, to hide their dirt. RT PLS
836365158729445376 2017-02-27 18:59:27 -0400 <jonmspangler> @PressSec @SeanSpicer as Chief Snoop. Disgusting that he checks WH staffers' phones on your orders, @realDonaldTrump  https://t.co/9dwhlfqxIF
836365156573720577 2017-02-27 18:59:26 -0400 <realjimconroy> birthers going after the wrong president. @realDonaldTrump eats his steak WELL DONE! With KETCHUP! No REAL American would do such a thing!
836365153079820288 2017-02-27 18:59:26 -0400 <SpuytenDyvil> @NancyPelosi @DanteB4u @realDonaldTrump   Something that has to do with mammon
836365149204279297 2017-02-27 18:59:25 -0400 <wetworkclothes> @realDonaldTrump @POTUS Googled "This is not as big as watergate" 2 results. "This is bigger than watergate" 12,500 results. #IMPEACHTRUMP
836365148696739840 2017-02-27 18:59:25 -0400 <BklynzBeauty> @realDonaldTrump you are completely inappropriate!! Is Kim Jung Un your idol?
836365148411539458 2017-02-27 18:59:24 -0400 <Mikemywords> @realDonaldTrump not going to WHCD. Good, No comedic timing like @BarackObama. Red mixing with that orange face, Horrendous.
836365145290997760 2017-02-27 18:59:24 -0400 <10kcrows> @realDonaldTrump @HotlineJosh @Scribd fake news
836365143814602752 2017-02-27 18:59:23 -0400 <BillSul42113491> @realDonaldTrump congrats you won the electoral vote, but you lost the popular vote BIG LEAGUE by 3 million!
836365142321467392 2017-02-27 18:59:23 -0400 <RobertJByars> @MajorCBS @realDonaldTrump It's hard to get qualified people to serve when they have to give up their privacy!.
836365140115226625 2017-02-27 18:59:22 -0400 <GusCordeiro1> @realDonaldTrump Insurance companies don't provide health care. Doctors, nurses, hospitals and others do. Insurers provide insurance.
836365139284742145 2017-02-27 18:59:22 -0400 <BNobleman> @realDonaldTrump What grade are you in?
836365137149820928 2017-02-27 18:59:22 -0400 <NeiderNathan> @crehage @realDonaldTrump  thumbs up
836365135593627649 2017-02-27 18:59:21 -0400 <kiramj23> @realDonaldTrump @HotlineJosh @Scribd I call bullshit...
836365133286780928 2017-02-27 18:59:21 -0400 <rosie94939> @realDonaldTrump Why not cut these middle men out? Save money.
836365129037955072 2017-02-27 18:59:20 -0400 <CactusEd> @realDonaldTrump  Smart not to attend WHC dinner. Why dine with those you don't respect.
836365126743830530 2017-02-27 18:59:19 -0400 <bluescat1> I just signed a @ssworks petition: @realDonaldTrump should promise to veto #SocialSecurity cuts! Sign here:  https://t.co/LIxIC1Msx7
836365124940222464 2017-02-27 18:59:19 -0400 <NathanB_Forrest> @realDonaldTrump @HotlineJosh I like the term Trump Era
836365116975247362 2017-02-27 18:59:17 -0400 <pinkedout60> @realDonaldTrump @HotlineJosh @Scribd Fake News! Sad.
836365116534849536 2017-02-27 18:59:17 -0400 <Angela411975> @realDonaldTrump @HotlineJosh @Scribd YOU HAVE GOT TO BE THE BIGGEST LIAR KNOWN TO MAN! 3 out of 4 people want you impeached. I AM 1 of them
836365115725398016 2017-02-27 18:59:17 -0400 <MariaDemeo> @realDonaldTrump Has no business playing military men w/ #PresidentBannon or #jared! These our real lives not plastic figures. #resist
836365115008159744 2017-02-27 18:59:16 -0400 <BritBranwell> .@realDonaldTrump In wartime, citizens must sacrifice, must pitch in. Instead of more'stuff', Churchill offered"blood, toil, tears, &amp; sweat"
836365112340439040 2017-02-27 18:59:16 -0400 <Azationie> @CNN @realDonaldTrump just wants to make sure he's up on the latest porn
836365108494368768 2017-02-27 18:59:15 -0400 <markwalston> @realDonaldTrump is power mad with meetings: healthcare CEOs, governors, historically black colleges. I summon you all to come kiss my ring.
836365107802345472 2017-02-27 18:59:15 -0400 <MatthewJLavelle> @realDonaldTrump No one was going to attend because of you. You are just trying to avoid that embarrassment. Plus, Obama slammed you there.
836365105277325312 2017-02-27 18:59:14 -0400 <abgtzlpz> @realDonaldTrump MAKE THEM TO DANCE WITH YOU TUNE IF THEY WANT YOU SUPPORT. THEY NEED TO KNOW WHO IN CHARGE. ANCHOR BABIES NEED TO REFORM!lv
836365104488706048 2017-02-27 18:59:14 -0400 <DeereDeere> @GOPConservativ3 @simonhedlin @realDonaldTrump yeah, I don't!
836365102249033730 2017-02-27 18:59:13 -0400 <AnthonyNnani> @AnthonyNnani @realDonaldTrump the real confession will be admitting your real motivation for opposing the ACA, go on get it off your chest.
836365102018285572 2017-02-27 18:59:13 -0400 <RoyalCorrespond> @realDonaldTrump @HotlineJosh  https://t.co/e7otsEhidu
836365101296943106 2017-02-27 18:59:13 -0400 <iikidzmom> NBC News: Yemen SEAL Raid Has Yielded No Significant Intelligence: Officials  https://t.co/qSbVgQbZf1 @realDonaldTrump Just 2 dead Americans
836365100772691968 2017-02-27 18:59:13 -0400 <JYinKC> @octavian88888 @politico @HillaryClinton @realDonaldTrump  Just a bunch of cowards like he is.
836365100642615296 2017-02-27 18:59:13 -0400 <izbiz> #5at630 @realDonaldTrump is immature and an empty suit with a mouth to match and even emptier mind. An insult to America!
836365099048841216 2017-02-27 18:59:13 -0400 <ethelle18> @JUANMORALISTA @euge2145 @realDonaldTrump @POTUS  Bush el + tonto de los tontos, no sabia ni siquiera donde estaba la puerta de su oficina!
836365096876130304 2017-02-27 18:59:12 -0400 <Deborah_Sampson> #RT #LOL Trump wrote an Executive Order just for me! #MAGA #TRUMP @realDonaldTrump @POTUS  https://t.co/LXLTpVuFpW
836365096754495489 2017-02-27 18:59:12 -0400 <BetsyRoss_1776> #RT #LOL Trump wrote an Executive Order just for me! #MAGA #TRUMP @realDonaldTrump @POTUS  https://t.co/ENakro03qL
836365096754491392 2017-02-27 18:59:12 -0400 <Maggy_Corben> #RT #LOL Trump wrote an Executive Order just for me! #MAGA #TRUMP @realDonaldTrump @POTUS  https://t.co/xW2xoIWqnL
836365096720945153 2017-02-27 18:59:12 -0400 <Beaufort_TParty> #RT #LOL Trump wrote an Executive Order just for me! #MAGA #TRUMP @realDonaldTrump @POTUS  https://t.co/Ig9jHACVkG
836365096716742656 2017-02-27 18:59:12 -0400 <Southern_Sense> #RT #LOL Trump wrote an Executive Order just for me! #MAGA #TRUMP @realDonaldTrump @POTUS  https://t.co/lvSL6wHCka
836365095559180288 2017-02-27 18:59:12 -0400 <Hat579> @realDonaldTrump @HotlineJosh What about you?
836365091750588416 2017-02-27 18:59:11 -0400 <momanta68> @sassybarbara12 @NikolajSteen @Rygards @realDonaldTrump a real potus would have his cabinet wirking like a well oiled machine lol
836365089255145474 2017-02-27 18:59:10 -0400 <coachkev3> @POTUS @realDonaldTrump  @Aerosmith Steven Tyler getting ready for a concert! "Living it up while we're going down"!  https://t.co/edFkUx1iCq
836365088718209024 2017-02-27 18:59:10 -0400 <whyte1035> @realDonaldTrump @HotlineJosh When are you actually going to govern?
836365088512585728 2017-02-27 18:59:10 -0400 <schuylerocks> @realDonaldTrump -- Easy for cowards to make statements about going to war. Where were YOU hiding?  #loser #weak  https://t.co/dFV7dA4JGn
836365082116370432 2017-02-27 18:59:09 -0400 <bskaytv> @oreillyfactor @realDonaldTrump @TuckerCarlson THERE IS A BIG DIFFERENCE IN A FREE PRESS  AND A #FAKENEWS AGENCY sorry but @CNN is not press
836365081478852608 2017-02-27 18:59:08 -0400 <AngCa1998> @realDonaldTrump @HotlineJosh maybe share a link that actually shows what you're talking about
836365080606408704 2017-02-27 18:59:08 -0400 <NurseRusker> @realDonaldTrump if its so fake, if the leaks are illegal and fake....why does it bother you so much?
836365075778846720 2017-02-27 18:59:07 -0400 <DocDurdin> @realDonaldTrump @POTUS  I'm SICK of the disrespect for our President.. Democrat effort at a COUP???
836365075053043712 2017-02-27 18:59:07 -0400 <david_edelhart> I’m surprised @realDonaldTrump could have the CIA kill Bill Paxton  and nobody gets upset about it at all.
836365067511873537 2017-02-27 18:59:05 -0400 <SLSmart007> @realDonaldTrump NO they don't.
836365066228355074 2017-02-27 18:59:05 -0400 <rsalt159> @realDonaldTrump Only difference between you and us is you voted for him and are still supporting him....that's a special kind of hurt!
836365063153909760 2017-02-27 18:59:04 -0400 <trackingtrades> Mr @POTUS @realDonaldTrump America can't wait any longer we need your help now. These are actual quotes received today. #Obamacare #Fail  https://t.co/MqNbeju5sD
836365062738595841 2017-02-27 18:59:04 -0400 <hot_viper_2005> #GOP activist #BenStein says @realDonaldTrump is EXACTLY like #Nixon #Watergate
836365053926510592 2017-02-27 18:59:02 -0400 <LindaW7> @realDonaldTrump @HotlineJosh @Scribd what planet are you from? And we all hope you go back.
836365053448323074 2017-02-27 18:59:02 -0400 <DaemosKisame> @realDonaldTrump face it trumpet your an vain fool whos to focused on his own ego to even consider serving the people as is his job
836365053058240512 2017-02-27 18:59:02 -0400 <LCupcake> @JohnKStahlUSA @realDonaldTrump  @SteveKBannon @mike_pence   Yes, they are because Veterans vote Republican and refugees vote Democratic
836365052106145794 2017-02-27 18:59:01 -0400 <PerroRabi0so> Y porque no paso lo mismo de los #Oscars cuando gano @realDonaldTrump !!
836365051774787584 2017-02-27 18:59:01 -0400 <Mayfrend> #27FPuebloRebelde Ojala pronto @realDonaldTrump comience a mandarnos los terroristas,narcotraficantes y asesinos que alojo alla BARACK OBAMA  https://t.co/E9LWdKEjQb
836365048423440384 2017-02-27 18:59:01 -0400 <vinceh_kat> @realDonaldTrump You were forced to denounce the KKK now you MUST stand for JCC'S. Have you no heart, no soul?  https://t.co/YnZUeuoaUU
836365045286244353 2017-02-27 18:59:00 -0400 <Democracyworks2> @realDonaldTrump ...and that would be because Trump is an idiot...is this news?  https://t.co/MTrgRxSmla
836365045286244352 2017-02-27 18:59:00 -0400 <iaskwhynot53> @DebbieRhoden57 @realDonaldTrump @tedlieu Hear, hear! Wake up and smell the coffee. The stories aren't going away, &amp; we're not going away.
836365041846779905 2017-02-27 18:58:59 -0400 <NoCustomerServ> @GOPConservativ3 @simonhedlin @realDonaldTrump WHAT progress?  He's had no "era" in 30 days!  What a wackjob our so-called president is!! 🤢
836365036360712192 2017-02-27 18:58:58 -0400 <gertrude1306> @Sk8grt @Hkysk8 @williamlegate @realDonaldTrump No should have to depend on charity. Human beings are entitled to dignity.
836365035391737857 2017-02-27 18:58:58 -0400 <LisaR_2017> @realDonaldTrump @HotlineJosh @Scribd ASSCLOWN did you see the hundreds of supporters that turned up for you today?
836365034955616256 2017-02-27 18:58:57 -0400 <mssay3984> @realDonaldTrump @nytimes oh, and btw, how many failing businesses of your files for bankruptcy
836365031952396288 2017-02-27 18:58:57 -0400 <IcarusRidexx> @keprtv @realDonaldTrump Making America Hate Again!😞
836365025371529216 2017-02-27 18:58:55 -0400 <graves32> @realDonaldTrump Must be fake news, as it comes from NBC / WSJ.  Thanks for alerting me.
836365022095867904 2017-02-27 18:58:54 -0400 <jennymandel82> @realDonaldTrump So you agree that majority want congress to investigate your contact with and interference from Russia during campaign?
836365021315760128 2017-02-27 18:58:54 -0400 <ahrensfox> @jk_rowling @realDonaldTrump no one can find supporting documentation.  Trump promised to produce, where is it? #LiarInChief
836365018991996928 2017-02-27 18:58:54 -0400 <RealCinders2> @realDonaldTrump  https://t.co/k6su7zBwyX @seanspicer @KellyannePolls @SpeakerRyan @mitchmcconnell_ @USRepresent @SenateGOP @HouseDemocrats
836365016488153088 2017-02-27 18:58:53 -0400 <victoriarcooper>  https://t.co/mWKtZwm2gx    @realDonaldTrump: why don't you tweet about this? Why don't you do something for the people? Be better
836365015401840641 2017-02-27 18:58:53 -0400 <lilysnana2001> @realDonaldTrump Chicken!!!!!
836365010779705344 2017-02-27 18:58:52 -0400 <BklynzBeauty> @realDonaldTrump well you're right that this is good for the Republicans...
836365008967729152 2017-02-27 18:58:51 -0400 <flhuxtable> Immigration is a privilege, not a right. No one has the right to enter your country without permission. #WakeUpAmerica @realDonaldTrump
836365007151583233 2017-02-27 18:58:51 -0400 <ScottBrownTweet> Pls @realDonaldTrump #PRAISE this fellow @USArmy #VETERAN! Do NOT #PROSECUTE #PATRIOTS who #GiveADamn for #VETERANS abused by #VA!  https://t.co/x9GT1SYyqK
836365005020876800 2017-02-27 18:58:50 -0400 <hortensemarlin> Yet he still does NOTHING.  #COWARD @POTUS @realDonaldTrump  https://t.co/yL3EEFCmaB
836365003909447681 2017-02-27 18:58:50 -0400 <snunzie2014> @realDonaldTrump How sad. I didn't think they let blatant racists in. Someone should rethink that..
836365002231562241 2017-02-27 18:58:50 -0400 <ls1228> #ComeOnMan @realdonaldtrump #UncheckedSpending on Florida weekends has got to stop! There is governing to be done in the Capital! #trumpgret  https://t.co/5qxnoQROYo
836365002202177536 2017-02-27 18:58:50 -0400 <cruiciable> @realDonaldTrump the guys surrounding you look like they can't belive what just happened. Some are stunned and the smiles are laughter at ya
836365002080661504 2017-02-27 18:58:50 -0400 <Rightwinger65> @realDonaldTrump @seanspicer @seanhannity @FoxNews @FoxBusiness @BorisEP @lauraingraham @AnnCoulter Thank you. He's got to go!  https://t.co/nIPAOaIDeP
836365001761959936 2017-02-27 18:58:49 -0400 <instaperil> @tec_systems @realDonaldTrump if Trump wasn't such a joke, he makes it soooo easy.
836364998939136000 2017-02-27 18:58:49 -0400 <philtetreau> Condo Salesman @realDonaldTrump comes up with the most juvenile sales pitch of his career #NotasSmartAsaFifthGrader  https://t.co/p1HdYMTfvO
836364996162510849 2017-02-27 18:58:48 -0400 <BrownieKimber> @_IMPEACH_TRUMP_ @rarmenta_ @realDonaldTrump I think you skipped it. With basic civics class and reality check 101
836364995940188162 2017-02-27 18:58:48 -0400 <SoccerSara20174> @Drumpfleaks @RickyVaughn_II @ADL @realDonaldTrump @SenateMajLdr @SpeakerRyan 😂😂😂
836364995483009024 2017-02-27 18:58:48 -0400 <Capt_Underbite> @realDonaldTrump @POTUS please rethink any travel ban. The effects could hurt the U.S. for years to come    https://t.co/wkPcDVDhbM
836364993176174592 2017-02-27 18:58:47 -0400 <alfredlk> @realDonaldTrump @HotlineJosh @Scribd I don't think it said that
836364990739283970 2017-02-27 18:58:47 -0400 <mjpletch> @simonhedlin @realDonaldTrump how many people have you fed, clothed, cured and, sheltered with a focus in gender equality &amp; ranting tweets?
836364986934927360 2017-02-27 18:58:46 -0400 <CMHoffman> @cnnbrk Cool!  Can we check @realDonaldTrump's cellphone for calls to Russia?
836364986746294272 2017-02-27 18:58:46 -0400 <NickiDePaul> #SnowflakeAwards #MAGA #FakeNews #Oscars #BoycottOSCARS #TrumpsArmy @realDonaldTrump @mitchellvii @ScottPresler  https://t.co/pj91hWF7uh
836364985706098688 2017-02-27 18:58:46 -0400 <steve_redinger> @crehage @realDonaldTrump why don't you get a life?
836364982161969153 2017-02-27 18:58:45 -0400 <PAMouse0226> @realDonaldTrump Exact same poll that shows you have a 44/48 disapproval rating making you the least popular president to take office EVER!
836364978378530816 2017-02-27 18:58:44 -0400 <Lwme07> @realDonaldTrump Did you say that "NOBODY" knew how complicated the Health Plan cd be? SERIOUSLY? None of us who pay attn didn't know that?!
836364977405489154 2017-02-27 18:58:44 -0400 <DebraLejeune> @realDonaldTrump @HotlineJosh Did you even read the entire poll? I wouldn't be boasting if I were you. #narcissisticsociopath #FAKEPRESIDENT
836364972561207297 2017-02-27 18:58:43 -0400 <rwforgey1964> @realDonaldTrump bullshit.
836364972288462853 2017-02-27 18:58:42 -0400 <jimmie1938> @realDonaldTrump  A Soulation REPEAL ACA Now w rider that all enrolled  keep ACA  for 2017 IN August THEN work out SOLUTION differemces
