836365295283539969 2017-02-27 18:59:59 -0400 <Rosecrea1953> @CarolCcsee @FDRLST @realDonaldTrump Just stop.
836365292578156544 2017-02-27 18:59:59 -0400 <SilvyRobert> @realDonaldTrump @HotlineJosh Wait??  This poll is from NBC Donald... isn't NBC part of the FAKE NEWS?
836365290430676992 2017-02-27 18:59:58 -0400 <sosinfox> And this...today....your move @realDonaldTrump New threats to US Jewish centers  https://t.co/4JLnH9YsoN
836365285099720706 2017-02-27 18:59:57 -0400 <JessicaLauer07> @realDonaldTrump @HotlineJosh @Scribd just a big popularity contest to you I guess that's why you are #Bannon puppet
836365283719802880 2017-02-27 18:59:57 -0400 <myfan975> @realDonaldTrump @HotlineJosh @Scribd lies lies lies
836365283442974721 2017-02-27 18:59:57 -0400 <claycun> @realdonaldtrump Candidates will make every effort to compromise or be voted out.  They will give speeches about how they compromised.
836365279928147968 2017-02-27 18:59:56 -0400 <smartchic61> @NancyPelosi @realDonaldTrump I'd love to answer that right now, but I need to urinate.
836365277256372224 2017-02-27 18:59:55 -0400 <LesPerelli> @realDonaldTrump I can you borrow from insurance companies for infrastructure?
836365276170039296 2017-02-27 18:59:55 -0400 <JuanJosePuchale> @realDonaldTrump repeal &amp; replace obamacare: nothing else👆🏻😳😡‼
836365274173493248 2017-02-27 18:59:54 -0400 <CindyAndNadine> @realDonaldTrump @HotlineJosh @Scribd Oh so now it isn't Fake News which is it?
836365271816409088 2017-02-27 18:59:54 -0400 <blutarsky_bluto> @realDonaldTrump is this where you found out how complicated it is?
836365271459717120 2017-02-27 18:59:54 -0400 <Darkfennec> .@realDonaldTrump Eats His Steak Well Done With Ketchup, Like a Damn Child  https://t.co/eTWjxwgLHc #resist
836365271321489409 2017-02-27 18:59:54 -0400 <bewitched49> @realDonaldTrump FYI give Sean spicer a brown suit with brown shirt very telling say no more😩
836365271287857153 2017-02-27 18:59:54 -0400 <miguel9288> @realDonaldTrump  Does mental illness run in your family or are you a trendsetter?
836365265000677377 2017-02-27 18:59:52 -0400 <Ikdoehetniet> @realDonaldTrump You told 'em all they are fired? As you don't like healthcare?
836365261167071232 2017-02-27 18:59:51 -0400 <snarktimonious> @DOMESTIC_TERROR @NBCNews @realDonaldTrump @POTUS Oh, you're one of those that says anything you don't agree with is fake. So, sources?
836365259174739968 2017-02-27 18:59:51 -0400 <toddytodd> @TonyPerkisjr @crehage @realDonaldTrump I just Google. Just as I thought. No attacks until after he said there were. Lmao. Nice try pal
836365257371168768 2017-02-27 18:59:50 -0400 <NathanWilkes> @realDonaldTrump I understand it's complicated for you, but insurers don't actually provide care. They are just profiteering middlemen.
836365253470482433 2017-02-27 18:59:49 -0400 <ivychat> Silence @realDonaldTrump. We know that means you accept this.  https://t.co/uuSrDodbNi
836365251960532992 2017-02-27 18:59:49 -0400 <bresla_linda> @TrumpGoldShowrs @LawyerRogelio @realDonaldTrump And Alot of women and children!All cuz Trump needed an ego boost! Bottomless pit of need!
836365251486547968 2017-02-27 18:59:49 -0400 <kimmie8264> @hbpreynaud @starfirst @realDonaldTrump He was. And still is awful. The things he did can't be written off. Ever.
836365251260067840 2017-02-27 18:59:49 -0400 <lnickel92> @realDonaldTrump @HotlineJosh @Scribd  FAKE NEWS!
836365249855033344 2017-02-27 18:59:49 -0400 <lifepanels> George W. Bush: 'We all need answers' on @realDonaldTrump's alleged connections...  https://t.co/ftug5LdFM4 by #bobcesca_go via @c0nvey  https://t.co/C0OT4G5Izb
836365246507933696 2017-02-27 18:59:48 -0400 <cajungirljpr> @realDonaldTrump cant take the heat, eh? How sad that you are that insecure
836365246285623296 2017-02-27 18:59:48 -0400 <Buzzsaw252> @realDonaldTrump @HotlineJosh @Scribd  OH NOW, you believe in polls.....
836365245476192256 2017-02-27 18:59:48 -0400 <unarvs> @realDonaldTrump #freerainbowlove in #freeUSA
836365245106933764 2017-02-27 18:59:48 -0400 <latinostrategy> @politico @realDonaldTrump Yea!   Im missing you now!
836365244465299456 2017-02-27 18:59:47 -0400 <ekpobuk> @mskristinawong @realDonaldTrump Haha... Hillary should be laughing at Trump by now.
836365243253161984 2017-02-27 18:59:47 -0400 <DrivesouthLiza> @realDonaldTrump I haven't found 1 person from the great state of Illinois who can stomach you or your party.  We think you suck big league.
836365241143287808 2017-02-27 18:59:47 -0400 <RespectPBJTime> @realDonaldTrump will also be the first one without a clue. #SCROTUS #illegitimate  https://t.co/vt8mbnmM7W
836365240350605313 2017-02-27 18:59:46 -0400 <bilz_on_wheelz> @realDonaldTrump  https://t.co/tpYVa0tnXW
836365238228369408 2017-02-27 18:59:46 -0400 <juntao284> @realDonaldTrump @nytimes try learning how to be a decent honest human
836365237834108928 2017-02-27 18:59:46 -0400 <RexDoctor> @realDonaldTrump All male #Insurance company #CEOs are in it 4profit. They are in2 medical b/c they can overcharge so high. Look @ salaries!  https://t.co/01h3zAmKpA
836365237569847296 2017-02-27 18:59:46 -0400 <rawlins_ann> @GeorgeTakei @realDonaldTrump will be FL over Easter. He doesn't care about kids b/c he thought DeVos was a good for education #LovesMoney
836365237347573761 2017-02-27 18:59:46 -0400 <andersombessa> Os artistas norteamericanos não conseguiram eleger Hillary, amargam a péssima audiência no oscar e tem que suportar o @realDonaldTrump🔝😂😉🤗
836365234864553984 2017-02-27 18:59:45 -0400 <cesarcondeart> George W. Bush breaks with @realDonaldTrump, calls media 'indispensable to...  https://t.co/HECGtXLCDW by #natashakorecki via @c0nvey  https://t.co/vlE15GGq9c
836365231748169728 2017-02-27 18:59:44 -0400 <CynthiaFallon3> @realDonaldTrump POtuS is a buffoon. No real world understanding from this clown.
836365231676882944 2017-02-27 18:59:44 -0400 <DougDoodles> @realDonaldTrump This journalist has been bolstering #FakeFacts. First off, the DNC got hacked by their own, while phishing caused the leaks  https://t.co/rMP8Tnwsbm
836365231261638657 2017-02-27 18:59:44 -0400 <alt_left4u> @mitchellreports @RepAdamSchiff @realDonaldTrump @MSNBC why? There is no cause for that
836365230435250176 2017-02-27 18:59:44 -0400 <DeniseGraessley> @realDonaldTrump @HotlineJosh @Scribd  "we the people"...not we the GOP or we the DNC. United States! Unite us! Stop dividing US!
836365229021773825 2017-02-27 18:59:44 -0400 <rickdware38> wTF @realDonaldTrump always at war I thought you backed Israel #TheResistance  https://t.co/mx9ZmEEFSg
836365228430475265 2017-02-27 18:59:44 -0400 <MindBottling> @realDonaldTrump #EasyD #IMPEACH
836365225200844800 2017-02-27 18:59:43 -0400 <EpicPooch> @realDonaldTrump you look amazing...as always :)
836365221962919936 2017-02-27 18:59:42 -0400 <escbp> @realDonaldTrump Ur pathetic- leave entitlements &amp; schools &amp; healthcare alone- toss ur tweeting phone put ur tiny hands in ur tiny pockets!
836365217391083520 2017-02-27 18:59:41 -0400 <dhope67> @simonhedlin @realDonaldTrump  Wait isn't that fake news?  Our was that only when they say bad things about you?
836365217038798848 2017-02-27 18:59:41 -0400 <Trevor1776> @realDonaldTrump Thank You President Donald Trump
836365216493481985 2017-02-27 18:59:41 -0400 <RoguePOTUStaff> Hate crimes have risen since  @realDonaldTrump took office. Be President for all &amp; denounce these crimes just as you denounce "Radical Islam
836365213502824449 2017-02-27 18:59:40 -0400 <redneckshark> @NancyPelosi @SenSchumer @realDonaldTrump no thanks I already know what a scapegoat is Nancy!
836365212026458113 2017-02-27 18:59:40 -0400 <EmperorNorton> Making people fear you is not creating respect.  It only makes you a bully, .@realDonaldTrump
836365208306114560 2017-02-27 18:59:39 -0400 <AngryNatlPark> @NRA @Walmart @NASCAR @foxandfriends @UnderArmour @realDonaldTrump @VP ready for the wave of people who suddenly realize they've been duped?  https://t.co/H3GzIttEqd
836365208046166016 2017-02-27 18:59:39 -0400 <QuidProQuoTwo> @KdredKarl did you vote for @realDonaldTrump, Putin's ho?
836365204422262784 2017-02-27 18:59:38 -0400 <BJTrolio> @realDonaldTrump  Lies &amp; MORE #TrumpLies do u even say this stuff out loud or do u think it sounds good in ur head so u tweet it? #Resist
836365202857811968 2017-02-27 18:59:37 -0400 <CecilKeeler33> @realDonaldTrump The YEMEN RAID was a TRAP! You and the SEALS were SET UP! DO NOT EVER TRUST WHOEVER RECOMMENDED YOU DO IT!
836365202761330689 2017-02-27 18:59:37 -0400 <bajakevin> Not much to say other than ARE YOU SERIOUS @realDonaldTrump #ResistTrump  https://t.co/zEDJMeQOCI
836365199988912129 2017-02-27 18:59:37 -0400 <seagull1029> @realDonaldTrump US taxpayers stop paying for secret service for the Eric &amp; Donald Jr. business trips abroad...costing thousands...sad!
836365197048705024 2017-02-27 18:59:36 -0400 <Voodoo_Roy> Not true. We found out something horrible about @realDonaldTrump - I say found out, I mean "confirmed." #Amateurhourinthebigtop  https://t.co/eWIZlbq5nz
836365195693830144 2017-02-27 18:59:36 -0400 <cgowlvUSA> #ISIS No Longer Defined By Aspirations: 📻 https://t.co/4E9ZjEng1V … @ACLJ @JaySekulow @JordanSekulow    @POTUS @realDonaldTrump is listening!  https://t.co/VtZVxPNtmV
836365194657878017 2017-02-27 18:59:35 -0400 <danielmordan4> @SenMarkey @realDonaldTrump with the liberal/ ur plan any American can get lost and all illegals can come ! Problem I leave w my money ulose
836365193240195075 2017-02-27 18:59:35 -0400 <LilipatB> @realDonaldTrump   They are providing great healthcare because of ACA. If you repeal the law, they will go back to denying coverage!
836365192938258432 2017-02-27 18:59:35 -0400 <mesa_aida> @simonhedlin @realDonaldTrump Well actually we all still think that way, never ever watch their stupid "news"stories. Waste of my time.
836365190136483841 2017-02-27 18:59:34 -0400 <la_bori_lulu> @realDonaldTrump @HotlineJosh @Scribd hey donnie you should watch WHEN WE RISE toniight at 8 at  ABC
