862819608709017600 2017-05-11 19:59:59 -0400 <MreCkr> @Billmisew @HarveyLawson1 @realDonaldTrump You're precious.
862819540316454912 2017-05-11 19:59:43 -0400 <SdFiona> @mike_pence @realDonaldTrump He's made a liar out of you.
862819535036010498 2017-05-11 19:59:42 -0400 <VerityMorrison> @realDonaldTrump Don't think it's just Russia doing that &amp; not b'cause of Democrats. They're not ones in power just tweeting like bitchy 16yr olds all day ;)
862819534943727616 2017-05-11 19:59:42 -0400 <MarkDFoxMDPhD> @realDonaldTrump More likely over how gullible you are
862819534373359617 2017-05-11 19:59:42 -0400 <mackammagic> @dumptrump33 @realDonaldTrump And the less said about this the better.  https://t.co/uVHJr3tnDC
862819533823791104 2017-05-11 19:59:41 -0400 <SchipperkeBob> @realDonaldTrump The investigation into YOU &amp; RUSSIA has ramped up due to your coward firing (a letter? really?!).  You screwed up AGAIN. SEND YOUR TAXES.
862819532938858496 2017-05-11 19:59:41 -0400 <umackja> @POTUS @realDonaldTrump Maybe a slight miscalculation???? #TrumpRussia #RICO  https://t.co/HL1AJgThGv
862819531575656448 2017-05-11 19:59:41 -0400 <ProfHalloran> Now, if @realDonaldTrump wants to send a sworn affidavit addressed to the DOJ... Then we're sending some things.
862819531131166720 2017-05-11 19:59:41 -0400 <LisaKoehler15> @ksloc98 @Rosie @realDonaldTrump I think you miss the point Comey should have been fired but not for investigating Trump. Don the Con didnt like Comey digging dirt on him.
862819522990022656 2017-05-11 19:59:39 -0400 <susan_boehms> @realDonaldTrump I'm laughing up my sleeve because crying doesn't work. GO AWAY, 45!
862819520670511104 2017-05-11 19:59:38 -0400 <burnaman_sharon> @19magickman64 @ItIzBiz @realDonaldTrump There's no comparison, Trump is a traitor. Nixon was a whole different kind of scandal, but still loved his country! Trump only loves MONEY!
862819519626190848 2017-05-11 19:59:38 -0400 <kanzaz> @JackPosobiec @mattdpearce Nearly everything any #Trump propagates atm r attempts 2  #deflect @realDonaldTrump #TrumpRussia #investigation #cesspool being #PutinsBitch
862819519227547648 2017-05-11 19:59:38 -0400 <Mainie59> @realDonaldTrump You will die in prison #illegitimatePresident #TrumpCrimeFamily #TrumpRussiaCoverUp  https://t.co/PHeJwvODQA
862819516740497408 2017-05-11 19:59:37 -0400 <benjaminkanes> @RealDonaldTrump @POTUS @SeanSpicer @VP Poll: Thinking of #Trump, US voters say 'idiot' is the 1st word...  https://t.co/SIxsEWZtsf via @AOL
862819514081214464 2017-05-11 19:59:37 -0400 <dumptrumpy> @ELwhiteLaMarcus @BoundforBedlam @Alyssa_Milano @realDonaldTrump Plus the million bucks that his daddy gave him #privileged 💰💰💰
862819513905160192 2017-05-11 19:59:37 -0400 <LivinMyTruth> . "Removing Comey" @realDonaldTrump @POTUS  https://t.co/dPHJKJTP6R
862819506707718144 2017-05-11 19:59:35 -0400 <SouthernTnProud> @TheTylt @realDonaldTrump Obama Set-up Russia Theory.  https://t.co/989QYNbOOx
862819505352957954 2017-05-11 19:59:35 -0400 <gbollmann01> @realDonaldTrump You lost Donnie boy. Russia elected you! The American people voted for our real president. HRC , Madame President
862819500424613897 2017-05-11 19:59:33 -0400 <palomacreative> @Stephademic @nola24073693 @williamlegate @realDonaldTrump Yes you know in publicly we use the same so people memorized so we should not be posting his face at all he craves for been the center
862819498797256705 2017-05-11 19:59:33 -0400 <r2grulaydin> @SarahLSmith677 @realDonaldTrump Russia or USA? Hmm i thing both of them
862819494665703424 2017-05-11 19:59:32 -0400 <OStarrider> @realDonaldTrump @chuckschumer You're a FOOL if you think people are unaware DemocRATS fill voter booths w/illegals to THEIR ADVANTAGE.  https://t.co/WZewnpIZtz
862819494640717826 2017-05-11 19:59:32 -0400 <Miss_Ellaneous> Seriously not a fan of how @realDonaldTrump tries to bully Canada. I hope @JustinTrudeau will stand up for Canada. Don't give in to a bully.
862819494623932416 2017-05-11 19:59:32 -0400 <lindakelley926> @McFaul @LMPadge2 Can someone please fire @realDonaldTrump for lying/misleading @VP? 😂
862819494619561984 2017-05-11 19:59:32 -0400 <Msbmoran> @StollmeyerEU @Charlen92128804 @olgaNYC1211 Moral of the story: Don't piss off the FBI Yo @realDonaldTrump is that a chapter in your new book Art of the Schlemiel?
862819492010893312 2017-05-11 19:59:31 -0400 <Heartvoter> @realDonaldTrump Trump INTUITIVE type:Wizard,bt needs SENSATION or THINKING type BEF. roll-outs fr sense TIME &amp; SPACE.Myers-Briggs test.
862819489079054337 2017-05-11 19:59:31 -0400 <judetx> Hey @realDonaldTrump My liver hates you (the rest of me does too)
862819488869138433 2017-05-11 19:59:31 -0400 <Captainbobi> @realDonaldTrump Can't wait until we have a president that actually acts "Presidential ". Stop Twittering your embarrassing the position you hold!
862819488437350400 2017-05-11 19:59:31 -0400 <you2oneday> @eimzkavanagh @IdahoRoadapple @lacrossemom5 @joy911tj @cdhl82 @davudov_34 @jules_su @realDonaldTrump Not really since I corrected it for tgis clown
862819481252380673 2017-05-11 19:59:29 -0400 <Bee_C_well> @CNNOpinion @FridaGhitis @realDonaldTrump Twitter needs to do what FB did and give more options than ❤
862819480447008768 2017-05-11 19:59:29 -0400 <SheeriBaneesha> #resist; For disbelievers;US Glacier national park losing its glaciers with just 26/150 left. Thank @realdonaldtrump  https://t.co/bizw0hklyH
862819480442871808 2017-05-11 19:59:29 -0400 <DinoRancho> @realDonaldTrump Just think Donny. The day they haul you out of the oval office in cuffs. That day. Bigly bigly ratings. YUGE! THE YUGEST!  Your best ever.
862819480338083840 2017-05-11 19:59:29 -0400 <american_wally> @3L3V3NTH @realDonaldTrump  Oh, well, o.k., then...You MUST be innocent of #TRUMPRUSSIACOLLUSION So sorry for having doubted you. #Moron  https://t.co/rSsMJU3I9x
862819476277927937 2017-05-11 19:59:28 -0400 <jillyneutron00> @SHSanders45 @SarahHuckabee @realDonaldTrump @IvankaTrump What about the women working for slave wages in her sweatshops? Empowering my .....
862819473690157056 2017-05-11 19:59:27 -0400 <scottsky55> @realDonaldTrump NOW is your chance to act Presidential without bullying and bashing - try Donald, c'mon try really hard - PRESIDENTIAL
862819473316868099 2017-05-11 19:59:27 -0400 <johnnyswizzle> @hardball @HardballChris @realDonaldTrump Ure hysteria has taken u from Russia hacking dnc To now trump being a Russian spy -u have 0proof and can't give facts-can't believe the lies
862819471416856576 2017-05-11 19:59:27 -0400 <AnnMabel1323> @SenMikeLee @realDonaldTrump No way he would only do what Obama wants. Obama needs an insider to complete his Global world ideas. Socialism
862819466031251456 2017-05-11 19:59:25 -0400 <FelMonTal> @realDonaldTrump The Russians are laughing alright, but the're laughing at @realDonaldTrump because he's so gullible and easy to manipulate. #Orangekukol'nyy
862819461539278848 2017-05-11 19:59:24 -0400 <22chrissychris> @joepabike @Weinsteinlaw @markos @realDonaldTrump Absolutely.
862819460478054401 2017-05-11 19:59:24 -0400 <darstin1957> @benshapiro @realDonaldTrump For the people's sanity, STOP TWEETING BEN.
862819460456919040 2017-05-11 19:59:24 -0400 <ChaunceyBills> @benshapiro @realDonaldTrump more talking Donald, more talking!
862819458875887617 2017-05-11 19:59:24 -0400 <Smartiebob> .@VP .@mike_pence Either you LIED to us yesterday or .@realDonaldTrump LIED to us today. Be perfectly clear, Who is the liar? .@WTHRcom
862819457797730304 2017-05-11 19:59:23 -0400 <Alex_AZCRO> @JohnnyMcNulty @realDonaldTrump Btw, Muslims like hussein are far worse to gays, but you love them...  guess it's about agenda again and not. What you claim - traitor
862819452605284352 2017-05-11 19:59:22 -0400 <mcna217> @realDonaldTrump Russia is laughing because you and the inexperienced rubes are such easy marks, highly sad and pathetic.
862819450994782208 2017-05-11 19:59:22 -0400 <WahDeb> @realDonaldTrump The missing apostrophe in "Let's" is driving me crazy!! Is every single person working in DJT's WH illiterate??
862819445638672385 2017-05-11 19:59:20 -0400 <Trumpsachump21> @realDonaldTrump This coming from the biggest laughing stock in US history? #PutinsCockHolster
862819444397137920 2017-05-11 19:59:20 -0400 <spitsfire_> @hbergschneider @Shawanda_Mills @GeorgiaBlue404 @ChicagoDungeon @dcexaminer @POTUS @realDonaldTrump Hacked lol please why do u think dems r fighting so hard 4 sanctuary cities, they need those illegal votes! Deceased don't have a say
862819441779908612 2017-05-11 19:59:19 -0400 <Acute_Tweetment> Honorable. I believe the @FBI is still very much loyal to Comey. @realDonaldTrump YOU are going down! You deserve everything you get.Prison.  https://t.co/h086tzKyG7
862819435735855107 2017-05-11 19:59:18 -0400 <danamarena> @realDonaldTrump WTF does laughing up their sleeves mean?
862819430740393985 2017-05-11 19:59:17 -0400 <NoisyInfamous> @williamlegate @GordyDBOWitz @realDonaldTrump @SarahHuckabee He must be a liberal lunatic Transgender,, bunch of losers that don't know if they're either male or female
862819427921866758 2017-05-11 19:59:16 -0400 <NCrude> @notaxiwarrior @cusackdr @realDonaldTrump Great post!
862819427166932992 2017-05-11 19:59:16 -0400 <dwatsickofdt> @TheTylt @realDonaldTrump WE FIGHT AGAINST GOVERNMENT CORRUPTION AND WE THE PEOPLE RISE IN AMERICA AND AROUND THE WORLD EVERYDAY RESISTANCE
862819423589216256 2017-05-11 19:59:15 -0400 <Q2017Suzy> @realDonaldTrump Need a loan Donnie?
862819421563174912 2017-05-11 19:59:15 -0400 <techweenie> Nobody can doubt @realDonaldTrump is dumber than dirt.  https://t.co/ikoXjCDQCr
862819420485419013 2017-05-11 19:59:14 -0400 <MreCkr> @realDonaldTrump And Kislyak!!  Don't leave out the BFF of you and all of your swampmates. I hear bad things happen when you make them mad.  #GodForbid
862819418811838464 2017-05-11 19:59:14 -0400 <CoupleDumb> @realDonaldTrump No, they are laughing at their puppet- YOU! #ImpeachTrump
862819418618953728 2017-05-11 19:59:14 -0400 <modeka> @realDonaldTrump @nytimes "Yesterday, on the same day"? Are there two yesterdays now and no tomorrows? It sounds like a report to Mr. Putin, eh?  Good dog.
862819416953819137 2017-05-11 19:59:14 -0400 <SouthernTnProud> @TheTylt @realDonaldTrump DNC colluded on RACIST BS during the Campaign.  https://t.co/d2akFeSrCt
862819415695470592 2017-05-11 19:59:13 -0400 <patdee1999> @realDonaldTrump 👍
862819415242493952 2017-05-11 19:59:13 -0400 <Targum> @realDonaldTrump Your explanations are idiotic
862819414676262912 2017-05-11 19:59:13 -0400 <KenHale16> @realDonaldTrump Good job, Mr President! Don't listen to  all that clamour. Keep up the good work. Your supporters are still here. We just laugh at junk post
862819412646211584 2017-05-11 19:59:13 -0400 <HugoBGood> @realDonaldTrump You can fix it by requiring all WH &amp; campaign people to fully disclose all Russian connections, including their family members.
862819409391345664 2017-05-11 19:59:12 -0400 <Cdnfordecency> @ebaumsworld @realDonaldTrump @PressSec NO WONDER he wanted the lights turned off-literally no words! 🤣#teamtreason #RESISTANCE #russiagate
862819406564306944 2017-05-11 19:59:11 -0400 <LilBtch1103> @thehill @realDonaldTrump No you want someone who will stop the investigation because you knew all about Flynn's Russia ties &amp; approved. #TrumpRussia
862819404941332480 2017-05-11 19:59:11 -0400 <WeProtectOurOwn> @realDonaldTrump POTUS you're the catalyst for distractions in congress and the American people. You need to put country over personality and focus on U.S.A
862819404270129153 2017-05-11 19:59:11 -0400 <rabustaman> @realDonaldTrump Trickle Down Supply Side is what you meant. "Prime the Pump" is Keynes &amp; has wide liberal support. Not what u proposed. Duh
862819403015913474 2017-05-11 19:59:10 -0400 <2linepoetry> @realDonaldTrump you let enemies in our Oval Office.
862819400151322624 2017-05-11 19:59:10 -0400 <MedianPolitics> @filmmusicgirl @realDonaldTrump There's a class action lawsuit against the DNC.
862819399052537856 2017-05-11 19:59:09 -0400 <Tony_Zardoz> .@realDonaldTrump That's 4 months later &amp; this motherfucker looks like a Jersey crackhead. 8 years, he really wants to do that?
862819392014254080 2017-05-11 19:59:08 -0400 <jayess1964> @realDonaldTrump Of course they're laughing--we saw pictures of them laughing WITH YOU--in the WHITE HOUSE--which they now control. #ClownstickVonFuckface
862819389871095809 2017-05-11 19:59:07 -0400 <collw63> @realDonaldTrump Are you continually having out of body experiences?  You know YOU are Trump right?  Stop this 3rd person nonsense..what are you 3yrs old?
862819389472636933 2017-05-11 19:59:07 -0400 <VICKIKCIV> @Fahrenthold @ViewFromWise @realDonaldTrump The Russians keep playing trump and they will do it again and again. Trump is not as smart as he thinks he is. We are sitting ducks with 45.
862819387937607680 2017-05-11 19:59:07 -0400 <clariceannn> @AynRandPaulRyan @realDonaldTrump There's a tear in my beer
862819384074485760 2017-05-11 19:59:06 -0400 <jbcreate_> @Fire_Shooter123 @TheKevinDent @JohnCDick @realDonaldTrump if they control the people to investigate? um ya... what better cover is there than to pretend you're doing the right thing
862819382757666816 2017-05-11 19:59:05 -0400 <kneedeepingore> @realDonaldTrump Comeys a Grandstander and a Showboater says the Orange Buffoon. That's the pot calling the kettle black. I just made that idiom up!
862819379553214465 2017-05-11 19:59:05 -0400 <YFsaoco> @TheTylt @realDonaldTrump The republicans and the FBI are protecting the president, I guest we will never know,
862819375950200833 2017-05-11 19:59:04 -0400 <Matthewthebook> @BigSmokeDreams @johnhornor @realDonaldTrump 🤦🏻‍♂️That, u don't have one. If u missed that 2, I can't help u with that. Seek the proper treatment 4 ur condition b4 it's 2 late.
862819375375450112 2017-05-11 19:59:04 -0400 <grandmajoyce55> @SueS5454 @williamlegate @realDonaldTrump @mikefarb1 The unfit Pres should keep Kellyanne in the back room as she can't keep a story or lie straight! Told so many lies, all coming back to them!
862819373278416896 2017-05-11 19:59:03 -0400 <stevieanntas> @williamlegate @realDonaldTrump I'm  thinking the sacking will only strengthen the FBI resolve
862819372271890432 2017-05-11 19:59:03 -0400 <LawrenceTStimso> @realDonaldTrump Photographer from Tass in Oval Office that scares me they are controlled by Russian Intelligence.
862819371399479297 2017-05-11 19:59:03 -0400 <TheDissipation> @realDonaldTrump Did you make that sleeve thing up yourself?
862819367951663104 2017-05-11 19:59:02 -0400 <dkfirman> @KrisKobach1787 @POTUS @VP @mike_pence @realDonaldTrump I'm glad you finally decided to go after those two people. And voter fraud.
862819367783976961 2017-05-11 19:59:02 -0400 <0ldManStoneZone> @RennSheila @mortimerberfel Yep #Justice at last Thanks to #HeIsMyPresident @realDonaldTrump #LockThemUp #GetThemOut #OldManStoneZone 😎
862819365216960512 2017-05-11 19:59:01 -0400 <dogdayofsum> @realDonaldTrump Hi!  Quick way to confirm your tweet- Go to a mirror, look into mirror and see if you are laughing it up #FakePresident
862819364625567744 2017-05-11 19:59:01 -0400 <Royalgeorgehk> @realDonaldTrump Thank Mr President I refer to you most respectively as The Boss!
862819364193550336 2017-05-11 19:59:01 -0400 <DAColdriver> Cooper is so unprofessional.  @KellyannePolls is always a class act. @realDonaldTrump  https://t.co/SDqypkqzUM
862819358598365188 2017-05-11 19:59:00 -0400 <puppygrammy> Beware America! @realDonaldTrump has added to the cesspool of his personal D.C. Swamp. #TheResistance will grow even larger and louder 🇺🇸  https://t.co/DdXVdd7ps1
862819357843308545 2017-05-11 19:58:59 -0400 <BritUO> @rolandscahill @realDonaldTrump I'm with @rolandscahill I live in (red) Central Oregon and a A LOT of people feel the same!
862819357725872128 2017-05-11 19:58:59 -0400 <CBCAElite1> @realDonaldTrump Tell DEMS to pay his bills @NancyPelosi @chuckschumer #NancyPelosi #ChuckSchumer @KamalaHarris #KamalaHarris @JerryBrownGov  https://t.co/x98hqo4HQS
862819355977031680 2017-05-11 19:58:59 -0400 <1Bunny4T> Good Trump: 2018 Budget rumored to contain entitlement reform @POTUS @realDonaldTrump @SpeakerRyan  https://t.co/0MCE55pmvw
862819353678323712 2017-05-11 19:58:58 -0400 <jshensley> @jclanton1517 @decolover61 @SenWarren @realDonaldTrump @SallyQYates Is it not possible to both concede that one lost, but still be concerned that a foreign power tampered with the election?
862819353343004672 2017-05-11 19:58:58 -0400 <PoliticalBee> @hardball @dyniace @kathleenparker @realDonaldTrump Trump holds EVERY1 ELSE in comtempt, including his wives &amp; even his children. Sees every1 as a tool to use. It's part of his psychopathology
862819349731692544 2017-05-11 19:58:58 -0400 <haakassin> @realDonaldTrump Do the Democrats really think people don't remember what was said just a couple months ago? The leadership of the Democratic party is shit.
862819342328758272 2017-05-11 19:58:56 -0400 <rwmercer> @realDonaldTrump A certified letter... from you? No one believes anything you say, certified or not. Nice try, though.
862819340713897984 2017-05-11 19:58:55 -0400 <NancyMoran7> @realDonaldTrump TRAITOR
862819339543732224 2017-05-11 19:58:55 -0400 <OptimusPrimeMax> @Rosie @realDonaldTrump We finally agree on something Rosie.
862819338377723904 2017-05-11 19:58:55 -0400 <partyconnectdjs> @realDonaldTrump @1panache LYING SOS!
862819336779689984 2017-05-11 19:58:54 -0400 <yogibaba> @ericgeller Classic #deza from @realDonaldTrump. 'The election is rigged', sound familiar?
862819336100163584 2017-05-11 19:58:54 -0400 <dumptrumpy> @ELwhiteLaMarcus @BoundforBedlam @Alyssa_Milano @realDonaldTrump Again, penthouses, golf courses and golden toilets. The fact that you're even making this argument is laughable
862819335760367616 2017-05-11 19:58:54 -0400 <mario_bono> @realDonaldTrump Yup, we saw that on TASS... #ImpeachTrump
862819334909042689 2017-05-11 19:58:54 -0400 <carte_blanchee> @realDonaldTrump   Sir, you need a mental health break.  @KeithOlbermann @SenatorBurr @maddow @selectedwisdom #TheResistance @RepAdamSchiff
862819334745456640 2017-05-11 19:58:54 -0400 <joejagjr> @dfinston @ErickFernandez @realDonaldTrump @JohnMcCain @SenBlumenthal No it's not!!! Obviously you stayed at a Holiday Inn last night and now you think your an attorney!! What was false in the statement?
862819334145671168 2017-05-11 19:58:54 -0400 <russssiano> @ErnestMakarenko @FootlooseMovie @realDonaldTrump иди проспись, дурашка. и не смотри таких влажных снов больше, утром то все будет по-прежнему, серое ново-переделкино без перспектив
862819333680107521 2017-05-11 19:58:54 -0400 <nena_pj> .@SpeakerRyan .@GOP .@VP .@AC360 .@SenSanders .@realDonaldTrump .@SenJohnMcCain .@LindseyGrahamSC #ATN #IndependentInvestigation  https://t.co/Hnwx5lunuV
862819332924899329 2017-05-11 19:58:54 -0400 <Christi46119463> @brad7743me @rolandscahill @realDonaldTrump remember when he did the hot mic and called them morons and they cheered?
862819329955332096 2017-05-11 19:58:53 -0400 <lizziepoodle> @realDonaldTrump DOLT DUMB 70-Year-Old President Trump Claims He Invented a 78-Year-Old Economic Theory  https://t.co/cR8cGeNaHO via @Esquire
862819328718065664 2017-05-11 19:58:53 -0400 <IdahoRoadapple> @eimzkavanagh @you2oneday @lacrossemom5 @joy911tj @cdhl82 @davudov_34 @jules_su @realDonaldTrump Always be striving for accuracy.  Saves ammo!😎
862819328625967104 2017-05-11 19:58:53 -0400 <bushdenise> ‘Morning Joe’ Calls @realDonaldTrump ‘Bumbling Dope’ For Letting Russian Reporters Into Oval Office  https://t.co/Q7lCg2w9jJ
862819326260387840 2017-05-11 19:58:52 -0400 <Greg_Taylor61> 45's new moniker is Benedict Donald @realDonaldTrump
862819325530525696 2017-05-11 19:58:52 -0400 <kentrumpster> @BruceMirken @mattwhouse @realDonaldTrump @MariaBartiromo Go bk to sleep Bruce, you ll wake up one day
862819324020629504 2017-05-11 19:58:51 -0400 <USA_FREEDOM_NOW> @big_billm51 @thestevenwoods @MarkDice @realDonaldTrump they think reading CNN is research, lol
862819321063636992 2017-05-11 19:58:51 -0400 <mary_wolleben> @realDonaldTrump Why did you ban American photographers from that meeting?
862819319885037568 2017-05-11 19:58:50 -0400 <aarontheenigma> @realDonaldTrump Isn't it your job to stop the country from tearing apart? Get out you joke.
862819318370897920 2017-05-11 19:58:50 -0400 <codyruymen123> @realDonaldTrump Peace !!! They interfered with our election !!!
862819315325730816 2017-05-11 19:58:49 -0400 <elnkelley> @greta @realDonaldTrump @LesterHoltNBC With some showboats there is more substance than with others.
862819311940980737 2017-05-11 19:58:49 -0400 <Shirley_I_Jest> @thehill Oh, that's good.  I'm sure @realDonaldTrump will find another equally unsuitable toady for the position, however.
862819311831797760 2017-05-11 19:58:49 -0400 <forthetruth46> @realDonaldTrump Yes! Go Trump! The Dems want a war for some reason, I guess they just don't like peace.
862819308937904132 2017-05-11 19:58:48 -0400 <sethjlevy> And @realDonaldTrump has baited the Dems and media into objecting to the righting of the @FBI ship.  #NotAGoodLook  https://t.co/3JSAxpaXTs
862819306991734784 2017-05-11 19:58:47 -0400 <joann_varnado> @mrntweet2 @realDonaldTrump @seanhannity @TuckerCarlson Sickening!
862819305490198528 2017-05-11 19:58:47 -0400 <bdpall> @markos @realDonaldTrump Otoh incompetence can be catastrophic, especially in a crisis
862819302604509186 2017-05-11 19:58:46 -0400 <educatormary> And why now--why not January 20th or 21st? An angry, envious, illiterate, ego-maniac doesn't make a good leader. @realDonaldTrump #fakepres
862819298963836929 2017-05-11 19:58:45 -0400 <Juanquirican> @realDonaldTrump Actually they are laughing at the clown that is running the U.S
862819297948827649 2017-05-11 19:58:45 -0400 <Brucepearlman1> @realDonaldTrump Russia is laughing at you. Stop being their puppet and grow a pair instead of harassing women.
862819293213405185 2017-05-11 19:58:44 -0400 <mills_mabry> @Rosie @realDonaldTrump lol you're sooo credible. You make Trump look angelic.
862819292433178624 2017-05-11 19:58:44 -0400 <jshensley> @jclanton1517 @decolover61 @SenWarren @realDonaldTrump @SallyQYates Who do you think they're blaming (Russia?), and what actions do you think they need to own up to?
862819291967528960 2017-05-11 19:58:44 -0400 <DutraGale> @AllegreeTheresa @pwdrhounder @Trump__Girl @realDonaldTrump @TheJusticeDept @StateDept I agree she should be a comedian.  I crack up every time I see or hear her speak
862819291602849793 2017-05-11 19:58:44 -0400 <TheRealDarkPaul> @SenWarren @realDonaldTrump #SinkingShip
862819289874788352 2017-05-11 19:58:43 -0400 <linzerooni> @realDonaldTrump you are a puppet!
