1166863027603431424 2019-08-28 19:59:59 -0400 <dfs3660> @realDonaldTrump #TrumpLiesEveryTimeHeTweets  https://t.co/zC89GHUGZ3
1166863026542252032 2019-08-28 19:59:59 -0400 <jenjustbecause> @tedlieu @mkolken @realDonaldTrump So you are just going to double down on your totally stupid and ridiculous interpretation? Good plan.
1166863026315653121 2019-08-28 19:59:59 -0400 <MRPOWELL1999> @TheOlyOne @farhip @realDonaldTrump @nbc @Lawrence It doesn't destroy his credibility at all. He has more credibility than the idiot in the WH.
1166863025489534977 2019-08-28 19:59:59 -0400 <ThisAndThat71> @TheRightMelissa @AhmedBaba_ @realDonaldTrump #ItsOver figure out your use after he is done. Maybe you can be a courtroom groupie during all of his hearings....yeah those will follow his crushing loss.   #AmericanResistanceWins  #VoteBlue2020
1166863025183346688 2019-08-28 19:59:59 -0400 <fafaflunkie> @realDonaldTrump @OANN And you want the #G7 leaders to come here next year, #BedBugDonald? ⬇️ Try not being a hypocrite while spewing your lies! #BedbugsAtDoral  https://t.co/FjnBz75LQI
1166863024990433280 2019-08-28 19:59:59 -0400 <ReamsJill> @realDonaldTrump Oh my gosh! You are killing us. Too funny.😆
1166863024755564545 2019-08-28 19:59:59 -0400 <victorem112> @realDonaldTrump The biggest crook is in the White House... YOU!
1166863024403165184 2019-08-28 19:59:58 -0400 <AW60> @realDonaldTrump What an idiotic thing to tweet. 🙄
1166863023195086849 2019-08-28 19:59:58 -0400 <PridgeWessea> @MercifulMaximus @Jeremyt22485 @NikkiHaleyfan93 @azure_vox @mmanthey1007 @TwitterMoments @realDonaldTrump Yes, I'm sure it's much better for your  ego to believe that.   Thoughts and prayers. 🙂
1166863021421006850 2019-08-28 19:59:58 -0400 <JulianParcell> @AhmedBaba_ @realDonaldTrump Is someone butt hurt. LOL!
1166863020246654976 2019-08-28 19:59:57 -0400 <cozmocowboy> @realDonaldTrump BAWHAHAHA BAWHAHAHA Thanks DJT. Best laugh I've had all day. #tweetonbrutha  #tweetonbrutha  #tweetonbrutha
1166863020083032067 2019-08-28 19:59:57 -0400 <reelordeal> @realDonaldTrump You would've been funny back on the Myspace e days....your Top 8 wouldve been a who's who of petty old white guys....looking like the cast of @jackassworld in old man makeup
1166863019902525441 2019-08-28 19:59:57 -0400 <DouglasStillma5> @realDonaldTrump You, We, must think right .. the question is WHO in bad government in USA. The real question is how to change, how fast, can honest people know .. WHAT our money touches in a bad mind of bad political functions.             GOD KNOWS AND WILL..USA IS LIVING GREAT TODAY.. KAG
1166863019852197888 2019-08-28 19:59:57 -0400 <superparentx4> I look forward to a lot in life,but I look especially forward more than anything to watch a woman win in 2020 and hear the screams of trump like the good witch just dropped a house on him!  @realDonaldTrump Follow the yellow brick wall bitch!
1166863019273359360 2019-08-28 19:59:57 -0400 <4gotnMen_Women> @farhip @realDonaldTrump @nbc @Lawrence Every other President since Nixon: This story is ridiculously false, look at my tax returns.  Trump: I’m going (to threaten) to sue you if you don’t apologize.  Trump’s lawyer: You know we can’t really sue them without producing records, right Mr. Pres.?
1166863019177054208 2019-08-28 19:59:57 -0400 <NYSnowMaria> @realDonaldTrump Trolling 😂😜😆🤣
1166863017419501568 2019-08-28 19:59:57 -0400 <shanamc1> @realDonaldTrump Apparently it's not possible for Trump to go even one day without insulting someone.#ImpeachTrumpNow
1166863017377771520 2019-08-28 19:59:57 -0400 <IPFreel04778048> @realDonaldTrump SDNY is the one you should fear most
1166863016501141505 2019-08-28 19:59:57 -0400 <jannsloan> @realDonaldTrump Trump calls Puerto Rico corrupt.  Rich coming from the most corrupt administration in US history.  Hypocrisy is a right wing tool.
1166863015997845506 2019-08-28 19:59:56 -0400 <AlwaysAMarine70> @AhmedBaba_ @realDonaldTrump He made you reply, didnt he? You took the bait, hook, line and sucker, I meant sinker.  Hahaha
1166863015905415168 2019-08-28 19:59:56 -0400 <malcomphelps> @ChatByCC @realDonaldTrump He’s the PRESIDENT of the US. I expect dignity, of which he has none.
1166863014458535936 2019-08-28 19:59:56 -0400 <_Howiedoin> @VP @realDonaldTrump @AmericanLegion @VP is what they call a convenient Christian.
1166863014185918470 2019-08-28 19:59:56 -0400 <johnbarkeriom> This is from the BBC news website. Johnson’s supporters are Lord Snooty from the Beano, a megalomaniac fool and a psychopathic religious nutter. @realDonaldTrump @JacobReesBlog @DUPleader. Just ridiculous, time to get out on the streets eh @HardingMike  https://t.co/VztrCxjKUF
1166863014080811008 2019-08-28 19:59:56 -0400 <bettsays> @realDonaldTrump  https://t.co/2VKVJVh3lu
1166863013678374912 2019-08-28 19:59:56 -0400 <DaveHic26963804> @realDonaldTrump Please don't insult the Three Stooges. My all time favorites
1166863008582135808 2019-08-28 19:59:55 -0400 <scorpion_bsk> @realDonaldTrump  https://t.co/vVp4i8jWJC
1166863008527724544 2019-08-28 19:59:55 -0400 <EllenYarnall> @realDonaldTrump Actually no.
1166863007760166912 2019-08-28 19:59:54 -0400 <edtmiti> @realDonaldTrump @FoxNews Maybe RT will work for you?
1166863007202197504 2019-08-28 19:59:54 -0400 <LoLosPaloozas> @realDonaldTrump @POTUS
1166863005176537089 2019-08-28 19:59:54 -0400 <rvolt24> @realDonaldTrump This man is a national treasure!!!  https://t.co/GOJWMrVexh
1166863004442550273 2019-08-28 19:59:54 -0400 <janetpopad> @laceyladi2 @realDonaldTrump 👍 Fingers crossed!
1166863003779837953 2019-08-28 19:59:54 -0400 <rockque2> @DearAuntCrabby @DearAuntCrabby can we start watching @FoxNewsNetwork  now that @realDonaldTrump  has had a hissyfit?
1166863001875570688 2019-08-28 19:59:53 -0400 <drivelectric> @realDonaldTrump @FoxNews 🤣🤣🤣🤣
1166863001116434432 2019-08-28 19:59:53 -0400 <dnwlkr> @realDonaldTrump #FoxNews #Democrats #Republicans It’s called a capitalist democracy with separation of powers. Trump is trying as hard as he can to turn it into a kingdom with Trump the king for life. The Fed was actuall hand picked by Trump and now he complains about them? Unbelievable!!
1166863000881586177 2019-08-28 19:59:53 -0400 <RobinsonEurlene> @poodbit499 @StewardshipAmer @realDonaldTrump How sick are you?this man in the own house is sick and you know it .
1166863000164360193 2019-08-28 19:59:53 -0400 <BETTYEJEAN1> @realDonaldTrump Another lie for politico to tabulate.
1166863000067817475 2019-08-28 19:59:53 -0400 <AnitaMo87514786> @realDonaldTrump Is this commercial intentionally sped up so no one can fact check. We all know how you LIE
1166862998708924416 2019-08-28 19:59:52 -0400 <corybella07> @TheRightMelissa @realDonaldTrump Those arrests had nothing to do with Hurricane Maria relief funds, get your fact straight. We were outraged over these corrupt employees, we protested for two weeks and our governor resigned over his private chat’s outrageous comments. Trump can trash people and you let him
1166862997513560071 2019-08-28 19:59:52 -0400 <TRMmovement> @TheRightMelissa @AhmedBaba_ @realDonaldTrump  https://t.co/PQHWs2pEvr
1166862996947263488 2019-08-28 19:59:52 -0400 <lauriec79812303> @realDonaldTrump A sad day for trump. Exposure on an epic scale. And it shows no signs of slowing down.
1166862996896985089 2019-08-28 19:59:52 -0400 <karmasandwich> @realDonaldTrump What’s with the Lion Logo?  Oh, the “Biggest Liar...but you can’t spell so this makes sense.”
1166862996208881664 2019-08-28 19:59:52 -0400 <azrev> @VP @realDonaldTrump @AmericanLegion What are you even talking about?
1166862995554746368 2019-08-28 19:59:52 -0400 <61olivera> @VP @realDonaldTrump @AmericanLegion  https://t.co/RjV2RcOkJu
1166862994770255874 2019-08-28 19:59:51 -0400 <DonnaBeep> @MichaelDadiego @superyayadize @AOC @SpeakerPelosi @realDonaldTrump Hahahahaaaa    AOC is now an expert on ancient diseases....who is her researcher?  She can't conceive these ideas on her own.
1166862994397126656 2019-08-28 19:59:51 -0400 <MRVAssociates> If this is true, it is truly an outrage. So if American soldiers are abroad and their child is born outside, s/he is not a US citizen?  Good luck getting volunteers to enlist, Cadet Bone Spurs @realDonaldTrump
1166862993184952325 2019-08-28 19:59:51 -0400 <kofibaah2020> @realDonaldTrump @FoxNews Fox News is becoming wiser 😂😂😂. Your game is over  https://t.co/QMEndaGB7T
1166862992731967488 2019-08-28 19:59:51 -0400 <bnichols521> @TheRightMelissa @AhmedBaba_ @realDonaldTrump How much is Russia paying you?
1166862992589430784 2019-08-28 19:59:51 -0400 <Doug03726059> @realDonaldTrump Who are you kidding? You’re afraid of all of them. Haven’t you seen the polls? Of course you have.
1166862991972868096 2019-08-28 19:59:51 -0400 <iam_wilsons> @classicNedu @realDonaldTrump Such a character.
1166862991033286656 2019-08-28 19:59:50 -0400 <Apeman605> @realDonaldTrump Do. Not. Care. What. Britain. Does
1166862990387269632 2019-08-28 19:59:50 -0400 <janetwi87812309> @realDonaldTrump grow up
1166862989712121857 2019-08-28 19:59:50 -0400 <mzielin1> @realDonaldTrump They are the only ones that have a clue.
1166862987505864705 2019-08-28 19:59:50 -0400 <ckregalado> @realDonaldTrump You don't have to be afraid of any of them Sir they can't hold a candle to you . . . Thank you President Trump 🇺🇸👍
1166862987313012736 2019-08-28 19:59:50 -0400 <MyWifeErnstine> @stoolpresidente @AOC @DocMcCockiner @realDonaldTrump
1166862987191181312 2019-08-28 19:59:50 -0400 <erimarcroft1> @realDonaldTrump Because @POTUS you've told your aides you'll pardon them to enable your 2020 re-election hopes if they'll build your tiny 'lil wall.  #TrumpCrimeSyndicate    https://t.co/wso8ipjBS1
1166862986562146304 2019-08-28 19:59:49 -0400 <LarrySheeley> @realDonaldTrump Replacement wall...... there is a difference
1166862985492598785 2019-08-28 19:59:49 -0400 <longleafhill> @realDonaldTrump You have done plenty of interviews with Axios, you know damn well who they are.
1166862985366843393 2019-08-28 19:59:49 -0400 <MariaSomers4> @realDonaldTrump Our gov't took them over &amp; let developers but their way through the island while contributing nothing back. Bribery was rampant. Been going on for decades.
1166862984725114881 2019-08-28 19:59:49 -0400 <Wolvie6797> @nomossonmyrocks @jidk1187 @EaterSouls @realDonaldTrump 👍🤘✌️
1166862984687292418 2019-08-28 19:59:49 -0400 <mattivi28> @JeffreyGuterman @realDonaldTrump  https://t.co/1BpVOVx5qN
1166862984666386433 2019-08-28 19:59:49 -0400 <nichepkg_kim> @realDonaldTrump You are soooooo obvious it’s hilarious.  Who do you think you’re dealing with ? The GOP ?
1166862984519376896 2019-08-28 19:59:49 -0400 <ColeSooki> @AnthemRespect @LibertyRemoved @realDonaldTrump You would think she would know how to take a shot properly. You can't be cool if you don't know the rules.
1166862984192225286 2019-08-28 19:59:49 -0400 <phatbarber1> @drawandstrike @realDonaldTrump and its like 500 ft long... watch the trucks
1166862983365967872 2019-08-28 19:59:49 -0400 <Bobafet26942467> @realDonaldTrump @FoxNews Fake news from a fake president
1166862982455992320 2019-08-28 19:59:48 -0400 <ChrisK81713278> @real_defender @realDonaldTrump hey , i have a great deal on some ocean front property in new mexico and Arizona.  intrested
1166862982384640000 2019-08-28 19:59:48 -0400 <whuddumsayin> @realDonaldTrump You’re insane
1166862981667463168 2019-08-28 19:59:48 -0400 <cc_koi> @realDonaldTrump  https://t.co/pkTGxyMDLA
1166862981487087616 2019-08-28 19:59:48 -0400 <BooMusicInc> @suzydymna @realDonaldTrump Go back to bed, Snoozy!
1166862979972960256 2019-08-28 19:59:48 -0400 <JohnWat99017786> @realDonaldTrump 😂😂😂
1166862979570102273 2019-08-28 19:59:48 -0400 <mikeasyouwill> @TheRightMelissa @AhmedBaba_ @realDonaldTrump I think he was laughing at how dumb dems can be
1166862979100549120 2019-08-28 19:59:48 -0400 <JRehling> @DavidMa35376344 @realDonaldTrump Your spelling has some bedbugs in it.
1166862976671977472 2019-08-28 19:59:47 -0400 <wendy31270933> @realDonaldTrump Yeah right
1166862976521056256 2019-08-28 19:59:47 -0400 <Vector64China> @glamelegance @realDonaldTrump When are you going to be an elected leader of a country? What's your accreditation ?
1166862976202285056 2019-08-28 19:59:47 -0400 <Alfred_B0rden> @KyleKashuv @realDonaldTrump I can't imagine someone being proud of supporting a "Troller in Chief" as the leader of their country...yet here you are.  Unreal.
1166862976068009985 2019-08-28 19:59:47 -0400 <wrtstf> Only 95%? @realDonaldTrump @WhiteHouse #ZeroIntegrity #ZeroCredibility #TrumpRussia
1166862975971389440 2019-08-28 19:59:47 -0400 <TM_Sarakham> @realDonaldTrump These dog whistles are positively George Wallace level stuff, Donald.
1166862972666417152 2019-08-28 19:59:46 -0400 <invictus1908> @TheRightMelissa @AhmedBaba_ @realDonaldTrump Thanks Obama
1166862971584299013 2019-08-28 19:59:46 -0400 <thomasmuff> @realDonaldTrump  https://t.co/cnLIYHyHnL
1166862971122921477 2019-08-28 19:59:46 -0400 <frequentbuyer1> @realDonaldTrump c l A S S l e s s
1166862969998692352 2019-08-28 19:59:45 -0400 <rwhatestrump> @RealMancrush45 @realDonaldTrump TrumpDNA???  They all died very young except for the last two.  Glad I don’t have that defective DNA.
1166862968589623296 2019-08-28 19:59:45 -0400 <teevonne_3> @realDonaldTrump  https://t.co/Hkxp7CCsUr
1166862968384098304 2019-08-28 19:59:45 -0400 <jayfiz5> @PapaKelch @rice_ricej @amyklobuchar @realDonaldTrump Let us be clear.... Trump would receive #klobucharclobbering  #AmyForAmerica
1166862968216268802 2019-08-28 19:59:45 -0400 <traveler3592> @realDonaldTrump News outlets like WaPo (and WSJ and NYT and most others) fact-check their stories many times over. You, on the other hand, blurt our lies on a regular basis. Hmm, whom do I believe...?
1166862967348109312 2019-08-28 19:59:45 -0400 <pattyboulton> @realDonaldTrump suck my ass and everyone's ass. That is all
1166862967222222848 2019-08-28 19:59:45 -0400 <ummm_sara> @realDonaldTrump right behind the USA
1166862965489975298 2019-08-28 19:59:44 -0400 <bernardo_wicab> @philosophijunk @Jamarcus_Dove @thecjpearson @realDonaldTrump *you're ;)
1166862965099966465 2019-08-28 19:59:44 -0400 <Liberty_Belle04> @WalshFreedom @realDonaldTrump @SenGillibrand  https://t.co/fl2F9zDJIz
1166862964802097157 2019-08-28 19:59:44 -0400 <JeanRuth93> @realDonaldTrump Omg. Seriously.  If you tried really hard could you be anymore childish than what you already are?  What a pathetic excuse of a man, let alone a president.
1166862964495986688 2019-08-28 19:59:44 -0400 <commamama5> @pumousky @BuffyAMS @dam0n_n0mad @CramazziRenzo @AndyOstroy @realDonaldTrump @FoxNews #trumptanic
1166862963912925185 2019-08-28 19:59:44 -0400 <mayhew_chrisa> @ChristieC733 @ChatByCC @realDonaldTrump @FoxNews CC is a troll bot account
1166862963761979392 2019-08-28 19:59:44 -0400 <u0106793> @AndyOstroy @realDonaldTrump Hi, I’m part of #antira #antiracist and we are concerned about your hostility.
1166862963023724552 2019-08-28 19:59:44 -0400 <tiboshh> @OsigahK @realDonaldTrump What ?
1166862962935644161 2019-08-28 19:59:44 -0400 <msbruell> @realDonaldTrump It’s like you are blaming PR for getting hit by a storm
1166862962461741058 2019-08-28 19:59:44 -0400 <MercifulMaximus> @NikkiHaleyfan93 @Jeremyt22485 @PridgeWessea @azure_vox @mmanthey1007 @TwitterMoments @realDonaldTrump If anything, I just admitted i made an assumption about you without really getting to know your point of view. Forgive me, i have been dealing with that hive-minded horde all day.  i dont support Assad. THEY elected him. He's not OUR problem. Last thing we need is another vacuum
1166862962327339008 2019-08-28 19:59:44 -0400 <atMelsDiner> @Stand4TruthNow @RicMaldonado2 @realDonaldTrump Lots of Tweets appear on my home page that do not show that I had retweeted them. So I just retweet them again.  Dont know where or if they ever go. 🤪
1166862961304133632 2019-08-28 19:59:43 -0400 <1oftheJonesboys> @RealJack @realDonaldTrump @FoxNews  https://t.co/qIkEseJF6H
1166862960804990977 2019-08-28 19:59:43 -0400 <FixPuertoRicoUS> @NoahCRothman @bdomenech @HotlineJosh So you know @realDonaldTrump is right? We should believe the people...   https://t.co/s1q5HJr4Kt
1166862959106117632 2019-08-28 19:59:43 -0400 <texaradogirl> @realDonaldTrump You should take an economics class . Oh that’s right-you don’t read. Or learn.
1166862958825279493 2019-08-28 19:59:43 -0400 <catintx17> @realDonaldTrump What sort of ninja mind trickery is this, Spanky?
1166862958284161024 2019-08-28 19:59:43 -0400 <mlugoRN> @MADE__USA @realDonaldTrump @FoxNews @SandraSmithFox @CNN @MSNBC  https://t.co/0QWDXggz3d
1166862957420195840 2019-08-28 19:59:42 -0400 <_CritterMan> @realDonaldTrump Nice! Still not on board with the red flag laws.
1166862957143384064 2019-08-28 19:59:42 -0400 <fundstrat> @thecryptostefan @federalreserve @realDonaldTrump Kind of hard to imagine. @realDonaldTrump would benefit from a stock market rally. Not a stock market tanking
1166862955348144128 2019-08-28 19:59:42 -0400 <KoKoKoKwe> @realDonaldTrump trump stole disaster relief money for his strawberry wall, so of course he's freaking out that Puerto Rico demanded another hurricane.
1166862954488369154 2019-08-28 19:59:42 -0400 <NealeMorris> @ChatByCC @realDonaldTrump @FoxNews Hey CC I'm surprised that you are not telling everyone about Glorious Leader Trump getting 18 holes in one in his round yesterday 😂
1166862954299445248 2019-08-28 19:59:42 -0400 <lproctoruc> @CollinRugg @realDonaldTrump Raise your hand if you are just tired of the 12000+ lies that have spouted from trumps mouth
1166862953804681216 2019-08-28 19:59:42 -0400 <Wikijuliete> @ole101eagle @KarenConstant11 @mskristinawong @realDonaldTrump I admire the guys that had the balls to not go to that dreadful place.
1166862953196527616 2019-08-28 19:59:41 -0400 <ConservativKen> You could fill I library with all of the fake  "gotcha" stories written about @realDonaldTrump.
1166862952831602689 2019-08-28 19:59:41 -0400 <MarenHofstad> @realDonaldTrump You’re so cute, in a crazed, greedy, lying sort of way. This is who you really fear.  https://t.co/jvBNLgnh7A
1166862952483446789 2019-08-28 19:59:41 -0400 <pulsar0510> @VP @netanyahu @realDonaldTrump Is his semen sweet or savory?
1166862952340717568 2019-08-28 19:59:41 -0400 <smartlyjoan> @marie5483 @realDonaldTrump @GOP @JohnCornyn stood on Texas soil 👏 as Trump lied bout the border, El Paso, immigrants, and while Trump talked about stealing Texans land to build a wall.  Cornyn a traitor to Texas. #VoteBlueNoMatterWho
1166862951623667713 2019-08-28 19:59:41 -0400 <Fridawannab> @realDonaldTrump @donnabrazile Hahahahaha!  Losing it?
1166862951430705154 2019-08-28 19:59:41 -0400 <WarrenRowley> @realDonaldTrump Will they let you text from prison?
1166862949492748288 2019-08-28 19:59:41 -0400 <4WheelWorkOut> @realDonaldTrump Don’t you have a vacation to go on? One where there won’t be internet access?
1166862949333524480 2019-08-28 19:59:41 -0400 <sergiocalderon> @realDonaldTrump #ImpeachTrumpNow #TrumpBedBugs #TrumpIsADisgrace #TrumpIsAFraud  https://t.co/bMetf3nB6Y
1166862949014810624 2019-08-28 19:59:40 -0400 <ssw560lab> Thread by @LisaMei62: "Listen again...carefully. POTUS @realDonaldTrump knew about [their] treason even before he won the 2016 election. Q ha public is finally catching up w/what we've long known. Transcript below. […]" #GreatAwakening #WWG1WGA #MAGA #KAG  https://t.co/BborxfDe67
1166862948054310917 2019-08-28 19:59:40 -0400 <gbollmann01> @realDonaldTrump @FoxNews So they DO work for you, as if we didn’t know.
1166862947227848704 2019-08-28 19:59:40 -0400 <vanpatsow> @sldawdy @realDonaldTrump Personally, I don’t really care how long he lives as long as he dies in jail
1166862946460405761 2019-08-28 19:59:40 -0400 <aidancwest> @tofuprincess92 @JJGaming12 @SDBurgher @keanothedog @realDonaldTrump In 9 years I’ll be old enough to run and be elected as a representative. In 14 years I’ll be old enough to be a senator. In 19 years I’ll be old enough to be president. That isn’t that far away. My generation and fellow 16 year olds know that.
1166862945352962049 2019-08-28 19:59:40 -0400 <jennajameson> @KellyannePolls @RaylenePatriot @realDonaldTrump 👏🏻👏🏻👏🏻
1166862945235668992 2019-08-28 19:59:40 -0400 <Orionforever2> @realDonaldTrump Your An A** Grow up!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1166862942974988289 2019-08-28 19:59:39 -0400 <saymhat10> @charliekirk11 @realDonaldTrump The fake news
1166862939300782082 2019-08-28 19:59:38 -0400 <DreamsHaveWings> @bwarrier @GodbieWithew @thehill @realDonaldTrump I know. I can't even wrap my head around this one. How flipping petty can they be?
1166862939032301573 2019-08-28 19:59:38 -0400 <marjan_doosje> @realDonaldTrump 'That includes from' is another dead give-away that Donald got his phone  back, somehow.   Take some English lessons!
1166862938625343488 2019-08-28 19:59:38 -0400 <NoCalGirl2> @real_defender @Lawrence @realDonaldTrump What kinda moron thinks lying is a crime? BTW Trump never made a call to Xi Jinping like he told the whole flipping world 🌎
1166862937681612800 2019-08-28 19:59:38 -0400 <dbfoster> @realDonaldTrump Is this what you do, Donny?  https://t.co/2ukNsolsdz
1166862936486363140 2019-08-28 19:59:37 -0400 <brandow_james> @realDonaldTrump You tell ‘em boss! They ain’t seen nothing yet!!  Won’t believe their eyes...
1166862935437635584 2019-08-28 19:59:37 -0400 <JksKathryn> @Fahrenthold @realDonaldTrump Nothing to see here.  https://t.co/HIYj5eNusf
1166862935030820866 2019-08-28 19:59:37 -0400 <BirnbaumMatt> @GOP_WH_News @CEOHealthTechAM @farhip @realDonaldTrump @nbc @Lawrence I do want it to be true, but in the end it doesn’t matter how the money trail directs investigators to the well-described Russian-Trump money laundering.  Things are going to start getting VERY confusing for you rubes who have no idea about any of that.
1166862934389248000 2019-08-28 19:59:37 -0400 <iluvearth> @realDonaldTrump #DELUSIONALDONALD
1166862934225707009 2019-08-28 19:59:37 -0400 <MightyQuinnUSA> @realDonaldTrump A sad day for the families of our American armed forces personnel:  You and @USCISCuccinelli have stripped children born overseas to US government and military personnel of their citizenship.  @USArmy @USNavy @USMC @usairforce @StateDept  https://t.co/YRvymgKnti
1166862931910438912 2019-08-28 19:59:36 -0400 <BETTYEJEAN1> @realDonaldTrump Hate it.
1166862930861707264 2019-08-28 19:59:36 -0400 <kturner112> @realDonaldTrump sad day for America. trump still squats at 1600 Pennsylvania Avenue
1166862930840891393 2019-08-28 19:59:36 -0400 <AwakePatriot111> @brianstelter @NickMiroff Name the officials or #StopLying about our @POTUS @realDonaldTrump! The world will soon see YOU are part of the #EVIL in our world. #TickTock
1166862930488549376 2019-08-28 19:59:36 -0400 <FallingDj> @TheRightMelissa @AhmedBaba_ @realDonaldTrump Yeah, he says such nice things. Like when he said that 90% of homicides in the country were at the hands of African Americans. Or what about the time when he called Neo Nazis “good people?” Or the time he took out a $1 million ad campaign to bring back the death penalty for CP5?
1166862930127851520 2019-08-28 19:59:36 -0400 <aja9696> @realDonaldTrump Actually once something can't be proven one way or another democracy deems that as corruption and is criticized and judged accordingly... We the people.
1166862930052173824 2019-08-28 19:59:36 -0400 <KashmirBleeds9> @realDonaldTrump Genocide watch has issued a genocide alert in Kashmir.  Please stop the genocide .. #FreeKashmir
1166862927472840706 2019-08-28 19:59:35 -0400 <DamonKB54> @DavidCayJ So, citizenship is based on date of birth now! Sounds like @realDonaldTrump wants to distract everyone from reading poll numbers, which will now exclude service personnel overseas, as they can no longer vote.
1166862927418101760 2019-08-28 19:59:35 -0400 <zoobrain1> @realDonaldTrump Aren't you just a coy little boy.
1166862927191785472 2019-08-28 19:59:35 -0400 <EvitaIsNotHere> @realDonaldTrump  https://t.co/D3rJLIxEur
1166862926696857600 2019-08-28 19:59:35 -0400 <TheRedPen3> @realDonaldTrump Sad.
1166862925203738624 2019-08-28 19:59:35 -0400 <RationalYang> @xcsresources @realDonaldTrump @AndrewYang We got the proof now that Trump was looking at #YangGang tweets but cannot reply directly!
