1097284557164949504 2019-02-17 18:59:59 -0400 <jengrimes8> @realDonaldTrump #MarALardass 😂😂😂😂😂
1097284535706886145 2019-02-17 18:59:54 -0400 <Lhme2002Lori> @Techniker32 @Scott12852232 @realDonaldTrump I actually have only that single post - so no. But still...
1097284535450984448 2019-02-17 18:59:54 -0400 <coastal_eddyLB> @realDonaldTrump  https://t.co/Spd0RTw6K3
1097284535312560128 2019-02-17 18:59:54 -0400 <Fundy23> @diamondgirl2018 @tnuh87 @deec131 @CurlyJ86 @realDonaldTrump Did you feel the same way about Bill Clinton?  What if it was your daughter that had been assaulted?  Would you care then?
1097284535295897607 2019-02-17 18:59:54 -0400 <GlennWa47669192> @ChatByCC @realDonaldTrump So Trump is going to get what he deserve
1097284535148896256 2019-02-17 18:59:54 -0400 <RobuShiro> @Chantelesque @realDonaldTrump So predictable
1097284534826164225 2019-02-17 18:59:54 -0400 <AXl0M0> @eugenegu @realDonaldTrump How do you have all this time to be on Twitter when you call yourself a surgeon???
1097284534075219968 2019-02-17 18:59:54 -0400 <estatebycarlo> @PurpleIsCovfefe @BrianPHillbilly @POTUS @realDonaldTrump @RealJamesWoods @larryelder @DonaldJTrumpJr @RyanAFournier Haha and the best part of that law was that they signed it into a law and then read it . That was a diversion
1097284532938698752 2019-02-17 18:59:53 -0400 <qaztor> @realDonaldTrump Lock him up chant coming your way @realDonaldTrump. You make me sick #donthecon
1097284532343058437 2019-02-17 18:59:53 -0400 <pat3871> @realDonaldTrump Take this advice  https://t.co/OQBS4lyRJp
1097284532305383424 2019-02-17 18:59:53 -0400 <Lorrain13268292> @realDonaldTrump Maybe you could recommend the 100 or so illegal immigrants that built and maintained the grounds at your N.J. Golf course.
1097284532053725184 2019-02-17 18:59:53 -0400 <MikeWassman1> @realDonaldTrump Wrong as usual.
1097284531277754368 2019-02-17 18:59:53 -0400 <BaardaDn> @MAGAPILL @realDonaldTrump I think now this this new admission from McCabe it should be shut down and all those involved including Schiff should be investigated
1097284530686308352 2019-02-17 18:59:53 -0400 <BrooksChloe732> @BarneysNose @realDonaldTrump He's crazed and stuck in a crazy loop
1097284529650315264 2019-02-17 18:59:53 -0400 <crawfish190> @realDonaldTrump Your a con man and your caught.  You make it so much worse.  Just practice how to give oral sex to a man. That may come in handy in prison.
1097284529503506433 2019-02-17 18:59:53 -0400 <DrKC4> @realDonaldTrump Rush Limbaugh is an opinionated asshole with no government experience, no education, and no idea what the hell he’s talking about. And the President of the United States quotes him.   Americans don’t deserve to have a country anymore.
1097284528857587713 2019-02-17 18:59:52 -0400 <marcomucho> @davidcicilline @realDonaldTrump It was more true than funny. I mean it was funny but the original was just as funny. Or it would have been funny if it were not so sad. Trump should realize by now that this is way many (most?) people see him. As a buffoon.
1097284528689823744 2019-02-17 18:59:52 -0400 <absurdTrumpkins> @MAGAmaniaJoe @realDonaldTrump getting spanked by pelosi is winning? #MarALardass
1097284528031186944 2019-02-17 18:59:52 -0400 <jamessweredosk1> @realDonaldTrump The Trump administration is illegal conflicted and rigged.   The Mueller investigation will expose you and your family for the crooks that you are.   BIGGEST LEADERSHIP FAILURE EVER.   #PUTINSBITCH
1097284527481933824 2019-02-17 18:59:52 -0400 <bk_mommie> @realDonaldTrump @DonaldJTrumpJr
1097284527121227777 2019-02-17 18:59:52 -0400 <Dgrace75> With @60Minutes about to air the McCabe interview I’d say @realDonaldTrump TL should be a🔥 mess for next 60-90 minutes...get your 🍿 ready 😂
1097284526081011712 2019-02-17 18:59:52 -0400 <drericleon> @therealmerkins @robertbudesa @Lillianlm2 @GovMikeHuckabee @realDonaldTrump @GOP @POTUS You forget that he lies about his height and weight too
1097284524906606592 2019-02-17 18:59:51 -0400 <southernkat360> @realDonaldTrump WE THE PEOPLE demand an investigation is started into the dealings of @HillaryClinton, @BillClinton and @BarackObama.  No one is above the law.  It’s time this statement is reinforced to the American people. @VP @WhiteHouse @GOP
1097284524344520704 2019-02-17 18:59:51 -0400 <redwoman1966> @realDonaldTrump Another epic fail. Give it up, donnie. You are never getting your ridiculous monument to your own ego.
1097284524025700353 2019-02-17 18:59:51 -0400 <rhybeckah> @realDonaldTrump Quit being such a whiner... it's a comedy show, not a news show.  #Sheesh
1097284523887190016 2019-02-17 18:59:51 -0400 <Deberal1> @ChatByCC @realDonaldTrump For who? tRump is a criminal
1097284523589554176 2019-02-17 18:59:51 -0400 <HThrognorton> @williamlegate @realDonaldTrump Same trolls on each Trump tweet..  Feeding time for your followers  https://t.co/CIakAIRE9p
1097284523354738689 2019-02-17 18:59:51 -0400 <FordJohnathan5> @thistallawkgirl @realDonaldTrump Guessing some dont get sarcasm
1097284522989764609 2019-02-17 18:59:51 -0400 <fpagano> @realDonaldTrump Sounds like someone knows another indictment is going to drop, and soon.
1097284522713014272 2019-02-17 18:59:51 -0400 <RichGangwish> @paynbillz2000 @EdKrassen @realDonaldTrump I fully expect Donnie Jr and Kuck Kushner to be next on the list.  Wait until #donniedotard denies even knowing them. :)
1097284522440183808 2019-02-17 18:59:51 -0400 <SueJohn42811077> @RyanHillMI @realDonaldTrump He tried going through the proper steps.  As a builder he would have had it done by now.   Wake up and smell the Socialists!
1097284521995558914 2019-02-17 18:59:51 -0400 <leftcoastbabe> @PalmerReport @realDonaldTrump Witches melt don't they. Maybe that's why you're afraid of rain?
1097284521928536065 2019-02-17 18:59:51 -0400 <shellyyancey> @realDonaldTrump  https://t.co/OFAUBNeYAi
1097284521865687043 2019-02-17 18:59:51 -0400 <mjkenney08> @ProudResister @realDonaldTrump You got any of those “harder questions “ Ryan?
1097284521450295296 2019-02-17 18:59:51 -0400 <thebuckingtruth> @realDonaldTrump And closer.
1097284519512535040 2019-02-17 18:59:50 -0400 <NotYoMamaDaMama> @realDonaldTrump Oh please saturday night live is satire not a dick don't take it so hard!
1097284519361531904 2019-02-17 18:59:50 -0400 <Triplehfarm> @realDonaldTrump Do you need a little cheese with the whine
1097284518694707201 2019-02-17 18:59:50 -0400 <ShellyMechelle1> @wits_mcgee @ProudResister @BobbyCr48838634 @JussieSmollett @realDonaldTrump Fractured ribs, bruised ribs, injured ribs. Does this mean there was an attack or not an attack? Black eye or blue eye? No attack or yes an attack? You were there, you were not there?
1097284516316614656 2019-02-17 18:59:49 -0400 <GoBlueTexas2020> @Eirian61665620 @SportsTalkBarry @realDonaldTrump I think it would be safe to say that it is all sarcasm.  I couldn’t handle thinking  differently.
1097284515049951232 2019-02-17 18:59:49 -0400 <bohemiarch> @FelisDave @realDonaldTrump The lie, repeated often enough...  ...will always be believed by one third of the population. #RuleOfThirds
1097284513175023616 2019-02-17 18:59:49 -0400 <Sheel68> @ChatByCC @realDonaldTrump Stop smoking whatever you are smoking and try and keep up.
1097284512814387201 2019-02-17 18:59:49 -0400 <Whynot19133248> @DavidWohl @raygoto52 @realDonaldTrump I would rather him tell Mueller.... hand over your findings... then can his @ss!
1097284511434326019 2019-02-17 18:59:48 -0400 <BlueDevil337> @realDonaldTrump Most paranoid, whiney, man child of a president EVER!!!
1097284511296032770 2019-02-17 18:59:48 -0400 <lmh3072> @realDonaldTrump Isn't there a 'national emergency' you should be tending to?
1097284510796804096 2019-02-17 18:59:48 -0400 <p_jeanne97> @realDonaldTrump You’re especially unhinged today.
1097284510763253760 2019-02-17 18:59:48 -0400 <relctntidealist> @realDonaldTrump Oh, Mr. Trump. I'm sure if you've done nothing wrong, you've got nothing to worry about. But just in case, you might want to lose a few pounds. Bunks in jail don't come in obese.
1097284509115080706 2019-02-17 18:59:48 -0400 <Strelnikovski> @realDonaldTrump Which hunt?  Baby, it’s ok, go back to sleep.  Mother Goose will take care of you.  The sky’s not falling, I’ll sing you a lullaby.  Don’t worry my dear, get back to golfin You’re good at that, I like to see you play But leave the office you’re not prepared for
1097284508972281856 2019-02-17 18:59:48 -0400 <aaugh> Absolutely, Mr. Baldwin would be more believable as a leader.  (Note to  @WhiteHouse if they need a stand-in., especially after @VP Pence’ failure to elicit any confidence from EU countries.) . @realDonaldTrump @KatrinaPierson @madwest45 @RajShah45
1097284508473188352 2019-02-17 18:59:48 -0400 <verswagon> @realDonaldTrump You’re the only enemy that’s real
1097284508137730050 2019-02-17 18:59:47 -0400 <KBNC1986> #MarALardass   @realdonaldtrump   #ImpeachTheMF   #25thAmendmentNow
1097284508120805377 2019-02-17 18:59:47 -0400 <fastbreak32> @ChatByCC @realDonaldTrump There are already indictments and convictions. Please do try to keep up.
1097284507693211649 2019-02-17 18:59:47 -0400 <Holly_Brooke7> @realDonaldTrump How about instead of worrying about a little show like SNL, you do your damn job?
1097284506799751169 2019-02-17 18:59:47 -0400 <macdaddyjones> @realDonaldTrump Lock them up
1097284505612832768 2019-02-17 18:59:47 -0400 <navi_tavi> @NOW1SOLAR @YASSemite @realDonaldTrump On the other hand....  https://t.co/FRYv0yBSPF
1097284505445023744 2019-02-17 18:59:47 -0400 <fishygod666> @realDonaldTrump Sounds like obstruction of justice, Don. You should resign now while you still have the option.
1097284505231155205 2019-02-17 18:59:47 -0400 <cooks4livin> @BassmanRickB @EdKrassen @realDonaldTrump Feel free to steal it
1097284504358662144 2019-02-17 18:59:47 -0400 <NyaPamela> Your Honor, D  J TRUMP If You are my Husband  as Ithing and as You said,  I need Your heart now and I need my heart for the World.  Pastors must take care about  that I am not à slave,  but Your Wife and I am the World for all People  GOD Bless You @RealDonaldTrump  @POTUS  #SOTU
1097284504018776065 2019-02-17 18:59:46 -0400 <ShellbackSteve> @realDonaldTrump Retweeting old lies? Someone is awfully worried.!
1097284503792480256 2019-02-17 18:59:46 -0400 <nyourlittledog2> @realDonaldTrump Every president has been roasted by SNL.  You just give them so much to work with!  Lighten up.
1097284503477936129 2019-02-17 18:59:46 -0400 <DianeG729> @JustBeaTee @realDonaldTrump Let’s make Mueller pay back all the taxpayers money he wasted.
1097284502831931392 2019-02-17 18:59:46 -0400 <ArthurAnpeeples> @ProudResister @realDonaldTrump Yes to all of the above and add xenophobia.  https://t.co/TM2n0eyM5Z
1097284502118977536 2019-02-17 18:59:46 -0400 <JayNYSon> @realDonaldTrump Everything is funny about it!  🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡
1097284500483178496 2019-02-17 18:59:46 -0400 <JoeBangles4> @dbushmire @realDonaldTrump some dems are crooks, some reps are crooks, corruption and lies have always been a part of US politics, it reached an unpresidented level with trump, something at last must be done,truth and justice must prevail for the sake of America ,,,if the FBI are crooks your already lost.
1097284499489079296 2019-02-17 18:59:45 -0400 <johnstillremain> @realDonaldTrump Mueller and most of his team are Republicans. Getting desperate Donny
1097284498721517568 2019-02-17 18:59:45 -0400 <SiddFinch86> @realDonaldTrump Winter is coming little fella
1097284498033528832 2019-02-17 18:59:45 -0400 <buddy_sadie> @realDonaldTrump Guilty, guilty, guilty, guilty, guilty...  I hear the bell and it tolls for thee... next!  https://t.co/xKxXYNBKJW
1097284497110982658 2019-02-17 18:59:45 -0400 <NamelessGhoulTX> @GeorgePaschall @ChicagoBeerSnob @williamlegate @realDonaldTrump No it is idiotic to put something like that on the internet.
1097284497089810432 2019-02-17 18:59:45 -0400 <circularRoz> @DevAndrewMorse @realDonaldTrump  https://t.co/VfBfjwIxhR
1097284496389492743 2019-02-17 18:59:45 -0400 <Knarfeoz> @realDonaldTrump For somebody who did nothing wrong , you seem terrified of Mueller. Something big coming ?
1097284495747792896 2019-02-17 18:59:45 -0400 <lmckirk> @realDonaldTrump More indictments are very, very on their way.
1097284495697432576 2019-02-17 18:59:44 -0400 <bowmanmitche> @realDonaldTrump Hey traitor it's not the Dems that are getting indicted.  It is your associates and surprise they are flipping on you. Imagine that.
1097284494871023616 2019-02-17 18:59:44 -0400 <thebuckingtruth> @realDonaldTrump And closer.
1097284494627885057 2019-02-17 18:59:44 -0400 <HerzogLorrie> @seeginnyrun @realDonaldTrump I’ll buy him a new shovel so he can keep digging.  https://t.co/fnPqDj0egs
1097284494464335872 2019-02-17 18:59:44 -0400 <JohnnyCashOnly> @realDonaldTrump You've lost your damn mind. That is, assuming you had one in the first place.
1097284494225096704 2019-02-17 18:59:44 -0400 <TweetrDon45th> @realDonaldTrump ummmmmm.....they go UNDER it dumba$$
1097284493902336000 2019-02-17 18:59:44 -0400 <HvyDty4x4> @realDonaldTrump And the chocolate cake is really really good.
1097284493671612416 2019-02-17 18:59:44 -0400 <sweatt_jeanne> @realDonaldTrump You are Putin's puppet. Usually what you say is from State run media or Russians. You aren't working for democracy. You are destroying country. Believe McCabe, don't believe you. Wish we could get report on what you are doing to country. Scholars say you are worst president.
1097284493323522050 2019-02-17 18:59:44 -0400 <DuttonStar> @realDonaldTrump Make sure you bend your knees when lifting bricks  I don’t think your in the best shape for building walls @realDonaldTrump but I’m impressed  #Trump
1097284493134782465 2019-02-17 18:59:44 -0400 <tieara47> @eugenegu @realDonaldTrump Show the proof Mueller plainly stated collusion was found
1097284492920791041 2019-02-17 18:59:44 -0400 <Austinteacher75> @realDonaldTrump You seem nervous.  https://t.co/HxznXR5h7F
1097284491855446017 2019-02-17 18:59:44 -0400 <betsy_seifert> @realDonaldTrump Sorry Donald. You’re in up to your ears on this one and you WILL fall.
1097284491255664646 2019-02-17 18:59:43 -0400 <Deplorable_MD> @realDonaldTrump (3) today?  What are the odds of that? Q
1097284490903371776 2019-02-17 18:59:43 -0400 <Solar_Dancer> @realDonaldTrump YOU ARE THE ENEMY OF THE CONSTITUTION, DEMOCRACY, THE RULE OF LAW, AND A MANCHURIAN PLACE BY PUTIN!
1097284490584440832 2019-02-17 18:59:43 -0400 <shellyyancey> @realDonaldTrump  https://t.co/fSZqVUE4xD
1097284490379042816 2019-02-17 18:59:43 -0400 <greglouk> @realDonaldTrump Love your enemy.
1097284490144043008 2019-02-17 18:59:43 -0400 <LeonardNorthcu1> @AmyMek @realDonaldTrump This American doesn’t and I’m not alone.  https://t.co/VxRBM24Sc8
1097284489183662085 2019-02-17 18:59:43 -0400 <TomasMelean> @realDonaldTrump fue a Pto. Rico a tirar papel higiénico y a decir que le dañaron el presupuesto cuando aun padecían de su tragedia... Ah pero a Venezuela si la quiere "ayudar". Hay que ser muy gafo de pana! No volverán chico!
1097284488214794242 2019-02-17 18:59:43 -0400 <Joan1324> @jaybluuee @wgibson58 @FLOTUS @realDonaldTrump Loved every second,she is something else!👍💕🇺🇸
1097284487594065921 2019-02-17 18:59:43 -0400 <hareme2> @realDonaldTrump Lyndon B/. Johnson, D., had a far tougher road than the current president, but he took a different perspective on humor.  https://t.co/jhWsclr6yp
1097284486801301505 2019-02-17 18:59:42 -0400 <klp821100> @GOPChairwoman @XenaMAGAWarrior @realDonaldTrump Never. They’re NE VER going to apologize or admit that they have completely lost all sense of decency and REALITY.
1097284486578941952 2019-02-17 18:59:42 -0400 <oohiknowww> @realDonaldTrump ah, this old chestnut. It really never gets old does it?
1097284486469832704 2019-02-17 18:59:42 -0400 <Diegogp99> @RoyCampos @realDonaldTrump
1097284485022924800 2019-02-17 18:59:42 -0400 <totfinder911a> @Eggako2 @DebbieR52621893 @realDonaldTrump Nature will recover but the dangers of allowing people into the United States  with a free pass to disappear is unacceptable and if increase in  wall coverage and monitoring is needed to make it work. It's better than having unknown third party nationals enter unchecked
1097284483609288704 2019-02-17 18:59:42 -0400 <KenEmpie> @realDonaldTrump Your foundation has been shutdown. Your inauguration may be next #ConDon  https://t.co/hvX2kLvgW0
1097284483420733440 2019-02-17 18:59:42 -0400 <RootieH> @realDonaldTrump  https://t.co/6iZTARdqe5
1097284482477015042 2019-02-17 18:59:41 -0400 <cocoa702> @realDonaldTrump What do you have to say about Paul Manafort, Roger Stone, Rick Gates, the NRA, your inaugural committee, and Michael Cohen?
1097284482409803776 2019-02-17 18:59:41 -0400 <jenutah> @pookietooth @realDonaldTrump He really doesn’t know 🙄
1097284482095169536 2019-02-17 18:59:41 -0400 <Ethan727Joanne> @realDonaldTrump the truth hurts doesn't it??
1097284481722040320 2019-02-17 18:59:41 -0400 <JamsJames2> @xxJTXxx @TheRightMelissa @realDonaldTrump Same incorrect reporting in the Kentucky boys disrespecting an indian soooooooooo maybe they should start reporting the truth.
1097284480694448128 2019-02-17 18:59:41 -0400 <neptunefr62> @ChatByCC @realDonaldTrump Idiot
1097284480245682179 2019-02-17 18:59:41 -0400 <Timothy77888407> @realDonaldTrump TimFelixPhakeNews!🤬And Another Thing!Where do you get off by saying TheCollusion should only be for Democrats?! For shame!😠 You're trying to use your position as President to get The Feds off your back BUT YOU MADE IT WORSE by becoming President!([{Man do We got him!}])Yep!😎😎
1097284479616462849 2019-02-17 18:59:41 -0400 <Les1442> @TeaBoots Exactly how I see it.  If you disrespect the flag, the symbol of our freedom, the symbol of the most blessed and powerful country in the world, you don’t deserve to be in the US.  If @realDonaldTrump isn’t your president, please “go live somewhere else”.  Well Said!
1097284478349856768 2019-02-17 18:59:40 -0400 <CRaimbeau> This is cute! But... @realDonaldTrump  @BetteMidler
1097284477301260294 2019-02-17 18:59:40 -0400 <bp1954x> @realDonaldTrump Not one Democrat has been indicted. Can you say the same thing about your cronies ?
1097284476584030209 2019-02-17 18:59:40 -0400 <euler_bob> @realDonaldTrump Blah. Blah. Blah.  I take this whine from the source it came.
1097284475799654400 2019-02-17 18:59:40 -0400 <jeffbennett> @realDonaldTrump YOU are rigged @realDonaldTrump
1097284475321499648 2019-02-17 18:59:40 -0400 <BelaWalton> @realDonaldTrump I worry about the friendship between Mr. Barr an Mueller. I hope he really investigates the FBI .
1097284475141132289 2019-02-17 18:59:40 -0400 <BrettRatner25> @realDonaldTrump Use El Chopo Dinero for El wallo...
1097284474012925953 2019-02-17 18:59:39 -0400 <Pegleg_Secretar> @WeisheitSteven @mbcharney @SportsTalkBarry @realDonaldTrump  https://t.co/OIhdE1IuHs
1097284473958383619 2019-02-17 18:59:39 -0400 <NasimAnalistas> @DonnaWR8 @realDonaldTrump  https://t.co/tF6NiYlY3s
1097284473857679361 2019-02-17 18:59:39 -0400 <grillo_patty> @realDonaldTrump Oh shut up
1097284473488633857 2019-02-17 18:59:39 -0400 <AroniJon> @CampbellVideos @imagineworldone @remhq @realDonaldTrump @CarpeDonktum @Fuctupmind  https://t.co/e1f6gITNCP
1097284473471799296 2019-02-17 18:59:39 -0400 <HydeSmyth> @realDonaldTrump Limbaugh? Mister got no time for taking illegal drugs? Pretty sad when he’s your only friend in Palm Beach.
1097284471978627073 2019-02-17 18:59:39 -0400 <gregsmith570> @realDonaldTrump Relax Donald and enjoy 60 Minutes tonight like the rest of us.  @60Minutes
1097284471970320384 2019-02-17 18:59:39 -0400 <PackMama92> @realDonaldTrump Was Limbaugh on another drug fueled rant? Why would anyone believe anything he has to say?
1097284471861190656 2019-02-17 18:59:39 -0400 <sharkow53> @realDonaldTrump  https://t.co/vgaepqejRS
1097284471592833024 2019-02-17 18:59:39 -0400 <MarkSWoodland> @realDonaldTrump You just hate people tepirting on things you’ve actually said and done, don’t you?
1097284471576035330 2019-02-17 18:59:39 -0400 <druiddude77> @RMitchell_5 @RealBenCarson @realDonaldTrump okay well i hope you keep that secured around grandkids etc, I see too many sad stories in news
1097284471051771904 2019-02-17 18:59:39 -0400 <chiefoconnor> @DanCrenshawTX To be fair, *can* it even be built?  What American contractor is going to do the job when @realDonaldTrump has a history of stiffing American contractors out of payment?
1097284470636343296 2019-02-17 18:59:39 -0400 <thebuckingtruth> @realDonaldTrump Getting closer.
1097284470544068608 2019-02-17 18:59:38 -0400 <LaurieBlackSD> @realDonaldTrump Donald, sounds like you know they are at the doorposts of your house and your corrupt family. #family
1097284470384734208 2019-02-17 18:59:38 -0400 <PatCunnane> @realDonaldTrump Just because he’s doing it so ham-handedly on Twitter, doesn’t mean it’s not still obstruction of justice.
1097284470342860801 2019-02-17 18:59:38 -0400 <ValeLeegirl> @realDonaldTrump It was hilarious. More so with your lame tweet!
1097284470325952513 2019-02-17 18:59:38 -0400 <jw_stickman> @realDonaldTrump Hope Will Barr cleans house!
1097284468606468098 2019-02-17 18:59:38 -0400 <jasonely> @realDonaldTrump Snowflake. #IdiotInChief #TRE45ON
1097284466295300096 2019-02-17 18:59:37 -0400 <designguyca> @realDonaldTrump In my humble opinion.
1097284466085629953 2019-02-17 18:59:37 -0400 <BNicholsLiberty> @realDonaldTrump  https://t.co/f564fIuEe3
1097284465607540737 2019-02-17 18:59:37 -0400 <SouthernPSB> @CoryBooker you say @realDonaldTrump  is a liar. I just watched you stand in front of a camera &amp; blame the synagogue shooting on Conservatives.. you lying sack of crap. That guy hated the President . The guy that shot up that church in Texas was a Democrat. It's another Democrat
1097284465468923904 2019-02-17 18:59:37 -0400 <AllWork_NoPlay> @renato_mariotti I just stepped out of the unbelievably disturbing rabbit hole of well sourced organized crime connections that @LincolnsBible  makes to.@realDonaldTrump, his family, and certain members of his cabinet and I am just sick to my stomach. Stop this transnatl organized crime ring now.
1097284464428961795 2019-02-17 18:59:37 -0400 <travigg> @realDonaldTrump  https://t.co/GvDWtUsvCr
1097284463904608257 2019-02-17 18:59:37 -0400 <JAYHACKETT> @realDonaldTrump Of course Commander Clusterfuck is pissed. SNL shows the trumpass wearing no clothes.....he's a yellow-bellied, lily-livered, weak-at-the-knees, empty-suit. We all know how guilty people act and the trumpass has been demonstrating how for the last 3 years..
1097284463371931648 2019-02-17 18:59:37 -0400 <Oliviadream94> @realDonaldTrump 😅😅😅😅😅 Scared, much?
1097284462251929600 2019-02-17 18:59:37 -0400 <FriendofPiglet> @JeffreyGuterman @realDonaldTrump When he dies, dude won't make Limburgatory.
1097284461341917184 2019-02-17 18:59:36 -0400 <Dutchman_666> @realDonaldTrump "Tired Saturday Night Live"? Is that anything like your lie about the "Failing New York Times?"  Don't you get "tired" of lying all the time, getting caught, getting called out on the lie, looking like an ass, lying about the lie, doubling down on the lie, etc...
1097284461333344257 2019-02-17 18:59:36 -0400 <Sweetmama326> That “Trump made him do it”....  because @realDonaldTrump is our President so-called “normal” people just do “abnormal” things now!! 🙄🙄🙄 #TDS #itsreal #JussieSmolettHoax
1097284460834422785 2019-02-17 18:59:36 -0400 <09hamilton> @JacobAWohl @realDonaldTrump The mule  https://t.co/htWcBPz4SE
1097284460670705664 2019-02-17 18:59:36 -0400 <ElaineM90908876> @realDonaldTrump  https://t.co/sdaaYkod5E
1097284458309242880 2019-02-17 18:59:36 -0400 <Ladanieladea> @williamlegate @realDonaldTrump Ride bene chi ride ultimo. 😉
1097284458271535104 2019-02-17 18:59:36 -0400 <ElMangoFandango> @realDonaldTrump Donald should nationalize the TV networks pronto and take S&amp;L off the air!
1097284458040852480 2019-02-17 18:59:36 -0400 <ermcleod1> @DogginTrump @realDonaldTrump 🙋🏻‍♀️
1097284457604747264 2019-02-17 18:59:35 -0400 <Tracybr888> @realDonaldTrump #AMEN BUT THANK GOD IT WAS TO BRING THEM ALL DOWN!!!!!👍🙏🏻🔥🙏🏻👍!!!!!
1097284457470545920 2019-02-17 18:59:35 -0400 <dusty_rhino> @nsbrumfield @williamlegate @Stop_Tweet_Spam @MAGAmaniaJoe @realDonaldTrump Why? Is your hero going to golf TWICE a day?
1097284457441173504 2019-02-17 18:59:35 -0400 <sped_007> @GLSCHWALL @realDonaldTrump 💔
