929498975303974912 2017-11-11 18:59:59 -0400 <FionaElliotFox1> @realDonaldTrump Okay - text me when you're on your way
929498863458770945 2017-11-11 18:59:32 -0400 <Cadre10146> @realDonaldTrump When I hear it from Xi and it is confirmed by independent authorities I'll believe it.  Your BS does not spread this far @POTUS.
929498861869195264 2017-11-11 18:59:32 -0400 <TeamFarrakhan> The Honorable Minister @LouisFarrakhan is headed to Washington, D.C. to deliver a serious message to @realDonaldTrump &amp; the U.S. government. 11/16/17 @ 10am EST. Watch Live @  https://t.co/ZlQvBp6Hm8  https://t.co/Kqe7rfze6z
929498861852246016 2017-11-11 18:59:32 -0400 <rhinestones4u> @tedlieu Those words of #45 are from a total treasonous ignorant threatened-owing-Russia-big-time-black-mailed Russsian-puppet idiot who should never have been elected. Shame on America, seriously shame. @realDonaldTrump
929498861755871233 2017-11-11 18:59:32 -0400 <MzMareK> @realDonaldTrump Nothing you claim ever gets done. You're just a loser who no one respects or fears.
929498861575593984 2017-11-11 18:59:32 -0400 <susanjsmith2> @realDonaldTrump I'm for it! Never right that Congress lives by different law than is foisted upon The People. How can it be right?  https://t.co/EXJCTw4xZj
929498860581371904 2017-11-11 18:59:32 -0400 <RK1960> @AVD911 @realDonaldTrump Traitor #45IsaTraitor
929498860518559745 2017-11-11 18:59:32 -0400 <crdmaclro> @JacobAWohl @realDonaldTrump Obama the homo.  https://t.co/IIuKa4De7Q
929498857162940416 2017-11-11 18:59:31 -0400 <mjpietro> @eugenegu @ShafPatel @realDonaldTrump   https://t.co/Ey1ENC45zO
929498856244486144 2017-11-11 18:59:31 -0400 <carolebfrank> @elleduncan @wrigjo01 @jeddprice @FoxNews @SenJohnMcCain @POTUS @realDonaldTrump That would be members of congress who are not doing their jobs.
929498855707693056 2017-11-11 18:59:31 -0400 <lawntape> @DavidCornDC @realDonaldTrump is a traitor and belongs behind bars.  Since he's overseas, why doesn't he stay there? Better yet, why don't we ban him ?
929498850708013056 2017-11-11 18:59:29 -0400 <GreaGTG> @realDonaldTrump @realDonaldTrump , Remember that I am not allow anyone to trade with Devil (China) , who trade with Devil will lose all the power which God and I ever gave you.
929498846488604672 2017-11-11 18:59:28 -0400 <TKinMB> @IronStache @MichelleSkime @realDonaldTrump God grant me serenity, now!
929498846052446209 2017-11-11 18:59:28 -0400 <lasnpatterson> @RFShiree @PeterofArabia @johnrobertsFox @realDonaldTrump @POTUS Agreed!😂😂🤣
929498845712699392 2017-11-11 18:59:28 -0400 <pimpmunkx> @realDonaldTrump #FakeTweet
929498842919301121 2017-11-11 18:59:28 -0400 <amber_red1> @realDonaldTrump You betrayed this country again. Kiss Putin's butt harder you traitor.
929498842915004416 2017-11-11 18:59:28 -0400 <VGrittyGirl> @JanSummerlin @JesseBrowner @joey_girardi @realDonaldTrump Accomplice, hmmm? Yes, I agree. But he's accomplished absolutely nothing.
929498840188817408 2017-11-11 18:59:27 -0400 <jdpres13> @johnrobertsFox @BrendanNyhan @realDonaldTrump @POTUS You misspelled 'SPLITTING HAIRS'
929498837596729346 2017-11-11 18:59:26 -0400 <el_cjr> @Unpersuaded112 @realDonaldTrump The moment I heard this is when I knew there was something wrong with candidate trump. I don't understand how people can support a person who would say something this vile? How can anyone who believes in family values support him? 😡#Cult45 #ImpeachTrump
929498836975878144 2017-11-11 18:59:26 -0400 <BillMor03570691> @davidaxelrod @realDonaldTrump The man is doing a great job. The more I read the more I understand the need for mental illness treatment amongst the walking braindead liberals of this planet. You have no concept of economics and the direction of this country in the past eight years.
929498836032135170 2017-11-11 18:59:26 -0400 <AlexZJG> @jiayiqun @realDonaldTrump @LaoTieNoProblem @FLOTUS 脑残
929498831586070528 2017-11-11 18:59:25 -0400 <77JulieAnn> @_stay_informed @_juan_nieve @SidStroupe @mokoloco88 @DeadLecturer @NakedBlunch @wombat996 @SgtSabs @frnndomrclo @TomHalkin @DadScribe @johnrobertsFox @realDonaldTrump @POTUS John?
929498830755782657 2017-11-11 18:59:25 -0400 <e_tisdel> @realDonaldTrump Thank you mr. President continue to make America great you have my support 100%
929498828851634176 2017-11-11 18:59:24 -0400 <fdlrweaver> @realDonaldTrump Way to go!!
929498828058824704 2017-11-11 18:59:24 -0400 <fcbsdukes> @FoxNewsInsider @TomiLahren @realDonaldTrump Sad to say that it’s like playing telephone ☎️ in the olden days when nothing is accurate at the end
929498827110825985 2017-11-11 18:59:24 -0400 <michaelkantor> @IronStache @realDonaldTrump He’s not pretending.
929498826834108416 2017-11-11 18:59:24 -0400 <Cynthia__Reed> "Good grief" is right. #Putin is laughing at @realDonaldTrump till his sides hurt and he's snorting vodka out his nose. @POTUS is so played.  https://t.co/lcmWGoArOm
929498826611625984 2017-11-11 18:59:24 -0400 <Jennife25923448> @realDonaldTrump   https://t.co/cjOb51bRlW
929498826100170754 2017-11-11 18:59:24 -0400 <superdon72> @realDonaldTrump Are you ever going to implement Russian sanctions? The bill you signed was passed 98-2 in the senate. The deadline was Oct 1st. They way you defer to Putin is clear evidence of you being a traitor. Cannot wait to watch you being perp-walked out of the White House.🖕🖕🖕🖕🖕🖕🖕🖕
929498824665595904 2017-11-11 18:59:23 -0400 <rbrower3> @johnrobertsFox @realDonaldTrump @POTUS Yes, Donald Trump, King Of Nuance!
929498821851303936 2017-11-11 18:59:23 -0400 <skippytdog> @realDonaldTrump 🖕🏼🤡
929498820349542400 2017-11-11 18:59:22 -0400 <NeolaMace> @davidaxelrod @jaketapper @realDonaldTrump How is a billionaire spending millions of his own money speaking truth a vanity project? EVERYONE should be screaming the truth from every rooftop. @TomSteyer is a straight up hero.
929498811407286272 2017-11-11 18:59:20 -0400 <JohnKjkeough1> @realDonaldTrump @POTUS GO GET EM PRES
929498809876525057 2017-11-11 18:59:20 -0400 <planboy> @realDonaldTrump Russia.
929498807578103812 2017-11-11 18:59:19 -0400 <SusanWDavis3> @realDonaldTrump   https://t.co/GuOqBP3jhc
929498806537916416 2017-11-11 18:59:19 -0400 <joanne_dalle> #Putin right now is filling in his people about what a dope @realDonaldTrump is. Of course, sitting in a chair, petting a white cat
929498805384380417 2017-11-11 18:59:19 -0400 <jzpmema> @JacobAWohl @realDonaldTrump And how many of you Moore supporters are willing to let your daughters and granddaughters spend time alone with Moore
929498804373606401 2017-11-11 18:59:18 -0400 <mepk00alcom> 🗽 Our POTUS deserves "State Plus Plus" "Chynna's" respect towards Our President was "Yuge"! @realDonaldTrump @POTUS  https://t.co/qwoHjldtmy
929498803995996160 2017-11-11 18:59:18 -0400 <SqwackOps> @beckstrom68 @ReallyAmerican1 @adrielhampton @tedlieu @realDonaldTrump @POTUS Yup. Just not how you have anticipated lollll  https://t.co/c6URVdPDnq
929498802855333889 2017-11-11 18:59:18 -0400 <davidjwschmidt> @gettinnoticedmo @realDonaldTrump Your hands, too, no doubt!
929498801869647873 2017-11-11 18:59:18 -0400 <KimB5877> @realDonaldTrump Glad you met with Putin to clear up the whole  "I never meddled in the election." Now that we got his side, I can rest a little easier tonight. #stillaloser
929498795905347585 2017-11-11 18:59:16 -0400 <mcpeak_garry> @erikforCO @realDonaldTrump Are you mad bro ?
929498794818965504 2017-11-11 18:59:16 -0400 <jon_kinsley> @realDonaldTrump @realDonaldTrump Good morning! Good luck &amp; prayers for a safe and successful #JointPressConference Prayers you, @cabinet @TeamTrump  @WhiteHouse Team, @SecretService and @USMC / @usairforce crew have a safe trip to the Phillipines...God bless!  👍😃👌 #PotusInAsia
929498793296453635 2017-11-11 18:59:16 -0400 <PaddyO_Terry> @JenGranholm @realDonaldTrump But make let's make sure those football players stand and show some patriotism! What a total asshat.
929498791090176000 2017-11-11 18:59:15 -0400 <johnmerb> @realDonaldTrump "I am disturbed that our president believes a KGB agent and continues to refuse to believe the CIA. I can never remember a time in our history when this was so,” said Michael McFaul, a professor of political science at Stanford University, US Ambassador to Russia 2012 to 2014.
929498790242824192 2017-11-11 18:59:15 -0400 <RazChorev> @TurnbullMalcolm @realDonaldTrump Had to be the works of the #devil  https://t.co/FwN2YcdxfK
929498788246548480 2017-11-11 18:59:15 -0400 <hschell3> @smerconish @realDonaldTrump @CNN I just hope Trumps lawyers aren't better than our government's. He does have the best after all😂
929498787508240384 2017-11-11 18:59:14 -0400 <timrote> @realDonaldTrump I wonder how they feel when you can’t even spell the name of the country you are about to visit correctly?
929498784656007168 2017-11-11 18:59:14 -0400 <_UnderWickedSky> I'll be laughing the hardest when US-NK war happens, I'm sorry you can't own Syria like you own Afghanistan. @DeptofDefense @StateDept @WhiteHouse @realDonaldTrump @BarackObama
929498784005890048 2017-11-11 18:59:14 -0400 <WMMRmom> The empty words of @realDonaldTrump to our veterans. His actions speak louder.  https://t.co/DA2KWlEZbz
929498783276204032 2017-11-11 18:59:13 -0400 <DumppppTrumpppp> @JFecitt @LaraLeaTrump @EricTrump @realDonaldTrump @IvankaTrump @DonaldJTrumpJr @DiamondandSilk @TiffanyATrump @MELANIATRUMP Couldnt have said it better . Why is this pig still in the white house?  ....
929498775491661825 2017-11-11 18:59:11 -0400 <JAyardbwoy> @johnrobertsFox @DadScribe @realDonaldTrump @POTUS Then you need to get caught up
929498769124614145 2017-11-11 18:59:10 -0400 <mactrack52> @smerconish @realDonaldTrump @CNN I hate to use the “P” word as he’s deployed in a grabbing context, but he’s really quite the pu**y when it comes to confronting our enemy. @realDonaldTrump should be #TriedforTreason and supporting #RussianMeddling
929498767581204481 2017-11-11 18:59:10 -0400 <Beva515> @TweetBrettMac @realDonaldTrump Trump has a conflict of interest with Russia, making money off tax payers, giving tax breaks to the 1%er’s that will also benefit him by gutting SSA and Medicare...omg do I really need to continue?
929498767232921600 2017-11-11 18:59:10 -0400 <kyohayden> @TroydanGaming @realDonaldTrump is who I want in the tourney
929498765202882560 2017-11-11 18:59:09 -0400 <maslowsflawed> @realDonaldTrump Hiding from trump in nambia
929498763416150016 2017-11-11 18:59:09 -0400 <Peach62> @realDonaldTrump That’s rich coming from a draft dodging POS traitor.  Putin give you the ok to say that????
929498761595965440 2017-11-11 18:59:08 -0400 <simple81> @KarmaCafe2017 @GraceTiscareno @funder @realDonaldTrump @CNN I HAVE SEEN THE COURT DOCUMENTS! It wasn't in CNN! Jesus, you trump supporters and your inability to do anything but repeat buzz words and catch phrases, is just sickening.
929498760039845888 2017-11-11 18:59:08 -0400 <planboy> @realDonaldTrump Russia.
929498759930826752 2017-11-11 18:59:08 -0400 <eubconsulting> @realDonaldTrump Negroooo !!!! PLEASE !!!!! Where's  the CONTRACT !!!
929498759851110402 2017-11-11 18:59:08 -0400 <cje1026> @realDonaldTrump @POTUS Its insulting that you believe Putin over our own professional s.
929498758366355457 2017-11-11 18:59:07 -0400 <8262bokay> @RepAdamSchiff @realDonaldTrump @POTUS There is absolutely no doubt: You have been misguided. I am so sorry for you. It will be ok.  do more research. Hugs!
929498756621459456 2017-11-11 18:59:07 -0400 <deb_ferrari> @LiberalLecter @realDonaldTrump Can't wait to see what his marching orders are from Putin.  Should be able to tell very soon.
929498752385273856 2017-11-11 18:59:06 -0400 <NickBams> @realDonaldTrump Get them in the A trap
929498749767782400 2017-11-11 18:59:05 -0400 <JoanieOBella> @realDonaldTrump Think you can stay awake long enough?
929498748803313665 2017-11-11 18:59:05 -0400 <Niborobin55> @JacobAWohl @realDonaldTrump Oh Jakey, your liddle donnie is the feckless criminal one. But you keep dreamin.
929498741178097664 2017-11-11 18:59:03 -0400 <thetruth2o17> @JacobAWohl @realDonaldTrump They use these sexual abuse allegations Russia allegations against political opponents and have no proof, but there is proof of dem doing it
929498740444057600 2017-11-11 18:59:03 -0400 <sunscreensafe> @ColMorrisDavis @realDonaldTrump There are no words to describe this...
929498738137227264 2017-11-11 18:59:03 -0400 <tealtweet> @LouDobbs @gatewaypundit @realDonaldTrump Agree!
929498736870469632 2017-11-11 18:59:02 -0400 <blengland> @realDonaldTrump The #FakePresident can't wait to meet his favorite authoritarian thug in person.
929498735943577602 2017-11-11 18:59:02 -0400 <adorf44> @SenSchumer @realDonaldTrump: Blame China, Seriously. How can we blame another country for taking what we gave them. Self Inflicted Wound
929498735578451968 2017-11-11 18:59:02 -0400 <RestingMyWings> @TonyDeRose928 @LaraLeaTrump @EricTrump @realDonaldTrump @IvankaTrump @DonaldJTrumpJr @DiamondandSilk @TiffanyATrump @MELANIATRUMP @AGJeffBSessions He chose Sessions.
929498735213711362 2017-11-11 18:59:02 -0400 <ChrisManjaro1> @DonnaWR8 @realDonaldTrump The moron trump on foreign soil calling 3 U.S. intel professionals “political hacks” while praising Putin and believing his denial of Russian elect interference was an act of treason.  https://t.co/x0n10xaHiH
929498734140055553 2017-11-11 18:59:02 -0400 <Cartoon4sale> @realDonaldTrump   https://t.co/EOeV3CKvcb
929498729849032704 2017-11-11 18:59:01 -0400 <SameSteveTignor> @johnrobertsFox @realDonaldTrump @POTUS “I mean, give me a break, they are political hacks...I mean, you have  Brennan, you have Clapper and you have Comey..So you look at that and  you have President Putin very strongly, vehemently says he had nothing  to do with them"
929498727785615361 2017-11-11 18:59:00 -0400 <rbaldwin70> @realdonaldtrump great job 45.  Talk shit about former US POTUS on a world stage, then take the side of a KGB agent over EVERY Intel Agency, insulting all Americans. You are a disgrace.  #NeedToImpeach
929498727458443270 2017-11-11 18:59:00 -0400 <ChuckF1991> @realDonaldTrump   https://t.co/MUEhG2cROZ
929498724962852864 2017-11-11 18:58:59 -0400 <alexazzam40> @hughhewitt @realDonaldTrump U know &amp; we know, this a complete bullshit
929498722249056256 2017-11-11 18:58:59 -0400 <arabrab58> @peterdaou @darrenhayes So the question is "how much money does @realDonaldTrump owe to Putin &amp; friends"?
929498721192153088 2017-11-11 18:58:59 -0400 <artd7011> @realDonaldTrump You have...
929498718797168640 2017-11-11 18:58:58 -0400 <rrhso> @realDonaldTrump My draft dodging scum bag respecting veterans can’t believe it
929498716939186176 2017-11-11 18:58:58 -0400 <marga_pabon> @DavidBegnaud @GenBuchanan Disgraceful! Admitting how incapable or more like unwilling 2 DO THE RIGHT THING shows how fkn little U care what happens 2 us. Leave us here 2 rot won't U? Consistent w @realDonaldTrump Tweeted 3 weeks after #Maria. Jst following orders aren't we General?  https://t.co/ujeXR6YANL
929498714581778432 2017-11-11 18:58:57 -0400 <Elizabe19845961> @TomMunro @smerconish @CNN @realDonaldTrump @markgeragos Not most doctors...some doctors
929498714208481280 2017-11-11 18:58:57 -0400 <Jennife25923448> @realDonaldTrump   https://t.co/38854jkSfS
929498713915084802 2017-11-11 18:58:57 -0400 <PrincessBibiRF_> @DanaRohrabacher @JulianAssange. @wikileaks @Snowden @GenFlynn @ChuckGrassley @realDonaldTrump CrookedCop Mueller.  https://t.co/9NrMddXLq6
929498713730543617 2017-11-11 18:58:57 -0400 <tessydeee> @realDonaldTrump HA NO ONE CARES
929498713185075200 2017-11-11 18:58:57 -0400 <TinaIsle> @smerconish @CNN @realDonaldTrump @markgeragos Always enjoy your show.  You make a lot of sense. From 🇨🇦
929498712522592256 2017-11-11 18:58:56 -0400 <RCdeWinter> Still waiting, @realDonaldTrump. We haven't forgotten.  https://t.co/RoQMqdfBZW
929498710727421953 2017-11-11 18:58:56 -0400 <NanM369> @funder @realDonaldTrump On Veterans Day, while in firing range of #NKRocketMan you need to stay there &amp; don’t come back to America #TraitorTrump
929498710026915840 2017-11-11 18:58:56 -0400 <Aggiesson2> @realDonaldTrump Look into a mirror and say what you just tweeted. Now answer the question, would you believe this guy?
929498704918167552 2017-11-11 18:58:55 -0400 <awty_maureen> @ShafPatel @realDonaldTrump OMG You seriously need help I suggest you leave your wealth to your family or someone that needs it more 😞
929498703894859776 2017-11-11 18:58:54 -0400 <AnthonyNnani> Hey @realDonaldTrump you owe the American people an explanation of what you discussed with Putin three times today. Are you a Russian agent?  https://t.co/B6zoVxnVFo
929498702770663424 2017-11-11 18:58:54 -0400 <VManstuff> @realDonaldTrump Travel safe sir
929498702577881089 2017-11-11 18:58:54 -0400 <jbapub> These ppl can't stand Trump! No deep analysis, just can't stand &amp; the community organizer's picture in the background! As a nation we have always expressed ourselves this shallow. But as we have seen these ppl's opinions don't matter. @realDonaldTrump won.  https://t.co/SBBlIIVUbJ
929498701638156288 2017-11-11 18:58:54 -0400 <MTGoldblum> @crusher614 @realDonaldTrump It appears to be what is actually happening. Why were McConnell &amp; Romney so quick to condemn? Didn't even wait for a statement by Moore. McCain was first, but that is par for the course. He is not even worth mentioning.
929498701583798273 2017-11-11 18:58:54 -0400 <madeamericagre1> @kayranmon @Unpersuaded112 @realDonaldTrump IT WAS ONLY 18% OF THE POPULATION THAT VOTED HIM IN IIRC.  YOU MIGHT WANT TO CHECK FOR YOURSELF THOUGH.  STILL I UNDERSTAND YOUR OVER ARCHING POINT.  I GUESS WE COULD SAY THAT TRUMP MOVED ON 62 MILLION AMERICANS "LIKE A BI-TCH" IN ALL MANNERS.  THAT MEAN GOP= BIT-CHES? #MAGA
929498700904148992 2017-11-11 18:58:54 -0400 <grollett> @realDonaldTrump You can’t even spell Philippines.
929498700346462208 2017-11-11 18:58:54 -0400 <doct1010> @realDonaldTrump Now that you are actually in Vietnam how are the feet feeling? America needs to know.
929498700069695488 2017-11-11 18:58:54 -0400 <MJPArmario> @johnrobertsFox @realDonaldTrump @POTUS The Kremlin now saying he didn’t even bring it up with #Putin . So grasping at straws is useless really .
929498694474502144 2017-11-11 18:58:52 -0400 <PoliticalSquee> I've been busy packing and moving, but also fuck you @realDonaldTrump
929498693522350081 2017-11-11 18:58:52 -0400 <maygilbert> @Simon_Pegg @realDonaldTrump Great. Liar-in-Chief meeting with Killer-in-Chief 😣
929498693371273217 2017-11-11 18:58:52 -0400 <pochelp> @hughhewitt @realDonaldTrump This where the little boy that cried wolf comes in: when POTUS is a serial liar, we cannot believe any of his statements
