929498975303974912 2017-11-11 18:59:59 -0400 <FionaElliotFox1> @realDonaldTrump Okay - text me when you're on your way
929498974951677952 2017-11-11 18:59:59 -0400 <thesoulclann> @realDonaldTrump @POTUS Liar!
929498973022367745 2017-11-11 18:59:59 -0400 <WGRcutter> @DryasLulia @sherry_bath @JacobAWohl @realDonaldTrump Totally wrong. It's a page of opinions. They do not say It's News. Fake president fake posting. Quit lying
929498971919273984 2017-11-11 18:59:58 -0400 <bodydr0613> @TomFitton @realDonaldTrump @JudicialWatch Some people need to go
929498962230480896 2017-11-11 18:59:56 -0400 <RicArmstrong1> @realDonaldTrump Yoou only seem capable of writing executive orders that undo anything that Obama did and nothing else  As time goes on I regret more and more strongly that I voted for you.  Now I can only hope we manage to survive your Reign of Terror.
929498962075291648 2017-11-11 18:59:56 -0400 <americansparky> @SheriffClarke @cigia33353739 @realDonaldTrump @AmericaFirstPAC Amen 🙏
929498959491555328 2017-11-11 18:59:55 -0400 <DebbieVaritek> @realDonaldTrump @IRetweetTrump #Traitor
929498955372625920 2017-11-11 18:59:54 -0400 <empoweroverload> @FoxNews @POTUS Except Putin called bullsh*t on that one. Seems the most despised leader in the developed world would rather call out @realDonaldTrump than admit having a conversation with him.
929498953426468864 2017-11-11 18:59:54 -0400 <marcyrw> @johnrobertsFox @realDonaldTrump @POTUS I hope you're not serious.
929498952554164225 2017-11-11 18:59:54 -0400 <madeamericagre1> @OccDemParody @jennifer_fenn @Unpersuaded112 @realDonaldTrump WHY? I PAY A BOATLOAD IN TAXES.  I GUESS YOU ARE A GRIFTER LIKE DON THE CON. MAKES SENSE. #MAGA
929498952516321281 2017-11-11 18:59:54 -0400 <MattRossler> @realDonaldTrump We feel the same way of Canadian Veterans! As we, I am saying we, the proud true Canadians, not like the traitorous liberals we have governing us!!!
929498950326943744 2017-11-11 18:59:53 -0400 <Carl834> @JacobAWohl @realDonaldTrump Now why would a “rocket man” give in to a moron man?
929498948573769728 2017-11-11 18:59:53 -0400 <Jess_i58> @LouDobbs @realDonaldTrump And he is right on this one
929498945432174592 2017-11-11 18:59:52 -0400 <Zefinla> "Gas prices are the lowest in the US in over 10 years." Thank you @realDonaldTrump , you are doing as good of a job as most of us thought you would do. @JoeNBC  https://t.co/GGv5dMXtNc
929498944073187328 2017-11-11 18:59:52 -0400 <biggunz1965> @SenJohnMcCain is a Fraud &amp; a Traitor. Brain dead want to start WW3 @POTUS @realDonaldTrump @FoxNews @foxandfriends @seanhannity @FoxBusiness @OANN @KevinJacksonTBS  https://t.co/ycjcmnmRR7
929498939564482562 2017-11-11 18:59:51 -0400 <jkg_mtl> @realDonaldTrump incoherent as always  https://t.co/Cgf16LAuLd
929498939237298176 2017-11-11 18:59:51 -0400 <je_mclaughlin> @davidaxelrod @realDonaldTrump Impeachment of Trump will be necessary if Mueller finds what many of us think his team will find.  That would start the healing process.
929498938620592128 2017-11-11 18:59:50 -0400 <BarryHingley> @Alyssa_Milano @mama2fluffs @realDonaldTrump But Mien Kampf trump has stated he asked Putin &amp;Truly believes him!Can only ask so many times!&amp;DJT loves dick Tators &amp;Cult Leaders who wont ever lie 2 him!Believe this got swamp lands Florida 4 sale!Throw in Brookland Bridge!
929498937941286917 2017-11-11 18:59:50 -0400 <BDizzMySchnizz> @wombat996 @SgtSabs @frnndomrclo @TomHalkin @DadScribe @johnrobertsFox @realDonaldTrump @POTUS This thread got ghosted so fast! 😂😂😂
929498937614045184 2017-11-11 18:59:50 -0400 <lasnpatterson> @PeterofArabia @johnrobertsFox @realDonaldTrump @POTUS 😂😂🤣🤣👏👏👏
929498937290977281 2017-11-11 18:59:50 -0400 <heavenrsvp> @SBDarren @ALIPAC @FAIRImmigration @realDonaldTrump nor  can we affords  POTUS's   latest  DHS  pick
929498934636146688 2017-11-11 18:59:49 -0400 <scre76130315> @JacobAWohl @realDonaldTrump LMFAO, HE WILL NEVER DENUCLEARIZE FOOL
929498933939851264 2017-11-11 18:59:49 -0400 <amishroadkill> @realDonaldTrump  https://t.co/93Us2BL6M5
929498932811624448 2017-11-11 18:59:49 -0400 <20indicia> @JanetMafGalea @RosserClark @ParkerMolloy @johnrobertsFox @realDonaldTrump @POTUS In your dreams, perhaps. Back on planet Reality, it's a shitshow.🙄
929498931347804162 2017-11-11 18:59:49 -0400 <kudzu_64> @JoaquinCastrotx @realDonaldTrump Better yet maybe he should just defect to Russia since he loves them so much
929498921512198145 2017-11-11 18:59:46 -0400 <deb_ferrari> @LiberalLecter @realDonaldTrump I believe it is worse than pee tapes.
929498919473688577 2017-11-11 18:59:46 -0400 <imlovingkaraoke> @ATC330R @talkaboutit84 @realDonaldTrump So was Cassius Clay but everybody still praise him
929498917523275777 2017-11-11 18:59:45 -0400 <killingjef> "Russia meddled." -- Tillerson, Huntsman, Trump's cabinet, 17 U.S. Intel agencies, the US Senate and House of Reps.  "Wrong." -- Moron-In-Chief @realDonaldTrump
929498915216527360 2017-11-11 18:59:45 -0400 <DetranMusic> @realDonaldTrump You're so lucky. You actually described how you like to sexually assault women and they elected you president. You should give Bill O'Reilly some tips. Maybe you can help him at least get back on tv.
929498914620833797 2017-11-11 18:59:45 -0400 <TomthunkitsMind> .@realDonaldTrump-Every person who retweets this wants you to resign immediately. #TrumpResign  https://t.co/wil6iMgOlC
929498913324888064 2017-11-11 18:59:44 -0400 <Conservatismisa> @DonnaWR8 @StacyLStiles @realDonaldTrump @crusher614 @RrealDJTrump @JrcheneyJohn @eissolomon11 @SparkleSoup45 @NIVIsa4031 @1GigiSims @TrumpsBlonde @mikandynothem   https://t.co/cjmb9i3Lj2
929498911177412608 2017-11-11 18:59:44 -0400 <___Key___> @realDonaldTrump   https://t.co/7YT9pPAJx9
929498911169015808 2017-11-11 18:59:44 -0400 <njm4250> @realDonaldTrump Hope the bone spurs don’t kick in
929498910585958400 2017-11-11 18:59:44 -0400 <andrea_hagie> @TheDemCoalition @realDonaldTrump Someone snatch his ass right the hell out of the white house please
929498910053355520 2017-11-11 18:59:44 -0400 <lemonpiper1> @TomSteyer @realDonaldTrump PLEASE!!! THE SOONER THE BETTER!!!
929498909713428481 2017-11-11 18:59:43 -0400 <Coolermama> That is the stupidest thing I have ever heard.   @johnrobertsFox @realDonaldTrump @POTUS
929498908698562561 2017-11-11 18:59:43 -0400 <MaxwellA1710> @realDonaldTrump You are a proven liar. Period.
929498904965480448 2017-11-11 18:59:42 -0400 <fourthbronte> @realDonaldTrump true and embarrassing.  https://t.co/Drset7a2Dn
929498903896092674 2017-11-11 18:59:42 -0400 <EllerLydia> @MuseOfTheSouth @PrincessBravato @realDonaldTrump @GOP when will you wake up? What will it take?
929498896400752640 2017-11-11 18:59:40 -0400 <tomyamaguchi> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/VP4dPe4iVf
929498896320958465 2017-11-11 18:59:40 -0400 <AndreaLeMeuse> @realDonaldTrump You're like a 5 year old child who was told to hold a secret.  How are we supposed to feel safe with you blabbing your mouth?
929498894505037827 2017-11-11 18:59:40 -0400 <ShelleyBurton19> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/jyQAOqJ6rL
929498889803190277 2017-11-11 18:59:39 -0400 <TowningK> @realDonaldTrump Why don't you just stay there you phony man
929498889719304192 2017-11-11 18:59:39 -0400 <bellahare> @AdamParkhomenko @JuddApatow Thought the truth fairy had hacked @realDonaldTrump for a minute there.
929498887064256513 2017-11-11 18:59:38 -0400 <mmwoodington> @GallaherRich @IRdotnet @realDonaldTrump No body asked for a history lesson.shos us your service docs.
929498885239791616 2017-11-11 18:59:38 -0400 <techstoa> @realDonaldTrump Just a couple of dick taters  https://t.co/3MYGtANeIA
929498883176136704 2017-11-11 18:59:37 -0400 <Brains_for_USA> @SurrealRichardB @Eliz_Hightower @realDonaldTrump He tweets!
929498882593181696 2017-11-11 18:59:37 -0400 <iluvspringtime> @izonorion71 @patdag1223 @SassyT_Joy @jimlibertarian @realDonaldTrump @houselm @sylvesterbrenda @justjessie226 @Pixinamerica1 @NotsoCrazyy @raynman123 @Donlar6499 Good to know... thanks😊
929498881028739073 2017-11-11 18:59:37 -0400 <EdKaz> @realDonaldTrump #NeedToImpeach Sign the petition.
929498878956703746 2017-11-11 18:59:36 -0400 <jhg45365> @JulianSvendsen @realDonaldTrump President Trump has a spine that don't bend or break
929498878046547968 2017-11-11 18:59:36 -0400 <DarBFreelance> @Fahrenthold @realDonaldTrump Empires end, of course, but who thought that the end of the great American experiment would be in our lifetime? It's incredibly sad to see Trump destroy it all.
929498874808385536 2017-11-11 18:59:35 -0400 <mjbrezinski> @thehill "Upping them" means nothing really 🤨 I bet he does nothing... And you're left standing there... holding your "won ton".. 🤣@realDonaldTrump
929498874200428544 2017-11-11 18:59:35 -0400 <SpiceMelange1> @nickotime01 @keanothedog @BobinHB @TravisAllen02 @SoMeMediaInc @realDonaldTrump @TheSteveTheCat @oftheopposition @williamlegate Did you read your tweet before sending?  It made no sense.  Putin would be disappointed.  Regarding his policies, all of them are stupid.  But mostly the one that turns us into Putin and China's bitch.
929498871134347264 2017-11-11 18:59:34 -0400 <Pellemoe> @JacobAWohl @realDonaldTrump You should really shorten your name to Jawohl, I bet it would please your Fuhrer.
929498870995755008 2017-11-11 18:59:34 -0400 <sherry_bath> @exconman @JacobAWohl @realDonaldTrump Spoken like a true convict! Maybe you should be still in your cage? Maybe someone needs to take your phone? Ignorant comments not welcome.👋
929498865450889216 2017-11-11 18:59:33 -0400 <RealDarthPizza> @SDePace @realDonaldTrump And Putin said his government didn’t try to interfere in our election, so it’s obviously a hoax. I️ mean he gave us his word and Putin is a paragon of virtue.
929498864314454016 2017-11-11 18:59:33 -0400 <Logic1946> @JacobAWohl @realDonaldTrump He is a psycho murderer with no concern for the rule of law or innocents. Is that really the price you want to pay? Want this for USA?
