1155266616554340353 2019-07-27 19:59:59 -0400 <dincha58> @MichaelTCoffee @Malaury25041412 @realDonaldTrump Oh man. I used to love dreamsicles. Dammit.
1155266565698289664 2019-07-27 19:59:47 -0400 <goodbyecabal> @Mariconpayte @PrisonPlanet @realDonaldTrump  https://t.co/F2SyzGat2B
1155266565463576581 2019-07-27 19:59:47 -0400 <ProfJohnStrange> @realDonaldTrump He literally said you'd be charged if you weren't President.
1155266564976832512 2019-07-27 19:59:47 -0400 <chaddfirchau> @jourdan_jean @windowjack1945 @realDonaldTrump At Epstein's trial, Trump was named by one of the victims as an accomplice. The prosecutor, Acosta, made a plea deal that only gave Epstein only 13 months, and immunity for all co-conspirators. Trump made him Sec of Labor afterwards.
1155266564150530048 2019-07-27 19:59:47 -0400 <JamKozy> @realDonaldTrump Do you remember when Mueller confirmed before the House that his report did not exonerate you?  Because ... yeah.
1155266564108804097 2019-07-27 19:59:47 -0400 <ErikaDeflur> @realDonaldTrump Go take a nap.
1155266562833752070 2019-07-27 19:59:47 -0400 <wendy_wed> @realDonaldTrump You mean the “do nothing party” who has passed hundreds of pieces of legislation only to watch them die in the Senate because #MoscowMitch won’t take them up?
1155266561877401601 2019-07-27 19:59:46 -0400 <raye8405> @AprilDRyan @realDonaldTrump @karenhunter @SylviaKAlston Originally from Portland Oregon, based now in Zurich Switzerland #WeAreBaltimore 👊🏽👊🏽✊🏽✊🏽
1155266561197953025 2019-07-27 19:59:46 -0400 <MessTaylor2> @PalmerReport @realDonaldTrump Trump 2020!!!
1155266560719839234 2019-07-27 19:59:46 -0400 <lisa197137> @realDonaldTrump Wrong again!
1155266560224890882 2019-07-27 19:59:46 -0400 <SinderMike> @realDonaldTrump You are fun to hunt for... why not you hunt others.
1155266560002363395 2019-07-27 19:59:46 -0400 <oliverg2014> @realDonaldTrump  https://t.co/i4HRdHaCkF
1155266558790447104 2019-07-27 19:59:46 -0400 <NikiAquarius> @realDonaldTrump 🤦🏼‍♂️ Trump’s Mar-a Lago cited by state inspectors for poor maintenance  https://t.co/KWzGipOqPt
1155266557049786371 2019-07-27 19:59:45 -0400 <LAATL755> @realDonaldTrump Looks like an evicted apartment that you could see any where in the United States. Putin &amp; Russia employing Americans.  #MoscowMitchMustGo #ImpeachmentInquiryNow #TrumpIsARacist
1155266556861001729 2019-07-27 19:59:45 -0400 <Scribe62> @realDonaldTrump Oh Donnie. Did the Adderall just kick in?
1155266556185759744 2019-07-27 19:59:45 -0400 <DamienBryan65> @davidhogg111 @realDonaldTrump Get lost kid, your 15mins. was up a long time ago. #RaceBaitingLittlePunk
1155266555753586688 2019-07-27 19:59:45 -0400 <RickSull> @dcexaminer @latimes @OhioNewsBureau @IowaNewspaper @seanhannity @SenateGOP @detroitnews @SenateMajLdr @FoxNews @TheFive @ap @Reuters #WalkAway #BLEXIT @realDonaldTrump
1155266554738724864 2019-07-27 19:59:45 -0400 <CopCrime> @realDonaldTrump No exoneration.  Indictment possible.  Witches in jail.
1155266554495287297 2019-07-27 19:59:45 -0400 <JanLandy> @w_terrence @realDonaldTrump This is complete Russian propaganda. Any black person that votes for #Trump is a person voting against his best interest. It’s equivalent to voting for your own annihilation and the spread of racism.
1155266553866260480 2019-07-27 19:59:44 -0400 <ClaraZietta> @realDonaldTrump Well you should know “do nothing “.  You’re quite the expert on that
1155266552805167104 2019-07-27 19:59:44 -0400 <Adamwilson622> @realDonaldTrump  https://t.co/BIExmzo5rH
1155266552285057024 2019-07-27 19:59:44 -0400 <Revsparrow> @SL1733 @CarpeDonktum @realDonaldTrump You go first.
1155266552041738242 2019-07-27 19:59:44 -0400 <seasurfwind> @realDonaldTrump Please tell us what you did during the Civil Rights movement? What have you done to help minorities SINCE the CRM?  NOTHING. In fact you’ve gone out of your way to HURT minorities.  We have your record.   We see you pandering and it’s pathetic!
1155266551781527552 2019-07-27 19:59:44 -0400 <missterb000> @AprilDRyan @realDonaldTrump @RepCummings  https://t.co/ea5qh7Bgp8
1155266551446040578 2019-07-27 19:59:44 -0400 <xray_guy> @realDonaldTrump @FoxNews No we won’t liar draft dodging coward
1155266550670041088 2019-07-27 19:59:44 -0400 <KaJo503> @baltimoresun @realDonaldTrump @RepCummings @GovLarryHogan That fatuous moron's racist attacks aren't going to distract ANYBODY from his corruption and treasonous policies and actions
1155266549684604929 2019-07-27 19:59:43 -0400 <StevenD81400103> @realDonaldTrump @DiamondandSilk Looks to me it is.
1155266546362568704 2019-07-27 19:59:43 -0400 <CheryldeBoissi2> @NickyWeber @realDonaldTrump  https://t.co/WhnQmCgZrD
1155266545439969285 2019-07-27 19:59:42 -0400 <king_marmot> @PeacefulConserv @SpeakerPelosi @realDonaldTrump Do you accept their rulings regarding federal power to enact "reasonable" gun control?
1155266543791616001 2019-07-27 19:59:42 -0400 <PegLucySkipper> @realDonaldTrump You have no idea how much you are despised, even by those who pretend to be nice to you because they have to. Have you ever read any of the comments of world leaders after they meet with you? They call you stupid and laugh at you.
1155266542235340801 2019-07-27 19:59:42 -0400 <rockinsurfergrl> @realDonaldTrump
1155266540826243073 2019-07-27 19:59:41 -0400 <gglenday> @realDonaldTrump And again... 👇  https://t.co/ABQjj5juJn
1155266539882516480 2019-07-27 19:59:41 -0400 <ricrivas20> @StevenBeschloss Why does trump hate non-white America so much? Go back to Germany @realDonaldTrump
1155266538829692929 2019-07-27 19:59:41 -0400 <shwin67> @realDonaldTrump Please do it
1155266537890168832 2019-07-27 19:59:41 -0400 <WTD60a> Oh lil racist rapist donnie.... @realDonaldTrump is needing his diaper changed again.
1155266537613402113 2019-07-27 19:59:41 -0400 <michele_punzi> @realDonaldTrump I think this is very very good. Thank you for declaring them  terrorists.
1155266537600761857 2019-07-27 19:59:41 -0400 <LoranHayden> @realBillHartley @cwebbonline @realDonaldTrump No, they don't - but they do blame Trump for not doing anything useful.
1155266536396984320 2019-07-27 19:59:40 -0400 <TheBearBlack> @OSTKInferno @CNN These MORONS at CNN WONT show this !!!! @realDonaldTrump look at this MESS !!!!
1155266534941614086 2019-07-27 19:59:40 -0400 <News4Newsman> The border wall would be effective if your party would not continue to encourage illegal immigrants into the US with your open border policy. Immigration should be done legally and Congress should pass @realDonaldTrump immigration policies. Stop the caravan parade you love!!🙏  https://t.co/ew1VykkVUs
1155266533033201664 2019-07-27 19:59:39 -0400 <msmary3boys> @realDonaldTrump You are in denial.
1155266532940943361 2019-07-27 19:59:39 -0400 <MGDNY2NC> @amazonnews When’s your NY facility tour? Oh wait.... thanks @AOC @RepAOC @realDonaldTrump
1155266531883921409 2019-07-27 19:59:39 -0400 <2dodgeman> @TalbertSwan @realDonaldTrump Except it as y’all told us we should!! KAG 2020!!
1155266530965434377 2019-07-27 19:59:39 -0400 <BuckFradley> @realDonaldTrump NO SHITS TO GIVE!
1155266530269192192 2019-07-27 19:59:39 -0400 <Christi07165296> @tfgarland @JeffreyGuterman @WhiteHouse @realDonaldTrump What does "No he does" even mean?
1155266530105602051 2019-07-27 19:59:39 -0400 <tsad73> @realDonaldTrump  https://t.co/FcXb0EOtma
1155266529765875713 2019-07-27 19:59:39 -0400 <CaptainKace> @realDonaldTrump Tell this to the people you've fired. You're not exonerated and you constantly obstruct anything that'd lead to proving your guilt...which you're still shit at.
1155266529572851715 2019-07-27 19:59:39 -0400 <DeeDeeDiane9> @mshugart22 @KensingtonKerry @SpeakerPelosi @realDonaldTrump @POTUS @Scavino45 @DonaldJTrumpJr Hold on Marylin... lets insert “Democrat”  in place where it erroneously says Republican!! There fixed it for you.... 😉
1155266529040187392 2019-07-27 19:59:38 -0400 <lalaluvvegas> @MSNBC 2 1/2 yrs of tax payers money, American people are not entertained... most of us are disgusted by witch hunt over losing an election.  Look into your own house where Dems are stealing from this country because Dems are fixated on @realDonaldTrump vs working for the tax payers.
1155266528608235520 2019-07-27 19:59:38 -0400 <3TimRice> @TheMarkPantano @realDonaldTrump Sad that the focus of these representatives is fighting against the POTUS instead of helping these Americans in their districts.  I wouldn't be able to sleep at night knowing these folks are being forgotten.
1155266528129908736 2019-07-27 19:59:38 -0400 <Gnynt> @niccjagger @realDonaldTrump Orang man Bad!
1155266527630942208 2019-07-27 19:59:38 -0400 <FrankDsBrain> @realDonaldTrump SCARE SCARE SCARE. #WorstPresidentEver
1155266527542820864 2019-07-27 19:59:38 -0400 <KathiTreky> @realDonaldTrump #ImpeachDonaldTrumpNOW. How anyone can support you, I will never know.
1155266526288781312 2019-07-27 19:59:38 -0400 <EricLovesTheUS1> @RoRonDgo @ewarren @RepCummings @realDonaldTrump Correct Rhoda!
1155266525898711041 2019-07-27 19:59:38 -0400 <twitnjackie> @ClaraJeffery @realDonaldTrump  https://t.co/nff6yB24Hw
1155266524074131456 2019-07-27 19:59:37 -0400 <mikeasq> @realDonaldTrump President Trump no more Mr nice guy with those democrats.
1155266523600232448 2019-07-27 19:59:37 -0400 <americastruth1> @realDonaldTrump That's not what Mueller said.  He even said you could be indicted when you leave office.
1155266523369476097 2019-07-27 19:59:37 -0400 <gunnsrevenge> @Scottzzzy @ScottPresler @SpeakerPelosi @realDonaldTrump 3/3 put aside his bullshit lies-LOOK with a thoughtful eye at what he is doing to the constitution and law. He DOES NOT give a shit about you. In 2-4 yrs let’s circle back. If our lives are better, I’ll eat my hat. But he’ll tank this country by then and you’ll be out of work.
1155266522945851392 2019-07-27 19:59:37 -0400 <Wingnut1013> @realDonaldTrump Do nothing good
1155266522614509568 2019-07-27 19:59:37 -0400 <stubborngrouch> @AprilDRyan @realDonaldTrump #WeAreBaltimore #RacistPresident  https://t.co/cFdcYgb6eQ
1155266522199339008 2019-07-27 19:59:37 -0400 <SeanRohan32> @zimney_leanna @realDonaldTrump Definitely not Harris2020!!!! She is an outspoken supporter of #racist #apartheid #Israel  just like Trump  Hillary Biden Beto .  #Sanders2020 or #Warren2020  #EndRacismEndZionism @BDSmovement @jvplive @jvpliveNY @JVPBoston @JVP_LA 🇺🇲🇵🇸🇺🇲🇵🇸🇺🇲🇮🇹🇵🇸🇺🇲🇵🇸🇺🇲🇵🇸🇺🇲🇵🇸  https://t.co/6DL685EaJz
1155266521939230721 2019-07-27 19:59:37 -0400 <MalphasEternal> @realDonaldTrump  https://t.co/1QT1DsBoAn
1155266521893134336 2019-07-27 19:59:37 -0400 <SOOTHE_> @realDonaldTrump You scared boo?
1155266521733771264 2019-07-27 19:59:37 -0400 <Philtrocity> @realDonaldTrump Did you even listen to Mullers statements. Oh that's right, it wasn't your own voice so obviously you stopped listening. You are guilty of no less than 10 felonies. I can only hope your dragged from the white house in chains
1155266521041645569 2019-07-27 19:59:37 -0400 <JoanPash> @realDonaldTrump They can't have any love for this country.
1155266520919891968 2019-07-27 19:59:37 -0400 <henry71179896> @DavidCayJ @realDonaldTrump What an ass
1155266518957088769 2019-07-27 19:59:36 -0400 <GreenToneEnviro> @TrueFactsStated @realDonaldTrump Travel mug would be more versatile.
1155266518793539584 2019-07-27 19:59:36 -0400 <pam_maranda> @MADE__USA @realDonaldTrump Truth hurts
1155266518759989249 2019-07-27 19:59:36 -0400 <NumbersMean> @MightyGopher1 @PaulS241 @SallyDeal4 @realDonaldTrump My numbers are straight from the US Dept of Labor. Do you have evidence otherwise?
1155266517518508032 2019-07-27 19:59:36 -0400 <tomasz_tylutki> @realDonaldTrump  https://t.co/zPvfKMKZKw whole world is laughing at you
1155266517111595008 2019-07-27 19:59:36 -0400 <Willa44664642> @realBillHartley @cwebbonline @realDonaldTrump Your point?
1155266516612472834 2019-07-27 19:59:36 -0400 <superleadman> @RyanHillMI @realDonaldTrump Can you repeat the question?
1155266516264210432 2019-07-27 19:59:35 -0400 <ThanQ35839132> @realDonaldTrump Message for them ALL #YoureFired
1155266515928866817 2019-07-27 19:59:35 -0400 <govmn> @realDonaldTrump  https://t.co/jhPd1aogMz
1155266515593285632 2019-07-27 19:59:35 -0400 <rgonzo91> @kj60638 @realDonaldTrump He was basically telling Mr. Cummings he's not doing his job. How's that racist?
1155266515450716162 2019-07-27 19:59:35 -0400 <esenga4> @davidaxelrod @realDonaldTrump Sorry Axe. Trump is here to win. Can't wait to seat in my chair eating popcorn and see how DNC will commit suicide on direct national TV #Trump2020
1155266514754293760 2019-07-27 19:59:35 -0400 <Sunkysst> @realDonaldTrump The record is skipping again.....
1155266513269452800 2019-07-27 19:59:35 -0400 <ICURN777> @realDonaldTrump  https://t.co/KWvMEf0Vl9
1155266512158154752 2019-07-27 19:59:34 -0400 <siofanscom> @gtconway3d @realDonaldTrump is nuts. #25thAmendment
1155266510757269506 2019-07-27 19:59:34 -0400 <Aurelie8eileruA> @realDonaldTrump Yawn
1155266510681755648 2019-07-27 19:59:34 -0400 <mccunecicki> This fake ass potus @realDonaldTrump has known about Russian hacking since before he took office. Doing NOTHING is dereliction of duty, he should be removed. Full stop  End of story.  McConnell is working against our free &amp; fair elections  They do not exist  We're in trouble
1155266509981265922 2019-07-27 19:59:34 -0400 <drumheller_rae> @realDonaldTrump @FoxNews #TRUMPLANDSLIDEWIN2020
1155266508286844928 2019-07-27 19:59:34 -0400 <NobleParkRiot> @realDonaldTrump  https://t.co/QsObqSede1
1155266507305291777 2019-07-27 19:59:33 -0400 <PhaBaer> @realDonaldTrump
1155266506189676546 2019-07-27 19:59:33 -0400 <LindaCA41723007> @realDonaldTrump @FoxNews That was before  Sean Hannity  became your influencer!
1155266503668842496 2019-07-27 19:59:32 -0400 <LIGDAWG> @BlueRobotDesign @realDonaldTrump no evidence just lies dreams of the pethic non American party of democrats. They will not even be close to a potus position in 2020 and beyond
1155266503572447232 2019-07-27 19:59:32 -0400 <mrskedwards> @Trumpisa_Felon @realDonaldTrump "Go back to Russia!!!"
1155266502423121921 2019-07-27 19:59:32 -0400 <new_nig2023> @realDonaldTrump @FoxNews MEXICO JUST ISSUED A CHEQUE TO BUILD AMERICA BEAUTIFUL WALL.   😀😀😀😀😀😀😀😀😀😀😀😀  https://t.co/ygkv0dGedG
1155266502251229188 2019-07-27 19:59:32 -0400 <JohnQPu05436686> @CatyMoonlight @realDonaldTrump @Nigel_Farage I’ve seen &amp; read just as many studies that say climate change is bullshit. The earth goes through natural warming and cooling processes.
1155266501223571457 2019-07-27 19:59:32 -0400 <2ndJenof3> @morningmika @AprilDRyan @RepCummings He won’t.  But maybe @jack can throw one of his blur boxes over @realDonaldTrump tweets so he’s held to some kind of standard of decency.
1155266500330184706 2019-07-27 19:59:32 -0400 <nanajib> @MtnMD @realDonaldTrump And I’m going to listen to Wanda who has a mouth of a garbage can.
1155266499008978950 2019-07-27 19:59:31 -0400 <markkelleyclark> @realDonaldTrump Madman at the keyboard
