1157078555735420928 2019-08-01 19:59:59 -0400 <BrodiganRobyn> @realDonaldTrump Great job!!
1157078554091360256 2019-08-01 19:59:59 -0400 <1gerigg> @cspan @realDonaldTrump and Mexico’s paying for the wall. We’ll add China to our tab
1157078552040353792 2019-08-01 19:59:58 -0400 <dwalshstl> @MarlaWeezie @realDonaldTrump @foxandfriends Making up stupid ridiculous lies helps no one.
1157078551167930370 2019-08-01 19:59:58 -0400 <StumanR> @realDonaldTrump Don't forget...  https://t.co/UhpgvjeTty
1157078546063482880 2019-08-01 19:59:57 -0400 <hut_neb> @DonaldJTrumpJr @realDonaldTrump Can you Democrats clean up your filthy language.
1157078545572777984 2019-08-01 19:59:57 -0400 <rlpage_insp> @kimKBaltimore @thehill @RepCummings @realDonaldTrump They tried miserably to draw a connection between Trump’s tweet and a home burglary in a city that ranks in the Top 20 in the world for crime.
1157078541051342850 2019-08-01 19:59:56 -0400 <Kyle91810228> @RealCandaceO @realDonaldTrump @IngrahamAngle Candace “I call this one the Foxnews”  https://t.co/EQ5C0ybkH7
1157078537775566853 2019-08-01 19:59:55 -0400 <DennisR75062108> @RealCandaceO @realDonaldTrump @IngrahamAngle Go Candace!!! That’s Right! Preach it girl!!!!   🇺🇸😊👍🇺🇸
1157078536072650759 2019-08-01 19:59:55 -0400 <ou8> @realDonaldTrump Thanks for having the intestinal fortitude to make tough choices!
1157078534566735872 2019-08-01 19:59:54 -0400 <julie_smythe> @plettkeman @chicagorunner83 @realDonaldTrump Not briefed, bec he's never briefed, he won't listen.  So he handed a piece of paper to the spies ,when he didn't know what is was? You think that's LESS stupid? Could've been the nuclear codes, cuz he's JUST that stupid  https://t.co/6RQOAgCYkG
1157078533262516225 2019-08-01 19:59:54 -0400 <TammyD_227> @kylegriffin1 So was it a short conversation @realDonaldTrump? I'm sure all you had to say was he needed to do a better job raking his forests, right? 🤷‍♀️
1157078529626050560 2019-08-01 19:59:53 -0400 <Tim_Price_1971> @TheOfficerTatum @realDonaldTrump Don King  Supports President Trump  https://t.co/s8Dsoi8GUV
1157078529529524224 2019-08-01 19:59:53 -0400 <LostTheCoinToss> @dokdobluebird1 @SenSchumer @realDonaldTrump How many times will you tweet this?
1157078528581668865 2019-08-01 19:59:53 -0400 <JProtectourkids> @treefish827 @ForPotus45 @realDonaldTrump USA! USA!
1157078528346775557 2019-08-01 19:59:53 -0400 <endinwell> @realDonaldTrump #TrumpIsATraitor
1157078525410783232 2019-08-01 19:59:52 -0400 <RazzzzMMMaTaazz> @TimOBrien is it true that @realDonaldTrump is a diabetic?
1157078523691130881 2019-08-01 19:59:52 -0400 <Joelpie89577563> @BariAWilliams @realDonaldTrump There really is no getting through hateful people like you. The president is trying to do something good for a member of the black community and you turn it around it does something bad typical liberal socialist Democrat just like the media, Hollywood and the colleges. #walkaway
1157078520851501057 2019-08-01 19:59:51 -0400 <thamilton714> @realDonaldTrump
1157078520306249728 2019-08-01 19:59:51 -0400 <jwilliamscincy> .@realDonaldTrump: "Democrats are lousy politicians but they stick together like glue." He's clearly trying to send a message to African-Americans that Democrats have failed black citizens.
1157078519064739841 2019-08-01 19:59:51 -0400 <Carolin89348039> @realDonaldTrump  @SenSchumer  Considering he stated on national television that he welcomes outside/foriegn assistance again in 2020, i say gaslighting.
1157078515805822977 2019-08-01 19:59:50 -0400 <cherry13474475> @MatthewJshow @RealCandaceO @realDonaldTrump @IngrahamAngle Who’s that other lady with Candace?
1157078513955946496 2019-08-01 19:59:49 -0400 <Anthony17743010> @chanman007 @realDonaldTrump Not Americans. Trump wants the tax. We pay it for HIM.
1157078513733627904 2019-08-01 19:59:49 -0400 <EllynThompson6> @realDonaldTrump @CNN Kids are still in cages you have not ended this! Just because you say something does not make it true.
1157078512047517696 2019-08-01 19:59:49 -0400 <Pray_4Truth> I love how @realDonaldTrump calls it like it is   Democrats have lousy policies and bring poverty to their people   Republicans bring jobs and prosperity for all
1157078511112339456 2019-08-01 19:59:49 -0400 <NixonLamonte> @johnniefan105 @RealCandaceO @realDonaldTrump @IngrahamAngle Republicans will vote for a falling rock
1157078510986563585 2019-08-01 19:59:49 -0400 <freedomlover712> “There’s never been anything like this.” @realDonaldTrump
1157078510801948672 2019-08-01 19:59:49 -0400 <EconomyRules> @SylvanusBCorey @realDonaldTrump Dems will triple taxes with their free everything plans.
1157078510436880385 2019-08-01 19:59:49 -0400 <xmarathonerista> @BatzelKathy @DebbieF14901924 @DavidWohl @realDonaldTrump Big kats.   C-span has just started in 1979.   After the Iranian Revolution in 1979, the United States ended its economic and diplomatic ties with Iran, banned Iranian oil imports and froze approximately 11 billion 1980-US dollars of its assets.    https://t.co/MtgJvnwIeG
1157078510277672960 2019-08-01 19:59:48 -0400 <MiserableLie> @realDonaldTrump hair tonight. #TrumpRallyTonight #TrumpRallyCincinnati  https://t.co/vKuNhJW5rb
1157078509048799232 2019-08-01 19:59:48 -0400 <Putinpunkt16> @realDonaldTrump @BillHemmer @AmericaNewsroom You belong in Guantanamo.
1157078506007924737 2019-08-01 19:59:47 -0400 <MouleFraser> @realDonaldTrump You're a complete liar.
1157078503075876864 2019-08-01 19:59:47 -0400 <JulieCollura> @kelly2277 @FBI @realDonaldTrump  https://t.co/yZ2rqlsVKF
1157078502845366272 2019-08-01 19:59:47 -0400 <jasonandkirin91> @ChatByCC @realDonaldTrump Bleached white hair girls are going down... every friday and saturday night!!!
1157078499527712768 2019-08-01 19:59:46 -0400 <RealAmerican747> @GeraldoRivera @donlemon @realDonaldTrump With friends like @GeraldoRivera who needs enemies ! What a #Libtard
1157078497719803904 2019-08-01 19:59:45 -0400 <ThomasYRiley> @MissEm1014 @realDonaldTrump  https://t.co/y6VCjkKuVK
1157078497518596096 2019-08-01 19:59:45 -0400 <phillip_vote22> @BennyEggs1 @realDonaldTrump They got ya huh? I hope you got someone on the outside to take care of business.
1157078496759259136 2019-08-01 19:59:45 -0400 <tanyabear132> @MissEm1014 @realDonaldTrump Hahaha. Oh gosh, maybe you need to do some research,  stop watching main stream media, forget what you have known him for in the past and see what he is really doing.  Then you will be awoken!!
1157078493206892544 2019-08-01 19:59:44 -0400 <robertmoore573> @ChatByCC @realDonaldTrump @GOP Yep cc . Tell me his plan for Mexico to pay for the wall?
1157078492028297217 2019-08-01 19:59:44 -0400 <SophieYen4> @Jamierodr14 @GayRepublicSwag @realDonaldTrump 😘😘
1157078490589667328 2019-08-01 19:59:44 -0400 <aidan___M> @jonataggen19 @Benjigamer176 @FUTBassy @BarackObama @realDonaldTrump Best quote
1157078489696092160 2019-08-01 19:59:44 -0400 <robertDay16> @TomFitton @JBaker31826004 @realDonaldTrump @JudicialWatch Absolutely In American! This cover-up must stop. People must be held accountable!
1157078488563757056 2019-08-01 19:59:43 -0400 <RickG2429> @MissEm1014 @realDonaldTrump Get use to it snowflake.#KAG2020
1157078488098189312 2019-08-01 19:59:43 -0400 <Kevaldrid> .@realDonaldTrump says Democrats deliver poverty and privilege for themselves. Republicans deliver jobs. #TrumpCincy
1157078486902890496 2019-08-01 19:59:43 -0400 <zetscha> @mike_pence @realDonaldTrump No we don't.  We need this ignorant,  hateful racist out of the people's house immediately. No more lies, no more corruption.  Get him and his mob family out of the WH as soon  as possible  or there will  be no more America left. #ImpeachTrump
1157078485858471937 2019-08-01 19:59:43 -0400 <Euhlahlia> @realDonaldTrump you want to help Russia put out their forest fires, but not California. Sure, that's totally normal for a U.S. President. Also, why should we help when Putin didn't bother to rake his forests?
1157078484335955973 2019-08-01 19:59:42 -0400 <JohannaLynch55> @realDonaldTrump  https://t.co/GzbtoStuQS
1157078482238746634 2019-08-01 19:59:42 -0400 <haciendahoyos> @FrankDangelo23 @realDonaldTrump Right now, at this time, this is probably the most important tweet of 2019.
1157078480342921218 2019-08-01 19:59:41 -0400 <LIB3RTYforALL> @Co50072057Grey @us_poll @GiboneyDavid @Marilyn122868 @real_vt16 @_edwardmondini_ @rfragan @HarrietNix @AllenHaddick @TheAkmed @Mnms0606 @america_sue @mal1976retaf @dianne1h @WeidnerRoger @Desert_Crow @Adorable_Todd @DianeLong22 @heyitsmejeli @baldeguy56 @DxmJohansen @desertodavid @jackfistfite @chirpline2 @geli2j @Nick30664336 @dmaxter1200 @nemo_gratis @ACMeinde @InvertedEarth2 @ntvnyr173 @txlady706 @Pfialn @APatriol @newbertia @realDonaldTrump hardworking CAs trying to keep their ranches/farms afloat
1157078480095461377 2019-08-01 19:59:41 -0400 <AndrewHClark> "Nearly 8 million African Americans live in opportunity Zones, but every Democrat voted against them. Every single Democrat." - @realDonaldTrump #MAGA
1157078479759974400 2019-08-01 19:59:41 -0400 <mohamed73580923> @realDonaldTrump وعليهدعمك لاسرائيل لابد ان ياتي بنتيجه للك كترمب وللولايات المتحده الامريكيه ولمصالحا وهذا ليس فحزب لابد ان يخدمنا كمحمد علي ولدولتي وكوني عربي مسلم مفيد للعرب والمسلمين والذي يوصل الي ام اسرائي وامن شعوب  المنطقة والحفاظ علي القدس لانها اولي القبلتين وثالث الحرمين لنا كمسلمين
1157078476416925696 2019-08-01 19:59:40 -0400 <Heatherios> @DNoel97 @secretbutterfly @GavinNewsom @realDonaldTrump You don't recall the media reporting it. But it did happen.
1157078461363752961 2019-08-01 19:59:37 -0400 <18_robertus> @realDonaldTrump @LouDobbs Ok
1157078458184294402 2019-08-01 19:59:36 -0400 <Bobby456103> @RealMarkKennedy @realDonaldTrump You realize suburbs are right next to Cincinnati right???? Inbreeding more prevalent there.
1157078451930710016 2019-08-01 19:59:35 -0400 <Batt6C> @PolitiFact @realDonaldTrump A first for the moron Trump!
1157078449955180552 2019-08-01 19:59:34 -0400 <decadentbehavi1> @sallykohn You guys are using word racist so lightly,  it is losing its significance. Anyone who you don't disagree with is a racist... BTW, @realDonaldTrump 2020!
1157078441822490631 2019-08-01 19:59:32 -0400 <dicom51> @realDonaldTrump Do not sign the budget without first getting the wall as per your promise. Also make sure there are budget caps and money savings included in any bill because we are broke.
1157078440501080065 2019-08-01 19:59:32 -0400 <StevCia> @eryourlife @Smith_James_M @DonaldJTrumpJr @Trump @Vol_of_America @realDonaldTrump No, I did not say everyone, nor undocumented immigrants - I wrote very clearly REFUGEES. Requesting asylum is a process where the requestor must show proof of their status. It would behoove you to educate yourself rather than spew false assumptions about others.
1157078440035549184 2019-08-01 19:59:32 -0400 <Stevencrystally> @realDonaldTrump 35％，sound cool
1157078439658082304 2019-08-01 19:59:32 -0400 <AarooooonWang> @realDonaldTrump My man thinks China is dependent on US... it’s Okay as long as you are happy
1157078439356174337 2019-08-01 19:59:32 -0400 <Debbielovestru1> @kimKBaltimore @JackPosobiec @thehill @RepCummings @realDonaldTrump Maybe they were trying to deliver some rats!!!
1157078438747885568 2019-08-01 19:59:31 -0400 <kellysmelly69> @realDonaldTrump  https://t.co/jz1RmoTDiY
1157078438345236480 2019-08-01 19:59:31 -0400 <boo4mootom> @DWStweets @realDonaldTrump @RepCummings @OversightDems  https://t.co/ipOKeEZz2e
1157078437519134721 2019-08-01 19:59:31 -0400 <Roe50> @realDonaldTrump Time for Trump to stop looking at What high priced Ivy League School people went to and start looking at the Character of the people he is appointing. I am sick of these appointments. Barr Wray.. Seems to me the swamp is not cleaned it has just been better disguised
1157078434712973312 2019-08-01 19:59:30 -0400 <kristyndante> @realDonaldTrump @pulte The entire evolution of us playing our cards correctly is, to gain the correct lawyers, gain the court proceedings and gain the money that is needed to create the actor of the century!  With a much deserved multitude of interviews on every major news station for a Mr. Bill Pulte
1157078431974268928 2019-08-01 19:59:30 -0400 <20michael17> @LItalianoVero The @realDonaldTrump presidency will be seen as a dark time in our history and will probably go down in history as the darkest period since the '50s &amp; '60s with rampant racism from our @POTUS and with hate &amp; racial division being a center point of his campaign.  https://t.co/c3Qu0GZCeR
1157078429898039297 2019-08-01 19:59:29 -0400 <prowlmedia> @Chris_Dugan @realDonaldTrump Exactly what I was thinking. Put this through an AI and it’s not coming up trumps!
1157078429877133313 2019-08-01 19:59:29 -0400 <JivanDilip> @SenSchumer @realDonaldTrump You slept for 8 years and woke up to pin this on a Republican. Classic Schumer!
1157078429285715968 2019-08-01 19:59:29 -0400 <CavanaughXavier> @realDonaldTrump This is What Real Republicans are saying in private Mr. Trump  https://t.co/58sCMxqT9D
1157078426957881345 2019-08-01 19:59:29 -0400 <JakeTrain2> @OfficialWHPress @Partisangirl @AmbJohnBolton @realDonaldTrump @NobelPrize WTF ?!!!
1157078425984593920 2019-08-01 19:59:28 -0400 <dougchristi> @ThePublius2020 @realDonaldTrump He is protected by a memo! Not an article of the Constitution.
1157078418787192832 2019-08-01 19:59:27 -0400 <IainTProud> @realDonaldTrump  https://t.co/izM3FubSOK
1157078417193328640 2019-08-01 19:59:26 -0400 <ChristineBende2> @TomArnold @realDonaldTrump @SpeakerPelosi 👏👏👏
1157078416350437376 2019-08-01 19:59:26 -0400 <oddboz> @RealMarkKennedy @realDonaldTrump Is it? How many are paid? How many drive their from other places? How many are actors and staff? Yeah. Ok.
1157078415079628801 2019-08-01 19:59:26 -0400 <mareepfan75> @2020TrumpUSA @bjcreigh @realDonaldTrump Its racist for a person to increase security by a huge percent when there is no problem
1157078413649166336 2019-08-01 19:59:25 -0400 <Vickie627> @nikky12068433 @skeeduu @Black_is_back5 @jam266 @PATRIQT_1776 @DectiveSamSpade @Zandsabar @boodacat2020 @wotrwokr @jdd2169 @jonwoock @Trumpbane1969 @misscalliecat @WalkedAwa @GhostOfTick @SagArcher @LiberalKelli @shrekthepunk @JDW714 @Thumper5465 @simon_r_katz @rockscot1 @bushie200 @JohnBrown5900 @Kissanurse75 @Robin32459 @jerbergmann @DogsBCool @drewand1212 @InformationMizz @BustTheGop @Securitee1 @quentinking46 @thomaspearc3120 @TheStaukBox @DKeycock @JandFinthecity @JosephFlager @scooterthedj @instinctnaturel @RoseWoo15096108 @cptbogo @walkawaylib @TeresaM88614471 @juliefpc @uncle_salty @senatemajldr @realDonaldTrump @NRA @GOP People misspeak. Good grief, anyone with normal cognitive processes can use deductive reasoning to follow his message.
1157078411967434752 2019-08-01 19:59:25 -0400 <estranged85> @Tornado0fSouls9 @mike13lewis @MrTommyLand @realDonaldTrump Yep 🖤🤘
1157078411304738817 2019-08-01 19:59:25 -0400 <kiejahd> @StolpWSOC9 @wsoctv What?!? Where are the black and brown people like @realDonaldTrump says?!? ☕😏
1157078407437574149 2019-08-01 19:59:24 -0400 <cjkallevig3977> @Cameron_Gray @thehill @realDonaldTrump I didn’t say he suggested it, or that it was CAUSED by him. I said he is obligated to speak out against it. Can you read? Or do you just react.
1157078406934089728 2019-08-01 19:59:24 -0400 <WonderWoman4USA> @POTUS "I want to thank the country of Mexico. They have 21,000 soldiers on the border right now. I'm starting to like Mexico a lot; they do more for us than @TheDemocrats do." @potus @realDonaldTrump Cincinnati Rally 8.1.19  Yet another reason we will #MAGA &amp; #KAG w/ #Trump2020.  https://t.co/8mTTFWy8eF
1157078403541078018 2019-08-01 19:59:23 -0400 <Ruthiethedoctor> @realDonaldTrump @CNN Why, do you lie so much. Disgusting person, evil, small minded imp
1157078400613285888 2019-08-01 19:59:22 -0400 <BrodiganRobyn> @realDonaldTrump The Dems are a mess, I had to stop watching it made my head spin.....as far as the illegals, we need to help our own in this country. There are enough problems without adding another problem. Lets fix and help the poor in the south and the kids in Detroit schools, help out own!
1157078399086682112 2019-08-01 19:59:22 -0400 <Roxanne_2860> @realDonaldTrump nope
