943269713840427008 2017-12-19 18:59:59 -0400 <stephen_brannen> @klsmith68 @Deplorable_NYC @realDonaldTrump @OANN YouTube!!!
943269579031302144 2017-12-19 18:59:27 -0400 <mmannie123> @MileHighVillain @ProudResister @realDonaldTrump @HouseGOP @SenateGOP Exactly!
943269578360094720 2017-12-19 18:59:27 -0400 <AliciaAngel> @realDonaldTrump wait, are you really as dumb as you seem or is this all a big prank?
943269576674070528 2017-12-19 18:59:26 -0400 <koolykaren> @realDonaldTrump Thanks for giving all of your rich buddies and yourself a big fat tax cut! The middle class gets screwed again.
943269572794253313 2017-12-19 18:59:25 -0400 <Katie16612> @realDonaldTrump Sally you are out on the limb so far you don’t even see the tree. Typical Dem response.
943269571481522176 2017-12-19 18:59:25 -0400 <melrose4fun> @realDonaldTrump @washingtonpost Enough. It's not a secret u don't wanna be there and u don't belong there.
943269570659397632 2017-12-19 18:59:25 -0400 <Hayes_1971> @realDonaldTrump They are cutting your taxes Donald. It is the middle class and the poor that will be paying the price!!! #FakePresident
943269569635926016 2017-12-19 18:59:25 -0400 <marvswife> @realDonaldTrump You win! Not only are you the biggest liar ever in WH, you’re now the fattest! Keep eating! One can only hope!
943269564862754816 2017-12-19 18:59:24 -0400 <SpkrofTruth> @nikkihaley Time for the United States to pull out of the @UN and take charge of our own futures. Americans shouldn’t suffer because of other countries failed governments. @realDonaldTrump  https://t.co/uL86IoxnGR
943269561192910848 2017-12-19 18:59:23 -0400 <FredARossi1> @tedlieu @realDonaldTrump He is a delusional child
943269555790630913 2017-12-19 18:59:21 -0400 <Ozgand_> @JudgeTedPoe @realDonaldTrump I call bull. In my almost 30 years of being alive, I have never heard Donald J. Trump clearly articulate anything. Ever. PS. #SaveNetNeutrality or I vote against you next election.
943269553617895426 2017-12-19 18:59:21 -0400 <Imain_Dipandant> @realDonaldTrump @HouseGOP @SenateGOP @SenateDems @HouseDemocrats  https://t.co/9lAgP2nlM7
943269553613754368 2017-12-19 18:59:21 -0400 <ArvindKaul6> @CNN @FoxNews @CNBC @ABC @CBSNews @realDonaldTrump @FoxBusiness @KellyannePolls @seanhannity @TeamTrumpAZ @The_Trump_Train @newtgingrich @SenSchumer @TGowdySC @jeffsessions @chuckwoolery @mitchellvii @JohnKStahlUSA @ChristiChat @PressSec @SarahHuckabee @TuckerCarlson @BBCWorld @TIME @nytimes @washingtonpost @HuffPost @WSJ @NBCNews @Judgenap @SenSanders @tedcruz @marcorubio @GOP @TheDemocrats @SpeakerRyan @Reince45 @POTUS @GOPLeader @SenateMajLdr @DonaldJTrumpJr @MSNBC @GovChristie @SecretaryRoss @stevenmnuchin1 @Austan_Goolsbee @larry_kudlow @stevenmnuchin1 @TuckerCarlson @IngrahamAngle  Tax reform..congratulations GOP..now US &amp; world economy engines will fully fire up! Fake DEMs&amp;MSM..Congrats..So the rich people &amp; Corp will get the biggest benefit that can help DEMs to increase their campaign fund from $2B to $5/10B
943269553265659909 2017-12-19 18:59:21 -0400 <zellybelli> @realDonaldTrump Boy Bye 👋🏽
943269553022287872 2017-12-19 18:59:21 -0400 <DJBurn77> @SebGorka @realDonaldTrump Republicans always inherit a good economy from the democrats then fuck it up with their tax give away to the rich. Dejavu America Dejavu   https://t.co/lNYkl2uRqo
943269550832754693 2017-12-19 18:59:20 -0400 <bob_pallas> @realDonaldTrump You traveled even more miles to play golf!
943269549406937088 2017-12-19 18:59:20 -0400 <LucyLouBayou> @tommy_redmon @jjk098 @shieldscartoons @realDonaldTrump   https://t.co/yHApgIW3Cm
943269543635570693 2017-12-19 18:59:18 -0400 <maniinteriors> @realDonaldTrump The world is aghast
943269542998036482 2017-12-19 18:59:18 -0400 <reallyPYST> @realDonaldTrump Please Mr. President, let's get the wall built and the illegals deported.  That will do the most good for the American people.
943269540741505024 2017-12-19 18:59:18 -0400 <DuggieFrezh> @realDonaldTrump WE HATE YOU
943269538883391488 2017-12-19 18:59:17 -0400 <mrd11inya> @greg__6551 @realDonaldTrump @GetEG88 Well you reply’s tell me you were a recon on the game Call Of Duty! LOL don’t know many recon jarheads that spent time in country that talk like that.
943269538585632768 2017-12-19 18:59:17 -0400 <HEINSLERJAN> @realDonaldTrump Donald Trump Is About to Get Some Very Bad News The only question is what he’ll do about it.  https://t.co/5RtkbSufpq
943269529668296704 2017-12-19 18:59:15 -0400 <WitneySeibold> If my calculations are correct, tonight should be the night when @realDonaldTrump will be visited by a dead associate warning that he will soon be visited by three ghosts.
943269527164538881 2017-12-19 18:59:15 -0400 <JeffGulino> @realDonaldTrump 🐽💩🐽💩🐽💩🐽💩🐽💩🐽💩🐽💩
943269526879199232 2017-12-19 18:59:14 -0400 <mamalocaz> @ProudResister @realDonaldTrump @HouseGOP @SenateGOP This won't be a win for Trump or the Republicans. It is purely a steal.
943269526459895809 2017-12-19 18:59:14 -0400 <AaronSu20309187> @realDonaldTrump You rock big Daddy!!! Make it great in America again. Cut those corporate taxes too and bring it on home!!!!
943269525792759808 2017-12-19 18:59:14 -0400 <KLouie70> @AMeisner32 @HWKammers @HolderSlushFund @realDonaldTrump Anti-Semitic? How?
943269524857487360 2017-12-19 18:59:14 -0400 <DaarkStar01> @realDonaldTrump  Opioid crisis requires Diagnostic and Treatment Protocols to properly identify those in TRUE need of Pain Internention. Patients don’t need politicians controlling more in their lives. This is a Patient/Doctor issue, punish bad doctors, don’t punish the ill.
943269514216660998 2017-12-19 18:59:11 -0400 <MortySmithEsq> @thegoodmama @realDonaldTrump @washingtonpost It was wedged between his folds.
943269514149429248 2017-12-19 18:59:11 -0400 <jimankenbruck> @DiamondandSilk @FoxNews @realDonaldTrump @marklevinshow @CRTV @RealOmarNavarro NO DACA until we Fund and Build KATE'S WALL.
943269512467460097 2017-12-19 18:59:11 -0400 <eBassSix> .@realDonaldTrump/@POTUS/#DonaldTrump #Trump #PredatorInChief #SexualPredatorTrump #TrumpIsAMoron  #NeedToImpeach &gt;  https://t.co/D35VbuGdjY  https://t.co/Zhu2sQfccr
943269506184605696 2017-12-19 18:59:10 -0400 <JohnKaminar> @GaryMarkYoung2 @olgaNYC1211 @realDonaldTrump 😂😂😂
943269504703967232 2017-12-19 18:59:09 -0400 <DPROPHET_> @realDonaldTrump 35%, less than a year...🐸☕️
943269503827365889 2017-12-19 18:59:09 -0400 <TruthChronicle> @TopRopeTravis @realDonaldTrump @GOP @TheDemCoalition Fake News, nothing is going to happen except God exposing the socialist virus that has plagued this great nation for way too long.
943269495380086791 2017-12-19 18:59:07 -0400 <Daniell73334970> @JamesRosenTV @BretBaier @FBI @HillaryClinton @realDonaldTrump @DevinNunes @AdamSchiffCA WAS HE SWORN IN.. WE THE PEOPLE WANT TRANSPARENCY..
943269494046232581 2017-12-19 18:59:07 -0400 <jmdavid750> @realDonaldTrump @washingtonpost You put someone in place who would bend toward you and you know it.  The @GOP &amp; @senatemjrldr would not even have the courtesy to INTERVIEW Merrick Garland. You guys play dirty but you will lose in the end. Big time.
943269491953213440 2017-12-19 18:59:06 -0400 <NEvansBC> @bcpoli @christyclarkbc @realDonaldTrump Angela merkel is absolutely horrible  PR also produced Adolf Hitler PR on a good note produced WAC Bennett so maybe what type of leader gets elected has little to do with the voting system
943269489386377216 2017-12-19 18:59:06 -0400 <DonnieW1956> @Chris_A_Turner @LouDobbs @realDonaldTrump @RepAndyBiggsAZ And Obama
943269486232264704 2017-12-19 18:59:05 -0400 <Portland_jet> @tamaraleighllc @POTUS @realDonaldTrump @SpeakerRyan Glad the tax billed passed the House, but this is all showboating for Ryan’s next election, and it will work, because Americans have short memories.
943269484839784448 2017-12-19 18:59:04 -0400 <ChristianDems> And another one for you @SpeakerRyan @HouseGOP @SenateGOP @realDonaldTrump Proverbs 22:16 One who oppresses the poor to increase his wealth and one who gives gifts to the rich--both come to poverty. #TaxCutsandJobsAct #TaxReform #House #ChristiansResist  https://t.co/CqP2lfv6Dm
943269484835598337 2017-12-19 18:59:04 -0400 <BeeNewsDaily> @realDonaldTrump debuts in the #Wonderful World of #Disney!  https://t.co/0h7cI7rRyv
943269480515428352 2017-12-19 18:59:03 -0400 <Yamaka1> @realDonaldTrump Cutting Rich People &amp; Corporations' tax bill &amp; loading up the Deficit &amp; Debt by $200 bn a year MORE! Great work.... only a celebration needed for Morons!
943269480125403137 2017-12-19 18:59:03 -0400 <ari_goldstein> #ThanksDonald and #ThanksGOP   @realDonaldTrump @HouseGOP @SenateGOP @HouseDemocrats @SenateDems  https://t.co/YzAZv06bXR
943269474551001088 2017-12-19 18:59:02 -0400 <cathybee2> @FoxNews @Jim_Jordan @TheJusticeDept @FBI @realDonaldTrump @POTUS Such BS. You all were cheering Comey on in June and 2 weeks before the election.
943269471522664448 2017-12-19 18:59:01 -0400 <bobroge72708383> @LouDobbs @realDonaldTrump @RepAndyBiggsAZ ROSENSTEIN comey muller and McCabe everyone is shady and corrupt and also democrat..or commie
943269461833986048 2017-12-19 18:58:59 -0400 <casurrogacyange> @realDonaldTrump It’s not because of you Trump it’s because of the American people
943269460789612545 2017-12-19 18:58:59 -0400 <jjohnsonrtwt> @VicBergerIV @Disney @realDonaldTrump Here pictured interrupting Abe Lincoln bleating a trademark "WRONG!" mid "All men are created equal."
943269453957038081 2017-12-19 18:58:57 -0400 <1rdgreenberg> @Jackie_Blue_CA @USNJack @realDonaldTrump Of course it's telling. That's why we're in the position we're in. Mueller and Rosenstein are covering for each other because of their involvement in Uranium One.
943269448814940162 2017-12-19 18:58:56 -0400 <Randomchaos2> @realDonaldTrump  https://t.co/V9PBFUsS2l
943269441747505152 2017-12-19 18:58:54 -0400 <ASaltasia> @realDonaldTrump Who exactly is this directed towards like 22 guys in smoke filled room? I hope all of you trumpers remember this when you go to the polls again. These men and women do not have our best interest in mind. In true baby boomers fashion leave a mess to clean up
943269440048709632 2017-12-19 18:58:54 -0400 <ronindave> @FussellEvelyn @fthanno @ericbolling @trumps_feed @realDonaldTrump taking land that other people were living on because some deity "told" you to so is not choosing right over wrong. It's justifying violence.
943269439365111813 2017-12-19 18:58:54 -0400 <PhilipAubin> @DavidWohl @realDonaldTrump @washingtonpost Trump is the worst most reviled President ever!  https://t.co/eYb29crjDz
943269435980345346 2017-12-19 18:58:53 -0400 <Leonfeder> Now is the time for NY State legislature to pass punitive tax bills on @realDonaldTrump and other thieves like him. #GOPTaxScam
943269433337892865 2017-12-19 18:58:52 -0400 <gralkor> @DonaldJTrumpJr Delete your account @realDonaldTrump Also delete your life
943269432939466752 2017-12-19 18:58:52 -0400 <bluerazzblowpop> @realDonaldTrump I hate you.
943269431404388352 2017-12-19 18:58:52 -0400 <soninpara> @realDonaldTrump Now what?
943269431353970690 2017-12-19 18:58:52 -0400 <wscott3680> @FoxNews @Jim_Jordan @TheJusticeDept @FBI @realDonaldTrump @POTUS You are nuts
943269424798273536 2017-12-19 18:58:50 -0400 <suneetmahandru> @PressSec @tedlieu I mean couldn’t you say that about your boss? @realDonaldTrump
943269420939476993 2017-12-19 18:58:49 -0400 <YLite1> @MaliqMatthew @tezao @LeederOfThePack @CoreBenefitz @charlessellsokc @MikePred @picaxe316 @Notgaysergio @wasabi @realDonaldTrump @foxandfriends They can't. While the rest of us are over losing the race,they can't admit they were wrong about the liar they elected
943269410671906821 2017-12-19 18:58:47 -0400 <quidproquo61> @realDonaldTrump Question off the topic, why if you are innocent would you malign #FBI &amp;  #Meuller if they can exonerate you? Paraphrasing @NicolleDWallace . Also @IvankaTrump , @DonaldJTrumpJr , @FLOTUS @PressSec feel free to respond if #POTUS can’t.
943269406553133057 2017-12-19 18:58:46 -0400 <nomoretrolls44> @realDonaldTrump They have re-vote tomorrow, Cuz they running like OJ in the Bronco, From dealing &amp; stealing,  The money from us, they claim to borrow.
943269404913135618 2017-12-19 18:58:45 -0400 <jnush40> @realDonaldTrump Not tired of winning yet!!
943269398160162816 2017-12-19 18:58:44 -0400 <mini_fig> Hey Hitler. Oh I mean @realDonaldTrump   Sorry👇👇👇👇👇👇👇👇😁😁😁  https://t.co/oqP2IKo2sc
943269396885200897 2017-12-19 18:58:43 -0400 <fightthefluff> @Unpersuaded112 @realDonaldTrump @POTUS We knew that.
943269395807191040 2017-12-19 18:58:43 -0400 <cserie1> @realDonaldTrump @WhiteHouse So says the know nothing president.
943269394964246530 2017-12-19 18:58:43 -0400 <Askkayboy> @SallyDeal4 @realDonaldTrump  https://t.co/Mu7GeSleqk
943269390342123520 2017-12-19 18:58:42 -0400 <RealFakeItsMe> @mrdavehill @realDonaldTrump I think this guy hears “fuck you” so much, his neural pathways re-wired and conditioned themselves to tweak those audio signals to come across as “thank you”, only reason I can think of why he is consistently garbage, misinterpreted reinforcement..
943269387078983680 2017-12-19 18:58:41 -0400 <SisterBelle27> @Lawrence @realDonaldTrump Disgusting
943269385107656704 2017-12-19 18:58:41 -0400 <KizzyAnnie> @realDonaldTrump @washingtonpost Don’t believe you.
943269383861952512 2017-12-19 18:58:40 -0400 <cobaka> @RepKHandel What will the typical senior? The retired person who will get no raises, or job promotions,who may be frail, who might not be able to afford medicines, or food?whose 2% COLA was eaten up by Medicare hikes? No ones answers or cares. @realDonaldTrump
943269381802409984 2017-12-19 18:58:40 -0400 <Matteoc14> @TheRealTheDavey @JesusHC97062649 @CBCNews @CNN @AndrewScheer @CPC_HQ @realDonaldTrump @liberal_party You might try other forms of communicating other than insults.... its not enough anymore
943269381466873857 2017-12-19 18:58:40 -0400 <iendrakikan> @realDonaldTrump Mr president, THE STATE OF "IsRAEL" stole THE HOLY LANDLeave Jerusalem Be
943269378417508352 2017-12-19 18:58:39 -0400 <ReadeJeff> @realDonaldTrump Sacrifice? How have you sacrificed or any member of your family? The only service your family knows anything about is room service. Mueller is making America great by getting rid of your traitorous brood.
943269377364905985 2017-12-19 18:58:39 -0400 <Jerusal53393006> @Alt_Budget_cuts Good!  There should be investigations into the deaths in Yemen and the deaths in Niger. Hillary was investigated for Benghazi.   Why does @realDonaldTrump Trump get a pass?
943269373288112128 2017-12-19 18:58:38 -0400 <BarbaraKiourkas> Yep, @realDonaldTrump. This is how you look to the majority of Americans.  https://t.co/RKhoMXVdhj
943269369836077056 2017-12-19 18:58:37 -0400 <mclinmcdivasong> @realDonaldTrump You mean your taxes and their taxes POSUS.
943269369584537600 2017-12-19 18:58:37 -0400 <Majestik12> @Bammer1989 @stacy_redvirgo @realDonaldTrump Actually it IS the same and you ARE wrong . Republicans publicly stated they would obstruct Obama on principle alone " he is the enemy as such it is our duty to oppose any and all legislation his admin tries to pass" First bill opposed was actually a Rep bill Bush proposed.
943269366853971968 2017-12-19 18:58:36 -0400 <Rockydeplorable> @RealTT2020 @realDonaldTrump (:
943269365608304640 2017-12-19 18:58:36 -0400 <roccomuto008> @realDonaldTrump  complimenti presidente
943269358125580288 2017-12-19 18:58:34 -0400 <Melinda58468467> @LPulliam4 @realDonaldTrump   https://t.co/ryXtgiuYDB
943269357303590912 2017-12-19 18:58:34 -0400 <turtles_psr> @realDonaldTrump You mean raise them right?  Because that is exactly what is happening to us.
943269356145971200 2017-12-19 18:58:34 -0400 <MarisDesoto> @adreamersview @realDonaldTrump It's sad about the dead &amp; injured, but it seems to me that if Democrats in WA had done their job well for once, this would not have happened.
943269352891211776 2017-12-19 18:58:33 -0400 <esorruzam> What kind of asshole is .@realDonaldTrump that he is so eager to erase any of the minimal gains we’ve made in this area? Maybe he’s the devil.  https://t.co/mOA9X7c9YT
943269350785605632 2017-12-19 18:58:32 -0400 <BluProductions> @darkokovacevi17 @johniadarola @HillaryClinton @BarackObama @CNN @MSNBC @ABC @CBSNews @washingtonpost @nytimes @realDonaldTrump If only they reported on how he was a Muslim and wasn't born in America like Fox news. Those are the real heroes, huh?
943269349992882176 2017-12-19 18:58:32 -0400 <mgrcharliecash> @SallyDeal4 @realDonaldTrump Better get them meds refilled 😂😂😂😂
943269349581905920 2017-12-19 18:58:32 -0400 <ManchurianTrump> @realDonaldTrump You should be thanking @BarackObama .  Lets see how the stock market is doing after your tax increase
943269348789112833 2017-12-19 18:58:32 -0400 <EvanCull> @SouthPaugh1 @WashTimes @nikkihaley @realDonaldTrump @UN @ckchumley again you're speculating start posting citations
943269348021555200 2017-12-19 18:58:32 -0400 <wfiveash> @morme1966 @realDonaldTrump Also, you know that Obama isn't the President anymore, yeah?
943269344187944960 2017-12-19 18:58:31 -0400 <Askkayboy> @SallyDeal4 @realDonaldTrump  https://t.co/Mu7GeSleqk
943269344074784768 2017-12-19 18:58:31 -0400 <AdamSkundberg> @jjk098 @shieldscartoons @realDonaldTrump If you don’t want your tax cut donate it back to government. I’m thrilled to have mine😄
943269342208196608 2017-12-19 18:58:30 -0400 <irishtrump2> @FoxNews @WhipHoyer @realDonaldTrump @CIA @seanhannity @marthamaccallum @CNN @DNC @GOP @SenateMajLdr @SpeakerRyan @CLewandowski_ @PressSec @FoxNewsInsider @BretBaier @TwitterMoments @Twitter Come on twitter TWITTER IS Dissecting tweets.  Freedom of SPEECH?????
943269341897940992 2017-12-19 18:58:30 -0400 <tarmnh> @LRinaldiArt @MarchantJr @realDonaldTrump Clean coal is not a real thing.  Just so you know.
943269341834989568 2017-12-19 18:58:30 -0400 <atp154> @LouDobbs @CharlesHurt @realDonaldTrump @POTUS Mr. Hurt you are certainly a credit to investigative journalism. Thank you for seeking to expose the real facts and truth behind the headlines.
943269339276464130 2017-12-19 18:58:30 -0400 <condocollins> @realDonaldTrump Russia, Russia, Russia
943269334012645377 2017-12-19 18:58:28 -0400 <AUTIGER222> @KristinaJulia2 @jennyb81112 @RonCentrelloJr @realDonaldTrump Have you truly looked at what happened shortly after we tried it before?
943269332464885760 2017-12-19 18:58:28 -0400 <rtrbecca> @realDonaldTrump Not mine. But theirs, and yours. America is not as stupid as you think.
943269331114307586 2017-12-19 18:58:28 -0400 <likeaboss_890> @realDonaldTrump Bruuuuh you in the Hall of Presidents now
943269329558233088 2017-12-19 18:58:27 -0400 <friars85> @realDonaldTrump @washingtonpost You’re the best President Trump. America loves you and the great job you are doing. Hilary is crooked and has a bad hairdo. Everyone knows it.
943269324906565632 2017-12-19 18:58:26 -0400 <DragonCat936362> @realDonaldTrump 🎡 👶 🍼  https://t.co/FSLb3yXVvv
943269324776726528 2017-12-19 18:58:26 -0400 <LeonardWitt> .@JJIEnews way out in front on @realDonaldTrump nominee to oversee juvenile justice in USA. A right choice? You decide from her own unfiltered words.  https://t.co/B82TNyxlRI @OJPOJJDP
943269320515375104 2017-12-19 18:58:25 -0400 <LCoger> @PressSec @tedlieu Dems ARE begging to help Americans keep more of their money! GOP and @realDonaldTrump refuse to listen and want to pass #TaxScamBill2017 anyway!
943269316333654017 2017-12-19 18:58:24 -0400 <75DLC> @Aspies123 @krassenstein @TopRopeTravis @realDonaldTrump @GOP @TheDemCoalition The people in the gallery are not guest of the house seeing how they own the house. As ** holes like Ryan are the guest. They are supposed to be working for us. Vote these republican traitors out of office in 2018
