1173023618734968835 2019-09-14 19:59:59 -0400 <rican_787> @realDonaldTrump  https://t.co/oV3KMYPiXr
1173023587923636224 2019-09-14 19:59:51 -0400 <Grid_man423> @lisaprunier @BetoORourke @KevWarmhold @RealCandaceO @TulsiGabbard @realDonaldTrump @LarrySharpe  https://t.co/YXCVzZTImm
1173023583309901829 2019-09-14 19:59:50 -0400 <amber_red1> @realDonaldTrump Only to please Putin.
1173023579538984960 2019-09-14 19:59:49 -0400 <tgbgolf1> @realDonaldTrump You are joking, right?
1173023574652674048 2019-09-14 19:59:48 -0400 <smokedmartini1> @MackieDavis4 @LindaSuhler @realDonaldTrump Is that your argument? Well if even so, that’s what he ran on, and he’s succeeding regardless..If his administration keeps advancing those policies I’ll keep voting for him.. And many more minorities like me will continue voting for him.
1173023572194996225 2019-09-14 19:59:47 -0400 <dghatfield1> Just to let @realDonaldTrump know it’s NOT going to hit Alabama this time either! #TrumpIsADisgrace #ImpeachTrump #SaturdayVibes #SaturdayMotivation  https://t.co/NNrqoElTQ3
1173023571494371329 2019-09-14 19:59:47 -0400 <itsmycreedtoo> @LordKrythic @glocync @MSamuels_LINY @realDonaldTrump America - love it or change it. It’s a democracy.
1173023570081042433 2019-09-14 19:59:47 -0400 <JohnTheWhite1> @RepMattGaetz @Princes07160910 @realDonaldTrump  https://t.co/3EKb6yww4F
1173023568495464448 2019-09-14 19:59:47 -0400 <PIE20121> @davidaxelrod @realDonaldTrump @CNN He is "potus" because he committed treason to steal the election. He shouldn't be given any deference that belongs to the office, not the person.
1173023562837348352 2019-09-14 19:59:45 -0400 <RiGiDJaR> @realDonaldTrump Just because you put words between quotations doesn’t mean they were really spoken. YOU. ARE. A. LIAR.
1173023559540727808 2019-09-14 19:59:44 -0400 <LizPN1> @realDonaldTrump The media is unbelievably biased against the vaping industry.
1173023559058411521 2019-09-14 19:59:44 -0400 <shukla28> @drsheikhRSS @TarekFatah @realDonaldTrump 👌👌
1173023557389103104 2019-09-14 19:59:44 -0400 <MichaelLeRoy57> @BigPlasticRobot @realDonaldTrump You keep working on impeachment and we will keep working on keeping America great!
1173023555623280643 2019-09-14 19:59:44 -0400 <mgrosenzweig> @SenWhitehouse @realDonaldTrump We all know this, and we also know that EVERY elected Republican knows it. Yet they remain silent while a dangerously unhinged man continues to control our nuclear arsenal, unilaterally conduct idiotic trade wars and alienate our allies, while hugging tyrants. WHY????
1173023555350683648 2019-09-14 19:59:43 -0400 <mokkah23> @realDonaldTrump I thought you didn’t know her?
1173023555228880896 2019-09-14 19:59:43 -0400 <KishacuzIcan> @MyQueensMan @NanPaz2 @fortismind @realDonaldTrump knowing full well that none of you will admit to being part of his cult, if and when you ever realize how badly you got duped. All because you were super excited to finally have a president that you could look up to, who has zero moral fiber.
1173023555010924549 2019-09-14 19:59:43 -0400 <BoatFoot1> @JamesHesch2 Good thing we are the number one producer of oil and gas. Thank you @realDonaldTrump
1173023554079744000 2019-09-14 19:59:43 -0400 <lyssalou76> @realDonaldTrump
1173023549449064448 2019-09-14 19:59:42 -0400 <bejoan5> @gtconway3d @realDonaldTrump They're all disordered!!
1173023548102729728 2019-09-14 19:59:42 -0400 <Andyjmills76> @DanSerbescu @realDonaldTrump China topic he's right....Tell that to the farmers
1173023547637108736 2019-09-14 19:59:42 -0400 <eklaasguevara> @AprilDRyan @realDonaldTrump @JoyAnnReid @ArthelNeville @Yamiche @abbydphillip Pretty sure he’s been insulting to @kwelkernbc too!
1173023546303344641 2019-09-14 19:59:41 -0400 <mulleague> @realDonaldTrump Do you even know how to use that?
1173023544436903936 2019-09-14 19:59:41 -0400 <BobOrforester> @realDonaldTrump You put a NATO rep in there who had no experience so who’s bad and fake?  Don the Con
1173023539429068801 2019-09-14 19:59:40 -0400 <scottie2hottie6> @AE911Truth @realDonaldTrump @NPR @mediamonarchy @AP @WSJ @Reuters @RT_America @JimmyDoreShow @samtripoli @joerogan @FBI Not controlled explosions, molten aluminum reacting with water. 9/11 Secret Explosions In The Towers documentary explains this perfectly. No need for another government investigation.
1173023538481115136 2019-09-14 19:59:39 -0400 <sleepyjoe2> @TeamTrump @realDonaldTrump Actually we know that’s not true. #Trump is incapable of receiving a normal Presidential Daily Briefing. #BoneSpurs day starts later &amp; much of his time is consumed watching TV &amp; Tweeting. #RonaldReagan was called a part time President. Trump is a temp.
1173023537872998402 2019-09-14 19:59:39 -0400 <rudelaparis> @realDonaldTrump Who blames light bulbs because his skin looks orange but his teeth are white.
1173023534672564224 2019-09-14 19:59:39 -0400 <kens97sto171> @realDonaldTrump  I just wanted to send a message urging you to not go through with the ban on flavored E-Liquids. I have several friends who have stopped smoking cigarettes with the help of these products. also millions of people work in this industry mostly small businesses.
1173023532353298433 2019-09-14 19:59:38 -0400 <debbie_gorton> @AprilDRyan @realDonaldTrump @JoyAnnReid @ArthelNeville @Yamiche @abbydphillip You and joy are DUSGUSTING!!  Stop acting like Trump attacks just black women he’s an equal opportunity person LOL TRUMP 2020!!!
1173023530184822785 2019-09-14 19:59:37 -0400 <WilderJokes> @EugestShirley @GloUpElite @ItsRykard @realDonaldTrump Yes, there's a button that says Sue Us right after Contact Is, you just fill out the form and your case and money are in the mail! 🙄
1173023526862905344 2019-09-14 19:59:37 -0400 <thefisherbee> @ThisGuy55149520 @sam_doucette @loves_nra @BearingTruth @GavinNewsom @realDonaldTrump I'm not the one struggling with what "ex post facto" means. I've explained, repeatedly, exactly what it means (A law that punishes PAST behavior).  And "enumerated"? That means something that is specifically listed in the Constitution. Something that isn't true of "privacy"...
1173023525596205060 2019-09-14 19:59:36 -0400 <sdw1961> @realDonaldTrump  https://t.co/VMt4qtqqFE
1173023523155001346 2019-09-14 19:59:36 -0400 <avalontor> @FactsOrFables4U @realDonaldTrump WashingtonExaminar has news?
1173023522492493825 2019-09-14 19:59:36 -0400 <ScogginsConroy> @Jim_Jordan @realDonaldTrump gymmy boy, this is a gambit to get intelligence sources for Russia. You know so trump the traitor won't have to worry about some polonium tea are nerve gas in the future.
1173023522458865664 2019-09-14 19:59:36 -0400 <alias877> @fortismind @realDonaldTrump ????????
1173023521859145729 2019-09-14 19:59:35 -0400 <KCtheKPopLegend> @trump2018316327 @CyberneticSegan @youngthinker024 @realDonaldTrump You would get the money, and something tells me you would like it a lot.
1173023521305501696 2019-09-14 19:59:35 -0400 <LecroyEllana> @TravestyinUSA @shawzam71 @DaveKilted @BettyBowers @realDonaldTrump Then why are we still here? You are dead WRONG!!!
1173023520411926528 2019-09-14 19:59:35 -0400 <JZ_nm> @davidaxelrod @realDonaldTrump @CNN But not punishing him for all his crimes sends a message that it is okay to be corrupt.
1173023517102825473 2019-09-14 19:59:34 -0400 <TheyFouledMeRef> @okayybroo @realDonaldTrump no balls @realDonaldTrump  https://t.co/TNwn8HbQs1
1173023515290812416 2019-09-14 19:59:34 -0400 <AlotDanks> @RealJack @realDonaldTrump She just won't take no from the majority
1173023514116481024 2019-09-14 19:59:34 -0400 <richardson086> @gholson_fort @MercWithABox @WhiteHouse @realDonaldTrump And trump has done none of that
1173023512589721605 2019-09-14 19:59:33 -0400 <vaato5455> @SenSchumer @LisaMitschke @realDonaldTrump @usairforce They drill government employees on fraud waste and abuse of government property and funds instead of trump setting the example he builds a monument to his ignorance and stupidity and obvious commitment to racism and bigotry and white supremacy in this Multicultural nation.
1173023505786576901 2019-09-14 19:59:32 -0400 <ChrisCraftUSA> @realDonaldTrump  https://t.co/1juxmrYsPK
1173023503739736064 2019-09-14 19:59:31 -0400 <NaumanShahani> @realDonaldTrump You should come out from CIA and pantagon mindset, you people are foreign occupiers and its birth right of local taliban to resist you, so Do it better, do it fast with peace talks otherwise be ready for consequences like Ussr..
1173023501181235202 2019-09-14 19:59:31 -0400 <tlsmjs> @Jamie_Burkart @realDonaldTrump Hell they flew F16’s with our flags on the tail so not to upset the alliance in Desert Storm.
1173023499796877312 2019-09-14 19:59:30 -0400 <sarcheshmeh> @realDonaldTrump Are you going to hit them like youvdid Iran when they downed a 120million dollar drone
1173023498316505088 2019-09-14 19:59:30 -0400 <Bl0ndeValkyrie> @TomFitton @realDonaldTrump I’m waiting... ever so patiently... to throw up “Touch Down Jesus” (especially since it’s college football Saturday &amp; ND won).
1173023497515229184 2019-09-14 19:59:30 -0400 <Necessarytroll> @realDonaldTrump Except between the hours of 3pm and 11am
1173023493501399041 2019-09-14 19:59:29 -0400 <tareetha> @GOPChairwoman @realDonaldTrump  https://t.co/1ECDPTD3wK
1173023492486254592 2019-09-14 19:59:28 -0400 <trulovratic> @SaraCarterDC @MelissaFleming @UN @realDonaldTrump How many of the nations in the UN are actually covert enemies to the US?
1173023488334008320 2019-09-14 19:59:27 -0400 <msperanza> @realDonaldTrump Days Trump has spent at Mar a Lago: 91 Cost of flights to Mar a Lago (24 so far):* ~$47,288,000 Days Trump has spent at Bedminster: 75 Cost of flights to Bedminster (23 so far):* ~$18,375,500 Trump has visited his clubs once every this many days since his inauguration: 4.5
1173023486140407809 2019-09-14 19:59:27 -0400 <FrancisMarion4> @realDonaldTrump 🇺🇸  https://t.co/IDgmlQfaJl
1173023484643020806 2019-09-14 19:59:27 -0400 <EricSpracklen> @Pavoretti_ @completebeast83 @Paul08113166 @AmericanConsti2 @squee89 @TrumpGirlOnFire @realDonaldTrump @AndrewYang Lol!!! Followed 😂👌🏼
1173023483774853120 2019-09-14 19:59:26 -0400 <FreedomNTheUSA> @SenSchumer @realDonaldTrump @usairforce @realDonaldTrump is protecting @usairforce and the American People. The question here is why are putting women and children in danger by protecting pedophiles??? Could it be because you're one of them 🤔
1173023483091128320 2019-09-14 19:59:26 -0400 <Andrew1831> @rass_813 @KishacuzIcan @TeamTrump @realDonaldTrump Bullying 'seek to harm, intimidate, or coerce (someone perceived as vulnerable)' Is the most powerful moron on the planet vulnerable?
1173023478896844800 2019-09-14 19:59:25 -0400 <greywolfmoon3> @GOPChairwoman @realDonaldTrump Don't even think you can equate yourself to President Barack Obama in ANY form, including taking out a bin Laden. You just ain't got it, Agolf! You're just sad AND pathetic!  https://t.co/KJbJhw8d8H
1173023477898465280 2019-09-14 19:59:25 -0400 <hsmcnp> Poor dumb idiot manchild Trump can't stand a strong black woman that is so much smarter and humane than he is. Also is way more popular than #FailureTrump @realDonaldTrump
1173023477332267010 2019-09-14 19:59:25 -0400 <mebedave> @realDonaldTrump Hopefully soon we can get this counterfeit orange ignorant racist person out of the White House.
1173023477080756224 2019-09-14 19:59:25 -0400 <TwoDogs22266593> @Jim_Jordan @realDonaldTrump Truth? Tell Americans about You, Ohio State, wrestling and player abuse. How about that truth?
1173023476334174210 2019-09-14 19:59:25 -0400 <ArnieMGeller> @TeamTrump @realDonaldTrump "Hello McDonalds?      I would like to order 500 hamberders,  300 fries and one vanilla shake.  Really hungry tonight. I'll send an agent by to pick them up as soon as we land!  🍔🍟🥛    The name? ...  donald"
1173023475423993856 2019-09-14 19:59:24 -0400 <LucyAppa> @buzzkil02287746 @PeacockJohnson @RealEsorelyk @adasomg @realDonaldTrump We are losing Donnie's idiotic trade war. He is failing.
1173023472802586626 2019-09-14 19:59:24 -0400 <vycegripp> @davidaxelrod @realDonaldTrump @CNN #Biff will get out of it regardless. He's as slippery as an eel.
1173023468436303874 2019-09-14 19:59:23 -0400 <DaveAbles1> @realDonaldTrump If you fear Iran bring our troops home.
1173023467073134592 2019-09-14 19:59:22 -0400 <WeberRichards> @realDonaldTrump Notice, if you will, the small phone receiver which makes his hands look extra large
1173023465944866818 2019-09-14 19:59:22 -0400 <Rhinocerization> @brandenlauer83 @ResistTrump17 @KassyDillon @realDonaldTrump You are looking at a clover growing in the middle of a dust bowl and calling it a bountiful harvest.  If you were serious about listening, we'd be discussing the 999,999 losers of this trade war that isn't. Not cherry picking of sliver experiencing a short lived boost.
1173023461880598528 2019-09-14 19:59:21 -0400 <2020Better> @johuyik @BillKristol @realDonaldTrump That’s exactly what I was wondering. Did Fox News have a panel discussion about this?
1173023460802449408 2019-09-14 19:59:21 -0400 <ssguffey> thanks sir for the truth MAGA is only making America Hate again. #BlueWave2020 #ImpeachDonaldTrumpNOW @GOP @GOPLeader @WhiteHouse @realDonaldTrump @SenateDems  @SenateGOP @HouseDemocrats @HouseGOP @CoryGardner @senatemajldr @SpeakerPelosi
1173023460601344000 2019-09-14 19:59:21 -0400 <LBisogne> @Ron4Trump38 Time to quiet the Iranian regime @realDonaldTrump
1173023460500615168 2019-09-14 19:59:21 -0400 <NzingasProgeny> @ProfBlacktruth @JoyAnnReid @realDonaldTrump  https://t.co/SINddmbQd1
1173023460307681281 2019-09-14 19:59:21 -0400 <SageWithAge> @WhiteHouse @realDonaldTrump The trump regime is denying temporary protective status to Bahamians  victims of Hurricane Dorian. The racist regime is also denying entry to those seeking asylum as our southern border. #TrumpIsAWhiteSupremacist HNs can lick trump’s ass if they want to!
1173023458134900736 2019-09-14 19:59:20 -0400 <Rachjr1> @ravensspirit68 @RobertDRoseJr1 @PaulMiller1313 @joshroe @downtowin @chattyknana @PAINWARRIORTEAM @POTUS @realDonaldTrump @DEAHQ @WilliamJBennett @DarkSpoons @AKolostomyBag @rlamartini @Angelsgal02 @NicoleInPain @hrw @GovBillLee Tag all your #Reps the truth to the #Crisis  @CDCInjury @CDCDirector are #killings us off ! And they know it !  https://t.co/iS7PI8Phmh
1173023457489166337 2019-09-14 19:59:20 -0400 <agordonstudio> @funder @GreasepaintAnni @realDonaldTrump Let’s get to it. Times a wastin’.
1173023456935522305 2019-09-14 19:59:20 -0400 <SouthernKat60> @davidaxelrod @realDonaldTrump @CNN What is the cost to America if a criminal POTUS is above the law? This can't happen again if we are even able to survive through this. #NoOneIsAboveTheLaw
1173023455803056129 2019-09-14 19:59:20 -0400 <DonnaBr61204565> @mja11842 @itsJeffTiedrich @realDonaldTrump 😂
1173023453005471746 2019-09-14 19:59:19 -0400 <jack_legault> @realDonaldTrump Yup..especially on those golf courses.
1173023451881385984 2019-09-14 19:59:19 -0400 <brucestill1> @realDonaldTrump Thanks for reminding me to watch @amjoyshow this morning. It was a great show!
1173023449414918144 2019-09-14 19:59:18 -0400 <daddyomar33> @IvankaTrump @realDonaldTrump @kimguilfoyle Or, and hear me out on this, we can stay out of Venezuela’s affairs since we don’t need to be involved in everyone’s business.  Unless we just want to destabilize for sport.   Then by all means, go ahead and install this Latino Obama look-alike from the picture above.
1173023444495060992 2019-09-14 19:59:17 -0400 <ellingson_joe> @realDonaldTrump  https://t.co/idspfBFah1
1173023441609469952 2019-09-14 19:59:16 -0400 <ppascal0649> @politico @realDonaldTrump still can't think of anything about gun control, though.
1173023440804040704 2019-09-14 19:59:16 -0400 <MarilynPrescott> @realDonaldTrump Does he realize he just contradicted himself!
1173023440615264256 2019-09-14 19:59:16 -0400 <invisibleman47b> @hunterjeff2 @groth1945 @realDonaldTrump 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  https://t.co/EDXyw2a6L4
1173023440502026250 2019-09-14 19:59:16 -0400 <farrarpjoy> @Bckrda @SecPompeo On the list of people that @realDonaldTrump want to rid the world of women are on that list. I know I am. I’m not blonde and I don’t just have an opinion or suggestion. I have something to say and u can listen or not. Cause I can go right around u. So she’s right to be worried
1173023438375510016 2019-09-14 19:59:16 -0400 <lettheasianwin> @realDonaldTrump We're working on it.  You tried.  You failed.  Step aside for @AndrewYang already.  We know #TrumpFearsYang
1173023438329401344 2019-09-14 19:59:16 -0400 <Presouz1> @ChukkaLewis @ClarkBentley3 @TomBBY @Strandjunker @realDonaldTrump Obama was the worst president this United States has ever seen tell me what he did tell me one thing he did that helped America
1173023437968879616 2019-09-14 19:59:15 -0400 <Davidboatymcboa> @DanielNewman @realDonaldTrump has a new Halloween costume
1173023437503238144 2019-09-14 19:59:15 -0400 <jonez617> @realDonaldTrump  https://t.co/4BuCWl33Vr
1173023435850579968 2019-09-14 19:59:15 -0400 <LydiaClark2> @DavidWohl @realDonaldTrump Maybe you should spend more time helping little Jacob with his legal problems and less on kissing a corrupt orange clowns ass. He can't help you. Little Jacob's been charged by Riverside County, not the federal government
1173023434600779777 2019-09-14 19:59:15 -0400 <Johncalandrino1> @realDonaldTrump ...........god help us all ....cannwe tape yr fingers up n tape yr mouth up at all
1173023433401065472 2019-09-14 19:59:14 -0400 <RecordLina> Thank you @Walmart for having the guts to do what @realDonaldTrump &amp; @GOP are too scared to do.
1173023431656378369 2019-09-14 19:59:14 -0400 <Kathlee47396161> @TeamTrump @realDonaldTrump Thank you 🇺🇸
1173023430683353088 2019-09-14 19:59:14 -0400 <plzstplyn> @jennerific713 @realDonaldTrump  https://t.co/nUH1N0dZ38
1173023427302703104 2019-09-14 19:59:13 -0400 <just_type_f> @theresatruth @SteveScalise @realDonaldTrump It's so funny, Theresa - you say "it's the will of the people" as if the majority of American voters were conservatives. In fact, they're the minority. From your TL, it looks suspiciously like you are *against* the will of the actual people. Isn't that weird?
1173023420554063872 2019-09-14 19:59:11 -0400 <Asignia> @davidaxelrod @realDonaldTrump @CNN I'm tired of rich white dudes getting away with shit.
1173023420289835008 2019-09-14 19:59:11 -0400 <mixitupbears> @davidaxelrod @realDonaldTrump @CNN He has gone so far over the line that when D president is sworn in in 2020 &amp; former Pres. Trump is walking down the steps, he should be arrested right there. These r special times and we can’t be afraid 2 use the law 2 send message that nobody, even a President, is above the law!
1173023418108637185 2019-09-14 19:59:11 -0400 <kdiehGG7348> @realDonaldTrump Trump is a pathological liar who has been documented to have told more than 12,000 lies since his inauguration
1173023417848741893 2019-09-14 19:59:11 -0400 <werfb> @Hoosiers1986 @realDonaldTrump Have you ever looked at Obama's economic numbers? No, you haven't. Perhaps you should.
1173023416405745665 2019-09-14 19:59:10 -0400 <lorenbeardsley> @GOP @FoxNews @realDonaldTrump @senatemajldr @JudgeJeanine @Scotus we are fucking done with this bull shit. Get it together, we're taking the reins you can't handle.
1173023414065348609 2019-09-14 19:59:10 -0400 <bruuklin1> @business @djrothkopf He learned from @realDonaldTrump and @SpeakerPelosi that laws don’t matter anymore. There are no consequences for breaking the law as long as your supporters don’t care about laws.
1173023411951546368 2019-09-14 19:59:09 -0400 <duke9990> @realDonaldTrump You have told so many lies I  cannot and will not ever believe you.
1173023411607457792 2019-09-14 19:59:09 -0400 <clevergalCA> @GOPChairwoman @realDonaldTrump And what “data” would that be?🤨
1173023410105929728 2019-09-14 19:59:09 -0400 <one_interested> @realDonaldTrump  https://t.co/svXrlCb8Uj
1173023410001047552 2019-09-14 19:59:09 -0400 <suzastr> @davidaxelrod @realDonaldTrump @CNN Wrong is wrong. If he committed crimes he should go to jail.  NOT prosecuting him would have a negative impact on the Country as well
1173023400530513920 2019-09-14 19:59:07 -0400 <pdarling583> @glrglr13 @realDonaldTrump Don't think he can read!
1173023396667494401 2019-09-14 19:59:06 -0400 <Kitcat106> @Blues_Heavn @twitmoedition @yanks2derek @Tmc1650 @DemonteAnna @thetford57 @1PatriotRealtor @ar0jay8 @TZilavec @VocationalExper @mountainlady731 @Carolyncorneli8 @mikeski1974 @Texaswild7 @Derameth @Boabbysam @rphillips4781 @eagleeye18 @jamesjaydrums @domitton @Harleyluv @theClarkes_ @DaveHobbs62 @IlhanMN @johnbugaj1 @AmericAnon57 @0Talkhard2 @realDonaldTrump @OldcorpsGrunt @Do_Or_Do_Notty @alley167 @donaldherring11 @LucyTrumplican @Putoff8 @Patti_Sc60 @USPatriotess @ReallyKW @krunalley3 @karoljeanne11 @RealWolf72 @TwitttTurd @pvvult @justlucky190 @CollBree1 @JanetTxBlessed @Rick_Q671 @GabbiesR @20HoF00 @NJ_2_FL @FLOTUS She is definitely so beautiful and we are so very lucky they have her as our first lady God bless her
1173023395883212801 2019-09-14 19:59:05 -0400 <EAcabeo> @StewardshipAmer @GOPChairwoman @realDonaldTrump Are you drunk or have you been smoking some weed please tell me because you’re out of touch with reality 😡🤬🇺🇸🇵🇷
1173023394251427841 2019-09-14 19:59:05 -0400 <AlwaysThink12> @FrankDangelo23 @realDonaldTrump As two competing facist-globalist movements grow, one liberalism one Islamist,  the last bastion of hope against these threats to freedom is @realDonaldTrump. Liberalism is loosing and it's death was inevitable...the other...?
1173023392791965697 2019-09-14 19:59:05 -0400 <TrumpaThug> @JeffreyGuterman @realDonaldTrump Just getting to work at 1pm
1173023385418391552 2019-09-14 19:59:03 -0400 <ChrisCraftUSA> @realDonaldTrump  https://t.co/YpNj6O5XER
1173023381823918082 2019-09-14 19:59:02 -0400 <fmkwas> @realDonaldTrump  https://t.co/kwpgfuSHjD
1173023380955697152 2019-09-14 19:59:02 -0400 <Neil8Rohrer> @realDonaldTrump Liar.  https://t.co/grxAswPVOf
1173023378317500416 2019-09-14 19:59:01 -0400 <Bosstowne59> @realDonaldTrump Trump has to be exposed in relevance to his social engineering techniques. If they knew how he was bamboozling and destroying both them and their children for generations to come, they would cry. No one can be a credible loving parent and feed Trump's rhetoric to their children.  https://t.co/Nqz5nC2PVi
1173023376249475072 2019-09-14 19:59:01 -0400 <Bennythesnitch> @TeamTrump @realDonaldTrump Just like he did for his casinos Macron Says G-7 Doesn't Need U.S., 'We Don't Mind Being Six'  https://t.co/w1aKQU4Xme
1173023376010612736 2019-09-14 19:59:01 -0400 <AlotDanks> @RealJack @realDonaldTrump Dang. I could've gone all day without seeing killary. LOCK HER UP
1173023372852236288 2019-09-14 19:59:00 -0400 <Godisgr10392784> @Diddy @revolttv @RocNation @HillaryClinton @BarackObama @BernieSanders @realDonaldTrump @Diddy @JoeBudden @JoeBiden @BishopJakes @BillGates @JeffBezos @JoelOsteen @PastorJ_HigherD @Oprah I'm not moving to Vegas my homegirl gave me a bad vibe I gotta stay focused on school. I got to win
1173023371849846785 2019-09-14 19:59:00 -0400 <teleSURtv> El presidente de EE.UU., @realDonaldTrump, confirmó que Hamza Bin Laden, el hijo Osama Bin Laden fue abatido en un operativo en una región entre Pakistán y Afganistán 👉 https://t.co/Sr0QlOcHdI  Hamza estuvo junto a su padre antes de los ataques del 11 de septiembre del 2001  https://t.co/HTD0LeIMmj
1173023370578931712 2019-09-14 19:58:59 -0400 <mcrnette> @davidaxelrod @realDonaldTrump @CNN It won’t happen.
1173023370214027264 2019-09-14 19:58:59 -0400 <MariAvonTrapp> How long until Fuhrer ShitForBrains @realDonaldTrump wants one?
1173023369140137985 2019-09-14 19:58:59 -0400 <sweeneymcqueen> @realDonaldTrump What the hell? #RonaldReagan rolls over in his grave.
1173023368834179072 2019-09-14 19:58:59 -0400 <CplBendadick> @SadieandWally @lionel_jon @wdunlap @realDonaldTrump @SirHublife You may not like it, it’s got things like “facts” and “statistics”  https://t.co/90lXCJBiDN
1173023364891455489 2019-09-14 19:58:58 -0400 <NSaneMotivation> @davidaxelrod @realDonaldTrump @CNN SMH
1173023363528368128 2019-09-14 19:58:58 -0400 <Deadprez112> @realDonaldTrump  https://t.co/IecBxYAsdM
1173023361401851906 2019-09-14 19:58:57 -0400 <paul95848820> @RitaBartley7 @realDonaldTrump Did you forget that the president is republican.  Opps.  Just more lies and fake news.
1173023360856580098 2019-09-14 19:58:57 -0400 <WMTFT2016> @LouDobbs @Dianne37010616 @WSJ @realDonaldTrump Before we start making accusations, let's make sure of the facts.  We're accusing a foreign power of attacking another foreign power's oil facilities.  It would be nice if we were accurate about this.
1173023359522803712 2019-09-14 19:58:57 -0400 <comaboy1971> @davidaxelrod @realDonaldTrump @CNN He needs to be indicted, and I suggest he goes to prison for the maximum sentence possible with zero chance of parole. Make an example of him! We have to show that any future corruption from presidents or congressmen that we will no longer tolerate it!
1173023358851657729 2019-09-14 19:58:57 -0400 <mjs1935> @realDonaldTrump Stop talking about this on twitter until you have something of substance to say. And then it should really be handled by a formal communication channel. In the meantime STFU.
1173023358096695296 2019-09-14 19:58:56 -0400 <strutterstrail> @burjbabe @wisgop @TeamTrump @GOPBadgers @realDonaldTrump @POTUS Your name is fitting Sad.
1173023357643776002 2019-09-14 19:58:56 -0400 <Artmemphisdream> @realDonaldTrump It’s called Hate, they Hate you because you’re not one of them, the Swamp, you actually Love our country, and, you’re trying to do somethings for the America people,
