1130261853567881217 2019-05-19 19:59:59 -0400 <j24heck58> @realDonaldTrump I would say “We are wise to your game,  but you have no game.”
1130261802871341056 2019-05-19 19:59:47 -0400 <ChrisAlbertoLaw> @realDonaldTrump @justinamash Republican Justin Amash reads Republican Mueller's report &amp; tells the lockstep Republican establishment: "We're wrong! Trump engaged in criminal &amp; impeachable conduct. AG Barr lied &amp; mislead us." Total lightweight? Afraid not. Most Americans know courage &amp; truth when they see it.  https://t.co/Bs83pSiVn3
1130261801617301509 2019-05-19 19:59:47 -0400 <robertlbrown66> @realDonaldTrump Doesn’t this violate Twitters  T. O. S. ?
1130261800178593794 2019-05-19 19:59:47 -0400 <Squirrel524> @realDonaldTrump @FoxNews I would rather have my teeth extracted than watch Trump or hear him speak!
1130261798018400256 2019-05-19 19:59:46 -0400 <salbed> @tedlieu @votevets @realDonaldTrump Cadet Bone Spurs
1130261795367792641 2019-05-19 19:59:45 -0400 <every1nose> @realDonaldTrump Chile! Behave! No one is spoiling for one except you.
1130261793211846659 2019-05-19 19:59:45 -0400 <SonjaRo95605475> @BibleBeltDarlin @realDonaldTrump Can't stand to see or hear Wallace.
1130261792939290628 2019-05-19 19:59:45 -0400 <MorriganQuinn> @realDonaldTrump  https://t.co/usk5kkAcAV
1130261792016556032 2019-05-19 19:59:45 -0400 <PatLCSWMSSM> @ChrisMurphyCT @realDonaldTrump
1130261791576141829 2019-05-19 19:59:45 -0400 <BLIP35> @realDonaldTrump  https://t.co/dsmX2RITwR
1130261790816964610 2019-05-19 19:59:44 -0400 <ndduncan59> Gotcha @realDonaldTrump ticktock #TraitorTrump
1130261790032629761 2019-05-19 19:59:44 -0400 <scottbvictor> @Lrihendry @realDonaldTrump @FoxNews Blonde jokes?
1130261789340512256 2019-05-19 19:59:44 -0400 <tt54Terri> @ivana_punchu @Lrihendry @realDonaldTrump  https://t.co/FrPH7iibVu
1130261787067076609 2019-05-19 19:59:43 -0400 <BluewaveA> @JohnQAd49534197 @DavidWohl @realDonaldTrump Or send his son Jacob to the front lines.
1130261787012734979 2019-05-19 19:59:43 -0400 <Pudentame> @mcprivileged @dsilvertx @ACTforAmerica @realDonaldTrump This isn’t in America.
1130261784005414913 2019-05-19 19:59:43 -0400 <Sassy5090> @Suhorvath55 @tomcoates @realDonaldTrump While I understand that some may want to adopt,  woman are not brood mares.  It's not their job to make sure that there are surplus babies.
1130261783787106304 2019-05-19 19:59:43 -0400 <holahennybank> @realDonaldTrump @FoxNews Hard to believe that you spend so much time on Twitter.
1130261783636111360 2019-05-19 19:59:43 -0400 <EMastrro> @realDonaldTrump @FoxNews Don’t worry we don’t watch that clown
1130261783309160448 2019-05-19 19:59:43 -0400 <MyWindyMind> @LindseyGrahamSC Seriously? Our "president", and I use that term very loosely, is threatening another country on TWITTER!!!!  WTF is wrong with you people? @realDonaldTrump @HouseGOP
1130261782948454400 2019-05-19 19:59:42 -0400 <XMSTechnology> @Fmt1911Mark @RyanHillMI @realDonaldTrump They’re actively planning to strike Israel. No clue what you’re talking about. We’re not going to war with Russia/China, bro. 😂
1130261781153222662 2019-05-19 19:59:42 -0400 <lawehner1541> @realDonaldTrump @FoxNews Awwww is little Donald nervous about Mayor Pete????
1130261780771614722 2019-05-19 19:59:42 -0400 <RtrottaS> @jguaido Sr. Presidente (e) que debe escuchar no solo a venezolanos con mucha trayectoria política y diplomática @Diego_Arria sino también que gracias a @marcorubio @vp @AmbJohnBolton VENEZUELA es reconocida por 51 países, sin dejar atrás el apoyo del Presidente @realDonaldTrump
1130261780545118208 2019-05-19 19:59:42 -0400 <leeap52> @realDonaldTrump You are such a child. Mayor Pete, as many people—very fine people on both sides—call him, is infinitely smarter than you and a nicer, more capable person than you can ever hope to be.
1130261780310237186 2019-05-19 19:59:42 -0400 <TMV_intel> 2.  #AlabamaAbortionBill has zero to do with @POTUS Why are ppl blaming @realDonaldTrump ? The #President swears an OATH to up carry out the laws.  He could make an executive order to overturn #Alabama new abortion law, but still gets sent to Senate to be approved by 2/3 vote  https://t.co/phGX6aZrG6
1130261779714588683 2019-05-19 19:59:42 -0400 <patricksamuels0> @realDonaldTrump @FoxNews Wallace didn't ask one tough question. He sux
1130261779320324096 2019-05-19 19:59:42 -0400 <Gallos360_> @Cecylia_diaz @realDonaldTrump De que están perrones lo están, van dos equipos que uso de esa marca y ningún otro android es tan estable cómo ellos, pero migrar todas las aplicaciones para un solo SO no sé qué tan tardado y caro sea para los programadores de apps y si valga la pena para ellos $$
1130261776552136704 2019-05-19 19:59:41 -0400 <torontomike82> @realDonaldTrump @FoxNews Cry cry
1130261776426328064 2019-05-19 19:59:41 -0400 <DeanSHorak> @Stan91930628 @realDonaldTrump @FoxNews That’s right, don’t let alternative information contaminate your bubble. I’d hate for you to have to grow some new synapses.
1130261776371552256 2019-05-19 19:59:41 -0400 <fazle_muhammad> @GOP @realDonaldTrump Immigration can not be fully stopped .People will surely move and settle from one to another for better life . That is natural human tendency . President's second option is better ie choose the immigrats on merit basis . work together for peace . .
1130261774543069186 2019-05-19 19:59:40 -0400 <mikemzd> @realDonaldTrump Yep,, real American people see right through the fake news BS.
1130261774475890688 2019-05-19 19:59:40 -0400 <McKayKeese> @ASAP_autobody @The_Trump_Train @realDonaldTrump Yeah I won’t learn😂 my my fault man sorry about it!
1130261772173217793 2019-05-19 19:59:40 -0400 <delvapas_ir> یکی نیست به این مردک ترامپ بگه خب  میزنی میگی ایران بوده حداقل به سبک ایران بزن لامصب،ایران تک نمیزنه شخم میزنه احمق😎...  @realDonaldTrump  https://t.co/2IDivUBsta
1130261771875475456 2019-05-19 19:59:40 -0400 <catherineanntuc> @realDonaldTrump #TrumpWantsAWar #ToCoverHisCrimes #PutinPlaybook
1130261770801688577 2019-05-19 19:59:40 -0400 <BlackEagle_1978> @ArrowsmithDoug @magakazee @seanhannity @marklevinshow @POTUS @realDonaldTrump @TomFitton @RealJamesWoods @washingtonpost Aaaaw, poor communist Doug.  Triggered much?  LOL.
1130261766825340928 2019-05-19 19:59:39 -0400 <marjanneke77> @GOPChairwoman @realDonaldTrump Has Ronna read the #MuellerReport ?
1130261766066147328 2019-05-19 19:59:38 -0400 <mcflacid> @newscomauHQ @realDonaldTrump Iran has already got the message. They dont want the Donald all up in their business.  "Iran's decision to remove missiles from two of its boats indicated the rogue nation was de-escalating tensions surrounding its nuclear program"   https://t.co/pk2uQdquX1
1130261765856595968 2019-05-19 19:59:38 -0400 <5lamm3r> @realDonaldTrump You're going down 👎
1130261765361733638 2019-05-19 19:59:38 -0400 <esetterlvr> @realDonaldTrump I spent yesterday with thirteen 7-year old girls and your comment is beneath anything I heard from them.
1130261764115959808 2019-05-19 19:59:38 -0400 <impeachthepos1> @realDonaldTrump @FoxNews Aww Donnie you seem a little butt hurt
1130261762497011715 2019-05-19 19:59:38 -0400 <jmilam44> @RepJimLower @realDonaldTrump Then, you are part of a big problem in this country right now. Supporting him, tells us everything we need to know about you.
1130261761024614402 2019-05-19 19:59:37 -0400 <DubTryNStopMe> @jeffbonwick @realDonaldTrump We can agree here.
1130261760752201734 2019-05-19 19:59:37 -0400 <dittmei> @bigbillyb @shulaan @Ilhan @realDonaldTrump Sounds like your typical white male to me.
1130261760101896193 2019-05-19 19:59:37 -0400 <clrellis> @realDonaldTrump I find it ironic that today's anti-abortion tRump is the same tRump who reportedly pushed Melania to abort her unborn child and only relented after she swore to regain her figure if allowed to continue her pregnancy.  Methinks tRump is doubly a fraud.
1130261756482400256 2019-05-19 19:59:36 -0400 <TMV_intel> To:  People blaming @realDonaldTrump for #AlabamaAbortionBan ,  Alabama's new bill banning #abortionists is how laws are made.  #TRUMP has nothing to do with state creating law. Creating a law ALWAYS goes through the same process.  Sad how ppl are fighting to kill babies #QAnon  https://t.co/pHVXqwlNkz
1130261755349880838 2019-05-19 19:59:36 -0400 <RafaelRiverame4> @realDonaldTrump fuera en la forma correcta pero esta muy lejos de ser lo correcto en cambio solo daña a esa gente que es buena y trabajadora y necesita realmente un cambio de vida total así de simple no de programas obsoletos lo quiero mucho rafa felicidades señor presidente
1130261755282767872 2019-05-19 19:59:36 -0400 <HillBeverlyhill> @leesu44 @realDonaldTrump @FoxNews Only 10,000 times!
1130261753235890177 2019-05-19 19:59:35 -0400 <phunguy69> @PhilLacio6 @BrunoAmato_1 @realDonaldTrump @FoxNews during an eclipse
1130261749649821696 2019-05-19 19:59:35 -0400 <csromine73> @realDonaldTrump  https://t.co/6Pc4mjzLNA
1130261748584308736 2019-05-19 19:59:34 -0400 <kepola808> @PassioNetteLuv @OfficialCBC @realDonaldTrump Some of the issues that face black Americans also impact other ethnic groups. I’m not black but grew up as a minority in my home state of HI. I did have a 2-parent home, which is key to all ethnic groups; much more difficult in a single parent home but possible.
1130261748316024832 2019-05-19 19:59:34 -0400 <kaholarose> @realDonaldTrump Mad Magazine’s stock would have just shot thru the roof. Too bad.
1130261747699453952 2019-05-19 19:59:34 -0400 <Ashlynn139> @realDonaldTrump Lol #maga
1130261747288477696 2019-05-19 19:59:34 -0400 <ayaninurface> @realDonaldTrump @FoxNews  https://t.co/vDkWSdy9Oq
1130261745094799366 2019-05-19 19:59:33 -0400 <bert87819886> @realDonaldTrump @FoxNews hard to believe anyone wasting time on you! Hurry up 2020...we need new people in the white house!
1130261741835837440 2019-05-19 19:59:33 -0400 <Earthling45> The only Iran @realDonaldTrump knows. #cadetbonespurs @Stop_Trump20 @CorporatePiggie @sianoresist @funder @gtconway3d @GeorgeTakei @Rene_gadeCowboy @ProudResister @UROCKlive1 @malinablue @PlayingPolitix @56blackcat  https://t.co/OFPYDziWOQ
1130261740925661184 2019-05-19 19:59:32 -0400 <syssecserv> Otherwise, go take your "tough talk" and your "meaningless rhetoric" with you to the LAKE OF FIRE, Mr. President, @POTUS @realDonaldTrump, because that's the FINAL DESTINATION of your ETERNAL SOUL, sir!
1130261740070023169 2019-05-19 19:59:32 -0400 <kotv9699> @realDonaldTrump  https://t.co/Fs575qZfbh
1130261739180892160 2019-05-19 19:59:32 -0400 <AbbasRezaeiS> @realDonaldTrump At least you have found out that Caps lock doesn't work, big step for you!
1130261738568540161 2019-05-19 19:59:32 -0400 <dalaimo13> @realDonaldTrump @FoxNews As if we needed any more proof you’ll turn on literally anyone who doesn’t support you 100% in whatever you do lol
1130261738560131072 2019-05-19 19:59:32 -0400 <ParsonBrown22> @tedlieu @realDonaldTrump Rep Lieu is Duetche cooperating with HOUSE if not how can you make them need this info. This could be the oval office tapes of Nixon era
1130261736928317440 2019-05-19 19:59:31 -0400 <JanetTokich> @realDonaldTrump @FoxNews Going to watch Pete but not you.
1130261736848809984 2019-05-19 19:59:31 -0400 <joero3> @realDonaldTrump Get back to us when you have actually read the report.
1130261736710389762 2019-05-19 19:59:31 -0400 <duck_modern> @sam_vinograd @realDonaldTrump Trump’s Islamophobia and Bolton’s desire for regime change is in no way a reason for even a single life to be lost. Unfortunately trump is incapable of seeking peace, only hate and destruction.
1130261735003381761 2019-05-19 19:59:31 -0400 <BudzDaisy> @realDonaldTrump This is nothing but Ziocon warmonger propaganda talk, &amp; you know it. If you're genuinely interested in averting war w/ Iran, then schedule a one-on-one meeting with @HassanRouhani . You did the same w/ North Korea's Kim Jong Un - why is this situation any different?? #MakeTheCall
1130261734441332736 2019-05-19 19:59:31 -0400 <Laura77773> @dklohse @realDonaldTrump Also  our  wonderful  Pres.  talks about   things  that  are  very   good  &amp;  always  help  Americans ....always  ...he is the  BEST !
1130261733979885569 2019-05-19 19:59:31 -0400 <Stepp1A> @RJRosenstein You were definitely the frail nerdy kid who got bullied everyday in school... and then again at your doj job by @realDonaldTrump  🤦‍♂️
1130261732549484544 2019-05-19 19:59:30 -0400 <Barkiologist> @realDonaldTrump @FoxNews Pants on fire
1130261730020478976 2019-05-19 19:59:30 -0400 <h_mahdavii> @realDonaldTrump @FoxNews خودتو مسخره کردی یا مارو؟ یه روز میگی حمله نمیکنم یه روز میگی حمله میکنم ناموسا چند چندی با خودت؟
1130261729504649217 2019-05-19 19:59:30 -0400 <PTI_Craze> @realDonaldTrump 😂😂
1130261725163466754 2019-05-19 19:59:29 -0400 <deborahc613> @realDonaldTrump @FoxNews Garbage tv. Garbage potus.
1130261725050224640 2019-05-19 19:59:29 -0400 <rossko57> @realDonaldTrump @FoxNews Hey Don, here's an idea  &lt;snicker&gt; You go on that silly TV channel and then when they don't expect it talk trash &lt;giggle&gt; and then we'll go in the treehouse and throw eggs at em &lt;snort&gt;
1130261724722917376 2019-05-19 19:59:29 -0400 <CO0483T> @realDonaldTrump @FoxNews Poor Trump.  👶
1130261723288621056 2019-05-19 19:59:28 -0400 <MorriganQuinn> @realDonaldTrump  https://t.co/PdNvts7iDv
1130261722743181312 2019-05-19 19:59:28 -0400 <gloriarizzo16> @realDonaldTrump  Mayor Pete  Doesn’t like Tweets, so have at it, Sir.
1130261722269409282 2019-05-19 19:59:28 -0400 <CaptainLetdown> @realDonaldTrump I think, with this tweet, you finally became president.
1130261720251822080 2019-05-19 19:59:28 -0400 <MSwerissen> @realDonaldTrump @FoxNews Faux news =individual 1=bullshit =collusion =obstruction =Rupert shadow president.
1130261718641315842 2019-05-19 19:59:27 -0400 <DoncasterLass> @realDonaldTrump Awwww. Have they upset widdle Donny?  GOOD
1130261717781495809 2019-05-19 19:59:27 -0400 <AngryMama0808> @tsellers41 @LannyDavis @Comey @robreiner @realDonaldTrump The Democrats are not running on Socialism and FullTerm Abortions  but please by all means 🦜 your ConMan Cult leader.  It only proves my point!
1130261717332762624 2019-05-19 19:59:27 -0400 <kathy_granny> @realDonaldTrump I am ASTOUNDED at how just plain STUPID tRump is PERIOD
1130261717328519168 2019-05-19 19:59:27 -0400 <EAJRVA> @teenacardiel @realDonaldTrump Keep it holy, Q-tip
1130261717030789127 2019-05-19 19:59:27 -0400 <JanFred1903> @mont4president1 @melreynoldsU @realDonaldTrump @AP Obama was born in 1961. Vietnam war ended in 1975. That would make him 14.  Don't let the facts get in the way of your narrative. #TheMoreYouKnow
1130261716196052992 2019-05-19 19:59:27 -0400 <Nimavazirii> @realDonaldTrump @FoxNews If you intend to launch a war on Iran, Iran will be hell. All of you will be sentenced to death
1130261715558518784 2019-05-19 19:59:26 -0400 <2SidesOK> @realDonaldTrump Another prediction becomes a reality. We joked about keeping you away from the nuclear ☢️ button.   Now I’m worried again. ✌️☮️  https://t.co/r64WgpzVzv
1130261715147460609 2019-05-19 19:59:26 -0400 <mommd22> @tedlieu @realDonaldTrump There is enough NOW to impeach. There must be consequences for the immoral illegal actions !
1130261714774237186 2019-05-19 19:59:26 -0400 <gilbert182540> @realDonaldTrump
1130261712169361408 2019-05-19 19:59:26 -0400 <OneMarzian> @tedlieu @realDonaldTrump Then do it. Impeach him. We’re tired of talk. It’s time for action.  Pelosi says Trump 'every day gives grounds for impeachment' - CNNPolitics  https://t.co/k1rIEPKxkZ
1130261710567198721 2019-05-19 19:59:25 -0400 <ForProgressUSA> @realDonaldTrump @FoxNews Donald, are you upset that @FoxNews is reporting something that doesn't praise you? Have to out your anger about it on Twitter? Your behavior as President is simply embarrassing. You have proved that all you care about is your self-image. #NeverTrump #TrumpLies
1130261710311493632 2019-05-19 19:59:25 -0400 <PeggyacastleP> @RyanHillMI @realDonaldTrump You don't know what you're talkin about have you been to a trump rally deep state keep spreading lies I'm assuming you're part of it
1130261709082550275 2019-05-19 19:59:25 -0400 <leejcaroll> @realDonaldTrump Lies only necessary when facts/truth not on your side #liarinchief U lie about late term and ur insinuation "and worse" implication. Lauding GOP courtpacking? You and #godoffalparty #isisgop have to courtpack since that is the only way to put ur unwanted ideology, agenda in place
1130261707413233664 2019-05-19 19:59:24 -0400 <ManinBlack981> @donwinslow @BernieSanders @realDonaldTrump He can't "divide" dems up when he's the nominee.  https://t.co/i1matCD2RE
1130261707312521216 2019-05-19 19:59:24 -0400 <philbutta> @realDonaldTrump Wear it proudly ...  https://t.co/jVZ8W4Yhdg
1130261705601085445 2019-05-19 19:59:24 -0400 <thelizlouise> @realDonaldTrump You are a preck who paid for your side woman's abortion. You are strongly greedy &amp; self centered. Why be a liar about this? Everyone knows. You didn't even ware protection w/Stormy. You A-whole.
1130261704980533251 2019-05-19 19:59:24 -0400 <LeeAnneJarrett5> @leisflylow @MEMAPOPPI @PeteRepublicans @realDonaldTrump @FoxNews @HillaryClinton Actually, YOU were brainwashed to believe Hillary is "evil". What's sad is that you don't even realize it. 😳
1130261702593908736 2019-05-19 19:59:23 -0400 <ContraReplicaMX> #ContraRéplicaMx | @Huawei, entra a la lista negra de @realDonaldTrump    https://t.co/BtZoXKCUB2
1130261701436334080 2019-05-19 19:59:23 -0400 <simonmzayas12> @HananyaNaftali @IsraelUSAforevr @realDonaldTrump I stand steadfast with America and Trump and Israel and Netanyahu !!!
1130261701134147585 2019-05-19 19:59:23 -0400 <CoryKonners> @realDonaldTrump @FoxNews This guy is nuts
1130261700459028482 2019-05-19 19:59:23 -0400 <BacanLucho> @richard52622819 @PatrickRandall @itsJeffTiedrich @realDonaldTrump @BilldeBlasio A KNOCFK KNOCK ONE...  https://t.co/rVCOoKatZa
1130261699863437313 2019-05-19 19:59:23 -0400 <Thoreaus_Horse> @CardellChris @JeffreyGuterman @realDonaldTrump @FoxNews #PresidentCrazyPants
1130261699779596295 2019-05-19 19:59:23 -0400 <DonnaGa42274409> @MEMAPOPPI @PeteRepublicans @realDonaldTrump @FoxNews Did you vote for trump? His lifestyle is a sin. Cheated on wife's, lies, cheats on his taxes.....but you don't like a guy that's married to another man? Kinda hypocritical isn't it?
1130261699548856322 2019-05-19 19:59:23 -0400 <daveabrowne> @AmandiOnAir @DonCheadle @realDonaldTrump @DeutscheBank I'm convinced this is why so many on both sides are tepid about condemning Trump.  Turning his rock will expose them all.
1130261696680009729 2019-05-19 19:59:22 -0400 <edwardlepak1> @realDonaldTrump I agree with you hundred percent !
1130261694821871616 2019-05-19 19:59:21 -0400 <torontomike82> @realDonaldTrump @FoxNews Crack crack
1130261693144215555 2019-05-19 19:59:21 -0400 <SaveFarrisLSU> @lfung @ReliableSources @susannecraig @russbuettner @realDonaldTrump Craig and Fung didn't break a thing.     https://t.co/LRKt7884vU
1130261691072172033 2019-05-19 19:59:21 -0400 <Mijhy1> @UnNdicted @english_guy2 @realDonaldTrump 🤣🤣🤣
1130261689310404608 2019-05-19 19:59:20 -0400 <SoCalEdgyGal> @realDonaldTrump @FoxNewsSunday Wallace couldn’t even defend @TuckerCarlson &amp; @IngrahamAngle as @PeteButtigieg trashes them both by taking a small part of each of their comments &amp; twisting them! Wallace is a dirtbag! @FoxNews #MAGA #MAGA2020 #NeverPete
1130261689016803328 2019-05-19 19:59:20 -0400 <AddamWesneski> @realDonaldTrump #boring
1130261688614301697 2019-05-19 19:59:20 -0400 <ruffedge> @EtteTrump @realDonaldTrump @POTUS Keep it away from Kathy Griffith.....what ever her name is.
1130261687074877440 2019-05-19 19:59:20 -0400 <f_sedy> @RepJimLower @mmehenriquez @realDonaldTrump Wow !  Republicans Waking Up !
1130261686043258880 2019-05-19 19:59:19 -0400 <Adam011135321> @realDonaldTrump You sir.   Are turning in to a war monger.   Just like your boy Bolton
1130261683971080192 2019-05-19 19:59:19 -0400 <BayouXanadu> @realDonaldTrump  https://t.co/mMm7wZ0nus
1130261681660190720 2019-05-19 19:59:18 -0400 <Billybo01970321> Is Chris Wallace Buttigieg daddy! OMG THIS IS SO LAME NO SERIOUS QUESTIONS @realDonaldTrump @IngrahamAngle
1130261681471459334 2019-05-19 19:59:18 -0400 <SusanSusannix> @realDonaldTrump @FoxNews OF COURSE it is Chris Wallace 🙄, Pete Buttigieg is so full of himself he is full of crap he hasn't a clue. And his view on electoral college voting just proves he has no concept on the fairness of why the electoral college is fair  for every state and city.  Trump 2020
1130261680544460801 2019-05-19 19:59:18 -0400 <bguthrie1968> @toolsdude65 @MsRuthedelaRosa @realDonaldTrump @FoxNews @FLOTUS Trump Supporters ....  https://t.co/UpUTVBnSKa
1130261679915393025 2019-05-19 19:59:18 -0400 <realkimmiechoo> @realDonaldTrump @FoxNews Then where’s the border? #firejared
1130261678325522432 2019-05-19 19:59:18 -0400 <jeneilann_1966> @realDonaldTrump It’s easy to talk that way Trump when Iran already said they didn’t want war and how confusing you and your Adminstration is being...
1130261676475813888 2019-05-19 19:59:17 -0400 <jeedew> @realDonaldTrump It’s personal.
1130261674886422529 2019-05-19 19:59:17 -0400 <Chris_Blue2020> @idlover54 @coltsfan4life28 @PalmerReport @realDonaldTrump The orange ones?
1130261674886422528 2019-05-19 19:59:17 -0400 <MrFox44200072> @OertheRamparts @CindyEr14043668 @SpeakerPelosi @GavinNewsom @SenFeinstein @RepMaxineWaters @realDonaldTrump A productive citizen of Pelosiville!
1130261673896321026 2019-05-19 19:59:16 -0400 <TrouserWookiee> @realDonaldTrump @FoxNews It's called equal representation dipshit.  It's a law that networks have to abide by.  Oh wait... Sorry...here: #impeachment  https://t.co/8FEUVTMutw
