1161789595559911424 2019-08-14 19:59:59 -0400 <3rdbn1> @EdwardAshton30 @realDonaldTrump Bot
1161789585879437312 2019-08-14 19:59:56 -0400 <Sullidreamer> @mike_pence @realDonaldTrump Make America Gag Again
1161789585669513219 2019-08-14 19:59:56 -0400 <fhcu2013> @realDonaldTrump 川普显然是指：如果习不能快速解决香港问题，那就不是尊重人民的好人。同时强调，如果香港问题恶化，那么第一责任人就是习。但，tough business 和 Personal meeting在这里的上下文怎么翻译？🐻
1161789585212551168 2019-08-14 19:59:56 -0400 <SturdevantLynn> @realDonaldTrump Illegal immigrants are not eligible for welfare except for rare ... who would support more legal immigration if it weren't for welfare and entitlement programs.
1161789584642072577 2019-08-14 19:59:56 -0400 <jortmann> @GOPChairwoman @NCCivitas @realDonaldTrump You obviously ate paste as a child.
1161789584440795139 2019-08-14 19:59:56 -0400 <PartyPolitical7> @__elDuderino_ @realDonaldTrump be*
1161789583333326848 2019-08-14 19:59:56 -0400 <erth1006> @realDonaldTrump The President of the United States everyone....
1161789581680791553 2019-08-14 19:59:55 -0400 <oldDiver_rt> @parscale @realDonaldTrump So trump controls the border. How did they get back in
1161789581177622529 2019-08-14 19:59:55 -0400 <LLRobertson75> @mike_pence @realDonaldTrump Hell no we don’t! In fact we need the exact opposite. We need new leader ship… Preferably somebody with a brain &amp; morals &amp; a conscience. Someone who is in a white supremacist &amp; a liar. It’s funny you think he’s going to keep you as his running mate
1161789579386662912 2019-08-14 19:59:55 -0400 <whiskers163> @GregRubini @realDonaldTrump @Varneyco Trust me he knows
1161789577398386688 2019-08-14 19:59:54 -0400 <orangescumbag> @mike_pence @realDonaldTrump How about 40 years in prison... that’s where he’s headed..
1161789575859245056 2019-08-14 19:59:54 -0400 <JMathews2017> @VP @realDonaldTrump That can’t be any less productive than whatever it is these 2 numb nuts do on any other day.
1161789574974181376 2019-08-14 19:59:54 -0400 <Barbara12689822> @Top_Sergeant @realDonaldTrump You are correct! What does a Recession mean....lost jobs,  investments decrease, Home values decrease, govt has to tighten bootstraps...therefore services cut.  But Trump will still golf at taxpayers expense,his kids and he still rake in money from screwing America, and the world
1161789574772748288 2019-08-14 19:59:54 -0400 <ribbone9> @w_terrence @realDonaldTrump  https://t.co/30yerK1hqS
1161789574491725824 2019-08-14 19:59:54 -0400 <Vokskan1680> @matoosack @willchamberlain @davidhogg111 @realDonaldTrump Yeah... mind your own business.
1161789573900525569 2019-08-14 19:59:54 -0400 <ryandgmoore> @realDonaldTrump Bonkers.
1161789572348559360 2019-08-14 19:59:53 -0400 <LatinoInitUSA> @realDonaldTrump You don’t have to be a Republican or Democrat, just a decent human being to understand that this  racist abomination must be defeated.  Register to vote against him and all his enablers.  #ElPasoTerroristAttack  #TrumpsTerrorists  #AnyoneButTrump2020  https://t.co/wOd23R74fz
1161789572176592896 2019-08-14 19:59:53 -0400 <beachkatie> @eugenegu @realDonaldTrump You are a Doctor ! Stay out of Economic policy Sir !
1161789570192740352 2019-08-14 19:59:53 -0400 <StevenCFrank> @realDonaldTrump Does he have the respect of the Muslim people in his country?
1161789568804429830 2019-08-14 19:59:52 -0400 <john_busbin> @realDonaldTrump I think we should stay out of it. Completely.
1161789568405798912 2019-08-14 19:59:52 -0400 <telangpudebaba2> @realDonaldTrump  Free America, shooting every day, flying the flag at half-mast every day, the air thieves are sweet. Supporting Philadelphia's independence, Trump, you should listen to the appeals of the American minority. Are they going to be independent?
1161789566862467074 2019-08-14 19:59:52 -0400 <cd_smithy> @mike_pence @realDonaldTrump The future of a movement is conditioned by the fanaticism, yes, the intolerance, with which its adherents uphold it as the sole correct movement, and push it past other formations of a similar sort.  Adolf Hitler
1161789564438163457 2019-08-14 19:59:51 -0400 <HowzitUSA> @morten @laureldavilacpa @realDonaldTrump A repeat of the last GOPher administration.
1161789563704156161 2019-08-14 19:59:51 -0400 <MrSquishyC0okie> @w_terrence @realDonaldTrump "Obama couldn't create jobs for his 2 puppies" you do realize the unemployment rate went down in 2010 (and to this day continues to drop), right? Yes Trump has maintained it but he inherited a rate that was on the verge of record defying. They both contributed.
1161789562269528064 2019-08-14 19:59:51 -0400 <heathermae777> @DonaldJTrumpJr @realDonaldTrump @JoeBiden The Trumps hold 130+ patents in China... and counting.
1161789559979544583 2019-08-14 19:59:50 -0400 <el_jayee> @realDonaldTrump Hey trump and mike read this. Please resign and leave DC.” We The People”had enough  https://t.co/bz6fORHssc
1161789559929233408 2019-08-14 19:59:50 -0400 <Mrtruckdriver11> @realDonaldTrump Okay
1161789559463657472 2019-08-14 19:59:50 -0400 <bigp1830> @real_defender @realDonaldTrump He is an Embarrassment!
1161789559375425536 2019-08-14 19:59:50 -0400 <Littlwyng> @GerriannTealer @davidhogg111 @realDonaldTrump Maybe he’s waiting for all the info, before spouting off like most fools in this thread.
1161789559262388224 2019-08-14 19:59:50 -0400 <deb_deschenes> @DonnaPrather @VP @realDonaldTrump No kidding.
1161789557567680512 2019-08-14 19:59:50 -0400 <flamingo2487> @No1EverListenz @Strandjunker @realDonaldTrump I save the "C" word for Kelly Anne Conway.  He's mushroom McDickface.
1161789557043585026 2019-08-14 19:59:50 -0400 <AConcertMom> @realDonaldTrump So what are you doing about safety?  A wall isn’t going to protect us from this domestic terrorist that you’ve created.
1161789556049502208 2019-08-14 19:59:49 -0400 <heyitszax> @JoeSalt8 @stillgray @realDonaldTrump But you’re suggesting to ignore him. How is that better?
1161789555701424130 2019-08-14 19:59:49 -0400 <UniquelyDee10> @rhonda_harbison @VP @realDonaldTrump  https://t.co/92hJ1MAzhO
1161789554589917186 2019-08-14 19:59:49 -0400 <Veganforlife111> @rrock83571156 @walterowensgrpa @realDonaldTrump Yes trump will walk on hot coals to save the enterprise starship from the klingons. He will the eat an extinct dinosaur and crush the enemy within. That’s how any trump follower sounds, completely out of touch.
1161789554128375809 2019-08-14 19:59:49 -0400 <Butters989> It's vexatiously comical that the Canadian media attempt to change the channel towards the @realDonaldTrump when @JustinTrudeau has just been busted on ethics not just once, but TWICE! And yesterday the Debates Commissioner denies @MaximeBernier an invitation to both debates.
1161789551532302337 2019-08-14 19:59:48 -0400 <GOPcrazies> @realDonaldTrump BADPOTUS, UNFIT TO SERVE!
1161789551465172992 2019-08-14 19:59:48 -0400 <JimmyJimtie> @realDonaldTrump Forget it Donnie, you’re out of your element.
1161789551104462853 2019-08-14 19:59:48 -0400 <trumpenough> @washingtonpost This question supposes that @realDonaldTrump Trump is capable of thinking
1161789550966071296 2019-08-14 19:59:48 -0400 <LyndaBroadfoot> @realDonaldTrump If we’re winning, why did you backdown?  Why not break China if we can?  America could be great again??  Clearly you messed up by saying you would put it off to not affect the US.
1161789550424780800 2019-08-14 19:59:48 -0400 <AngeliquJones> @mike_pence @realDonaldTrump Both are you are the devils demons !!
1161789548612993026 2019-08-14 19:59:48 -0400 <CBRN_CS_Burns> @SimonBe57101015 @ArnotbUp @ExemptMeNow @pam_sands @Mitch13343761 @EmmasBugsBunny @BrokennewsB @DogbiteBrian @missymohum @CovfefeSuziiQue @LisaThePatriot @kmc1230 @mamacat2u @ScorpiusUrsa @lucielocket51 @itsme_user @IDeploreable @ycamrahp18 @cen_1776 @Tami__G @DougBoykin1 @GlimmerOfHope73 @Blakdragonheart @AZSCOTTZ @baconinabun @Ciderbrain @Martineezze @CensoredVeteran @ratbone2791 @justanormalrep1 @rickymessi9 @foghrnLeghrn810 @racingfreak24 @_trbltrbl_ @JamieNi68586232 @9MOR17008 @luvyabitches @Rick62529900 @no_silenced @KamalaHarris @IvankaTrump @FLOTUS @realDonaldTrump He needed to stay out of trouble. He was a strong advocate for gun rights, now he has silenced himself.
1161789547958681600 2019-08-14 19:59:47 -0400 <JacquelineDax> @realDonaldTrump Our Dow just plummeted though so???
1161789546633158658 2019-08-14 19:59:47 -0400 <karingkaren00> @realDonaldTrump You speak push government attack and talk about a negotiating meeting with you to solve the problem?   Come on!  You talk people to to danger you never talk to protect people useless they are not white seed.   War monger.
1161789546280968195 2019-08-14 19:59:47 -0400 <CherieNadro> @Dre_day23 @tlfordxx @CharityMain306 @iDanielTX @thebradfordfile @realDonaldTrump @ErinBurnett  https://t.co/kUOooccJOx
1161789545626644480 2019-08-14 19:59:47 -0400 <Nick1113G> @realDonaldTrump   Yeah.  Fucking asshole.
1161789545001754625 2019-08-14 19:59:47 -0400 <nullnotvoid> @parscale @realDonaldTrump Retweeting immigrant hate meant more to Donald Trump than offering support to the nation as six cops were shot in Philadelphia.
1161789544989155330 2019-08-14 19:59:47 -0400 <bert_strijk> @StewardshipAmer @realDonaldTrump How is it in Moscow comrade?
1161789543881814021 2019-08-14 19:59:46 -0400 <Daniel27232126> @TrumpStudents @realDonaldTrump If playing golf is working hard then yes.
1161789541834846208 2019-08-14 19:59:46 -0400 <DavidAMaroni3> @w_terrence @GlenWoodfin @realDonaldTrump Me no matter what they say or do.
1161789541570818048 2019-08-14 19:59:46 -0400 <thatssocute> @cjrmurphy1 @realDonaldTrump I couldn't help but wonder (read in SJP Sex and the City voice).....  Is Trump tanking the economy because he's stupid or because Putin wants him too?  Either way it's a win for Putin.
1161789540924874753 2019-08-14 19:59:46 -0400 <EdJaworowicz> @realDonaldTrump treating him like a little kid will be taken as an insult and make things worse.
1161789540065001473 2019-08-14 19:59:46 -0400 <honeygirl1978> @realDonaldTrump What fking lies #TrumpLiesEveryTimeHeSpeaks  #TrumpRecession  #TrumpCrash  #GrifterInChief
1161789538907414528 2019-08-14 19:59:45 -0400 <great_dane_dad> @realDonaldTrump Not a chance. #TrumpRecession
1161789536772300801 2019-08-14 19:59:45 -0400 <ARA45064005> @realDonaldTrump He Must Ask For One, He Needs Your Wisdom .
1161789535321124864 2019-08-14 19:59:44 -0400 <tedbrassfield> @realDonaldTrump Mercantilism is an outdated idea, no wonder the #TrumpRecession is looming.
1161789535291920384 2019-08-14 19:59:44 -0400 <Delta5by5Dawn> @AMSurvivalists @jaimec729 @realDonaldTrump Of course he is and always has been.  He's more fake than a bar full of Hooters waitresses.  https://t.co/nuzhyFleUk
1161789534834765824 2019-08-14 19:59:44 -0400 <JohnLukeSam1> @realDonaldTrump  https://t.co/ySRf8L2ttV
1161789533526081536 2019-08-14 19:59:44 -0400 <sperky11> @realDonaldTrump  https://t.co/bMZstEiOl1
1161789533123313664 2019-08-14 19:59:44 -0400 <ejmoulton33> @JanetSScott @MarkJKremer @realDonaldTrump Oh yeah. It’s sad. They’re getting what they voted for. Sadly the rest of us and our families are collateral damage.
1161789530787262470 2019-08-14 19:59:43 -0400 <USA201700> @realDonaldTrump AMEN!!!!!
1161789528669065217 2019-08-14 19:59:43 -0400 <FarmLadyFarm> @BugsGonnaBug @realDonaldTrump The dude is dry-begging on twitter 😝😝😝
1161789527398264833 2019-08-14 19:59:42 -0400 <BigJoe88586045> @real_defender @realDonaldTrump You are a Russian bot.
1161789525942837249 2019-08-14 19:59:42 -0400 <mgtymoose13> @realDonaldTrump Sir, I’m smelling false flag deep state dumbassery in philly, my hunch is to push the tabled red flag laws into existence through fear narratives, you cannot allow Lindsay Graham or anyone to push unconstitutional laws. We voted for you to protect our rights don’t let this happen
1161789524940414977 2019-08-14 19:59:42 -0400 <RustiGirl1441> @bm029444 @realDonaldTrump All you people know how to do is yell. Keep screaming, girly.
1161789524063772673 2019-08-14 19:59:42 -0400 <elizabeth_rydan> @realDonaldTrump Is that why your MAGA shit is made there, Mr. ‘America First?’  https://t.co/NSqfG8xx0l
1161789523296215040 2019-08-14 19:59:42 -0400 <wiresink> @real_defender @realDonaldTrump Did you not see his aderall induced sweaty sloppy pulsating pile of flubberbab at his helicopter gaggle last week? Oh, that’s right, you’re it real.
1161789523052904448 2019-08-14 19:59:41 -0400 <fitchic56522321> @GersonBorrero @errollouis @InsideCityHall @chriscquinn @realDonaldTrump Thanks, for that! Why does Errol continue to give the Mayor a platform for his presidential campaign? He’s NOT saying anything many NYers want to hear. There are much more interesting guests we could benefit from.
1161789519986737152 2019-08-14 19:59:41 -0400 <TassajaraRd> @realDonaldTrump “Personal meeting” ?  President XI is kinda busy right now #Dotard 🙄. Doubt if he has time to go thru your insane twitter page &amp; look for an invitation from the #WhiteSupremacistInChief ok ?  🙄
1161789519273832449 2019-08-14 19:59:41 -0400 <agraddi> @realDonaldTrump If you aren't careful, people will find out that you failed economics ( your only course from Wharton).
1161789518221107200 2019-08-14 19:59:40 -0400 <Kjaerringa> @realDonaldTrump Prices HAVE gone up. You might not care, but those of us who are not millionaires do!
1161789517696831488 2019-08-14 19:59:40 -0400 <lori41799> @realDonaldTrump  https://t.co/8drkyPdMLr
1161789517340319744 2019-08-14 19:59:40 -0400 <joesvs800> Would that this were true!   POTUS @realDonaldTrump  Can we start with Albany NY?  Can Don Jr. run for Governor?   I live a block away from Comrade Andrew and can't afford to move!
1161789517319299073 2019-08-14 19:59:40 -0400 <AutismMama88> @realDonaldTrump He's a dictator and you want to be like him. You will get literally NOTHING from China; they have deals with all but the USA. You have failed in every aspect of the office you hold and life in general. #TrumpRecession #TrumpBodyCount #TrumpIsAWhiteNationalist
1161789517101248513 2019-08-14 19:59:40 -0400 <Charles04826599> @suburbanality @realDonaldTrump @POTUS You can trust Trump more than one can trust Democrats obviously
1161789515893268480 2019-08-14 19:59:40 -0400 <EmmasBugsBunny> @Mitch13343761 @realDonaldTrump Haha you're so desperate
1161789515347955723 2019-08-14 19:59:40 -0400 <ArnotbUp> @ExemptMeNow @pam_sands @Mitch13343761 @EmmasBugsBunny @BrokennewsB @DogbiteBrian @missymohum @CS19092693 @SimonBe57101015 @CovfefeSuziiQue @LisaThePatriot @kmc1230 @mamacat2u @ScorpiusUrsa @lucielocket51 @itsme_user @IDeploreable @ycamrahp18 @cen_1776 @Tami__G @DougBoykin1 @GlimmerOfHope73 @Blakdragonheart @AZSCOTTZ @baconinabun @Ciderbrain @Martineezze @CensoredVeteran @ratbone2791 @justanormalrep1 @rickymessi9 @foghrnLeghrn810 @racingfreak24 @_trbltrbl_ @JamieNi68586232 @9MOR17008 @luvyabitches @Rick62529900 @no_silenced @KamalaHarris @IvankaTrump @FLOTUS @realDonaldTrump He does always 👍
1161789515322683392 2019-08-14 19:59:40 -0400 <MeiLi45236547> @SoapyRS @realDonaldTrump you must be kidding me
1161789514416893954 2019-08-14 19:59:39 -0400 <MarkVanHouten3> @realDonaldTrump “It was Thomas Edison who brought us electricity, not the Sierra Club. It was the Wright brothers who got us off the ground, not the FAA. It was Henry Ford who ended the isolation of millions of Americans by making the automobile affordable, not Ralph Nader.  Thomas Sowell
1161789513213124613 2019-08-14 19:59:39 -0400 <dougharris66> @realDonaldTrump He’s obviously a better leader than you, he bested you on the tariffs, he knows it, you know it and the world knows it! Great negotiator my butt!
1161789513015992321 2019-08-14 19:59:39 -0400 <jjnap22> @realDonaldTrump Donald, make up your mind! First you swore the tariffs had NO EFFECT ON AMERICAN CONSUMERS, EVEN THOUGH EVERYONE DISAGREED! Now you're saying that we'll delay the tariffs so THEY DON'T HAVE A SERIOUS NEGATIVE AFFECT ON XMAS SHOPPERS! WHICH IS IT?  YOU CAN'T HAVE IT BOTH WAYS!
1161789512080613376 2019-08-14 19:59:39 -0400 <OctoberTweets> @Strandjunker @realDonaldTrump 45
1161789511405207552 2019-08-14 19:59:39 -0400 <ONeillJane> @realDonaldTrump just making sure you saw this. Is Fox News Fake News now? Bc they’re correct for once?   https://t.co/kH2VYYBsDQ
1161789506707689478 2019-08-14 19:59:38 -0400 <SeeNoEv37403523> @conniejimjoe @suzishore @w_terrence @realDonaldTrump Wow Connie, you may want to put some holy water on that wound.
1161789505189212160 2019-08-14 19:59:37 -0400 <Cybercheto> @fernandeznorona @realDonaldTrump Ojalá ya no te dejen entrar para que te quedes en el país a trabajar pinche sanguijuela del erario público.
1161789503901753345 2019-08-14 19:59:37 -0400 <Bellami25984672> @realDonaldTrump #whinylilbitch
1161789502249152520 2019-08-14 19:59:36 -0400 <tonytoneskee> @realDonaldTrump I have so many questions sir! If #China is “eating” #tariffs via currency devaluation and it’s just us and China, who was eating them a week ago? And if China has only devalued by a couple % and tariffs are 25%, who is eating the rest? #BigFatUglyBubbleProblems
1161789501611495425 2019-08-14 19:59:36 -0400 <ntmoulton> @realDonaldTrump I agree, saddest tweet I’ve seen today.
1161789501443723264 2019-08-14 19:59:36 -0400 <russburt5> @realDonaldTrump Everyone wishes you knew what you’re talking about but it’s pretty obvious you got nothing.  The worst human being ever!
1161789501095731202 2019-08-14 19:59:36 -0400 <BrocatoJoan> @TomFitton @Riskographer2 @JudicialWatch @realDonaldTrump @TuckerCarlson It was A Collusion 👉Clinton/Obama and the Russians and UK, etc😕😕😕
1161789501074792448 2019-08-14 19:59:36 -0400 <Jamie1074> @realDonaldTrump #RapistInChief  #ImpeachDonaldTrumpNOW  #LockHimUp  https://t.co/EkPj4O1XP2
1161789500131090432 2019-08-14 19:59:36 -0400 <WeirdoGHarding> The libs and lgbt+ are trying to start a #recession to make our dear leader @realDonaldTrump  look bad. He’s the best president ever and he will save our economy from anti capitalist gays.
1161789499090669568 2019-08-14 19:59:36 -0400 <lillimere> @realDonaldTrump  https://t.co/hXEirgSugb
1161789495404105729 2019-08-14 19:59:35 -0400 <24sales2U> @realDonaldTrump 100,000 sign petition to rename 5th Avenue in front of Trump Tower after Barack Obama
1161789495148208128 2019-08-14 19:59:35 -0400 <LindakF5> @realDonaldTrump Daughter does business on China, son in law hangs with murderers, father and sons are unsavory in business, father and older son are adulterers. Could go on and on.  Your kid is not the sharpest tool in the shed is he.  He's just a tool.
1161789494674239489 2019-08-14 19:59:35 -0400 <HaroldC58530587> @mike_pence @realDonaldTrump Not according to other polls, your quoting breitbart LMAO. Like bannon would tell the truth about the failed racist, pathological Liar president.
1161789493915082753 2019-08-14 19:59:35 -0400 <akajinglesloll> @realDonaldTrump are we helping them?  They are hurting
1161789493889982464 2019-08-14 19:59:35 -0400 <Earnie51> @SenSchumer @PollyThomsonStr @realDonaldTrump He doesn't care about anything but his agenda, and this isn't on it.  American government under 45 has lost its moral compass which helped guide foreign policy to intervene to protect people's rights.
1161789493147574278 2019-08-14 19:59:34 -0400 <4football2> @realDonaldTrump  https://t.co/uPw7culhTg
1161789492874711040 2019-08-14 19:59:34 -0400 <Cyber_Gangster_> @RichieFed @realDonaldTrump I sure don't respect him.
1161789491784404992 2019-08-14 19:59:34 -0400 <Monkeu5> @realDonaldTrump WRONG! Wrong on almost every level.
1161789489821429760 2019-08-14 19:59:34 -0400 <HectorRamones8> @GrigoryYR @chise991 @Lukallen @CharlyFoxtrotB @Claudiashein @diazpol @realDonaldTrump @lopezobrador_ Tonto tonto tonto👊👊
1161789488340721665 2019-08-14 19:59:33 -0400 <Jwplumber96Troj> @mike_pence @realDonaldTrump More the four
1161789485719457794 2019-08-14 19:59:33 -0400 <KatTalesTV> @RepSwalwell @QuancyClayborne @realDonaldTrump People who equate only the wealthy as virtuous are very ignorant. Extreme Wealth is NOT necessarily equated with virtue quite the contrary in most cases
1161789485350359040 2019-08-14 19:59:32 -0400 <Sullidreamer> @SoapyRS @realDonaldTrump Make America Gag Again
1161789484993617920 2019-08-14 19:59:32 -0400 <LittlejonAllen> @VP @realDonaldTrump You are lying. The economy has been growing for 123 months, and jobs have grown for 105, you and the con man have only been there 31 months.
1161789481902624768 2019-08-14 19:59:32 -0400 <keeptofacts> #MAGA Just in case you only watch Fox and/or believe @realDonaldTrump’s bragging.  He had nothing to do with the Shell plant built in  Pennsylvania. It was announced and started in 2012.  Trump claims credit for Shell plant announced under Obama  https://t.co/tp8NLphWRB
1161789480778395648 2019-08-14 19:59:31 -0400 <USuckDT> @w_terrence @realDonaldTrump  https://t.co/nRPpAHBFLT
1161789480769998849 2019-08-14 19:59:31 -0400 <DogOwens> @parscale @realDonaldTrump  https://t.co/TyfRgjXAp8
1161789480480567298 2019-08-14 19:59:31 -0400 <maryhardesty_> @voxleftist @realDonaldTrump 🙋🏽‍♀️I don’t like him
1161789480145231874 2019-08-14 19:59:31 -0400 <CPDennisE> @GOP @realDonaldTrump What a farce, empty words with absolutely no meaning‼️ IF the @GOP really meant what this tweet said you would force #MoscowMitch to stop blocking legislation on gun safety‼️ Do you have the guts???
1161789480002473984 2019-08-14 19:59:31 -0400 <itanimulli79> @VirguezFranklin @TITORODRIGUEZZ @realDonaldTrump #LimpiezaSocial
1161789477704085510 2019-08-14 19:59:31 -0400 <jack2e> @realDonaldTrump Sad that Jr lied about you fighting China your “whole career”.  #LiarInChief #TrumpIsAWhiteSupremacist #MoscowMitch
1161789476802195456 2019-08-14 19:59:30 -0400 <francandysoda> @realDonaldTrump All green card repients must pay for their medical treatment in advance so they do not leave a debit..
1161789476475035649 2019-08-14 19:59:30 -0400 <paulajo89> @real_defender What has @realDonaldTrump done for you or the American people?  Show proof and don't lie.
1161789475221118981 2019-08-14 19:59:30 -0400 <jubilado251> @karen_mcafoos @jmandese @realDonaldTrump Me too.
1161789475032354816 2019-08-14 19:59:30 -0400 <TerriKincaid> @realDonaldTrump OMG, don't you have a job? Is it raining &amp; you can't golf? You've tweeted 16 things on less then 24 hours. And it's not even 8PM. You usually tweet the real wacky shit late at night. I can't imagine how insane tonight's tweet storm will be.
1161789474759741446 2019-08-14 19:59:30 -0400 <myselfpropelled> @realDonaldTrump As if you have any real relevance other than your destruction of America's standing in the world.
1161789474420002819 2019-08-14 19:59:30 -0400 <UnxitJohn> @realDonaldTrump Follow after peace with all men, and the sanctification without which no man shall see the Lord:
1161789472859709441 2019-08-14 19:59:29 -0400 <Saintsdiva88> @realDonaldTrump  https://t.co/2pl9Z2RdRq
1161789472817733632 2019-08-14 19:59:29 -0400 <fusillyjerry> @realDonaldTrump Bankrupting Farmers and losing their markets forever is REALLY SAD
1161789472561909760 2019-08-14 19:59:29 -0400 <HotepWithit> @Ryan_Clearwater @realDonaldTrump I’ve seen a few videos. That’s the next project on my list. Wanna grab another 9mm for myself and the lady. A home shotty and build an AR. Busy busy
1161789469998997505 2019-08-14 19:59:29 -0400 <Jeffreyalvey> @GOPChairwoman @NCCivitas @realDonaldTrump Ronna Spin 🚨.... NCCivitas is a CONSERVATIVE “think tank” in NC...  Wonder who they are polling????
1161789469982412800 2019-08-14 19:59:29 -0400 <p_jeanne97> @realDonaldTrump With an actual leader with a brain you mean?
1161789467780354048 2019-08-14 19:59:28 -0400 <MAlfreno> @realDonaldTrump #LIAR
1161789467541352448 2019-08-14 19:59:28 -0400 <peacefrog67> @mike_pence @realDonaldTrump Oh shit!!! I didn't see it was from breitbart!!! Must be true 🖕
1161789465653739520 2019-08-14 19:59:28 -0400 <Geo_Kazan> @YahooFinance @elerianm @realDonaldTrump @GOP      The sad part is this all could have been prevented. On US about negative yield, I don't want to think about the damage that this would cause.
1161789465540681728 2019-08-14 19:59:28 -0400 <1776FREEDOMNOW> @realDonaldTrump . &gt;&gt;BREAKING:  WHISTLE BLOWER EXPOSES GOOGLE'S 1984 FREE SPEECH SUPPRESSION MACHINE!!!   &gt;&gt;&gt;GOOGLE BROKE OWN SEARCH ENGINE TO SUPPRESS FREE SPEECH..... &gt;&gt;STILL HAPPENING NOW!!!!   https://t.co/UUBgotZljr
1161789464903081986 2019-08-14 19:59:28 -0400 <JoshRosenau> Now would be an excellent time for @realDonaldTrump to release his tax returns.   https://t.co/OwGByL09pb
1161789464240369665 2019-08-14 19:59:27 -0400 <LiberalMo> @jeremynewberger @realDonaldTrump 🤣🤣🤣🤣🤣🤣🤣 NAILED IT!
1161789462298279936 2019-08-14 19:59:27 -0400 <lynnkosmakos1> @realDonaldTrump Which specific tariffs are the Chinese "eating"?  Electrical components? Appliances? Solar panels? After market auto parts? Cables? No,no no,no + no.
1161789460893306886 2019-08-14 19:59:27 -0400 <TheAtlanticVamp> @realDonaldTrump  https://t.co/WSfUKgzC2Z
1161789460352241669 2019-08-14 19:59:27 -0400 <debmisscue> @ChaseWoofer @DemocratRacist @Cupcakelb @JonathanFalcons @mmpadellan @realDonaldTrump You said something about no proof, like him. Just needed clarification
1161789460129992715 2019-08-14 19:59:26 -0400 <deplorablebot72> @thebradfordfile @JewelsJones1 @realDonaldTrump  https://t.co/oUg0EcDjGG
1161789459538554881 2019-08-14 19:59:26 -0400 <AAsshole5> @maisygrace @realDonaldTrump My mom has always been mom. She still is a 90. I'm postwar baby at 72 and proud of her and America. Not happy about Trump. My mom's words. Mine too.
1161789459341414400 2019-08-14 19:59:26 -0400 <thisiscrap56> @realDonaldTrump On TWITTER?????
1161789458280136704 2019-08-14 19:59:26 -0400 <MikeDuPuis15> @manny_ottawa @realDonaldTrump Adler is a hateful leftwing loser in a dieing industry desperately trying to remain relevant
1161789458146037760 2019-08-14 19:59:26 -0400 <nonnameawesome> @w_terrence @realDonaldTrump The uneducated. The uneducated are with you.
1161789455356846084 2019-08-14 19:59:25 -0400 <bluebludgardenr> @DonaldJTrumpJr I've been trying to send an email to @POTUS @realDonaldTrump but his official email addy inbox is too full. Can you help?
1161789454211792898 2019-08-14 19:59:25 -0400 <tbeaux29> @SoarOnTheWings @History27361891 @realDonaldTrump Love this guy!
1161789454090219522 2019-08-14 19:59:25 -0400 <Victoria4061> @realDonaldTrump 🚨 FOX News 🚨 “President Trump's disapproval rating has jumped to 56 percent in a Fox News survey released Wednesday, just one point shy of the record high in Fox News polling.” #Winning! #MAGA #TrumpPoll #FoxNews #GOP #AmericanSwamp   https://t.co/QfRiCNi4eU  https://t.co/7hZhxYph40
1161789453263933441 2019-08-14 19:59:25 -0400 <ConcreteJungel> @Miguel74576325 @ElectrkSexPants @Tasham315Tasha @CityofTwoRivers @w_terrence @realDonaldTrump @ewarren Not as sad as your going to feel for another 4years
