905581371229396993 2017-09-06 19:59:58 -0400 <Torrid_Zone> @cspanwj ...it's US vs Them Sir...@realDonaldTrump  https://t.co/9jc7BaIrzN
905581369979535362 2017-09-06 19:59:58 -0400 <tunesville1> @EvaBelgium2 @watchesthesky @BrotherVet @TEN4Texas @cheran67 @mayorga_frances @abc7elex @4DC4USA @realDonaldTrump @LegendaryEnergy @ThomasWictor @JannaWilkinso69 @MrsKHuie @ndb4ever @Linking_Mercury @POTUS He has flaws, which Pres didn't ? At least that was long ago not while in office like Slick Willie or Kennedy.
905581364300455941 2017-09-06 19:59:56 -0400 <swon26> @thehill LYING to Americans! This what she learned from conman, pathological LIAR @realDonaldTrump!
905581364291944448 2017-09-06 19:59:56 -0400 <Peppermintmom> @realDonaldTrump You gave away the farm.  We want border funding NOW. Keep your promises
905581362350100482 2017-09-06 19:59:56 -0400 <DawnLenhardt> @Impeach_D_Trump @realDonaldTrump Because he is ill of knowledge
905581356213825536 2017-09-06 19:59:54 -0400 <IrishMamba25> @ThinkFreely4u @StevenBuzinski @realDonaldTrump Whatever helps you sleep at night
905581355739881477 2017-09-06 19:59:54 -0400 <goodbye56789> @zip_zac_111 @SteveBoyer5000 @realDonaldTrump That's a lie. This isn't about Obama. Stay on topic bot.
905581355425083392 2017-09-06 19:59:54 -0400 <carneyja> @Fahrenthold @realDonaldTrump he's not gonna give dickty shit
905581351985930240 2017-09-06 19:59:53 -0400 <quiltmomemmy> @Scavino45 @POTUS @realDonaldTrump @GovAbbott @GregAbbott_TX Kelly and McMaster are manipulating you...their blockage of info to you is treason!!
905581346986356740 2017-09-06 19:59:52 -0400 <Golmer> @realDonaldTrump  https://t.co/4lYDYRB08Q
905581339944112134 2017-09-06 19:59:50 -0400 <Silv_018> @realDonaldTrump die
905581339872595968 2017-09-06 19:59:50 -0400 <VivaLaColten69> @charliekirk11 What can we do? It's like the GOP doesn't realize we just elected @realDonaldTrump
905581336110485506 2017-09-06 19:59:50 -0400 <ThinkClearly4u> @DanHogan25 @StevenBuzinski @realDonaldTrump What does corporation mean to you?
905581322902667264 2017-09-06 19:59:46 -0400 <joesmo0021> @HuntsmanAbby Love me some Abby Huntsman but you were way off by saying President @realDonaldTrump should inv Obama in to discuss immigratio
905581321711480832 2017-09-06 19:59:46 -0400 <ShirBrown1> @realDonaldTrump ridiculous.  So now u r at ANOTHER pep rally about 2 lie abt. taxation.  Wow.  But theres always the photo-op AFTER Irma.
905581319467311104 2017-09-06 19:59:46 -0400 <NancySThompson> @johnpavlovitz @realDonaldTrump Amen, brother!
905581318376914944 2017-09-06 19:59:45 -0400 <sito0625> @AmericanHotLips @SparkleSoup45 @realDonaldTrump @LVNancy @TrumpGirlStrong @TrumpsBlonde @Jason67Patriot @StacyLStiles @michaelbeatty3 @ManMountain78R3 @RuthieRedSox @InTheYear1611_ Picture speaks a thousand words
905581317118713856 2017-09-06 19:59:45 -0400 <ttamyak> @realDonaldTrump why can't everything be done bipartisan??!GOP and @SpeakerRyan are the REAL roadblocks in America!  https://t.co/lqPNcK5Krr
905581313205395457 2017-09-06 19:59:44 -0400 <KirstyT22> @realDonaldTrump But climate change still isn't real right..? Mother Nature is a hard ass.👎
905581311750000640 2017-09-06 19:59:44 -0400 <TapestryofPeace> @drelove66 @Ryguy380 @zekellie @Sus16160794 @Impeach_D_Trump @realDonaldTrump #bot
905581306137980929 2017-09-06 19:59:42 -0400 <PStartek> @realDonaldTrump @FLOTUS .  Let me understand: $1m of your own money?  Hahahahahahahaha...  https://t.co/eHiBOmpS1u
905581305731141633 2017-09-06 19:59:42 -0400 <PattyPV> @realDonaldTrump Nah - Rush Limbaugh says it's fake news dreamed up by climate-changers. Invite him to Mar-a-Lago to celebrate his conservative insight!
905581305198510080 2017-09-06 19:59:42 -0400 <shepherddrop> @LouDobbs @realDonaldTrump Keep it up @LouDobbs!! DON'T wait to get hit, before delivering the KO Punch!!  RINO REPLACEMENT!!  You  on board?!!!!  #MAGA! NOT A SLOGAN!
905581302396710912 2017-09-06 19:59:42 -0400 <Sammypooh13> @Jayson510 @Impeach_D_Trump @realDonaldTrump I second this
905581301394268160 2017-09-06 19:59:41 -0400 <jusoyano> @Impeach_D_Trump @realDonaldTrump He's oblivious to that fact too much to process
905581301171924992 2017-09-06 19:59:41 -0400 <rleon1961> Y estos son huracanes "atípicos" ??? @realDonaldTrump  https://t.co/QXX7U7hUEu
905581296595939330 2017-09-06 19:59:40 -0400 <soldiershomenow> @the_real_shull @adamjohnsonNYC @abstvradio @realDonaldTrump what're yyou waiting for? Send massive food, water, medical aid and housing supplies immediately to our neighbors in need!!
905581294205235204 2017-09-06 19:59:40 -0400 <DAC3591> @realDonaldTrump You go boss! If the bums won't #MAGA, go around them. Whatever it takes.  #ThrowTheBumsOut #DitchMitch &amp; Ryan.
905581293949333505 2017-09-06 19:59:40 -0400 <GovernorDan> @ChicagosMayor fairly sure Chicago has bigger problms than banning @realDonaldTrump. Like oh I dunno the war zone murder rate there #DACA
905581293286686720 2017-09-06 19:59:39 -0400 <WildcatIndiana> @Impeach_D_Trump @realDonaldTrump He doesn't like brown people, unless they work at his golf courses.
905581292393082880 2017-09-06 19:59:39 -0400 <1ztBornUnicorn> @Impeach_D_Trump @realDonaldTrump No he doesn't.
905581289528492032 2017-09-06 19:59:38 -0400 <LeeAnndelCasti2> @realDonaldTrump Sorry Bismark! We're running out of cities t/ Marvelous Mystery ME ME ME  Rallies. Apologies 4  Any  https://t.co/yajqU5V5sA WH for clean up
905581287745912832 2017-09-06 19:59:38 -0400 <tillwoman> @realDonaldTrump Resign now or be impeached &amp; go to jail. Pick one. Guess which one the majority of the country wants to see? #ImpeachTrump #TrumpRussia
905581287309795328 2017-09-06 19:59:38 -0400 <DavidAA54676855> @ColumbiaBugle @realDonaldTrump Let's try a new health care!!
905581285401403392 2017-09-06 19:59:37 -0400 <juzzinsane> @DonaldJTrumpJr @IvankaTrump @POTUS @realDonaldTrump @EricTrump @SteveDaines @SecretaryZinke @GregForMontana @seanhannity @PressSec @vp  https://t.co/3vMOv4AGtc
905581283828367360 2017-09-06 19:59:37 -0400 <NorthernRednek1> tRump still thinks tweeting w/ NK is a joke. How are you going to handle this situation w/ NK @realDonaldTrump  https://t.co/y4ATdwNfwl
905581282347888640 2017-09-06 19:59:37 -0400 <nickdeluise> @shannonkerriga8 @realDonaldTrump Oh word forgot I have to drop everything cause you have something to say
905581268800335874 2017-09-06 19:59:34 -0400 <glrosario_> @McconnellFatima @erikforCO @realDonaldTrump Why so combative? I'm just inviting you guys to volunteer, politics aside. I have family in Fayetteville too. Stay safe. God bless.
905581268406067200 2017-09-06 19:59:33 -0400 <ColRevDyess> @realDonaldTrump THERE WILL BE NO GUILT IN ENFORCING THE LAW! ONLY THE GUILT IN FAILURE TO MAKE AMERICA GREAT AGAIN! WHEN WINNING 2X HARDER!
905581267604971521 2017-09-06 19:59:33 -0400 <stopbeingaderp> @realDonaldTrump #trumpcoward  https://t.co/15ymw8sMOk
905581257706307585 2017-09-06 19:59:31 -0400 <LizardBrainiac> @GodforTrump @The_Trump_Train @realDonaldTrump California WAS part of México and was already populated by Mexicans before it became parte of USA.
905581254334144512 2017-09-06 19:59:30 -0400 <gtata51> @realDonaldTrump @veganvecoh Thank you dear POTUS , We love you.
905581252715143173 2017-09-06 19:59:30 -0400 <ptubs> @GabrielVisco1 @scheung45 @sibley_marcia @realDonaldTrump @CNN @MSNBC They were monitoring in case he said anything batshit crazy. Other than that he was just lying about how we are the most taxed nation.
905581252404801543 2017-09-06 19:59:30 -0400 <happyatlastlove> @ColumbiaBugle @realDonaldTrump That was his first visit he did not meet a single person he did not step out within the people the truth was told
905581251670806528 2017-09-06 19:59:29 -0400 <BMarcadia> @realDonaldTrump says #IrmaHurricane is 'not good', damnit! I was hoping it'd 'tremendous' forget #MAGA i want to #MakeHurricanesGr8Again 😂
905581251616231428 2017-09-06 19:59:29 -0400 <charlesharris0n> @realDonaldTrump I do not understand !  Raise the debt ceiling, no o- care repeal and replace, limit immigrants - blocked by judges, WT ????
905581245194752004 2017-09-06 19:59:28 -0400 <1inaGillian> i am sad @realDonaldTrump
905581244469182464 2017-09-06 19:59:28 -0400 <KimbaGross> @paulkrugman @realDonaldTrump WE ARE NOT THE HIGHEST TAXED DUMMY!!
905581244464766976 2017-09-06 19:59:28 -0400 <MrsTLBerger> @ColumbiaBugle @realDonaldTrump If there are problems, they are a result of @realDonaldTrump and NO one else.
905581242602663940 2017-09-06 19:59:27 -0400 <somollywood> @mikeDsailors @realDonaldTrump The ratings are gonna be THROUGH THE ROOF. Except no one will have roofs anymore.
905581239998013443 2017-09-06 19:59:27 -0400 <IrishMamba25> @ThinkFreely4u @StevenBuzinski @realDonaldTrump For the love of God. Are you, as a person, a corporation?
905581238559412224 2017-09-06 19:59:26 -0400 <MargieAnita> @johnpavlovitz @realDonaldTrump Breaks my heart, Trump is spiritually dead!
905581237728837632 2017-09-06 19:59:26 -0400 <kann_van> @sd21852 @KendraWrites @feefeelaruepoo @DCNative01 @Jrosa753 @Rick_in_Ky @KazmierskiR @SSBN624Blue @GeeGJU @207_Melissa @bigsensitiveman @N_AmerSolutions @T_and_A_Racing @trumpsbabypenis @steph93065 @sonofanders121 @Oil_Ranger @KhalidGoldstein @JustinJ47513192 @GrandmaThunder @JoanneVazzano @MaryEBarnes @PennyHicks13 @sdarkwah @MarisDesoto @CathyRobertsonF @SAHCalifornia @AlwaysActions @Veteran4Trump @BarbMuenchen @NetworksManager @TruckerBobS @ChristieC733 @LindaSuhler @bfraser747 @VFL2013 @realDonaldTrump @POTUS 👍🏻
905581234641829888 2017-09-06 19:59:25 -0400 <victortheonebd> Lo bueno es que el calentamiento global no existe, verdad ??@realDonaldTrump #katiahurricane #IrmaHurricane #JoseHurricane
905581233823993857 2017-09-06 19:59:25 -0400 <buckingham_ruth> @realDonaldTrump #Keep up the great work as always President Trump!! Pray for you every day!!👍👏👌🙏😇🇺🇸🇺🇸🇺🇸
905581233484288002 2017-09-06 19:59:25 -0400 <Morrigan_Wolfe> Wow...... even Facebook are trying to frame you Donny! Sad.  @realDonaldTrump #RussiaGate  https://t.co/cdNcv4pfON
905581228874764288 2017-09-06 19:59:24 -0400 <Ernierouge> @JoshShapiroPA @ElvisSinatra @realDonaldTrump Great it's about time they stop the fool, at the Whitehouse
905581226840530944 2017-09-06 19:59:24 -0400 <Tastywaves46> @TTownJoe @appalachianheel @BreitbartNews @realDonaldTrump   https://t.co/fwpVtW2VqG
905581225250873344 2017-09-06 19:59:23 -0400 <KennethT1963> The Lords response to America for electing Trump! Get Woke &amp; Vote! @realDonaldTrump @KamalaHarris @ChrisCuomo @BarackObama @Bakari_Sellers  https://t.co/vqHY4TQf2x
905581222520209408 2017-09-06 19:59:22 -0400 <LwinKoOo9> @realDonaldTrump That is good!!
905581220184170496 2017-09-06 19:59:22 -0400 <ThinkClearly4u> @DanHogan25 @StevenBuzinski @realDonaldTrump I will just continue down the path I started on
905581220016381953 2017-09-06 19:59:22 -0400 <cbjackson1> @realDonaldTrump Don't worry Donny boy, just go back to golfing
905581217579335680 2017-09-06 19:59:21 -0400 <80k_0k8> @TheRynheart @realDonaldTrump This is one of the things that seemed total obvious after the elections: $$$$ in Russian money, and, possibly dark US money funding ads.
905581215859822592 2017-09-06 19:59:21 -0400 <GarthVader777> @mrntweet2 @SteveKingIA @realDonaldTrump Texas is underwater and some crazy asshole wants to start a nuclear pissing contest... with Kim Jong Un.   But this is top priority?
905581212441337857 2017-09-06 19:59:20 -0400 <Universecarpent> @ColumbiaBugle @realDonaldTrump 😂😂😂😂😂😂 I just bought 2, I couldn't find toilet paper at the grocery store... The quality is inferior, but...
905581208599498752 2017-09-06 19:59:19 -0400 <Brains_for_USA> @TXIndepndnt1836 @DavidPaulJenner @JesseKellyDC @realDonaldTrump Yes. Schumer has always been Democrat/Liberal. On the other hand Trump as played every other tune.
905581208335130624 2017-09-06 19:59:19 -0400 <chuerta1> @TwterGun @paulkrugman @realDonaldTrump It's a LIE designed you instill fear no matter what rates he's talking about. To be honest I doubt if he knows anything about rates.
905581208138076165 2017-09-06 19:59:19 -0400 <drillingdeepne> @politico @realDonaldTrump speaking? Fuck him....it's just another lie! The world views you as a joke. Not a leader. Not as POTUS. As a FAILURE. Again
905581207726915584 2017-09-06 19:59:19 -0400 <grantresists> @realDonaldTrump Yeah, like you really want to be in North Dakota.  You are so phony.
905581207508836352 2017-09-06 19:59:19 -0400 <AnnCoulterChat> @mariawynne65 @USAGSessions @realDonaldTrump @IvankaTrump @jaredkushner    https://t.co/yt1hCxucDv
905581206900580352 2017-09-06 19:59:19 -0400 <4joachim> @realDonaldTrump Donald J Trump Works Hard Everyday; He Works For America Now. More Done In 8months Than obam's 8yrs, Our Own U.S. Resource Endow.  #MAGA USA
905581204795146240 2017-09-06 19:59:18 -0400 <PepinoGuardiola> @VicenteFoxQue @realDonaldTrump //chinga tu madre!, inútil!
905581203427926020 2017-09-06 19:59:18 -0400 <connaig> @Acosta @jaketapper @realDonaldTrump When will we see the checks?
905581202677137410 2017-09-06 19:59:18 -0400 <DanteUSAInferno> @realoldschool1 @lucidige @gingwing23 @VicenteFoxQue @realDonaldTrump He was NEVER president to me, given Russia-gate circumstantial evidence &amp; corruption of executive power--illegitimate! Removal 👉 only option
905581198222786560 2017-09-06 19:59:17 -0400 <MarieFran10> @TwineFlu @Mad_Mike22 @CKGDrew @pastormarkburns @realDonaldTrump Very true Sir 👍♥️🇺🇸🙏🇺🇸
905581185748918272 2017-09-06 19:59:14 -0400 <ttiger2004> @VicenteFoxQue @realDonaldTrump They're illegal aliens. Not the Cornerstone of anything. The Cornerstone of the USA are those who sacrificed their lives for FREEDOM.
905581184805085184 2017-09-06 19:59:13 -0400 <NancySThompson> @EdKrassen @realDonaldTrump I think we're more like 37th.
905581181047107585 2017-09-06 19:59:13 -0400 <Massey0547> @RandyRainbow @realDonaldTrump:  U should watch THIS wonderful interview with Kellyanne! Randy gives the best interview! U'll likee!
905581179633577984 2017-09-06 19:59:12 -0400 <SageSoccorsi> I would argue @realDonaldTrump commits more crime and costs taxpayers more than #DREAMers. #DACA
905581179167838208 2017-09-06 19:59:12 -0400 <ErinHelgren> @realDonaldTrump ...but climate change isn't real, right? #idiot
905581177335099392 2017-09-06 19:59:12 -0400 <goodbye56789> @Love2RideHonda @littledebskis @mwtaylor1980 @TheAdvancedEye @thedonaldreddit @realDonaldTrump Hi Donnie we know it's you.
905581176026308608 2017-09-06 19:59:11 -0400 <Ohiogrl48> @realDonaldTrump Stop undoing everything Obama did.  He's a much better man than you could ever dream being and he's a much better president!!!
905581175250485250 2017-09-06 19:59:11 -0400 <Seemom4cash> @athought @EdKrassen @realDonaldTrump You're too old to be living in your mama's basement but hey...I guess there's no age limit to that as long as she's still here.
905581174185185280 2017-09-06 19:59:11 -0400 <ernie_hostetter> @melvintr0y @EdKrassen @realDonaldTrump When bots meet bots
905581173736214529 2017-09-06 19:59:11 -0400 <MUNWispy> @realDonaldTrump Good job on the Debt Ceiling/Hurricane relief. Yes, I'm a Rep. Start new party, Common Sense Party.
905581169294450688 2017-09-06 19:59:10 -0400 <koumiss> @JesseKellyDC @realDonaldTrump Really? This deal was boiler plate debt ceiling/Harvey aid. Not worth spending time on politicians posturing.
905581169240104961 2017-09-06 19:59:10 -0400 <TheMinuteMan_> @Percym52 @realDonaldTrump oh you were alive when Hitler murdered 6 mil Jews. Sorry I don't see the comparison you try to make here.
905581167818268673 2017-09-06 19:59:09 -0400 <JosephH19165129> @Daily_Defender I don't think this would be a bad idea and I don't think @realDonaldTrump would shudder one bit - he has enough w/ his name on it in NYC
905581167797301248 2017-09-06 19:59:09 -0400 <rampage_misfit> We got nuclear war, civil war and a triple threat match of hurricanes coming toward us. Keep up the great work @realDonaldTrump.  https://t.co/zigzqgHFhV
905581164961951744 2017-09-06 19:59:09 -0400 <terri33333> @Eugene_Robinson @realDonaldTrump He is a liar and a hypocrite what do u expect autocrat he gets away with whatever he wants
905581160817991681 2017-09-06 19:59:08 -0400 <JoseA8861> @realDonaldTrump To clean the house
905581159668748288 2017-09-06 19:59:08 -0400 <genxgurl1> @realDonaldTrump Daca was expiring. The only way to protect Daca kids PERMANENTLY was to end it and instruct congress to reform our US immigration laws.
905581157722361856 2017-09-06 19:59:07 -0400 <EllenVarn> @realDonaldTrump You better go check on your resort in the Caribbean
905581154404884481 2017-09-06 19:59:06 -0400 <charliebrown991> @CorbinTheGreat1 @ANEs_Mom @benshapiro @realDonaldTrump whats that
905581151393329154 2017-09-06 19:59:06 -0400 <lynne_kern> @Team_Trump45 @realDonaldTrump   https://t.co/suds0U46py
905581147270373376 2017-09-06 19:59:05 -0400 <Pimp_Magnet> @Armchaircoach0 @realDonaldTrump "I'm not A Female," WTH R-U Talkin about??!
905581146238459904 2017-09-06 19:59:04 -0400 <dbfoster> @lipstickittty Hey, Hey, Hey...to be fair...these Dreamers may have rights to be here, they just don't have the permits. Amiright @realDonaldTrump ?!?!
905581141884882947 2017-09-06 19:59:03 -0400 <ilovespunky8> @trentster @realDonaldTrump Were you around for the lawsuits over him not allowing black people to live in his apartments,because he had the applications flagged?I was
905581141188599808 2017-09-06 19:59:03 -0400 <LeesaStevenson4> @realDonaldTrump Dems won't help
905581140886511617 2017-09-06 19:59:03 -0400 <AnnCoulterChat> @mariawynne65 @USAGSessions @realDonaldTrump @IvankaTrump @jaredkushner   https://t.co/LoKbH3mWoG
