905581371229396993 2017-09-06 19:59:58 -0400 <Torrid_Zone> @cspanwj ...it's US vs Them Sir...@realDonaldTrump  https://t.co/9jc7BaIrzN
905581140655964167 2017-09-06 19:59:03 -0400 <ziggiec> @RachelMaddowSho why now ask Congress for funds for border wall. Thought Mexico was paying @realDonaldTrump
905581135543099392 2017-09-06 19:59:02 -0400 <damnnpam> @LondonCityAlan @najanaja5402 @realDonaldTrump 👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼👴🏼🤦🏾‍♂️🤡
905581134297395200 2017-09-06 19:59:01 -0400 <shannoneelise1> NO tax cuts for the wealthy!!! @realDonaldTrump  https://t.co/cdKp9t77U1
905581131835289601 2017-09-06 19:59:01 -0400 <GOPsucksass> @itsAdamJSmith @girlsreallyrule @HillaryClinton is everything @realDonaldTrump isn't-intelligent, witty, supremely qualified for the presidency....
905581130707034114 2017-09-06 19:59:01 -0400 <TapestryofPeace> @Ryguy380 @zekellie @Sus16160794 @Impeach_D_Trump @realDonaldTrump   https://t.co/2EjqbKkyZk
905581127359799296 2017-09-06 19:59:00 -0400 <Martin951xx> @realDonaldTrump   https://t.co/UO5MQQeFvb
905581124050497536 2017-09-06 19:58:59 -0400 <ByrnePip> @Impeach_D_Trump @realDonaldTrump Too dumb to know or care!!!
905581122817490944 2017-09-06 19:58:59 -0400 <poche_ricky> @Christinascanl5 @realDonaldTrump Yep!! The Big Dog is back and those others need to act right or they will be over looked!! 🇺🇸Making America Greater Than Ever Before🇺🇸
905581122368757761 2017-09-06 19:58:59 -0400 <SunshineXander> @realDonaldTrump You're already to close to the Canadain border.  We don't want you thug in Canada.
905581121903005696 2017-09-06 19:58:59 -0400 <mewmewmew13> @realDonaldTrump @POTUS  #TrumpTaxes  https://t.co/o9Sp2zgB0T
905581120959389696 2017-09-06 19:58:58 -0400 <Influwinschial> Can Irma turn around and go hit North Korea? @realDonaldTrump
905581120166608896 2017-09-06 19:58:58 -0400 <swirllysunspot> @AdrianeKaylor @realDonaldTrump @FLOTUS @sendrelief @RedCross @SalvationArmyUS @IvankaTrump @IvankaTrumpHQ @DonaldJTrumpJr @EricTrump They are trying to do good helping folks who have lost almost everything. U on the other hand can't appreciate human decency toward others.
905581118497292288 2017-09-06 19:58:58 -0400 <Peppermintmom> @realDonaldTrump   https://t.co/Z7sajVDCjc?amp=1
905581116370939904 2017-09-06 19:58:57 -0400 <ThinkClearly4u> @DanHogan25 @StevenBuzinski @realDonaldTrump   https://t.co/mCTx1Per6D
905581113581678592 2017-09-06 19:58:57 -0400 <mavwc> @ColumbiaBugle @realDonaldTrump First mistake is using fox for a information source.  They are for entertainment only.
905581112348614656 2017-09-06 19:58:56 -0400 <RathusSpencer> @realDonaldTrump Mueller
905581109202763776 2017-09-06 19:58:55 -0400 <Decreevy> @AndyKimy @realDonaldTrump Can't even imagine POS 45 doing anything resembling proper work in that office. Seriously. He's on the Grift, that's where his energy goes!
905581104303833088 2017-09-06 19:58:54 -0400 <ewcummings> Maybe evidence @realDonaldTrump is willing to smash status quo. Or maybe for me the triumph of hope over experience?  https://t.co/xSJRr5TODz
905581103263690754 2017-09-06 19:58:54 -0400 <Nicole96490452> @realDonaldTrump I WANT OBAMA BACK
905581101976080386 2017-09-06 19:58:54 -0400 <debsomewhere> @Impeach_D_Trump @protesting2016 @realDonaldTrump @realDonaldTrump he doesn't know that...
905581100440879104 2017-09-06 19:58:53 -0400 <raisingabel> @LouDobbs @realDonaldTrump Today proves Schumer runs the show..not DTrump, PRyan MMcConnell "We The People" r screwed
905581098381434880 2017-09-06 19:58:53 -0400 <BottleNoseDfin> @Team_Trump45 @realDonaldTrump   https://t.co/clLK3BMfhs
905581097307832320 2017-09-06 19:58:53 -0400 <patfoster698> @snarky_op @YesYoureRacist @realDonaldTrump I do not know how this country can do this. DJT is trying to force Congress to act - they better act FAST!
905581094329778176 2017-09-06 19:58:52 -0400 <kann_van> @sd21852 @DCNative01 @KendraWrites @Jrosa753 @KazmierskiR @SSBN624Blue @GeeGJU @207_Melissa @bigsensitiveman @N_AmerSolutions @T_and_A_Racing @trumpsbabypenis @steph93065 @sonofanders121 @Oil_Ranger @KhalidGoldstein @JustinJ47513192 @GrandmaThunder @JoanneVazzano @feefeelaruepoo @MaryEBarnes @PennyHicks13 @sdarkwah @MarisDesoto @CathyRobertsonF @SAHCalifornia @AlwaysActions @Veteran4Trump @BarbMuenchen @NetworksManager @TruckerBobS @ChristieC733 @LindaSuhler @bfraser747 @VFL2013 @realDonaldTrump @POTUS 👍🏻
905581091414781955 2017-09-06 19:58:51 -0400 <deborahengle1> @MarioV7 @JanWindglows @realDonaldTrump No, I get it. He has child-like reactions to these impending disasters.  What more can we say.  The man is an idiot.
905581087811829764 2017-09-06 19:58:50 -0400 <realgenlee> @VicenteFoxQue @realDonaldTrump   https://t.co/qVg7K0eVIa
905581086901755904 2017-09-06 19:58:50 -0400 <Tangoper1> @Chelonia1 @funder @AP @FLOTUS @realDonaldTrump But she actually worked to become legal, you know.
905581086322851840 2017-09-06 19:58:50 -0400 <Picklesjohnson> @TranslateRealDT @realDonaldTrump there isn't a natural disaster  that will ever be worse than the results of the 2016 Presidential election. #unfitpotus
905581083097391104 2017-09-06 19:58:49 -0400 <TheGeekHoard> @LexusGuy63 @ColumbiaBugle @realDonaldTrump   https://t.co/iwwnsKbSkX
905581082761773056 2017-09-06 19:58:49 -0400 <DianeChavez2> @realDonaldTrump  Your supportive base is very worried about DACA being allowed and illegals not leaving! Very worried.
905581081700831232 2017-09-06 19:58:49 -0400 <lambert6266> @realDonaldTrump Will you be coming to asses the fires here in Montana
905581080647843840 2017-09-06 19:58:49 -0400 <Hound_11> @realDonaldTrump 1v1 me for next election, I'm fuckin serious
905581077414244352 2017-09-06 19:58:48 -0400 <Summerskies12> @LouDobbs @realDonaldTrump Paul Schumer (formerly @SpeakerRyan) is a disgrace to any conservative.
905581074574651392 2017-09-06 19:58:47 -0400 <grumpasaurus> @realDonaldTrump   https://t.co/G5cW9Rdzgy
905581074100736004 2017-09-06 19:58:47 -0400 <tammy1819> @Impeach_D_Trump @realDonaldTrump Cause he thinks Puerto Rico is in Africa.
905581071890305024 2017-09-06 19:58:47 -0400 <zachsweet12> @LouDobbs @realDonaldTrump   https://t.co/K8bLOlsW1B
905581071827218432 2017-09-06 19:58:47 -0400 <hiedyhunter1> @Fahrenthold @Im_TheAntiTrump @realDonaldTrump Don't hold your breathe the dude is broke
905581069289885696 2017-09-06 19:58:46 -0400 <Jonny_Reckless7> @pulpfictionaly @realDonaldTrump   https://t.co/0Vt4zWbChN
905581063484743680 2017-09-06 19:58:45 -0400 <KyloRepublican> @KurtSchlichter @townhallcom @realDonaldTrump @GOP But NOW @GOP lawmakers are going on TV complaining that Trump worked with @TheDemocrats &amp; didn't get any spending cuts? I don't understand?
905581063317139461 2017-09-06 19:58:45 -0400 <diana_presente> @realDonaldTrump  https://t.co/TvM3fvUXMP
905581061417119745 2017-09-06 19:58:44 -0400 <yomoneyweb> @RalphMyvetbiz @myvetbiz @luke184lisa @GovExec @VA @POTUS @realDonaldTrump @DrPhilRoe @SecShulkin @VAChair @VAVetBenefits @DeptVetAffairs @LisaMarieMagin @MHVChampion @ChaunceyLRobins @MinWWalker01 @AmericanLegion @VFWHQ @LegioninDC @BenjaminKrause @HouseVetAffairs @WhiteHouse @CNN @FoxNews @CBSNews @NBCNews @PressSec @AP The Airplanes came after bush, now the #Hurricanes are coming after @POTUS
905581056178323456 2017-09-06 19:58:43 -0400 <magnus_ivan> @RyanPiersMedia @realDonaldTrump @HRBlock Haven't been on Twitter in a few days, what delights did I miss?
905581055935172610 2017-09-06 19:58:43 -0400 <MainStreetMuse> @_AmericansFirst @jhf5 @danhomick @realDonaldTrump The legislative branch fell down on the job during eight years of Obama. Party of "just say no" can't lead at all. Just says no.
905581043754917889 2017-09-06 19:58:40 -0400 <Robmol311> @EdKrassen @realDonaldTrump That's right Ed he should cut government spending that's part of balancing the budget.
905581043394252800 2017-09-06 19:58:40 -0400 <biy2c> @realDonaldTrump @DonaldJTrumpJr  #MAGA  https://t.co/RX8s8GZFOG
905581041011884032 2017-09-06 19:58:39 -0400 <Jj26410313> @AD_WHITMAN @GeorgiaDirtRoad @POTUS @realDonaldTrump Unamerican piece of crap schumer is
905581039858458625 2017-09-06 19:58:39 -0400 <mackeemason> @RomischMatt @jules_su @realDonaldTrump You almost made it a month, good job.
905581035030802433 2017-09-06 19:58:38 -0400 <Ghomie5> @Impeach_D_Trump @realDonaldTrump Cause he gotta stay in the red states
905581034594500608 2017-09-06 19:58:38 -0400 <ToddSwa77108920> @ColumbiaBugle @realDonaldTrump It might be better to enhance Medicaid than to fix a broken policy
905581032300314628 2017-09-06 19:58:37 -0400 <6529> @Linda75775671 @LowranceAlice @nypost @POTUS @IvankaTrump @realDonaldTrump Thanks I just ate dinner. Nauseous now
905581027623653376 2017-09-06 19:58:36 -0400 <diana_presente> @realDonaldTrump  https://t.co/TvM3fvUXMP
905581026793152514 2017-09-06 19:58:36 -0400 <GenXMedia> America, this is your #POTUS - He's gleefully excited that people will suffer and die. All hail @realDonaldTrump your #MAGA hero. #RESIST  https://t.co/wLyUr4mEpu
905581026533048320 2017-09-06 19:58:36 -0400 <rcs2019> @VicenteFoxQue @realDonaldTrump Andas muy proactivo chente. Porque no trabajaste así cuando fuiste presidente?
905581022984724480 2017-09-06 19:58:35 -0400 <Chey1Sanders> @Impeach_D_Trump @realDonaldTrump He doesn't know they're a US territory, remember?
905581022917603328 2017-09-06 19:58:35 -0400 <Mr_Bobblehead73> @Juice_lX @PaRog5 @ConcordJellyJam @MCMikeSkywalker @DCitizenBader @JeffFink18 @geoffreysperl @DaysLeft4Trump @realDonaldTrump And of course that's all you have, haven't met a trumpian with simian intelligence, let alone human.  https://t.co/f0KnIcYVxg
