880939000793411584 2017-06-30 19:59:59 -0400 <mindeolrae391> @realDonaldTrump 🤗🤗😍😍
880938933294682113 2017-06-30 19:59:43 -0400 <MEEPPSison> @way2frank @UDubMLIS @SheahanFelicia @DannyDeraney @SweetLianne @JulietJeske @kaitlancollins @realDonaldTrump   https://t.co/tckLYkMoLA
880938928693403648 2017-06-30 19:59:42 -0400 <horsesandhounds> @JEM_in_MS @TalbertSwan @boboloca @CamillaDorand @realDonaldTrump @Morning_Joe Why are democrats and the media more outraged about Trump's tweets and not the murder of a young girl.  Teddy was a hero to Liberals?  https://t.co/x7IqZjWQwy
880938927695290370 2017-06-30 19:59:42 -0400 <228Years> @DanScavino @POTUS @realDonaldTrump You lose.  https://t.co/NySfLD81ZK
880938927556874240 2017-06-30 19:59:42 -0400 <dswanman1> @realDonaldTrump @Morning_Joe Some Congress, news, talk shows demean him day and night.  Not once a public statement defending him, but here they are pointing fingers!lol
880938924750757888 2017-06-30 19:59:41 -0400 <sophiaapollo1> @realDonaldTrump They will not let us say what we want.
880938923786108928 2017-06-30 19:59:41 -0400 <JrLawrenceG> @realDonaldTrump Well there's a goat rodeo waiting to happen, but not unexpected for #TheApprentice. Out of his depth as he breaks ANOTHER campaign pledge.
880938912562237442 2017-06-30 19:59:38 -0400 <wellsab> @ruffleddove @GregGnoffo @PattyArquette @itsdickenstime @realDonaldTrump But I'm not sure whether or not they are all fake news. If they are, no point.
880938909877899264 2017-06-30 19:59:37 -0400 <EDWINKONSEPT> @marivilla_lobos @StollmeyerEU @realDonaldTrump @Twitter @morningmika That doesn't sound like an "Elite" management perspective on the situation.
880938905704509441 2017-06-30 19:59:36 -0400 <DREWCIFER70> @Protrump45 @realDonaldTrump @NASA This is a fraud account paid for by Putin &amp; Trump. #covefefe
880938903338876928 2017-06-30 19:59:36 -0400 <Chale59> Thank goodness for sanity. I don't want @realDonaldTrump or Putin knowing my SSN and voting record.  https://t.co/SNSyMe0lkq
880938902445588480 2017-06-30 19:59:36 -0400 <colleen0120> If U repeal Obamacare without already having another plan in place, Republicans will lose in 2018 @realDonaldTrump @BenSasse @SenDeanHeller
880938899304067072 2017-06-30 19:59:35 -0400 <AnjiUsa> @ananavarro @USA_WINGMAN @realDonaldTrump I thought you belived in Equal treatment?
880938893901615105 2017-06-30 19:59:34 -0400 <tomas723> @realdonaldtrump i hope that some day i am around to come piss on your grave, although you probably like the thought of that
880938886192562176 2017-06-30 19:59:32 -0400 <samwittchen> Thank you, @GovernorTomWolf, for protecting our privacy &amp; refusing to comply with @realDonaldTrump's questionable demands for voter info.
880938882602340352 2017-06-30 19:59:31 -0400 <HalHanlin> @realDonaldTrump Um... whut? That was fluff. Facts, Mr. Trump. Something with facts would be dandy. Not imaginary, magical new energy sources you made up.
880938881478262785 2017-06-30 19:59:31 -0400 <redslayer1201> @realDonaldTrump Blah! Blah! Blah!
880938880991494146 2017-06-30 19:59:30 -0400 <SteveInReno> @KatTachera1 @realDonaldTrump @Morning_Joe Embarrassing, isn't it. I'm glad I won't be traveling abroad anytime soon. I'd hate to have to try to explain POTUS to anyone.
880938877564760064 2017-06-30 19:59:30 -0400 <ma0058> @realDonaldTrump Sooooo........if she was not bleeding....you would have had sex with her.....Even though YOUR MARRIEd!So moral. So hyp critical So christain
880938877313097729 2017-06-30 19:59:30 -0400 <Juginut> @realDonaldTrump fighting back 👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻  https://t.co/dl46VjAQBW
880938875446677504 2017-06-30 19:59:29 -0400 <disqualify_gop> @realDonaldTrump Maybe you should consider the option! Unless you intend to harm yourself
880938874708480000 2017-06-30 19:59:29 -0400 <tricia_stockman> @Harlan @realDonaldTrump We need term limits she has sucked on the taxpayer dole for so long. She told me look at the little white girl in a group of minority's.
880938873920114692 2017-06-30 19:59:29 -0400 <ScottArkenberg> @realDonaldTrump @Morning_Joe You have a choice! Watch something else....your tongue is the problem, Mr. Trump! Name calling...cutting people down?! Sad. I pray for you!
880938873571946498 2017-06-30 19:59:29 -0400 <KennethHeer> @realDonaldTrump  says he never saw shrink. Probly means he did see one. #indivisible #not my president ,#ImpeachTrump  #neanderthalTrump  https://t.co/gwntx8F5WF
880938873110630400 2017-06-30 19:59:29 -0400 <massRN> @zcarlady1 @truthteller8889 @StachedMan @patty_nightgown @_Kitty_Wampus_ @VicenteFoxQue @realDonaldTrump Where is the bleach for my eyes?
880938870078046208 2017-06-30 19:59:28 -0400 <KentsWorldUS> @Stutheshoe3 @NewsView100 @adamcbest @realDonaldTrump Believe in Trump? What does that mean?
880938868526239745 2017-06-30 19:59:27 -0400 <mannyapz> @TuckerCarlson @realDonaldTrump @FoxNews Trump is what America needs
880938867628662785 2017-06-30 19:59:27 -0400 <futile21041> @TuckerCarlson @jeffmason1 @realDonaldTrump @FoxNews His*
880938864717811715 2017-06-30 19:59:27 -0400 <AndreasBoos> @realDonaldTrump @JoeNBC @morningmika   American is tired of Thinking Big.  We want to think Reasonably.
880938861165027329 2017-06-30 19:59:26 -0400 <1959mike0331> @realDonaldTrump Great work! :)
880938860343042048 2017-06-30 19:59:26 -0400 <Busta2810> @KephartZ @CzarIvanIV @marigoula5759 @TuckerCarlson @realDonaldTrump @FoxNews We're mostly lies. Compare that to stripping environmental &amp; animal welfare protections &amp; jobs for the family &amp; billionaires who appear to
880938859483324416 2017-06-30 19:59:25 -0400 <Chicago1Ray> @JacksonLeeTX18 @Valeriedoglover @realDonaldTrump   https://t.co/gfoqzIU0EY
880938858480902146 2017-06-30 19:59:25 -0400 <stribj01> @realDonaldTrump Losing!!! You are losing because of your colluding!
880938855314096128 2017-06-30 19:59:24 -0400 <welllookythere> @MarieRocco @PattyArquette @realDonaldTrump Awww someones triggered
880938849488314368 2017-06-30 19:59:23 -0400 <LisaLittlewood3> @realDonaldTrump How many of them have been in the last 6 months ?
880938848112521217 2017-06-30 19:59:23 -0400 <westy2018> @murphy_thom @KMacMusic @realDonaldTrump this idiot who keeps going bankrupt &amp; is being played like a puppet by Putin???
880938844958470145 2017-06-30 19:59:22 -0400 <jerry_hauser> @realDonaldTrump @Morning_Joe they should be fired for the bluntly lies and gross comments they make daily about our President.
880938842110410754 2017-06-30 19:59:21 -0400 <ronaldrmoore> @realDonaldTrump @Morning_Joe Once again Donald! You excel at showing you are the King of FAKE NEWS‼ Extortion is a Federal crime! @AC360 @MSNBC @FoxNews @SarahHuckabee
880938839816253440 2017-06-30 19:59:21 -0400 <RWPolvado> @physicsstew @realDonaldTrump @ASlavitt @sarahkliff shhhhh snowflake, it's time for a nap!
880938838083989504 2017-06-30 19:59:20 -0400 <End_Nationalism> I mean really, what the fuck @realDonaldTrump  #TheResistance  https://t.co/tVRhL6BPcQ
880938836745912320 2017-06-30 19:59:20 -0400 <nicholsstark> @JayAshcroftMO @realDonaldTrump @mike_pence I do not want my personal data shared with anyone. I value my privacy! #resist #orangehaze #hilarywonpopularvote
880938835127021568 2017-06-30 19:59:20 -0400 <JcKatherine> #donaldtrump @realDonaldTrump You't think he is old enough to act like an adult, but I agree with you!  https://t.co/cDlilhOZK3
880938834858520576 2017-06-30 19:59:19 -0400 <Ryszard83851663> @IsakowiczZalesk @realDonaldTrump TRAMP CHOLOTE NIE ZAPROSIL TO CIE BOLI CHAMSTWA NIKT SOBIE NIE ZYCZY ANI BOLKA ANI PEOWECUW HA HA!!!!!
880938833709117440 2017-06-30 19:59:19 -0400 <CrandallAndreia> @AltUSPressSec @realDonaldTrump @Morning_Joe @TIME 🤗
880938830106198017 2017-06-30 19:59:18 -0400 <lawsciencelogic> @realDonaldTrump I wrote this for you to tweet:  "Defective immediately, I hear-bye resign the Office of Precident of the United States."
880938825945464832 2017-06-30 19:59:17 -0400 <JosephMarionRa2> @Sen_JoeManchin you can turn US into Socialist but @realDonaldTrump cannot respond to creep #FakeNews nuts? Really!  https://t.co/gijWxLFj9i
880938821990334464 2017-06-30 19:59:16 -0400 <ErleeEnt> @liljon @realdonaldtrump @S_C_ #ISSAWRAP 😭🤔😏😅 @ Washington, District of Columbia  https://t.co/TfEOiwGOWB
880938819192750080 2017-06-30 19:59:16 -0400 <nightscouter> @AnnDrabek @RandPaul @realDonaldTrump Free market doesn't work. That's what we had before and 45 million Americans were uninsured and uncompensated care crippled providers.
880938816604909568 2017-06-30 19:59:15 -0400 <Pam1962Pamela> @realDonaldTrump Good to know keep up the good work
880938816478904320 2017-06-30 19:59:15 -0400 <Resistance85016> @realDonaldTrump #RealLoser #smallpeepee  https://t.co/CtJFBT4ER3
880938812385439744 2017-06-30 19:59:14 -0400 <SupportTrump10> @naimeiy @realDonaldTrump #Madcow shared Trumps tax return!  He paid more taxes then Hillery Obuma and Burnie combined..... lol
880938812121260033 2017-06-30 19:59:14 -0400 <Stephen_Sheldon> @realDonaldTrump    Who would have thought it would be so complicated?  https://t.co/M6JxC4P9ar
880938809667407872 2017-06-30 19:59:13 -0400 <TeflonArmored> Sums it up pretty accurately, wouldn't you agree @realDonaldTrump?  https://t.co/dm7U2QZE7J
880938803577454592 2017-06-30 19:59:12 -0400 <davidlehmann09> @atDavidHoffman @atxcindy @realDonaldTrump That's why @cnn just fired 3 reporters, right?? #morelibdelusion
880938801010495488 2017-06-30 19:59:11 -0400 <BDFFL19> @realDonaldTrump U all focus on the wrong thing. Trump not a politician not polished, He's real. Your kids will honor this man for what he is doing for them
880938800771354624 2017-06-30 19:59:11 -0400 <coomer_ray> @KlassenL @kharyp @realDonaldTrump @VP Libtard Logic! Hahahaha!! Dummy...
880938795570540545 2017-06-30 19:59:10 -0400 <chickflixlvr> @realDonaldTrump @Morning_Joe You are a childish bully.  You have made our country a laughing stock around the world.  Go away.
880938793884426240 2017-06-30 19:59:10 -0400 <lgb1060> We need it asap. .@realDonaldTrump  https://t.co/2MfmaYD9XC
880938793041371138 2017-06-30 19:59:09 -0400 <ths77chris> @adbridgeforth @Ireland0828 @WhiteHouse @realDonaldTrump is losing control of the kingdom he wanted. Sad!
880938792408010754 2017-06-30 19:59:09 -0400 <Taylorr15302098> @blah46232787 @IceTorie @realDonaldTrump My point is Trump is not doing a good job. Obama was the best president we have had so far, and Trump will never be at the top.
880938792403775488 2017-06-30 19:59:09 -0400 <futile21041> @TuckerCarlson @jeffmason1 @realDonaldTrump @FoxNews Is bullying is very un-Presidential. Better learn to curb his temper. I am not impressed.
880938791950843904 2017-06-30 19:59:09 -0400 <CLB1116> @realDonaldTrump Jump on a spaceship &amp; lead the way! TAKE A ONE WAY TRIP!🚀BYE FELICIA!
880938790386364421 2017-06-30 19:59:09 -0400 <Have2doxies> Check out Maxine's fixation on @realDonaldTrump Maybe it's time to #SeekHelp  https://t.co/1AN936TOnG
880938787957854208 2017-06-30 19:59:08 -0400 <DianeBa54069207> @ncwolf1313 @britishtouch1 @TheFreedomFan @sthrngal1953 @JacksonLeeTX18 @realDonaldTrump He said I HOPE you can let this go. He didn't demand Comey to let it go. He asked.
880938784870805504 2017-06-30 19:59:08 -0400 <Squeakey6> MR @POTUS I RATHER THANK YOU BECAUSE YOUR THE GREATEST! WE THE PEOPLE ARE SO PROUD OF YOU! @realDonaldTrump @DanScavino #PNN #maga  https://t.co/3ioaKEWCoP
880938783499321344 2017-06-30 19:59:07 -0400 <HastonEsq> Low polling @realDonaldTrump compiling a friends and enemies database under the guise of the lie of voter fraud. SMH  https://t.co/MCZJcEU8Qy
880938782840807425 2017-06-30 19:59:07 -0400 <JeffLooney3> @boboloca @TalbertSwan @CamillaDorand @realDonaldTrump @Morning_Joe Obama just went after them with irs and justice dept!
880938781737705472 2017-06-30 19:59:07 -0400 <mosfriend1> @realDonaldTrump @RepSeanDuffy You should be ashamed with you tweets.
880938781674754049 2017-06-30 19:59:07 -0400 <EvaMorgancay> @sahluwal @composthappened @realDonaldTrump HEY CHARLATAN  THIS PICTURE SHOWS  AN HONORABLE  PRESIDENT AND MAN☮ you are a loser😁
880938775995658240 2017-06-30 19:59:05 -0400 <FosterFurbaby> @tonyposnanski @realDonaldTrump And a serial cheater.
880938773667872768 2017-06-30 19:59:05 -0400 <Chicago1Ray> @JacksonLeeTX18 @Valeriedoglover @realDonaldTrump   https://t.co/Fo1i7k4oOt
880938769146404865 2017-06-30 19:59:04 -0400 <timmahhoran> @Protrump45 @realDonaldTrump To quote the Rise Against song - "if we're the flagship of peace &amp; prosperity, we're taking on water and about to f*cking sink."
880938765979598848 2017-06-30 19:59:03 -0400 <uniqueprophet> @realDonaldTrump, @POTUS, @seanhannity THAT'S  A POLISH NAME, FOR SURE, BUT SOME NAMES SEEM SIMILAR TO RUSSIAN NAMES,AT LEAST TO ME, ANYWAY😀  https://t.co/1QyNdbZWug
880938765728055296 2017-06-30 19:59:03 -0400 <mamafoo2000> @realDonaldTrump  You can still get help. Find solace from what haunts you. As President, you can get the best mental health care you need.  https://t.co/ACNsbepzvN
880938764490735617 2017-06-30 19:59:03 -0400 <jdeuberry> @realDonaldTrump - Further PROOF that you are a despicable LIAR.  https://t.co/hLFAPa2gWE
880938763127582720 2017-06-30 19:59:02 -0400 <deewells214> @realDonaldTrump The only reason you inherited was because the favored son had died. You were hated then and hated now.
880938760229314561 2017-06-30 19:59:02 -0400 <blancastopp> @ambararasi @DemocracyNowEs @680carlos @POTUS @realDonaldTrump @StateDept Para el caso... Crees que los que firman cumplen? A Obama ya le dieron un aviso en Copenhague...!
880938757687574528 2017-06-30 19:59:01 -0400 <ScoutThrasher> @JimmyNYMets @realDonaldTrump This sad irony gets more disturbing everyday. Thank God for memes/gifs...
880938754487312385 2017-06-30 19:59:00 -0400 <dewaynehines66> @uckFay_umpTray @Protrump45 @realDonaldTrump @NASA John podesta is that you
880938753077981184 2017-06-30 19:59:00 -0400 <phillyaav> @realDonaldTrump The TRUTH!   https://t.co/HoVpbEwz4l
880938751513341952 2017-06-30 19:59:00 -0400 <dancer4909> @realDonaldTrump I felt a whole lot safer under Obama.  You are the terrorist.  Is this with or without Putin's help?
880938748157935616 2017-06-30 19:58:59 -0400 <grammamramma> @realDonaldTrump Should have some young people there also, old men not inspiring
880938748015521793 2017-06-30 19:58:59 -0400 <afubarrafter> @realDonaldTrump = #DONKeyHole and criminal  https://t.co/p67uEgmEYl
880938747734380544 2017-06-30 19:58:59 -0400 <kimwagner> @realDonaldTrump Expanded Medicaid programs results in coverage for millions more of our most vulnerable populations  https://t.co/7l3iVAV6qW
880938747566714881 2017-06-30 19:58:59 -0400 <cocoabean717> @realDonaldTrump And you will be the first person to go to Mars!!! No return trip!!! How exciting.
880938746916610050 2017-06-30 19:58:58 -0400 <RichandPenny1> @realDonaldTrump Such a terrible travesty, America is a giant, brought down by a fool. Illiterate, ignorant and a bigot. So sorry USA. BAD!
880938746371334144 2017-06-30 19:58:58 -0400 <welllookythere> @rcludaescher @PattyArquette @realDonaldTrump That seems to be the favored new source of the Republican Party... they still running Elvis is alive stories?
880938743913435137 2017-06-30 19:58:58 -0400 <jackschofield> @FireIsland1 @realDonaldTrump You should laugh at yourself for being conned by #fakenews lies on @FoxNews It's one reason why you're stupid  https://t.co/2NgktxTVma
880938743347195904 2017-06-30 19:58:58 -0400 <ProperCourse> @filmystic @IvankaTrump @realDonaldTrump I don't care what she has done to her face. I just wish she had done more to improve her mind.
880938740637515776 2017-06-30 19:58:57 -0400 <DianaChic1> @Harlan @realDonaldTrump They expect him to be 'presidential' all the while doing their best to undermine his presidency. They are all vile and un American!
880938738305478657 2017-06-30 19:58:56 -0400 <debra_wendorff> @PhilipdClarke @ElskampMarisa @realDonaldTrump @retiredfirstsgt @JosephIrato @wonderfullone @FilthyDonald @CHHolte @BetsyGervasi @gallinini1 If only his advisor and the rest of his cabinet would  tell him, "YOU WON, the Campaign is over you're  in office!  Go 2 work &amp; tweet sweet!
880938737877884928 2017-06-30 19:58:56 -0400 <LisaFager> @BigSauceTom @AngelaMGreet @AndreaKuszewski @KrrristinaaS @realDonaldTrump You mean like car insurance?
880938737592483840 2017-06-30 19:58:56 -0400 <sallyaguilera> @REPULICANWOMAN @Hellcatt33 @jules_su @realDonaldTrump Does he have a job?? So much free time!! Daughter of legal immigrants damn it!! Sanctuary cities bye bye!!
880938737315717120 2017-06-30 19:58:56 -0400 <falcon_koch> @DineshDSouza @BenSasse @realDonaldTrump Ben is bought &amp; paid for by special interests.
880938736292216832 2017-06-30 19:58:56 -0400 <ParisAltaLee> @realDonaldTrump yes
880938734740533248 2017-06-30 19:58:56 -0400 <MarlaMa01101460> @realDonaldTrump Insurance companies only care about making a profit! Pharmaceutical companies only care about making a profit! Single payer!!!!
880938731162791936 2017-06-30 19:58:55 -0400 <DougLehto> @USMC @DougLehto @realDonaldTrump  https://t.co/CZ0E2gPagG
880938731137630208 2017-06-30 19:58:55 -0400 <wellsab> @ruffleddove @GregGnoffo @PattyArquette @itsdickenstime @realDonaldTrump It was part of dossier put together by a former British intelligence agent. I would cite WaPo, NYT, Bloomberg, Politico, WSJ to back this
880938726439870464 2017-06-30 19:58:54 -0400 <chez1954> @FIRE_THE_FOOL @realDonaldTrump Trump presidency #badshow
880938726033158145 2017-06-30 19:58:53 -0400 <DanSmeriglio> @Harlan @realDonaldTrump Mr. President, you have selected a true Patriot to be apart of your team! Congrats &amp; much deserved Harlan!!!
880938725471002624 2017-06-30 19:58:53 -0400 <Punkthought> @17LadyLiberty76 @Alexhaditaghi @realDonaldTrump love the fake Time magazine covers he had made for his golf courses....so proud !!!  Puke !
880938724523208704 2017-06-30 19:58:53 -0400 <JESNCC73811> @Pat_Riot_21 @realDonaldTrump @denlusk13 Naturally, use of power does not mean love of power, but power must be overseen and regulated to ensure it is not abused.
880938723344625664 2017-06-30 19:58:53 -0400 <Judugas> @realDonaldTrump But based on the "need" by 2026 bc of tax cuts, this increase will not be enough. Solution: Medicare for All.
880938722602123264 2017-06-30 19:58:53 -0400 <mommawarrior11> @chanzr007 @PattyArquette @realDonaldTrump Has been? She is more accomplished and talented than you could ever hope to be. She has very right to speak out
880938718089138176 2017-06-30 19:58:52 -0400 <Benebooger> @realDonaldTrump @POTUS Are you ok? You don't seem ok.
880938718084952064 2017-06-30 19:58:52 -0400 <HeathenHTX> This man is a scum connoisseur. Take note @realDonaldTrump, the best at identifying human BS has nailed you.  https://t.co/VDlzwxPtbO
880938717376073728 2017-06-30 19:58:51 -0400 <massRN> @VicenteFoxQue @realDonaldTrump Te amo, Vicente! Tu eres mi hero.
880938716751175680 2017-06-30 19:58:51 -0400 <Felicia1669> @realDonaldTrump Keep the money on this planet, in this country and think about space when we have conquered our own plight and poverty.
880938716205862913 2017-06-30 19:58:51 -0400 <RKJ65> @EarlyChatter @krisp__y @realDonaldTrump   https://t.co/OrM2m8t0bk
880938706839928833 2017-06-30 19:58:49 -0400 <cyndi32994032> @realDonaldTrump @Morning_Joe You probably should sue these news outlets since they are so fake. Wonder why you don't!?
880938703602032641 2017-06-30 19:58:48 -0400 <larry_shedd> @Protrump45 @realDonaldTrump @NASA Agree 100%
880938701995614208 2017-06-30 19:58:48 -0400 <pooter03> @tbkrazy2016 @docrocktex26 @realDonaldTrump Crazy person acts crazy under intense pressure and intention.  Sounds about right.
880938701047689216 2017-06-30 19:58:48 -0400 <KentsWorldUS> @Michael31280902 @jasoosterveld @NewsView100 @adamcbest @realDonaldTrump You're doing a good job kid.
880938698241658881 2017-06-30 19:58:47 -0400 <JennaRoslo> @DTrumpExposed @realDonaldTrump 😳These R the people that DON'T want evolution taught in classrooms? Just sayin' 🤔Make a damn good case for knuckle dragging...( &amp; dentistry)
880938696530415616 2017-06-30 19:58:46 -0400 <sonya_b_010> @MrDonduck7 @Im_TheAntiTrump @realDonaldTrump Will do from now on
880938693082710016 2017-06-30 19:58:46 -0400 <steveblair17> @GaryStLawrence @realDonaldTrump I would say the squirrel ran past him
880938692252225538 2017-06-30 19:58:45 -0400 <JESNCC73811> @Pat_Riot_21 @realDonaldTrump @denlusk13 That is why I don't have a problem with government having certain types of control, so long as there are means to prevent authoritarianism.
880938691983806464 2017-06-30 19:58:45 -0400 <makinghistory8> @AnneFrankCenter @POTUS @realDonaldTrump if you want to bash president Trump.. use your real name..not Anne Frank's!!
880938691786571776 2017-06-30 19:58:45 -0400 <Chicago1Ray> @JacksonLeeTX18 @Valeriedoglover @realDonaldTrump   https://t.co/xdl2ndVpCk
880938690297679874 2017-06-30 19:58:45 -0400 <iam__yam> @realDonaldTrump You break it, you buy it!
880938690163466240 2017-06-30 19:58:45 -0400 <mr_boeb> @Paxsewell @zenyatta1411 @chrislhayes Maybe if @NASA puts in a fake steering wheel and an air horn, @realDonaldTrump will go on the rocket to Mars.  #honkhonkgoesthetruck
880938689584668672 2017-06-30 19:58:45 -0400 <Aunt_Muu_Muu> @ruffleddove @wellsab @GregGnoffo @PattyArquette @itsdickenstime @realDonaldTrump You support him through his heinous lying attacks against a CONSERVATIVE commentator. They made fun of something that was TRUE and verified.
880938689127489536 2017-06-30 19:58:45 -0400 <proudhomemaker> @DonaldJTrumpJr @realDonaldTrump Cant fight datkness with darkness. Time to turn on the light! #MomsMarch
880938688305352705 2017-06-30 19:58:44 -0400 <TPThompson2> @ejmjmnmm1 @realDonaldTrump Major Mommy issues. Strong women terrify him. He only likes them pliant and well endowed. Milk for baby Donny.
