848686464389001216 2017-04-02 19:59:55 -0400 <Tressa93491652> @realDonaldTrump AS LONG AS YOU HAVE NOTHING TO DO W IT SHOULD BE OK.
848686462975574017 2017-04-02 19:59:55 -0400 <LindaWr08603003> @realDonaldTrump @NBCNews # not fake news
848686461872472066 2017-04-02 19:59:54 -0400 <MEEPPSison> @Kyle_Barker_esq @StopTrump2020 @realDonaldTrump   https://t.co/m1YSmiNxC3
848686446760284160 2017-04-02 19:59:51 -0400 <flashrjb> @realDonaldTrump why are there subsidies for the oil industry?
848686446533726209 2017-04-02 19:59:51 -0400 <64by4> Coal is Dying &amp; Trump is already Brain Dead..  #Politics #economic #Trump #Delusion #Fossil @POTUS @realDonaldTrump   https://t.co/J4GYXQUKRw
848686446399676416 2017-04-02 19:59:51 -0400 <LindseyKateR> If @realDonaldTrump dies on toilet cuz he's constipated will we have a #weekendatbernies presidency? asking for a friend @maddow
848686442209574913 2017-04-02 19:59:50 -0400 <iamwillgnyc> So adorable the way @realDonaldTrump thinks Democrats are going to be his savior on health care. Do you also believe in fairies Donny?
848686439890116608 2017-04-02 19:59:49 -0400 <Thea2326> @realDonaldTrump Ur ship of lies &amp; corruption is sinking fast
848686431564292096 2017-04-02 19:59:47 -0400 <howellsuzy> @DineshDSouza @LindaSuhler @realDonaldTrump It's not a fight worth fighting for Ds. He's qualified, so move on Dems.
848686427068125184 2017-04-02 19:59:46 -0400 <JHowieJr> @dumptrump33 @realDonaldTrump   https://t.co/7fkcYyFqKb
848686422936526849 2017-04-02 19:59:45 -0400 <MuhSheikhels> @crehage @realDonaldTrump IS are conducting their own drone strikes using jury-rigged quadcopters with mortar shell shutlecock bombs
848686420394999808 2017-04-02 19:59:45 -0400 <jrachelmacdona1> @ManEyez @16_our_movement @TParker1961 @realDonaldTrump Mmmm
848686418528423936 2017-04-02 19:59:44 -0400 <iSenseChange> @FirmlyFact @Trump_Regrets @realDonaldTrump It's the solution in every other first world country on earth &amp; it is cheaper for those countries citizens.
848686415835779074 2017-04-02 19:59:44 -0400 <JoeyRxdoc> @DineshDSouza @realDonaldTrump He will be confirmed. I'd bet my house one it.
848686409267511296 2017-04-02 19:59:42 -0400 <S_MaComb> @realDonaldTrump  I'm sure this will be a great 4 part editorial.Part 1 is spot on.  https://t.co/kle9bYxSEe
848686407442849792 2017-04-02 19:59:42 -0400 <Kramer10> After coal miners are back in the tunnels, maybe @realDonaldTrump can bring back Blockbuster and Fotomat.
848686405874331649 2017-04-02 19:59:41 -0400 <notinmylife77> @SanfordButler @ElianaBenador @bfraser747 @SpeakerRyan @JudgeJeanine @realDonaldTrump @POTUS @YouTube 45 damaged potus. U can't let him off the hook. All he had 2 do was say WRONG!
848686405203222529 2017-04-02 19:59:41 -0400 <sybarito> @El_MedioOriente @realDonaldTrump Me parece muy bien. A causa del blandengue de Obama muchos paises como Iran y Norcorea violaron los tratados de srmas que tenian y nada paso
848686403919777793 2017-04-02 19:59:41 -0400 <outsidetheMSM> @sasavi1015 @RuwaydaMustafah @realDonaldTrump @BarackObama Truth is...black media is owned &amp; run by Dems that need their vote. They blind u 👀 to truth that he wants to lift the blacks out of poverty
848686403697487872 2017-04-02 19:59:41 -0400 <Placable> @realDonaldTrump You know that they have turned on you already...immunity or not...and rightly so ☺
848686399402409985 2017-04-02 19:59:40 -0400 <previtera1892> .@SenateDems @SenSchumer: Block Gorsuch. He won't stand w/ ppl threatened by @realDonaldTrump  https://t.co/6SOhIhgefo @CREDOMobile
848686399012315136 2017-04-02 19:59:40 -0400 <Ormsbotly> Best case scenario (per @mcuban) is that Trump is an idiot, manipulated by an actual clever dictator. Feel better now?  @realDonaldTrump  https://t.co/5LgCG1wPjy
848686398446161920 2017-04-02 19:59:39 -0400 <Londoner_in_MN> @RJCity1 @realDonaldTrump It's his gangster nickname. Someone else has the nickname "knuckles"
848686397510889473 2017-04-02 19:59:39 -0400 <Hawk2uMr> @realDonaldTrump Not so much!
848686396609093634 2017-04-02 19:59:39 -0400 <BrandonTXNeely> @Cincinnati__Kid @cs907 @RARomero_ @ignjriley @JuanVasquezSr2 @_Americanmom @Joanne22311559 @_KevinJerome_ @joeruch23 @POTUS @RepMarkMeadows @Jim_Jordan @Raul_Labrador @CNN @realDonaldTrump Fox News fair? LMAO
848686387364810752 2017-04-02 19:59:37 -0400 <patucitu> @realDonaldTrump it is called nepotism.
848686384600797190 2017-04-02 19:59:36 -0400 <MFCav01> @Aryan_Shepherd @chiarisux @Leavittnovelist @DanScavino @realDonaldTrump @POTUS @SecretaryRoss @IvankaTrump POTUS changing regs.  Tax cuts will induce corp spending/create jobs, if he gets chance.  He is right about media.  Media indoctrinates.
848686381874499584 2017-04-02 19:59:35 -0400 <TheSassypriest> @rehtaeh1628 @RepSwalwell @realDonaldTrump Knowledge of collusion and possible assisting in swaying a foreign election? @POTUS looking for 1 way trip to GITMO?
848686381496844288 2017-04-02 19:59:35 -0400 <Lutecia11XY> @realDonaldTrump They are whistleblowers &amp; they are essential to democracy.
848686380272189440 2017-04-02 19:59:35 -0400 <haggardandold> @kylegriffin1 @MelindaThinker @MSNBC They should take the week off, i'm sure everything will be okay. @realDonaldTrump
848686377390755842 2017-04-02 19:59:34 -0400 <Lisep208> @realDonaldTrump The real story is #Russai #treason
848686376996491264 2017-04-02 19:59:34 -0400 <Allyson02063282> @seanshamity @DiamondandSilk @realDonaldTrump "Stop working" seems to be a libs answer to a lot of things.
848686374748377088 2017-04-02 19:59:34 -0400 <SimplySarati> @realDonaldTrump @FBI @Barackobama even have had many unsuspecting Americans SURVEILLED,like myself.So it's what they do,being they are DISHONEST CREEPS👂🏾
848686374714724352 2017-04-02 19:59:34 -0400 <Team_Hoechlin> @SenSanders @BarackObama 👀da lie @KellyannePolls @realDonaldTrump say &amp; idiots believe &gt; FoxNews @oreillyfactor  https://t.co/P0e8y1RGMp
848686370377912321 2017-04-02 19:59:33 -0400 <ldkimler> @DonnaM5050 @wendydcoe @realDonaldTrump @DanScavino @HouseGOP @SenateGOP We'll see how much you thank him when the war starts.
848686369530621956 2017-04-02 19:59:32 -0400 <Ohiobonanza> @amjoyshow @Lawrence @realDonaldTrump @JoyAnnReid @MaddowBlog @seanhannity @FoxNews @MSNBC @MaxineWaters @CBSNews @ABC  https://t.co/SQPAHhKp0V
848686365566918660 2017-04-02 19:59:32 -0400 <DGinSD1776> @williamlegate @realDonaldTrump @FoxNews It because there's no Crime to go after except the "whistleblower" that's really just a leaker and actually guilty of criminal wrongdoing
848686364883341312 2017-04-02 19:59:31 -0400 <piedmontian11> @Mr_JSheffield @funder @realDonaldTrump @NBCNews #SusanRice is trending as the source of the unmasking.............
848686361024634881 2017-04-02 19:59:30 -0400 <Krskelley23Ke> @RJSzczerba @realDonaldTrump Preach
848686354410033152 2017-04-02 19:59:29 -0400 <Rob_inMurphys> @realDonaldTrump @NBCNews Go to jail all ready! lies lies lies lies!
848686350773739520 2017-04-02 19:59:28 -0400 <charityAfaulkne> @realDonaldTrump @JCLayfield Trump destroying the planet for a profit! #RepublicansLiningTheirPockets
848686341609140224 2017-04-02 19:59:26 -0400 <heartksm> @Unpersuaded112 @realDonaldTrump OMG!! Love this!!!
848686333258235904 2017-04-02 19:59:24 -0400 <SkippyChurch> @realDonaldTrump Quiet grandpa. Back to your applesauce.
848686331819634693 2017-04-02 19:59:23 -0400 <DannyJiminian> @mass_mont @realDonaldTrump @SteveKopack #nonsequitur
848686328522973185 2017-04-02 19:59:23 -0400 <LeruXYZ> @TaoofMark @crysnelson @MarleneChavani1 @robinzharley @MMFlint @realDonaldTrump They use their ideology as a weapon to get people fired from their careers.  https://t.co/KZoJWCs7t4
848686327189176320 2017-04-02 19:59:22 -0400 <HarveyLawson1> @GreatTrump1 @bdgrabinski @realDonaldTrump @nytimes O-M-G is that too fking funny!  I'm sure he shit in his pants when #Flynn asked for immunity from prosecution. Phew! smelly prez.
848686324840357888 2017-04-02 19:59:22 -0400 <morrik02> @realDonaldTrump you know all about leaking don't you. #FakePresident
848686322055360512 2017-04-02 19:59:21 -0400 <cadamlot> @Jonatutte @desmorruga @El_Izquierdote @Librumface @huesopintos @KoalaSuspicaz @gordo_lado @__krinheimr__ @gbianchi404 @realDonaldTrump lo más lindo es que los puteó toditos a los botijas, pero él empezó a comer y ellos lo siguieron!!
848686318737473536 2017-04-02 19:59:20 -0400 <sgtkeebler> @LAATL755 @Cernovich @realDonaldTrump I know some illegals who said the same thing. They will get around that wall, it's not going to stop them
848686318582472704 2017-04-02 19:59:20 -0400 <NickBorgmann> @realDonaldTrump knew from a young age he would have no regrets #noregrets #GrowingUpTrump #sundaythoughts #ThePoint #60Minutes  https://t.co/TjRaAlmjtE
848686304724488197 2017-04-02 19:59:17 -0400 <TX_Soldier254> .@realDonaldTrump The Cowardly Never Trumpers want @POTUS Trump weak &amp; ineffective 4 Cruz in 2020. Liberal GOPers want to Control Trump 4 [?] in 2020.
848686298080694272 2017-04-02 19:59:15 -0400 <officerspock> @RawStory @MaxineWaters Many people (especially those in office) don't want to talk about #TermLimits but I do! @realDonaldTrump @PrisonPlanet @MarkDice @TEN_GOP
848686279562678272 2017-04-02 19:59:11 -0400 <LunarDail> @realDonaldTrump Crimes against humanity have been commited! WHY are they still walking FREE? These are real issues sir!
848686279118143488 2017-04-02 19:59:11 -0400 <CountdMarkoff> @realDonaldTrump You have my support, I am certain politicians are going nutz as you are in a + way sly as a fox throw them off the scent.
848686271211982849 2017-04-02 19:59:09 -0400 <67bamaman> @ObiWanPez @azalben @realDonaldTrump Please don't use the racial slur card..it's insulting!  Obama was critiqued on performance...or lack of
848686270222000128 2017-04-02 19:59:09 -0400 <nungunkari> @realDonaldTrump @nytimes Jobs jobs jobs eco tourism&amp;organic farming. "I have a dream clean green smog free cities &amp; the cleanest healthiest oldest population"
848686266547752961 2017-04-02 19:59:08 -0400 <DameJEMarshall> Retweeted Ted Lieu (@tedlieu):  Dear @realDonaldTrump: You are the President. You can declassify these documents...  https://t.co/DduXrOaupg
848686264144470016 2017-04-02 19:59:07 -0400 <piktore> @ysbryd1 @azalben @realDonaldTrump Donald's the whole wide world's laughing stock. 😂
848686258419367941 2017-04-02 19:59:06 -0400 <SuperSwagMom> @RandPaul @IngrahamAngle @realDonaldTrump I am so glad that he is working with you @RandPaul!!! Your plan is more in line with what America needs... Trump + Paul = MAGA
848686252970979329 2017-04-02 19:59:05 -0400 <mustangsmedic> @cnnbrk @realDonaldTrump hey PHONY, nothing like trying to divert from your ties to Russia and Putin. #Impeach45
848686248235544577 2017-04-02 19:59:04 -0400 <HMConsultants> @realDonaldTrump So you're admitting to having the Russian prostitutes pee on you? Is that how you met Melania? Asking for a friend
848686245643509761 2017-04-02 19:59:03 -0400 <steveieball> @RandPaul @Maxx0320 @realDonaldTrump So good to hear!!
848686243978149888 2017-04-02 19:59:03 -0400 <to_wake> @TechchartKk @DineshDSouza @kandave @realDonaldTrump @CNN @washingtonpost @NYT balance. Trump is in his own category of self serving bullshit, but because he tweets he's legit? Yea ok.... WAKE 👏UP👏
848686240241242112 2017-04-02 19:59:02 -0400 <noderehwon> @realDonaldTrump Oh hell no.  They have tried over 70 times and won't take 'No' even from constituents. Repugs are dumb.
848686239171710976 2017-04-02 19:59:01 -0400 <01cathy07> @realDonaldTrump  https://t.co/rcvDh5IUW6
848686234448932864 2017-04-02 19:59:00 -0400 <debibaker43> @butchparnell @realDonaldTrump @YouTube day one wasn't it
848686221295407104 2017-04-02 19:58:57 -0400 <SerenThomasTS> Did @realDonaldTrump administration burn down a bridge to justify urgency on their infrastructure/graft/oligarchy plans? #justwondering @FBI
848686221207498752 2017-04-02 19:58:57 -0400 <MelissaClaunch1> @realDonaldTrump These talks have been going on since the inception of Obamacare. An actual viable plan is what is missing. #FakePresident
848686218774814721 2017-04-02 19:58:57 -0400 <MartyVanHulle> If one were to exclusively watch @FoxNews one might be led to believe that @realDonaldTrump is actually fit to be president.  #mightbe
848686215364837376 2017-04-02 19:58:56 -0400 <JkdLuvtohavefun> @realDonaldTrump @POTUS @SpeakerRyan Two facts that instantly cheered me up:Trump's approval rating: 35% Paul Ryan's approval rating: 21% ❤
848686211044700160 2017-04-02 19:58:55 -0400 <legalmed12> @realDonaldTrump @FLOTUS @WhiteHouse Did you fill any of the women's P____'s or kiss them just because you are Trump. You are a loser and I can't understand why they voted 4 U
848686210650226688 2017-04-02 19:58:55 -0400 <AliceSLeuck> @EliottCNN @POTUS @realDonaldTrump Protestors went to rallies TO incite riots at #Trump rallies #DNCleaks revealed. That's documented #FACT  https://t.co/vuWMIIBpYA
848686203541098496 2017-04-02 19:58:53 -0400 <2005eugene> @realDonaldTrump Some people are dumass
848686195207012353 2017-04-02 19:58:51 -0400 <notinmylife77> @ElianaBenador @SpeakerRyan @JudgeJeanine @realDonaldTrump @POTUS @YouTube He should be apologetic, however, he is the suppose 2 be the "leader" which means all 45 had 2 do was say NO, or WRONG. He knows those words
848686194103799808 2017-04-02 19:58:51 -0400 <Don95919237> @realDonaldTrump Please let Congress know that they work for the American People and not illegal Aliens. They have forgotten this obviously
848686192644288513 2017-04-02 19:58:50 -0400 <huntersmoonmead> @DTrumpExposed @realDonaldTrump @nytimes Haha, then the Trumpets proceed to prove your Meme is true. #deplorables
848686192354893828 2017-04-02 19:58:50 -0400 <DjangoMcCoy> @realDonaldTrump You work for me stop acting like a child or you're fired.
848686190563913728 2017-04-02 19:58:50 -0400 <fumbler00ski> @RandPaul @realDonaldTrump Covering for yet another golf outing per Red Don's orders. Nice work curly!
848686183983050752 2017-04-02 19:58:48 -0400 <Greermillion> @skis416 @RandPaul @realDonaldTrump This great Senator. Republicans need to keep talking to one another &amp; let the Democrats finger point.
848686181109944320 2017-04-02 19:58:48 -0400 <NightRaider777> @ShawnGarrett @realDonaldTrump Idk he's got a lot more likes than you ever will. Better just give up. Don't worry Soros will find others to spread lies
848686177469202432 2017-04-02 19:58:47 -0400 <real_trump_news> @realDonaldTrump hahahaha the whole country is LAUGHING AT YOU!!!  https://t.co/IgA3rw4llp
848686170795941889 2017-04-02 19:58:45 -0400 <VictorMVera> @realDonaldTrump Before you are impeached or resign?
848686159571984384 2017-04-02 19:58:42 -0400 <BeemieAwards> @mmceach476 @realDonaldTrump i have him blocked so he can't see it
848686149237448704 2017-04-02 19:58:40 -0400 <ramona120231> @fellspeaks @4ReUnitedStates @the41sixx @washingtonpost @realDonaldTrump @HillaryClinton @johnpodesta So tell me what exactly do you think trump will do for You
848686148121767936 2017-04-02 19:58:40 -0400 <johnpetrey> @realDonaldTrump Get 'er done!
848686146993483776 2017-04-02 19:58:39 -0400 <PaytonMarina> @realDonaldTrump Our leaders should show concern for abused kids trapped in cults.AustralianRoyalCommission sets the blueprint!
848686144464326658 2017-04-02 19:58:39 -0400 <sharonfisherr> @AynRandPaulRyan @realDonaldTrump @washingtonpost Soooooooo true I can't wait either.
848686135312338944 2017-04-02 19:58:37 -0400 <Panther4256> @rmfuen281 @FoxNews @realDonaldTrump This Russia non news is such a distraction. It will turn out to be nothing. Hillary has already done a lot more. The left has nothing.
848686134347669504 2017-04-02 19:58:36 -0400 <BusterXDS> @kikilagringa @BrienneKaye @tonyposnanski @DeplorableWonka @realDonaldTrump Yeah like illegals do jobs that Americans don't want and people  can attack cops without consequences #gulliblelib
848686132388921345 2017-04-02 19:58:36 -0400 <kissmecomix> @LordRetail @TomBrevoort @odinforce01 those who reply as such, are the same corrosive human beings that would drink @realDonaldTrump used toilet water &amp; have no place in society
848686129251577857 2017-04-02 19:58:35 -0400 <DannyAlberta77> @billplante @deplorable_kel @KekistanShops @hmbr123 @QuipMaster @King_Hucklebuck @TrumptrainShirt @coreychasteen @fityshadesofred @Pres_Kekistan @RobertTheGrea15 @sto93_sarah @pepe_trumpster @VictorOfKadesh @_STBTD_ @InfidelAims @GeneralTKekmann @BaronAvAnga @Kekstapo @KekistanParl @WDFx2EU95 @seymourbutz12 @Pepeislover @PepeLeBoob @ArmyofKek @ARmastrangelo @AnnCoulter @seanhannity @KansasCity1980 @peplamb @JBintheBurgh @dnarby @YoungDems4Trump @DemocratsLogic @Always_Woke @DBloom451 @ChristiChat @MikeAnimePence @sbpdl @ChelseaClinton @SenateGOP @SenateDems @TheDemocrats @ChuckGrassley @DNC @MoveOn @realDonaldTrump Yes this #MuhRussia stuff and spying on political opponents will win the Dems both the Senate and House back. Massive majorities!!
848686128878071809 2017-04-02 19:58:35 -0400 <Dad_Before_Dawn> @bulmerpants @realDonaldTrump Careful, nothing but bullshit in there.
848686124201541632 2017-04-02 19:58:34 -0400 <jevans15> .@SenateDems @SenSchumer: Block Gorsuch. He won't stand w/ ppl threatened by @realDonaldTrump  https://t.co/LRCLzUXQqJ @CREDOMobile
848686123572379649 2017-04-02 19:58:34 -0400 <Sausalitodave> @LindseyGrahamSC for #POTUS should have been the @GOP candidate. We really lost out!! @realDonaldTrump
848686118707101697 2017-04-02 19:58:33 -0400 <aarxn82> @taradublinrocks @realDonaldTrump I'm also blocked by Trump! I wear it like a badge of honor!
848686112210120707 2017-04-02 19:58:31 -0400 <chirstian_jesus> @realDonaldTrump  https://t.co/CNHqLrGkZB
848686110393982976 2017-04-02 19:58:31 -0400 <Tatangy1101> @realDonaldTrump You need to just stop tweeting unless you are announcing that you are quitting your job as president.
848686105545363456 2017-04-02 19:58:30 -0400 <MaggieJordanACN> .@latimes @realDonaldTrump @chucktodd ⬆️ Closing graph Everybody has a role to play in this drama Protestors Congress Voters Courts Media Link to article  https://t.co/DdNH5HjqAu  https://t.co/2reX21lG6G
848686102743576576 2017-04-02 19:58:29 -0400 <pixiedust5135> @POTUS @realDonaldTrump @jeffsessions @KellyannePolls @StephenBannon @DanScavino @Cernovich @TGowdySC  https://t.co/NJiQryzapL
848686097907449856 2017-04-02 19:58:28 -0400 <BlakeWinston1> @realDonaldTrump you liked leaks when it benefited your campaign. Now leaks are about your Russia-Gate you don't like leaks. Hypocrite
848686096078839809 2017-04-02 19:58:27 -0400 <mememoreme> @Dublinboki @RepSwalwell @realDonaldTrump Yeah, umm.. Fox and Friends is pretty much the same as RT, state TV - except it's Trump.  Grossly Trump-centric, not even GOP centric.
848686091762794496 2017-04-02 19:58:26 -0400 <HankLewis9> @AriMelber  If you closed your eyes real tight, it sounded like @realDonaldTrump &amp; @BernieSanders focus groups got together for lunch.😕  https://t.co/VNvDVbJd06
848686090827509761 2017-04-02 19:58:26 -0400 <auntiejul> Sanctuary City Seattle Sues Trump Administration for Threatening Flow of Federal Funds - Breitbart  https://t.co/6oe46wrDNQ @realDonaldTrump
848686089426436097 2017-04-02 19:58:26 -0400 <ellensable1995> @IntrovertMama @leospeare @JuddLegum @realDonaldTrump Respect the office, what's left of it, not necessarily it's renter!
848686086268174336 2017-04-02 19:58:25 -0400 <kekebaxter> @realDonaldTrump Yes Sir Mr. President! We agree with you, and we are sick of MSM &amp; Congress Bull! Stay strong, America needs You.
848686067452489728 2017-04-02 19:58:20 -0400 <flashrjb> @realDonaldTrump Why is there a huge tax cut in the Trumpcare bill?
848686050310578176 2017-04-02 19:58:16 -0400 <Sp8d> @suziep2016 @Brendo321 @realDonaldTrump What abuse?
848686049866002432 2017-04-02 19:58:16 -0400 <JoshRosenau> Now would be an excellent time for @realDonaldTrump to release his tax returns.  https://t.co/UEI1QWkQp9
848686039766097921 2017-04-02 19:58:14 -0400 <CHearSpeakNEvil> @AnotherEitan @DineshDSouza @realDonaldTrump 44 is the one headed for more trouble than he ever imaged, historians will be unkind to 44
848686037975130113 2017-04-02 19:58:13 -0400 <charityAfaulkne> @realDonaldTrump Trump screwing over disabled and impoverished American Citizens at every turn!  #TrumpsInsuranceForTheRichOnly
848686030223847424 2017-04-02 19:58:12 -0400 <95chenTaiwan> @realDonaldTrump 美國華府、國會及媒體處處都有中國共產黨所收買的人，媒體也大部份都被中共所收買，只會報導中國共產黨的正面消息，完全沒有報導中共的負面消息。中國共產黨談92共識，一個中國，各自訂義，為什麼中國共產黨不誠信，到處打壓中華民國。
848686030161035265 2017-04-02 19:58:12 -0400 <highlassie95> @realDonaldTrump I thought you liked leaks? Your lies are exhausting.
848686026575015937 2017-04-02 19:58:11 -0400 <armyheromom> @taralynn1272 @ItIzBiz @realDonaldTrump What a sad state of affairs. This is America. Look what he's done....to the land we love.
848686013685809152 2017-04-02 19:58:08 -0400 <ElRoachito>  https://t.co/7Lnd7qCky5 go on @realDonaldTrump , the man that doesn't lose, I'd love to see this. Honestly.
848686005704151044 2017-04-02 19:58:06 -0400 <TaoofMark> @DerekNoahLong @crysnelson @MarleneChavani1 @robinzharley @MMFlint @realDonaldTrump been fighting it ever since. If you cant see #45 is the worse then you are not that good of a russian hacker LOL You've revealed yourself.
848686001589428224 2017-04-02 19:58:05 -0400 <SommMunoz> @realDonaldTrump Where's the handshake?
848686001266593793 2017-04-02 19:58:05 -0400 <CNiezgodzki> @itsdanieldart @RigMatthew @RandPaul @realDonaldTrump typical uninformed answer
848685996367650821 2017-04-02 19:58:04 -0400 <PutzTrump> Art of the Deal: One year in the federal Pen for every lie out of @realDonaldTrump's  treasonous mouth! #LifeSentence #unpresidented
848685992311762946 2017-04-02 19:58:03 -0400 <mogwia1964> @realDonaldTrump how about find the spies or criminals they had SURVEILLANCE on first SCROTUS ?
848685989329604608 2017-04-02 19:58:02 -0400 <mmceach476> @BeemieAwards Yo @realDonaldTrump your thoughts on this?
848685987127377921 2017-04-02 19:58:01 -0400 <GlennBackes> @realDonaldTrump @AprilDRyan Dear Mr. President; If there is one thing you do, it's talk. And golf. And talk.
848685984506040320 2017-04-02 19:58:01 -0400 <LunarDail> @realDonaldTrump I also hope you are for real! Shadow Government is illegal and needs to be stopped and arrested! Tried for treason!
848685979368120320 2017-04-02 19:57:59 -0400 <ldkimler> @wendydcoe @realDonaldTrump @DanScavino @HouseGOP @SenateGOP No this is  https://t.co/fFi69baO4r
848685963815636992 2017-04-02 19:57:56 -0400 <mypotustrump> @ShawnGarrett @realDonaldTrump Trump for he's trying to bring American back together. It get out of America we don't need people like you, that hate our country get out
848685961403936769 2017-04-02 19:57:55 -0400 <Michell6272> @2ALAW @bfraser747 @ChelseaClinton @realDonaldTrump 😂😂😂😂😂🤣🤣🤣🤣
848685936321990657 2017-04-02 19:57:49 -0400 <StephenHines> @realDonaldTrump Have a leaking problem? Wear your Depends.
848685934350675968 2017-04-02 19:57:49 -0400 <crysnelson> @DerekNoahLong @MRPRESIDENTTRU3 @cravennewworld @NuccioJohn @MarleneChavani1 @robinzharley @MMFlint @realDonaldTrump I'm honestly very sorry to hear that. I'm not trying to win oppression olympics. I'm very thankful for the life I have.
848685934296039426 2017-04-02 19:57:49 -0400 <GodLovesHockey8> @BImsand @DineshDSouza @realDonaldTrump Not gonna happen still need 5 more votes by Friday I just don't see that happening
848685933645791232 2017-04-02 19:57:49 -0400 <Cdnrumpole> @realDonaldTrump hypocrite  https://t.co/7alCGNFF3Q
848685931876024320 2017-04-02 19:57:48 -0400 <AssHrdRndWorld> @bill_auclair @realDonaldTrump He will never apologize! Never accept blame.. Inceit violence.. Destroy Public Education.. Support Russian Expansion..Not my fault!
848685930831642628 2017-04-02 19:57:48 -0400 <JeanneEForeman> @realDonaldTrump Add "... for the wealthy and powerful" at the end of this tweet and then it will be right. So close!
848685929225228288 2017-04-02 19:57:48 -0400 <RonaldFirth> @originaljipssy @realDonaldTrump May he R I P🇺🇸
848685920580624385 2017-04-02 19:57:45 -0400 <lindaar96639438> @AynRandPaulRyan @realDonaldTrump How much does Soros pay you guys? At least Trump is responsible for jobs paid for resistors by George.
848685919557365761 2017-04-02 19:57:45 -0400 <patriot95821> @RandPaul @realDonaldTrump I Am Encouraged! #MAGA
848685918361980928 2017-04-02 19:57:45 -0400 <barney_cannon> @realDonaldTrump You mean the golden shower leakers? I assume either you or Putin had them killed!
848685916357111808 2017-04-02 19:57:44 -0400 <DocDanBrown> @jonfavs @TheMasters ? Maybe the reason @realDonaldTrump has played so much is he was trying to qualify?! 🤞
848685914280910850 2017-04-02 19:57:44 -0400 <frances1509> @RandPaul @realDonaldTrump hope @POTUS  listens to you, know you care about the people
848685910719946752 2017-04-02 19:57:43 -0400 <CrewDog281> Our Dishonest President @realDonaldTrump  #sad #ignorant #dunningkrugereffect #FL18 #TrumpRussia   https://t.co/fWvRWCrVDZ
848685910594117632 2017-04-02 19:57:43 -0400 <KowalchikJM> @realDonaldTrump @NBCNews  Ironic that someone who has heavy Samsonite bags under his eyes would refer to Chuck Todd as Sleepy Eyes
848685906857013250 2017-04-02 19:57:42 -0400 <Sp8d> @Don_Vito_08 @realDonaldTrump Lol how do you feel now?
848685905451905025 2017-04-02 19:57:42 -0400 <LucyLewis37> @realDonaldTrump Better get down there.  https://t.co/BPpsKMQXZp
848685903451213824 2017-04-02 19:57:41 -0400 <GugaSein> @RJSzczerba @realDonaldTrump Lol. I needed the laugh
848685902910173185 2017-04-02 19:57:41 -0400 <DogoodJimmy> @realDonaldTrump I just hope it is a BETTER deal for the Middle-class.MAGA
848685900393570304 2017-04-02 19:57:41 -0400 <serveellsworth> @LRushgirl @digiteri @realDonaldTrump Absolutely conservatives spoke with their vote because DJT was the only one who would listen
848685897235259395 2017-04-02 19:57:40 -0400 <2nd5d> @RealJamesWoods Good! God bless @realDonaldTrump our @POTUS
848685892885766144 2017-04-02 19:57:39 -0400 <sharonfisherr> @realDonaldTrump Donald u just worry about the men in jail and don't drop the soap.
848685890826383362 2017-04-02 19:57:38 -0400 <RMAUSA1> @lipstickittty @algore @aitruthfilm @realDonaldTrump It's not, it's about the money. He's made more money off this flying around in his polluting jet than anything in his life.
848685888271986688 2017-04-02 19:57:38 -0400 <cavillsbelle> @realDonaldTrump SAD PEPE
848685886485266432 2017-04-02 19:57:37 -0400 <jeffwiedner> "@realDonaldTrump is so untethered to reality that it is impossible to know where his presidency will lead"  https://t.co/M3pFwvy0C4 @latimes
848685884476018688 2017-04-02 19:57:37 -0400 <PrimRose7777> @realDonaldTrump Leaking my Ass, Nothing should be a Secret Unless it's Corrupt. That's the whole problem everything suppose to be a Secret
848685870253256704 2017-04-02 19:57:33 -0400 <hernanaym> #Oklahoma bar association probing ethics complaint against @EPAScottPruitt     https://t.co/8tubMySqIo via @HuffPostPol @realDonaldTrump #EPA
