1116491114918420480 2019-04-11 19:59:59 -0400 <Namoric> @funder @realDonaldTrump I trust a fart after I eat taco bell.
1116491095922360322 2019-04-11 19:59:55 -0400 <RubesVoteGOP> @realDonaldTrump Violating the Emoluments Clause of the Constitution is more treasonous than disagreeing with your myopic view of border security. The Dems want hi tech security solutions because a wall cane easily be defeated by a shovel or a ladder.  https://t.co/EwDhRf4aN9
1116491095448408065 2019-04-11 19:59:55 -0400 <TrumpIsALiar16> @realDonaldTrump @LouDobbs @FoxNews Oh boy you've really flipped into fantasy land tonight.  It's time for you to just resign you do nothing, know nothing Nitwit
1116491094739566594 2019-04-11 19:59:55 -0400 <scarisjohn> @realDonaldTrump Prob because your spending all the money on a stupid wall
1116491094215274496 2019-04-11 19:59:54 -0400 <realDanBel> @realDonaldTrump Free Julian Assange.  https://t.co/KzmC36dHwb
1116491093720403968 2019-04-11 19:59:54 -0400 <himisaboo> @LeiaPeison85 @IndivisibleNet @realDonaldTrump It's Howard Stern. DUH? Was he to defend himself? Walk out of the interview? @HowardStern has probably falsely called legitimately 100s of people sex predators. It's what he does. It's a shtick. As YOU said, a "joke". Stupid, yes. A source? Not even a little.  https://t.co/7z3ZS8p15a
1116491092118200321 2019-04-11 19:59:54 -0400 <PlsEvolve> @Michael18534572 @regrock29 @nebulous_nl @krassenstein @masculinecrypto @realDonaldTrump I'm going to go with 'that stupid'
1116491091036004353 2019-04-11 19:59:54 -0400 <TrumpTheTRAIT0R> @realDonaldTrump @MariaBartiromo Maria @MariaBartiromo why do you insist on trying to destroy #America and/or #AmericanDemocracy?   #SAVEAMERICA  #ProtectAmerica #ProtectAmericanDemocracy    https://t.co/3mkJffYDO6
1116491090704596992 2019-04-11 19:59:54 -0400 <volleyam17> @realDonaldTrump @EricTrump @LaraLeaTrump Congratulations!
1116491090016649216 2019-04-11 19:59:53 -0400 <BigHouseCam> @realDonaldTrump Are you a great president or the greatest president of all time 🐐
1116491089052147715 2019-04-11 19:59:53 -0400 <LongislandJones> @realDonaldTrump @LouDobbs @FoxNews My God Donnie, what is wrong with you? Never ending lies and low class behavior...#ResignAlready #ReleaseTheMuellerReport
1116491083213623301 2019-04-11 19:59:52 -0400 <DanKnorowski> @jess_daniel10 @realDonaldTrump Trump wants to cut payments to hospitals for patients using Medicare.  One thing is certain, TRUMP IS NOT AFRAID to show his hatred for the folks who can't afford his $10,000.00 per plate graft dinners.
1116491077823782913 2019-04-11 19:59:51 -0400 <Anna_63> @b4bama14 @EdKrassen @ArthurSchwartz @realDonaldTrump @tedlieu Only if you are gaslight. Not responding to her does not mean getting whooped
1116491076108468224 2019-04-11 19:59:50 -0400 <Smokeyb10236024> @Crose56340620 @MichaelTCoffee @realDonaldTrump You're 1 in a million!
1116491075009564673 2019-04-11 19:59:50 -0400 <linclonone> @brookek_taylor @realDonaldTrump @LouDobbs @FoxNews That all you got going for ya SSD 🤷‍♀️🤷‍♀️
1116491073679835136 2019-04-11 19:59:50 -0400 <arparp70> @realDonaldTrump @LouDobbs @FoxNews In the end, your base is going to hate you more than they hate anyone.
1116491073638010882 2019-04-11 19:59:50 -0400 <PhilipEGriffith> @realDonaldTrump @LouDobbs @FoxNews #DimwitDon you have not "won" anything.  But #DimwitDon sure does love WikiLeaks! "I love WikiLeaks" "It's a treasure trove" "WkiLeaks" #DimwitDon #IllegitimatePresident
1116491073499488256 2019-04-11 19:59:49 -0400 <CAtruthseeker> @Usman11013644 @realDonaldTrump @theresa_may She doesn't want a good deal for Britain. Thats why they wont accept what she has negotiated. Its bad for Britain. She wants it to fail, so Brexit will go away. Hello?
1116491071775805440 2019-04-11 19:59:49 -0400 <GhaziJack> @ArthurSchwartz @realDonaldTrump @tedlieu Love that girl  , she is just awesome
1116491071570288640 2019-04-11 19:59:49 -0400 <redlinebmxone> @realDonaldTrump What and NO fully funded wall? Don't give them a DIME Trump!!!
1116491070752292864 2019-04-11 19:59:49 -0400 <marymc67> @realDonaldTrump Agree! Our country will always be at risk, until we build the wall! What is wrong with this world? Can’t people understand the need for this? Keep pushing president Trump
1116491069854588928 2019-04-11 19:59:49 -0400 <sandeew18> 🤣🤣🤣🤣🤣 too bad @realDonaldTrump 🤣🤣🤣🤣🤣
1116491068940271616 2019-04-11 19:59:48 -0400 <SinatraMario1> @ArthurSchwartz @realDonaldTrump @tedlieu 1/ After playing the video clip of Owens' comments, Lieu asked Eileen Hershenov, the senior vice president for policy at the Anti-Defamation League, an organization that focuses on combating anti-Semitism, whether people's attempts 2 "legitimize" Hitler fed into "white
1116491068143493121 2019-04-11 19:59:48 -0400 <klhim12> @realDonaldTrump @LouDobbs @FoxNews  https://t.co/o4qXZUPo66
1116491067937959936 2019-04-11 19:59:48 -0400 <ZenWriter2> @realDonaldTrump @LouDobbs @FoxNews Ha, ha, isn’t Lou Dobbs dead? BTW, Nice job botching Trumpy’s pathetic approval rating...
1116491067598286848 2019-04-11 19:59:48 -0400 <sue220154> @steph93065 @realDonaldTrump educate yourself as a brit I know how it works..we ALL govern our countries as before..and no its not controlled by Brussels (Thats where the center is)..its a free trading instead of uk paying taxes to say france or spain or whatever..but we lose on the free trade
1116491066868420608 2019-04-11 19:59:48 -0400 <cocozana722> @realDonaldTrump @LouDobbs @FoxNews  https://t.co/1AziJO43le
1116491064897101826 2019-04-11 19:59:47 -0400 <Mattbraniknet1> @krassenstein @realDonaldTrump You are soooo stupid....Obama increased it more than all presidents put together....no budget would have been brought to sign if the Democrats did not get their ridiculous spending....you are such a fool.
1116491064880222211 2019-04-11 19:59:47 -0400 <BillKan22537446> @RealCandaceO @realDonaldTrump Love you candace
1116491062460264451 2019-04-11 19:59:47 -0400 <kikemhi> @cecelia_fabian @Readman @RWPUSA @HillaryClinton @JoeBiden @amyklobuchar @ewarren @realDonaldTrump @FoxNews Yeah, but his take was a little rough on Dems, I thought.😉
1116491061625364480 2019-04-11 19:59:47 -0400 <OfDonaldJ> @realDonaldTrump @LouDobbs @FoxNews Wag the dog much?   I like the part where how you let people tell you what to think and you RT them when they praise you for those things they originally thought of.   Shush now and watch the rest of the Fox Propaganda show.
1116491060480491522 2019-04-11 19:59:46 -0400 <blakejah1> @realDonaldTrump @LouDobbs @FoxNews  https://t.co/KgXAu6K3Ok
1116491059259953153 2019-04-11 19:59:46 -0400 <GrungeGod_CC> @realDonaldTrump @LouDobbs @FoxNews If you had a brain, you would not be as dangerous.
1116491057833709568 2019-04-11 19:59:46 -0400 <CajPaLa> @realDonaldTrump @LouDobbs @FoxNews Please pull forward to the second window, sir.
1116491057590497280 2019-04-11 19:59:46 -0400 <FREEAMERICAN999> @realDonaldTrump @LouDobbs @FoxNews Likely hood is Obama had everything to do with it. Hillary got caught and they went into cover up mode shady f$&amp;ks!!! Trump 2020🇺🇸🇺🇸!!
1116491056026136578 2019-04-11 19:59:45 -0400 <GC00720335> @araceIisanchez @realDonaldTrump @LouDobbs @FoxNews araceli......NEVER!!! HAHAHAHAHAHA!
1116491055090814977 2019-04-11 19:59:45 -0400 <wisconsinvotes> @realDonaldTrump @LouDobbs @FoxNews Baloney  https://t.co/kgZWSFypkT
1116491053983342592 2019-04-11 19:59:45 -0400 <tweetannylee> @lawquesenberry @realDonaldTrump  https://t.co/9LXujzdyBa
1116491053274677249 2019-04-11 19:59:45 -0400 <mrusmarine> @BlueBomberBob @steph93065 @realDonaldTrump Every president has that policy and it needs to stay!! DO U HAVE AN IDEA THE NUMBER OF CHILDREN THAT COME INTO THE US WITH OUT A PARENT!! HOW ARE WE TO KNOW THERE NOT BEING USED FOR SEX SLAVE!! U DEMS ARE MORON..PUSHING HATE ALWAYS..
1116491053174001664 2019-04-11 19:59:45 -0400 <vernonsilbaugh> @LindaSuhler @realDonaldTrump Yes, just like he forgets whose money it is he wants to spend on a wall.
1116491052855242752 2019-04-11 19:59:45 -0400 <ArvindKaul6> @washingtonpost @CNNPolitics @MickMulvaneyOMB @ABC @HouseGOP @HouseDemocrats @SenateGOP @SenateDems @FoxNews @seanhannity @IngrahamAngle @realDonaldTrump @nytimes @kayleighmcenany @GOPChairwoman @NotBillBarr @DevinNunes @Jim_Jordan @LindseyGrahamSC @SenSchumer @SpeakerPelosi Spying or surveillance means the same except surveillance sounds more polished! One thing I remember when Trump said he was surveilled by Obama,  Comey immediately refuted it... Now all is coming together to how well planned this whole Fake Collusion story was being built!
1116491052788006912 2019-04-11 19:59:45 -0400 <jeffjeffries99> @realDonaldTrump In case you haven't seen this President Trump 🇱🇷💥🇱🇷 #WikiLeaks #JulianAssange #JulianAssangeArrest    https://t.co/lzNaFYoZac  @DonaldJTrumpJr @DiamondandSilk @EricTrump @seanhannity @PressSec @SaraCarterDC @TuckerCarlson @gehrig38 @benshapiro @charliekirk11 @VP
1116491052746256384 2019-04-11 19:59:45 -0400 <keri_rugg> @realDonaldTrump @LouDobbs @FoxNews Demonrats have been ruining America for 2 and a half yrs.  DAY OF RECKONING IS COMING!!!! GIVE IT UP!!!
1116491052439916544 2019-04-11 19:59:44 -0400 <Talkshiticus> @realDonaldTrump @LouDobbs @FoxNews Hahaha! Trump bragging about his approval ratings, meanwhile Fox News issued a correction to the fact the graphic they posted was actually of his disapproval rating! Morons, all of you! Degenerate lying morons! All they have is lies, truth is on our side!  https://t.co/jXGCAKHaKK
1116491050556821504 2019-04-11 19:59:44 -0400 <ClaudeRidley> @realDonaldTrump TRUMP TELL AMERICA THAT YOU SUPPORT DOCTORS THAT ARE WILLING TO SEND THEIR PATIENTS HOME TO DIE!
1116491049592131584 2019-04-11 19:59:44 -0400 <MaxMarkowski1> @ChatByCC @realDonaldTrump enlighten me please on these treasonous acts
1116491049445146624 2019-04-11 19:59:44 -0400 <GordonDylemma> @realDonaldTrump @LouDobbs @FoxNews Can you two just get a room?
1116491048975589376 2019-04-11 19:59:44 -0400 <DonWaun8> @realDonaldTrump @LouDobbs @FoxNews Do you get all your news from Fox News?
1116491048480661505 2019-04-11 19:59:44 -0400 <mcgdfry> @realDonaldTrump @LouDobbs @FoxNews President Trump...great tweet and keep it up!  The Dems and FAKE NEWS are both in disarray and can't handle your successes for the American people!  Build that Wall and thank you!
1116491047692132353 2019-04-11 19:59:43 -0400 <jjbrown27> @realDonaldTrump @LouDobbs @FoxNews 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
1116491046546886656 2019-04-11 19:59:43 -0400 <AllanCalvin16> @realDonaldTrump @LouDobbs @FoxNews 👍👍
1116491046429630465 2019-04-11 19:59:43 -0400 <wflombardo> @RickKyker @realDonaldTrump @LouDobbs @FoxNews You are dreaming now but it will turn into a nightmare for you!
1116491046073131009 2019-04-11 19:59:43 -0400 <agarc69> @realDonaldTrump No you can't afford it because you've already blown the budget up with a bullshit tax cut you claim is for us when it's for companies and the rich, to the tune of TWO TRILLION DOLLAR DEFICIT.
1116491044697399296 2019-04-11 19:59:43 -0400 <jvitray> @realDonaldTrump @LouDobbs @FoxNews Yes, “spying” or as most of us call it “investigating”, which has continued to haunt this presidency.
1116491043418050560 2019-04-11 19:59:42 -0400 <1BobCatBob> @realDonaldTrump @LouDobbs @FoxNews Eeeee  https://t.co/KmImQf7K3v
1116491041157328896 2019-04-11 19:59:42 -0400 <timrees48587809> @realDonaldTrump @LouDobbs @FoxNews He's supposed to work for all of the American citizen's separate from you.. And you hand picked him to try to keep you out of jail.... Enjoy this brief moment of your perceived victory it will be short lived....
1116491040368644097 2019-04-11 19:59:42 -0400 <Lydia_Kaii> @realDonaldTrump @LouDobbs @FoxNews who cares pardon Assange.
1116491040318529536 2019-04-11 19:59:42 -0400 <garrisonmartin8> Fascism working for you, Jane and Joe Citizen. #FreeJulianAssange #Unity4J @TheJusticeDept @realDonaldTrump @TulsiGabbard @ajamubaraka
1116491040259596288 2019-04-11 19:59:42 -0400 <brdba> @realDonaldTrump @LouDobbs @FoxNews You can blame everyone. The report will show what action you took. Do you ever wish you hadn’t had so much to say?
1116491037579665409 2019-04-11 19:59:41 -0400 <SexyTrump3> @krassenstein @EdKrassen @realDonaldTrump Still higher than Obama's was at the same time in his Presidency.
1116491036539478016 2019-04-11 19:59:41 -0400 <GayleWindsDem> @EdKrassen @realDonaldTrump @LouDobbs @FoxNews  https://t.co/mG5qNo74N6
1116491036224888832 2019-04-11 19:59:41 -0400 <dancassista> @realDonaldTrump Can’t wait@for@someone to bite you in the azz!!
1116491033255321600 2019-04-11 19:59:40 -0400 <KoachBill> @realDonaldTrump @LouDobbs @FoxNews They should treat Obama worse than Nixon
1116491031720136705 2019-04-11 19:59:40 -0400 <cheetofacts> @realDonaldTrump @LouDobbs @FoxNews Lou can’t even manage his own control roof for accuracy. But trump doesn’t give a shit about that.  https://t.co/UehD0CpWRd
1116491030520578048 2019-04-11 19:59:39 -0400 <mindshaper87> @realDonaldTrump When FOX news posts a graphic (which is #FakeNews), you tweet it like it’s the truth. You need a reality check. #beBest
1116491030289944576 2019-04-11 19:59:39 -0400 <OPCGhost> @realDonaldTrump @LouDobbs @FoxNews That's not what he said.  As bad as it was, it's not what he said.
1116491029740445698 2019-04-11 19:59:39 -0400 <MatthewJshow> @ChatByCC @realDonaldTrump @LouDobbs @FoxNews We have elected a winner!
1116491029123825664 2019-04-11 19:59:39 -0400 <lisaphi81928769> @realDonaldTrump @LouDobbs @FoxNews There you go again
1116491029056839681 2019-04-11 19:59:39 -0400 <kh0826> @araceIisanchez @realDonaldTrump @LouDobbs @FoxNews He will...in 2024
1116491027408404481 2019-04-11 19:59:38 -0400 <NathanChiarelli> @traxxonwaxx99 @PattiR57167178 @krassenstein @masculinecrypto @realDonaldTrump Thats not really good and the unemployment numbers are straight up lies
1116491023549595654 2019-04-11 19:59:38 -0400 <williamlabbe> @realDonaldTrump @Varneyco Steven Miller is a PIG
1116491022903779335 2019-04-11 19:59:37 -0400 <JC20204> @realDonaldTrump @LouDobbs @FoxNews  https://t.co/c6PRDlBj2Z
1116491021431369728 2019-04-11 19:59:37 -0400 <ZhombieV> @45RAPEDKATIE @ArthurSchwartz @realDonaldTrump @tedlieu A pile of 💩would get my vote vis Trump.
1116491019640627200 2019-04-11 19:59:37 -0400 <JamesRa25309274> @realDonaldTrump Sad how being seen with you gets sh t all over everyone! Sad, a lot of very smart people say so! believe me!
1116491018537451521 2019-04-11 19:59:36 -0400 <STDstopthedonny> @ChatByCC @realDonaldTrump Hail to Mr BONE SPURS!!
1116491018340270082 2019-04-11 19:59:36 -0400 <M_Hall15> @EdKrassen @realDonaldTrump @LouDobbs @FoxNews @EdKrassen be like...  https://t.co/ozqT84sWBx
1116491017975468034 2019-04-11 19:59:36 -0400 <myselfpropelled> @realDonaldTrump @LouDobbs @FoxNews  https://t.co/1ErogQkNHL
1116491017912553477 2019-04-11 19:59:36 -0400 <Aimhighffw> @coolcam101 @realDonaldTrump @LouDobbs @FoxNews  https://t.co/qaZXLvbWyC
1116491016205406210 2019-04-11 19:59:36 -0400 <Aefauld> @LouDobbs @realDonaldTrump @GOPChairwoman @AndrewCMcCarthy @EdRollins @RepMattGaetz  https://t.co/IuF3PFKMN7
1116491015743913985 2019-04-11 19:59:36 -0400 <SteveDavidMike2> @realDonaldTrump @LouDobbs @FoxNews  https://t.co/SxBNsRrzNK
1116491013995094016 2019-04-11 19:59:35 -0400 <TopofthePhil> @masculinecrypto @krassenstein @realDonaldTrump  https://t.co/6MSDugvdVj
1116491013567025152 2019-04-11 19:59:35 -0400 <AnnaMacbean32> @realDonaldTrump - Do you have any #Compassion, #Empathy and #Respect for fellow human beings??? HOW many #laws have you broken AND #rights were violated? Smh😡😣 Trump pushes a new pipeline permit as floods devastate Native American tribes  https://t.co/abKI5g1JV6 by @AlleenBrown
1116491013420400641 2019-04-11 19:59:35 -0400 <BackstageCVille> @realDonaldTrump @LouDobbs @FoxNews 你好 great, now become America's Hero! #ReleaseTheFullMuellerReport #JustSayYes I know you can!
1116491012115841025 2019-04-11 19:59:35 -0400 <Nth_Dimensions> @Burning__Rabbit @DonaldJTrumpJr @realDonaldTrump @cnni @XHNews @CCTV @JayInslee @POTUS @Boeing @EricTrump Oh btw.. Have a good one  https://t.co/FxJWR7Xj3M
1116491008349474823 2019-04-11 19:59:34 -0400 <Joewise89396455> @maria13072138 @realDonaldTrump 👏👏👏👏👏👏👏👏👏
1116491008332591105 2019-04-11 19:59:34 -0400 <Ladanieladea> @realDonaldTrump @LouDobbs @FoxNews #AmericaFirst 👍👍👍💖💖💖  Thank you, Mr. President! 😀
1116491007871217665 2019-04-11 19:59:34 -0400 <redbulldiver1> @TheRynheart @realDonaldTrump  https://t.co/nWABVS29dY
1116491007506255872 2019-04-11 19:59:34 -0400 <TromboneEffect> @realDonaldTrump @LouDobbs @FoxNews Where are your tax returns? What are you hiding? . Where is the full Mueller report? What are you hiding? . Where are your school results? What are you hiding? . Why do you cheat obsessively at golf? What are you hiding?
1116491006306738177 2019-04-11 19:59:33 -0400 <CentzCmon> @ZatarraSucks @SureThingToots @ArmyGirlRetired @HeyTammyBruce @realDonaldTrump The day is coming soon that will reveal who makes up BS.  Just heard the first indictment issued for dems - Clinton associate apparently.  Don't think anyone can backpedal fast enough to slip away now- Just spew nonsense and hope seems to be the strategy.
1116491005929213952 2019-04-11 19:59:33 -0400 <Buzcut89> @eatmikehawk101 @realDonaldTrump @LouDobbs @FoxNews  https://t.co/udLy1MJRVD
1116491005589688320 2019-04-11 19:59:33 -0400 <MrsMamaJay> @JoshuaJameson @krassenstein @masculinecrypto @realDonaldTrump For all we know this could be a graph comparing the amount of people who preferred apples to mangoes. 🤔
1116491001814761472 2019-04-11 19:59:32 -0400 <N_Friesen> @JeffreyGuterman @realDonaldTrump @LouDobbs @FoxNews Wow glad to know you are in the mental health field, perhaps one of your co workers can offer you some help.
1116491001252786176 2019-04-11 19:59:32 -0400 <1rbieber> @regrock29 @Julie__Ca @krassenstein @masculinecrypto @realDonaldTrump If you checked it recently, you would see it is pretty close to what it was in 2016.  No major gains or losses...at this point.
1116491001047109632 2019-04-11 19:59:32 -0400 <33tuna1> @DavidCornDC @realDonaldTrump Why does it end the investigation?
1116491000506195968 2019-04-11 19:59:32 -0400 <mikeo188> @patriotwoman19 @realDonaldTrump @LouDobbs @FoxNews Deficit donnie has the IQ of a walnut. Here, have an autographed bible  https://t.co/V5Vu5pzVLN
1116490999226875904 2019-04-11 19:59:32 -0400 <BJR3_Boston> @BlueRobotDesign @realDonaldTrump @LouDobbs @FoxNews Dude he's an advertisement for a new pill call Megalomanium. Side effects include rapid lying, making up words, caging children, and a desire to build walls at others expense.
1116490996932468736 2019-04-11 19:59:31 -0400 <quinch9000> @realDonaldTrump @LouDobbs @FoxNews DEPLOY THE SOROSBOTS
1116490995837935616 2019-04-11 19:59:31 -0400 <heiressarts> @realDonaldTrump Nothing wrong with inviting as many GOP Senators and Representatives to meet w u anytime.
1116490995485462530 2019-04-11 19:59:31 -0400 <RitaOldLadyDem_> @realDonaldTrump @LouDobbs @FoxNews Yeah. Spying by Assange cheered on by you
1116490994252259329 2019-04-11 19:59:31 -0400 <colt_4U> @realDonaldTrump We are in agreement
1116490992759259136 2019-04-11 19:59:30 -0400 <SirLaffsLot> @BlueRobotDesign @realDonaldTrump @LouDobbs @FoxNews America didn’t choose him. Hillary got 3 million more popular votes.
1116490991492587520 2019-04-11 19:59:30 -0400 <DunwiddieBrian> @realDonaldTrump @LouDobbs @FoxNews Such BS propaganda. Barr said that he THINKS spying occurred. I know it may be a tad difficult to understand, but thinking something and it actually happening are 2 different things
1116490987579351041 2019-04-11 19:59:29 -0400 <JoshRan61475649> @kittendrawers @realDonaldTrump What is your business?
1116490985884798982 2019-04-11 19:59:29 -0400 <1963Moonshadow> @realDonaldTrump @LouDobbs @FoxNews Whether Dem or rep, we can't tell the truth one way or the other because of your past dishonesty.  Let me make my decision without your pressure.  Release the documents unchanged.  Unless your scared.
1116490985373163521 2019-04-11 19:59:28 -0400 <BichonsKing> @realDonaldTrump @LouDobbs @FoxNews 🇺🇸 Best. President. Ever. 🇺🇸
1116490985364697088 2019-04-11 19:59:28 -0400 <GigliottiJo> @realDonaldTrump @LouDobbs @FoxNews BRING THE DARKNESS TO THE LIGHT, SIR! MAGA AND KAS 🇺🇸
1116490984207147008 2019-04-11 19:59:28 -0400 <TrumpForThe_Win> @ECHOtheCALL @RedWingGrips @realDonaldTrump Wow
1116490982839783427 2019-04-11 19:59:28 -0400 <WVUSHANE> @realDonaldTrump The greatest generation! 🇺🇸🇺🇸🇺🇸
1116490982709694464 2019-04-11 19:59:28 -0400 <theDarin77> @realDonaldTrump @LouDobbs @FoxNews Define disarray.
1116490982617382912 2019-04-11 19:59:28 -0400 <ga_undrdawg> @TimNaples @TheChiIIum @johnpodesta @nytimes @TheJusticeDept @realDonaldTrump Look up^. John.
1116490980901957633 2019-04-11 19:59:27 -0400 <8yearsofobama> @realDonaldTrump you are coming to Minneapolis Monday, my father is a ww11 vet an would love to meet you, can you make that happen
1116490979190681601 2019-04-11 19:59:27 -0400 <LisaMAGAKAG> @realDonaldTrump @LouDobbs @FoxNews Treason. This can never happen again. They need to be held accountable now! 🇺🇸🇺🇸
1116490979148611585 2019-04-11 19:59:27 -0400 <BabloBala> @realDonaldTrump Nope, not true!  Mistake again!
1116490978674774023 2019-04-11 19:59:27 -0400 <mk_kasten> @ArthurSchwartz @realDonaldTrump @tedlieu  https://t.co/0A2uraNM2Y
1116490978133794816 2019-04-11 19:59:27 -0400 <bcdonm> @realDonaldTrump @LouDobbs @FoxNews Is this the same guy who got your poll numbers wrong?
1116490976451866624 2019-04-11 19:59:26 -0400 <kimberlyJThoms1> @realDonaldTrump Why can’t we afford it? Because of all the wasteful spending you have done, coupled with your tax cut for the rich!
1116490976174981121 2019-04-11 19:59:26 -0400 <watt_lolo> @realDonaldTrump @LouDobbs @FoxNews why r you so mad all the time?
1116490969787006976 2019-04-11 19:59:25 -0400 <WarrenDemCats> @realDonaldTrump @LouDobbs @FoxNews  https://t.co/5TDEF9dvah
1116490968939794432 2019-04-11 19:59:25 -0400 <_ph1bs_> @CarnenameloA @realDonaldTrump @LouDobbs @FoxNews  https://t.co/NhPrjIsLrR
1116490967832498181 2019-04-11 19:59:24 -0400 <zeeznutz5> @EdKrassen @realDonaldTrump @LouDobbs @FoxNews Dems help vote him in. Lol. The brothers  https://t.co/NId8qW5gHc
1116490966930735104 2019-04-11 19:59:24 -0400 <realDanWells> @TrumpMAGA_2A @realDonaldTrump @LouDobbs @FoxNews Care to elaborate on what he’s “done” in the past two years?   I’m thinking and thinking and can’t come up with anything
1116490965538066432 2019-04-11 19:59:24 -0400 <Seems2me1956> @realDonaldTrump @LouDobbs @FoxNews You’re the Lou Dobbs of presidents.
1116490965043372032 2019-04-11 19:59:24 -0400 <charmed857> @realDonaldTrump I heard you saying that you know nothing of wiki leaks. Don’t you know they have video that contradicts that
1116490962719641601 2019-04-11 19:59:23 -0400 <dmbell19591> @realDonaldTrump @LouDobbs @FoxNews #WhatIsTrumpHiding   #ReleaseTheFullMuellerReportNOW  #TrumpCrimeFamily #ObstructionOfJustice #MoneyLaundering #TrumpRussiaTreason #LordyThereAreTapes  https://t.co/B8PtpSggtR
1116490959276118016 2019-04-11 19:59:22 -0400 <0nitevision0> @araceIisanchez @realDonaldTrump @LouDobbs @FoxNews Winners don't quit
1116490956730241024 2019-04-11 19:59:22 -0400 <kasparknusper> @realDonaldTrump You could easily finance it.. just stop your ridiculous plans and tax the right people, the higher &amp; upper class with an appropriate tax, stop finance supporting of environment damaging industries and fluids.  That would easily give you the money you need.
1116490955954085888 2019-04-11 19:59:21 -0400 <CWO4WEPS> @realDonaldTrump @MariaBartiromo Coverage of Julian's arrest clearly show RINO's &amp; Swamp hypocracy still exist. Watch Your Back POTUS, Julian's arrest &amp; interrogation may be a new dagger. Praying to God whoever tortures Julian for a confession doesn't use it against you in Jesus name.
