1044738314300006400 2018-09-25 19:59:59 -0400 <hijenks09> @realDonaldTrump They laughed at you. At you. You’re a joke.
1044738201183768581 2018-09-25 19:59:32 -0400 <LeoEb65> @BlueRobotDesign @realDonaldTrump Not "America." 62,984,828 voters--just 46% of voters in the 2016 election. 62,984,828 voters--less than 27% of registered voters. He is an embarrassment and a disgrace, but we are not. We can do better. We will do better in November. #StopKavanaugh #ImpeachTrump #Vote2018
1044738199732572160 2018-09-25 19:59:31 -0400 <sbgoolsby11> @kellymagsamen He deserves it with his arrogant lying.  This crowd KNOWS THE TRUTH.  I am humiliated for my country.  @realDonaldTrump should go away.  #VoteThemAllOut
1044738196578295809 2018-09-25 19:59:31 -0400 <808punatic> @realDonaldTrump You're living in a bubble
1044738196440043520 2018-09-25 19:59:30 -0400 <Rarburrundanga> @profesorlupa2 @ChavistaGanador @realDonaldTrump es VERDAD Has LOGRADO más GUERRAS MUERTOS SAQUEOS PRESIONES SANCIONES BLOQUEOS ATAQUES y AMENAZAS a países como VENEZUELA qué DEFIENDEN su SOBERANÍA MAYOR CONSUMO de DROGAS y AUMENTO de POBREZA en EEUU TODO esto en 2 AÑOS "IMPRECIONANTE EXITO"  PAGARÁS por esto
1044738194581872640 2018-09-25 19:59:30 -0400 <Frosty_Canada> @realDonaldTrump Can you pardon people like this? We need to protect our most vulnerable in society. Men like this are heroes!  https://t.co/c05IU80oz8
1044738193709424641 2018-09-25 19:59:30 -0400 <GrafikFeats> @realcollarp @RyanAFournier @realDonaldTrump Yeah... Making hay to feed your Trigger... HAHAHA You Tool.  https://t.co/LTTgzrAi06
1044738186675736576 2018-09-25 19:59:28 -0400 <KeysToTheCourt1> @realDonaldTrump You got laughs for that one. Well deserved!
1044738186369323008 2018-09-25 19:59:28 -0400 <WLHakaWin> @realDonaldTrump Like today when u were laughed at by the representatives in the UN. You fail
1044738181961138176 2018-09-25 19:59:27 -0400 <940Rocky> @LouDobbs @GOPChairwoman @realDonaldTrump Love my POTUS!!
1044738181428637696 2018-09-25 19:59:27 -0400 <Jamesdotkelly> @realDonaldTrump you were a global laughing stock today. An imbecile openly ridiculed by world leaders on a global stage. Let that sink in. BTW you’re the most unpopular POTUS since Truman. #resign
1044738180703035393 2018-09-25 19:59:27 -0400 <MensamasterJ> @realDonaldTrump And they laughed at you!  As they should!
1044738180539404288 2018-09-25 19:59:27 -0400 <WithherIma> @realDonaldTrump VOTE AS IF YOUR LIFE IS DEPENDING ON IT BECAUSE LIVES WILL BE DEPENDING ON IT.  https://t.co/Fbck6BF3q4
1044738179675422720 2018-09-25 19:59:26 -0400 <Huskergal13> @AliaCarroll10 @SpotJohnnyonthe @WOMEN4ACAUSE @realDonaldTrump Can't wait to see your tax bill in January!
1044738179457265664 2018-09-25 19:59:26 -0400 <deb4now>  https://t.co/IBRiIxbKsJ  @realDonaldTrump The fact that a room full of world leaders laughed at you and you say “ok , I didn’t expect that” well you really are delusional ! You’re a laughing stock.
1044738176957452289 2018-09-25 19:59:26 -0400 <josealfredome11> @IvanDuque @GuilloRodrig @realDonaldTrump te falto hablar de: incremento de la produccion de droga. Los cientos de lideres sociales asesinados. Los niños de la Guajira muriendo de hambre. Que está destruyendo el proceso de paz. Etc, habló de Venezuela porque como en Colombia no hay problemas!
1044738176215126016 2018-09-25 19:59:26 -0400 <rippinrn> @krassenstein @realDonaldTrump Only if Common Core and the Dems continue to educate our kids. Glad mine only learned from the best! #MAGA
1044738175246245888 2018-09-25 19:59:25 -0400 <ACintheWC> @realDonaldTrump Well step aside then laughing stock and let that person take yr place.
1044738166660452353 2018-09-25 19:59:23 -0400 <ham_cooked> @realDonaldTrump hey donny, please go fuck yourself and resign
1044738164672393216 2018-09-25 19:59:23 -0400 <Prosecute162020> @losborne1722 @TheChrisSuprun @robertjeffress @realDonaldTrump Perfect description of Trump "stop showing the world how easy it is to make fun of someone. Be part of the solution not the problem!"
1044738163955118082 2018-09-25 19:59:23 -0400 <TrumpetHighNote> @WhiteHouse @Riponite @realDonaldTrump God bless Donald J Trump
1044738163749543936 2018-09-25 19:59:23 -0400 <rosebud12860> @PWM62 @LadyConserv @jdprudence @tymanmayo @para82nd_1 @Marjori87941817 @cherylwillie @moveover4me2 @network_gal @danawangwitit31 @Forest_Lawn1937 @JeffHarperArt @TimForgot @yeahunoeme @nipperdawg @ungemarg @wscn2kk @BlaineBershad @lizlogan76 @thisisntnorma1 @mark777day @immigrantdfndr @kpu6600 @realeftypickit @zazzybritches @cosmicfirepeace @judithravestein @Lauremari2 @JoeMomma833 @glitzybythesea @redkorpusl1 @OMETA16 @TxConservativeL @Suzettemorgand1 @DonnellTurner @debiowens @eye2winner @ihatepos45 @fprefect6 @JefferinoBlue @bottyisyou @Newyorker2212 @Betterw05759703 @89wunderlust @chivers_jenny @Shellaine16 @Bab_Blue7 Kind of like our #FakePresident! Will the @GOP pay for sleeping with the devil! The @GOP is spineless when it comes @realDonaldTrump!
1044738162205982720 2018-09-25 19:59:22 -0400 <ThePoliticalHat> @SenatorMenendez @realDonaldTrump Should be automatically believe the far worse accusations against you?  https://t.co/8H4ny5xHVk
1044738161274839042 2018-09-25 19:59:22 -0400 <AllisonBakerFit> @realDonaldTrump You will remember the midterms because it will be the beginning of your hand, in the end of our nightmare!
1044738160482226176 2018-09-25 19:59:22 -0400 <Bob98270393> @PnPCBC @JustinTrudeau @realDonaldTrump The world needs to see the RT
1044738160259993601 2018-09-25 19:59:22 -0400 <dmward1457> @CNN See... even the world doesn’t believe anything you are shoveling @realDonaldTrump @FoxNews @CuomoPrimeTime  https://t.co/9nrc4huhDJ
1044738159148453889 2018-09-25 19:59:22 -0400 <RandPitt> @realDonaldTrump I’d love to try whatever that doctor was smoking  https://t.co/Chw1fj4K25
1044738158577967105 2018-09-25 19:59:21 -0400 <Cori22006604> @realDonaldTrump THE PEOPLE WILL!!!
1044738153154842625 2018-09-25 19:59:20 -0400 <dlophilly61> @LesFortunate @meyette_brenda @WhatChuckMeant @ChuckGrassley Now? We've been there since this @realDonaldTrump and his merry band of thieves entered into the political ring! Everything they don't like is a conspiracy of the deep state. It's beyond ludicrous
1044738153138065408 2018-09-25 19:59:20 -0400 <Pauliestorey> @ONaldoooooo @foureyed7 @realDonaldTrump No, the world will take you back. Just get rid of the orange bog snorkeller and we’ll welcome you back with open arms. Your internal politics might take a little longer though.
1044738149988151296 2018-09-25 19:59:19 -0400 <LindaCipriano3> @BorisEP @realDonaldTrump ?  https://t.co/OPr4gIobkw
1044738146150297600 2018-09-25 19:59:18 -0400 <LegendofDurkin> @realDonaldTrump I ought to be surprised that you dont look any more worn out now than you did 2 years ago. but you haven't actually done much work. historically presidents go in looking young and fresh, and come out having aged horrendously. then again, most POTUS's actually work.
1044738144711503872 2018-09-25 19:59:18 -0400 <pattheeditor> @realDonaldTrump  https://t.co/bjU2My9IhA
1044738141662453761 2018-09-25 19:59:17 -0400 <Charles_Iddo> @robertjeffress @realDonaldTrump You do realize the Orange One was laughed AT.
1044738141561618432 2018-09-25 19:59:17 -0400 <law_mutt> @realDonaldTrump You were rightly mocked. Embarrassing!
1044738138151813121 2018-09-25 19:59:17 -0400 <SueKru> @kimak @newtgingrich @realDonaldTrump  https://t.co/QoS1SMqFCL
1044738136855728129 2018-09-25 19:59:16 -0400 <KitPlunkett> @realDonaldTrump "Will be laughed at" at the United Nations this morning.  There ... I fixed it for you. #UNGA  @POTUS
1044738136780214273 2018-09-25 19:59:16 -0400 <mercurymaximu> Iranian government is not only a dictator ship , but unlike what @HasanRuhani says, it is enemy of all humankind...  All I mean realy all, Iranian people , and all others...  Rouhani is a laier  #IraniansWantRegimeChange @realDonaldTrump  @UN  @euronews_pe
1044738134792122371 2018-09-25 19:59:16 -0400 <skh57> @steeleru7 @realDonaldTrump all I can think of is Stephen King’s Carrie:  https://t.co/vQxCBkzazi
1044738134548893696 2018-09-25 19:59:16 -0400 <CatintheHome> @realDonaldTrump The only qualification you are looking for is someone to protect you from paying for your crimes. It takes 5 votes. Not just Kavanaugh's. No matter, you WILL pay. No one is above the law. 81 year old Bill Cosby is going to prison. Heads up, Donald.
1044738131910582272 2018-09-25 19:59:15 -0400 <CalHN> Thats you @realDonaldTrump
1044738129410703360 2018-09-25 19:59:15 -0400 <HollywoodDebi> US #China relations DETERIORATE  thanks to @potus @REALdonaldtrump
1044738128500518913 2018-09-25 19:59:14 -0400 <anches> @LowTestScore @LeePottsPoet @robertjeffress @realDonaldTrump Wow that’s some delusion. They laughed at him because he is a joke
1044738126302892032 2018-09-25 19:59:14 -0400 <bowmanltd> @newtgingrich @realDonaldTrump I have not stopped laughing yet Newt.  Imbecile in Chief really believes his bs enough that he thinks he can bamboozle the worl like he does you and his suppprters...just saying
1044738124557901824 2018-09-25 19:59:13 -0400 <KiminLa> @realDonaldTrump I know most Republicans look to RUSH LIMBAUGH for advice on elections! HaHaHa Or not one Republican I know. He lost their respect years ago. lol Opioid-addicted, drunken, fired from Fox, Limbaugh. Are you threatening real Republicans? You lost their votes. Stay with KKK &amp; NRA!
1044738124528713728 2018-09-25 19:59:13 -0400 <greenbeen27> @realDonaldTrump 😆😆😆😆😆😆 dumb Ass
1044738122280570880 2018-09-25 19:59:13 -0400 <Lareau5252> @Ldaught2 @ChuckGrassley @JeffFlake @GOP @SenateGOP @realDonaldTrump @POTUS @JohnCornyn @LindseyGrahamSC @SenJonKyl @OrrinHatch I don't think it even matter back in those days.  https://t.co/lpgIP7U4ja
1044738121462497280 2018-09-25 19:59:13 -0400 <Pat4dwa10859950> @CHHR01 @GenFlynn Armed and Ready to stand for my country as long as I can bring my cane chair with me  🔫 🤓 #MAGA  #WWG1WGA 🏃🏃🏃 🇺🇸 @realDonaldTrump 🇺🇸 @Jim_Jordan 🏃🏃🏃 🇺🇸
1044738120653189120 2018-09-25 19:59:12 -0400 <DormanDana> @realDonaldTrump If we are safer why did an unarmed black man get killed in his house by a white police officer and the police officer is still free
1044738119185178624 2018-09-25 19:59:12 -0400 <imissdogstango> @realDonaldTrump Hope you are watching Lou Dobbs right now👍
1044738115208908800 2018-09-25 19:59:11 -0400 <mccunecicki> @maydaymindy9 @realDonaldTrump  " bragging" during his address to UN today wrong on so many levels. One that especially bothersome was the U.S. no longer advocating human rights here or abroad. Made me physically I'll ( along with most of his nonsense dribble)
1044738115024367618 2018-09-25 19:59:11 -0400 <alv10162> @realDonaldTrump It's all about who is smart enough to know what is really going on. Republicans you  better get out &amp; vote. This is it or you are facing a socialist  country.  Please don't let this happen.
1044738114969894914 2018-09-25 19:59:11 -0400 <kbuhurico> @AbeShinzo @PressSec @shinzoabe @realDonaldTrump 2 dictators touched don eww
1044738114961305600 2018-09-25 19:59:11 -0400 <VgMarula> @realDonaldTrump  Respected President Of America Mr Donald Trump Good Approach to the Peoples Of America from Republican Party Leader Mr Donald Trump Strategical Increase in Market  That is Called Economic Growth Of a Country
1044738114739089411 2018-09-25 19:59:11 -0400 <SundialCult> @realDonaldTrump  https://t.co/R0unyxp0fV
1044738114424623105 2018-09-25 19:59:11 -0400 <DalTexDave> @Apex_Slide @JayzTwoCents @realDonaldTrump 1) RussBot  2) Any negative crap President Obama got, was all GOP &amp; Trumpeter smears, not worth putting in the history books, but it is archived in the interwebs  Lear to use Google &amp; you'll find it
1044738113493323778 2018-09-25 19:59:11 -0400 <AR15Yankee> @realDonaldTrump The world was laughing at you
1044738108623745024 2018-09-25 19:59:10 -0400 <CarolGitelman> @realDonaldTrump How does it feel to be laughed at, Donnie?  Everyone knows you’re full of it!
1044738107202039808 2018-09-25 19:59:09 -0400 <richardus27> @realDonaldTrump Rush Limbaugh is still alive??
1044738106417655808 2018-09-25 19:59:09 -0400 <XenogearsFei> The left are pure evil harassing people trying to eat. @tedcruz See Ted this is what this country is gonna be like if you don't start fighting back, so vote yes for #Kavanagh and support @realDonaldTrump.
1044738105297768450 2018-09-25 19:59:09 -0400 <Huskergal13> @AliaCarroll10 @WOMEN4ACAUSE @realDonaldTrump WTF!
1044738104748388353 2018-09-25 19:59:09 -0400 <dbeach2834> @newtgingrich @realDonaldTrump  https://t.co/4nZbXVRbpQ
1044738104614113282 2018-09-25 19:59:09 -0400 <nolaughingmatt2> @newtgingrich @realDonaldTrump I particularly enjoyed the part when he was laughed at by the general assembly for making ridiculous statements.
1044738101518598144 2018-09-25 19:59:08 -0400 <70birdie70> @SenatorCollins TEN REPUBLICAN SENATORS WHO HAVEN'T COMMITTED TO VOTING FOR #BrettKavanaugh: WHAT DO THEY FEAR?  #MAGA @POTUS @realDonaldTrump #DraintheSwamp #WeSupportKavanaugh #AmericaFirst #KAG #KAG2018 #WethePeople #SavetheChildren @TheLastRefuge2 @Thomas1774Paine   https://t.co/7uv2bKDzyo
1044738100780560385 2018-09-25 19:59:08 -0400 <AustinMc21> @thehill @FLOTUS @realDonaldTrump  https://t.co/637cnZq8RL
1044738100063174657 2018-09-25 19:59:08 -0400 <LisaSmith93405> @M_JClayton @PaulLyon1 @Julbarrier @toddles1964 @caffertylaw @realDonaldTrump @TerryDarling5 sooooo embarrassed. I'm sorry. I did just do my apology tour in England. (he won't stop! Every day he tops what he did the day before! ughhhh!!! somebody spank him and put him in the corner!)
1044738097072799749 2018-09-25 19:59:07 -0400 <SlobberJobber> at this point in his presidency, Barack Obama looked as if he had aged 10 years. @realDonaldTrump who is much older, looks as if he's getting younger! That's called #dragonEnergy ! The #TrumpUNSpeech was 1 of the Greatest OAT! 👏 👏 👏...  @kanyewest #MAGA #Trump #GOATUSPOTUS
1044738096926011393 2018-09-25 19:59:07 -0400 <TqQKvkeNzJyxiWy> @realDonaldTrump Real .  https://t.co/njh6RJGRYb
1044738096405852160 2018-09-25 19:59:07 -0400 <TimNola0416> @realDonaldTrump Is the UN still necessary???
1044738093318918147 2018-09-25 19:59:06 -0400 <mujeresdenegro> @realDonaldTrump
1044738091330818048 2018-09-25 19:59:05 -0400 <MilfordBerry69> @real_miffy_1985 @realDonaldTrump @AbeShinzo Obama did it so nothing new he is a huge criminal.
1044738089254510594 2018-09-25 19:59:05 -0400 <power_beverly> @realDonaldTrump And they LAUGHED AT YOU
1044738087803334656 2018-09-25 19:59:05 -0400 <JuL427> @TaiPelli @gadlaw6 @AndrewGillum @realDonaldTrump Most do want statehood. Do you live in PR and actually know what people want or you've just been told what "people in PR want" by newyorican pro independence activists or right wing anti statehood Americans?
1044738087417520128 2018-09-25 19:59:04 -0400 <danopticon> @realDonaldTrump Maybe he means un-speech, like that the shambolic free-associative word salad of phony boasts and made-up figures you deliver instead of a speech, your un-speech, is spectacular?
1044738085387481093 2018-09-25 19:59:04 -0400 <HeLeNaBuckartt> @RevistaSemana @UnCaricaturista @IvanDuque @realDonaldTrump El que Narcótizo a Colombia es : NARCONOBEL!!
1044738082183028736 2018-09-25 19:59:03 -0400 <stitz58> @realDonaldTrump heard you got LAUGHED AT. #sad #lowIQ
1044738080496857088 2018-09-25 19:59:03 -0400 <89VWGolf> @realDonaldTrump How did that go for you today at the UN @POTUS? The world was laughing at YOU
1044738079611899904 2018-09-25 19:59:03 -0400 <JPaulMiller3> @realDonaldTrump Great speech Pres. Trump!
1044738077346934784 2018-09-25 19:59:02 -0400 <ahwinges> @realDonaldTrump WE are.  We the people are voting BLUE so our country can heal.
1044738072301240322 2018-09-25 19:59:01 -0400 <TriciaEdwards2> @ChipmunkBurrow @scragsma70 @AthenaSR @LindseyGrahamSC @realDonaldTrump Chipmunk, I've had more than enough of your mindless reassertions of fictional "facts". She should've had her happy hiney in there Monday morning if she wanted to be heard.  Set a deadline and #MoveOn. #Soros is paying big money for ignorant ppl to protest. #SICKOFIT
