1044738314300006400 2018-09-25 19:59:59 -0400 <hijenks09> @realDonaldTrump They laughed at you. At you. You’re a joke.
1044738313893171200 2018-09-25 19:59:58 -0400 <jakeandikesmom> @newtgingrich @realDonaldTrump Yeah, he really brought the house down. This was my favorite part.  https://t.co/VR1FGw0Wiy
1044738312177512448 2018-09-25 19:59:58 -0400 <lauriekay21> @realDonaldTrump I believe,  today, you again made the US the laughing stock of the world... can't believe we have a clown in the white house .... SAD  https://t.co/TpxqNjlsXw
1044738311636619264 2018-09-25 19:59:58 -0400 <shamis716> @charliekirk11 @realDonaldTrump And the Jews will still vote democratic.
1044738310873198593 2018-09-25 19:59:58 -0400 <rion89> @WhyGeorgia @FoxNews @realDonaldTrump But you edited out the best part. The part where he genuinely looks like the fuckwit that he is with laugh track.
1044738310722269185 2018-09-25 19:59:58 -0400 <nannorris> @realDonaldTrump Where everyone laughed AT YOU...and in turn our country ...just resign and ask for asylum, in Russia
1044738309489127425 2018-09-25 19:59:57 -0400 <willisan27> @chigo58336410 @IvanDuque @HernandoRomeroF @realDonaldTrump Me llegó esto.  https://t.co/xt98LcH3M2
1044738308423778307 2018-09-25 19:59:57 -0400 <BedardCathy> @realDonaldTrump They all laughed at you, just like all of America!!!
1044738307010301953 2018-09-25 19:59:57 -0400 <pisceslily> @WeAreOne_Q @realDonaldTrump Ummm I’m part of “the people” &amp; U SURE AS HELL DONT SPEAK FOR ME!
1044738306632822786 2018-09-25 19:59:57 -0400 <chiefek2> @zizzyballord @grahamjl50 @1brbn1shot1beer @Someguygrego @PapalovesBean @StopTrump2020 @realDonaldTrump Hint, If you search and go to More, you will find more, but.. you are a journalist and should know that, enjoy your life in Sydney
1044738304162365440 2018-09-25 19:59:56 -0400 <tomdunn455> @realDonaldTrump  https://t.co/85cpzrb9nX
1044738301297475584 2018-09-25 19:59:55 -0400 <RocessGlenn> @realDonaldTrump That one sentence proves beyond all doubt that you have NO clue about honor, courage, or nobility.  You only know pride and greed.  All the world know it - that’s why they laughed at you...because you’re too stupid to recognize your own ignorance.   https://t.co/kVsrQ8I4vs
1044738298747465730 2018-09-25 19:59:55 -0400 <realdustinjames> @newtgingrich @realDonaldTrump Especially the part where they laughed at him.
1044738298638360576 2018-09-25 19:59:55 -0400 <WillResistAdmin> @newtgingrich @realDonaldTrump The laughter too? Or is that edited on the White House archives as well?
1044738298562793472 2018-09-25 19:59:55 -0400 <allyaneedizlove> @realDonaldTrump  https://t.co/fnN83LzDms
1044738296000262144 2018-09-25 19:59:54 -0400 <Sunorbiter> @realDonaldTrump Publish your work hours..
1044738295903735808 2018-09-25 19:59:54 -0400 <bakeranderson9> @realDonaldTrump Dang, you edited out the best part. You know, that part where everyone laughed at you. That was epic! MAGA!
1044738294666481664 2018-09-25 19:59:54 -0400 <ea_neil> On behalf of San Juan Mayor Cruz, I say to CROOKED LYING RACIST @realDonaldTrump...   Trump Called Carmen Yulin Cruz "Incompetent" And A "Horror Show" In A New Interview  https://t.co/WEozaoFvy5  https://t.co/9SK6bUk8ni
1044738293613686790 2018-09-25 19:59:54 -0400 <A352Jose> @SenateMajLdr @maziehirono @SenGillibrand @SenWarren @HouseDemocrats @HouseGOP Mazie, please watch this clip from your potential presidential candidate and let that sink in your brain, stop the demagoguery #MAGA @realDonaldTrump
1044738293559164930 2018-09-25 19:59:54 -0400 <hungrylaylacat> @robertjeffress @realDonaldTrump How many have you watched before?
1044738293064249344 2018-09-25 19:59:54 -0400 <Yonkersbondi> @realDonaldTrump Hahahahahahaha
1044738293055852545 2018-09-25 19:59:54 -0400 <reald0naldtrum4> @realDonaldTrump U are the greatest, those against U are most politcally corrupt ever. Trump best ever, non-trump worst ever. Pro trump best anti-trump worstsssss. This is what you sound like. 100% of the time.
1044738290954326016 2018-09-25 19:59:53 -0400 <onecatandahorse> @realDonaldTrump You’ll always remember this one. They laughed AT you on the world stage.
1044738290014932992 2018-09-25 19:59:53 -0400 <BorisEP> .@DavidNakamura why did you only include quotes from Democrats and critics of @realDonaldTrump in your “reporting”?
1044738289939488769 2018-09-25 19:59:53 -0400 <patrickalbanese> @dkhtx @LeftyMagnet @GenghisKhet @KurtSchlichter @GOP @realDonaldTrump There is nothing to investigate. No home, we don't know the date or even the neighborhood.   The only people who do know have already spoken. Ford has no info and the other 4 say it didn't happen.   So, where do you begin investigating?
1044738288790069249 2018-09-25 19:59:53 -0400 <KimDavy2> @realDonaldTrump Wow you are something else!!! The world is laughing at you !!🤣🤣🤣
1044738288421146625 2018-09-25 19:59:52 -0400 <jeanetteh83> @CortesSteve @realDonaldTrump Snickered?  I heard less laughter at a comedy club!  He literally made us the laughing stock of the entire world!
1044738287062126592 2018-09-25 19:59:52 -0400 <chuzalong> @WeAreOne_Q @realDonaldTrump Q is a LARP.  https://t.co/t152IoBwtT
1044738283929042944 2018-09-25 19:59:51 -0400 <ediefr> "They laughed when I sat down at the piano." Indeed they did. Now everyone in the entire world knows what a laughingstock you are. (Here at home we already knew, way before you ran for President.) @realDonaldTrump #WorstPresidentEver #UnitedNations
1044738280833667077 2018-09-25 19:59:51 -0400 <4hedieh> #IraniansWantRegimeChange  We will free IRAN from the terrorist regime. @realDonaldTrump  @UNHumanRights  @UN
1044738279583756288 2018-09-25 19:59:50 -0400 <BarbaraHighlan3> @realDonaldTrump And the first one that was laughed at.
1044738276417044481 2018-09-25 19:59:50 -0400 <Nanelaperle> @realDonaldTrump By now you should know that people are not what your eyes tell you they are! I mean you should consider that you don’t know what everyone is capable of? Have you ever ask yourself what if? Like what if he actually strangled those poor girls back in high school?  Is that fine w/ u
1044738269294915584 2018-09-25 19:59:48 -0400 <JistArgo> @realDonaldTrump 👇Donald Trump is addicted to penis enlargement pills, claims his ex-wife  https://t.co/7szKrZR2MJ
1044738269060059136 2018-09-25 19:59:48 -0400 <Sum2Automation> @realDonaldTrump Go Trump! Best president ever, jobs, stocks and trade are strong today because of our President.  https://t.co/y9AhEzM6NA
1044738266816294913 2018-09-25 19:59:47 -0400 <retail_recruit> @realDonaldTrump was laughed at, not with, by the entire planet. Patriotism is not a "strategy". "Anti-globalalist" said the man with a global brand. Yet he plays at brinksmanship that  may plunge the world into conflict. The multi-bankrupt grifter is outed by the world.🤣🤣🤣
1044738265763500032 2018-09-25 19:59:47 -0400 <tomdunn455> @realDonaldTrump  https://t.co/qHOSAo0l4S
1044738265566400513 2018-09-25 19:59:47 -0400 <lantarrykkozar> @realDonaldTrump is unethical garbage. He is anti-science &amp; anti-reason. His agenda flies in the face of everything America has been celebrated for. Tell everyone you know who is voting age: WE NEED TO VOTE IN THE MIDTERMS!! Show this orange trash what we stand for.
1044738263737651200 2018-09-25 19:59:47 -0400 <CatWheater> @realDonaldTrump THEY LAUGHED AT YOU.
1044738260810059777 2018-09-25 19:59:46 -0400 <Reillypants> @realDonaldTrump  Hahahahahaha
1044738259534790658 2018-09-25 19:59:46 -0400 <nyrules> @TheRichieWilson @IvankaTrump @realDonaldTrump  https://t.co/JQoWDtcTq5
1044738257404252161 2018-09-25 19:59:45 -0400 <RafaelAnt21> @realDonaldTrump
1044738256980500480 2018-09-25 19:59:45 -0400 <muffinboy10> @realDonaldTrump You’ d better believe we will!
1044738255906910208 2018-09-25 19:59:45 -0400 <MikeHersh> @mark_n25 @newtgingrich @realDonaldTrump You have no sign of criticism of anything on your TL; JS But this speech?  https://t.co/ib6UcgmIuh
1044738255806234634 2018-09-25 19:59:45 -0400 <Rogersj1980> @realDonaldTrump FORGET THE PRESIDENT!
1044738254778576897 2018-09-25 19:59:44 -0400 <purianoori> @realDonaldTrump #IraniansWantRegimeChange
1044738254036185088 2018-09-25 19:59:44 -0400 <yvonnecar20> @DonaldJTrumpJr @battleofever @realDonaldTrump Spot on!
1044738253578858496 2018-09-25 19:59:44 -0400 <GumbyPenny> @funder @realDonaldTrump he’s on the cuckoo train
1044738253239341062 2018-09-25 19:59:44 -0400 <auldnate> @love_chngdmymnd @GOP @realDonaldTrump Remember, remember, On the 6th of November, The @GOP’s Treason &amp; Plot. I can think of no Reason, Why the @GOP’s Treason, Should ever be forgot!  #BlueWaveComing2018!!  https://t.co/3Zkx7AbBX0
1044738251980976128 2018-09-25 19:59:44 -0400 <one01r> @realDonaldTrump Why did the un folks laugh , when you said, best ever???
1044738249732870144 2018-09-25 19:59:43 -0400 <IamJeffJohnson> @realDonaldTrump The comedy routine is priceless!
1044738245739913217 2018-09-25 19:59:42 -0400 <raven_c_couch> @realDonaldTrump  https://t.co/FH7i2nZy19
1044738242082484224 2018-09-25 19:59:41 -0400 <kbuhurico> @aoa0310aoa0310 @spairal57 @AbeShinzo @shinzoabe @realDonaldTrump The best jelous freaks
1044738241356865536 2018-09-25 19:59:41 -0400 <Maryjobrown6> @LindseyGrahamSC @realDonaldTrump You’re shoe is on the wrong foot. 🤔🧐🙄
1044738240937435137 2018-09-25 19:59:41 -0400 <RandallHumbird> @realDonaldTrump Oh we will.
1044738238102065154 2018-09-25 19:59:40 -0400 <tomkwill> @Fuctupmind @realDonaldTrump  https://t.co/SicakSgn7W
1044738235073785856 2018-09-25 19:59:40 -0400 <bianca_jaguar> @realDonaldTrump   Is THE JOKE
1044738228799111169 2018-09-25 19:59:38 -0400 <BlueLanternUSA> @Alyssa_Milano Grassley @ChuckGrassley has announced that the confirmation vote on Brett Kavanaugh will be on Friday.   The @gop and @realDonaldTrump have declared war on women.  We waited 400 days to fill the last #SCOTUS seat, a few more hearings for a lifetime job isn’t much to ask.  Share.  https://t.co/FWaBG21wKV
1044738227683446784 2018-09-25 19:59:38 -0400 <andrea_bacher> First day of the General Debate of #UNGA73 at #UNHQ - packed room as US President @realDonaldTrump  takes the floor.  https://t.co/Acv2jEbk5W
1044738226915876868 2018-09-25 19:59:38 -0400 <MAJMO50> @Bamafanaticfan1 @SergioManchest3 @kathy101252 @lulubelle56 @realDonaldTrump @bbl58 @jackieaus @WillOfThePeopl5 @209acesheepdog @TheScoop8 @MikeDomansky @TjReasonz @newyorkval132 @ScottDeridders We all want the 16 count thread if you don’t have it comment on terry’s dog tweet
1044738224629911552 2018-09-25 19:59:37 -0400 <NHseaVixen> @realDonaldTrump Or are the Republicans jumping to say yet another man is totally innocent w/o any facts or investigation while attacking a victim?  Solve the problem....  ORDER A FULL INVESTIGATION that would be the right thing to do but obviously you are NOT LOOKING FOR THE TRUTH!  https://t.co/fFH1old0P1
1044738223849668608 2018-09-25 19:59:37 -0400 <erhosi2> Why would anyone care if @realDonaldTrump “disparaged” them? Particularly Rod Rosenstein?
1044738220431482881 2018-09-25 19:59:36 -0400 <VeronicaM423> Thank you @realDonaldTrump for putting us first.
1044738218355232769 2018-09-25 19:59:36 -0400 <RAW_berto> @realDonaldTrump We need a President who isn't a laughing stock to the entire World. We need a truly great leader, a genius at strategy and winning. Respect! @realDonaldTrump AUG 9, 2014  TODAY SEP 25, 2018 the world just laughed at TRUMP, a LOW IQ moronic joke of a president #CrookedTrump
1044738216237006849 2018-09-25 19:59:35 -0400 <anusha_srini> @brhodes @londonjustin The real boss, the real #potus is Putin and COS is Rupert Murdoch  .@realDonaldTrump
1044738214567784449 2018-09-25 19:59:35 -0400 <cc1623> @newtgingrich @realDonaldTrump He made an ass out of himself again, and truly showed he has no clue as to what the hell is going on, they were laughing at him not with him, btw, please pass along this message don't f*ck with cocoa, we like chocolate
1044738213661822977 2018-09-25 19:59:35 -0400 <CPTDoomDC> @LindseyGrahamSC @realDonaldTrump You're complaining because Americans want the Senate to actually follow the Constitution. Perhaps it is way past time for you to retire.
1044738211581317121 2018-09-25 19:59:34 -0400 <HippiemansPlan> @realDonaldTrump REMEMBER THE TITANS.
1044738207592718336 2018-09-25 19:59:33 -0400 <elizshanna> @newtgingrich @realDonaldTrump My favorite part was when the ENTIRE WORLD LAUGHED AT HIM! He is a laughing stock, not a respected leader! #TrumpLiesEveryTimeHeSpeaks #TrumpUNSpeech #TrumpLiesMatter #UNGA laugh #trumplaughingstock
1044738206758055936 2018-09-25 19:59:33 -0400 <PERsisterER> @realDonaldTrump @SenateGOP @HouseGOP   You are covering for this laughing stock orange cretin! What do you think that says about YOU??
