1108156194202411014 2019-03-19 19:59:59 -0400 <KristinPfanku> @SallyDeal4 @caborradaileho1 @realDonaldTrump I ❤️ Robert Mueller!
1108156163982422016 2019-03-19 19:59:52 -0400 <BakerHoldmann> @realDonaldTrump @Jenn198523 The PO-S has never been honest and always corrupt. There has never been a time like this in American History. PO-S is absolutely the enemy of the USA!
1108156163668013057 2019-03-19 19:59:52 -0400 <mjstone411> @realDonaldTrump Aren't the main users of Facebook and Twitter the American People?? So do you want to ban it so that you don't have to hear what the average American has to say??  Plus, where would your Putin Bots go to play??
1108156163198197760 2019-03-19 19:59:52 -0400 <AdriannaPennino> @charliesoo1984 @andyfarnell07 @realDonaldTrump @JesseBWatters No, they just believe taking down statues over Confederation status, is a slippery slope.  No one endorses White Supremacists, that's for damn sure.  Are we going to take down all George Washing and Thomas Jefferson memorials too while we are at it, they owned slaves after all...
1108156162728329216 2019-03-19 19:59:52 -0400 <csmileusmile14> @realDonaldTrump @JesseBWatters t vs Americans! We dislike t! Get rid of him now.
1108156162598420481 2019-03-19 19:59:52 -0400 <j_haggett> @realDonaldTrump Hmmm, I believe CNN only reports the facts.
1108156158311915520 2019-03-19 19:59:51 -0400 <LikkleBally1> @realDonaldTrump @JesseBWatters The list of Presidents satirized on #SNL: Nixon  Ford Carter Reagan Bush H.W. Clinton Bush Obama Trump  The list of Presidents who took it personally and cried:  #Trump, @realDonaldTrump the #draftdodger. Here's your participation trophy below.  https://t.co/jYc2xsROsM
1108156157967912960 2019-03-19 19:59:51 -0400 <GregMcFarlane> @MAGAPILL @realDonaldTrump Remember all those times he visited troops in  warzones? Remember when he tried put a qualified person in charge of the VA?  Remember when he volunteered to fight for the country. Yeah, news you won’t report
1108156157892415489 2019-03-19 19:59:51 -0400 <leigh_league> @realDonaldTrump There has never been a time like this in American History. Biggest crook in the White House, Russians compromising America, GOP sits by silently, so we know who the REAL patriots are!
1108156157284229120 2019-03-19 19:59:51 -0400 <Lynn36383402> @realDonaldTrump @Blexit2020 @JesseBWatters The cost of illegal aliens as of 12:40 pm today.  https://t.co/9FWPmjR8SU
1108156156432785410 2019-03-19 19:59:50 -0400 <rynryn1138> @realDonaldTrump @thedailybeast IDK sounds really snow-flakey to me.
1108156155380097025 2019-03-19 19:59:50 -0400 <BurtonHaras> @KSTP Did anyone ask WHY? #Anons did.  Why @realDonaldTrump are you not a fan of #NoName ???  https://t.co/xratVrTbT3
1108156151563202561 2019-03-19 19:59:49 -0400 <RichardESchroe1> @realDonaldTrump Sure glad you're such a fierce defender of the Constitution, especially the First Amendment.  https://t.co/FfEiMHXs6T
1108156150652899329 2019-03-19 19:59:49 -0400 <illbedamed> @JoeNBC    Shhhhh....don't tell @realDonaldTrump
1108156149474492417 2019-03-19 19:59:49 -0400 <Shellybells82> @realDonaldTrump No.
1108156149398990849 2019-03-19 19:59:49 -0400 <Acrice4747> @TomFitton @realDonaldTrump @JudicialWatch Thank you @TomFitton
1108156149025701888 2019-03-19 19:59:49 -0400 <BarbaraDrigger6> @realDonaldTrump It’s about time.😎
1108156148673187840 2019-03-19 19:59:49 -0400 <yogi_heathor> @realDonaldTrump  https://t.co/rDM2YNYmzR
1108156146655944706 2019-03-19 19:59:48 -0400 <sharondigi> @EvilBobJ @realDonaldTrump They don't understand  https://t.co/Tjp2JfnmlQ
1108156146588749825 2019-03-19 19:59:48 -0400 <mcmmm25> @LindaSuhler @realDonaldTrump @JesseBWatters Oh yes.. when people go to the polls this time there gonna remember everything ..
1108156144348913664 2019-03-19 19:59:48 -0400 <CoboltCo27> @thomofinally @realDonaldTrump @FLOTUS My wife don`t like my having this picture as screensaver, but it keeps people away from my computer.
1108156143459803136 2019-03-19 19:59:47 -0400 <Ronin72> @RepSwalwell @realDonaldTrump Aren’t you one of those “net-neutrality” dorks? The ones that were sad the FCC was lightening it’s grip on the internet? Make up your damn mind. Is Trump pushing more control? Or less control? Coz Ajit Pai’s been going with less control, and that made you mad before.  https://t.co/H7mASD1mYS
1108156143342223361 2019-03-19 19:59:47 -0400 <chykendubuisi> @realDonaldTrump @CNN @MSNBC @ABC discrimination on the GOP? You’re not even a true Republican.Its against trumpism/trumpians and your army of racists and bigots! Real reasononable people are against-Pathological lying,Racism/bigotry and the destruction of our Democracy! As Clueless as ever!
1108156142889435136 2019-03-19 19:59:47 -0400 <boburk5> @JohnKasich @BamaStephen @SenJohnMcCain @realDonaldTrump I usually don't agree with your politics but I agree with:  dishonoring this man in death is a Shame on you Trump.
1108156142641967106 2019-03-19 19:59:47 -0400 <PeroPajany> Pres. @realDonaldTrump I am begging you every day to address disability &amp; Capgemini retaliation, but you are not addressing it. You are not helping. Is Evil Hermelin of Paris above the law? What is our option to live in the Trump Nation? @SpeakerPelosi @SenWarren @WhiteHouse  https://t.co/B6VixWgoX4
1108156138523119616 2019-03-19 19:59:46 -0400 <TrumpDonald110> @realDonaldTrump You think it's amazing, while Fox is being infiltrated, prepped for change and not in a good way!
1108156137893818368 2019-03-19 19:59:46 -0400 <DoctorOcto> @realDonaldTrump Your beef with @nbcsnl seems a bit conterintuitive. After all, you *do* write some of the best material for them.
1108156136606310401 2019-03-19 19:59:46 -0400 <Amiewatch> @realDonaldTrump Hahaha
1108156136471986179 2019-03-19 19:59:46 -0400 <garfish97320841> @UnsatiatedBlood @realDonaldTrump yes best president ever, barack obama.
1108156135285104640 2019-03-19 19:59:45 -0400 <Lukethomas101> @realDonaldTrump Dude...do you even Free Market Capitalism?
1108156135247368194 2019-03-19 19:59:45 -0400 <HunterJCullen> @realDonaldTrump @JesseBWatters #FakeNews
1108156130331635712 2019-03-19 19:59:44 -0400 <GrayIntano> @PetsyPetsyPetsy @AlMorenoRealtor @realDonaldTrump Again I am not calling for government intervention so I am not sure how this is relevant. Unlike the left I can disagree with something and think it dumb without telling the government to take it down
1108156126015545344 2019-03-19 19:59:43 -0400 <powertoimpeach> @DavidCornDC @Trth2Pwer68 @realDonaldTrump That's something we're looking at, but we'll see. Many people say I should.
1108156125705371648 2019-03-19 19:59:43 -0400 <stan_fpv> @mommamia1217 @realDonaldTrump Abt the same we’ve paid every other POTUS and useless politicians. So your point is pointless.
1108156121901088768 2019-03-19 19:59:42 -0400 <wynnwinberg> @realDonaldTrump Yes, there would be hell to pay. We need your salary to pay for your Mar-a-Lago  getaways every weekend to play golf. (Two words of advice: Camp David. It’s much easier on the taxpayer.)
1108156121791909888 2019-03-19 19:59:42 -0400 <jhcToyko> @dweaver7041 @carlottaclarice @Gdad1 @realDonaldTrump Insulting? by saying the truth? Sorry truth hurts...   Your president is ruining us, our relationships with other countries, and killing jobs inside the US with his BS narrative. He wants to cut SS..I can name another 100 things. But his fucking wall, like his penis, won't get up
1108156120399519744 2019-03-19 19:59:42 -0400 <58Krolikowski> @realDonaldTrump @JesseBWatters Truth.
1108156120277925889 2019-03-19 19:59:42 -0400 <juanescalante49> @jamesfox718 @realDonaldTrump @JesseBWatters @FoxNews Lol. Toughen up James
1108156120194052097 2019-03-19 19:59:42 -0400 <mustang_428> @Andonia_23 @realDonaldTrump No they don't but carry on being an idiot by all  means
1108156118113636352 2019-03-19 19:59:41 -0400 <tonyrow933> @realDonaldTrump New constitution...Never Harass an active president! 😬  Lock them up Mr Trump!!
1108156116855197696 2019-03-19 19:59:41 -0400 <may_I_be_Kurt> @MittRomney Thank you for saying this and standing up to @realDonaldTrump.
1108156115295059968 2019-03-19 19:59:41 -0400 <onlychild1956> @realDonaldTrump Your are the enemy of this country
1108156113352945664 2019-03-19 19:59:40 -0400 <curranpro> @Twitter please file a counter suit against @DevinNunes. He’s colluding with @realDonaldTrump in an attempt to win another election by influencing freedom of the press.
1108156111834832898 2019-03-19 19:59:40 -0400 <MaximumSiege> @realDonaldTrump Way to show your bias there buddy, "They said something good about me? Guess they're not fake news for today"
1108156111365046273 2019-03-19 19:59:40 -0400 <Public_Service1> @JGreenriver @gabesonn @camala484 @dollycat5 @EdKrassen @realDonaldTrump I have seen telecommunication companies cancel service for both of these motives. Email accounts have also been closed by Public companies for violating policies. And they win in court all the time.  Just because somebody cries victim doesn't mean there is a victim.
1108156109263499264 2019-03-19 19:59:39 -0400 <OldManDoogs> @realDonaldTrump You scared bro?
1108156108361728000 2019-03-19 19:59:39 -0400 <CoronadoDude> @realDonaldTrump @JesseBWatters Wow it's pretty obvious that fox is the only propaganda station for Donald Trump it's sad because  the majority of Americans don't even watch Fox !! Fox is totally fake news to the rest of the world !!
1108156106747142152 2019-03-19 19:59:39 -0400 <pollyd55> @realDonaldTrump CNN is not in the “believer” business.
1108156106361102336 2019-03-19 19:59:38 -0400 <JeffPreston13> @realDonaldTrump @JesseBWatters You're right. You could not have said it as well.
1108156106243633152 2019-03-19 19:59:38 -0400 <ChayneRudolph> @DrEstella @alexlee1315 @LindaSuhler @realDonaldTrump @POTUS It doesn't take a PhD to call.... buuuulllllshit.
1108156104897236992 2019-03-19 19:59:38 -0400 <Jay_Goldstein1> @realDonaldTrump  https://t.co/yVlVtUfTkZ
1108156103999787017 2019-03-19 19:59:38 -0400 <jessicabrown40> @realDonaldTrump Yes you are! #trumpisaloser
1108156100380164096 2019-03-19 19:59:37 -0400 <berg_jade> @MollyJongFast @realDonaldTrump @gtconway3d From now on the default should be that Trump lied. If he actually ever tells the truth, then that should be newsworthy.
1108156098668883969 2019-03-19 19:59:37 -0400 <TylersOH> @Real_EllieBrown @realDonaldTrump @BardsOfWar @Cordicon Execute operation delete your account because you tinfoil conspiracy theorists aren’t getting far.
1108156098396209152 2019-03-19 19:59:37 -0400 <Caramel_Cowboy> @ChatByCC @realDonaldTrump You guys are all falling for this bot-troll. Please don’t feed the trolls.
1108156097322352643 2019-03-19 19:59:36 -0400 <siskdp> @realDonaldTrump Amen!!!!
1108156097238614016 2019-03-19 19:59:36 -0400 <Sunluvr16> @JohnFle44582549 @UROCKlive1 @realDonaldTrump Not true. Economy was soaring well before Trumps election
1108156094772318208 2019-03-19 19:59:36 -0400 <Voiceof74353149> @ehill111 @Leftistlapdogs @QuiteBigBill @greenpeaceusa @Greenpeace @realDonaldTrump @foxandfriends @AOC Greed is the main problem and cause for pollution. In the 1970s oil companies bought up patents on high mileage carburetors and then paid car companies to change their designs to fuel injection so public companies would not mass...
1108156092863995904 2019-03-19 19:59:35 -0400 <GOPlastdays> @realDonaldTrump fake news
1108156088854200320 2019-03-19 19:59:34 -0400 <SofiaNeanderthl> @realDonaldTrump Leopards don't change their spots. They're up to something,  AGAIN. They're not accustomed to telling the truth.
1108156088581386240 2019-03-19 19:59:34 -0400 <pat_pgsims> @realDonaldTrump @JesseBWatters Ya must be speaking of McCain because Donald J Criminal is none of these things
1108156087537065984 2019-03-19 19:59:34 -0400 <Allen79934> @realDonaldTrump @HD283271 Some times the must tell the Truth, even if it hurts them a little....LOL
1108156084462735360 2019-03-19 19:59:33 -0400 <LoriNJ1219> @realDonaldTrump @JesseBWatters  https://t.co/jEEpLImepa
1108156083833585666 2019-03-19 19:59:33 -0400 <doug_in_nc> @realDonaldTrump @JesseBWatters That’s because you can’t say a single sentence clearly. It’s nothing to do with the content.
1108156083430928390 2019-03-19 19:59:33 -0400 <iqof163> @ChatByCC @realDonaldTrump No not really, unlike fox they are real news !
1108156082873085952 2019-03-19 19:59:33 -0400 <HolySnowses> @offbeatagent @realDonaldTrump @JesseBWatters Ever happened in the past?  😊
1108156082474635265 2019-03-19 19:59:33 -0400 <JLStern1025> @TomiLahren @realDonaldTrump It'd be slightly more meaningful if he hasn't gouged hard-working Americans with his so called "tax reform" and absolutely RETARDED tariffs. Seems to me Americans always paid for this idiot's paycheck at least twice. Think! It'd do you some good.
1108156082441121792 2019-03-19 19:59:33 -0400 <trishtra3> @realDonaldTrump Maybe you should stop spending millions of dollars campaigning on Facebook then.
1108156082399203328 2019-03-19 19:59:33 -0400 <EWADJD_D> @realDonaldTrump Yes, @parscale does appear to be a big loser, we agree with you.
1108156082109796352 2019-03-19 19:59:33 -0400 <Frolix9> @realDonaldTrump @JesseBWatters 'Lying, mentally-ill racist, who deserves to be imprisoned or impeached'  Yeah, nice job, Jesse! Cheeto Mussolini couldn't haven't said it better...or, 'see Jane play'! Or, successfully do... anything! He's a nitwit, and how people didn't see it before Putin have him the job...
1108156081753202690 2019-03-19 19:59:33 -0400 <CrazyUncleBob> @RealJack @steph93065 @realDonaldTrump Me too!
1108156080893374469 2019-03-19 19:59:32 -0400 <Tokdmae> @realDonaldTrump #BolsoTrump❤️🇧🇷🇺🇸
1108156079945539584 2019-03-19 19:59:32 -0400 <SusanSellsBrook> @DeepStateExpose @realDonaldTrump Proof?
1108156079278645249 2019-03-19 19:59:32 -0400 <Victoriamonti5> @realDonaldTrump Fake news Donnie
1108156079215652871 2019-03-19 19:59:32 -0400 <BettyAgnew3> @kraz_jason @Real_EllieBrown @realDonaldTrump @JesseBWatters Well it sure won't be the crooked, murderous Democrats.
1108156077890330624 2019-03-19 19:59:32 -0400 <veg_davi> @realDonaldTrump Still praying for you Mr President Sir !!
1108156077495992320 2019-03-19 19:59:32 -0400 <NancyKnittle3> @realDonaldTrump @JesseBWatters Jesse is right. That's why Trump will get a second term #TRUMP2020
1108156073976852481 2019-03-19 19:59:31 -0400 <MBSSeattle> @HoleAces @realDonaldTrump @JesseBWatters And what’s the national debt now? But I guess true conservative values are long gone 🤷‍♂️
1108156070961340417 2019-03-19 19:59:30 -0400 <Paranor001> @Chess_1967 @fawfulfan @realDonaldTrump For some reason, Lindsey Graham mouthing off just came to mind...
1108156069136818179 2019-03-19 19:59:30 -0400 <Grmpyii> @realDonaldTrump How did the Russian collusion information start. You forgot the key event. The GOap started a investigation into trump, then it was taken over by Clinton, but the GOP actually started it. Get the facts straight. You apologized yet for make jokes about RAPE?
1108156066297245697 2019-03-19 19:59:29 -0400 <ThisGuy41087045> @realDonaldTrump IT DOESNT EXCUSE YOUR CRIMES.
1108156063793274880 2019-03-19 19:59:28 -0400 <ADAMWTF1> @realDonaldTrump But I thought CNN was fake news? Make up your mind already!!!
1108156062262124544 2019-03-19 19:59:28 -0400 <3ifByCYBERWAR> Malignant narcissist grifter @realDonaldTrump
1108156061826105344 2019-03-19 19:59:28 -0400 <keri0329> News flash: @realDonaldTrump lies every time he opens his mouth. #TrumpLiesMatter
1108156060483887104 2019-03-19 19:59:28 -0400 <BBbmarsh> @seungminkim @realDonaldTrump Does that mean he's going to stare at it for a long time.
1108156059179347968 2019-03-19 19:59:27 -0400 <voteNotoALL> @realDonaldTrump We Who?  Not the sane, moral &amp; ethical citizens we know
1108156057862311936 2019-03-19 19:59:27 -0400 <GloriaWright3> @RWPUSA @realDonaldTrump @FoxNews @CNN They deserve each other.
1108156051201974273 2019-03-19 19:59:25 -0400 <AgPrecourt> @Jim_Jordan @OutnumberedOT Cannot watch....Fox is disgusting. No credibility. #DonnaBrazil #PaultheloserRyan @DonaldJTrumpJr @ToddSchrocat @realDonaldTrump
1108156051189362688 2019-03-19 19:59:25 -0400 <kathyJoe369> @realDonaldTrump @JesseBWatters See what your hatred does and this is not fake news you should be ashamed of yourself Mr. Trump  https://t.co/MOAQ53meKl
1108156050031546368 2019-03-19 19:59:25 -0400 <realJakeJacobs> @JimKilbane @realDonaldTrump @JesseBWatters Doesn't prove anything. Even if true, who cares? All irrelevant. Judge what he's done as POTUS
1108156049570304000 2019-03-19 19:59:25 -0400 <DebbieRebG> @Suzdee1 @SheIsMeIamHer2 @SenateLoser @SaintAmourMich @realDonaldTrump IT FROM CNN......🤣🤣🤣🤣🤣🤣🤣🤣
1108156048974774272 2019-03-19 19:59:25 -0400 <D_Trumpocalypse> @realDonaldTrump Well, thank God we've got your technical expertise on the case.   Be sure to email them from your AOL account for faster results.
1108156047431221249 2019-03-19 19:59:24 -0400 <PreciousTink08> @realDonaldTrump The problem is you! The Republicans want someone else running against the Democrats. I don’t and won’t vote for you. You need to  step aside so that we have an electable Republican
1108156047229890561 2019-03-19 19:59:24 -0400 <HowardG82221926> @realDonaldTrump @JesseBWatters RIDICULOUS!
1108156045820678145 2019-03-19 19:59:24 -0400 <briteyes4u> The news is the ENEMY OF THE PEOPLE rhetoric is EXTREMELY DANGEROUS @realDonaldTrump ...the POTUS needs to be friggin sensored b4 his words get more people murdered. MSM stop giving him a pass saying his words are not inciting violence.  THEY ARE!!!
1108156045384257536 2019-03-19 19:59:24 -0400 <occupy4eles> @realDonaldTrump  https://t.co/ASiavrhhlM
1108156044851798017 2019-03-19 19:59:24 -0400 <Poppabuzzy> @SpeakerPelosi @realDonaldTrump Nancy, you truly are daft.
1108156041479548928 2019-03-19 19:59:23 -0400 <knotiookin> @realDonaldTrump @JesseBWatters you obviously have the same writers hunny #resign
1108156041135562752 2019-03-19 19:59:23 -0400 <Aezreil> @realDonaldTrump  We're going to make a national holiday the day you go to prison.
1108156040271536129 2019-03-19 19:59:23 -0400 <JdDal28334181> @realDonaldTrump Lol
1108156037830369280 2019-03-19 19:59:22 -0400 <patchandmuffin> @LindaSuhler @realDonaldTrump @JesseBWatters If you support the constitution then you can't support the president.
1108156037763350528 2019-03-19 19:59:22 -0400 <beruda1495> @RVAwonk @parscale @realDonaldTrump @TheJusticeDept LOL 🤣🤣🤣🤣🤣
1108156037004181506 2019-03-19 19:59:22 -0400 <delinkylynn> @realDonaldTrump I thought you didn’t watch CNN because it’s “fake news”.
1108156036647661568 2019-03-19 19:59:22 -0400 <JasonRCloud> @MittRomney @RealRonHoward You can’t understand crazy!  @realDonaldTrump is coo coo for Cocoa Puffs!  https://t.co/BM3XRXcPEO
1108156036622385152 2019-03-19 19:59:22 -0400 <KALANITOKI> @realDonaldTrump @JesseBWatters 💯💯💯
1108156031874535424 2019-03-19 19:59:21 -0400 <artisteHart> @realDonaldTrump You have really inspired great cartooning, Donald!
1108156030968627201 2019-03-19 19:59:20 -0400 <nancylees> @realDonaldTrump @JesseBWatters No question that the #FakeNews press is the enemy of the people. Perfectly stated @JesseBWatters #MAGA2020 🇺🇸🇺🇸🇺🇸🇺🇸
1108156030272397312 2019-03-19 19:59:20 -0400 <dani_deparis> @realDonaldTrump Help clean the swap immediately AFTER we build the WALL.  Get rid of Pelosi, Schumer and AOC.....and of course that Somali Pirate...shame on her.  I am sick and tired of 'left' criticizing the Jews and defaming Christians.  Congress is a MESS!  DaniD
1108156028191981568 2019-03-19 19:59:20 -0400 <HuachanoBarba> @realDonaldTrump @JesseBWatters I’ll believe you cannot say it better, mate... that is no merit, tho
1108156027764162561 2019-03-19 19:59:20 -0400 <suefromCanada> @realDonaldTrump @DiamondandSilk If @CNN is reporting 71% in favour of President Trump then the real number must be 91%.
1108156027134853120 2019-03-19 19:59:20 -0400 <maxwell18191708> @TheRightMelissa @SkippyManuel @realDonaldTrump And a man!  @maxwell18191708
1108156025822236672 2019-03-19 19:59:19 -0400 <DrumsNBass13> @realDonaldTrump @TraciIrving1 @JesseBWatters As you listen, you hear Trump talk about 4 groups: 1. Law abiding citizens protesting statues 2. Law abiding citizens protesting statue removal 3. Nazis 4. Antifa  1 &amp; 2 are 'very fine people'. 3 &amp; 4 caused the violence and should be condemned.
1108156025474113537 2019-03-19 19:59:19 -0400 <os_anne> @g3ismeee @charliespiering @jairbolsonaro @realDonaldTrump Neat! I made a banner for the '81 Soccerbowl (Cosmos played the Sting) and sent it with a friend who went. Went to some of the MISL games that went on later. Good times, indeed.
1108156025473921024 2019-03-19 19:59:19 -0400 <BakerHugh> @realDonaldTrump saying John McCain's vote on healthcare was "disgraceful" He's pulling our leg,as these words were spoken by the one of the most disgusting, disgraceful, pathetic excuse for a man who has ever lived.
1108156025000087553 2019-03-19 19:59:19 -0400 <Artist_Papy> @tedlieu @gtlang74 @realDonaldTrump Russia can you here us? Lmfao
1108156023452430336 2019-03-19 19:59:19 -0400 <Basquerading> @realDonaldTrump You're going to prison.  https://t.co/nyvskYfbpI
1108156023078961152 2019-03-19 19:59:19 -0400 <LongAsUCan2> @clairermassey @vegasbanks @VtxMad @Rose52413 @ThaddeusArjuna @keanothedog @Doh_Doh_Burrd @BBackerman1 @PennyCarrigan1 @ommatid @SarahLies4Trump @ignats66 @gentlemindmom @cyferPtVila @a_patriciann @AllAboutAllan @stuffbusted @CurtisCBallII1 @DearAuntCrabby @Baltic_Bluebird @BarbieToes1 @basshooker2 @kaysintBB @Barbara13199344 @Michael97396326 @Barbie2692 @BeautyAbounds4U @adamcbest @Falconer084 @BearmanShannon @marcbenoit39 @BenPutnam56 @NotMyPrecedent @Carolyny1948 @CeeEm29 @Cole90029LA @janjan_collins @rugbynred @Uscolonmc @msdusa @SassyMsViolet @VeriEnterestng @GaryMartinV @Vote4Georgia @VPelletieri @verocruz @VickiSJones @realDonaldTrump Precisely my concern. I have faith in Mueller - but I fear we put too much on him, while TeamTrump takes advantage of Mueller's code of silence.
1108156019459452928 2019-03-19 19:59:18 -0400 <HsvTribune> @realDonaldTrump You are on the side of the far-right extremists.  This is the dangerous side.   Learn history!
1108156019446816768 2019-03-19 19:59:18 -0400 <autorepairma> @Magdalena0113 @MarshallFarts5 @ForQ2 @JanetJe1963 @realDonaldTrump @GreaseWeezy @WrmNewt @lonepatrick Once in a while..? You mean Every Time.., don't you..? 😂
1108156019144822785 2019-03-19 19:59:18 -0400 <DVend1> @andrews_clint @katdam22 @mrsk81515 @TheRynheart @realDonaldTrump Wrong. His popularity is greater today than it was before he got elected. Dems are bleeding a lot of voters. Independents are scared of dems and moving to the repubs column. Dems are losing blacks and latinos in large numbers too. Trump is also very popular with Muslims. All Fact
1108156016728911872 2019-03-19 19:59:17 -0400 <mushroomfeet> @wbruce44 @TheView @WhoopiGoldberg @sunny @MeghanMcCain .@realDonaldTrump is an extremely #cruel. That is all.
1108156015906877440 2019-03-19 19:59:17 -0400 <TresoliniFan> @realDonaldTrump @JesseBWatters Wait... so @FoxNews isn’t on the list??? My god thank you, sending thoughts and prayers to all the Trump supporters for this terrible loss...Ignorance is Trumps saving grace...
