909205256042614784 2017-09-16 19:59:59 -0400 <garyjr61969> @realDonaldTrump @foxandfriends Too bad cause Fox &amp; friends suck
909205255442898945 2017-09-16 19:59:59 -0400 <GHViky> @VP @realDonaldTrump @ONU_derechos @Almagro_OEA2015 SOS Venezuela  https://t.co/2OJPZrpCry
909205250615033856 2017-09-16 19:59:58 -0400 <Joe__Vela> @realDonaldTrump I know, right? Obama was such a good President. Bummer your stomach hands will turn HIS ECONOMY into shit, too.
909205249105305600 2017-09-16 19:59:58 -0400 <BrevityisBest> @realDonaldTrump Vote for Judge Roy. An outsider who will shake up the swamp! #DrainTheSwamp #MAGA
909205243354865664 2017-09-16 19:59:56 -0400 <Stacy_L_L> @realDonaldTrump Why haven't you been impeached yet? You are ruining America!!!
909205241366683648 2017-09-16 19:59:56 -0400 <billyjoecain> @realDonaldTrump This guy doesn't understand numbers.
909205240850903040 2017-09-16 19:59:56 -0400 <BeckyMFQ001> @AnaLorenaVictor @TheTweetwit @realDonaldTrump @usairforce Is this her O face 😂
909205239940730880 2017-09-16 19:59:56 -0400 <ccrock78> @realDonaldTrump We don't want anyone who takes money from the establishment in DC.
909205238262800384 2017-09-16 19:59:55 -0400 <GardJohanna> @syckatic @Shannon281975 @realDonaldTrump doesn't hold any office-"Impeachment is the process by which a legislative body formally levels charges against a high official of governmt"
909205237851975686 2017-09-16 19:59:55 -0400 <janblackman49> @GaryEther @DebbieM78691242 @deborahjuanita4 @realDonaldTrump @usairforce Best wishes to you sir
909205229370974213 2017-09-16 19:59:53 -0400 <LegalDiva1964> @MaraLaGoFuckYou @jawinston4 @realDonaldTrump I just looked at the tweet to which you were responding and 😂😂😂😂--you go girl!
909205224518234112 2017-09-16 19:59:52 -0400 <MichaelTyus> @PAB01380325 @MsDocTransform @realDonaldTrump And so far, Trump is following in his footsteps.
909205215995236352 2017-09-16 19:59:50 -0400 <UnrealDTrumpy> @jtopper49 @wbayne01 @EdKrassen @IRdotnet @realDonaldTrump Ran out of space, but agree. :)
909205214632267777 2017-09-16 19:59:50 -0400 <adgentle40> @realDonaldTrump Luther Strange is the swamp, and a liar.
909205213034270722 2017-09-16 19:59:49 -0400 <taco1949> @realDonaldTrump Thank you President Obama! Wish you were still our intelligent and beloved President. We love you President Obama!
909205210643533824 2017-09-16 19:59:49 -0400 <PaulineCate1> @realDonaldTrump Ha ha ha ha! I voted for you but you screwed us royally! Can't stomach you anymore. 💩
909205210379071488 2017-09-16 19:59:49 -0400 <jdylancross> @WhatGattusoMad @realDonaldTrump Trans Pacific Partnership (TPP, so leftists understand). Get out of your bubble, dummy.
909205210282766337 2017-09-16 19:59:49 -0400 <patriotfromtx> @realDonaldTumpr @cs0058sc @realDonaldTrump Lefties r#MAGA trolling this poll. Leftist trolls were tossed a bone when Chuckles&amp;Nasty lied about the DACA deal w/Trump to divide his base
909205207871049728 2017-09-16 19:59:48 -0400 <Glambert3599> @realDonaldTrump Sorry Donald but because of you terrible things are happening. A con man always cons. #ImpeachTrump
909205207678160898 2017-09-16 19:59:48 -0400 <minerva_orengo> @JacobAWohl @realDonaldTrump Yeah, like the great Wall he's building and the health care plan, right? He has done SHIT.
909205197561450496 2017-09-16 19:59:45 -0400 <PrAaHe> @realDonaldTrump Luther is a crook. Don't support this guy.
909205197267849218 2017-09-16 19:59:45 -0400 <tgatp> #TheresaMay looks to be as dangerous, if not more so, as @realDonaldTrump  https://t.co/hvcjzcmmUU
909205187918749696 2017-09-16 19:59:43 -0400 <MelissaAlli> @realDonaldTrump You're not bringing back shit. Literally not shit.
909205184521359361 2017-09-16 19:59:42 -0400 <lawless_r> @WhatsYourThesis Watch how the @realDonaldTrump presidency plays out
909205179110772736 2017-09-16 19:59:41 -0400 <DebWorkman716> @realDonaldTrump You can't change the rules just because you aren't winning Do the right thing for once and earn a win Until then you will always be a #LOSER
909205177223262208 2017-09-16 19:59:41 -0400 <Waxxingpoetic> @realDonaldTrump @lutherstrange Holy shit, you are losing this election.#NoMoore #NoStrange #DougJonesforSenate #Mueller
909205176619339776 2017-09-16 19:59:40 -0400 <stansturg> @realDonaldTrump You ain't bringing back shit
909205172924162049 2017-09-16 19:59:40 -0400 <10_ashus> The way @realdonaldtrump shakes her hand and then shoves her away is so degrading; like she's disposable. @FLOTUS so embarrassing  https://t.co/fGR13x57W7
909205169627451392 2017-09-16 19:59:39 -0400 <attybishai> @crusher614 @realDonaldTrump We are also the United STATES of America.  This is why the Electoral College avoids a runaway majority, and, California doesn't dictate
909205169598074881 2017-09-16 19:59:39 -0400 <Morrison7Rhonda> @RandallKraft @tia6sc @JamesStevenHal1 @Snap_Politics @DykstraDame @bronxhoops2033 @ForHisGlory52 @Joel_W8 @NotBenStone1 @4AllSoulKind @dirl_cool @SONNYBILLFAN @DwightCooper16 @LivePatriot @Prettynickle @_WCarter_ @JoeyFotoFr @Cosain02Cosain @RedMeatMonday @KnucklDraginSam @eavesdropann @semperTT @stand4honor @justicehall69 @DanaElizabeth69 @workbench59 @richmagoo @MatuaJustin @oceanmaniac @FuriousFarmBoy @Navyvet30yrs @Latticepr @sxdoc @4yourvets @FBI @jimmygarner @TheGreatFeather @unarosabianca13 @BillPeriman @HorseShort @Mom2theCorps @jorgenseptember @misterdish69 @mama_sees @TGowdySC @realDonaldTrump @wikileaks @OminousPie @wienerherzog2 @PizzaPizzaLtd She was a clear and present danger to america, patriots took care of the problem.
909205167743975424 2017-09-16 19:59:38 -0400 <de4856> @realDonaldTrump 👍🇺🇸
909205165844004864 2017-09-16 19:59:38 -0400 <JSchrempp> @realDonaldTrump And yet you can't stop tweeting about her. She really got to you.
909205165147860992 2017-09-16 19:59:38 -0400 <pa_metsfan> @realDonaldTrump Thank your predecessor for that. You've done nothing but divide this country since you took office. #ImpeachTrump
909205164657127424 2017-09-16 19:59:38 -0400 <BJeanMohr1> Freedom of the press is life's blood of USA. Stop presidential bullying.#ACLU  @realDonaldTrump  https://t.co/cL4DPO3Wk2
909205164279681024 2017-09-16 19:59:38 -0400 <ce9461> @realDonaldTrump Vote obstruction of justice  https://t.co/naRZWKNF3p
909205163558060032 2017-09-16 19:59:37 -0400 <eggodo> @realDonaldTrump 😂😂😂  https://t.co/ik1ar3Fl4N
909205163033763841 2017-09-16 19:59:37 -0400 <Jennie2004> @realDonaldTrump Serious get your facts straight.. No wonder Ms. Hill called you a white supremacist!
909205161339441152 2017-09-16 19:59:37 -0400 <Charlot35060083> @nia4_trump @InTheYear1611_ @POTUS @realDonaldTrump 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸👍❤️🙏🏻
909205160349618176 2017-09-16 19:59:37 -0400 <DRAGUNSHELL666> @USNavy @realDonaldTrump @USPacificFleet @3rdID8487 @usairforce @US_EUCOM @POTUS APOCALYPSE MAYANS EGYPTIAN NOW ME$$  https://t.co/3wFmDQ4nG2
909205158780899328 2017-09-16 19:59:36 -0400 <DavidMc67925910> @realDonaldTrump Say no To DACA, now!
909205156301914113 2017-09-16 19:59:36 -0400 <signalhz> .Sanders Lays Out WH Wants In Amnesty Deal   @realDonaldTrump if u legalize,pardon,support deal.. millions will come  https://t.co/FNnlYFkaK1
909205154527895552 2017-09-16 19:59:35 -0400 <Coastie721> @WhatGattusoMad @realDonaldTrump Recognizing the number one supporter of Isis Iran and not pay them ransom money so they can kill our troops.
909205148513325056 2017-09-16 19:59:34 -0400 <bluecollarfab> @EdKrassen @IRdotnet @realDonaldTrump Present Trump, has a hell of a alot more followers then u ED lol not counting the ones outside the U.S. y would anyone listen to u. Lol
909205143203094529 2017-09-16 19:59:33 -0400 <TrumpATeam> @_Nationalist_UK @tony_waltho @Nigel_Farage @realDonaldTrump @HillaryClinton I misread your reply 😳
909205141500375040 2017-09-16 19:59:32 -0400 <Asbertly1> @kikecruznotiuno @NotiUno @realDonaldTrump Aún con un huracán azotándonos?
909205139788935168 2017-09-16 19:59:32 -0400 <greasyballsacks> @Impeach_D_Trump @BreakingDTrump @realDonaldTrump @usairforce How?
909205133136982016 2017-09-16 19:59:30 -0400 <UptownDCRich> @SamResistMordor @universal9494 @Cmftlynum @foxybubba18 @realDonaldTrump Bazillions actually...
909205133027954688 2017-09-16 19:59:30 -0400 <UUKnowTheThing> @realDonaldTrump Thank you President Trump for being the president we elected! We stand behind you🇺🇸🇺🇸❤️today, tomorrow and for the next 7 1/2 more years!
909205126539341824 2017-09-16 19:59:29 -0400 <IvraII> @peritweeter @timjacobwise @POTUS @realDonaldTrump It would be prudent if he cared... but if he cared we wouldn't be where we are. The masses need to know so that "we the people" can change.
909205126077976582 2017-09-16 19:59:28 -0400 <markglading> Dear World, just my opinion but I contend that @realDonaldTrump &amp; #Brexit are both very bad. So is #KimJongUn of course.  Goodnight.
909205124446384128 2017-09-16 19:59:28 -0400 <jimmj8871> @realDonaldTrump The exact opposite of how anyone would describe you
909205124102410240 2017-09-16 19:59:28 -0400 <DavidMP4> @DalobreLB @RoyalePeke @realDonaldTrump @CristiPedroche @Cristiano @BarackObama @WillyrexYT vamoooh
909205118259564544 2017-09-16 19:59:27 -0400 <paul_patton> @pattonoswalt They flung poo at Tila Tequila, what would they dump on @realDonaldTrump ?
909205117794226176 2017-09-16 19:59:26 -0400 <zoewaekland> @ToddMulez54304 @KeithOlbermann @realDonaldTrump Alec.
909205110483333125 2017-09-16 19:59:25 -0400 <moveover4me2> @Unpersuaded112 @realDonaldTrump Beauty only skin deep ugly is clear through
909205110000992256 2017-09-16 19:59:25 -0400 <heiressarts> @realDonaldTrump Luther may be good politically but I think Judge is God's choice (10 Commandments)
909205107023085569 2017-09-16 19:59:24 -0400 <barbvme2> @MSNBC 😂😂@realDonaldTrump what a cry baby! As I tell my kids "if your not bleeding there's no crying" #realitybites
909205105638903808 2017-09-16 19:59:24 -0400 <Lil_Dragonfly_7> @realDonaldTrump So now you will need to tell any supporters you have left that you are "patching" the wall, not building a beautiful 30 ft. Wall. Fraud
909205104577966080 2017-09-16 19:59:23 -0400 <chbrkr> @crusher614 @realDonaldTrump Right. If we were a true democracy, she'd be president. The people chose HRC. #3,000,000
909205102707249153 2017-09-16 19:59:23 -0400 <Ripley2A> @realDonaldTrump @maggieNYT You're clueless. U should thank god every day that u inherited money. If not u would b pushing carts at Walmart #mentallyChallenged
909205101209845765 2017-09-16 19:59:22 -0400 <DesignArtStudi0> @tiggronly @CNN @realDonaldTrump The reason for it is a topic much too complicated to be explained in 144 characters, but let say social injustice its one reason 1/2
909205099745968128 2017-09-16 19:59:22 -0400 <MaryMeliz99> @realDonaldTrump 😂😂😂grow up
909205098995228672 2017-09-16 19:59:22 -0400 <billyjoecain> @realDonaldTrump Whoa. He can read!
909205096147427328 2017-09-16 19:59:21 -0400 <MrLarrySellers> @realDonaldTrump You write like a toddler
909205095988023297 2017-09-16 19:59:21 -0400 <ANGIE_nyc> @MomWifeGrammy @Stump4TrumpPAC @BillClinton @realDonaldTrump #JamesComey friend = conflict of interest he should be replaced ASAP
909205095622967297 2017-09-16 19:59:21 -0400 <DonMauro1> @realDonaldTrump @DonaldJTrumpJr Who cares, pardon the interruption, but focus on what you promised Mr President, not on what some babe is saying about you, focus, focus....
909205091852390400 2017-09-16 19:59:20 -0400 <DawnDCS92> @OmnivoreBlog @realDonaldTrump Come on, are you really this low?
909205082847301633 2017-09-16 19:59:18 -0400 <sabine_durden> @rockstarjoeyd @BookExodus20V15 @scks386 @PhilipCardillo @dmbjewel @reedfranklin @Walter_Dill @Pikeitberk @vintagejoehill @CherylBooone @realDonaldTrump @real_jamielshaw A whole street in LA lined with street vendors doing just that 😡
909205081605599232 2017-09-16 19:59:18 -0400 <gatadelafuente> @realDonaldTrump It doesn't count if you pray to yourself and have a heart of stone.
909205075633086464 2017-09-16 19:59:16 -0400 <RayTtt5> @ChristinaFitch4 @Hell_Week @realDonaldTrump They can count on you libs to watch their garbage. Michael Moore has made millions off of you. SUCKERS
909205073648951296 2017-09-16 19:59:16 -0400 <Gemjunkiejewels> @eugenegu @danibostick @kharyp @realDonaldTrump Because republicans lost by 3 million votes fucking 3 million, why are they trespassing in the WH / screwing up everything thats been done
909205069303812098 2017-09-16 19:59:15 -0400 <JohnniMo> @realDonaldTrump Thanks @BarackObama!
909205069240946688 2017-09-16 19:59:15 -0400 <zoewaekland> @ToddMulez54304 @KeithOlbermann @realDonaldTrump We need Alex Baldwin as Trump pushing his scheddy balls.
909205068741730304 2017-09-16 19:59:15 -0400 <Frizzer> I'm an old white woman and AF vet (20 yrs) and I'm calling @realDonaldTrump a White Supremacist. #NaziBucketChallenge
909205068536209409 2017-09-16 19:59:15 -0400 <TrumpDaGrifter> @KeithOlbermann @realDonaldTrump Trump doesn't have to go for Schweddy ... for him it just happens naturally.
