909205256042614784 2017-09-16 19:59:59 -0400 <garyjr61969> @realDonaldTrump @foxandfriends Too bad cause Fox &amp; friends suck
909205066363674624 2017-09-16 19:59:14 -0400 <6sidedcrystal> #DoSomethingGOP @GOP @HouseGOP @SenateGOP @HouseJudiciary @VP @SpeakerRyan @SenateMajLdr @PressSec @GOPLeader @realDonaldTrump #ImpeachTrump  https://t.co/dPV0pgTLio
909205066174918656 2017-09-16 19:59:14 -0400 <mamabarnes1980> @realDonaldTrump should be watching  Two Degrees:Point of No Return. Quite the eye opener.
909205065323425794 2017-09-16 19:59:14 -0400 <reichones> @EdKrassen @IRdotnet @realDonaldTrump @usairforce And you are an imbarassment to all those who truly stand up for our great Nation.
909205064744685569 2017-09-16 19:59:14 -0400 <JJv199> @realDonaldTrump Luther Strange is just a lap dog for McConnell. Expect nothing from him.
909205063721259008 2017-09-16 19:59:14 -0400 <AnthnyMazzeo> @realDonaldTrump Really should stay out of it..unless yu want more Dems to make Deals with, let people decide, what if the Judge wins?
909205062563635200 2017-09-16 19:59:13 -0400 <DavidNola985_> @DonaldJTrumpJr @EricTrump pass this up to @realDonaldTrump  Two of my friend had a great idea for the wall.  @RealSmashGordon @Jimmer1609  https://t.co/3sZ46vwwJu
909205061171056640 2017-09-16 19:59:13 -0400 <KingCujo> .@realDonaldTrump - Loser  https://t.co/xgwkZu1gEy
909205060164263936 2017-09-16 19:59:13 -0400 <monaball1945> @RozzieSkywalker @realright54 @corve_chris @HillaryClinton @realDonaldTrump Define the word sociopath without looking it up
909205056154677249 2017-09-16 19:59:12 -0400 <semifluent> @realDonaldTrump Thought your heroes didn’t get captured, punk. Go away
909205054611222528 2017-09-16 19:59:11 -0400 <AbeLincolnMD> @realDonaldTrump ESPN shouldn’t apologize as it’s not an “untruth”, @POTUS needs to apologize for all the untruths he has sold to US citizens.
909205053747208192 2017-09-16 19:59:11 -0400 <nebraskarn02> @realDonaldTrump So when will the American farm economy improve - oh wait - we don't count
909205051507449857 2017-09-16 19:59:11 -0400 <tony_waltho> @_Nationalist_UK @TrumpATeam1 @Nigel_Farage @realDonaldTrump @HillaryClinton I have seen a graphic for actual migration nothing on contributions. Please repost
909205049179557889 2017-09-16 19:59:10 -0400 <mgach31> @realDonaldTrump At least until your fiscal year starts and we're stuck with your policies. For now, thanks @BarackObama!
909205048948936706 2017-09-16 19:59:10 -0400 <ArvindKaul6> @WSJ @CNN @FoxNews @realDonaldTrump @SecTillerson @nbc @nytimes Was Pakistan not hiding Osama bin Laden..swindled  US/Obama for billions!
909205041692790786 2017-09-16 19:59:08 -0400 <alpacafarmgirl2> @EllyBama @JD4Constitution @OliMauritania @realDonaldTrump Trump's always been in favor of a little Strange.
909205041411530752 2017-09-16 19:59:08 -0400 <DickySlapperman> @pheegees @Team_Trump45 @DonnaWR8 @realDonaldTrump Come on!  He is fixing the wall . . . that has worked so well up to now
909205038555332608 2017-09-16 19:59:08 -0400 <ZEN_racer> @realDonaldTrump Did you recognize your wife yet?
909205035459981312 2017-09-16 19:59:07 -0400 <SharonC37839799> @realDonaldTrump Another one of your lies. I doubt if you even know the man
909205035246120965 2017-09-16 19:59:07 -0400 <Ivyychan> Because @realDonaldTrump tweeted, I just saved $[insert amount] for [insert your reason here]!
909205031215419393 2017-09-16 19:59:06 -0400 <philtmiller> @realDonaldTrump Contrary to your previous position? Hard to keep track with you Sport.
909205029273321472 2017-09-16 19:59:05 -0400 <ChrisVa08675419> @realDonaldTrump Thank you president J Trump for another great week and your astounding efforts to continuously make America great again America strong!!  https://t.co/QXdad6wz8q
909205028954656768 2017-09-16 19:59:05 -0400 <mezikeen> @realDonaldTrump @usairforce Tom Cruise is an actor pretending to fly jets for the Navy you dolt. So telling our air force they are better than an actor really?
909205028870729728 2017-09-16 19:59:05 -0400 <millerth3> @realDonaldTrump @JerryHendrixII Do you have inside information on your date of #impeachment ?  Do tell.
909205026064814080 2017-09-16 19:59:05 -0400 <csayegh35> @trish_regan @YouTube @realDonaldTrump Trish speaks the truth .if we had the will to avoid major war. This is what it will take
909205025464909825 2017-09-16 19:59:04 -0400 <almightydanish> @realDonaldTrump You can't even spell his name right. Some endorsement.
909205024525258752 2017-09-16 19:59:04 -0400 <Photospice> @Thomas_Duncan @realDonaldTrump   https://t.co/tvgXz8MMVH
909205024458379265 2017-09-16 19:59:04 -0400 <halCurt20> @realDonaldTrump @usairforce Happy 70th 🇺🇸🇺🇸👏🏻👏🏻👏🏻
909205018653343744 2017-09-16 19:59:03 -0400 <aliensrhere12> @yasminisyasmin @Nigel_Farage @realDonaldTrump @HillaryClinton @HilaryClinton Really?  What about the nasty practice of female genital mutilation among Muslims and your worried about Trump grabbing it!
909205018175086592 2017-09-16 19:59:03 -0400 <fedupwithlibs1> @KoomikkoKivi @realDonaldTrump Who cares what you think
909205017797779457 2017-09-16 19:59:03 -0400 <carlabelle73> @mshaw53 @Hell_Week @realDonaldTrump That will teach her!
909205016212361216 2017-09-16 19:59:02 -0400 <GeraldSimpkins> @realDonaldTrump You have a strange way of demonstrating that, Mr President. Look at what happened to former swing state California after 1986 amnesty law:  https://t.co/ISrCB1TT5c
909205012705873920 2017-09-16 19:59:01 -0400 <LolaLee31099045> @realDonaldTrump Like Mo much better.
909205012080922624 2017-09-16 19:59:01 -0400 <massasofrida> @realDonaldTrump  https://t.co/i7fD775PCR
909205008087883776 2017-09-16 19:59:00 -0400 <finn188> @TheTweetwit @realDonaldTrump @usairforce  https://t.co/w0uRklh1F2
909205005198069761 2017-09-16 19:59:00 -0400 <jennygustavson> @realDonaldTrump I know! Did you see those awesome numbers from 2015-2016 on average income, health insurance, and poverty? Thanks, Obama!
909205002975170561 2017-09-16 19:58:59 -0400 <Epsiiloo> @WtD_FoxxY @HAMY80F J'appelle tonton @realDonaldTrump ca va partir en guerre nucléaire
909205002513772544 2017-09-16 19:58:59 -0400 <deuce_bigalow68> @AlwaysActions @realDonaldTrump WOW ! .....33 retweets in an 50 minutes....That's YUGE !
909204999758020608 2017-09-16 19:58:58 -0400 <rendeiroa> @realDonaldTrump Stupidity?  Talking about yourself?
909204998713638912 2017-09-16 19:58:58 -0400 <Jim1981T> @spyguy8080 @AgentSoulful007 @realDonaldTrump 🤞
909204997140733952 2017-09-16 19:58:58 -0400 <eggodo> @realDonaldTrump  https://t.co/dlveZ7vN5o
909204992740884480 2017-09-16 19:58:57 -0400 <haprees> @xtrixcyclex @realdonaldtRump. Looks as sparse as your "inauguration". But the #impeachtRump party could well be the largest crowd ever seen #loser
909204992191614977 2017-09-16 19:58:57 -0400 <emskware2015> @RedTRaccoon @pamcho3 @realDonaldTrump Yeah, but nobody mentions him pushing her offstage!
909204991306584064 2017-09-16 19:58:56 -0400 <CarlieGintoli> @realDonaldTrump God Bless you 🌟⭐️🌟⭐️🤗👸 Health and wellbeing be with you , in Jesus Name amen
909204990195060739 2017-09-16 19:58:56 -0400 <Plavery85> @joey_girardi @realDonaldTrump Trump fuel white supremesists. Probably more of them here.
909204986613174272 2017-09-16 19:58:55 -0400 <lowmanll1964> @joey_girardi @realDonaldTrump What do you expect from a stupid muslim.
909204986155995136 2017-09-16 19:58:55 -0400 <alanilagan> This is almost as big as the @realDonaldTrump inauguration! #ImpeachTrump #TrumpRussia @funder @maddow @Lawrence @JoyAnnReid @JohnFugelsang  https://t.co/joZVVvRKdX
909204984260104192 2017-09-16 19:58:55 -0400 <tbflick> @ScaramucciPost @realDonaldTrump @Mets @BarackObama @KatTimpf What's Instagram?
909204976764903425 2017-09-16 19:58:53 -0400 <happyherby420> @realDonaldTrump It is getting better. Mueller is getting closer and closer to sealing the deal on your impeachment. Then the nation can move forward!
909204972839034880 2017-09-16 19:58:52 -0400 <pgigliotti_> @Impeach_D_Trump @BreakingDTrump @realDonaldTrump No he's not really a bigger man okay cuz all he did was hurt the American people more by voting no on canceling at this crappy medical bill
909204971471728640 2017-09-16 19:58:52 -0400 <soul2squeeze01> @dezlsmith @jdponce1 @WhatGattusoMad @realDonaldTrump There is no Trump/Russia. Omg. If there was it would be out. Desperate measures you're seeing from the democrat controlled liberal media
909204970297212928 2017-09-16 19:58:51 -0400 <UnrealDTrumpy> @wbayne01 @jtopper49 @EdKrassen @IRdotnet @realDonaldTrump I never received any government assistance. I believe laws should apply equally to all. Lastly, I believe in the greatness of our nation.
909204966757273605 2017-09-16 19:58:50 -0400 <HumphrysR> @realDonaldTrump Yo Donnie, Juggalos had a much bigger crowd than the Trumpallos in DC today. Too bad.
909204962080624642 2017-09-16 19:58:49 -0400 <KeithDMN> @realDonaldTrump What idiots told you to support Luther the swamp creature... huuuuuuge mistake for you
909204958112706560 2017-09-16 19:58:48 -0400 <SimonAli> @realDonaldTrump Thanks @BarackObama
909204957647253506 2017-09-16 19:58:48 -0400 <betsyfox1962> @realDonaldTrump Liar
909204956380401664 2017-09-16 19:58:48 -0400 <tlrplkngtn> @realDonaldTrump you are a disgrace
909204954937782274 2017-09-16 19:58:48 -0400 <LilLegsCT> @realDonaldTrump No one likes you just resign
909204954631557125 2017-09-16 19:58:48 -0400 <curran_della> @RayTtt5 @strohl1us @realDonaldTumpr @realDonaldTrump @GOP And for your information I do have grace! Do you have courage?
909204944611356672 2017-09-16 19:58:45 -0400 <MyPlace4U> @realDonaldTrump @KellyannePolls @DanScavino @Scavino45 @CSims45 ***Trump's base doesnt like Luther Strange , they like the other guy  https://t.co/IhqAHFoyH9
909204943810129920 2017-09-16 19:58:45 -0400 <rockiemtnlady> @JacobAWohl @realDonaldTrump Junior, you are SUCH a Trump Parrot. Somebody should build you a cage.
909204942883258371 2017-09-16 19:58:45 -0400 <6sidedcrystal> #DoSomethingGOP @GOP @HouseGOP @SenateGOP @HouseJudiciary @VP @SpeakerRyan @SenateMajLdr @PressSec @GOPLeader @realDonaldTrump #ImpeachTrump  https://t.co/YFM88UDByj
909204937904549888 2017-09-16 19:58:44 -0400 <cecijet99> "I have the biggest crowds, ever! ", "they were love me", don't you see. Keep stroking yourself @realDonaldTrump ! And believe it. Fake News  https://t.co/sz72SjwNZR
909204937770520576 2017-09-16 19:58:44 -0400 <OssoffWarnockGA> @BassMagic17 @DaniMx13 @RedTRaccoon @realDonaldTrump Just too good of a person, President Carter. The Christian right doesn't like do-gooders. You make them look as lame as they are.
909204933777477633 2017-09-16 19:58:43 -0400 <PatriciaLawso19> @JacobAWohl @realDonaldTrump When the cycle turns over to a new year. This is still Obama's economy. Please read anything!!
909204932296826880 2017-09-16 19:58:42 -0400 <nuckingfutz33> @realDonaldTrump This should be proof to the Trump Train that the Conductor is a freaking idiot. But you will keep defending your POTUS even I n prison.
909204929461587969 2017-09-16 19:58:42 -0400 <MargieSosnowski> @realDonaldTrump I will be watching POTUS
909204927397871616 2017-09-16 19:58:41 -0400 <sarathekali> @realDonaldTrump I bet he just didn't want to hear your voice. He has dealt with enough trauma.
909204925371998208 2017-09-16 19:58:41 -0400 <aniston_leigh> @realDonaldTrump @Steph56Renee What you doing about. FLint???
909204920775188482 2017-09-16 19:58:39 -0400 <SomeDude1904> @SenWarren @realDonaldTrump Keep protecting illegals over citizens for them potential votes.  https://t.co/bI5ExlXYaV
909204919021846528 2017-09-16 19:58:39 -0400 <another_luke_> @realDonaldTrump i am an Australian, my girlfriend in America is very sick, there is national health service to help her, so how about it??
909204918308950018 2017-09-16 19:58:39 -0400 <zoewaekland> @ToddMulez54304 @KeithOlbermann @realDonaldTrump Balls. All balls.
909204917620940802 2017-09-16 19:58:39 -0400 <emendeles> @realDonaldTrump If you complain about Mr. Trump, you shoul move to Venezuela. He is with you on the left. Move out of America, my country.
909204916165660672 2017-09-16 19:58:38 -0400 <OneWokeWoman> @RedTRaccoon @pottercassidy We've got a party up here too 😉 Be back down when @realDonaldTrump gone BYOC (Bring your own catnip 😉) #FBR #TheResistance  https://t.co/bZJUhY0a7v
909204910973095939 2017-09-16 19:58:37 -0400 <MilVetGuy> @realDonaldTrump @usairforce Mr Trump, you &amp; the USAF are almost the same age. Compare how much the Air Force has done for the country, and how little you have done. SAD
909204907814641664 2017-09-16 19:58:36 -0400 <Trump_X_Talks> @realDonaldTrump   https://t.co/uGPf1rQdUu
909204906434842624 2017-09-16 19:58:36 -0400 <JohnniMo> @realDonaldTrump Name three things he's gotten done. You have one hour...go.
909204903247138816 2017-09-16 19:58:35 -0400 <Palaciomags> @KeithOlbermann @realDonaldTrump I wonder if the University of Pennsylvania cringes with shame at ivy league education they gave him?
909204900969684992 2017-09-16 19:58:35 -0400 <4realVPutin> @realDonaldTrump You really can't see the signs that jobs are flatlined and preparing to reverse, and the Wall Street bubble is ready to burst.
909204897555509248 2017-09-16 19:58:34 -0400 <SumaSutra> @realDonaldTrump And with THAT ringing endorsement, I will be voting for his opponent.
909204896229974016 2017-09-16 19:58:34 -0400 <Ruhroh30> @realDonaldTrump Learn to spell.
909204894162259968 2017-09-16 19:58:33 -0400 <MarNew51> @CNNPolitics @realDonaldTrump your hate for all things @BarackObama is going to tank the economy Let's hear one of your cussing tempter tantrums then
909204892753039360 2017-09-16 19:58:33 -0400 <laurie_bleier> @PaulBegala @realDonaldTrump There must be tens of people there Donald! It's huge!
909204889355636736 2017-09-16 19:58:32 -0400 <RichGrzegorek> @realDonaldTumpr @Pattiwill616 @strohl1us @realDonaldTrump @GOP The hypocrite dodged the draft and now sends other Americans that includes immigrants and transgenders to their death in the mideast.
909204886339952640 2017-09-16 19:58:31 -0400 <PammiebN> @realDonaldTrump Last I heard you said these terrorist were good people!!!! Which is why you're called a white supremacist. Then you get butt hurt about it!!
909204880195182592 2017-09-16 19:58:30 -0400 <jennimiller29> @realDonaldTrump I thought you liked people who weren't captured...
909204879507300352 2017-09-16 19:58:30 -0400 <Backlash_wi> @realDonaldTrump #DonTheCon - job gains lower than last year at same time. Only shoveling $ into his own pockets.
909204878949539840 2017-09-16 19:58:30 -0400 <P_Richt> @realDonaldTrump You're screwing up sir.  Strange = swamp &amp; McConnell lap dog.
909204876311367680 2017-09-16 19:58:29 -0400 <_Nationalist_UK> @TrumpATeam1 @tony_waltho @Nigel_Farage @realDonaldTrump @HillaryClinton That's fair enough. Have a nice day, god bless America.
909204876181286914 2017-09-16 19:58:29 -0400 <Chicago1Ray> @TrumpsBlonde @realDonaldTrump   https://t.co/pyI1C7VtRt
909204875422007296 2017-09-16 19:58:29 -0400 <fcktrum14558103> @Impeach_D_Trump @BreakingDTrump @realDonaldTrump The absence of love between the two is so evident.
909204874708975616 2017-09-16 19:58:28 -0400 <seekupTx>  https://t.co/7WF1hbtAgt @realDonaldTrump you shook her hand, shoved her off &amp; told her to sit down you oaf! Bahaha  https://t.co/7WF1hbtAgt
909204870183268353 2017-09-16 19:58:27 -0400 <RobinADupuis> @Rae0014 @realDonaldTrump On reality
909204862759460864 2017-09-16 19:58:26 -0400 <TbumpyTina> @realDonaldTrump   https://t.co/C1oOMZvOHy
909204861362741248 2017-09-16 19:58:25 -0400 <Sellwood_Ali> @realDonaldTrump Thanks Obama! #ThanksObama
