1073366958752575489 2018-12-13 18:59:59 -0400 <Josh86218798> @realDonaldTrump Sure is
1073366915656179712 2018-12-13 18:59:49 -0400 <ednabrann> @JOSEUSEDIAZ @Chechoacm @DELAESPRIELLAE @GOP @realDonaldTrump vale 25 cargados dólares por internet🤣🤣🤣🤣🤣ni siquiera hay que tener visa😂😂😂😂😂uds si son muy naive🤣🤣🤣🤣🤣
1073366915630931974 2018-12-13 18:59:49 -0400 <RichardH1818> @PayingAttn2018 @realDonaldTrump @thedailybeast Might be believable that Putin's not aware of Butina. She seems amateurish, though well funded by Torshun (who now seems to have disappeared).
1073366913948897280 2018-12-13 18:59:49 -0400 <takemelatonin> @DylanTateA @KEEMSTAR @realDonaldTrump you play fortnite way to much
1073366913881907200 2018-12-13 18:59:49 -0400 <PepboyP> @realDonaldTrump  https://t.co/JqZyOQcSxH
1073366912803987456 2018-12-13 18:59:48 -0400 <ramyshahin> @hklist @MadamLaam @imanelmasri @realDonaldTrump أزمة ٢٠٠٨ فعلا كانت دليل واضح على قوة وول ستريت مقارنة بكل المؤسسات السياسية، لكن فضلت قواعد اللعبة زي ما هي. ترامب خلط الأوراق، وحتى وول ستريت بقى مهدد بسياساته (فيما عدا قوانين الضرائب).
1073366911457456129 2018-12-13 18:59:48 -0400 <MarkRot46090702> The DOJ Inspector General Found 19,000 'Lost' Strzok and Page Texts  https://t.co/nyELZIS5OU #Huber @realdonaldtrump #tcot Could be really interesting stuff in those messages!
1073366910610345986 2018-12-13 18:59:48 -0400 <ss31704_s> @joegooding @TsrTrump @POTUS @realDonaldTrump @PatriotJenn @DonnaWR8 @ChristieC733 @IamMonicaRae @LaylaAlisha11 @HLAurora63 @Lady_Vi_2U @Mrs_Malindo @Maggieb1B @Chrisconsrv1776 Gonna be lots MORE riots....
1073366910325178368 2018-12-13 18:59:48 -0400 <GlidepathTozero> @AndrewFeinberg @newtgingrich @realDonaldTrump Well there is the final slice to shit sandwich!
1073366909888868352 2018-12-13 18:59:48 -0400 <mrshellwinger> @realDonaldTrump Name the campaign finance lawyers.
1073366909008183296 2018-12-13 18:59:47 -0400 <ChuckBportinn10> @realDonaldTrump Man you have an excuse for every crime you commit!
1073366904746590208 2018-12-13 18:59:46 -0400 <eriatarrka> @johndeubank @realDonaldTrump Is this a troll account? Asking for a friend who is counting how many supporters he has left.
1073366903777718272 2018-12-13 18:59:46 -0400 <Patriot87270992> @realDonaldTrump They just want to make u look bad. The American people want a wall it’s proven to stop the bleeding &amp; will 🛑 billions of dollar yearly-invading our country &amp; breeding, why not? We pay for birth, $500 per baby\mo. Medical, section 8 housing &amp; food stamps, &amp;  subsidized programs!  https://t.co/8fT2JCA5U4
1073366900640489473 2018-12-13 18:59:45 -0400 <45M1A1> @SenSchumer @realDonaldTrump You going to miss Bin Laden’s little buddy?
1073366900040785925 2018-12-13 18:59:45 -0400 <MoniqueLoyalty> @FLOTUS @realDonaldTrump @IvankaTrump Or is he thinking of @StormyDaniels lol sorry stormy . But she went blonde 🤦🏻‍♀️
1073366899893985280 2018-12-13 18:59:45 -0400 <PaulStaebell> @thehill Thank you Mrs McCaskill. wish Iowa had a Senator like you, instead of the trump "SOPS" we are stuck with.  We used to have a senator or 2. Harkin was the best. Chucy was till he became a PIMP, for @realDonaldTrump
1073366899608686592 2018-12-13 18:59:45 -0400 <MrIndigo_> @realDonaldTrump @VP @senatemajldr @SpeakerRyan @RepStefanik Well done!
1073366898472042496 2018-12-13 18:59:45 -0400 <RClarris> Impeachment is on its way in 2019 #trump @realDonaldTrump
1073366897226215424 2018-12-13 18:59:45 -0400 <JohanssonEng> @manny_ottawa @ezralevant @realDonaldTrump Everyone has to eat.
1073366895607377920 2018-12-13 18:59:44 -0400 <rsmack123> @posthkr00 @13Pipboy13 @realDonaldTrump you are very misinformed. The money was in frozen assets that were in banks around the world.  The nuclear agreement just allowed  them access to it.  No one "gave" them anything and it wasn't just Obama other world leaders helped  with the nuclear deal. but I know you don't care
1073366894948712449 2018-12-13 18:59:44 -0400 <CreoleCoudrain> @realDonaldTrump The Trump Shutdown
1073366888535732225 2018-12-13 18:59:43 -0400 <slp1214> @siano2020 @realDonaldTrump Somebody should give our current carnival ringmaster an edible (after edibles are finally legalized federally, of course)
1073366887981957120 2018-12-13 18:59:42 -0400 <HAGROLD> @KEEMSTAR @realDonaldTrump 0_0  https://t.co/n95GxFMYy5
1073366887894003721 2018-12-13 18:59:42 -0400 <HawuerM> @turbo3d5000 @MaihenH @realDonaldTrump No mi pana votar aquí no tiene sentido pero esto lo tenemos que solucionar nosotros
1073366886547685382 2018-12-13 18:59:42 -0400 <JohnBicket> @Lvl7K @realDonaldTrump @HARRISFAULKNER @FoxNews Surely the millions are the sheep???? Baaaaaaaaaaaah 🐑🐑🐑😂
1073366885280960512 2018-12-13 18:59:42 -0400 <figrat> @realDonaldTrump Trump shutdown. You own it. It's on you.
1073366885230698496 2018-12-13 18:59:42 -0400 <rodneyP_4> @pops1981 @realDonaldTrump puts 20 dollars of gas on a credit card  LMAO
1073366883900878849 2018-12-13 18:59:41 -0400 <LetsGo2020vote> @mrburnout68 @bigroondog3 @realDonaldTrump @WhiteHouse See Donnie’s unwilling to get caught sitting next to Pence after the shellacking after yesterday’s fiasco with Nancy &amp; Chuck.  https://t.co/6rTgJIZEca
1073366883817136129 2018-12-13 18:59:41 -0400 <adzack3441> @BrianMcCrawley @cathy_navyma @Alex4rmStateFrm @jaseofbase05 @realDonaldTrump Its only ‘simple cost offset’ if the new deal actually provides the $5 billion cost offset that is currently being projected as neccessary for the wall.  Nobody knows that FOR A FACT right now. Most would call it an absurd projection. Thats probably too kind. I call it horseshit
1073366882709880833 2018-12-13 18:59:41 -0400 <truckinginstyle> @JoeSchm16242888 @realDonaldTrump In my opinion his resignation would be good for the country. Most of Americans agree that he is a danger to our society. Your pathetic attempt to look semi logical is just sad. Sometimes you buy a car, but it turns out to be a lemon. Or an orange in this case.
1073366882307186689 2018-12-13 18:59:41 -0400 <PamEllaCasual> @GOPChairwoman @realDonaldTrump Why doesn't the GOP speak up about all this corruption?  Don't the American people deserve an explanation?
1073366876242219008 2018-12-13 18:59:40 -0400 <BrillSpencer1> I Wish You A Mueller Christmas, I Wish You A Mueller Christmas And An Impeahment Next Year. Good Tidings Mueller Bring To The Real Americans And Our Kin  I  Wish You A Mueller Christmas And An Impeachment Next Year!!!!!💯👍❤😄 @realDonaldTrump
1073366872291241991 2018-12-13 18:59:39 -0400 <jmathis1212> @realDonaldTrump You are exactly right President Trump!!!
1073366872157052931 2018-12-13 18:59:39 -0400 <BestInFlightLDJ> @realDonaldTrump Wow, @POTUS, you want your son-in-law Jared Kushner for Chief of Staff?  Have at it. You'll be happy because he is family. We'll be happy because nothing will get done.   https://t.co/6EtEYXZJcT
1073366871573970944 2018-12-13 18:59:39 -0400 <BigKippa> @realDonaldTrump Said the witch
1073366870495903744 2018-12-13 18:59:38 -0400 <nattynatlite> @MPlotkowsky @jgreene1843 @realDonaldTrump Clink = Prison
1073366868507807745 2018-12-13 18:59:38 -0400 <psychedpolitics> @tedlieu @realDonaldTrump @tedlieu and, why so many Russians?  Everywhere...Russians!
1073366865991356428 2018-12-13 18:59:37 -0400 <rsfury98> @realDonaldTrump  https://t.co/fR7BvJYHnH
1073366865429225472 2018-12-13 18:59:37 -0400 <megtasa> @realDonaldTrump Sure.
1073366864334512128 2018-12-13 18:59:37 -0400 <FairSnark> @tercher9499 @NancyPelosi @realDonaldTrump I am one American who does not want a wall, no matter who pays for it! It’s a political ploy and nothing more.
1073366864045228032 2018-12-13 18:59:37 -0400 <jea3esq> @realDonaldTrump Pretty sure they have you on tape. Buh bye.
1073366858563272705 2018-12-13 18:59:35 -0400 <Kaydlane22> LOL!   @realDonaldTrump
1073366856591917057 2018-12-13 18:59:35 -0400 <LuigiJBOMalleyH> @15Oneluv @realDonaldTrump @HARRISFAULKNER @FoxNews So what?
1073366855501406208 2018-12-13 18:59:35 -0400 <MikeTullio> @joe_goggans @realDonaldTrump See, now that is some enviable talent. You’ve managed to lose all respect for every citizen (Public &amp; Private) whom categorize themselves as “Democrats!” Truth be told, I’m not a Democrat, but I am fairly certain they’ll find a way to get over it!
1073366853773418497 2018-12-13 18:59:34 -0400 <JasonCFitzwater> @realDonaldTrump 😂😂😂.   Never your fault.   The audio recording I heard seems to tell a different story.
1073366853500788736 2018-12-13 18:59:34 -0400 <nativesoldier01> @atkogs @realDonaldTrump How long did it take you to tweet this? Probably a few seconds. Then multiply that times 12 and you have a couple minutes. Couple minutes out of 24 hours in a day isn’t that much. That’s a trip to the toilet
1073366852657664002 2018-12-13 18:59:34 -0400 <25thThe45thNOW> @IEatChawal @ArtistResists @Qs0ciety @Microsingular @williamlegate @deplorable_0ne @realDonaldTrump Yes. Now I'm asking you why YOU think Q killed these 2 workers.
1073366851059703809 2018-12-13 18:59:34 -0400 <Elisa_freedom> @realDonaldTrump Please build the big beautiful wall you promised...not dinky fences!
1073366851026075648 2018-12-13 18:59:34 -0400 <tweetwitSteve> @realDonaldTrump The noose is getting tight isn't it? Your attorney/fixer did exactly what you asked and he's paying for it! Let me say it so you can understand. What you've done, bad, very bad. You will also go to jail but longer, amazingly longer...from the aspect of time!
1073366849050431488 2018-12-13 18:59:33 -0400 <Braba817> @realDonaldTrump
1073366848698146816 2018-12-13 18:59:33 -0400 <mrmikedh> @realDonaldTrump Don't forget, WE HAVE YOU ON TAPE, discussing the payments. He knew it was illegal just like you did!
1073366845330214913 2018-12-13 18:59:32 -0400 <KSantal> @FieldRoamer @realDonaldTrump @HARRISFAULKNER @FoxNews Second that.  She is a favorite here.
1073366844495544321 2018-12-13 18:59:32 -0400 <MarkSZaidEsq> @Fahrenthold What would be fascinating to better understand is how high up in #DOJ this decision making process goes with respect to determining green light to proceed, especially if any @realDonaldTrump political appointees are involved.
1073366843698556928 2018-12-13 18:59:32 -0400 <Coolish_Mom> @realDonaldTrump  https://t.co/b2qislSJos
1073366842369019905 2018-12-13 18:59:32 -0400 <marystudeny> Oh, @realDonaldTrump What a YUGE mistake you made by running for POTUS!! The #TrumpOrg &amp; #TrumpCrimeFamily are going down, bigly.  Will @GOP now FINALLY start looking into Trump's taxes?   https://t.co/ZbsFCrFgxl @SpeakerRyan @senatemajldr @senjudiciary @GOPoversight @WhiteHouse
1073366841588940801 2018-12-13 18:59:31 -0400 <sil88sms> @realDonaldTrump  https://t.co/tXzWf6A17o
1073366840699744257 2018-12-13 18:59:31 -0400 <Bumblebeering> @SidneyPowell1 @SleepingGiant16 @TheLastRefuge2 @realDonaldTrump @newtgingrich Total deception
1073366839512653824 2018-12-13 18:59:31 -0400 <fanniew08> Coverage on this? @MSNBC @CNN @FoxNews @foxandfriends @realDonaldTrump @GOPChairwoman @GOP @IngrahamAngle @TomiLahren @seanhannity @TuckerCarlson @Lawrence @maddow @NancyPelosi @SenSchumer @HouseDemocrats @AprilDRyan @NatashaBertrand @HeidiNBC @AriMelber
1073366832130736128 2018-12-13 18:59:29 -0400 <JENNIFE10041176> @RonDeSantisFL @realDonaldTrump  Before you plan your inauguration, I suggest you apologize to Mr. Gillum and the people of Florida. As for your friend Mr. Trump, the "fraudster", who called him a "thief," implying Mr. Gillum was unfit for office, I suggest he look in a mirror.
1073366831434477569 2018-12-13 18:59:29 -0400 <PassionFruit62> @Marymakestoast @GeorgedeLuna1 @TheFive @POTUS @realDonaldTrump @MichaelCohen212 @IvankaTrump @foxandfriends @greggutfeld @JesseBWatters @thedailybanter George is just another right wing troll Bot. I’m going to block him. His picture lends him credibility but he’s a zero.
1073366829735792641 2018-12-13 18:59:29 -0400 <LightenUpMF> @MayoDebi @RandomNYCPerson @realDonaldTrump He misspelled  LieAbility  that's all
1073366829442117632 2018-12-13 18:59:28 -0400 <AllyBolour> @realDonaldTrump How about MBS for Chief of Staff?
1073366828452323330 2018-12-13 18:59:28 -0400 <KevinIBrewster1> @DjJefani @Q_ANONBaby @realDonaldTrump @RealJamesWoods @_crystalmaga Due to PATRIOTISM, I going to have to borrow this for some friends of mine...🤨  https://t.co/6qZ3stYmdx
1073366828078919680 2018-12-13 18:59:28 -0400 <mark_amro> @Gochosuarez @williamlegate @realDonaldTrump #TrumpShutdown
1073366827940700160 2018-12-13 18:59:28 -0400 <Superman72683> @realDonaldTrump I also believe that the dems are just pissed off that he won and is doing the job/jobs that the dems can't or won't do. They always go after the best because it offends they're pride.
1073366823427399680 2018-12-13 18:59:27 -0400 <kromagin> @realDonaldTrump But you said you’d be proud to force a shutdown!
1073366823352131589 2018-12-13 18:59:27 -0400 <mat_chepampe> Eines finde ich an dem Film „Air Force One“ besonders toll: Der fette blöde Blonde @realDonaldTrump hätte das nicht geschafft!!!
1073366822953443328 2018-12-13 18:59:27 -0400 <JeffWilsonDE> @realDonaldTrump I wish I could be there for the exact moment that you find out he was wearing a wire
1073366821879865344 2018-12-13 18:59:27 -0400 <Chericrane11> @MerryAlyce @limelight205 @VegasFletch @realDonaldTrump Rich and famous.  They get away with it all.
1073366821066166273 2018-12-13 18:59:26 -0400 <thew23> @realDonaldTrump Most of us do not have memories like goldfish. We remember he was your man, and we know he acted on your behalf.
1073366820319449088 2018-12-13 18:59:26 -0400 <dabigdogss> @Truthseeker126 @michaelbeatty3 @realDonaldTrump I’ll look for this on CNN tonight- NOT!!!
1073366820239826945 2018-12-13 18:59:26 -0400 <SandraBHaynes45> @realDonaldTrump The money saved on Mexican trade will pay for the wall that's already under construction, according to a lie I heard Tuesday and a tweet I read this morning.
1073366820084535296 2018-12-13 18:59:26 -0400 <Rwfjmf> @realDonaldTrump Donald what's happening, there getting your room ready. the first president to go to prison are they to going to have fun. They're going to pass you around, when you're full they'll just empty you and pass you around for the next group.
1073366817983348738 2018-12-13 18:59:26 -0400 <PepboyP> @realDonaldTrump  https://t.co/MKHkMJQFzz
1073366817052286976 2018-12-13 18:59:26 -0400 <dancefran1> @realDonaldTrump definitely was sniffing something when at the Presidential Podium. Sniffing &amp; dry mouth... Crushed Adderall will do it. How else does the #FuckingMoron stay up all night watching TV &amp; tweeting bullshit? #TrumpRussia  #TrumpCrimeFamily  #Individual1  #TrumpTreason
1073366816947363841 2018-12-13 18:59:26 -0400 <mclean177> @KelleyK79 @misssssssglenn @realDonaldTrump It was 1.5 billion man you are as stupid as trump just cause he says its 150 billion doesn't mean it's TRUE
1073366815013654528 2018-12-13 18:59:25 -0400 <birdgal10> @Bob_Greencap @JudicialWatch @TomFitton @WMALDC @realDonaldTrump Yeah, innocent people always plead guilty.
1073366814615322631 2018-12-13 18:59:25 -0400 <RochesterNYS> @marklutchman @realDonaldTrump  Let’s not do a shutdown, Democrats - do what’s right for the American People!  https://t.co/u70FkhzT1L
1073366814435012608 2018-12-13 18:59:25 -0400 <BravoWives247> I Wish You A Mueller Christmas, I Wish You A Mueller Christmas And An Impeahment Next Year. Good Tidings Mueller Bring To The Real Americans And Our Kin  I  Wish You A Mueller Christmas And An Impeachment Next Year!!!!!💯👍❤😄 @realDonaldTrump
1073366813470322689 2018-12-13 18:59:25 -0400 <perrigin121> @realDonaldTrump The campaign charges were felonies. Since when is a felony not criminal?
1073366810366337025 2018-12-13 18:59:24 -0400 <d_tootin> BREAKING: In his search for a new White House Chief of Staff,  @realDonaldTrump has narrowed down the field to 2 candidates:  https://t.co/dEN1FM2c1D
1073366810043604992 2018-12-13 18:59:24 -0400 <HamzeiAnalytics> @litscmj @DrDenaGrayson @realDonaldTrump ROFLMTO
1073366809972232192 2018-12-13 18:59:24 -0400 <hoba145> @cmebtl @CAPM1 @realDonaldTrump You believe anything
1073366808470675456 2018-12-13 18:59:23 -0400 <lynsnyds1> @realDonaldTrump #promisesmadepromisesbroken
1073366807761903616 2018-12-13 18:59:23 -0400 <Lefty0855> @SenSchumer @realDonaldTrump Ok, what are the next non- talking step (s)
1073366807480799233 2018-12-13 18:59:23 -0400 <NcDurm> @realDonaldTrump Ur goin down Trump, been waiting for this. Hallelujah!!!!
1073366805132075010 2018-12-13 18:59:23 -0400 <beccalyle8> @realDonaldTrump You pay for it!!!!!!!
1073366803966058496 2018-12-13 18:59:22 -0400 <JamesUlrich10> @Ohreall44909339 @renato_mariotti @realDonaldTrump What a dumb thing to say. You obviously are not really a lawyer or if you are, you're not a very good one.
1073366803223433216 2018-12-13 18:59:22 -0400 <garettsforsgren> @realDonaldTrump Didn't you just tell @SenSchumer that you would take responsibility for a Government Shutdown. You're "proud to shut down the government for border security". What happened?
1073366801113890817 2018-12-13 18:59:22 -0400 <montifusco24> @realDonaldTrump Drain the swamp, #individual1.
1073366798207201282 2018-12-13 18:59:21 -0400 <AlbinoRhino777> @tonyposnanski @andylassner @realDonaldTrump Shit. Nvmd
1073366797951348736 2018-12-13 18:59:21 -0400 <LouiseSchul1009> @gopackers1957 @realDonaldTrump Dementia
1073366797213188097 2018-12-13 18:59:21 -0400 <RunTime53228824> @realDonaldTrump YOU said the shut down would be on YOU!!! Stop blaming the dems.
1073366796487548928 2018-12-13 18:59:21 -0400 <BigKippa> @realDonaldTrump Only person using a shutdown as a threat is you.  I agree with you on one thing, "Let's do what's right for the American people!" RESIGN!
1073366794872741888 2018-12-13 18:59:20 -0400 <observationdek> @realDonaldTrump You said YOU would own it - it's a TRUMP SHUTDOWN  https://t.co/evigBfmLS8
1073366793807310848 2018-12-13 18:59:20 -0400 <Theon_Orbis> @zingazingzing @realDonaldTrump  https://t.co/hrYWfMDr5V
1073366793568337920 2018-12-13 18:59:20 -0400 <Denisegalla> @realDonaldTrump LOL okay as long as Mexico pays for the wall!
1073366793337651200 2018-12-13 18:59:20 -0400 <AnettePelletier> @jpuopolo @realDonaldTrump Honestly, the ones who are still supporting him are brainwashed cult members, there is no cure.
1073366792700026880 2018-12-13 18:59:20 -0400 <Swizzlestick8> @realDonaldTrump  https://t.co/OZUrEU6os5
1073366791093739523 2018-12-13 18:59:19 -0400 <JWspeaks> Wait... you should you would shut it down RT @realDonaldTrump: Let’s not do a shutdown, Democrats - do what’s right for the American People!  https://t.co/f9RwgOzMdH
1073366790162399232 2018-12-13 18:59:19 -0400 <MelissaMcInern2> @realDonaldTrump Yeah! Resign! #Guilty #WorstPresidentEver #losing #MuellerKnowsEverything
1073366786504966145 2018-12-13 18:59:18 -0400 <mower_pawn> @realDonaldTrump  https://t.co/3AMu2Zmb7C
1073366785930485761 2018-12-13 18:59:18 -0400 <robertwunderlic> @JOEL5H @realDonaldTrump @HARRISFAULKNER @FoxNews Bill Clinton should be sharing a jail cell with Bill Cosby
1073366785620172801 2018-12-13 18:59:18 -0400 <hr4fsu1> @AprilDRyan @PressSec @realDonaldTrump Im sure most people would rather break bread with a bunch of hogs rather than the media!
1073366780712796161 2018-12-13 18:59:17 -0400 <Jakeatview> @NancyPelosi @realDonaldTrump Uh, that was Bill Clinton.
1073366780163239936 2018-12-13 18:59:17 -0400 <Kathylizbeth1> @phillip51258111 @williamlegate @realDonaldTrump The "Silent Majority" was (is) a racist dog whistle, for how people really FEEL but don't like to say it. But Nixon didn't have the majority, and neither does tRump.
1073366779748073472 2018-12-13 18:59:17 -0400 <nataliemaeloves> @MattyIceUSA @realDonaldTrump Trump doesn’t know how to read.  Maybe he read some cliff notes in college but probably only the ones with pictures.
1073366778401697792 2018-12-13 18:59:16 -0400 <mvpseamus> @realDonaldTrump @FLOTUS @seanhannity @FoxNews Oh yes the state run propaganda network. No thanks, I’ll pass.
1073366778154233856 2018-12-13 18:59:16 -0400 <TomMattaBigBand> @realDonaldTrump AMI admitted that it made the $150,000 payment in concert with [Trump’s] presidential campaign, and in order to ensure that the woman did not publicize damaging allegations about [Trump] before the 2016 presidential election. @VP @GOP @PressSec
1073366776661061633 2018-12-13 18:59:16 -0400 <LibtardLiberal> @chuck2200 @realDonaldTrump Not happening buddy
1073366776468123648 2018-12-13 18:59:16 -0400 <marksanc> @BrianMcCrawley @Alex4rmStateFrm @jaseofbase05 @realDonaldTrump Logic is hard huh? Just because we are “saving” money it doesn’t mean the money is magically coming from Mexico. We are not spending as much of our own money so then we can spend that money that is ours to begin with on the wall. Keyword: OUR MONEY
1073366776103215104 2018-12-13 18:59:16 -0400 <jane20672082> @tedlieu @realDonaldTrump Criminals gonna crime.
1073366774916177920 2018-12-13 18:59:15 -0400 <LauraHerson> @thehill Again, @realDonaldTrump you have the right to remain silent (and that includes tweeting) use that right and stfu🤐
1073366773863473152 2018-12-13 18:59:15 -0400 <Alexisinboca> @realDonaldTrump What about  th  billions the illegals send home overhear toothier families.  Tax that to cover the  wall and the cost of the ones that  managed to sneaking across the border ...like 20 or 30 million p people.
1073366773209186304 2018-12-13 18:59:15 -0400 <LM99268410> @realDonaldTrump Fellow woman being sexually assaulted. And hear you brag about it. And your daughter A supposed girlboss never standing up for it never. Your wife say is a locker room talk. This is a sexual assault. It’s a crime.
1073366771447549953 2018-12-13 18:59:15 -0400 <ny_marine> @realDonaldTrump @HARRISFAULKNER @FoxNews You should be interviewing Kelly's replacement.
1073366768356388864 2018-12-13 18:59:14 -0400 <JohnQAdams16> @realDonaldTrump Thank you for exposing the corruption.
1073366766464757760 2018-12-13 18:59:13 -0400 <LearningwDotard> #TrumpShutdown #Trump #Dotard #BlueWave2020 #Mexico   @realDonaldTrump @NancyPelosi @SenSchumer @VP  https://t.co/ZZuTPCgByD
1073366765650886656 2018-12-13 18:59:13 -0400 <AndJust66291763> @rriverapas @NancyPelosi @realDonaldTrump The GOP (GROUP OF PIGS) only care about themselves and protecting their money.
1073366764904341505 2018-12-13 18:59:13 -0400 <Redline695> @realDonaldTrump  https://t.co/v03c9s2smV
