981320440894377984 2018-04-03 19:59:59 -0400 <WahlbergBret> @realDonaldTrump All you say is builderbugers
981320410531852291 2018-04-03 19:59:52 -0400 <voter1vote> @realDonaldTrump #inners #Maddow Law Enforcement? Like Spies?    https://t.co/FbgWB96fkm
981320409407807488 2018-04-03 19:59:52 -0400 <dreameaster_II> @MarcMcGee6 @realDonaldTrump Read your own news from ABC: Hundreds of Central Americans attend a mass before they begin a Via Crucis on Palm Sunday from the southern state of Mexico to the center &amp; north of the country, demanding respect for their human rights, asylum &amp; reports of violence in their countrie
981320406912073734 2018-04-03 19:59:51 -0400 <WiseOldOwl_EEW> @realDonaldTrump Lyin’ Cheatin’ Colludin’ DONNIE
981320405515493377 2018-04-03 19:59:51 -0400 <Johnledoux15> @lynnecoltsneck @DragonflyMama7 @jennannrice @realDonaldTrump Well amazon and eBay aren’t the same company so they do differ things costing differ amount so study up
981320404676546560 2018-04-03 19:59:51 -0400 <StevenWalanka> @realDonaldTrump @Anna_Giaritelli @dcexaminer Loser
981320404428996609 2018-04-03 19:59:51 -0400 <AdamDJTbrand> @realDonaldTrump Maybe you should properly fund the post office instead of destroying US companies and US jobs?
981320403485278208 2018-04-03 19:59:50 -0400 <SnowCamel28> @JohnJacsonsmotj @crazylary51 @realDonaldTrump Under the Obama presidency our country gained about 11 million jobs,  yes some jobs were lost, to innovations in automation and in decreased dependence on coal, that's just how the economy works
981320403384721409 2018-04-03 19:59:50 -0400 <Kyleisoo7> @ritzwintle @realDonaldTrump your an uneducated idiot, jackass. Just sayin.
981320401547644928 2018-04-03 19:59:50 -0400 <roseanddave> @realDonaldTrump @CNN You are getting desperate aren’t you?? Running scared!!
981320398762663936 2018-04-03 19:59:49 -0400 <IHATEDONALDTR11> @AliciaTolbert @mike4354 @realDonaldTrump   https://t.co/BclajMsZXR
981320397688782848 2018-04-03 19:59:49 -0400 <JJFyzz> @bluepersuasion6 @HuevosDeChivo @realDonaldTrump Not when you see how much of a 3rd world nation the rest of America will become. Then the North East will seceded and you'll be left with nothing but poor healthcare, debt, dumb people, guns and tornadoes. Then you'll want to invade CA &amp; the NE.
981320395264536576 2018-04-03 19:59:48 -0400 <whymustyoujudge> @realDonaldTrump  https://t.co/vRa8sglKeM
981320395255984128 2018-04-03 19:59:48 -0400 <Skytop12404> @adamwaltenbaugh @Ricard_deLaRosa @DragonflyMama7 @lynnecoltsneck @jennannrice @realDonaldTrump Nope, just well run! Drivers well paid, can leave work early if done before shift ends and still get full pay!
981320395193274370 2018-04-03 19:59:48 -0400 <dayterj75> @jaraybrooks @ShafPatel @realDonaldTrump @jaraybrooks my thoughts exactly.
981320394853535745 2018-04-03 19:59:48 -0400 <HokieHoos> NRA @waynelapierrejr @DLoesch #NeverAgain #GunsKillKids  @realDonaldTrump @GOP @SenateGOP @HouseGOP @RepTomGarrett @MorganGriffith @RepScottTaylor @SenMajLdr @SpeakerRyan @senorrinhatch @LindseyGrahamSC @RandPaul @MikePenceVP  https://t.co/HbSBEfY3UH
981320394832453632 2018-04-03 19:59:48 -0400 <speakingabtpain> @RobertDRoseJr1 @LelenaPeacock @Cyndereller @headdock @a2shake @Annelia116 @tanglednwire @TheRealCAWshow @emergVictorious @chronicpainwar @tal7291 @shelley_bean60 @StaceyF62 @advocate4pain @ArtL7 @ravensspirit68 @lindseyjellum @JeffreyFudin @Deeenst @bennybennet @ThomasKlineMD @aander1987 @DanLairdMD @DawsonInga @WeAreUnited22 @WJHL_Nate @RogueWolf2001 @TinkieBelles @BlogLiberally @PainPtFightBack @StefanKertesz @BillOReilly @POTUS @VP @FLOTUS @realDonaldTrump @USMC Do you have the full cite?
981320392248889344 2018-04-03 19:59:48 -0400 <EEHELI> @RawStory Thank you for this story. @ShepNewsTeam &amp; @johnrobertsFox are the only Fox sources I monitor. They are always fair, honest &amp; frank. The rest of the network is gossip &amp; rag. #FactsMatter @PressSec #MAGA @hogangidley45 @Maddow @allinwithchris @realDonaldTrump @BorisEP @CNNPolitics
981320392014008320 2018-04-03 19:59:48 -0400 <dnamoore> @realDonaldTrump If you change the location on your tweet   this is the same tweet you say every time something happens. It is a cookie cutter statement. So that pretty much tells us something. You really don't care when shit like this happens. You do it because you have to. Period.
981320391858839554 2018-04-03 19:59:48 -0400 <ehutteman> .@realDonaldTrump @VP #CORRUPTION #ImpeachTrump @GOP  https://t.co/r1jjpurwb7
981320391103787008 2018-04-03 19:59:47 -0400 <washington_wind> @realDonaldTrump TIME FOR "NEW PLAZA ACCORD"AGAINST CHINA. SANCTION CHINA FINANCIALLY.Only smart peoples know that real meaning of PLAZA ACCORD is.  https://t.co/zeZvjRMi9F
981320389992296449 2018-04-03 19:59:47 -0400 <DrusillaRN> @realDonaldTrump  https://t.co/PU21JUnuUH
981320386406174721 2018-04-03 19:59:46 -0400 <DrMalone> @matthewamiller @realDonaldTrump is continually alienating our allies and to make matters worse invite Putin one of our adversaries. All this as the world is tuned in
981320385424637952 2018-04-03 19:59:46 -0400 <Honeybeemtb> I wonder if @realDonaldTrump knows how many people follow him just to keep up on the dumb shit he has to say. Or do you think he thinks each follower is a fan? Do Presidents have fans? I think Trump thinks Presidents do.
981320384849981440 2018-04-03 19:59:46 -0400 <HieuHoc994> @realDonaldTrump   https://t.co/Bmn1whOQNx
981320384384413696 2018-04-03 19:59:46 -0400 <pauladzuniga> WHY is catch and release still being used? obama is NOT is office @realDonaldTrump
981320383398899713 2018-04-03 19:59:46 -0400 <retnap> @Jonfbjr @RNA2021 @skip_towne @YallRCrazy @realDonaldTrump (Deep breath)
981320383226875904 2018-04-03 19:59:46 -0400 <CarolGonzalez40> @EllenRipley92 @shaggyskunk @mommamia1217 @realDonaldTrump You don't know what you don't know. You have no idea the comparison you're making. Shameful.
981320382601863168 2018-04-03 19:59:45 -0400 <eat_it416> @TwitterSafety And yet, you allow @realDonaldTrump to continue his tweets of hate and misinformation?  That is perchance the even larger tragedy.
981320381666594817 2018-04-03 19:59:45 -0400 <DeLaHay14534> @KateShes1 @mike4354 @iwillhavemyday @jvfnyc @DemandPropriety @AliciaTolbert @realDonaldTrump Amazon is an American company, keep up.
981320381565931520 2018-04-03 19:59:45 -0400 <bpbarrington> @Palmer6Earl @USAneedsTRUMP @realDonaldTrump Maybe if he necklaces the resistance like Mandela we'll honor him?...
981320381410750464 2018-04-03 19:59:45 -0400 <nancthequeen> @realDonaldTrump Does that include FBI?
981320380269830144 2018-04-03 19:59:45 -0400 <WolfJPack> @realDonaldTrump   https://t.co/GrMh3eJXxl
981320379359621120 2018-04-03 19:59:45 -0400 <fradybrady456> @Zombiecarly @Pamananian1 @LizaMinelli8608 @impeach_45NOW @ProudCAPatriot @nativekittens @jess91073 @realDonaldTrump @d_ebersole Just make everyone use common sense.  No guns sold at shows, make waiting times longer and outlaw handguns because no one needs them except to try to kill someone.
981320375828180993 2018-04-03 19:59:44 -0400 <Rhino53236675> @DarlenePlantier @ShafPatel @realDonaldTrump What's the matter, truth hurts your widdo feelwings?
981320375127691267 2018-04-03 19:59:44 -0400 <GrandmaStormy> @realDonaldTrump   https://t.co/RpD9CGNmxH
981320369092087808 2018-04-03 19:59:42 -0400 <nbiscardi17> @realDonaldTrump @POTUS Oh “thoughts and prayers” well no need to look into this I’m certain the shooter is white.
981320369016471554 2018-04-03 19:59:42 -0400 <dccinsf> @CNN You have zero control over the USPS King Tanturm @realDonaldTrump
981320368718688256 2018-04-03 19:59:42 -0400 <AliceCAKANicki2> @LouDobbs @SebGorka @realDonaldTrump Yes they have we need to change that
981320368349642752 2018-04-03 19:59:42 -0400 <robertjwatkins> @realDonaldTrump, the market is freely choosing to do biz with @amazon, not the government.
981320367368261632 2018-04-03 19:59:42 -0400 <annieka77> @Zombiecarly @Pollyesther34 @JaladahA @Swampfoxradio @katcatbee @realDonaldTrump Government can turn against us. That is why we have the 2nd Amendment. It at least gives us a fighting chance. Do you really think they are all looking out for you? Second button. No sweat. We can agree to disagree. ☯️ 🤝
981320363459170304 2018-04-03 19:59:41 -0400 <kyfreak01> @realDonaldTrump It's obvious when someone writes your tweets because it is in complete sentences. #NotMyPresident
981320363450732546 2018-04-03 19:59:41 -0400 <rcevat69> @realDonaldTrump Rasmussen  https://t.co/i7tjQwU3mo
981320362242793472 2018-04-03 19:59:41 -0400 <Lucbahadurmagar> @realDonaldTrump you are a danger to the national security of this country.  someone needs to protect us from you
981320361089277953 2018-04-03 19:59:40 -0400 <Sarabellag> @realDonaldTrump @CNN We all know they have no idea what honest reporting looks like they don't have boots on the ground... There board of directors are placed in their seats by the bilderbergers Who want to overthrow the country
981320360204361728 2018-04-03 19:59:40 -0400 <Danenski> @rob51860 @colleenkelsey93 @Arctimon @DragonStar1776 @Dee_Bass16 @SIntMjrty @_KingSmudge @juiceboxarmy @GunnerHodges @CkcGrandmac @USEagle1776 @realDonaldTrump Done. Bye bot.  https://t.co/tKSsopAoGk
981320359835308033 2018-04-03 19:59:40 -0400 <Gounu1> @realDonaldTrump tweeted,"Fifty years ago tomorrow, Martin Loser King, that's what I called him, was shot by a white man, good people on both sides, ON BOTH SDES!!"
981320359659089920 2018-04-03 19:59:40 -0400 <54sensaicrone> @LouDobbs @realDonaldTrump @RepMattGaetz Hey Lou..... you are an angry old white who should just 🤐.
981320358220484608 2018-04-03 19:59:40 -0400 <PrimeViritas> @realDonaldTrump Nothing could be more ridiculous than you being president of the United States of America!
981320357226385409 2018-04-03 19:59:39 -0400 <Cozy1950> @realDonaldTrump @CNN  https://t.co/Oh141tLTge
981320357016727557 2018-04-03 19:59:39 -0400 <LovingMommy24> @jenn_mallory @tinyfingresist @VicenteFoxQue @realDonaldTrump 45 is not a patriot and he is certainly not doing what's best for America. He is doing what's best for himself and Russia. Open your eyes!!
981320356207235074 2018-04-03 19:59:39 -0400 <sundashash1> @PMikePollack @realDonaldTrump Not sure about this particular situation but a lot of guns cross state lines
981320356010000386 2018-04-03 19:59:39 -0400 <sprat_hughes> ANOTHER SHOOTING @realDonaldTrump GET YOUR FUCKING SHIT TOGETHER !!!
981320355506769920 2018-04-03 19:59:39 -0400 <PatrickDRedmond> @realDonaldTrump You are a ridiculous child. BE PRESIDENTIAL!
981320351639465984 2018-04-03 19:59:38 -0400 <blazin_errl> @_KingSmudge @mmueller0423 @Rayan_Valfalk @oldiesjunkie @snowynestor @GunnerHodges @CkcGrandmac @USEagle1776 @realDonaldTrump Agreed!
981320350062362624 2018-04-03 19:59:38 -0400 <PleaseThink1776> @realDonaldTrump @POTUS Do you know that American service people can’t arrest or even detain someone on American soil? They could only watch.
981320349060038657 2018-04-03 19:59:37 -0400 <GeorgeFin> @realDonaldTrump Last year immigrants sent $54 billion out of the US to their home countries. That’s a $54 billion drain on our economy. You want to stop illegal immigrants; stop this outflow of $$$$$! Find a way to tax this &amp; use it to build that wall!
981320348879777792 2018-04-03 19:59:37 -0400 <Josue35276412> @FindAartz @realDonaldTrump Yeah, Obama is no longer president, he needs to get over himself and worry about more important matters, Donald Trump I mean. Such as, serial killers, mental patients, cannibals and necrophiles.
981320348078628864 2018-04-03 19:59:37 -0400 <Reilly_I_J> @realDonaldTrump of course all that Fornicatin’ Don has to offer is thoughts and prayers
981320346967203841 2018-04-03 19:59:37 -0400 <HrSqMarwinner1> @DougSides @GaetaSusan @realDonaldTrump Obama bashed Bush for 6 years. Now theyre buddies  Very doubtful
981320346963009536 2018-04-03 19:59:37 -0400 <D8N_Barb> @realDonaldTrump White people must have been shot. Screw metal detectors, clear backpacks, &amp; security guards. This happens anywhere, not just schools. The link? EASY ACCESS TO GUNS! We need #gunreformnow   #GunControlNow #enough
981320345671127041 2018-04-03 19:59:37 -0400 <zroadruner> @LouDobbs Re Immigration Court backup. Do the math, 678 cases a year,  1 million backup, over 100 year backup!  @realDonaldTrump @POTUS
981320340918816768 2018-04-03 19:59:35 -0400 <joejacksonlive> @realDonaldTrump Save your fake thoughts a prayers. Stay out of California. Your words mean nothing here.
981320340038090752 2018-04-03 19:59:35 -0400 <WendyJoGraham> @harveyjkaye @morethanmySLE @realDonaldTrump Look to the Parkland Students for role models and inspiration!
981320336930103297 2018-04-03 19:59:35 -0400 <DonteDahOne> @charpolitevent @realDonaldTrump ..it's not YOU that's paying for it, it's everyone who doesn't as well. If that's the case, then it should be only Republicans that should pay for it then. That $25bill is a waste of 💰, when you can use those funds in so many other areas. Teach salaries, water pipe infras. Etc.
981320335311147008 2018-04-03 19:59:34 -0400 <CraigStelle> @The_UnSilent_ @Mindpollution3 @realDonaldTrump @followSlimer @s8n Slimer was far more endearing.
981320334849736705 2018-04-03 19:59:34 -0400 <jamesalandarby> @CkcGrandmac @USEagle1776 @realDonaldTrump Blocking another trumptard is a start.
981320334497472512 2018-04-03 19:59:34 -0400 <GOP_r_cowards> @crackenbob @CNNPR @realDonaldTrump @CNN PS you’re not a Regan conservative.  Regan was pro immigration and Anti Russia.
981320333964775424 2018-04-03 19:59:34 -0400 <TeresaSnyderPho> @realDonaldTrump oops. Caught you in ANOTHER LIE  https://t.co/QBoYtirUjF
981320333947944962 2018-04-03 19:59:34 -0400 <sfnativekelly> @theRealTK @jackjonesbabe @realDonaldTrump Thank you for speaking out. Rally others at YouTube. The more voices the better. Glad your safe.
981320333914525698 2018-04-03 19:59:34 -0400 <DanTopp64> @realDonaldTrump There’s those “thoughts and prayers” (which won’t stop bullets) again.
981320333830578176 2018-04-03 19:59:34 -0400 <PoliticallyLib> #PollutingPruitt certainly didn't have to go far to grease the wheels for his political future: His sweet lobbyist-owned pad was also a hot spot for GOP fundraisers.  @realDonaldTrump Time to #FirePruitt! via @foe_us  https://t.co/wJWLfkKecz
981320330710077441 2018-04-03 19:59:33 -0400 <lhettinger> @realDonaldTrump Nope - you are, as is so often the case, flat-out wrong.   Hurry up and get to prison, please.
981320330307186689 2018-04-03 19:59:33 -0400 <mic_jps> @Lday23Al @_KingSmudge @ReinersScott @juiceboxarmy @GunnerHodges @CkcGrandmac @USEagle1776 @realDonaldTrump Anyone defending gun shootings because hey, criminals are gonna shoot anyway, have no idea how ignorant (and arrogant) they sound.   The world is shaking its head at the US - a third world version of a first world country
981320326771490816 2018-04-03 19:59:32 -0400 <LanieMAustin> @realDonaldTrump Maybe they're lousy candidates for the job, as so many of your nominees are. It would seem that a criminal can only pick other criminals, thether they be thiieves, liars, or traitors.
981320325081149443 2018-04-03 19:59:32 -0400 <MommaMia6512> @amazinmikey @sweetlifephoto @realDonaldTrump Is this shit even legal? If Donald Trump is doing it we should be somewhat safe in guessing that it probably isn't.
981320324326113280 2018-04-03 19:59:32 -0400 <gzlfb> @StrategicThghts @realDonaldTrump What high ranking Chinese members won't buy their products?  Frankly given how Iran got treated, there is no reason to give the Maoists a free ride.
981320324267544577 2018-04-03 19:59:32 -0400 <jonkneehigh> @realDonaldTrump   https://t.co/NiJybQeAVR
981320322598232065 2018-04-03 19:59:31 -0400 <Makin_Waffles_> @rangespyder @chelseahandler @pkdof @realDonaldTrump Can you give me a single piece of evidence that he had colluded with Putin?
981320317883834373 2018-04-03 19:59:30 -0400 <JasonBrougham> @realDonaldTrump You cheated in your election by having Junior meet with Russia to get emails stolen in a cyberattack against the USA. You cheated on Melania. #Lyin’Donnie.
981320317065924611 2018-04-03 19:59:30 -0400 <LowResGamr> @LJamesBond007 @goodoldcatchy @realDonaldTrump Show me evidence of this. When there are hundreds of people dying due to stabbings and bombings and acid attacks. People are unpredictable. To blame guns is insane. Don't blame tools, blame the ones using them.
981320314599682050 2018-04-03 19:59:29 -0400 <RussVet1> congress gun laws on the books; rarely used ... laws against misuse of guns, not takeaway guns from honest citizens ... get it?  @realDonaldTrump @jeffsessions  https://t.co/VcjaoT5u4B
981320311911174149 2018-04-03 19:59:29 -0400 <ileneax> @realDonaldTrump HA HA HA  What a fool you are!  https://t.co/oeDPPcn2OY
981320311328202753 2018-04-03 19:59:28 -0400 <brown_jumbo> @realDonaldTrump Dear leader, don’t you ever have anything to say in response for our nation in these instances other than you have thoughts and prayers for people. And praise for our civil peace keepers and medical personnel who now are acting as live fire medics?! Any positive ideas?
981320311059746817 2018-04-03 19:59:28 -0400 <RenoSaysSo> @realDonaldTrump Thoughts and prayers do NOTHING.
981320309591732225 2018-04-03 19:59:28 -0400 <thenickcoggins> @janedoe06291925 @realDonaldTrump Unless he's brown. Then he's a "thug." Or worse.
981320309172330496 2018-04-03 19:59:28 -0400 <barmad250> @realDonaldTrump Of course, the fact that Amazon's owner is far richer than you are and also owns the Post have nothing to do with your attacks on Amazon, right?
981320309075783680 2018-04-03 19:59:28 -0400 <scott_sauyet> @LowResGamr @TroianiEric @goodoldcatchy @realDonaldTrump I know it's silly to ask, but what's your evidence for "not as bad as they have it in Europe"?
981320308757024768 2018-04-03 19:59:28 -0400 <JackBri44093739> @realDonaldTrump Most of them you haven't even nominated yet. So incompetent. So weak.
981320308727545856 2018-04-03 19:59:28 -0400 <wellslynda43> @KayaJones @POTUS @realDonaldTrump @amazon I give President Trump full support to go after Amazon, Amazon is getting to big for it's britches, and is trying to take over all large corporations😇😇🇺🇸🇺🇸🇺🇸
981320308689948673 2018-04-03 19:59:28 -0400 <Jstephens121> @luisyahdiel3 @JerryTravone @realDonaldTrump They aren't assault rifles and she used a pistol.
981320307553325057 2018-04-03 19:59:28 -0400 <judiadg> Why is he destroying every single good thing. I hate him. I really do.#HurryUpMueller #BlueWave2018  the political castration of this monster @realDonaldTrump is a now moral imperative.  https://t.co/qMuM6kHtwl
981320303895867392 2018-04-03 19:59:27 -0400 <saralarsen> @coreyslucas @CNNPR @realDonaldTrump @CNN @BarackObama Nope.  https://t.co/ZbQg2Rsip5
981320303329665024 2018-04-03 19:59:27 -0400 <retnap> @Jonfbjr @RNA2021 @skip_towne @YallRCrazy @realDonaldTrump “Had sex with a men...”   Hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha...
981320302805254146 2018-04-03 19:59:26 -0400 <DarrellLucus> @realDonaldTrump @CNN No, Mr. Trump. What happened this morning could not be a better example of honest reporting. We now know Rosenstein and Mueller have reason to believe that Manafort colluded with Russia.
981320301165326336 2018-04-03 19:59:26 -0400 <Evi93042916> @BonnieRenouf @shanamarilouise @realDonaldTrump While that’s true, most Americans are somewhat indifferent. I’d be interested in knowing what you do to prevent violence in American society? Others can follow your lead. Very few seem to do anything at all to prevent violence in their communities.
981320300611686400 2018-04-03 19:59:26 -0400 <spottymaggy> @realDonaldTrump @Anna_Giaritelli @dcexaminer Yes Sir! Yea ! Good for you!😎😎😉
981320298501943296 2018-04-03 19:59:25 -0400 <suerb2> @realDonaldTrump @FLOTUS @MELANIATRUMP @HardballChris Just heard Chris discussing this. So thought I would give you another reminder of who Obama is and what you really are. #CheaterInChief #LiarInChief  https://t.co/4cL0iEIGAH
981320296832602114 2018-04-03 19:59:25 -0400 <Censi> @MangoBaptist @M7AMI @jones_mahoney @realDonaldTrump #PresidentSpanky weighs 380lbs when his diaper is clean!
981320295507202049 2018-04-03 19:59:25 -0400 <VJKUTZ> @Liberals_R_Lame @Greeneyesvzla72 @MBeckAZ @featherfusions @realDonaldTrump Did I say that? No, I said the government subsidizes big business that pay low wages. That’s why low income people need govt assistance, ie food stamps, school lunch, etc.  I believe that’s what we were taking about.
981320294504820737 2018-04-03 19:59:24 -0400 <mandilyjbm> @realDonaldTrump @chester55555555 @CNN S.O.S VENEZUELA
981320293397549056 2018-04-03 19:59:24 -0400 <John95324422> @stearnol @realDonaldTrump Fake news
981320292659154944 2018-04-03 19:59:24 -0400 <Hyongbu> @votevets @amvetsupport @tedlieu @realDonaldTrump @SenateMajLdr @SpeakerRyan @SenJohnMcCain @VFWHQ @DAVHQ @AmericanLegion  https://t.co/qsTEPHQBRc
981320292646752256 2018-04-03 19:59:24 -0400 <cloningaround> @DearAuntCrabby @realDonaldTrump It's sad that all news seems to be based and/or biased on party instead of reporting on the party.
981320292399243264 2018-04-03 19:59:24 -0400 <kbabel2011> @AbpositiveJack @realDonaldTrump He's white trash with Russian money........
981320291837194241 2018-04-03 19:59:24 -0400 <lghcox> @Holly717b @tirousseauii @jackie_r_c @realDonaldTrump I would give you the details but I saw someone else in the thread has already done that. If you can’t face reality, even after being provided with the facts, crawl back into your protective bubble and be quiet. The grown ups are talking.
981320291833057280 2018-04-03 19:59:24 -0400 <bluedrewfl> #TownHallForOurLives @SpeakerRyan @realDonaldTrump @marcorubio @TedDeutch  When universal background checks are supported by over 90% of our country bring it to the floor for a VOTE !!! #mdsStrong #MarchForOurLives
981320291145211904 2018-04-03 19:59:24 -0400 <Rayan_Iolanthe> @mmueller0423 @oldiesjunkie @_KingSmudge @snowynestor @blazin_errl @GunnerHodges @CkcGrandmac @USEagle1776 @realDonaldTrump That's one Islamic country out of MANY. You should know of Pakistan if you're such an expert in Islam. Again, JUST LIKE I FUCKING SAID, some of my relatives don't wear hijabs anymore at all.
981320287923810304 2018-04-03 19:59:23 -0400 <Colleen27318196> @ShelleyDeeeeee @JosephBCioeJr @KellyHT268 @KristinAndrene @realDonaldTrump @FoxNews The reason Putin got involved,  was not for Trump,  it was cuz he HATED Hillary so much he wanted anyone but her.. Yes, , He's quite the Gentleman 😂
981320286778875905 2018-04-03 19:59:23 -0400 <cynwin55> @DearAuntCrabby @realDonaldTrump #TrumpTraitor #ImpeachTrump
981320285898067968 2018-04-03 19:59:22 -0400 <Thoreaus_Horse> @realDonaldTrump You are doing the stealing: lowering the stock market, selling tax cuts for the rich on the backs of the poor,  capitulating to Russia, tariffs wrecking farmers, giving all our resources away, slaughtering the meaning of freedom and free speech, sponsoring hate.
981320284065222657 2018-04-03 19:59:22 -0400 <1776MAGA1> @realDonaldTrump HIT THEM WITH SANCTIONS IF THEY DONT COMPLY WITH OUR DEMANDS. THIS LITERALLY COULD BE CONSIDERED AN ACT OF WAR. TELL THEM THEY WILL GO STRAIGHT TO GITMO UPON BEING FOUND NEAR THE BORDER . ENOUGH IS ENOUGH . #MAGA
981320282194436096 2018-04-03 19:59:21 -0400 <3loudosboys> 😂😂😂😂😂 THANK YOU @joncoopertweets I NEEDED THAT EXCELLENT LAUGH!!! @realDonaldTrump  https://t.co/VP5d43rZNu
