1186069585277177857 2019-10-20 19:59:59 -0400 <sstempest1> @realDonaldTrump  https://t.co/opJ0PG5pd1
1186069584845127681 2019-10-20 19:59:59 -0400 <Sarashara7> @realDonaldTrump
1186069584350187520 2019-10-20 19:59:59 -0400 <luvmesweeter> @irishson1916 @realDonaldTrump 🤣🤣🤣
1186069583964393478 2019-10-20 19:59:59 -0400 <TrumpATeam> @realDonaldTrump There’s no people that’s more anti Republican Than Trump Base  we want our speaker @Jim_Jordan Or we can quickly #DrainTheGOPSwamp  Republicans fighting against or president since 2015  ON YOUR KNEES #GOP !
1186069583356149765 2019-10-20 19:59:59 -0400 <AllanGuerrina> @TomSteyer is the epitome of a #WhitePrivilege wealthy ass who is going to save all the crude @realDonaldTrump supporters &amp; niev Liberal Socialists from themselves by anointing him President. Arrogant dipshit who likely thinks "noblesse oblige" is all about him becoming President
1186069580860383232 2019-10-20 19:59:58 -0400 <greenscapular> @tedlieu @realDonaldTrump @KamalaHarris @WhiteHouse @LiveAction  @LilaGraceRose  @GChristiemd  @justinbieber  @alvedaking @AlvedaCKing
1186069580550152192 2019-10-20 19:59:58 -0400 <Athena4Freedom> @realDonaldTrump Don't trust the person who has broken faith once. - William Shakespeare  Because you lie so much, nothing you say has value.
1186069580189503489 2019-10-20 19:59:58 -0400 <JSaint2019> @BraddockPhil007 @realDonaldTrump Ok comrade.  BOT
1186069578562056194 2019-10-20 19:59:58 -0400 <RuthResistor> @realDonaldTrump BIGLY🤪🤗😉
1186069577589018626 2019-10-20 19:59:58 -0400 <DanielC29395655> @ChrisJZullo @realDonaldTrump I’m afraid your delusional seek help my friend.
1186069576162959361 2019-10-20 19:59:57 -0400 <BellaMax12> @realDonaldTrump So if anyone wants to get in his favor, they stay and spend tons of money at his resorts.  https://t.co/XUJsvi0oDY
1186069571083616262 2019-10-20 19:59:56 -0400 <RickyTBowles1> @realDonaldTrump You flipping moron. It doesn’t matter if there was pressure or not. You can’t ask favors of a foreign powers to benefit your political ambitions and hold up there monies till they do. That’s called quid pro quo
1186069570299289600 2019-10-20 19:59:56 -0400 <AudreyNashville> @realDonaldTrump Legally permissible is the key term. You should have known better to say anything until you knew for sure whether it was legal or not. Your problem is you don’t have restraint. Please just wait next time until you know.
1186069569141661696 2019-10-20 19:59:56 -0400 <tainky131> @JulieReichwein1 @deanbc1 @realDonaldTrump They ran this ad on @TLC !!! I almost puked!! #TLC is next to go under.
1186069569108168705 2019-10-20 19:59:56 -0400 <SuperSpez> @realDonaldTrump Breaking news: The Trump Doral Vermin Union files suit against Donald Trump on behalf of the hardworking Doral bedbugs for restraint of trade.
1186069568000679936 2019-10-20 19:59:55 -0400 <CodyIsAGoodBoy> @maniacal_zebra @realDonaldTrump Bingo.
1186069565639397377 2019-10-20 19:59:55 -0400 <sbanthony3> @DailyCaller @KellyannePolls @realDonaldTrump Trip of a lifetime!!
1186069565253529600 2019-10-20 19:59:55 -0400 <Bluestate1984> @realDonaldTrump #ResignNowTrump #ImpeachTheMF
1186069565190496256 2019-10-20 19:59:55 -0400 <VotetoImpeach> To: @realDonaldTrump
1186069564196605952 2019-10-20 19:59:54 -0400 <OHShirleyMAGA> @w_terrence @realDonaldTrump Love you Terrence♥️✝️🇺🇸 Democrats are so Desperate! Nothing has worked‼️The Evil about to be thrown around to Everyone they think they have the smallest of chances of turning Blue, They Will Attach! You must be on a List!🤷🏼‍♀️
1186069561281523714 2019-10-20 19:59:54 -0400 <_daveharrison> Sorry about the G7 thing at Doral, @realDonaldTrump. It's a real pity as it would have been so good for the Country. And your brand. Think of the money lost on that. $ad!  Hmm, maybe the Bidens have a place where they could host?  KEEP AMERICA GREAT AGAIN! Or something.
1186069560992112641 2019-10-20 19:59:54 -0400 <jak_nickel> @mydoghasagun @ScotFavorite @markbspiegel @realDonaldTrump I never said that didn’t look bad. Both look bad, but only one is against the law.
1186069559788396544 2019-10-20 19:59:53 -0400 <revo70> @realDonaldTrump Worst president ever says what?
1186069558806925312 2019-10-20 19:59:53 -0400 <MatthewStover7> @Nemosis1 @pharaohpjf @elianatrue @realDonaldTrump They must have nothing-burger to declass  https://t.co/7gfVPcdr74
1186069556864794624 2019-10-20 19:59:53 -0400 <Kennypoohhh> @realDonaldTrump  https://t.co/JM3vveMBag
1186069556264988673 2019-10-20 19:59:52 -0400 <chesney_bea> @JuliaHodgson5 @mmpadellan @realDonaldTrump Man your so funny - as if .
1186069554960588801 2019-10-20 19:59:52 -0400 <Gbox41> @AndyOstroy @realDonaldTrump It’s so exhausting just watching
1186069554327371776 2019-10-20 19:59:52 -0400 <granniedarryl> @realDonaldTrump  https://t.co/RZtPtnF3b8
1186069551638700032 2019-10-20 19:59:51 -0400 <CatFoodMoney> @RudyGiuliani You're a funny guy, #RudyColludy. It's a bummer that you're about to be arrested. However, I am looking forward to watching you flip on @realDonaldTrump &amp; the rest of that criminal rat's nest. Maybe they'll let you share a cell with your buddy, IGOR. #ImpeachAndRemove #SDNY #FBI
1186069551177457665 2019-10-20 19:59:51 -0400 <Hexy_Dexy> @realDonaldTrump The @GreenDay song Good Riddance is just Dust In The Wind for my generation.
1186069551022133248 2019-10-20 19:59:51 -0400 <PaulaKGilbert22> @realDonaldTrump All your lies would fill up the trump towers.  Poor sad man you are.
1186069548958662656 2019-10-20 19:59:51 -0400 <rabariekman> @realDonaldTrump  https://t.co/uBnZBIdgFk
1186069548816097281 2019-10-20 19:59:51 -0400 <scot1052> @realDonaldTrump She is again undermining the President of the United States, how does she get funding and authority to fly to Jordan was it on the tax payers dollars ?
1186069548748828672 2019-10-20 19:59:51 -0400 <Early33Jess> @dvillella @DCinMI59 @realDonaldTrump Also, why, when asked what you have in common with your daughter, Ivanka, did you say, "Sex," ? For real. True story.
1186069546886676481 2019-10-20 19:59:50 -0400 <SusanBr63598322> @MatthewJshow @realDonaldTrump Bot
1186069543074045952 2019-10-20 19:59:49 -0400 <rodball22> @realDonaldTrump Obama isn't President now. You, unfortunately, are. You are the reason Kurds are being tortured and killed. Traitor!
1186069542037909506 2019-10-20 19:59:49 -0400 <fauxdea> @real_defender @realDonaldTrump But it said “through” in the Google Russian translation.
1186069541224189952 2019-10-20 19:59:49 -0400 <JeaniSouthworth> @realDonaldTrump 😂😂  https://t.co/JyeTgMVjeq
1186069540083589125 2019-10-20 19:59:49 -0400 <Torgo3K> @BradleyWhitford @realDonaldTrump Doral has more bedbugs.  Of course, they have beds.
1186069538598727680 2019-10-20 19:59:48 -0400 <DavidAHughes74> @JohnJHarwood @PattyArquette @realDonaldTrump Lying again Donny
1186069538217037825 2019-10-20 19:59:48 -0400 <ArtMcDonald8> @eldemocrato @LouDobbs @realDonaldTrump Not civilized just traitorized
1186069536061247490 2019-10-20 19:59:48 -0400 <JimClinkscale> @SallyDeal4 @realDonaldTrump Love listening to Richard!
1186069535889248256 2019-10-20 19:59:48 -0400 <Meredith_Cizlak> Kurds didn’t help in Normandy/WW2 defeat Germany but look who is with the Kurds! Smh @realDonaldTrump  @senatemajldr @SenSchumer @SpeakerPelosi @GOPLeader @tedcruz @replouiegohmert @JohnCornyn @VP @RepRooney @WalshFreedom @LindseyGrahamSC @ChrisVanHollen @JohnKasich @MittRomney
1186069535742410754 2019-10-20 19:59:48 -0400 <jmurray230> @realDonaldTrump #BedBugsSummit
1186069533523660800 2019-10-20 19:59:47 -0400 <anotherviv> @realDonaldTrump Pompeo also refused to answer whether Giuliani was reviewed for potential conflicts of interest, amid revelations that he had business interests in Ukraine at the same time he was pushing officials to open an investigation into Joe Biden, Axios' Zach Basu notes.
1186069532114206720 2019-10-20 19:59:47 -0400 <SheilaGinHB> @realDonaldTrump Dems have passed over 400 bills #MoscowMitchMcConnell is sitting on.  #DoNothingGOP   also you are pathetic.
1186069531564871681 2019-10-20 19:59:47 -0400 <Barbi__P> @cookkm5204 @ChapulinColoRed @JeffreyGuterman @itsJeffTiedrich @realDonaldTrump @FBI @doj @SecretService He has the 3 stars ... disregard his posts he is a fake Trump cult account.
1186069530906415104 2019-10-20 19:59:46 -0400 <jamieharrisnyc> @realDonaldTrump With you, all roads lead back to Putin.
1186069527139934208 2019-10-20 19:59:46 -0400 <tturnt1> @Supermom1242 @RichardBouselli @USMCLiberal @lesleyabravanel @realDonaldTrump Prison terms came to my mind.
1186069526015815680 2019-10-20 19:59:45 -0400 <conbontalk> @realDonaldTrump Meltdown!  https://t.co/PyCvML7zWB
1186069525747376128 2019-10-20 19:59:45 -0400 <Lordach_> You only hire the best. @realDonaldTrump #winning  https://t.co/YfwiDpbW7C
1186069523524390913 2019-10-20 19:59:45 -0400 <inhartsnkiss> @sasquatchtango @williamlegate @realDonaldTrump And they haven’t even read that, they just know what others have told them it says.
1186069523310546944 2019-10-20 19:59:45 -0400 <OneVoiceinPA> @marcorubio @realDonaldTrump p...think @marcorubio ubio meant to this go to you...
1186069521569845248 2019-10-20 19:59:44 -0400 <MarkYando> @realDonaldTrump You are only trying to line your pockets especially since Dorsl is losing money
1186069520944975873 2019-10-20 19:59:44 -0400 <Farbeka> @realDonaldTrump Sir, Just in case you haven’t heard, I’m sorry to inform you that Speaker Pelosi’s older brother has passed away.  As our President, it would behoove you, and your surrogates, to refrain from any public criticism of Ms. Pelosi during this mourning period.  The country thanks you.
1186069519988596737 2019-10-20 19:59:44 -0400 <Walker1268> @DbackFan918 @Mrtimrock @realDonaldTrump Who the hell cares, Boris...
1186069516876505088 2019-10-20 19:59:43 -0400 <JohnnyboyNB> @steph93065 @realDonaldTrump So how much money have you saved ? As much as Jr ?
1186069515995635713 2019-10-20 19:59:43 -0400 <davicodavunger> @Dana22015522 @kimguilfoyle @realDonaldTrump I agree. They are heroic.
1186069515169419269 2019-10-20 19:59:43 -0400 <TammyVa99497376> @realDonaldTrump Can never act like a grownup , time to give u’r notice, u’r own party is starting to turn    #ImpeachDonaldTrumpNOW
1186069514615742464 2019-10-20 19:59:43 -0400 <DaveDoty4> @realDonaldTrump Keep trying we need you. Thanks for everything
1186069514527621122 2019-10-20 19:59:43 -0400 <akikigate> @realDonaldTrump No sweet cheeks. They’re not gone. Us dems like to serve revenge cold.
1186069514401673218 2019-10-20 19:59:42 -0400 <PolHistMaven> @realDonaldTrump If you cared so much for the Republican Party, you would return to your Democrat Party  https://t.co/woK5QPrg6Z
1186069514141732864 2019-10-20 19:59:42 -0400 <shadowsleeper24> @realDonaldTrump Play stupid games win stupid prizes 🦒
1186069513214799872 2019-10-20 19:59:42 -0400 <Oscar65562320> @realDonaldTrump We want YOUR DISPOSITION!!!!
1186069510190764032 2019-10-20 19:59:41 -0400 <schaefdan> @itsJeffTiedrich @realDonaldTrump Jerkoff, remember 2 things when you go to bed tonight.Our great pres will serve at least 2 terms and the Dem party is a national disgrace. But you already know that. Keep putting your full blown TDS on display daily. It's hilarious!!
1186069506571022336 2019-10-20 19:59:41 -0400 <AnniSawyer> @realDonaldTrump Get your tickets everyone 😀🗯  https://t.co/H2qaS0VlvA
1186069506088718339 2019-10-20 19:59:41 -0400 <isellstuff256> @DbackFan918 @Mrtimrock @realDonaldTrump What about his tiny hands? They bigger than obamas?
1186069498094211072 2019-10-20 19:59:39 -0400 <jamesbhyatt> @realDonaldTrump  https://t.co/Y3jV1Mk271
1186069497448402944 2019-10-20 19:59:38 -0400 <Dizarrow> @omarbula @antonioguterres @realDonaldTrump @dailynation De a poco hay que  ir acabando con ese esperpento de institución. Y porque no,buscar la creación de una nueva ONU?
1186069496278212608 2019-10-20 19:59:38 -0400 <ChristiniYogini> @realDonaldTrump Your hysterical twitter feed will only serve as MORE evidence of your  unfitness for office once the impeachment hearings and trial begin. Your ranting changes nothing - your #Cult45 is with you to the end, and reality-based people have seen who you really are.
1186069495967862784 2019-10-20 19:59:38 -0400 <REm_Fitz> @realDonaldTrump I'm sick of a petulant child, the puppet of a foreign dictator, running this country into the ground. Who else is?
1186069491798728707 2019-10-20 19:59:37 -0400 <The_Cling_On> @CapitaLiszt @realDonaldTrump He shouldn’t have caved.
1186069490641113088 2019-10-20 19:59:37 -0400 <ShadyPlanes> @realDonaldTrump Sorry, you don’t get free advertising for bedbug infested property at our expense. Camp David is free and secure.
1186069490389401600 2019-10-20 19:59:37 -0400 <JonesFayose> @IdesofMarch1961 @ChidiNwatu @realDonaldTrump 😂👏
1186069489185484800 2019-10-20 19:59:36 -0400 <tessfortruth> @realDonaldTrump They're not gone, Donnie. They'll be there at your trial in the Senate in a few months.  Tick, tick, tick.......
1186069485956022273 2019-10-20 19:59:36 -0400 <trump2trumpIRL> Hey @realDonaldTrump, What you eat today walks and talks tomorrow.
1186069485704355840 2019-10-20 19:59:36 -0400 <FearThisAndThat> @realDonaldTrump All roads with you lead to Putin.   You betrayed loyal allies for him.
1186069485683392512 2019-10-20 19:59:36 -0400 <ScotFavorite> @miguel9288 @markbspiegel @mydoghasagun @realDonaldTrump No, just not a pessimist.
1186069484269965315 2019-10-20 19:59:35 -0400 <saddiebeltin> @realDonaldTrump @POTUS The "recon" 🎯
1186069483191971840 2019-10-20 19:59:35 -0400 <Greg2412> @ASavageNation JFK would be a Republican and a @realDonaldTrump supporter today.
1186069481027768320 2019-10-20 19:59:35 -0400 <dlbjrbaird> @realDonaldTrump Idiocracy.. #fakepresident #brawndo
1186069480104812544 2019-10-20 19:59:34 -0400 <Interes00734353> @realDonaldTrump Your know something Mr Trump, Americans are not stupid.  It’s about time you quit talking to us like we are.  Tweet after tweet you say things that are untrue and then go on like we all believe.  You insult the intelligence of the majority of people.
1186069478859296769 2019-10-20 19:59:34 -0400 <xrhondas> @jsyv19 @PollyannaNomore @MatthewJshow @realDonaldTrump  https://t.co/aIIY7i2Ndz
1186069478104293376 2019-10-20 19:59:34 -0400 <toearlytoretire> @realDonaldTrump It is a good idea and if obumer had come it with they would love it... you could repeat verbatim every speech and word that obumer used and they would still hate you.  Demoliberals are nut jobs
1186069474669158401 2019-10-20 19:59:33 -0400 <Lrwnfla> @realDonaldTrump Where are you getting your statisticians because they, not you, continually get your numbers wrong? I'm just saying.
1186069473373110272 2019-10-20 19:59:33 -0400 <Lynne553> @TheRightMelissa @realDonaldTrump 1. Agree, he gives away his salary.  2. Looses millions because he is a poor businessman - Trump Casino, Steaks, Airline, University, etc.  How many times has he filed bankruptcy?  3.  Is rich because he doesn’t pay how contractors.
1186069471728934912 2019-10-20 19:59:32 -0400 <lizmoblubuckeye> @malave_justin @realDonaldTrump I agree.
1186069471372304384 2019-10-20 19:59:32 -0400 <LoveKonaCoffee> @realDonaldTrump It's only a matter of time.  https://t.co/gRZrjosrHW
1186069470948798464 2019-10-20 19:59:32 -0400 <SusanBr63598322> @StewardshipAmer @realDonaldTrump Bot
1186069468985868288 2019-10-20 19:59:32 -0400 <politico714> @IvankaTrump @TheJusticeDept Daddy ❤️me @realDonaldTrump  https://t.co/ltL5FJdx6e
1186069468277100544 2019-10-20 19:59:31 -0400 <kitizensane> @realDonaldTrump No one who understands a P/L statement thinks full Doral occupancy in June is "NO PROFIT" and no one who has read the Constitution thinks any of this is legally permissible.
1186069467429769219 2019-10-20 19:59:31 -0400 <th6367> @realDonaldTrump So. how ya feeling about the release of your taxes? Where’s your personal lawyer @RudyGiuliani?  What’s your next plan of attack against the constitution and the American people? How do you feel about the slaughter of Kurds? What’s up next on your really bigly show? @POTUS resign
1186069466490253313 2019-10-20 19:59:31 -0400 <JDAL1973> @MidgeAntolos @realDonaldTrump There were blacks, whites, Hispanics, &amp; gays at the rally. And all were getting along wonderfully!
1186069466477727746 2019-10-20 19:59:31 -0400 <grannygrrl> @parscale @realDonaldTrump I'll send more as soon as I can. It's worth every penny.
1186069465441734657 2019-10-20 19:59:31 -0400 <pupsrule3> @realDonaldTrump Sweetheart - the world sees your moves - it was a moneymaker for you, no gift - you worship the almighty $$ and will do whatever it takes - it’s called you are CAUGHT
1186069465152180224 2019-10-20 19:59:31 -0400 <julie_smythe> @DotardJTrump17 @mudyroot @RichardTBurnett @realDonaldTrump Decades.  https://t.co/T2IDA1oEvN
1186069457719955456 2019-10-20 19:59:29 -0400 <Marie96744474> @realDonaldTrump  https://t.co/TVxoVgCc37
1186069456461668353 2019-10-20 19:59:29 -0400 <shannonlong1005> @Phi11yRepublic @richaaron8306 @parscale @realDonaldTrump @BernieSanders I’m assuming you’re referring to this....read up! I’m guessing USA Today would be ok to read. I understand it’s not The Federalist but it’s reputable.  https://t.co/Zg6pvzrtoB
1186069456075796482 2019-10-20 19:59:29 -0400 <Jazmynflower79> @realDonaldTrump You mean your summery
1186069455744319488 2019-10-20 19:59:29 -0400 <BonnieM15178635> @JSkodia @glamelegance @realDonaldTrump My Soul! How horrific. I hope the family has support.
1186069455610306561 2019-10-20 19:59:28 -0400 <JhbJoel> @realDonaldTrump Washington is a mess because of the Democratic swamp and a bunch of no balls Republicans
1186069454469423104 2019-10-20 19:59:28 -0400 <woodybf60> @PlaysTrumpCard @realDonaldTrump @SpeakerPelosi Great idea!
1186069453429100544 2019-10-20 19:59:28 -0400 <GlutenFreeGanja> @realDonaldTrump Na dawg, it's about decades of corruption and years of political malice all distilling down into this. Sadly, your greed got the best of you and its finally catching up to you. Every single member of your family will live out a legacy or shame and disgrace, to be known as conmen
1186069453383110656 2019-10-20 19:59:28 -0400 <algcolvin> @gtconway3d @soledadobrien @realDonaldTrump @RudyGiuliani 😂
1186069452904914944 2019-10-20 19:59:28 -0400 <mgwall7> @realDonaldTrump Everything the WB said has been proven true by you and Mick.  Your need to fire Mick. He is a good guy does a great job.  FIRED.
1186069450858123269 2019-10-20 19:59:27 -0400 <partyoutside2> @realDonaldTrump Read the constitution.
1186069450040205312 2019-10-20 19:59:27 -0400 <Iris2856> @DougFor82918534 @realDonaldTrump @POTUS @WhiteHouse You are a bot, too.
1186069449297846272 2019-10-20 19:59:27 -0400 <sarahkehoe> @lizcgoodwin THIS is an appropriate and classy response from a politician. Take notes, @realDonaldTrump 😒
1186069447951486977 2019-10-20 19:59:27 -0400 <drc573> @GovBrewer @SpeakerPelosi @POTUS @realDonaldTrump @BarackObama That’s because you ARE rude and racist.  🙄
1186069447833985024 2019-10-20 19:59:27 -0400 <TravelingUS> @realDonaldTrump NO!  Have the #G7 at another location WITH NO ASSOCIATION TO YOU OR YOUR FAMILY BUSINESS @realDonaldTrump or add that #EmolumentsClauseViolation to YOUR #IMPEACHMENT TRIAL!  You would still GAIN MILLIONS IN FREE TELEVISED ADVERTISING!  NO!  (cc: @SenateMajLdr @SpeakerPelosi)
1186069445011267589 2019-10-20 19:59:26 -0400 <MshellButtercup> @realDonaldTrump  https://t.co/z6TwDnQgsk
1186069444654698497 2019-10-20 19:59:26 -0400 <teamouse95006> @realDonaldTrump Pffffft!!!
1186069444575055872 2019-10-20 19:59:26 -0400 <doodah2942> @realDonaldTrump The Russian hackers are working right now to corrupt our voting and you allow them.
1186069443660713986 2019-10-20 19:59:26 -0400 <laquinn80> @realDonaldTrump On God shut up already
1186069443589349377 2019-10-20 19:59:26 -0400 <RickSwasey> @GeraldoRivera @realDonaldTrump Someone should...
