1086775309658144768 2019-01-19 18:59:59 -0400 <PostelleAgatha> @Robert_blacksmi @realDonaldTrump Amen!!!!!
1086775279316598784 2019-01-19 18:59:52 -0400 <ladyemeraldeyez> @WhiteHouse @realDonaldTrump And why does this WH account have to attempt to mirror 45’s account, although 45 would never say anything halfway as nice as this! I’m just so done with this administration. It’s a clear and present danger and disgrace!!
1086775278905507841 2019-01-19 18:59:52 -0400 <gamedayaggie> @GOP @realDonaldTrump Stop the shutdown of our American Government now! Putin loves what the GOP is doing to America.
1086775278901383168 2019-01-19 18:59:52 -0400 <TheSteveTheCat> @northyorkblonde @SpeakerPelosi @realDonaldTrump I'm surprised he remembers his pants
1086775278645456897 2019-01-19 18:59:52 -0400 <hreller75> @realDonaldTrump I hate you. Karma is a boomerang and you will get yours someday.
1086775278259658754 2019-01-19 18:59:52 -0400 <scretkeeper1044> @MIGOP @realDonaldTrump It’s time for everyone to do their own jobs and take responsibility.
1086775277261389824 2019-01-19 18:59:52 -0400 <alanfrancis74> @bucci_shelly @Alyssa_Milano Further proof that @realDonaldTrump  Is a Bad Seed.   This young man should have a role model in the White House.   And not an excuse (a sad one to be specific) to emulate.
1086775273608097797 2019-01-19 18:59:51 -0400 <DocJMelzer> @unicorntadpole @JoaquinCastrotx @realDonaldTrump Yeah...pin it.  😂😂😂😂. It’s a classic that has aged so well.
1086775273008304129 2019-01-19 18:59:51 -0400 <Flblueskies> @SenWarren @Jeff_DeSpain @realDonaldTrump @senatemajldr #EndTheShutdown
1086775272899313665 2019-01-19 18:59:51 -0400 <msvictoria53> @realDonaldTrump
1086775272622473218 2019-01-19 18:59:50 -0400 <4AnimalLife> @ForeverLogical @SenatorCollins @realDonaldTrump Read this thread, too. Important points made about our democratic process.   https://t.co/BPiMAHgfNe
1086775272182087681 2019-01-19 18:59:50 -0400 <Barbara02198417> @starcrosswolf @SpeakerPelosi @donnabrazile @realDonaldTrump @Trump454545 @LVNancy @DonnaWR8 @Boyd_2650 @pinkk9lover @FriendlyJMC @SweetKat111 @lilbulli1031 @MazurikL Somebody needs to put a gag in that rather large mouth Donna Brazil has ...she fed Hillary debate questions...god knows what other shady deals she’s got going under the table..and I don’t want a President with Alzheimer’s sorry Nancy..
1086775271057846272 2019-01-19 18:59:50 -0400 <KainCyril> @lickity_split7 @sosacub @PalmerReport @realDonaldTrump Terrorist in chief!
1086775270940524544 2019-01-19 18:59:50 -0400 <aldecoam1> @realDonaldTrump @FoxNews I see you are engaging in criminal behavior once again. And, more importantly, Bob Mueller sees it as well.
1086775270441394176 2019-01-19 18:59:50 -0400 <Speakezy1> @realDonaldTrump Bing Bing Bing Bing Bing, Bong!  Gina! Bing Bing Bing Bong! Bing Bing Bong Bong!   https://t.co/dOoyVzYsRV
1086775269757775874 2019-01-19 18:59:50 -0400 <disarray2017> @pinkk9lover @RNRKentucky @POTUS @SpeakerPelosi @realDonaldTrump @Lady_Vi_2U @ROCKONOHIO @BestBrownsFan @AppSame @grizz_meister @HyltonRobin @LVNancy @starcrosswolf @_IamAnita_D Demos would look stupid like last time anyway, if you did it at the 🏠!
1086775269354917888 2019-01-19 18:59:50 -0400 <PRTgeneral> @ClifUdy @GBallSr @Adam_F0ster @PokePlay @realDonaldTrump Your version of alternative facts.
1086775268834975744 2019-01-19 18:59:50 -0400 <jabandsam> @frfrankpavone @realDonaldTrump Typical tRump supporter.  Clueless and lacks compassion.  Prerequisites for maga fools
1086775268654624768 2019-01-19 18:59:50 -0400 <chrisacorbett> @SenSchumer @realDonaldTrump There were no protections Chucky.  A President can’t change the law.  So what Obama did wasn’t legal even according to him.  I’d of thought you would understand that.  Guess you aren’t that smart are you.
1086775268637847552 2019-01-19 18:59:50 -0400 <WestbergMarie> @realDonaldTrump Thanks for the warning🙄🙄🙄
1086775268390387712 2019-01-19 18:59:49 -0400 <MilesDibble76> @realDonaldTrump Maybe you can write a book about it from prison.
1086775267400581120 2019-01-19 18:59:49 -0400 <YawehsDaughter> @mistririter @gbpackmike @glaciergoddess @DispensaryEasy @AnnaCli03050770 @SpeakerPelosi @realDonaldTrump How do you know they want one? Have you spoken to each and every American?   I think YOU'D be surprised by how many DO NOT want a useless wall, but DO support other, adequate, more effective means of border control.
1086775267245375489 2019-01-19 18:59:49 -0400 <lgb1060> This is the truth. .@realDonaldTrump
1086775266607812608 2019-01-19 18:59:49 -0400 <trevwat16> @krassenstein @EdKrassen @realDonaldTrump I believe the permanent DACA protect was already proposed and signed into law during the 8 wonderful years of the Obama Democrat administration, correct? Or were you served warm bull excretions for dietary intake and left malnourished so you are whining at Trump😂😂😂biiiiiiiiih
1086775265869660160 2019-01-19 18:59:49 -0400 <WereRoach> @MuslimIQ This what happens when you have a president like @realDonaldTrump who disrespects Native Americans with comments about #Pocahontas or #WoundedKneeMassacre. #MAGAhats
1086775265743855618 2019-01-19 18:59:49 -0400 <diana_presente> @realDonaldTrump  https://t.co/4xFbKRO8Sg
1086775263894163456 2019-01-19 18:59:48 -0400 <Samueli1Kristin> Hear that, @realDonaldTrump? He’s talking about you. #TrumpShutdown
1086775263277518848 2019-01-19 18:59:48 -0400 <TitanStride> @LLA80033651 @SenSchumer @AprilDRyan @realDonaldTrump They are a bunch of mooches with a corrupt govt on the take.
1086775263239774208 2019-01-19 18:59:48 -0400 <OrpheusDescent> @tedlieu @CovCathColonels There have always been haters, racists, bigots. @realDonaldTrump made it ok to come out from under their rocks to express that hate proudly. What a despicable societal trend @POTUS has created.
1086775262921064449 2019-01-19 18:59:48 -0400 <cromulentgeek> @realDonaldTrump You shouldn’t be trying to stop refugees. Sorry it’s so hard for you to commit crimes against humanity. Try being a real leader and a good person. You haven’t done it yet in 72 years but you could start trying now.
1086775262770024449 2019-01-19 18:59:48 -0400 <Frodo069> @817hwb @GOP @realDonaldTrump @TheDemocrats  https://t.co/cokgnr2Bqn
1086775262208057344 2019-01-19 18:59:48 -0400 <SmorrisonF> @pblagojevich @realDonaldTrump Oh golly, too bad for the harsh sentence. Justice can be brutal. Your slob of a husband, who sells elections is exactly where he belongs. As part of his team, I think you should be there along side him.
1086775261377585152 2019-01-19 18:59:48 -0400 <Molina08Jeff> @realDonaldTrump we don’t have a wall in San Antonio you moron
1086775260735787008 2019-01-19 18:59:48 -0400 <GApeachest79> @etherealtb @SenSchumer @SeattleTam @realDonaldTrump Exactly. I hope that as a Dem you can see what your party is doing. They are destroying the party. POTUS gave a very fair proposal. We don’t mind immigrant we want them vetted first. If you talk to immigrants, now Americans that worked their tail off in 80s they are angry.
1086775259930480646 2019-01-19 18:59:47 -0400 <mrtaz007> @SpeakerPelosi @realDonaldTrump is the best President ever because he fights for the average American and works hard every day. #BUILDTHEWALL
1086775259511095296 2019-01-19 18:59:47 -0400 <Niki_land> @GOP @realDonaldTrump No Ego Wall!!!!
1086775258982412288 2019-01-19 18:59:47 -0400 <buck_millions> @Gillipo @SpeakerPelosi @realDonaldTrump Nope. McConnell can reopen at any time if he would bring the vote to the floor. Both houses have already passed 2 budgets (one GOP with Paul Ryan, and one DEM). Trump vetoed both. @senatemajldr can call a vote with veto override anytime he wants
1086775258386882560 2019-01-19 18:59:47 -0400 <2021Freedom1776> @blessed21913978 @GOP @realDonaldTrump This is why we need a wall - Drug Smugglers Lift Border Fence...  https://t.co/Yew0XaE8vU   via @YouTube
1086775258307350529 2019-01-19 18:59:47 -0400 <Jessie14794010> @realDonaldTrump What’s funny that the wall cost 5.7million. The steel barrier cost is 5.7million too.🤔
1086775257346715648 2019-01-19 18:59:47 -0400 <MamaofTwins119> @Garrett_Watts @realDonaldTrump Nah his boggart would be facts.
1086775257065799681 2019-01-19 18:59:47 -0400 <rex87> @mulca12 @WhiteHouse @realDonaldTrump You’re definitely a Trump supporter; don’t care about anything unless it affects you directly.
1086775256499531776 2019-01-19 18:59:47 -0400 <Michael61404055> @NatWednesday @SteveOBW @realDonaldTrump @WhiteHouse About the whole gun thing. The United States has the most amount of weapons and yet its fairly low on the amount of crime used. Suicides via gun is one of the main sad effects. However, not everyone is wanting to commit suicide. It’s still on the low end regardless of howHighItis
1086775255790690304 2019-01-19 18:59:46 -0400 <Grant_heckler> @realDonaldTrump If you said it was daylight outside, I would go check. RESIGN!
1086775255425703938 2019-01-19 18:59:46 -0400 <beebigelow> @Pat120 @realDonaldTrump lol
1086775254654087168 2019-01-19 18:59:46 -0400 <SuperMsPc> @Jewonemein @Kwiet7 @ccrdmrbks @JordanIsRight1 @donapuke @thefix @realDonaldTrump You're "always so triggered " (ur words) because u are mentally deficit,  sad cry babies, who cannot take the fact ur horrid candidate lost the election...&amp; you're low life obstructionists to boot!  But all of this boohoo crap will come back on you #LiberalismIsAMentalDisorder
1086775250203881474 2019-01-19 18:59:45 -0400 <DMashak> Antifa assaults Patriot  https://t.co/03fd4IF9fe @realDonaldtrump #Military #Republican #Democrats #MNCD6 @USFreedomArmy #TPUSA #Conservative #MAGA #Qanon #Progressive #MSM #2A #PragerU @WayneDupreeShow #YellowVests #YellowVestAmerica #GiletJaunes #TaylorSwift #CNN #FoxNews #PJNET  https://t.co/pCBQMfBkNW
1086775248870100999 2019-01-19 18:59:45 -0400 <Bigwowdice> Curious, who do you pick to challenge @realDonaldTrump in 2020? @BetoORourke and @AOC versus @RepJoeKennedy and @KamalaHarris  —- @absentimage @TysonJerry @ScottSheppard73 @Acosta @donlemon @ChrisCuomo ?
1086775248345694209 2019-01-19 18:59:45 -0400 <lifeinthePNW> @realDonaldTrump reminds me of the dad in Back to the Future in reverse.  Trump to the @GOP: “I am you destiny!”  Everyone else: “No, he’s your density, you morons.”
1086775248278700033 2019-01-19 18:59:45 -0400 <MichaelChiz1> @realDonaldTrump  https://t.co/ymKGk6MVfp
1086775247775453184 2019-01-19 18:59:45 -0400 <gordonfans24> @AlanPeaTweet @ChicagoKelley @EdKrassen @realDonaldTrump Whatever dude. Its 2019 get over it  https://t.co/HsRDlqnQqd
1086775246969946115 2019-01-19 18:59:44 -0400 <Taylorquicks> @BrodyBrosevelt @mmmurryjr @GOPChairwoman @realDonaldTrump Still no money for a wall though!! Your point?
1086775246122831872 2019-01-19 18:59:44 -0400 <CruellasBFF> @jamacia813 @38specialcolt @Idclair @PSampsonHowes @Cmusiclover @monster_in @PradierJ @Cruellaisdevine @edwardyoung21 @RepJeffries @FishFunSun @psychdr100 @Nevada_Dem @BillKristol @gtconway3d @DanRather @houseboatlenny @shipp_kenneth @realDonaldTrump @PsychToday @POTUS @halltoons Oh no
1086775244893966337 2019-01-19 18:59:44 -0400 <tech_mtw> @PrasunK5 @realDonaldTrump  https://t.co/xOtqSKreWB
1086775243371364352 2019-01-19 18:59:43 -0400 <Prek05274239> @Sambacon25 @astern5556 @realDonaldTrump No you see. I have laid out facts and you have tried to interject by making a false equivalent
1086775243161640961 2019-01-19 18:59:43 -0400 <CeeJayT07381069> @realDonaldTrump Step 1: End your shutdown. Step 2: Negotiate a deal.
1086775242565898240 2019-01-19 18:59:43 -0400 <LibertyInOregon> @WhiteHouse @realDonaldTrump Is this a "heads up?" Patriots are ready, and available to look out for each other.  https://t.co/jI17xs0n7e
1086775240154329088 2019-01-19 18:59:43 -0400 <Balanced_Info> @tedlieu @realDonaldTrump Sorry, but Trump has proven repeatedly that he is TERRIBLE at deal-making.  Nothing has brought that home more than how terrible he has been on the #shutdown. A good negotiator never underestimates the other side, but he obviously did that. And his "offers" have been ridiculous!
1086775239365713920 2019-01-19 18:59:43 -0400 <biggie_lebowski> @frfrankpavone @realDonaldTrump  https://t.co/qAPX8usljW
1086775237327405056 2019-01-19 18:59:42 -0400 <dana3texas> @SenPatRoberts @realDonaldTrump Open the government and stop holding federal workers hostage
1086775235515424768 2019-01-19 18:59:42 -0400 <pothole70> @conserve_a @AmyKremer @WomenforTrump @realDonaldTrump You're what people call not real bright.
1086775234986938368 2019-01-19 18:59:41 -0400 <shaber20005> @realDonaldTrump This was a nothing author. It’s a repackage of my way or nothing. Dreamers are going to be protected for the next few years by courts enforcing the law over your policies. Yes, a non-starter here. Try again.
1086775234764648449 2019-01-19 18:59:41 -0400 <TheLadyShiraz> @frfrankpavone @realDonaldTrump What would your Diocese say to this, Padre?
1086775234580135936 2019-01-19 18:59:41 -0400 <YankeeArt1953> @realDonaldTrump Trumpspeak translation of "many people" = all Faux News commentators.
1086775234315849728 2019-01-19 18:59:41 -0400 <jleannsmreker> @sandraclunie @RickLove040870 @FlaMediaQueen @ialignu @TalbertSwan @krassenstein @EdKrassen @realDonaldTrump @newtgingrich Does she even know the difference between Brexit and Blexit?
1086775233573502977 2019-01-19 18:59:41 -0400 <jfstratton> @thejtlewis @realDonaldTrump tRump has failed, countless times, "to put America first.". We want to get rid of him because HE is hurting the country he swore to protect. #TrumpShutDown #ImpeachTrump
1086775233388920832 2019-01-19 18:59:41 -0400 <Craigh216H> @realDonaldTrump Truth is the answer
1086775233325948929 2019-01-19 18:59:41 -0400 <iliftmylamp> @frfrankpavone @realDonaldTrump "And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye have done it unto one of the least of these my brethren, ye have done it unto me."
1086775232361164801 2019-01-19 18:59:41 -0400 <blaire0919> It’s a shame Ann Coulter is so attention deprived that she thinks her opinion matters.  @AnnCoulter @realDonaldTrump #trumpAnnouncement #TrumpProudOfShutdown #TrumpShutDown #DACA
1086775229907636225 2019-01-19 18:59:40 -0400 <gouivandals> @SenWarren @realDonaldTrump @senatemajldr Build the wall
1086775227164504065 2019-01-19 18:59:40 -0400 <skobi1111> @IPOT1776 @tedlieu @realDonaldTrump @POTUS Are you saying they try to succeed??? Just another daily talking point pusher... #deepstate
1086775227139338240 2019-01-19 18:59:40 -0400 <Outerlimets> @GOP @realDonaldTrump Blackmail will earn you a well deserved spanking.
1086775226346524673 2019-01-19 18:59:39 -0400 <the21stcaveman> @realDonaldTrump @POTUS I completely agree that immigration to this country has to be from legal channels, whatever the situation maybe. On the other hand, a "wall" or "barrier" would NOT enforce that, and taking about 1.5m people hostage to get it funded, is just wrong. #AgentOrange
1086775225482649601 2019-01-19 18:59:39 -0400 <StephanieChee15> @JimBradySr @SenWarren @realDonaldTrump @senatemajldr They had some talking to him just last week.  He probably couldn't concentrate. He never can,
1086775225033863171 2019-01-19 18:59:39 -0400 <AmazonTraveler> @realDonaldTrump This is for the 3 pm big announcement...?
1086775223893008385 2019-01-19 18:59:39 -0400 <BeeElleGee> @realDonaldTrump But...but...  https://t.co/RLKPKpKTY6
1086775219291738113 2019-01-19 18:59:38 -0400 <princereebus> @SenJohnBarrasso @SenateGOP @realDonaldTrump Voters Will Not Forget #SenateGOP 2020
1086775218968891393 2019-01-19 18:59:38 -0400 <66stilllliberal> @markandjonathan @SchnurreZueri @realDonaldTrump @sethweathers @BuzzFeedNews No, here's what was reported by the spokesman for the team on the Russian Investigation.   https://t.co/jQBSRpU15w " specific statements to the Special Counsel's Office, characterization of documents d testimony , regarding Michael Cohen's Congressional testimony are not accurate
1086775217719074816 2019-01-19 18:59:37 -0400 <niafrazier2016> @hearditfirst @SpeakerPelosi @realDonaldTrump So lets get this right, u comparing healthcare to a wall.. Dont assume cause im black support obama or obamacare insurance. Be careful your racism is starting to show.
1086775214896107520 2019-01-19 18:59:37 -0400 <joe_nca> @Sammieheals @buck_millions @pattysarro @Devildollusmc @SpeakerPelosi @realDonaldTrump “The foreigner residing among you must be treated as your native-born. Love them as yourself, for you were foreigners in Egypt. I am the LORD your God.” -Lev. 19:34  Sounds pretty “Christian” to me.
1086775214623600645 2019-01-19 18:59:37 -0400 <LyinPaul> @SteveKingIA @realDonaldTrump You still here? Gotta be a rock for you to crawl back under somewhere...
1086775214183071745 2019-01-19 18:59:37 -0400 <ShondrickP> @sunshinetrader @EdKrassen @krassenstein @realDonaldTrump Awwwwweeeee bless your heart.
1086775213944172549 2019-01-19 18:59:36 -0400 <lesleyabravanel> #PresidentPelosi isn't budging on repugnant traitor @RealDonaldTrump's imbecilic, imaginary wall. Now THAT'S how a leader handles a terrorist. #NoWall #TrumpShutdown
1086775212555800576 2019-01-19 18:59:36 -0400 <CeeJayT07381069> @realDonaldTrump Step 1: End your shutdown. Step 2: Negotiate a deal.
1086775212299902977 2019-01-19 18:59:36 -0400 <MariaM1045> @GeraldoRivera @SaraCarterDC @realDonaldTrump @SpeakerPelosi What I find immoral is the fact that they all know another caravan is coming and that there will be another crisis where young kids will pay the consequences.  This cannot continue, both parties, get together and negotiate in good faith!
1086775209955184640 2019-01-19 18:59:36 -0400 <mdbohrer> @realDonaldTrump Or are you just parroting what Putin said again?
1086775209124864005 2019-01-19 18:59:35 -0400 <keyblvds> @omzmusic @realDonaldTrump Woah, I'm still reading headlines and it sounds scary. New path, thanks.
1086775209103949824 2019-01-19 18:59:35 -0400 <FamiZhed> @Sweet__Spicyy @Jon_Thrash @hsamuelh @MISSACACIA9 @LLBev @pierre_tomero @AzimutWan @Picardie_Circus @mayama38 @peythieuMP @juste_chris @Kakynette23 @solsiden_ @patriciabelang3 @RedJune2 @realDonaldTrump @biing_c @bianlian @Bitouisse @bizbuze @MachinOfficiel @bischetti_p @GDeleur @GeekInside @GUAL41 @Gros_Bourrin @Guy_Golo @GrosTatane @Misslemon19 @madamepingouin @JeanPaulepanda @Josydelacompta @Pooopooopeedooo @LeKeRmitt @alaindaniel13 @HugoAW1 @Coulommiers77 @jeancristo @paindep @golfcharlie8 @Superdaddy64 @amael005p @MassLaRondelle @corsino65 @McTourbe @MorsayMY Oui 😍
1086775206515888128 2019-01-19 18:59:35 -0400 <mattdfisk> @ida_skibenes @janiszilly @realDonaldTrump Lol. Are you drunk?
1086775206344036353 2019-01-19 18:59:35 -0400 <Jaymosk25> @realDonaldTrump @newtgingrich  https://t.co/gC2pjkwUDq
1086775204704079873 2019-01-19 18:59:34 -0400 <trabash3RR> Hey #MAGAts @GOP @SenateGOP @senatemajldr @realDonaldTrump, just want to make sure you all were up on the latest. #TrumpShutdown #McConnellIsAnObstructionist #ImpeachTrump #ImpeachTheMF #GovernmentShutdown #GOPCorruption
1086775202443341824 2019-01-19 18:59:34 -0400 <johna_mc> @SenSchumer @realDonaldTrump Mr Schumer can vote against the bill this week and demonstrate to all he doesn’t care about Border Security, DACA, and Government workers.  You get a vote!  The Nation watches for your concern. Politics or The Nation!  You get to decide.
1086775202044878849 2019-01-19 18:59:34 -0400 <RayFlaher> @Holly2360 @SenWarren @realDonaldTrump @senatemajldr Democrats are the best at taking advantage of the helpless!!!
1086775199884853248 2019-01-19 18:59:33 -0400 <klc4_trump> @SpeakerPelosi @realDonaldTrump Nancy - a discussion requires you are in attendance. When you’re done partying, give the Pres a call.
1086775199025057792 2019-01-19 18:59:33 -0400 <john_matzke> @GeraldoRivera @realDonaldTrump @SpeakerPelosi @SenSchumer Does not merit a counter offer. He cancelled DACA and TPS a year ago. Now offers 3 year reprieve so he can cancel it after he gets his wall. But SCOTUS already gave it a 1 year reprieve. He offered less that he refused to approve over the last few weeks. Still Trump Shutdown.
1086775198672596992 2019-01-19 18:59:33 -0400 <DenisonGlobal> @Corraandrews @SpeakerPelosi @realDonaldTrump Agreed!
1086775198546911235 2019-01-19 18:59:33 -0400 <Brasher46> @SenSchumer @realDonaldTrump Chuck the schmuck talks about ineffective remedies when he is clueless about illegal immigration and border security. He is a do nothing political hack who has been the problem his whole useless career.
1086775197171179522 2019-01-19 18:59:32 -0400 <Jam090460Miller> @brenner_colleen @WhiteHouse @realDonaldTrump how do you know where I’m from. You left Bedford not me .
1086775196906737664 2019-01-19 18:59:32 -0400 <Jack_Shih_tzu> @realDonaldTrump @newtgingrich @newtGingrich hahaha  https://t.co/wXQtCAQ50w
1086775193505288193 2019-01-19 18:59:32 -0400 <connierainie> @SpeakerPelosi @realDonaldTrump @POTUS has no qualms about holding a million or so Americans hostage while he rants on incoherently about his stupid wall. He's also holding around 2,000 children hostage because of his racist beliefs. How did a country as great as America put such an evil man in the @@WhiteHouse
1086775193467535360 2019-01-19 18:59:32 -0400 <dannluvbears> @David_Leavitt @realDonaldTrump Build a wall around Covington Kentucky
1086775193287249921 2019-01-19 18:59:32 -0400 <jan_a_flower> @MrWyattEarpLA Yep, the Krappensteins...bought and paid for trolls.  @realDonaldTrump  lives in their heads 24/7....best Potus ever!
1086775192964268032 2019-01-19 18:59:31 -0400 <SenateLoser> @WeAreOne_Q @realDonaldTrump  https://t.co/BuJCa5njrP
