1091848740376260608 2019-02-02 18:59:59 -0400 <Michael18686750> @realDonaldTrump @jacknicklaus @TigerWoods Great photo of all you
1091848644792410113 2019-02-02 18:59:37 -0400 <cthefdown> @davidlehmann09 @theresomethere @WillNotComplyUS @KarmaTrumps @mlox1965 @pinocchio7906 @Francophile1962 @ridenrocks1 @angelwzframed @ihearthk4 @BrandonN1271 @nlcolburn @tbone9070 @Richard4m @YaWorstNghtmare @JacksThorns @WadeMelJackYumi @GaryWalters66 @realbelairman @rebrokerjoe @SamOliva308 @ManchesterTimer @brideofJC @SaveOur1st @5sanch5 @209acesheepdog @OpiniAnne @theramin @TerBer12 @alanw157 @sue_meadows11 @liquidlaugh @45BestPrezEver @leach_deanna @atillathehun412 @arkiegal411 @FollowRabbtHols @jenniferlsee @kaci150 @OscarTheMAGA @SALUTETRUMP @mysterypatriot7 @briantopping66 @Longj201081Long @rwnb519 @silver_fox9 @SinaiGail9 @wStoneSolid @midnightrider46 @realDonaldTrump Apparently one of your many problems is that you don't understand when people do in fact respond to you. You just read your questions and none of the answers you receive?
1091848631802621953 2019-02-02 18:59:34 -0400 <sscott2701> @realDonaldTrump @jacknicklaus @TigerWoods They should keep better company. Fake Election POTUS
1091848631257362435 2019-02-02 18:59:33 -0400 <TomFitton> Financial Blacklisting: NewsGuard Advises Advertisers to Avoid Pro-@RealDonaldTrump Media |  https://t.co/sVyJxNAdM5 via @BreitbartNews
1091848627113226240 2019-02-02 18:59:32 -0400 <takuarm> only in #merica @realDonaldTrump  are you so proud to be president of one of the worst places to live on earth.  a place where the #government puts #corporations before people #corposcracy
1091848626429677569 2019-02-02 18:59:32 -0400 <LCWLAW1> @jentaub @Mimirocah1 @joshscampbell @davidwsapp @sam_vinograd @CoinBoi @RWPUSA @OxfordDiplomat @CIAspygirl @andylassner @davidfrum @page88 @jedshug @pdacosta @Fahrenthold @sfpelosi @blaw @tedlieu @ScottMStedman @PhilippeReines @realDonaldTrump @CrispinBurke @JasonLeopold @MEPFuller @pwnallthethings VP: @kelly2277  COS: @joncoopertweets  Press Sec: @PreetBharara  Design Survivor: @DrDenaGrayson  Staffer saying ‘I’m totally CJ’: @sarahkendzior  Leaker: @tribelaw  Russian handler: @renato_mariotti  FBI director you fire: @AynRandPaulRyan  First to testify: @TheRickWilson
1091848625322364931 2019-02-02 18:59:32 -0400 <OharaPelham> @LMAO_in_Fla @laureldavilacpa Awesome! 👏 👏👏 Does that mean he officially handed over his reigns to her??? Hallelujah!  OMG, does this mean that we’re finally fee at last from this #Tyrant ?  #GoNancyGo  #NancyIsMyHero  #ThankYouTrump   @TeamPelosi 🇺🇸💪🇺🇸@realDonaldTrump 🇺🇸💔🇺🇸
1091848621933252608 2019-02-02 18:59:31 -0400 <PV_Fubar> @realDonaldTrump @jacknicklaus @TigerWoods Outstanding picture 👍🏌🏾‍♂️
1091848620566028288 2019-02-02 18:59:31 -0400 <nfscapecod> .@realDonaldTrump   MAGA?
1091848620435886080 2019-02-02 18:59:31 -0400 <wendydcoe> .@realDonaldTrump ⬇️ #WOW ⬇️Racist
1091848620297469952 2019-02-02 18:59:31 -0400 <DEEGILES0410> @WH_spygate @EdwardHowell3 @MichaelAStout @jarrrrrrredddd @rolandscahill @realDonaldTrump Who are you talking to?
1091848608914255872 2019-02-02 18:59:28 -0400 <cloudyjazz> @watergirlatl @JohnGutz44 @deanna_eggers @ContraFari @Clevelandtwo16 @SK3430 @realDonaldTrump I was talking about John and this sentence :  https://t.co/Mfsw51dnb0
1091848608121610240 2019-02-02 18:59:28 -0400 <stevenjamesmusi> @BrooksPatterson @realDonaldTrump Of course Grand Wizards Brooks Patterson loves Donald Trump
1091848606787633153 2019-02-02 18:59:28 -0400 <AnnetteSpanhel> @MarieBudd6 @JohnCornyn @KarlRove @tedcruz @KenPaxtonTX @GregAbbott_TX @realDonaldTrump  https://t.co/8l23Yl9AMh
1091848603860111360 2019-02-02 18:59:27 -0400 <BillHuntKS> @NRA and @RepSwalwell our founders were smart enough to give the 2A to THE PEOPLE to ensure OUR safety from wack-jobs like you being elected to Govt.  @dbongino  @DLoesch  @seanhannity  @realDonaldTrump  @RealJamesWoods  @IngrahamAngle  @TuckerCarlson
1091848603348299776 2019-02-02 18:59:27 -0400 <SaysToupee> @realDonaldTrump @jacknicklaus @TigerWoods  https://t.co/qvWyoIHhMl
1091848600278233093 2019-02-02 18:59:26 -0400 <CCarlacares> @realDonaldTrump LIAR
1091848594678636544 2019-02-02 18:59:25 -0400 <SuperCoach61> @ChatByCC @realDonaldTrump Your blind faith in trump is admirable, you stick up for him all the time when when he contradicts himself. Didn't he tell the world he had defeated ISIS last year, so if they are defeated what is he doing now?
1091848591130341377 2019-02-02 18:59:24 -0400 <screwthechew> @realDonaldTrump Who wrote this tweet? Ivanka, is that you?
1091848586667515905 2019-02-02 18:59:23 -0400 <Katy52> @realDonaldTrump @jacknicklaus @TigerWoods The only national disaster right now is YOU!  https://t.co/eDUkoFhPhF
1091848585673666560 2019-02-02 18:59:23 -0400 <JunnyAGJr> @TelemundoNews @jdbalart @UniNoticias @MariaCeleste @FoxNews @CNNEE @CNN @CNBC @ABC @NBCNews @CBSNews @realDonaldTrump @WhiteHouse @congressdotgov @USSenate @USRepresent @PentagonPresSec
1091848584566194176 2019-02-02 18:59:22 -0400 <LeftoverMonkey> @SoniaCVilla @_CROPES_ @TakeThatDarwin @realDonaldTrump One what exactly? Species becoming another? Or larger?
1091848582091558912 2019-02-02 18:59:22 -0400 <Robbie_England1> @realDonaldTrump 🇺🇸Honestly can’t thank you enough for all your help. Without your typos we would still be sleeping. Wide awake here in Arizona 🌵 God Bless you Sir🇺🇸  https://t.co/Iycoa2mrLK
1091848579839418369 2019-02-02 18:59:21 -0400 <KFullerBCSD> @srijsen1981 @RepJayapal @RashidaTlaib @IlhanMN @GOP @realDonaldTrump Say what now? No bigotry at your house or the WH? @IlhanMN has not been tied to any terror organization(s). Slow down and put your thoughts together; you’re all over the place. 9/11 stackers were from Saudi Arabia and Trump is still in bed with them. #quitplayin
1091848574965637120 2019-02-02 18:59:20 -0400 <Susanne65848648> @realDonaldTrump @jacknicklaus @TigerWoods I knew it wouldn’t take long before he went to Florida ! He didn’t go for a while because he wanted to make himself look good , but guess what “ you didn’t “ still the same liar as always !
1091848574390992896 2019-02-02 18:59:20 -0400 <Craig97456673> @bronxcheer212 @anneklepper @PaulWesterberg5 @realDonaldTrump Jesus Christ, people are stupid. And when Obama was President none of you were saying, "Well he's the President, we should all fall in line". You don't accept any dissension unless it's your own.
1091848574353227780 2019-02-02 18:59:20 -0400 <taninthesummer> .@rudygiuliani @realdonaldtrump
1091848568216915968 2019-02-02 18:59:18 -0400 <sacmac11> @jim_beau_va @mpo619 @madhatter632 @leahcimekim @JDavidBourne1 @thedjrichyb @hsbanik @ADevotedYogi @norigginghere @MercerCreed @JCStill1 @DaveCrockett20 @PolAnimalAus @torpet002 @COCrowe @TrumpMockery @Elizabe90736128 @paradigmyname @Tux_299 @pjoyfarra @mac1958 @vibora_volando @kruttika108 @crisjb55 @daisyscoldwater @Superman6869 @dan613 @ljcambria @Southsierradude @tarchon7 @PeinsippMike @RogerPielkeJr @StrongEconomics @realDonaldTrump @NationalEnquir @senatemajldr @LindseyGrahamSC @MittRomney @SenTedCruz @RonJohnsonWI @SenatorBurr @SenJohnThune Yep, you really are a closet case. I'll bet you have a whole hard drive full of fantasy photos for youself .. huh?
1091848566161711107 2019-02-02 18:59:18 -0400 <PdespoPatricia> @realDonaldTrump Criminal. Peaches
1091848562705608704 2019-02-02 18:59:17 -0400 <marcovasquez4> @VillegasPoljak @realDonaldTrump Lo que me impresiona es que si ya robaron bastantan como para 3 generaciones por que siguen jodiendo.. por supuesto que el cerco esta cgiquito por que para afuera vannnn tri marditosss
1091848559757012992 2019-02-02 18:59:16 -0400 <filippoc1970> @51PercentofUS @realDonaldTrump @GOP Can you imagine Lib Obama and the Lib Dems doing this?  Me neither.
1091848553515925504 2019-02-02 18:59:15 -0400 <EspritFrancine> ABSOLUTELY ....ONLY WAY TO PREVENT DEMS/LEFT FROM VOTER FRAUD AND STEALING ELECTIONS AND CONTROL OF THIS GREAT COUNTRY.  @realDonaldTrump
1091848551523586054 2019-02-02 18:59:14 -0400 <BobbyVassa> @RobertMaguire_ @realDonaldTrump @jacknicklaus @TigerWoods I guess he thought it would be harder . Seeing that all he got done on two years.  Where people have been there for decades and hadn't gotten a Damn thing done .
1091848549917020160 2019-02-02 18:59:14 -0400 <WizmanGazbee> All the wicked fake news media vs Trump  @realDonaldTrump  @JosephLizyness
1091848546184237056 2019-02-02 18:59:13 -0400 <kmar71> @vol1977 @itsJeffTiedrich @realDonaldTrump What drugs are you on?
1091848545966145537 2019-02-02 18:59:13 -0400 <JPBeauchamp> @realDonaldTrump MANY PEOPLE ARE SAYING THAT IF YOU DID THAT WELL AT APREHENDING THEN THE WALL IS NOT NEEDED. RIGHT? OR IS THAT MORE TRUMP FAKE NEWS?
1091848544934187008 2019-02-02 18:59:13 -0400 <establishmentno> @DrWhoisin @MarilynLavala @KimberlyBlunk @__CassidyRae__ @ChrisPBaconLT @hungryturkey007 @mpollandsr @freddyrace14 @robcarlson20 @JasonSm90876769 @nightOwlbookLvr @Vncenza2 @DogsBCool @Mjhall412 @ginareyna @DEEplorableinWV @StopLordDampnut @MaryBro77801894 @Melody7473 @sundnce99 @Distinct_Words @JaneenLongwort1 @iloveoldthings @TrotAlex @Angelamarytayl1 @DMashak @pjsullivan442 @WilliamsNevin @KC7PDY @Scaramucci @freedom_moates @Orrin_Woodward @WeAreOne_Q @QTAnon1 @MELANIATRUMP @KatrinaPierson @realDonaldTrump @Reince @Scavino45 @WhiteHouse @TuckerCarlson @PressSec @GOPChairwoman @VP @IvankaTrump @ScottPresler @codeofvets France leaders spawned yellow jacket protests. As soon as PPL in Britain voted 4 #BREXIT the schools began having kids do homework assignments RE how many Gov't Dept's would have to be created if they had full #BREXIT. It seems gobalists are being taking control of schools!
1091848543273476096 2019-02-02 18:59:12 -0400 <georgeelsasser> @ChatByCC @realDonaldTrump @jacknicklaus @TigerWoods  https://t.co/GUouBbYPQb
1091848542170345472 2019-02-02 18:59:12 -0400 <ingallswilliams> @BWJones @realDonaldTrump 45
1091848540031250434 2019-02-02 18:59:12 -0400 <p3driver> @Education4Libs @sh_irredeemable @GavinNewsom @realDonaldTrump @DonaldJTrumpJr They can't.   They'll concentrate on LL's arrest and / or that she dressed up like a Mexican.  Totally missing the point. Years ago my  Disqus handle was "LibsRIdiots"   True then, true now, true 10 yrs from now.
1091848535538946048 2019-02-02 18:59:11 -0400 <JaninaHarrison> @DavidWohl @realDonaldTrump @jacknicklaus @TigerWoods All he gets is r and r. Wouldn’t it be great if he actually did something other than tweet and play golf or whine.
1091848528257789952 2019-02-02 18:59:09 -0400 <AdamGobin> @DonaldJTrumpJr @realDonaldTrump got elected as president - Mr Grab them by anything they got...it’s pretty much a free for all now.
1091848527729381377 2019-02-02 18:59:09 -0400 <CCarlacares> @ChatByCC @realDonaldTrump He is a liar and you are too blinkered to see this
1091848525137235974 2019-02-02 18:59:08 -0400 <galaric> @ChatByCC @realDonaldTrump @jacknicklaus @TigerWoods Yeah, the left is triggered by things like hypocrisy....🙄
1091848523975352320 2019-02-02 18:59:08 -0400 <PennyJaynes> @karenbarile @JDiamond1 @realDonaldTrump @PressSec LoL 😂
1091848523392389120 2019-02-02 18:59:08 -0400 <KvvKwiatkowski> @realDonaldTrump @jacknicklaus @TigerWoods Please leave the Polish archive of the Holocaust in @ipngovpl Poland  Poland suffered enough = Germans killed 3 000 000 Jews and 3 000 000 Poles (17%)  12 million of POLISH AMERICANS Vote Red 🇺🇸  "the alliance between our two nations has never been stronger.”  @realDonaldTrump  https://t.co/BiKRz8YfM6
1091848522503278595 2019-02-02 18:59:07 -0400 <Crisco214> @RobertMaguire_ @realDonaldTrump @jacknicklaus @TigerWoods Blah, blah, blah
1091848518329868288 2019-02-02 18:59:06 -0400 <eulen_ei> @realDonaldTrump @jacknicklaus @TigerWoods Das #Risiko wurde zu groß: Als die Deutsche Bank #DB plötzlich „Nein“ zu Donald #Trump sagte  https://t.co/u0I3zDtLWo
1091848515746234369 2019-02-02 18:59:06 -0400 <Kimmy629> @realDonaldTrump
1091848515029008384 2019-02-02 18:59:06 -0400 <jkslaven> @realDonaldTrump @seajunebee  https://t.co/1Sg4sdYFfk
1091848514697678848 2019-02-02 18:59:06 -0400 <dbc1964> @Dailydoesnews @ChatByCC @realDonaldTrump @jacknicklaus @TigerWoods People that is familiar? Names please if there are any! Back up what you say!
1091848513653075968 2019-02-02 18:59:05 -0400 <lauradixieclay> @dan_bruc @motoxer115 @EdKrassen @realDonaldTrump @jacknicklaus @TigerWoods HUGE!! 😳
1091848511522365440 2019-02-02 18:59:05 -0400 <msGSXR> @prof_mirya @LilyMasonPhD @jennifernvictor @mirandayaver @joshscampbell @Mimirocah1 @jentaub @davidwsapp @sam_vinograd @CoinBoi @RWPUSA @OxfordDiplomat @CIAspygirl @andylassner @davidfrum @page88 @jedshug @pdacosta @Fahrenthold @sfpelosi @blaw @tedlieu @ScottMStedman @PhilippeReines @realDonaldTrump @CrispinBurke @JasonLeopold @MEPFuller @pwnallthethings @smotus @profmusgrave @dandrezner @Lollardfish @TheRickWilson @MollyJongFast @MDaware @Victor_Asal @ProfHansNoel @davidlazer @C_Wolbrecht @jonmladd @RachelBitecofer @raulpacheco @jrpjrpjrp @rebeccakreitzer @cjfettweis @HannahLebovits @emayfarris @ChrisPolPsych 😂 💯 💀
1091848511321239552 2019-02-02 18:59:05 -0400 <jamiedfan501> @realDonaldTrump @jacknicklaus @TigerWoods  https://t.co/sfViWih6G9
1091848511144902656 2019-02-02 18:59:05 -0400 <OklahomaPatrio1> @Tonia8675309 @MarciaBunney @TCClark77 @MelissaFunGurl @McGeezer67 @HollyHuntley3 @kenvitiello @nelsoneagle @GDThor1 @medwoman1 @JanMPerry @TammieCroft @cherokeesher2 @rockdiva77 @Thingymajigg1 @Cha51brolll19 @ThomasAResists @alenesmiles @RayHarwick @GangstaMimi @politiolyc @zazzybritches @tammdawg @Abigail86010707 @jjsmokkieBOY57 @politialy @gopeaceful @BeccaMarshall12 @BJSquirrel @Topleveltroll @Sand628Sandy @audreyameilia @Richardhurst19 @SingleSpeedGo @Sensei415 @chevette @SpicyDemocrat @Sarah_SKG_1983 @cleotiger17 @Driver_NC @frannyisme @sherich91627486 @JustClaudia3 @DMParnellart @french_valerie @politialyc @_Delathor_ @BEyedWoman @Copperr1 @realDonaldTrump UNC Campus in Greensboro too. My youngest daughter went there. If the Republicans knew what’s going on they may defund the UNC system. 🙀😹
1091848510402674688 2019-02-02 18:59:05 -0400 <yvohu1> @DavidWohl @realDonaldTrump @jacknicklaus @TigerWoods  https://t.co/2bIveDYzkP
1091848502810820608 2019-02-02 18:59:03 -0400 <CIL81> @ALT_uscis @realDonaldTrump expected blood test result: 75% hate, 23% bigotry, 2% unknown material seems extraterrestial stuff. OMG!!!
1091848500889956352 2019-02-02 18:59:02 -0400 <lunf_philip> @realDonaldTrump @jacknicklaus @TigerWoods Who cares! You ought to wear darker clothes, you look immense. Can you see the ball when you swing??? Lots of Big Macs and fries, don’t do much for your handicap!
1091848500000616448 2019-02-02 18:59:02 -0400 <ChrisHa12446972> @realDonaldTrump And now it’s time to sit back and take in the liberal heads exploding from this. Jail, Russia, blah blah. So predictable. Mr. President,  you are the master troll. 😂😂😂
1091848494170718208 2019-02-02 18:59:01 -0400 <PaulMcMullen20> @harilrnn @KellyannePolls @realDonaldTrump repositioning America
1091848489850396673 2019-02-02 18:59:00 -0400 <isupport4545> @EthanStachowicz @RobertMaguire_ @realDonaldTrump @jacknicklaus @TigerWoods Exactly bud, the man deserves a golf day with all the stuff he has to endure. Free advertising, what about all the losses he has taking with his businesses. #MAGA
1091848489326338049 2019-02-02 18:59:00 -0400 <LookingTo46> @PressSec @realDonaldTrump If only that “best” wasn’t merely a near recovery of the worst month since the Great Depression. #ContextMatters
1091848489275813890 2019-02-02 18:59:00 -0400 <DVB09978254> @my3monkees @Centerfire777 @realDonaldTrump #DickwithEars
1091848487824572417 2019-02-02 18:58:59 -0400 <socc3ershot> @charrion @motoxer115 @EdKrassen @realDonaldTrump @jacknicklaus @TigerWoods Of course he wouldn't need anywhere near 240 chars unless he lies like the traitor in the WH
1091848484070801409 2019-02-02 18:58:58 -0400 <Timothy45866572> @JoyceLThompson @realDonaldTrump Look we as a country need a to really seek the Lord God Almighty instead of thinking one man on earth can change everything
1091848478765080576 2019-02-02 18:58:57 -0400 <swon26> @GOPChairwoman Hypocrite Ronna! Democratic Party DEMANDED @GovernorVA resignation! GOP DEFENDING RACIST @realDonaldTrump who's PRAISING RACIST @SteveKingIA. DANGEROUS Trump sympathizer of WHITE SUPREMACISTS the REAL DOMESTIC TERRORISTS 'VERY fine people too", GOP SILENT!  https://t.co/j44o7tiW44
1091848462298238976 2019-02-02 18:58:53 -0400 <AussieMom8> @realDonaldTrump You forgot to mention the 3,000 it lost
1091848459076874241 2019-02-02 18:58:52 -0400 <STabbytosavit> @realDonaldTrump
1091848452127027200 2019-02-02 18:58:51 -0400 <WeasleWords> @larryelder @realDonaldTrump If Russia is not honoring the INF agreement then there is no agreement. If Russia want to discuss a new agreement, lets get them around the table. This is the first step in that process. Carry on POTUS.
1091848449689976837 2019-02-02 18:58:50 -0400 <goneskiingsv> @realDonaldTrump - you are a security risk.
1091848448582844418 2019-02-02 18:58:50 -0400 <armor_coastal> @lisaehughes @ProudResister @realDonaldTrump @YouTube Except to everyone’s 401k.
