895072127719690240 2017-08-08 19:59:59 -0400 <CA_Streamer> @realDonaldTrump @NatalieMcGarry That would be you.
895072060287754240 2017-08-08 19:59:43 -0400 <lohr_iii> @lauferlaw @realDonaldTrump Let me get this straight. Trump likely leaked to Hannity over dinner, then re-leaked Fox's leak. Sounds like Leaking Lying Leaker Liars Leak
895072060212424705 2017-08-08 19:59:43 -0400 <jcrsaltman> @CCamosy @matthewjdowd @realDonaldTrump Not a very Christian thing to do, Pastor.
895072059830800385 2017-08-08 19:59:43 -0400 <kimberley1954> @IamVicky4Trump @LaubachSoozie @mrcarmine @AltDayna @danibostick @eugenegu @TEN_GOP @realDonaldTrump Yep! Ole Soozie is full of jealousy! O I was tired of her, so she got blocked!!!
895072058245136386 2017-08-08 19:59:42 -0400 <Richardjr311> @realDonaldTrump Keep going Trump
895072057058222080 2017-08-08 19:59:42 -0400 <RFriend2012> @realDonaldTrump , not to mention all the innocent civilians - men, women,  children - because of your selfish grandiosity?
895072055464312833 2017-08-08 19:59:42 -0400 <zooder49> @realDonaldTrump You. Are. Insane.
895072054151593985 2017-08-08 19:59:42 -0400 <karlieflower> @KeithOlbermann @realDonaldTrump #pullhimoutkickingandscreaming#dangerous#Narcisisstic#egomaniac#WW3#idiot
895072053274976256 2017-08-08 19:59:41 -0400 <jjnschff3> @Impeach_D_Trump @lizeraly @realDonaldTrump Now she's planning a divorce. What the fuck is she waiting for. Is she hoping to change him.
895072051928510464 2017-08-08 19:59:41 -0400 <Balerstos> @kurtgodeldabomb @NorthmanTrader @jedimarkus77 @realDonaldTrump Well, they went private. Not a surprise with those folks.
895072046190931971 2017-08-08 19:59:40 -0400 <tarnak69> @DC_Resister_Bee @realDonaldTrump Take McCain  with u
895072046001963008 2017-08-08 19:59:40 -0400 <HelixIvy> @realDonaldTrump You are a delusional old man. Google something before you tweet it, or ask your White House staff for real info. Geez. Incompetent wombat.
895072045754724352 2017-08-08 19:59:39 -0400 <PhilipBischof1> @ColMorrisDavis @realDonaldTrump Not good, kids!....real bad! Profound. I hope someone was writing this down.
895072045058404353 2017-08-08 19:59:39 -0400 <jamiesbowen> @realDonaldTrump Putin's Puppet, Putin's Poppet, Putin's BBF, Putin's Gambit, The Boychurian Candidate, Space Cadet Trump (28) #resist
895072044672352257 2017-08-08 19:59:39 -0400 <Charles85801277> @ThinkerG06 @jamss3468 @SenateGOP @HouseGOP @realDonaldTrump @POTUS Out source them. Why not?? Interesting concept for Do Nothings to contemplate. Laughing all the way to the bank.
895072042986483714 2017-08-08 19:59:39 -0400 <ctfo123456> @rudycaya @Tellall2012 @adamcbest @realDonaldTrump Canada?  Doesn't count 😊
895072041421778944 2017-08-08 19:59:38 -0400 <Freedom_2A> @ScottPresler It has something to do with the communist hate. #maga @realDonaldTrump
895072040327294981 2017-08-08 19:59:38 -0400 <Godspkr1951> @realDonaldTrump WE believe you POTUS...keep agenda moving..replaced McConnell...replaced Mueller..
895072037961695237 2017-08-08 19:59:38 -0400 <TheTexasTrinity> @TeaPainUSA @realDonaldTrump I thought it was Fiddle and Fart
895072030294507520 2017-08-08 19:59:36 -0400 <nwnc5th> @SheriffClarke @seanhannity @FoxNews @realDonaldTrump So @seanhannity supports killing babies and innocent disabled people.  Can't say I'm shocked,  sadly.  He is @FoxNews.
895072029212200961 2017-08-08 19:59:36 -0400 <mickeyowens> @realDonaldTrump A LOT longer than you will be president, that's for sure LOTUS
895072026121064448 2017-08-08 19:59:35 -0400 <SandyEmerson1> @realDonaldTrump Stop trying to start a war with other countries.  It's not going to fix your actions or your popular vote.
895072024292278273 2017-08-08 19:59:34 -0400 <angelsfann79> @TheBrodyFile @realDonaldTrump Manifest destiny
895072022971248641 2017-08-08 19:59:34 -0400 <GSorensen> @Plavery85 @marr1231 @realDonaldTrump I find this to me extremely unfair to Thomas.
895072022551609346 2017-08-08 19:59:34 -0400 <GarthWeedman> @realDonaldTrump Mr. President, back up your campaign statements on cannabis with action, not ambiguous inaction. Or continue to manipulate!
895072020186189824 2017-08-08 19:59:33 -0400 <HeyMattBorowski> @realDonaldTrump Please stop them from letting my sister's killer out on parole:  https://t.co/5DRAKrdkPQ
895072017585713152 2017-08-08 19:59:33 -0400 <pigman1953> @realDonaldTrump  President Trump, I want you to know there are many out here that have your six.  God bless!
895072017246027776 2017-08-08 19:59:33 -0400 <meterv1> @FoxNews @realDonaldTrump @POTUS Thank You President Obama!
895072014351859712 2017-08-08 19:59:32 -0400 <KabaArtur> @realDonaldTrump If I don't call anyone and if I am against #POTUS Trump, guess what poll numbers will be!
895072012892225536 2017-08-08 19:59:32 -0400 <jbartlett1328> @koepsellsbcglob @AOC168 @peplamb @POTUS @realDonaldTrump @WhiteHouse That still doesn't explain HOW He makes rainbows. Please explain, in detail, so I don't misunderstand. Just saying it doesn't make it true.
895072011864682496 2017-08-08 19:59:31 -0400 <DrJCottrell> @realDonaldTrump Seriously, Trump is incapable of leadership. He'll go to whatever lengths to be right, even if it destroys world. There is 0 coming back.
895072009708650496 2017-08-08 19:59:31 -0400 <LarryK1152> @realDonaldTrump ! Please call Kimmy and tell him you were golfing and got too much sun, and didn't know what you were saying. Please.
895072008622317568 2017-08-08 19:59:31 -0400 <DeelightRI> @PaulStewartII @Amoney666 @realDonaldTrump The world is at risk of being destroyed by Radiation with this old narcissistic fool fighting fire with fire!
895072007775150085 2017-08-08 19:59:30 -0400 <Teeroyd> @realDonaldTrump Voters listened to Trump all campaign -end Isis, 15% corp tax, wall,campaign reform,Clinton email, lobbyists, grow balls!
895072006772711424 2017-08-08 19:59:30 -0400 <RaW_Gaming> @FoxNews @realDonaldTrump @POTUS 95% of those are thanks to Obama admin &amp; were predicted. Trump's official stats wont start being accurately gauged till after November 8th!
895072006760275972 2017-08-08 19:59:30 -0400 <QuintinPeck1> @realDonaldTrump nuke me harder daddy
895072006512816130 2017-08-08 19:59:30 -0400 <MaryAnaC391> @realDonaldTrump I think you should look up the definition of the word 'delusional.'
895072004256256000 2017-08-08 19:59:30 -0400 <Cincychacha> @susanswann99 @realDonaldTrump Asked for military options, Mattis will give them. If Trump picks one, then what?
895072002800832513 2017-08-08 19:59:29 -0400 <StickToNothing> @realDonaldTrump How do you know? Were those emails leaked?! WE MUST STOP LEAKERS
895071998426193921 2017-08-08 19:59:28 -0400 <pipd64> @markwonderful @realDonaldTrump Congratulations @mark wonderful for winning 'Racist Bigot of the day.' I'm sure your president is proud.
895071996010037248 2017-08-08 19:59:28 -0400 <william_hanlin> @realDonaldTrump Go team Trump!
895071995217555456 2017-08-08 19:59:27 -0400 <sandlinjake> Did @realDonaldTrump get idea from Dany and Drogon from Sunday's Games of Thrones? "Paging Mother of Dragons. Have a job for you."
895071994659487746 2017-08-08 19:59:27 -0400 <jamesatbuzz> @realDonaldTrump Dude, you gotta go!
895071994055507969 2017-08-08 19:59:27 -0400 <psydocs> @LouiseMensch @realDonaldTrump It could be 100% if not for Donad.
895071991887167488 2017-08-08 19:59:27 -0400 <ameria_ward> @realDonaldTrump Monroe County Alabama Seeing jobs return!
895071991555801088 2017-08-08 19:59:27 -0400 <gr8day4bsbll> Remember THIS golden oldie, @realDonaldTrump? Your poll numbers are FAR worse; is that why you're in a pissing contest with Kim Jong Un?  https://t.co/ux90KFh3rs
895071990826115076 2017-08-08 19:59:26 -0400 <sunbeachg> @realDonaldTrump I support everything you do and will continue to say..."Trump WILL MAKE AMERICA GREAT AGAIN!"
895071989009850369 2017-08-08 19:59:26 -0400 <Fefguenny> @ChumelTorres Ey tranquilo @ChumelTorres , @realDonaldTrump  lo tiene todo bajo control...  https://t.co/mCiGhBJ9ks
895071988322095104 2017-08-08 19:59:26 -0400 <THEBIGBEN2016> @realDonaldTrump Well Done!#Goodluck  https://t.co/FaVq0vqAv1
895071988150030337 2017-08-08 19:59:26 -0400 <DanLow13> @Trollin_Trump @realDonaldTrump @BarackObama Or Sasha or me- anyone but Trump! Fuck #25thAmendmentNow
895071988045238272 2017-08-08 19:59:26 -0400 <uppeggah> @piersmorgan @realDonaldTrump You're Trump's Twitter advisor?
895071987994943488 2017-08-08 19:59:26 -0400 <AndreaMcTweets> Are these missiles named after @realDonaldTrump and Kim Jong Un? #bromance #NorthKorea @CNN @OutFrontCNN  https://t.co/738JzCkgKv
895071987566903297 2017-08-08 19:59:26 -0400 <ignoble_monocle> @ChrisMurphyCT It's weird to be the token conservative white guy on the Supreme Court as @realDonaldTrump's ONLY accomplishment.
895071979488686080 2017-08-08 19:59:24 -0400 <brendanpgraber> @realDonaldTrump Stop it Donald! This shit is getting old.
895071978608091136 2017-08-08 19:59:23 -0400 <MeereHenk> @MdKnightBabe @hrenee80 @realDonaldTrump At last somebody has to do it, and Donald has the gots! Rest of the leaders are cowards!
895071975789527040 2017-08-08 19:59:23 -0400 <Larry_in_Ohio> @DebbieHenders19 @amandas1297 @jjburdett @realDonaldTrump I don't believe that a bit. The MSM is so desperate they're resorted to outright lying. I don't believe they're polling anyone.
895071974770130947 2017-08-08 19:59:23 -0400 <dittmei> @realDonaldTrump While at the same time championing trumpcare, which took money away from opioid help.
895071973666996224 2017-08-08 19:59:22 -0400 <ForwardValues> @AmericanBrony Funny thing is.... North Korea never threatened to bomb the USA while President Obama was in office!  @realDonaldTrump is mentally unstable!
895071973276958720 2017-08-08 19:59:22 -0400 <St8kout1> @realDonaldTrump   https://t.co/05nSzqp9uO
895071971548987392 2017-08-08 19:59:22 -0400 <kingsoloist1984> @cnni @CNNPolitics i'm surprise this HIV denier fella isn't @realdonaldtrump best friend yet
895071970232078336 2017-08-08 19:59:21 -0400 <DontMeanNothin> Well, it's finally come to this @realDonaldTrump has brought us to the threshold of nuclear war in less than 9 months. What a boob!
895071969540014080 2017-08-08 19:59:21 -0400 <ThomasLadson> @realDonaldTrump On the fairway or green?
895071969472794629 2017-08-08 19:59:21 -0400 <mccarter_haines> @TheBrodyFile @realDonaldTrump Hey dude! Don't use Trump and God in the same breath, K? He's the antichrist!
895071969401503745 2017-08-08 19:59:21 -0400 <cynbencyn> @realDonaldTrump Step away from the black suitcase! Go back to watching TV! Dangers posed by YOU being @POTUS and your ego! gawd!
895071967744806912 2017-08-08 19:59:21 -0400 <maga_peach> @incadaddy @weehandchumpy @thedavehall @BetteMidler @FCC @realDonaldTrump Ridiculous!
895071966843068416 2017-08-08 19:59:21 -0400 <Starshu> @realDonaldTrump This you.  https://t.co/XdvMlmmAJ9
895071966641635330 2017-08-08 19:59:21 -0400 <fit38> @piersmorgan @realDonaldTrump Should we wait until he bomb us first what's your view on this Morgan I myself think we should wait
895071966637551616 2017-08-08 19:59:21 -0400 <limelight1> @realDonaldTrump This is fake news
895071964204646400 2017-08-08 19:59:20 -0400 <drunkcomicsfans> @Trump_World @FoxNews @realDonaldTrump @POTUS @mitchellvii @DonaldJTrumpJr @Cernovich @steph93065 @TEN_GOP @Lrihendry @KidRock @greggutfeld @RogerJStoneJr @NolteNC   https://t.co/JzGq8N8oVT
895071963504189440 2017-08-08 19:59:20 -0400 <RobinStroup> @chrisdabear @realDonaldTrump That was a scary time to be a kid in florida
895071962778796032 2017-08-08 19:59:20 -0400 <emrobsgames> @realDonaldTrump Donnie, are you doing that thing again where you try to get us to guess who you're talking about and it turns out to be you?
895071961075912704 2017-08-08 19:59:19 -0400 <jadrienne916> @realDonaldTrump The fact that you have to continually compare yourself to other administrations speaks clearly about your insecurities. Grow a set!
895071960564207616 2017-08-08 19:59:19 -0400 <ChicagoBeerSnob> @army1man1 @MTicktin @Paul197 @War_Child1 @Biglued1 @wavprncss @JoMadRam @JimJlr2 @Dover_Beach @TEXASGOBLUE @CEP1923 @any1buttHillary @yanksteel @CharlesD333 @redfocs @Political__Jeff @Lolalolita0000 @AmazonianGal127 @LAHouseandHome @POLITICAL_Jeff @giantcu92 @MichaelRGates @OccupyDemocrat1 @JenBCurly @ADPONE @JR_867_5309 @Infidel_Kafir @CNNisdead @Supresistance @Joseph02243092 @Disgusting3 @JoseKafir @Robbinsnest56 @afangelar_pa @djtalways @Ptsk @Reality_Hurts41 @realDonaldTrump @BarackObama @VictoriaH1962 You must be bitched slapped everyday then.
895071960555675648 2017-08-08 19:59:19 -0400 <danielblack108> @realDonaldTrump You're a modern day Nostradamus @realDonaldTrump
895071960358637568 2017-08-08 19:59:19 -0400 <Jesusimagain> @FoxNews @realDonaldTrump @POTUS Ooookay.  And how many were lost?
895071959737937920 2017-08-08 19:59:19 -0400 <ICU1972> @00blade @76Verastegui @christyallison @killerfurseal @AltWHKitchen @KerriMickelsen @foxandfriends @realDonaldTrump I could rid myself of numerous pills if I'm able to legally vape. I guess big Pharm is making a profit and that's all that counts. SMDH!
895071959062597634 2017-08-08 19:59:19 -0400 <CardozaJim> @realDonaldTrump Good job
895071956164382724 2017-08-08 19:59:18 -0400 <twigwings21> @Shellyrwanda @MikeA1957 @CNN @realDonaldTrump Obama
895071956008972288 2017-08-08 19:59:18 -0400 <srsinger40> @realDonaldTrump They are not failing , but your Presidency is #resignalready
895071955014959105 2017-08-08 19:59:18 -0400 <copious28> @CyborgHanky @smithsara79 @DannyTarkanian @realDonaldTrump And I will vote to buy Danny's kids real glasses instead of those transitions
895071952544641024 2017-08-08 19:59:17 -0400 <TaoGuyMike> @jaketapper yer losing me here jake.  @realDonaldTrump has no strategy here.  his talk was pure end time christian crap.
895071952510959616 2017-08-08 19:59:17 -0400 <TBreon> Called it back then and look where we're we at now.  @realDonaldTrump  where were our leaders?  #Trump #MAGA  https://t.co/1ST3bSDEkl
895071950023905280 2017-08-08 19:59:17 -0400 <TomthunkitsMind> .@realDonaldTrump We Have One Question: WHERE ARE THE JOBS???  https://t.co/nERdHoV62f
895071948635590656 2017-08-08 19:59:16 -0400 <gymnat545> @BinQuick_ @realDonaldTrump And loco potus will do it won't he??
895071947330953216 2017-08-08 19:59:16 -0400 <foreverracin> @birdiealways @20indicia @Dawnm90 @EdwardTHardy @realDonaldTrump ( it's can't fix stupid ) Watch North Korea does stupid with nuclear knowledge they got from IRAN after Obama gave billions of $$ TO IRAN
895071944441176065 2017-08-08 19:59:15 -0400 <Gdaddy4N> @realDonaldTrump What is fake was having a Kenyan try to ruin America with a Socialist agenda.
895071941681446912 2017-08-08 19:59:15 -0400 <dominowski> @ColMorrisDavis @realDonaldTrump "Just say no."
895071937776553984 2017-08-08 19:59:14 -0400 <jorge1092s> .@realDonaldTrump Syrian refugees deserve safe shelter. The US can do more for the most vulnerable. Be a #GlobalCitizen #RefugeesWelcome
895071937747091457 2017-08-08 19:59:14 -0400 <ltgrosset> @realDonaldTrump It is rarely or is it not even close? Hmm, competing statements in one sentence. #embarrassing
895071936593534977 2017-08-08 19:59:13 -0400 <djgal43> @SheriffClarke @seanhannity @FoxNews @realDonaldTrump YO BOY CLARKE !! Put a Gorilla Glue zip lock on your mouth and your master's @POTUS mouth. Not directed towards you Sean.
895071933498261504 2017-08-08 19:59:13 -0400 <ciphoenix> @realDonaldTrump Mr. President: if you want to fix Obama for good, revoke his secret service detail. He is not entitled; he was never legally POTUS.....
895071929257918464 2017-08-08 19:59:12 -0400 <LaurieBienefeld> @realDonaldTrump There is nothing real about you.
895071928498651137 2017-08-08 19:59:12 -0400 <bethlarson79> @realDonaldTrump Ironic?
895071927127224321 2017-08-08 19:59:11 -0400 <RickieVz> @realDonaldTrump We just need to take out #KimJongUn #NorthKorea
895071926447611905 2017-08-08 19:59:11 -0400 <pollydugan> .@realDonaldTrump Obama shows Trump how to be presidential - CNN  https://t.co/juqNYypeTt
895071925101318144 2017-08-08 19:59:11 -0400 <GOP_b4_Trump> @realDonaldTrump I agree wholeheartedly Mr. President!  In my 51 years I can't ever remember an administration having such a shitty approval rating. Congrats
895071922584563712 2017-08-08 19:59:10 -0400 <donnafntg> @realDonaldTrump Shame on them.
895071921955590145 2017-08-08 19:59:10 -0400 <madkins66> @AnonDoesWatch @realDonaldTrump Yep. He nailed it.
895071921196462081 2017-08-08 19:59:10 -0400 <Dan081275> #BeforeWW3 I hope my milk expires.  You never know what stupid thing @RealDonaldTrump might say to upset someone
895071917719171072 2017-08-08 19:59:09 -0400 <UnicornUndone> @realDonaldTrump Pretty hard to beat nothing...
895071916783882240 2017-08-08 19:59:09 -0400 <LarraineM1956> @Impeach_D_Trump @realDonaldTrump I don't think there is any chance he LL take the bullet for his kids like almost ALL DADS
895071915508776960 2017-08-08 19:59:08 -0400 <insanejane1953> @adamcbest @realDonaldTrump Or FART of the deal is more like it
895071915429302272 2017-08-08 19:59:08 -0400 <jonbouch> @realDonaldTrump @POTUS @Acosta It's truly scary. @realDonaldTrump is reckless, he's careless, and he's ineffective. He needs to be impeached before he kills us all
895071914959323136 2017-08-08 19:59:08 -0400 <Eulimnadia> @SenJeffMerkley @realDonaldTrump @basicrights Maybe we should focus on the escalation that's going on with N.K. right now. Everyone should be alarmed.
895071913910779904 2017-08-08 19:59:08 -0400 <jimmurrayii> @Scavino45 @POTUS @realDonaldTrump North Korea threatens #Guam after Trump remarks! Good job putting Americans in harms way because Trump has no filter or sense!  https://t.co/KcQCGeVQ4l
895071913801691136 2017-08-08 19:59:08 -0400 <Samoskal> @EdanClay @GwenChiaramonte @realDonaldTrump More likely he's part of the bot campaign strategy  https://t.co/uM9bKA0yXn
895071913487212544 2017-08-08 19:59:08 -0400 <shaindelr> @Johnwjgt @realDonaldTrump That's kind of my ideal being.
895071911419314176 2017-08-08 19:59:07 -0400 <Casandra_aqui> @PhxMdm @realDonaldTrump @SecPriceMD @VP Right. Not good. But its key to addressing the issue, if in fact they actually do. People are seeking relief. From what? Whats going on?
895071910605635584 2017-08-08 19:59:07 -0400 <Deay31039614> @Team_Trump45 @realDonaldTrump Fake news.
895071909863403521 2017-08-08 19:59:07 -0400 <alamnavsa> @TinaWil @ksteinmetz1975 @KimberlyBozman @alvrown354567 @davidmputnam @eugenegu @DTrumpExposed @realDonaldTrump Yep, for someone who claims to be a deal maker, he seems to be lacking that ability where NK is concerned and appears to be hyping up war
895071908127010817 2017-08-08 19:59:07 -0400 <GNSNick> @ChadNicholson10 @Scavino45 @POTUS @realDonaldTrump His eyes were windows to a confused aging brain. His words.....were..choppy....and...disconnected.
895071906876895232 2017-08-08 19:59:06 -0400 <MusicalSuzy> @tedlieu @realDonaldTrump Somewhat reassuring, I guess that congress has to give war approval. But T not great at following any rules or laws.
895071906616852480 2017-08-08 19:59:06 -0400 <NatPellegrini4> @JebSanford @W_C_Patriot @realDonaldTrump If you don't think Trump is doing a great job Your too stupid to know how badly the Dems would have done in his place. Wise up
895071903026749440 2017-08-08 19:59:05 -0400 <TheKGIII> @TIME Well, how many times has @realDonaldTrump team said "don't take him literally." Hopefully this is one of those times.  #NorthKorea
895071902485458944 2017-08-08 19:59:05 -0400 <truthwinged> @Atrios @realDonaldTrump By hot, I hope you mean on fire 🔥
895071901885779968 2017-08-08 19:59:05 -0400 <weezles1> @realDonaldTrump You've achieved nothing except to weaken our country in the eyes of the World. Sad.
895071901323845632 2017-08-08 19:59:05 -0400 <HoulihanMr> @realDonaldTrump The emails you got of the Kremlin server, or real emails?
