895072127719690240 2017-08-08 19:59:59 -0400 <CA_Streamer> @realDonaldTrump @NatalieMcGarry That would be you.
895072127367299072 2017-08-08 19:59:59 -0400 <Freddie_Eff> @11thHour @allinwithchris @EvelynNFarkas @NicolleDWallace @realDonaldTrump They are playing  Quien es mas macho
895072125966405632 2017-08-08 19:59:59 -0400 <ireneand4js> @piersmorgan @realDonaldTrump Fucking Terrified
895072124737474560 2017-08-08 19:59:58 -0400 <will6848> @realDonaldTrump Yeah you managed to bring most of your People Under Fire then they get fired while you're under the cloud of impeachment
895072124615786496 2017-08-08 19:59:58 -0400 <snorkelpami> @FoxNews @realDonaldTrump @POTUS Unless those jobs are in CAVES, we won't be needing them anymore, with your fire &amp; brimstone bull.  You need an ENDGAME before you threaten.
895072124481687552 2017-08-08 19:59:58 -0400 <JamesSabata> Anyone else willing to kick in for #Strippers to distract @realDonaldTrump so he doesn't nuke us all over #NorthKorea?
895072122569191424 2017-08-08 19:59:58 -0400 <jmineydog> Happy Inauguration @realDonaldTrump &amp; @mike_pence. What are your plans to ensure an end to extreme poverty by 2030? #GlobalCitizen
895072119809355778 2017-08-08 19:59:57 -0400 <Trickhead> @cenkuygur @realDonaldTrump  it's not like the  RNC  had 6 coin flips to select him 🤷🏻‍♂️
895072118706249728 2017-08-08 19:59:57 -0400 <Beau2fulchaos83> @jonbouch @realDonaldTrump Not at all!
895072117447835648 2017-08-08 19:59:57 -0400 <addmorevodka> @d_djm17 @dazzat1960 @the420bucsfan @totaIstranger_ @MrPokemaniac3 @DaysLeft4Trump @realDonaldTrump Trump is a crook and you voted for him! How the hell do you justify voting for the biggest liar and crook in US history?
895072113798676480 2017-08-08 19:59:56 -0400 <MmitchellDev> @MalcolmNance Can Congress censure him for endangering the nation with inflammatory rhetoric? He needs to be committed. #NotFit2Lead @realDonaldTrump
895072109931769861 2017-08-08 19:59:55 -0400 <patriottj1776> @realDonaldTrump Way to go Mr. President you have done more to uplift America &amp; the American people in 200 days than ole bathhouse barry did in 8 yrs #MAGA
895072109143240704 2017-08-08 19:59:55 -0400 <lgg1025> @RealEagleBites @realDonaldTrump Not my America!
895072109054930944 2017-08-08 19:59:55 -0400 <SamKeaton4> @realDonaldTrump Sounds like Pat Nixon. "Just say no..." That worked well, didn't t?  https://t.co/Xepmt8C9Z3
895072107889123329 2017-08-08 19:59:54 -0400 <kingtravisdavid> @Montel_Williams @realDonaldTrump This is what's embarrassing it was either stupidity or dishonesty idk which is worse  https://t.co/A3qhqqTg4C
895072107511656448 2017-08-08 19:59:54 -0400 <KarenBrown732> Immigration Hawks vs. Deep State—It's Time For POTUS @realDonaldTrump To Step Up  https://t.co/8ncGitsARp
895072106144202752 2017-08-08 19:59:54 -0400 <_Abel_Kane> @JacksonRThomas9 @hispanic4DTrump @realDonaldTrump No, that's the amount of brainless sheep that voted for him. Many of which have now gone on record saying they regret it. 🤔
895072106106441729 2017-08-08 19:59:54 -0400 <shrn_schramm> @realDonaldTrump  https://t.co/X9TNfE8U90
895072104592269312 2017-08-08 19:59:54 -0400 <904Pestana> @realDonaldTrump @POTUS @VP  This isn't Queens, this isn't The Apprentice this is all of us crapping ourselves b/c you suck at being pres.  https://t.co/HiyOwzDOdH
895072099806490624 2017-08-08 19:59:52 -0400 <CindiLewis9> @FoxNews @realDonaldTrump @POTUS That essentially matches the 1,084,000 jobs created during Barack Obama's last 6 months in office.
895072099642916864 2017-08-08 19:59:52 -0400 <LorrieHoffman62> @FoxNews @realDonaldTrump @POTUS Your big damn mouth is going to start a war with NK. This your idea of vacation? Innocent people being nuked because of you.
895072097306787840 2017-08-08 19:59:52 -0400 <feline3613> @BLR_Halos27 @puckofff @KeithOlbermann @realDonaldTrump Thx 4 your views, but I'm old enough &amp; smart enough to have my own. I'm not in trouble neither is my beloved America. America is God-blest
895072092290293760 2017-08-08 19:59:51 -0400 <Newlife4u2B> @PattyArquette @realDonaldTrump Wth?! If it wasn't clear b4 it's definitely clear now that this guy's cheese definitely slid off of his cracker !
895072089903857664 2017-08-08 19:59:50 -0400 <nyinvesting> @TrydecafCoffey @Orangeysky1978 @realDonaldTrump Well, PR for Leftist causes is most of what #NYTimes publishes after all.
895072086288285696 2017-08-08 19:59:49 -0400 <MeanestTeresa> @realDonaldTrump Your last name must be derived from "Trumpet" because you sure like to blow your own horn. Stop tweeting.
895072086217158656 2017-08-08 19:59:49 -0400 <ShortSkrtLngJkt> @RVAwonk @MalcolmNance What would also reduce the threat is if someone told trump a nuclear war would break twitter! 😳 Scare the hell out of @realDonaldTrump &lt;FAIL
895072083394285568 2017-08-08 19:59:48 -0400 <FloodLakes> @tedlieu @realDonaldTrump He's going to get us all killed. This is terrifying.
895072083046273025 2017-08-08 19:59:48 -0400 <HermaKarr> @Brad_D80 @davidmputnam @eugenegu @DTrumpExposed @realDonaldTrump OK Brad...I will respect your opinion as YOUR opinion...Your right.  My not agreeing and you calling me trash for my opinion is very Trump.
895072081825611776 2017-08-08 19:59:48 -0400 <Not_That_Dude> @DTrumpPoll @realDonaldTrump I don't even have confidence this dude can open a cup of yogurt.
895072080546476032 2017-08-08 19:59:48 -0400 <HoulihanMr> @realDonaldTrump Agree, stay off the middle school threats and get working
895072080428969986 2017-08-08 19:59:48 -0400 <KhHoffman> @DTrumpExposed @realDonaldTrump Hillary and all her cronnies are the only ones doing all the crimes. Have you had your head buried in the sand all these years.
895072079736741888 2017-08-08 19:59:48 -0400 <Resistchic> @C_Stroop @KatCapps @tmroy "God chose him" is spank material for @realDonaldTrump for SURE. And they hold up their faces....ready to receive communion.
895072077841129472 2017-08-08 19:59:47 -0400 <ttbycmg> @realDonaldTrump Like me...he wants to peck your eyes out!
895072076456796160 2017-08-08 19:59:47 -0400 <melissa_lobosco> @realDonaldTrump For at least as long as your in this office! #realnews #yourethefake #
895072075567779841 2017-08-08 19:59:47 -0400 <Traciethewho515> @yaddiyaddi @SheilaBrady16 @Kingbuzzard1 @dale_callihan @Rhonda_MAGA @mckinley0930 @JebSanford @realDonaldTrump B bye
895072075274047488 2017-08-08 19:59:47 -0400 <MwforU> @realDonaldTrump @MwforU Lisa Fisher WILL you merry Mike Woodburn
895072074460475392 2017-08-08 19:59:46 -0400 <roguemom33> @Spicerlies @realDonaldTrump And those are his good qualities.
895072074292658176 2017-08-08 19:59:46 -0400 <ayallgood> @realDonaldTrump  https://t.co/sq2AO7GeeF
895072073789259776 2017-08-08 19:59:46 -0400 <DawnJon35683117> @realDonaldTrump Ur Fake!
895072073386606593 2017-08-08 19:59:46 -0400 <AltAlanWA> @realDonaldTrump Loved your great approach to kids and drugs. 😏👎💩 How is it YOU get dumber every day? Failing dictator with failing ideas.
895072072463994880 2017-08-08 19:59:46 -0400 <ObservingAsLife> @MyWchu .@realDonaldTrump djt: saying something does not make it true. what metrics are you using? provide references &amp; sources
895072071775997952 2017-08-08 19:59:46 -0400 <bj1012682> @chiIIum @TheJusticeDept @newsmax HELL NO @RepGoodlatte @realDonaldTrump @Jim_Jordan @DHSgov Why the hell is @TheJusticeDept even considr'g a fk'g PLEA DEAL 4 TRAITOR Hillary
895072070073298944 2017-08-08 19:59:45 -0400 <grumpyliz> @realDonaldTrump Liar
895072069741948929 2017-08-08 19:59:45 -0400 <KnicksDrunk> This #northkorea thing is a prime example of @realDonaldTrump using it as master deflection on the #TrumpRussia thing.  Don't forget 🇷🇺
895072069314125825 2017-08-08 19:59:45 -0400 <lisabwf> @tedlieu @realDonaldTrump This is well stated, but what happens if NK STRIKES FIRST?  Get Trump to stop being so RECKLESS with his words!! God Save Us From this Idiot
895072068462551040 2017-08-08 19:59:45 -0400 <theramaman> @piersmorgan @realDonaldTrump to late for that now it's coming
895072068185636864 2017-08-08 19:59:45 -0400 <Julie15220732> @LouiseMensch @realDonaldTrump Only if the backed potato ran for President....North Korea would be kiss the US feet by now
895072068022226944 2017-08-08 19:59:45 -0400 <msugogreen91> @LouiseMensch @realDonaldTrump Russet or Idaho?  Details matter
895072066835173376 2017-08-08 19:59:45 -0400 <WillSeattle> @thehill Such Tiny polls @realDonaldTrump has
895072064205332481 2017-08-08 19:59:44 -0400 <BakerHugh> @realDonaldTrump You are not mentally equipped to deal with North Korea.. Back off and leave it to the grown ups.
895072062083137536 2017-08-08 19:59:43 -0400 <jmineydog> I stand w/ refugees. @DHSGov &amp; @realDonaldTrump – pls rescind your executive order on refugees. We MUST protect the world’s most vulnerable
895072060803764225 2017-08-08 19:59:43 -0400 <undaunteddd> @res1mp7q @SupaChamp13 @TEN_GOP @WhiteHouse @realDonaldTrump Such a serious issue needs to be dealt with in a strong but calm way to public. DJT must show positive not angry leadership qualities.
