1036403396780216320 2018-09-02 19:59:59 -0400 <drekatnbee> @tfpat1 @realDonaldTrump Bot, what a hoot!
1036403394020368384 2018-09-02 19:59:59 -0400 <wonthurtabit2> @wasp_blue @AlphaMaleEden @thejohnbassette @realDonaldTrump Plus, you’re Austin, which is bedlam for great bands....
1036403393449930753 2018-09-02 19:59:59 -0400 <DilFingerdil> @realDonaldTrump Holy shit!!! Is “Bongino” the new “covfefe”??? #Bongino!
1036403390010585088 2018-09-02 19:59:58 -0400 <bkohatl> @thehill A few weeks ago, Carrier Indiana announced that the last 143 employees which @realDonaldTrump "SAVED" have been fired and their jobs shipped to Mexico, which means the whole press conference was a fraud.  https://t.co/GJxJPO1tR0
1036403389649772544 2018-09-02 19:59:58 -0400 <ILuvCO2> @mirandadevine SO TRUE .... Useful,Idiots never learn the lessons of socialism  #climatechange  #globalwarming  @TheDemocrats @potus @IvankaTrump @realDonaldTrump @jaredkushner @VP @SpeakerRyan @Secy_State_US @SenTedCruz @SenateMajLdr @WhiteHouse @Tomas_Regalado
1036403386462216192 2018-09-02 19:59:57 -0400 <JeremyD85493784> @lizcabrera55 @notbuyingthat54 @realDonaldTrump It depends on how it goes down.
1036403381886246912 2018-09-02 19:59:56 -0400 <BillBrennansays> @DaShanneStokes @Kmginnis @realDonaldTrump He might be racist
1036403381676306433 2018-09-02 19:59:56 -0400 <shinzifukasaka> @realDonaldTrump 来年は、東京移住せざるを得な状況です！自分たちのわがままばかり通せば、倒れたら、即、網走や陸別や稚内や旭川界隈の施設に入所させます！
1036403378237177856 2018-09-02 19:59:55 -0400 <enjanted> @CoreyStewartVA @realDonaldTrump I have lived in Virginia my whole life and to get a government job you have to have a connection. And once someone gets the job it's for life because they cannot be let go. They are way overpaid compared to regular jobs. Not to mention the benefits package and retirement.
1036403375833796613 2018-09-02 19:59:54 -0400 <WinkFlyer> @bichykim49 @realDonaldTrump @POTUS Getting older and bitter.  Poor Kim.
1036403375351492608 2018-09-02 19:59:54 -0400 <Amay80461574> @Chris_Myers50 @DonkerYankel @BostonGlobe @SenWarren @realDonaldTrump Did my ancestory and found several stories passed down were not even close to being correct. One only has to do the research.
1036403371392086016 2018-09-02 19:59:53 -0400 <bobinepa> @realDonaldTrump PLEASE. STOP. THIS. Let’s talk about wages.
1036403369995378694 2018-09-02 19:59:53 -0400 <JohnCar49574268> @jlq529 @JamesFourM @Kathatestrump @ushadrons @LouiseMensch @LincolnsBible @ninaandtito @nazani14 @mopeng @MacFinn44 @Atamansikka @b_ofrights @SaysDana @PNC16basses @dark_wisdom_ @realDonaldTrump @CORLEBRA777 @TrickFreee @WendySiegelman @counterchekist @USTreasury @FBI @Billbrowder no. Oil prices would shoot up. It would help Putin more than anyone.
1036403369152323584 2018-09-02 19:59:53 -0400 <Jessross0088> @ronclintonsmith @realDonaldTrump @Rasmussen_Poll And number of funerals he’s disinvited to by the deceased.... that’s that’s pretty high 🤣
1036403368405753856 2018-09-02 19:59:53 -0400 <KentOuimette> @JohnZajaros @realDonaldTrump @GOP O.M.B. Should pay the per-diem rate for transportation, meals for secret service and family and support personnel at Camp David, and let him pay for additional costs to fly to and stay at his golf clubs.  Drain the swamp!
1036403363926036481 2018-09-02 19:59:52 -0400 <JannetteSpain> @ABousquette @realDonaldTrump Funny you want too call the problems of these men trumps problem their all personal trouble not Trumps and poor Flynn was Peter strokzs doings the traitor of this country hope he goes straight to Gitmo. I stand with Flynn a true hero not McCain sorry traitorous ass.
1036403361191534592 2018-09-02 19:59:51 -0400 <LorrieB2> @realDonaldTrump America already IS great.  And when you leave office (hopefully sooner than later) she will return to her true VALUES
1036403360054816768 2018-09-02 19:59:51 -0400 <ReadYouForFree> @EndLiberal @TR0771N @funder @SandraMuiMui @realDonaldTrump LMAO but you'll still be 55 and fat.
1036403358775439360 2018-09-02 19:59:50 -0400 <explorelife> @realDonaldTrump could just resign and take his smiling VP yes man with him. Then we could have a special election to clear up the mess the Russians, Comey Ryan, McConnell (Ryan &amp; McConnell knew what was going on with Trump and Russia before the election) and others messed up.
1036403354560352256 2018-09-02 19:59:49 -0400 <stephens_ben> @RealDrGina @realDonaldTrump Sorry, but none of this is accurate. He rage-tweeted and sad-golfed while the decent and classy part of the country gathered together and reminisced about how things used to be before Russia installed him.
1036403353683730434 2018-09-02 19:59:49 -0400 <Ellenbrown123> @realDonaldTrump @Rasmussen_Poll Yeah, Rasmussen will still give you a 48% approval rating when you are in jail. That's how accurate it is now. By the way in the real world 63% want Mueller to continue his probe on Russia and 60% want Jeff Session to stay as Attorney General, so don't do anything stupid.
1036403352018477056 2018-09-02 19:59:49 -0400 <2016disaster> @realDonaldTrump @Rasmussen_Poll Did someone take your phone away? Yours sincerely, a bored citizen.
1036403351724781569 2018-09-02 19:59:49 -0400 <alexmc1767> @Alyssa_Milano @realDonaldTrump The only reason I follow him is so I can keep track of his stupidity... And so I can read the responses leveled at said stupidity. #ImpeachTrumpAndPenceNow
1036403348327391233 2018-09-02 19:59:48 -0400 <inchaust70> @NPR Not surprising.  As the facts that aren’t good for @realDonaldTrump are revealed, the frequency of his need to create alternative truths increases.  He is delusional, and really should seek immediate psychiatric care.  What about it @IvankaTrump ??  Do you love your “father”?
1036403346049908736 2018-09-02 19:59:47 -0400 <Najanest3> That seems clear enough. #DecieverInChief @realDonaldTrump speaks only truth... Yeah ,               Sure...
1036403345911676929 2018-09-02 19:59:47 -0400 <Pat41422062> @BorderPoet @vayner_michael @realDonaldTrump And you will continue to hate him no matter what
1036403344791744512 2018-09-02 19:59:47 -0400 <rosarymaker46> @Dax_x98 @realDonaldTrump You're fired!
1036403340450717696 2018-09-02 19:59:46 -0400 <JMacPI> @realDonaldTrump We need to get out and vote to keep it going
1036403335526604803 2018-09-02 19:59:45 -0400 <debleg58> @CourtneyMikec @DaShanneStokes @realDonaldTrump Never forget them. My heart goes out to them. Thank God they got their justice. Oh BTW Fuck Trump
1036403330640216065 2018-09-02 19:59:44 -0400 <WicherWedzinga> @LindseyGrahamSC @realDonaldTrump You should be ashamed. What a total hypocrite you are! And what a contrast to McCain. Hard to believe the both of you were friends. Do the Russians have leverage over you? Looks like it! Well, at the end you get what you deserve. #Muellertime
1036403330212405248 2018-09-02 19:59:44 -0400 <biffsboss> @jek3771 @llger1 @realDonaldTrump How is that related to Chumps criminality, misogynistic behavior, selfish narcissistic, self serving, owned corruption?
1036403328341762048 2018-09-02 19:59:43 -0400 <GordonT21023756> @realDonaldTrump Gordon Turner thinks it right
1036403326458490880 2018-09-02 19:59:43 -0400 <cabresch> Trump [@realdonaldtrump] doesn't like the military or military personnel.  It doesn't matter that he claims differently--he is a LIAR, and he has a proven record of lying.  What matters is what he does, and what he does to treat the military just like he does women: screws them.
1036403325284040706 2018-09-02 19:59:42 -0400 <VirginiaLoughn1> @CoreyStewartVA @realDonaldTrump Trump could fix a lot of things but he won't.  His interests are self preservation and self enrichment.  Anything he does will fall into one of those categories.  The people at large the military and vets do not matter.  Never forget.
1036403324612997121 2018-09-02 19:59:42 -0400 <TM76Resists> @Logic_Triumphs @signorex3 @realDonaldTrump I still truly believe that he did not think he would win and could use his campaign as a way to launder $ and get away with it, then go back to his way of life.  https://t.co/IMfAXjcPg0
1036403316945694720 2018-09-02 19:59:40 -0400 <ScooterTrash10> @Artiste219 @realDonaldTrump Obama took unemployment from 10% to 4.7%. Trump rode that trend down less than one point. It's remained generally unchanged since April. (Per US Bureau of Labor Statistics.)   https://t.co/vd7B8aQIuH  https://t.co/alA9Sd2lVS
1036403316366790656 2018-09-02 19:59:40 -0400 <angelsslave> @realDonaldTrump America is great , you on the other hand will make it corrupt, in clear and present danger, bankrupt it for every penny she has. Spawn your insidious children out into her good graces and destroy her before it’s too late to realise you haven’t got a clue what you’re doing #RESIGN
1036403315507118082 2018-09-02 19:59:40 -0400 <Andy90552929> @Alyssa_Milano @Mellynne55 @realDonaldTrump  https://t.co/ojyFJbQY6k
1036403314613739520 2018-09-02 19:59:40 -0400 <BexitWesty> @mdh @realDonaldTrump @Turnip2020 It’s not like we aren’t inundated with his voice, pictures of him and his tweets anyway!
1036403312994729984 2018-09-02 19:59:39 -0400 <DaniellRosario> @realDonaldTrump Black people are like crabs in a bucket and some of us have decided to leave the bucket. More of us are beginning to see the big picture and i guarantee Trump will win at least 15 percent of the black vote in the next election.
1036403310281064449 2018-09-02 19:59:39 -0400 <raven642> @realDonaldTrump Get nice
1036403310058778626 2018-09-02 19:59:39 -0400 <Babyblack1977> @YvonneTrimble @mattryanharris @TheDaveWeinbaum @RealCandaceO @realDonaldTrump @realPolitiDiva @EricTrump @DonaldJTrumpJr @charliekirk11 @LauraLoomer @DeannaLorraine7 @Yonadav7 So, Trump doing literally the same thing, isn’t a problem with you? A bit hypocritical?
1036403303171538944 2018-09-02 19:59:37 -0400 <jbac66> @1776Stonewall That’s because slick Willie knocked the bottom out of her moments before they arrived and filled her front hole full of baby batter. She was simply trying to hold it in by walking slow, so don’t read too much into this good news story. @RealJamesWoods @realDonaldTrump
1036403302362243072 2018-09-02 19:59:37 -0400 <pupsrule3> @realDonaldTrump America is great - you’re destroying a great nation - resign already
1036403299463835649 2018-09-02 19:59:36 -0400 <Chefcioppino> @realDonaldTrump  https://t.co/JRASPAUOxk
1036403298981400576 2018-09-02 19:59:36 -0400 <infidelbyfaith> @louisroux @marklutchman @JepBoston How is @realDonaldTrump trying or even saying he wants government control over MSM? All these claims made by people aginst Trump cant prove anything, its feelings and what you all assume he means. What had he done that is actually harming anything for America? Can you show one?
1036403295772786688 2018-09-02 19:59:35 -0400 <ManueleLui> @heladas @realDonaldTrump He was the best in dragging down America to a Third Word Country. The Poor &amp; the disadvantaged didn't get anywhere but were hand fed by the OBOZO &amp; the Democrats with lies. This President Donald Trump @POTUS policies is helping them to stand on their own two feet &amp; paying taxes
1036403295269449729 2018-09-02 19:59:35 -0400 <DavidHarlan3> @RWPUSA @alfranken @realDonaldTrump Remember Franken grilling Facebook reps about political ads being paid for in rubles?
1036403290890620928 2018-09-02 19:59:34 -0400 <PGrippaldi> @tedlieu @realDonaldTrump I agree with Ted🇺🇸
1036403290022588416 2018-09-02 19:59:34 -0400 <shawnshemelia> @Jali_Cat @JeffFlake @realDonaldTrump Ahh wins what and where is the decency ?
1036403288164499461 2018-09-02 19:59:33 -0400 <4thHell> @GOP @realDonaldTrump @SteveScalise Let’s see, stock buy backs have increased, people can now find 2 part time jobs at $7.25/hr to support (?) families, Amazon pays no taxes, we take children from their families. All of you have reserved rooms at the 4Th Circle of Hell...SAD...
1036403287422001152 2018-09-02 19:59:33 -0400 <melgibsonsmrsme> @elueroy @VeraHelen8 @RandyRainbow I know, huh! Those R the ONLY words @realDonaldTrump knows! He is a Gemini! 2 people live inside his body &amp; they hate each other! Idiot &amp; Moron, the Gemini twins @POTUS. All he does is throw fits bc he isn't getting the attention he wants!  DJT = U whining, crybaby twit! ⬇️  https://t.co/Vs7Ptvu65f
