1036403396780216320 2018-09-02 19:59:59 -0400 <drekatnbee> @tfpat1 @realDonaldTrump Bot, what a hoot!
1036403281227128832 2018-09-02 19:59:32 -0400 <g12461mg> @pollsofpolitics @realDonaldTrump Main stream media is absolutely the enemy of the people!
1036403280748793856 2018-09-02 19:59:32 -0400 <deenahaw> @CoreyStewartVA @realDonaldTrump I agree with the idea of pay increases to the high performing employees and those with specialized  skill sets.  Makes much more sense than accross the board."reguardless of any extra effort or special skill"
1036403275661070336 2018-09-02 19:59:31 -0400 <virg163> @Ericstrode1963 @Stop_Trump20 @realDonaldTrump You are on my friend. I say prison, unless he and Putin have a surprise for us.
1036403274818236416 2018-09-02 19:59:30 -0400 <jeepsuzih2> @AmericanVoterUS @realDonaldTrump Right On ✌❤🇺🇸
1036403266752573440 2018-09-02 19:59:28 -0400 <BreannaLea1212> @thenationsrage @ramin_parsa @realDonaldTrump @RealJamesWoods @Debber66 @jjauthor @Hazem_F @georgesahmad @ArchKennedy @SandraTXAS @SenTedCruz @bsgirl2u @Ch4rlieT4ngo @ArizonaKayte @ExMuslimTV @deeg25 @tedcruz @DineshDSouza So, Sharia police were the ones handling this situation?!?!? No matter how you look at it, it's horrible. What's he charged with, speaking against Islam? What country ARE we in? You live here, you follow our laws. Simple.
1036403266366701568 2018-09-02 19:59:28 -0400 <Goldenbadge2> @70KilogramMan @realDonaldTrump What does this have to do with anything?
1036403265569804288 2018-09-02 19:59:28 -0400 <LXbyberg> @realDonaldTrump That's fake news a-hole.
1036403261698334720 2018-09-02 19:59:27 -0400 <ziyuzhu12> @realDonaldTrump @LouDobbs Can you stop being so arrogant. That's why people hate you.
1036403261069246465 2018-09-02 19:59:27 -0400 <ToddV2> @CoreyStewartVA @realDonaldTrump Yes, fixing 8 years of hell under Obama by denying these workers raises.  Who defines hell? Such a penis... and not in the way a Russian hooker would have been paid to say to this penis.
1036403260884758528 2018-09-02 19:59:27 -0400 <LITom2014> @realDonaldTrump Trump Derangement Syndrome driven by the truth! Its impossible for trump to tell it! How are those Adoptions going? thats what the meeting was for RIGHT? Why would the Trumps care about Adoptions at that time? Once a LIAR ALWAYS A LIAR! Fraudulently Elected Trump! NULL &amp; VOID!
1036403260448493574 2018-09-02 19:59:27 -0400 <clawless_92> @realDonaldTrump Just listing off all the black people you can think of, I guess?
1036403260100370432 2018-09-02 19:59:27 -0400 <geno2u> @realDonaldTrump Trump, my neighbor actually got his second job now thanks to Trump and almost makes enough money now that he can get off food stamps. MAGA
1036403260071071744 2018-09-02 19:59:27 -0400 <EmilyVsMom> If you follow @realDonaldTrump  on Twitter do you follow to watch him crash and burn or do you follow because he is Making America Great Again?  Please reTweet after answering. #TrumpTrain #CrashAndBurn #TrumpForPrison
1036403258733076480 2018-09-02 19:59:26 -0400 <thugsRbadMK> @CoreyStewartVA @realDonaldTrump What's that on your banner? Coal miners?  Maybe you can also revive the whale oil industry, and the kerosene industry!  While you're at it, maybe you can bring back the horse and buggy!  So glad you're a forward thinking politician and not just concerned with short term support!  https://t.co/zqLKOzGwTi
1036403253678931968 2018-09-02 19:59:25 -0400 <BBomboko3> That's The Voice Of #Ambazonia .@SamuelSako @DavidMakongo @BelgiumUN @Latvian_MFA @LatviaUN_NY @SlovakiaUNNY @SlovakiaMFA @CzechUNNY @CzechMFA @SwedenUN @SweMFA @georgesoros @USUN @VP @realDonaldTrump @KolindaGK @ICC @FatuBensouda @Oprah @BohHerbert @NAkufoAddo @JJRawlings_ @hrw  https://t.co/boCaXZEBJ1
1036403250394787840 2018-09-02 19:59:24 -0400 <messerjs> @realDonaldTrump has no clue on how to run a country. We the People deserve better!!! #ResignNowTrump #Resist #TrumpRussia #UnfitToLead
1036403247777492993 2018-09-02 19:59:24 -0400 <ReadYouForFree> @EndLiberal @TR0771N @funder @SandraMuiMui @realDonaldTrump Did your opioids just kick in or something?
1036403235186192384 2018-09-02 19:59:21 -0400 <CleIndians21> @va_shiva @realDonaldTrump @Google @facebook @DonaldJTrumpJr Ok , I hope that’s not your personal cell phone.
1036403230714949632 2018-09-02 19:59:20 -0400 <ReneeGalvan4> @RealDonaldTrump @SHSanders45 @StephenMillerAL @DanScavino @HouseGOP @SenateGOP @SenateDems @MikePenceVP @AFLCIO @SpeakerRyan @SenateMajLdr @WhiteHouse Trump allies complain about Jared and Ivanka at McCain funeral  https://t.co/wNYTWwCjvO via @MailOnline
1036403230421536774 2018-09-02 19:59:20 -0400 <FrogBrew> @realDonaldTrump What do you mean by "WE"  I assure you, you have very few friends in Canada. Btw how many real friends do you think you have? Think about it, then take that number and multiply it by 0.1%. @MichaelCohen212  friends? Do you really think Stormy fucked you for your looks?
1036403225824509958 2018-09-02 19:59:19 -0400 <G_Paknowsbest> @realDonaldTrump
1036403224033550336 2018-09-02 19:59:18 -0400 <GhostOfKatelyn> Happy Sunday - do yourself a favor &amp; unfollow @realDonaldTrump 💛✌🏻#UnfollowTrump
1036403223517511680 2018-09-02 19:59:18 -0400 <Croc1Croc> @realDonaldTrump Is that for Canada? Free?
1036403221512810496 2018-09-02 19:59:18 -0400 <BarrieNJ> @Madam_Nyobi @pollsofpolitics @realDonaldTrump From Pat Caddell.   https://t.co/62VZN24vJB
1036403220409593856 2018-09-02 19:59:17 -0400 <lilliantierney2> @victoriaxcs @itsJeffTiedrich @realDonaldTrump The reason they are not IMPEACHING the PEACH is because they are full of REPUBLICANS! We need a blue TSUNAMI to take them all out of office! #IMPEACHTHEPEACH #DUMPTRUMP #ITSMULLERTIME!
1036403216890691586 2018-09-02 19:59:17 -0400 <shift_in2_turbo> @CoreyStewartVA @realDonaldTrump How does giving a tax cut to his fellow millionaires while denying a pay rate increase to federal workers fix this?  https://t.co/gphuP7CvgA
1036403211228401664 2018-09-02 19:59:15 -0400 <PoisonedMarine> @NonUtopian @LauraLoomer @realDonaldTrump Correction, you are right, not all Americans. Just reasonable, patriotic Americans.
1036403204525678592 2018-09-02 19:59:14 -0400 <dfhoch> @realDonaldTrump You will be found innocent unless you are guilty, which seems to be the case. Resign now and save yourself the humiliation and loss of admiration.
1036403202068029441 2018-09-02 19:59:13 -0400 <CoteDonna1> @RealDrGina @jaketapper @realDonaldTrump 😡 NO
1036403198968389633 2018-09-02 19:59:12 -0400 <TPerlenfein> @BTOTHEPOWEROFB @Pdjake4968 @EdKrassen @realDonaldTrump "Same old hecklers that never gets noticed by Trump." Emphasis on Trump, meaning that this reply is pointless because his comment is entirely correct and your 2 cents doesn't make it any less so
1036403196644741120 2018-09-02 19:59:12 -0400 <Bev_Did> @realDonaldTrump No, spanky, not everyone sees it. Billionaires see it. The middle class and poor see NOTHING but a con artist thug playing the role of president and doing it very very badly.
1036403196606996480 2018-09-02 19:59:12 -0400 <geekygirl5672> @YvonneTrimble @mattryanharris @TheDaveWeinbaum @RealCandaceO @realDonaldTrump @realPolitiDiva @EricTrump @DonaldJTrumpJr @charliekirk11 @LauraLoomer @DeannaLorraine7 @Yonadav7 U are the brainwashed Trump hypocrite. U liked, even voted for, McCain until Trump didn’t like him and u jumped on the Trump train to hell. So, #HashtagHussy u keep trumping on McCains grave &amp; I’ll keep the McCain family in my prayers.
1036403194497261569 2018-09-02 19:59:11 -0400 <TrumpisGr8plus1> @realDonaldTrump There is a severe misallocation of resources going on with Cryptocurrencies. All Dollars that should be coming into our well regulated US markets are being usurped by Scamsters. So much illegal money laundering and tax avoidance is happening. We must stop this.
1036403192542711809 2018-09-02 19:59:11 -0400 <JosephRosso1> @619cenaa @realDonaldTrump .
1036403190894403586 2018-09-02 19:59:10 -0400 <PVHenryConLLC> @ChapulinColoRed @NVPatriot1 @pcal4HIM @RedSqrrlBluWrld @soulprovider915 @Trump_Girl11 @kyleespikes @TomMRocco @Zoo9guy @Sandhillsrider @PatriotJeweler @brujeff77 @wowagain007 @JohnHuesca5 @kennyscott1952 @realDonaldTrump HAHAHAHA
1036403190525304832 2018-09-02 19:59:10 -0400 <moonlitwomyn1> @PrettyBeaches @funder @realDonaldTrump NAILED IT!
1036403189149577216 2018-09-02 19:59:10 -0400 <wdebbiee> @willishl @RealDrGina @jaketapper @realDonaldTrump Well that pic of him crawling up that hill after the golf ball, oh no, that was grass, never mind.
1036403188478500869 2018-09-02 19:59:10 -0400 <barry_deaton> @DebbieW47181393 @BorderPoet @vayner_michael @realDonaldTrump Exactly
1036403188088299520 2018-09-02 19:59:10 -0400 <MimiProbably> @rebelsfan23 @vanlewis14 @realDonaldTrump I'm assuming he's seen a middle finger thrust at him several thousand times in his life and will recognize the gesture. 😎
1036403187828195328 2018-09-02 19:59:10 -0400 <Olsenjean62Jean> @realDonaldTrump @GreggJarrett  https://t.co/V91F0ufpH6
1036403187446636552 2018-09-02 19:59:09 -0400 <melinda_wvu> @DaisyGirlUSA @realDonaldTrump It is scary but if they have this much, think what Mueller has, he strategically makes his moves, I know it is so hard to wait but we have to trust him &amp; have hope😊
1036403180626751488 2018-09-02 19:59:08 -0400 <whitkarm> @CoreyStewartVA @realDonaldTrump Ooooohhhh the ratios!!
1036403179989217280 2018-09-02 19:59:08 -0400 <Regrit7231> @realDonaldTrump 100% with you
1036403177380360192 2018-09-02 19:59:07 -0400 <johnthomasfore> @realDonaldTrump Tiger cheated on his wife . Sound familiar? Birds of a feather.
1036403174297362432 2018-09-02 19:59:06 -0400 <FakeMalFunction> @Francixco9 @OMGno2trump @realDonaldTrump @margarettalev Yes, they breeched his trust but they exposed a situation that needed exposing.  Because of that I know I can trust them, but maybe the tyrant in power can’t.  To me this is a good thing.
1036403173978718208 2018-09-02 19:59:06 -0400 <Left4Dead82> The only good thing about @realDonaldTrump —- he spends so much time playing golf instead of scheming as to how else he can screw up our country in an attempt to make America white again (as if it ever was). Bring on the great blue tidal wave 🌊!
1036403170874994693 2018-09-02 19:59:06 -0400 <ReadYouForFree> @EndLiberal @TR0771N @funder @SandraMuiMui @realDonaldTrump LOL  Is that really all u have?  Weak sauce.
1036403166747615232 2018-09-02 19:59:05 -0400 <Debeka314> Canard = unfounded rumor or story. #CNN  canard news network @realDonaldTrump @dbongino @RealCandaceO @RealJamesWoods
1036403165334261760 2018-09-02 19:59:04 -0400 <CBishop92539993> @realDonaldTrump Thank you President Obama for your plans coming to fruition! You are an honorable man and an excellent president! We miss you more than you know!!!!!
1036403162914025472 2018-09-02 19:59:04 -0400 <BecerraSimon> @realDonaldTrump Dude just shut up already
1036403156173897728 2018-09-02 19:59:02 -0400 <AlariaRoguee> @SWillia26922049 @realDonaldTrump @Rasmussen_Poll Williams is a liar. He didn't vote Trump. Anyone who voted Trump knows he is doing exactly what he said he was going to do. Nice try.
1036403155712528384 2018-09-02 19:59:02 -0400 <PensAndWatches> @realDonaldTrump NOT ONE STEP BACK!
1036403155192274944 2018-09-02 19:59:02 -0400 <KelliQuinlan2> @vonnievonvonv @auntgnu @realDonaldTrump Did you serve in the service? Trumps didn't cuz he didn't have the courage! The "leader" we have separates children from their parents and keeps them in cages. It's sad that people can like a man who had get with Russia to get where is. Who won the POPULAR vote? Nough said
1036403153648988160 2018-09-02 19:59:01 -0400 <RHONDA_USA> @StopTweetingDJT @realDonaldTrump Not at the present time!
1036403149337186304 2018-09-02 19:59:00 -0400 <GrgHys> @TomFitton @SteveSGoddard @realDonaldTrump @JudicialWatch Globalist greed controls political will. Aaron B. Powell modified by me.
1036403149123280898 2018-09-02 19:59:00 -0400 <AltmanJamey> @realDonaldTrump was asked not to come because he has no decency. @FLOTUS is just as bad as he is.
1036403148640923648 2018-09-02 19:59:00 -0400 <correcto_pinion> Haven't been on The Twitter too much this weekend. Is @realDonaldTrump still stupid?
1036403146116026368 2018-09-02 19:59:00 -0400 <grrranger> @krassenstein @realDonaldTrump He listed all 3% in this tweet
1036403145159536640 2018-09-02 19:58:59 -0400 <Afroholicness> @realDonaldTrump
1036403139702915074 2018-09-02 19:58:58 -0400 <Katheri09614285> @CoreyStewartVA @realDonaldTrump That is a lie. While Obama didn’t want to get into race issues and didn’t stand up like Hillary did, all races were better off. They blew it when they didn’t get out and vote for  Hillary in the states you took. Especially where there was crooked Russian involvement.
1036403136804659200 2018-09-02 19:58:57 -0400 <Thee_Nino> @realDonaldTrump 🔥🔥 #TRUMP2020 🔥🔥
1036403135546253312 2018-09-02 19:58:57 -0400 <jk_Junhearts> @JUANIMUOZ6 @realDonaldTrump Thank you very much♪
1036403135231811585 2018-09-02 19:58:57 -0400 <steveandrew2000> meghan mccain Thank God this last service is a private one. Can't stand any more coverage of this theatrical spectacle. @realDonaldTrump  #MAGA  #BuildTheWall  McCain's remains were laid to rest on Sunday in a private ceremony at the U.S. Naval Academy attended by his family
1036403135172886529 2018-09-02 19:58:57 -0400 <_Elizabetta_> @Alyssa_Milano @DJChiChiLaRue @realDonaldTrump Yep. It did! 🤗
1036403130383183872 2018-09-02 19:58:56 -0400 <TListerhouse> @Alyssa_Milano @realDonaldTrump Everything more complicated than water flowing downstream would be super weird to you.  #LiberalismIsAMentalDisorder
1036403127703011329 2018-09-02 19:58:55 -0400 <pjpaton>  https://t.co/Z41zkpmgdN @peymaneh123 @Masoud_Dalvand @HeshmatAlavi @MostafaMe4 @SecPompeo @RudyGiuliani @realDonaldTrump @sheriran95 @KapoIrani @4FreedominIran
1036403126637608967 2018-09-02 19:58:55 -0400 <L01001111GIC> @ezrocks0011 @jessieo321 @MikeTokes @CoreyStewartVA @realDonaldTrump venezuela has military parades, venezuela does not have a socialist government. it does have socialist tendencies. you know who else has socialist tendencies? USA. social security, the federal reserve, endless war, paying off farmers, government schooling, corporate welfare, etc.
1036403126104862720 2018-09-02 19:58:55 -0400 <HerreraMarysela> @longhaulguy @JaneWebb16 @realMelissaToro @wikileaks @realDonaldTrump @JulianAssange Here Here! Bubbas waitin!
1036403121222823937 2018-09-02 19:58:54 -0400 <SageerMarie> @perlmutations Just looking at this fool brings on embarrassment. Facial expressions definitely Mussolini. Specter of him speaking definitely Hitler. Total freak. @realDonaldTrump
1036403115648401408 2018-09-02 19:58:52 -0400 <james_98188> @HudsonBlack5 @ahannewald @SHlynski @realDonaldTrump @POTUS You're sounding just as divisive as the Orange Man w/Small Hands.  You'd lose the debate.
1036403113803046912 2018-09-02 19:58:52 -0400 <jbsportz> @mmdesoer @SovietSergey @realDonaldTrump 🇷🇺 better?
1036403108962856960 2018-09-02 19:58:51 -0400 <therealoffical_> @realdonaldtrump @marshalkimjongun @leadervladimirputin #3bullets for his story. #villain by #RIPDEONLEWISDUKE et al. Always "coming soon" sue me bitches  https://t.co/za7hiM6PtZ  https://t.co/aTjF7Ghv2f
1036403108711161856 2018-09-02 19:58:51 -0400 <HackettGreg> @DailyCaller @dinglerterri @realDonaldTrump I wonder how many thousands difference there will be between the two crowds. Taking bets. 😜
1036403103765938176 2018-09-02 19:58:50 -0400 <slyfield4real> @realDonaldTrump There’s no fairness here. President conspires with Russia to claim presidency while legal US Citizens WHO WERE BORN IN USA can’t get passports because they were born in us via midwives and are currently in Mexico.
1036403099420839936 2018-09-02 19:58:48 -0400 <BarrieNJ> @gloriaonthemove @pollsofpolitics @realDonaldTrump Gloria, a speech by Democrat political strategist on the subject.   https://t.co/62VZN24vJB
1036403095549276160 2018-09-02 19:58:48 -0400 <TheJewbyrd7777> @realDonaldTrump BLAH BLAH BLAHBLAH BLAH BLAH BLAHBLAH BLAH BLAHBLAHBLAHBLAHBLAHBKAHBLAHBKAHBKAH I give up wasting more energy on you. You are stupid.
1036403093124964352 2018-09-02 19:58:47 -0400 <katewillett> @iLLvibeMusic @realDonaldTrump Thank you!
1036403090033913857 2018-09-02 19:58:46 -0400 <leonrei12> @realDonaldTrump how come back in the day they strung up a man for stealing a horse and now people are getting away with molesting children and raising their children to be bullies and terrorists
1036403089530597377 2018-09-02 19:58:46 -0400 <EpidiNicEachain> @Turnip2020 @realDonaldTrump I unfollowed the Treasonweasel days ago. You’re absolutely right- why feed an out of control fire more oxygen?
1036403085898334208 2018-09-02 19:58:45 -0400 <ReadYouForFree> @EndLiberal @TR0771N @funder @SandraMuiMui @realDonaldTrump Why are you on testosterone?  LMFAO.  Your husband not upholding his end of the hormone spectrum?
1036403085332103170 2018-09-02 19:58:45 -0400 <Rulalens> @realDonaldTrump @Rasmussen_Poll Tick tock donny tick tock.  Your time is coming to an end.  Your frantic tweets speak loud of you fear and guilt.  Tick tock!!
1036403083524358146 2018-09-02 19:58:45 -0400 <Bernardj357> @FoxNews Let's see if @realDonaldTrump &amp; @kanyewest will do anything to reduce and eliminate all the carnage happening in Chicago.
1036403082345828353 2018-09-02 19:58:44 -0400 <hitcleanup> @realDonaldTrump My God.. for someone who claims innocence you sure do bluster on and on.. simple solution.. talk to Mueller under oath and without limitations on questions asked.. very simple.. would resolve everything.
