1088224860440977408 2019-01-23 18:59:59 -0400 <BugchickSnyder> @SpeakerPelosi @realDonaldTrump  https://t.co/y8a13RIyiI
1088224835707305984 2019-01-23 18:59:53 -0400 <Bill_Capehart> @d_e_mol @StealthFlyBy @DieterFrikadell @GetMyGist @AltUS_ARC @grierjason @RegimeChangeBC @GeorgePembroke @GillesnFio @JaggerMickOZ @Captbobdad @davestewart3 @hllsen @HughAbercrombi3 @brandondaly2018 @ClaireNewton79 @Lulzmouse @boggywood @CymaticWave @beegeerose @Carablades @tjipkoopmans @JWSpry @FriendsOScience @SylviaD32911201 @drwaheeduddin @bmartus5 @LeeLafferty4 @tan123 @realDonaldTrump @InfoWarsChannel @BarrettBrownLOL @michiokaku @CBC @algore @NASA @GGJuliePayette @RichardDawkins @fiocruz If I wanted to watch a sealion, I'd go to a zoo.  Jog off.
1088224835669581825 2019-01-23 18:59:53 -0400 <DuckgoDuck> @Jali_Cat @JohnKerry @DNC @realDonaldTrump Go back to Iran Kerry, it's were you belong.
1088224834121719808 2019-01-23 18:59:53 -0400 <DJ_AlphaT> @realDonaldTrump Oh look, another example of US "intervention" (read: criminal activity) in South America.  https://t.co/hSgRvzgNvS
1088224833433944065 2019-01-23 18:59:53 -0400 <mt_t2323> @SpeakerPelosi today proven yet again, her only goal is to Obstruct and destroy @realDonaldTrump presidency.  We the American people are watching you be a LOSER, and keep it up and 2020 will be a nightmare for Democrats.
1088224832549019649 2019-01-23 18:59:52 -0400 <GinaGnrivers> @johnpavlovitz @realDonaldTrump 👏👏👏👏👏
1088224832389410816 2019-01-23 18:59:52 -0400 <BbGillooly> @Mediaite @realDonaldTrump doesn’t respect the office judge!
1088224831609466882 2019-01-23 18:59:52 -0400 <DRDeibert> @tedcruz @realDonaldTrump He should give it in front of Nancy’s mansion in CA.
1088224829109690368 2019-01-23 18:59:52 -0400 <jamiedelton> @RepDavidTrone @SpeakerPelosi @realDonaldTrump Get Pelosi to the table!
1088224829034192896 2019-01-23 18:59:52 -0400 <smokingwolf16> @MisticCircle369 @jheffe1 @fernandeznorona @realDonaldTrump Mediocre es creer en el viejo de Macuspana 😁
1088224827280830464 2019-01-23 18:59:51 -0400 <Option7_> @WhiteHouse @realDonaldTrump Of course! You’d be stupid enough to use all our remaining resources to protect yourself while on the House floor so other sites around the capital &amp; the US in general will be exposed more than they already are. You do realize Inteligence gathering is either slowing or stalled?
1088224826911789061 2019-01-23 18:59:51 -0400 <tfelchle1> @marcorubio @jguaido @realDonaldTrump Trump would prostrate himself before Maduro like he has to all previous dictatorial leaders like Putin and Kim. He doesn't have the spine to confront them.
1088224826538553350 2019-01-23 18:59:51 -0400 <trh> @LindseyGrahamSC @realDonaldTrump And it used to be traditional for the Senate to hold confirmation hearings on Supreme Court nominees.
1088224826416746496 2019-01-23 18:59:51 -0400 <fitzgeral> @realDonaldTrump LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR! LIAR!
1088224825858904065 2019-01-23 18:59:51 -0400 <MonaGeezie> @kayleighmcenany @GOP @realDonaldTrump @POTUS Meanwhile, here in reality, Mitch McConnell blocked Tim Kaine's fourth attempt for a vote to reopen the government today.
1088224825829666817 2019-01-23 18:59:51 -0400 <DMMJ314> @tedcruz @_MariaBetty @realDonaldTrump I agree Senator.  The senate chambre is the best place for it.
1088224824969826304 2019-01-23 18:59:51 -0400 <LoriLuckenbaugh> @itsJeffTiedrich @realDonaldTrump They won't want to leave now
1088224824743194624 2019-01-23 18:59:51 -0400 <galileopfd> @realDonaldTrump we DO NOT want or need a WALL!!
1088224824596537346 2019-01-23 18:59:51 -0400 <kahnab> @realDonaldTrump Kinda sounds like he’s casting a spell. Maybe he’s a hunted witch after all.
1088224824470601729 2019-01-23 18:59:51 -0400 <69raven96> @realDonaldTrump hope you’re watching The Beat with Ari Melber you’re screwed
1088224824206356481 2019-01-23 18:59:50 -0400 <239Pounds> @gromero2020 @SenSchumer @realDonaldTrump  https://t.co/7Z4PcoFOy1
1088224822943981569 2019-01-23 18:59:50 -0400 <JerseySwamp> @LindseyGrahamSC @realDonaldTrump If only that were True Lindsey!
1088224822038069248 2019-01-23 18:59:50 -0400 <kevinjdeal> @LindseyGrahamSC @realDonaldTrump JFK was literally shot in the face.
1088224821916377089 2019-01-23 18:59:50 -0400 <LloydStager> @tr_peterson @SpeakerPelosi @realDonaldTrump Awesome do nothing just say no o boy that's gonna  Solves the problem.
1088224820397920258 2019-01-23 18:59:50 -0400 <TecFlack> @realDonaldTrump Let me write the SOTU for you.  Everything is broken.
1088224819273814016 2019-01-23 18:59:49 -0400 <ajpbo> @realDonaldTrump It’s published by the WH- fake news
1088224818724507650 2019-01-23 18:59:49 -0400 <kathyrist11> @SenJeffMerkley @realDonaldTrump Please setup a site where America can donate money for Federal Employees Emergencies!!!!!
1088224818426793989 2019-01-23 18:59:49 -0400 <ZonStan> @realDonaldTrump I can see the kabal in the background. The time of watching the world burn ends now. How can they talk about petty issues when u bring up serious points. Their heads are not in the right place; i believe they have lost the ability to pass proper bills or make proper decisions
1088224818212884480 2019-01-23 18:59:49 -0400 <SJSbarra> @gjlanglois @MikeyBulti @realDonaldTrump Liberals are generally not lateral or strategic thinkers - mostly they “feel”, which is why their thoughts generally have no logic
1088224816589623296 2019-01-23 18:59:49 -0400 <Azula163> @momachand @JenFish72 @Bythekid @ATC_chic @CNN @realDonaldTrump @senatemajldr Honey I know her story.  It is one women's story out of a million women abducted, murders, abused.  I don't think the man should have been found not guilty in that case.  You are basing everything on this one case.  There is a hell of lot more going on out there against women
1088224816165867520 2019-01-23 18:59:49 -0400 <SnarkyIntegrity> @PhilipRucker @realDonaldTrump is just a thug, but he’s running our government like he’s the don of a crime family... and the GOP are his lowly minions. It’s disgusting
1088224815423676420 2019-01-23 18:59:48 -0400 <palms61> @realDonaldTrump LOSER!!! 🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼  https://t.co/lT5MpyY2OW
1088224815239102465 2019-01-23 18:59:48 -0400 <o2_osos> @PadillaNews @NicolasMaduro @realDonaldTrump Lee @jeronimoauribem lo dice un periodista no la izquierda. Tontazo
1088224813989199872 2019-01-23 18:59:48 -0400 <rickster357> What y'all don't know or maybe don't remember is that trump was universally hated and ostracized among the NY elite and those in the real estate industry...wealthy families in that city rejected him, because he was known to be arrogant and dull witted... @AOC  @realDonaldTrump
1088224813481689088 2019-01-23 18:59:48 -0400 <Mr_Coates11> @duane_tharp @RyanHillMI @realDonaldTrump I would be on board with you if 90% of the drugs were smuggling in through LEGAL ports of entry.
1088224812235923456 2019-01-23 18:59:48 -0400 <gldnrul> @LindseyGrahamSC @realDonaldTrump Oh please Linds. Where have you been the last two years? And it sure seemed to me that cocaine Mitch holding up the nomination of Merrick Garland was pretty damn low.  What do they have on you man?
1088224811539668992 2019-01-23 18:59:47 -0400 <IndiasRose> @realDonaldTrump They should be investigated for this conspiracy. I'm praying for your protection &amp; that of Pence, ur families &amp; team! The Dems are so desperate for control, I know they would try to kill u &amp; Pence!
1088224810180718595 2019-01-23 18:59:47 -0400 <don_arete> @realDonaldTrump engages in #CishetOps with amazing #OpSec #ShutDown!:  https://t.co/UNFoEB7pHe via @YouTube
1088224809979396096 2019-01-23 18:59:47 -0400 <x_caju> @WhiteHouse @realDonaldTrump Help democracy VENEZUELA , Maduro está matando seu povo , já são 4 mortos só hoje por manifestar contra uma ditadura sanguinária e ideológica, maduro não ama seu povo.  https://t.co/76gNgRoYJe
1088224809736011778 2019-01-23 18:59:47 -0400 <Kim67945407> @realDonaldTrump Wow yet people tell me I'm full of shit! That people don't just come across the boarder SMDH
1088224809601941504 2019-01-23 18:59:47 -0400 <GolfCartQueen> @realDonaldTrump  https://t.co/OV9NzrLPwa
1088224809148997633 2019-01-23 18:59:47 -0400 <TheGrassyN0le> @SpeakerPelosi @realDonaldTrump Bahahaha this won't end well for you.
1088224808268001280 2019-01-23 18:59:47 -0400 <kyanoush> @eugenegu @realDonaldTrump Like a mother looking at her 5 yr old throwing tantrum
1088224806862909440 2019-01-23 18:59:46 -0400 <debmcleod13> @LindseyGrahamSC @realDonaldTrump open the government.
1088224806753976320 2019-01-23 18:59:46 -0400 <YvonneDavila4> @carmen_hertz @sebastianpinera @jguaido @realDonaldTrump Aloooo!!!! En que Pais vive????  En Nardia?
1088224805755777029 2019-01-23 18:59:46 -0400 <MikkelsonsMad> @NoBahTee_ @DerekAudette @realDonaldTrump Fact: the revolutions in Russia lifted many people out of abject poverty.
1088224805697044480 2019-01-23 18:59:46 -0400 <Kazzz_kaz> @Tam_Resist @realDonaldTrump and this... https://t.co/VSBb2Gnpdu
1088224804153511936 2019-01-23 18:59:46 -0400 <MCMolinaChavier> @RedesFNP @realDonaldTrump @jguaido @NicolasMaduro @Veaney_Arteaga @PuebloExigeRD @JoseRicardoTB @ManoloH50450283 @mcdelgadob @gbc11 @MerEspaillat @drfermin @MargieRivasFL Apoyo al País que dio albergue al fundador de nuestra Patria cuando se vio obligado a salir de aquí por un grupo de traidores. Levantate Venezuela
1088224804002504705 2019-01-23 18:59:46 -0400 <ValRIsaac> @realDonaldTrump So explain to me how someone being recorded live during a press briefing can be "inaccurately" portrayed? If she isn't doing the job she was hired for as "Press Secretary" it makes her redundant, her job obsolete and she shouldn't be paid by tax payer money.
1088224803444719617 2019-01-23 18:59:46 -0400 <WoodsonTJames> @robreiner . . . Rob Reiner is like an old dog that barks at night irritating everyone who hears him.  Only other old dogs 🐕 bark back at him!!!! . . . #maga @realDonaldTrump
1088224803201404928 2019-01-23 18:59:45 -0400 <CrowMeris> @LindseyGrahamSC @realDonaldTrump No one is stopping him. Quit lying.
1088224802500952064 2019-01-23 18:59:45 -0400 <karn120> @SteveScalise @Marble300 @realDonaldTrump Because she was tipped off about what was in it. A classic example of bait and switch. TL
1088224801682948096 2019-01-23 18:59:45 -0400 <PaTresha10> @LindseyGrahamSC @realDonaldTrump donald trump is potus and THIS Is a new low? You must be joking 😡 #Trumpshutdown  #ImpeachTheMF  #BadassPelosi #NoWall  #noSOTUjustSTFU
1088224801267875842 2019-01-23 18:59:45 -0400 <LazaroFalu3> @realDonaldTrump Like Soros financed the terrorist for office talk about conspiracy
1088224800940519424 2019-01-23 18:59:45 -0400 <NancyParks8> @Steve_1911 @JayKay89266490 @krizzy52 @ProudRepublica4 @realDonaldTrump With Russia's help he won the electoral vote but he's never had the support of most Americans &amp; never will, he.will go down in History as a disaster, this extended Gov shut down hurts most Americans except the wealthy, which is all Trump cares about anyway.
1088224800747720704 2019-01-23 18:59:45 -0400 <karma4Event201> @tejrichardson @charliekirk11 @realDonaldTrump #STOU In front of #Pelosi 's Wall securing her home is excellent idea!  #PelosiSchumerShutdown
1088224800491950080 2019-01-23 18:59:45 -0400 <ATXmetalgod> @realDonaldTrump ARREST THEM ALL &amp; CRIME WILL FALL!   #ResignOrPrison  https://t.co/vdAk2flZ6D
1088224800307204096 2019-01-23 18:59:45 -0400 <Douglas09652951> @realDonaldTrump Create a common theme, and then just keep repeating it, like "Democrats don't care about the American people" and then keep repeating it at every opportunity.  You are doing it in a similar fashion with "Build a Wall, and Crime will Fall."
1088224799904550912 2019-01-23 18:59:45 -0400 <scramblera> @LindseyGrahamSC @realDonaldTrump History won't be kind. It will eviscerate a President &amp; party that purposely supports his path to destroying democracy for self aggrandizement. It will report specifically one the tiny women, that stood strong against them. She'll be seen as the light that led us out of hell.
1088224799313350661 2019-01-23 18:59:45 -0400 <shirohige19911> @oviedopacoichi @WhiteHouse @realDonaldTrump MISERIA MI PAIS NO ES UN BESA CULO DE LOS YANKEE,  SEREMOS AUTOSUFICIENTE
1088224798772064258 2019-01-23 18:59:44 -0400 <SergioB_> @realDonaldTrump OPPOSE THE WALL, HUMPTY TRUMPTY MUST FALL!
1088224798566744065 2019-01-23 18:59:44 -0400 <ferlossadaa> @xjamesm @marcorubio @jguaido @realDonaldTrump After 20 years I can’t oppose it. Sorry!!! Get a reality check.
1088224797622861824 2019-01-23 18:59:44 -0400 <DonnaRosati1> Stop the pay of every congress person until the gov is open and border security is funded! @realDonaldTrump
1088224796486389760 2019-01-23 18:59:44 -0400 <abim75> @Cirincione @MalcolmNance @SpeakerPelosi @realDonaldTrump you must have mistaken @SpeakerPelosi for @SpeakerRyan who was and is spineless without guts to stand up to your chidlish tantrums!!! There is a new sheriff in town who wont give in to bullies like you.  #TrumpCanceled #TrumpShutdown
1088224791314743297 2019-01-23 18:59:43 -0400 <kkelt> @LindseyGrahamSC @realDonaldTrump Not to worry, Trump will reach a new low momentarily, and I suspect you will collude with him in reaching it.
1088224790773682177 2019-01-23 18:59:43 -0400 <larrytruckerguy> @woltz1975 @LindseyGrahamSC @realDonaldTrump Poster child for term limits.
1088224789599342594 2019-01-23 18:59:42 -0400 <wendyrsherman> Venezuela,NK, Afghanistan, Syria, along with challenges to democratic leaders in UK, France, US along with rise of autocrats in era of uncertainty and anxiety- US govt not functional, any confidence @realDonaldTrump can manage a crisis?
1088224789171298304 2019-01-23 18:59:42 -0400 <jr_important> @realDonaldTrump QUESTION:   What does #MAGA represent to you?       Racism/hate.
1088224788198375424 2019-01-23 18:59:42 -0400 <Randy50216398> @realDonaldTrump Sos.SOS.SOS.SOS.DOMINICAN REPUBLIC 🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴 SOS SOS SOS SOS SOS SOS SOS  QQQQQQQQQQQQQQQQQ              PLEASE God, Country and Liberty
1088224787166609408 2019-01-23 18:59:42 -0400 <ASESORSLP> @lhan55 @karivsco @realDonaldTrump @NicolasMaduro Si estas a favor de Maduro, estás interviniendo.  No intervenir es: “No nos importa un comino quien diablos Gobierne a Venezuela...”  Pero siempre intervenimos y opinamos...
1088224786914914304 2019-01-23 18:59:42 -0400 <arubababy48> @RhondaNewton71 @DelSolar3 @ChatByCC @realDonaldTrump Amen!
1088224786843557889 2019-01-23 18:59:42 -0400 <yolyhabanera> @habaneroycubano @ariandcuba @Guille830506 @ilianahcuba @ipenacu @4gatoscuba @Sandra_1B @CenterHavana @reynelfals @IlianaDelgadoB @raydel78 @DixanRivas @marichalmarich1 @salvia_segura @LesterBarata @cubanilluminati @MAGUI85 @Thepeop78204762 @CriticoDTiranos @CorreaYuniel @Ginilein @kicolegon @LPGChile @Abraham85304816 @GladiadorGhost @Ni1MasCuba @CIA @AGRodiles @cocofarinas @realDonaldTrump La única Injerencia que existe en #Venezuela es la del Régimen Castrista @DiazCanelB que esta evidenciado el Usurpador @NicolasMaduro solo vocifera las Mentiras que llevan 20 años repitiendo #DesobedenciaCivilYa #Ni1Más @DanielOrtega_Ni  https://t.co/CRTnvz47Cg
1088224785417396226 2019-01-23 18:59:41 -0400 <thedesertloner> @WMRDC @realDonaldTrump I realize this is a joke, but she'd be just as bad and just as much of a puppet
1088224785383993344 2019-01-23 18:59:41 -0400 <rjb14> @Acosta @abbydphillip Do you suppose the discovery of planes &amp; ships has reached @KellyannePolls? Do U think she saw the video of a wall sample being breached with a saw? Does she know that people can climb walls &amp; dig tunnels? Do you think she lies every tie she speaks, like @realDonaldTrump Trump?  https://t.co/Ooc0uN6nrv
1088224785350316032 2019-01-23 18:59:41 -0400 <Ferguson777P> @realDonaldTrump And he’s building a wall!  https://t.co/RRwPQ7IFUH
1088224784729755653 2019-01-23 18:59:41 -0400 <Unfreakin> Businesswoman Who paid 15.8 million $ for  @realdonaldtrump Penthouse Is Connected to Chinese Intelligence Front Group   https://t.co/cYJQ1j1U5M
1088224783785971712 2019-01-23 18:59:41 -0400 <kubramiyilmaz> #WeAreMADURO #TurkeyWithYouMaduro Venezuela is not a state in the USA. Are you aware of this reality? @realDonaldTrump
1088224782817071108 2019-01-23 18:59:41 -0400 <HurrDurrington> @bumblee_b @CameronSmith92 @joetraw @SonOfGodAndMan @s8n @realDonaldTrump You believe that because you watch Fox News. Obama didn't shut ANYTHING down  Why do you think Fox News &amp; Republicans ALWAYS blame Democrats for everything? Because it lets the Republicans keep screwing over their constituents while they falsely blame the Democrats.
1088224781919506432 2019-01-23 18:59:40 -0400 <Valerie69520298> @SpeakerPelosi @realDonaldTrump You seem to forget that it is not your house! It belongs to all the United States of America Citizens! Citizens that have a right to hear the State of The Union speech from our President. You are the problem Nancy Pelosi! We need true leaders in Congress!
1088224781579649024 2019-01-23 18:59:40 -0400 <Robinlkd> #TrumpShutdown hurts us all.  Open the government @realDonaldTrump 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬
1088224779528818689 2019-01-23 18:59:40 -0400 <jynclr> @optiontradin @itzstockchartz @SpeakerPelosi @realDonaldTrump Oh honey, bless your heart.  https://t.co/cnkpBgl32k
1088224778811510785 2019-01-23 18:59:40 -0400 <kstevensonkaris> @realDonaldTrump Keep doing what your doing.  Don't budge an inch until the Dems agree to #BuildTheWall
1088224776823468036 2019-01-23 18:59:39 -0400 <DiogenesLamp0> @LindseyGrahamSC @realDonaldTrump No. The Constitution doesn't say that, so stuff it.
1088224776500531202 2019-01-23 18:59:39 -0400 <drayjayco> @realDonaldTrump You're actually calling someone else an "illegitimate"? Well, hypocrisy always has been one of your stronger traits! Also, what PROFOUND IRONY it is you championing National Security...while VIOLATING the 13th Amendment by ENSLAVING the very folks that do the National Securing!
1088224775011557376 2019-01-23 18:59:39 -0400 <USAStandfirm> Debbie Stabenow said the Dems can't give in because @realDonaldTrump will use it against them later on. And they have very important issues they need to discuss in the future with him.    Dems are holding the country hostage. This isn't about our President it's about our security
1088224774164226049 2019-01-23 18:59:39 -0400 <nekovivbabe> @realDonaldTrump 🤮
1088224773509967872 2019-01-23 18:59:38 -0400 <ChrisMc331> @LindseyGrahamSC @realDonaldTrump @LindseyGrahamSC: History will not be kind to YOU or the rest of the corrupt, traitorous GOP who aided &amp; abetted this agent of Russia in his &amp; Putin's pursuit of America's destruction. We will NEVER forgive or forget the GOP's treachery.
1088224773094682624 2019-01-23 18:59:38 -0400 <george33622089> @realDonaldTrump god your racist! almost all crime in the country is committed by native born citizens! almost all white! this has nothing to do with security, and everything to do with racism, fear and hate!  https://t.co/tQqvVR7tve
1088224772507533319 2019-01-23 18:59:38 -0400 <HarryBrennan10> @realDonaldTrump Even though the Catholic kids weren’t the only ones at fault you would think these people of your so called base would know when to stop harassment of anyone or at least walk away. So much for your “Christian” friends
1088224772490752000 2019-01-23 18:59:38 -0400 <JKatherineDavis> @leeleeb50 That’s how it sounds in our house too, every time the news is on and @realDonaldTrump opens his mouth. #OurHusbandsAreHonestMen #impeachtheMFNOW
1088224772427796480 2019-01-23 18:59:38 -0400 <livingblueusa> @realDonaldTrump what is 34%?  Your approval rating!
1088224772415213570 2019-01-23 18:59:38 -0400 <sharbell> @realDonaldTrump @TuckerCarlson Sent by a priest to protest against women, cat calling women, attacking a Native American, wearing racist hats, hate was there in spades.  All your fault.
1088224772343902209 2019-01-23 18:59:38 -0400 <SAM_ROD> @realDonaldTrump @gabriellavcs Your word has been taken.. now stand for it..
1088224772339761152 2019-01-23 18:59:38 -0400 <JoAnn91975271> @realDonaldTrump An invitation isn't a contract, it's just an invitation and can be rescinded.  Period.  Stop playing games and reopen the government.
1088224771764965376 2019-01-23 18:59:38 -0400 <MarkDon64> @jenadunn76 @realDonaldTrump And roll out the red carpet
1088224771391832064 2019-01-23 18:59:38 -0400 <onecitizen2017> @realDonaldTrump Open the government! No issue warrants holding America hostage by the POTUS, EVER! Will you close the government on your next political challenge? No!
1088224771140071424 2019-01-23 18:59:38 -0400 <E35025076> That’s why your at 36% @realDonaldTrump because your a FAILURE AND A RACIST
1088224769709764608 2019-01-23 18:59:37 -0400 <jaysmot> @realDonaldTrump Did John Bolton get a hold of trumps phone  ???
1088224767872770049 2019-01-23 18:59:37 -0400 <jkcommunicatio4> @joshscampbell @TrumpsareNazis @realDonaldTrump Mad rhyming skills AND a corgi?? Will you be my new best friend?
1088224767843409922 2019-01-23 18:59:37 -0400 <MarkWilkins1412> @realDonaldTrump All of those figures are a drop on Obama’s last year
1088224766870413313 2019-01-23 18:59:37 -0400 <maria_vivacqua> @realDonaldTrump COUP.......COUP....ILLEGAL, TREASON PRESIDENT TALKS
