878764673947975681 2017-06-24 19:59:59 -0400 <Make_USA_Blue> .@realDonaldTrump in translucent manties.  That's just vile. 😷🤢😷  https://t.co/jwItHTiyYT
878764509929885696 2017-06-24 19:59:20 -0400 <allthesmokepaul> @OverdoseOnline_ @Tommy_siMITAr @AngelaManocchi6 @EdwardTHardy @realDonaldTrump Perhaps someone should change economic policies so as to make it more advantageous to manufacture in America once again.
878764509166530561 2017-06-24 19:59:20 -0400 <HugoHoogenboom> @realDonaldTrump Wat een domme , vreselijke, polariserende vent. Wat maakt de wereld zo gek om voor dit soort leiders te kiezen. #brexit #trump #erdogan
878764505488138240 2017-06-24 19:59:19 -0400 <winetast3r> @JanineBest12 @mike_pence @realDonaldTrump I hope you never need healthcare. You are a fool.
878764504598761473 2017-06-24 19:59:19 -0400 <BosumBoy> @Cali_Deplorable @LSchufletowsk @jules_su @Here2Resist @realDonaldTrump Fos
878764503592259585 2017-06-24 19:59:18 -0400 <chaosagent22> @realDonaldTrump Mueller is working on that as we speak!
878764503457865728 2017-06-24 19:59:18 -0400 <maddpig> @mike_pence @realDonaldTrump Hahaha, this is a parody account yah?
878764503000903681 2017-06-24 19:59:18 -0400 <ZeeboInk> @Apocalilly @RobTheBaker45 @steph93065 @StoicAdvantage @Braveheart_USA @realDonaldTrump @NSAGov @AppSame @Lrihendry @DrMartyFox @ChristieC733 @LeahR77 @We_R_TheMedia @LoDuv @phil200269 @carrieksada I'm not saying we shouldn't keep developing renewable energy just it's not the cheaper "better" source many believe.
878764501394444289 2017-06-24 19:59:18 -0400 <boomie3> @VolumeRose @chillibeanboy @realDonaldTrump I thought he wasn't allowed to delete tweets because it was part of the official archive.
878764499075031040 2017-06-24 19:59:17 -0400 <insidejorb> @realDonaldTrump No, jackass, they wanted to make sure they didn't come off as overly partisan. They helped you.
878764497745268736 2017-06-24 19:59:17 -0400 <pusphavenkat> @realDonaldTrump Democracy to empower citizens caused the very citizens healths deteriorating due to globalism and terrifying aftermaths.
878764494532620288 2017-06-24 19:59:16 -0400 <dreamsocean> @FoxNews @realDonaldTrump Why hasn't trump down anything? That's the question
878764494335488000 2017-06-24 19:59:16 -0400 <ccorridoni> @realDonaldTrump 23 million. Keep that number in mind.
878764492988923904 2017-06-24 19:59:16 -0400 <WickedSwineBBQ> @GeraldoRivera @realDonaldTrump Dems overplayed their hand. Special pros. now looking at their hand. Dems should have folded and moved on while the time was good. Too late.
878764492494176257 2017-06-24 19:59:16 -0400 <1UBeExcellent> @justinhendrix @realDonaldTrump Get over it landslide two time loser Hillary lost so go cry in your beer and move on.
878764492254871553 2017-06-24 19:59:16 -0400 <michell45414719> @realDonaldTrump After all you have gone after everybody even allies EXCEPT Russia
878764492141850624 2017-06-24 19:59:16 -0400 <Mommadocando> @pnehlen @realDonaldTrump Send Numb Nuts FF Von Clownstick and his bratt kids ex wives  Pence Ryan McConnell Rubio Cruze Christie to Putin Island never to return
878764485313429504 2017-06-24 19:59:14 -0400 <BellmanKelly> @woodstock950 @KeithOlbermann @realDonaldTrump U do know they NEVER had a NANNY... So who was with Him on that Great International Trip?
878764484990554112 2017-06-24 19:59:14 -0400 <iadevaia16> @MiaMoe88 @MuzEsprit @B_L_Mencken @wikileaks @realDonaldTrump Anti vax
878764484432719872 2017-06-24 19:59:14 -0400 <Tini4you> @benedetusmc @BarackObama @realDonaldTrump Du bist vielleicht ne Nase 😉
878764484126539790 2017-06-24 19:59:14 -0400 <annejowrites> @ArtfulTweets @realDonaldTrump 😂😂😂
878764483879088128 2017-06-24 19:59:14 -0400 <kimkress83> @crackrat6166 @AlisaApps @springsteen @Schwarzenegger @realDonaldTrump well thank goodness I am not a liberal democrat
878764483392532480 2017-06-24 19:59:14 -0400 <ccarpenter1963> You cannot say that you are prolife, when you don't give a damn if kids live or die after birth. @senrobportman  @realDonaldTrump
878764479256944640 2017-06-24 19:59:13 -0400 <janet_yackle> @Fedaykin1a @RJSzczerba @realDonaldTrump Cliff Notes 📝  https://t.co/5udkSx8QaM
878764477675687936 2017-06-24 19:59:12 -0400 <jeff1946> @realDonaldTrump But why replace it with a broken Trumpcare? Get real.
878764476706676736 2017-06-24 19:59:12 -0400 <konagirls> @realDonaldTrump if u really meant that u would step down
878764470872309760 2017-06-24 19:59:11 -0400 <julienurse12> @realDonaldTrump So...agreed that it is a problem. What is YOUR admin going to do about it? Or do you refuse to protect the USA from Russian interference?
878764469085667328 2017-06-24 19:59:10 -0400 <MichaelJayDFS> @BasedOffMyName @FoxNews @realDonaldTrump The law doesn't charge people for inciting the truth, if so, every cop and person who ever tried to illicit the truth would be guilty too
878764468888637440 2017-06-24 19:59:10 -0400 <BrownietheBully> @williamlegate @Munchkinsnana @realDonaldTrump I saw your great responses to him. I'm glad he saw them first. I was worried you were already blocked. This makes my day!
878764468783722496 2017-06-24 19:59:10 -0400 <kinipela_1> @realDonaldTrump Hillary is the true winner
878764467613442048 2017-06-24 19:59:10 -0400 <AnjaKP> @Cali_Deplorable @Chillty_MGK @tonyposnanski @realDonaldTrump Thanks for the unreadable chart with no source. Very Trump-esque.
878764464505368577 2017-06-24 19:59:09 -0400 <jf_jf_jf_jf_jf> @gabzykris @RunBrieRun13_1 @sh1tposter @kristie_tweed @DomClare @wriglemethis @YoitsSPS @klopees20 @AConstantine13 @Yitram @speakeasy602 @JamesBrienComey @AMMOakley @realDonaldTrump Bring an UNWANTED child to this world, whom will possibly suffer some way or another or end up being abandoned. NOT YOUR choice.
878764463754797056 2017-06-24 19:59:09 -0400 <jhaven007> @realDonaldTrump Because they see through your health care/tax break plan.
878764455911456768 2017-06-24 19:59:07 -0400 <Addieturbo> @realDonaldTrump *psst* It was great before you came along!
878764455110352898 2017-06-24 19:59:07 -0400 <wideglideflyer> @realDonaldTrump Sorry he gets me riled up and i can't write
878764454271438848 2017-06-24 19:59:07 -0400 <mooseville007> @realDonaldTrump Drunk piece of dung
878764452203687937 2017-06-24 19:59:06 -0400 <jesswatki118> @TommyGUNZ228 @mavirek @2byIV @MCHduh @GilCabble @thehill @realDonaldTrump Russian propaganda and exactly Putins talking points.  Proud to be an American?
878764449406083072 2017-06-24 19:59:06 -0400 <oisoujoe> @robreuv @guiwde @reasalvagni @lucasnosofa @leprouso @naosoumario @realDonaldTrump @nxxxxtz @Pontifex_pt @Rodrigo_Moller_ @FatosEsquerda rapaz essa ta fera @CUT_Brasil
878764447711580160 2017-06-24 19:59:05 -0400 <clark1r> @Rightisred @realDonaldTrump Those obstructing want total repeal and the rest wanna leave things the way they are.The goal was repeal not leave things in place.
878764446381998080 2017-06-24 19:59:05 -0400 <Barbsgoturback> @tedlieu @ItIzBiz @realDonaldTrump BEACAUSE TRUMP IS A RUSSIAN AGENT
878764442430963712 2017-06-24 19:59:04 -0400 <Patriciapulitz2> @tlmlarsen @realDonaldTrump @votevets Nananananana, he can't hear you. (He WON'T hear you)
878764438081417216 2017-06-24 19:59:03 -0400 <clemulu> @Almagro_OEA2015 @JMVivancoHRW @PaolaHolguin @ONU_derechos @realDonaldTrump @soyfdelrincon  https://t.co/1QAd1VuqRQ
878764433761116160 2017-06-24 19:59:02 -0400 <busyness> @realDonaldTrump Are you resigning and leaving the country? That's the only way I can see this working.
878764430233788416 2017-06-24 19:59:01 -0400 <QuasarECHO> @Klub_Marcus @thewitchywillow @duckonjunebug @UNrealTara @johnboor @wtfdoicare33 @ChrisMurphyCT @POTUS @realDonaldTrump @FoxNews @SenWarren Kind of like you've been dragging this load of shit across my screen.
878764429818515456 2017-06-24 19:59:01 -0400 <NightWitches_16> @realDonaldTrump You and the #GOP are letting Obamacare die. Instead of providing tax cuts in the guise of healthcare, fix Obamacare instead.
878764428740755456 2017-06-24 19:59:01 -0400 <TheGrandGopher> @realDonaldTrump #ImpeachTrump  #ImpeachTrumpNOW
878764426664452096 2017-06-24 19:59:00 -0400 <DeeDon5123> @realDonaldTrump SellArmsToAnyTheseCountries IsImmoral.SupplyingWhomAgaintAmericaWILL BiteUinTHEass.  https://t.co/lJMCWgHZqs via @youtube
878764425682886656 2017-06-24 19:59:00 -0400 <RiGiDJaR> @realDonaldTrump Quit pointing the finger and distracting from your messy, shit-show of a so-called presidency.
878764423921446913 2017-06-24 19:58:59 -0400 <_RozKay> Has #Kushner solved the #MiddleEast yet? Because @realDonaldTrump said it was easy. So easy a real estate developer could do it.
878764422784704512 2017-06-24 19:58:59 -0400 <justbitsy> @ZariaVonMars @DonTheJoke @AuberryDarren @TrumpProctor @grailsnail @ebonypost @DanSaulKnight22 @howcomhimiswear @rock_lijah @RobAnybody2 @NaterFTW @richardvickers @TrumpIsTheSwamp @nathanTbernard @realDonaldTrump He has a very good brain? He knows more than the generals?
878764419811078145 2017-06-24 19:58:58 -0400 <jj4dancing> @realDonaldTrump Amsrica was great until you came along.
878764418695409664 2017-06-24 19:58:58 -0400 <flizzle716> @Gav4955 @Idealogicaltwo @debbie_trame @profcarroll @justinhendrix @realDonaldTrump so, you're just going to ignore your leaders tweet about Obama knowing about Russian collusion and doing nothing about it, huhn?
878764418460512257 2017-06-24 19:58:58 -0400 <RealMichaelCote> @anneetoniiahh @9Laura21 @tLarsenNo @laud939 @elegirl04 @SteveinMinn @TheKevinDent @ElitevtownVoter @realDonaldTrump @FLOTUS lol Someone is sounding desperate. Obama was a fraud. Bush was a sellout and Clinton was a rapist. Nope Trump is doing fine indeed.
878764418259185664 2017-06-24 19:58:58 -0400 <BruceMHicks> @kblidook @realDonaldTrump I would worry about breaking some of the solar cels, but that is a canadian thing, i am thinking motor bikes &amp; ATVs from Mexico
878764415537082369 2017-06-24 19:58:57 -0400 <Jo_Su> @realDonaldTrump Bollocks
878764414538743808 2017-06-24 19:58:57 -0400 <pswilliamsii> @mike_pence @realDonaldTrump So maybe let the rest of @GOP know so they can kill #AHCA and actually protect veterans
878764413532205057 2017-06-24 19:58:57 -0400 <brendacriswell2> @DineshDSouza @DonaldJTrumpJr @CNN @realDonaldTrump CNN you SUCK!!
878764411074248704 2017-06-24 19:58:56 -0400 <WokeAF23> @tedlieu @realDonaldTrump Preach it Tedddddddd!!!!! ❤❤❤❤
878764411040800769 2017-06-24 19:58:56 -0400 <TheRichieWilson> You can almost see the adult diapers on @POTUS @realDonaldTrump  https://t.co/pHwsgju4Cw
878764411024011265 2017-06-24 19:58:56 -0400 <IlseMI2> @realDonaldTrump LOL
878764410625548288 2017-06-24 19:58:56 -0400 <BaghdadJIMWADE> @realDonaldTrump Go Nat TV a la Kennedy, Johnson, Nixon, Reagan, Bush. We'd get the votes.  Explain Ur pushing MedCaid back 2the states. Not reducing
878764410491338753 2017-06-24 19:58:56 -0400 <KindaLikeDakota> @realDonaldTrump Focusing on what T will do to weasel his way out.
878764408285138945 2017-06-24 19:58:56 -0400 <Brianrrs37> @realDonaldTrump You mean make WW2 Germany Great Again.
878764406942957568 2017-06-24 19:58:55 -0400 <Katb923> @realDonaldTrump you are flat out incompetent. You are now doing nothing about securing us from Russian intervention. Such a child.
878764405445537792 2017-06-24 19:58:55 -0400 <masskitty> We need the all the young people to get energized. @realDonaldTrump doesn't care about your future, all he cares about is his childrens
878764404761739264 2017-06-24 19:58:55 -0400 <UsChmela> @DonaldJTrumpJr @realDonaldTrump I ❤️Johnny Depp better than Ted Nugent &amp; Al Baldasaro
878764404266815488 2017-06-24 19:58:55 -0400 <lynnjvind> @realDonaldTrump That's BS.
878764400966029313 2017-06-24 19:58:54 -0400 <PJMcCoy8> @realDonaldTrump Bunch of self serving liars.
878764400219484160 2017-06-24 19:58:54 -0400 <ToriKilburg> @realDonaldTrump @POTUS Why would Obama "not want to hurt Hillary," when Russia wanted YOU to win?? Sounds like they didn't want to hurt you &amp; give you a fair shot.
878764399791616001 2017-06-24 19:58:54 -0400 <ToddTrudgeon> @mike_pence @realDonaldTrump Stop lying
878764399086845953 2017-06-24 19:58:54 -0400 <ZemanLynnZ> @adamcbest @realDonaldTrump This is the very INCONSISTENCY that will take him DoWn 👇🏼
878764398910812160 2017-06-24 19:58:54 -0400 <WitnessEye> @realDonaldTrump our gov has spent 1,000,000,000,000,000, you get the point. Prohibition has never worked. @RonPaul knows...
878764397543477248 2017-06-24 19:58:53 -0400 <mindofamisfit1> @_Sp3cter_ @Tellall2012 @pnehlen @realDonaldTrump Commie bot
878764395387510784 2017-06-24 19:58:53 -0400 <dinosaurj67> @realDonaldTrump Companies are pulling out bc of the uncertainties  YOUR administration is creating around subsidy reimbursement. More lies from Donald Trump
878764395257634817 2017-06-24 19:58:53 -0400 <Adquerir> @realDonaldTrump @marcorubio @Almagro_OEA2015 @ONU_es @PARLASUR @Europarl_ES @cancilleriasv @mfespinosaEC @CARICOMorg  https://t.co/WC1dkZSARJ
878764394296901632 2017-06-24 19:58:52 -0400 <fifty7lin> @realDonaldTrump You are your own worst enemy (which is entertaining to watch, but not good for this country).
878764391004491776 2017-06-24 19:58:52 -0400 <JessiePaladine> @AgentScully2017 @LastJedi_Luke @realDonaldTrump @POTUS @1Jedi_Rey @gbmnyc @TheSWPrincess @COPicard2017 @1DareDevil2017 @mmpadellan @LauraRoslin2017 @whiplash_Resist @MrScottLads Why can't he be both?
