878764673947975681 2017-06-24 19:59:59 -0400 <Make_USA_Blue> .@realDonaldTrump in translucent manties.  That's just vile. 😷🤢😷  https://t.co/jwItHTiyYT
878764670882115584 2017-06-24 19:59:58 -0400 <vmbcruz07> @realDonaldTrump Hahahaha! As usual trying to shift focus on someone else Unfortunately you are the president &amp; there is a Russia/Trump investigation NOW
878764669506383872 2017-06-24 19:59:58 -0400 <MulleBarb> @baukenstain @jules_su @realDonaldTrump Amen to that
878764669447569410 2017-06-24 19:59:58 -0400 <Apocalilly> @ZeeboInk @RobTheBaker45 @steph93065 @StoicAdvantage @Braveheart_USA @realDonaldTrump @NSAGov @AppSame @Lrihendry @DrMartyFox @ChristieC733 @LeahR77 @We_R_TheMedia @LoDuv @phil200269 @carrieksada Just pop the pimple that is Trump. Please, someone please.
878764666964525056 2017-06-24 19:59:57 -0400 <nrXic> @bunsofun @MelissaDBanks @jules_su @YBains_ @realDonaldTrump Than you a soldier*
878764666729746434 2017-06-24 19:59:57 -0400 <kmfrave> @realDonaldTrump Coal is a very dirty fuel.  It is a resource and it is in the USA, but windmills, water mills, and sunlight are clean &amp; in US
878764666251599872 2017-06-24 19:59:57 -0400 <BMichael_Nelson> @realDonaldTrump Because Obama is not Trump. The Trump we know would have released the simply rushed to Twitter rather than trying to know the facts.
878764662569021440 2017-06-24 19:59:56 -0400 <FSMex_> @pnehlen @realDonaldTrump #MAGA? How? By isolating it? By being embarrassed for the Russian Medling? Or how?
878764662405435392 2017-06-24 19:59:56 -0400 <BlueC5Guy> @williamlegate @HillaryClinton @realDonaldTrump Surprised how well he tweets with such tiny little hands... Must be Jared doing his Twitter  blocking. Since Don is busy "Blocking" Jared...
878764662048776194 2017-06-24 19:59:56 -0400 <SadOrangeMan> @realDonaldTrump Focus on Hitler, Napoleon and Genghis Khan!
878764661767667712 2017-06-24 19:59:56 -0400 <juuuust_sayin> @Im_TheAntiTrump @realDonaldTrump LOVE THIS!!!!!  Will drive Big Orange insane.  😃
878764660660609025 2017-06-24 19:59:56 -0400 <AmyFabella> @realDonaldTrump @realDonaldTrump don't forget our veterans President Trump👏🏼👏🏼👏🏼
878764660169871361 2017-06-24 19:59:56 -0400 <Paulett57911241> @realDonaldTrump You are the one who benefited so you are the one to focus on. Paranoid???
878764657149956097 2017-06-24 19:59:55 -0400 <MrsRochesterNY> @pnehlen @realDonaldTrump Remember when Trump said everyone would be covered? He lied.
878764654079684608 2017-06-24 19:59:54 -0400 <FRVpawps> @realDonaldTrump ....2 get rid of OC. He's a fighter cuz he's an American country boy! A lesser person would B dead by now!  This....
878764652171325441 2017-06-24 19:59:54 -0400 <ZemanLynnZ> @realDonaldTrump and we ALL know it @realDonaldTrump  https://t.co/YlSGswMrSF
878764649973514241 2017-06-24 19:59:53 -0400 <literarilyme> @tonyposnanski @Dangchick1 @realDonaldTrump America used to be a calm, relaxing place. Suddenly, the Chaotic-in-Chief ruined us (and it's only been 150+ days!). 🙃
878764649889624064 2017-06-24 19:59:53 -0400 <Mommahu> @realDonaldTrump Here's the deal. You hold the office. Today. Suck it up and start acting presidential.
878764648757166080 2017-06-24 19:59:53 -0400 <Nofilter_Senior> @amirandarights @NBCNews @realDonaldTrump @POTUS Upchucking in my mouth!...gagging  me"😳😳
878764648413118468 2017-06-24 19:59:53 -0400 <aliinwa> @realDonaldTrump Please stop.  You are an embarrassment.  Just resign and we'll forget this ever even happened.
878764648169967618 2017-06-24 19:59:53 -0400 <jjerseyguy> @realDonaldTrump Are you conceding they meddled?  Sounds like it. Can't have it both ways. Now do something to make sure it doesn't happen again.
878764644764176384 2017-06-24 19:59:52 -0400 <mgtex> @dinhi45 @realDonaldTrump Same here. He is evil and scares the crap out of me.
878764642394353664 2017-06-24 19:59:52 -0400 <Porkins_Lives> @Mindpollution3 @singlepayer @RJSzczerba @realDonaldTrump For a @POTUS who fat shames people, I'd say he needs to buy a new mirror @realDonaldTrump
878764639391109121 2017-06-24 19:59:51 -0400 <Ramo5769> @jules_su @realDonaldTrump @realDonaldTrump Only talks about Obama Hillary and points fingers. Some fat guy in Trump Tower sitting in his underware hacked the election
878764639219142658 2017-06-24 19:59:51 -0400 <madihasson> .@realDonaldTrump happy pride month!!  https://t.co/2jRCkyOnkJ
878764638564909056 2017-06-24 19:59:51 -0400 <BraunStroman_WW> @realDonaldTrump Hell yea!
878764637935865858 2017-06-24 19:59:50 -0400 <michellemckendr> @realDonaldTrump Oo Oo Oo!  Pick me! 🖑 Pick me! 🖑 I know the answer to this one!  MAGA!  Resign!  Only then will America Be Great AGAIN. 🇺🇸
878764636362985472 2017-06-24 19:59:50 -0400 <JOLYZOO> @realDonaldTrump So leave - ok??? #AHCAKills #TrumpLies #TrumpObstructed #TrumpRussiaCoverUp  #justGoAwayLoserTrump
878764635788201984 2017-06-24 19:59:50 -0400 <chuckcarpenter0> @realDonaldTrump I just became the biggest Johnny Depp fan ever!!
878764633959673856 2017-06-24 19:59:50 -0400 <Karmastrophic_> @realDonaldTrump @POTUS @VP @SpeakerRyan @GOP @PRyan @HouseGOP @SenateMajLdr @SenateGOP @tedcruz @ChuckGrassley  https://t.co/zG86s8ZXfE
878764631447134208 2017-06-24 19:59:49 -0400 <Nik20648150> @anirvanghosh @realDonaldTrump @arcapital1212 Your proof, sir? Russians like to hack personal information like social security numbers so they can sell that information.
878764626225266693 2017-06-24 19:59:48 -0400 <My_Echo4> @kings69s @ToddleTunes @TheBabyGuyNYC @realDonaldTrump ...Wha?
878764623452938240 2017-06-24 19:59:47 -0400 <MichaelJayDFS> @BasedOffMyName @FoxNews @realDonaldTrump No, you know nothing about me.  Go to law school, and then come back a smarter person, then talk trash on twitter.
878764618583162882 2017-06-24 19:59:46 -0400 <msmeredithm> @realDonaldTrump Hello you sick fool.  How about shutting your tweet trap!!
878764615802421249 2017-06-24 19:59:45 -0400 <brainouty> @realDonaldTrump If God takes you home before December, you'll wish you didn't lie so much.  You and all your entourage.
878764614829445120 2017-06-24 19:59:45 -0400 <preachur> @Moje1knobe @Spitfirehill @DrCraigMalkin @realDonaldTrump @NPR 'Huffing'ton Post??? This Doc has been 'huffing' SOMETHING. 🤣
878764612492984320 2017-06-24 19:59:44 -0400 <Ronynscreed> @realDonaldTrump How about we examine all of it and root out the whole truth.
878764608139304960 2017-06-24 19:59:43 -0400 <jdplumbingco> @realDonaldTrump So they Let Fall in the street . Not one step up To hold her and let her rest on there shoulder
878764607824736256 2017-06-24 19:59:43 -0400 <beckstrom68> @Jason_Chatfield @realDonaldTrump I think it's night, night time. The Ambien kicked in.
878764607590084609 2017-06-24 19:59:43 -0400 <Elderta> @realDonaldTrump Your allcaps is stuck.
878764604595216384 2017-06-24 19:59:43 -0400 <jmattox3> @realDonaldTrump Obama?
878764603986989056 2017-06-24 19:59:42 -0400 <tamzheartbeats> Psssst....@realDonaldTrump the #gays are taking over 🌈 #HappyPride #sfpride2017
878764599230644224 2017-06-24 19:59:41 -0400 <Varex_Sythe> @darlenewise39 @JoeCoolSpivey1 @truthsp3ak @MaryMalouse @mikelloyd9 @gerardamo2 @sheipet912 @Bakedbaked_Kira @Dihaggis @aruegger @Digihumanoid @VoiceOverPerson @JohnJon535 @Calandr11640329 @lalexserra @GOBLUE37 @CivilDefenseGOV @SpecialKMB1969 @sthack99 @AliAbunimah @realDonaldTrump But that's okay. I'm sure you've contributed a lot to society as a snide wench and housewife, who only speaks when spoken to in public...
878764596080906241 2017-06-24 19:59:41 -0400 <jevkie> @realDonaldTrump your not the man child to do it
878764593589489665 2017-06-24 19:59:40 -0400 <YorkieMom_3> @DineshDSouza @DonaldJTrumpJr @CNN @realDonaldTrump For about the millionth time &amp; WaPo, MSNBC you name it! #AmericaFirst #FakeNews #Trump2020
878764591286812673 2017-06-24 19:59:39 -0400 <JoJoFreakBoy> @emanpatsfan @idebunkforme @RJSzczerba @realDonaldTrump I could say there's a teacup orbiting venus and you couldn't prove me wrong. But it's my job to prove my argument.
878764590590550016 2017-06-24 19:59:39 -0400 <BethLynn> @realDonaldTrump  https://t.co/eQmUGfzXec
878764587998470145 2017-06-24 19:59:39 -0400 <AlanBradford55> @realDonaldTrump @immigrant4trump Because they thought Hillary had no chance of losing. Surprise America was feed up.
878764586928926720 2017-06-24 19:59:38 -0400 <willytrimble> @realDonaldTrump #twittwat #orangeasshat #resign before you kill us all #fuckstick
878764586664644609 2017-06-24 19:59:38 -0400 <ali_hulmes> @realDonaldTrump “We’ve had vicious kings &amp; we’ve had idiot kings, but I don’t know if we’ve ever been cursed w/ a vicious idiot boy king!”  https://t.co/USDV9jvdcL
878764586412818433 2017-06-24 19:59:38 -0400 <NickRapscallion> @realDonaldTrump Taking away healthcare from poor and giving tax breaks to the rich. Is this the "tremendous, beautiful, amazing, not-sad" healthcare
878764576564752384 2017-06-24 19:59:36 -0400 <elainesgems> @JacobAWohl @realDonaldTrump Do some research. It was Iran's money.
878764576506097664 2017-06-24 19:59:36 -0400 <jerzygirl45> @PACOSCBIAF @HeathABertram @mike_pence @realDonaldTrump Riiiight. Much better to work at it in secret, then complain that Dems aren't being cooperative.
878764575977607169 2017-06-24 19:59:36 -0400 <autodafe20> @markhack512 @bdgrabinski @realDonaldTrump Being a distraction and being false are two different things. So what's the point of this post?
878764575461715968 2017-06-24 19:59:36 -0400 <trump45traitor> @realDonaldTrump You have been trying to kill it every dice u started your illegitimate presidency
878764575272779782 2017-06-24 19:59:36 -0400 <DervishWaking> @realDonaldTrump Last I checked, @SenDeanHeller isn't a Dem, but he's still not voting for your shit-ass plan. Think "promote general the welfare..."
878764571015745536 2017-06-24 19:59:35 -0400 <trumpsanassh0le> @SharonAtlangel3 @MarcsReviews @mike_pence @realDonaldTrump This has NOTHING to do with Obama. He's out of office. Trump LIES. Fact.
878764568536690688 2017-06-24 19:59:34 -0400 <MaureenHolt> @cprimages @realDonaldTrump Can you imagine the tantrum Trump would've had if they had said something before the election? The Twitter tantrum would've been epic!
878764564808171520 2017-06-24 19:59:33 -0400 <LockHimUp4> @realDonaldTrump Just get out! Run away and never come back and we'll let u off obstruction
878764561452630016 2017-06-24 19:59:32 -0400 <BartBrite> @realDonaldTrump it's always somebody else's fault, isn't it, Donald? You never do anything wrong, do you.
878764560768933888 2017-06-24 19:59:32 -0400 <riverliffie> @realDonaldTrump AP FACT CHECK: Trump And Missions Unaccomplished  https://t.co/6lbZywveHv via @TPM
878764560345419776 2017-06-24 19:59:32 -0400 <AnjaBuchhorn> @realDonaldTrump #ImpeachTrump
878764555131813889 2017-06-24 19:59:31 -0400 <BakhshayeshAli> @realDonaldTrump He called Castro as a bad regime why?elaborate
878764553739350021 2017-06-24 19:59:30 -0400 <DanaADeplorable> @mattmfm We need something not mean like @realDonaldTrump says!! Do your job @McConaughey and @SpeakerRyan!!!!
878764552367861760 2017-06-24 19:59:30 -0400 <Traconesu> @CindyBBATSB @pieman657 @VonRemenstein @MargieKay5 @LouDobbs @FoxNews @realDonaldTrump Many Hollywood people are also afraid of Trump because they know Trump &amp; Sessions are coming after them as pedophiles next &amp; their days #ed.
878764551428288512 2017-06-24 19:59:30 -0400 <emperorxclothes> @realDonaldTrump No, that's not at all what they said.  You had spouted one of your ridiculous conspiracy theories about the election being rigged.
878764551373717505 2017-06-24 19:59:30 -0400 <DJDOPEBEATS> @therealroseanne @melissa3070 @MrsScottBaio @TomArnold @realDonaldTrump Seriously @therealroseanne Im not seeing this article anywhere.? Only other articles that cite NPR. Are you sure you didn't mean the onion?
878764551222591489 2017-06-24 19:59:30 -0400 <classicNavalAir> @DineshDSouza @realDonaldTrump @AlanDersh They still don't get that you can't rattle #DonaldTrump
878764550937600000 2017-06-24 19:59:30 -0400 <Eli_on_3> @realDonaldTrump @marcorubio  https://t.co/MvDMr88B5N
878764550539038720 2017-06-24 19:59:30 -0400 <JasonQian127923> @realDonaldTrump 一个总统哪有那么多时间发推特，真TM误国
878764550102818817 2017-06-24 19:59:30 -0400 <tracivaden> @realDonaldTrump I truly hope you can help all the people you promised you would. Quit being a divisive, incompetent, lying jerk. Take care of Russia now!
878764549654159361 2017-06-24 19:59:29 -0400 <jeffAndersonUSN> @thehill @realDonaldTrump:  read the WP. Or ask your Depts. don't ask us.
878764548878213120 2017-06-24 19:59:29 -0400 <YimbyTim> @Cali_Deplorable @LSchufletowsk @jules_su @Here2Resist @realDonaldTrump Seth Rich is a conspiracy theory put out trashy right wing rags like Breitbart. You should be ashamed for for spreading this bullshit myth
878764546214723585 2017-06-24 19:59:29 -0400 <cnklnblnd> @realDonaldTrump @POTUS It's cool when you like and retweet your own tweet
878764536190382080 2017-06-24 19:59:26 -0400 <MacGyverOTRatla> @NJS230 @BreitbartNews @realDonaldTrump Show me a trail of bodies from Trump that is longer than Hillary's.
878764530163228672 2017-06-24 19:59:25 -0400 <be4_bama> @jules_su @realDonaldTrump Give everyone the same health insurance Congress has
878764527315283968 2017-06-24 19:59:24 -0400 <sweepcave> #Healthcare is  #WealthCare #Resist----&gt;   @realDonaldTrump   #PaulRyan #Trump #Twitler #MillionsWillDie   #TheResistance  https://t.co/Thxn9ot9oJ
878764526820220928 2017-06-24 19:59:24 -0400 <nama_jen> @realDonaldTrump Go do some work.  That's what your we elected to do.  Not spend time on twitter.
878764525838778370 2017-06-24 19:59:24 -0400 <1980altkek> @realDonaldTrump Thats right
878764523926192128 2017-06-24 19:59:23 -0400 <kittyFitz50> @CindiRight @TeaPainUSA @realDonaldTrump but does it hurt?
878764523704004609 2017-06-24 19:59:23 -0400 <medic427> @realDonaldTrump I think that Obama n Hillary n Comey n etc need to be investigated. Charges against Comey  n other leakers asap!!!
878764519228547072 2017-06-24 19:59:22 -0400 <VincentWaller72> @HashtagArtsie @realDonaldTrump Do your research: the republicans made sure that major parts of it would fail.
878764517412315136 2017-06-24 19:59:22 -0400 <solisdoug1> @RJSzczerba @realDonaldTrump No way. That takes time away from his golf!
878764517278330880 2017-06-24 19:59:22 -0400 <BetsyPenot> @DineshDSouza @DonaldJTrumpJr @CNN @realDonaldTrump Trumps tweets then says not true. Oops, he lied 😂   Jr, really, ck if we can turn it back on you 🙄
878764516430848000 2017-06-24 19:59:22 -0400 <junren65> @TarynStanford @realDonaldTrump @POTUS You're the one.👍🏼😊
878764513830555649 2017-06-24 19:59:21 -0400 <BethGoldHux> @ggary59 @lmh3072 @GoshenBLB @TheKevinDent @realDonaldTrump Please, this is serious. Trump is likely compromised and this affects all of us not as Dems and Reps, but as Americans
