953416574098079744 2018-01-16 18:59:59 -0400 <TerriIsSickOfU> @SenateDems @realDonaldTrump Yes. He will.
953416541340495872 2018-01-16 18:59:51 -0400 <royaldame19> @JackPosobiec @realDonaldTrump Is Twitter addressing these hacks?  or did Twitter show them how to do it?
953416540929523712 2018-01-16 18:59:51 -0400 <LynnCEO> more lies you just can't stop can you donnie.. @realDonaldTrump  https://t.co/tF0GTbsN8M
953416540602413056 2018-01-16 18:59:51 -0400 <509ShawnG> @FoxNews shelved story on @realDonaldTrump and porn actress Stormy Daniels before election  https://t.co/RL5t1D61rW
953416540287676416 2018-01-16 18:59:51 -0400 <BigIrv426> @AnnCoulter @realDonaldTrump I remember someone else on Bill Maher show being laughed at crazy-loud......Have you been asked back yet to be given an apology?  #HellFreezes
953416538933157888 2018-01-16 18:59:51 -0400 <HotPursuit4> @Chicago1Ray @realDonaldTrump If anyone needs sone clarification.... It is a shithole .... So where's the beef?
953416537943298049 2018-01-16 18:59:50 -0400 <debmcnutt> @Laura143Detroit @PressSec @realDonaldTrump At some point you have to turn the mirror on yourself @Laura143Detroit
953416537641275392 2018-01-16 18:59:50 -0400 <RobynForZen> So @realDonaldTrump how'd that meeting with #Kazakhstan go, today? They got your back on all your illegal money laundering? ...way in over UR head #DonTheCon 😏@ResistanceParty @perlmutations  @robreiner @IndivisibleTeam @TeaPainUSA @tedlieu @Rosie @FBI @DHSgov @NYPDSpecialops
953416535787425792 2018-01-16 18:59:50 -0400 <RobertStuScott1> @realDonaldTrump Tell U what 'THE PUBLIC GETS', Trump! Ur LAUNDERING MONEY for FOREIGNERS is FACTUAL! Good economy is due to U HOCKING U.S. $2-TRILLION MORE!
953416533384007681 2018-01-16 18:59:49 -0400 <24KDiamondstar> @adayintheday @realDonaldTrump Hey, shit hole, they moved here legally.
953416532536668162 2018-01-16 18:59:49 -0400 <One_Onyx_Night> @LiveLoveLifeDo @AgitatorsNeeded @realDonaldTrump ...whilst he's in his "tighty whities".....revenge is sweet beauty contestants.
953416532125614080 2018-01-16 18:59:49 -0400 <bobwager2> @mary4ce @realDonaldTrump   https://t.co/UIylO1E3mN
953416531874058240 2018-01-16 18:59:49 -0400 <BobbyHardcastle> @realDonaldTrump Will tomorrow be Freedom From Religion Day? Asking for a friend...
953416529206427648 2018-01-16 18:59:48 -0400 <edgary1> @TravisAllen02 @SoMeMediaInc @realDonaldTrump Why don't you and Cory Booker go somewhere and cry together???? WAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
953416528153718784 2018-01-16 18:59:48 -0400 <BHTBritanico> @darren_dp52 @JacobAWohl @realDonaldTrump @WhiteHouse Thank you for pointing that fact out.  Any fat finger hovering over a big red buttion will undo all that growth in a flash of light.
953416525972680704 2018-01-16 18:59:48 -0400 <speakenup> @realDonaldTrump Bullshit
953416525687508992 2018-01-16 18:59:48 -0400 <MartinM84301175> @realDonaldTrump @FoxNews Just try one day!! Just one Donny without lying.. Have you given a date to  Duterte for his visit to the Oval Office.. If he asks u a hard question point to the door like today in response to a journalist doing his job (ie to ask questions) and say OUT.
953416522667569152 2018-01-16 18:59:47 -0400 <APBTerrier> @RepMaxineWaters @realDonaldTrump   https://t.co/KgzYLuY1eT
953416516535574528 2018-01-16 18:59:45 -0400 <AcThumb> @DeepStateDogs @realDonaldTrump This!
953416515801505792 2018-01-16 18:59:45 -0400 <stretchgarrett> @realDonaldTrump @FoxNews Man, you high right now?! Lol GTFOH
953416512911667201 2018-01-16 18:59:44 -0400 <LucyAppa> @kurtoonist @realDonaldTrump He's not very bright.
953416512185958400 2018-01-16 18:59:44 -0400 <Preshus1205> @realDonaldTrump @FoxNews You’re such a 🤬🤬 lie! Nothing you did helped BLACK Americans, we still don’t like you! And never will .. somebody get this 🤡🤡🤡
953416509610602496 2018-01-16 18:59:44 -0400 <jefe_viejo> @brianstelter Good for @realDonaldTrump !!!
953416509145174016 2018-01-16 18:59:44 -0400 <CynSg65> @realDonaldTrump A 39-year-old Detroit man who had lived in the U.S. for nearly 30 years and had long sought legal status, has been deported to Mexico #Shameful #UnfitToBePresident  #ShitholePresident  #TheResistance
953416508289495042 2018-01-16 18:59:43 -0400 <aes87> @1BADMFYO @nickoneill @catherinebh @realDonaldTrump Coal fumes and microwave dinners.
953416507614269442 2018-01-16 18:59:43 -0400 <carter_probably> @realDonaldTrump @realDonaldTrump secondly, how do feel about Wakanda granting asylum to terrorist James Buchanan Barnes?
953416504757964801 2018-01-16 18:59:43 -0400 <Praymond713> @Emolclause @maddow Of this a normal presidency with a fully functioning adult at the helm it would be. This is @realDonaldTrump they expect him to be a criminal.
953416504283836416 2018-01-16 18:59:42 -0400 <KgKathryn> @MarilynT4 @njterrie @ReporterPhoenix @abronxchick @tess_tess2 @pays2play59 @realDonaldTrump  https://t.co/YChuLBSLaj
953416502312652801 2018-01-16 18:59:42 -0400 <LilTeamkimlisa> @realDonaldTrump @potus @FoxNews  https://t.co/FFG46BhtiV
953416501473705985 2018-01-16 18:59:42 -0400 <macaraluv> @realDonaldTrump  https://t.co/EClu1LopOI
953416501461241856 2018-01-16 18:59:42 -0400 <mags2198> @realDonaldTrump So when is Melania leaving. Gold digging doesn't qualify under a merit based system. In fact, you shouldn't even be here because your dad wouldn't have qualified either. Time to go!
953416501377294342 2018-01-16 18:59:42 -0400 <Jackienurse11> @realDonaldTrump I am no fan of anything that loser obama did! Still want to see him charged with treason!
953416501201010688 2018-01-16 18:59:42 -0400 <debbyrne52> @DonnaWR8 @realDonaldTrump You have lied (again).  https://t.co/Nck0ndTYqc  https://t.co/e3LClDv3Vo
953416500936892417 2018-01-16 18:59:42 -0400 <rossjudd> @RRD_Montana @Bigmaneric97 @ConanOBrien @realDonaldTrump Too bad that it had NOTHING to do with Trump!
953416500148359170 2018-01-16 18:59:41 -0400 <bethechange5432> @realDonaldTrump @WhiteHouse Of course he welcomed him. $$$$$ @maddow schooled us all last night on Trump's ties to dirty money with Kazakhstand.  #TrumpCrimeFamily  https://t.co/H7fo7YZZX8
953416499745705986 2018-01-16 18:59:41 -0400 <csutton1959> @whitejaegar @IsraelUSAforevr @realDonaldTrump @AmericanHotLips It's not over yet
953416499544420353 2018-01-16 18:59:41 -0400 <JuanitaPuce> @30_plus_1 @jbrownridge @realDonaldTrump @WhiteHouse It has everything to do with ethics.  That is why there are ethics oversights and why Trump signed an ethics pledge.   He does owe me something.  He works for us.  I have every right to question his actions. Supply proof for any of the conspiracy theories you listed.
953416497443024898 2018-01-16 18:59:41 -0400 <tedtoake1> @EnchantidAgain @Alyssa_Milano @realDonaldTrump ...yes, but you’re not really interested in an answer to the question anyway...but just in case you really are...the right to a world without endless storms, a rising shore, endless fires &amp; air you can still breathe...
953416497057140738 2018-01-16 18:59:41 -0400 <ImpeachTrumpPLZ> @realDonaldTrump Maybe if you didn’t. Ore time talking to other leaders in the world and treating them with respect they might actually want to develop a diplomatic solution.   But all you do is tweet and spur garbage and hate and disgusting insults to Americans foreign leaders.
953416496683905025 2018-01-16 18:59:41 -0400 <xmarxthespot001> @realDonaldTrump Liar, we need to impeach the POTUS!!!
953416495110922241 2018-01-16 18:59:40 -0400 <oigveh> @Dawnm90 @realDonaldTrump They haven't even stated what happened in Vegas yet. Changes daily then silence. Now it's reported there was another shooter
953416494934769664 2018-01-16 18:59:40 -0400 <markrahner> The doctor who pronounced @realDonaldTrump in "excellent" health also must have really been impressed by that adonis, Steve Bannon.   https://t.co/zfG90nZtJA
953416494293143553 2018-01-16 18:59:40 -0400 <suzi4738> @JulianSvendsen @realDonaldTrump 100%
953416492841947136 2018-01-16 18:59:40 -0400 <KCGrate> #NorthKorean state media mocked @POTUS @realDonaldTrump's #tweet referencing the size of his nuclear button as the "spasm of a lunatic."   An accurate description of #Trump.  #SpasmOfALunatic. Let's see if he takes the bait on that tweet. #MORON
953416491860418560 2018-01-16 18:59:39 -0400 <pie_posie> @realDonaldTrump if you are mentally stable and sound then I want off this planet! Do your research, learn your own history, learn to run a business and then come back to try and be the most powerful man in the world.
953416491369611264 2018-01-16 18:59:39 -0400 <Bjsmith91730> @catherinebh @nickoneill @realDonaldTrump What has he done?  Saying he has done more than anyone else is not a fact or statistic
953416490153230336 2018-01-16 18:59:39 -0400 <sswatson1776> @realDonaldTrump and racism.  https://t.co/jeYgNjTxGD
953416489805238272 2018-01-16 18:59:39 -0400 <TheSeaFarmer> @KatrinaCampins @realDonaldTrump Ol' mumbly magoo talking the best words
953416488341286912 2018-01-16 18:59:39 -0400 <brianmwise> And to be clear - I somehow doubt @realDonaldTrump ever took a test in his life that he didn't practice or pay someone off to get right answers beforehand.
953416488148455424 2018-01-16 18:59:39 -0400 <sharondonohue1> @realDonaldTrump How much did you pay the doctor  https://t.co/8ifFZXKOM3 will go down in history as the most hated racist president EVER.YOUR CHILDREN ARE HEADED TO PRISON
953416486760181762 2018-01-16 18:59:38 -0400 <Spaniard8888> @FoxNews @andrewklavan @realDonaldTrump It only works for 18% of the country The man is toast. He's a rude, lying bigot.
953416485296394241 2018-01-16 18:59:38 -0400 <PaulStephanis> @realDonaldTrump   https://t.co/UhzxmjpNru
953416483740246021 2018-01-16 18:59:38 -0400 <UltimateEmpath> @SubyGurl @ColMorrisDavis @realDonaldTrump @BarackObama Oh really? So what does God do when a priest sodomizes a little boy? Lemme guess, those are just lies. Never happened. I can't believe they think God is up there in the clouds controlling the weather, just waiting for anyone with the nerve to criticize a thrice married pedophile.
953416482465050624 2018-01-16 18:59:37 -0400 <gobble_r> @realDonaldTrump What about town like live in. There is crimes going on everyday. One guy ,a cop and city hall have been playing God with my life and others,and no one will listen to me for 6 years. You are the only one can help me. PLEASE🤗
953416482322636801 2018-01-16 18:59:37 -0400 <TheScenicCynic> @realDonaldTrump It's entirely necessary for survival. though, I doubt that those who don't believe or know the word of God would know that. No believer is perfect. No believer is criminal. All who deny the creator are wrong. I just hope they realize it before it's too late. 🕆
953416482154741760 2018-01-16 18:59:37 -0400 <betocreativo> @RoccodelPrado @realDonaldTrump Tú juras que a Trump le interesa Venezuela.
953416481123061760 2018-01-16 18:59:37 -0400 <ConfessLibtard> @realBigBalls @realDonaldTrump His thinking is still full of cognitive distortions. You can believe you are the 'best' at everything yet still know where you are, what year it is, and who is president.
953416479667400704 2018-01-16 18:59:37 -0400 <JimmieWStafford> Never thought I'd say this but can we please shut down @TheOnion ? I'm afraid @realDonaldTrump is using it as a Presidential playbook.
953416476156923904 2018-01-16 18:59:36 -0400 <DirigoBlue> @realDonaldTrump Does anyone think Trump knows what this day commemorates?
953416476152623105 2018-01-16 18:59:36 -0400 <NDOG436015> @realDonaldTrump...he's such a Douchebag!!!  https://t.co/y2tjyRqqOK
953416474928013312 2018-01-16 18:59:35 -0400 <TBKexcalibur> @realDonaldTrump My religion is asking you to be my sugar daddy
953416473933856770 2018-01-16 18:59:35 -0400 <Nissan_R32_GTST> @realDonaldTrump   https://t.co/WWtDqACdVx
953416472537296899 2018-01-16 18:59:35 -0400 <conte_margaret> @realDonaldTrump Your numbers are bullshit as usual. You cannot be trusted sickening that you would do this
953416472382107648 2018-01-16 18:59:35 -0400 <sirgalahadbrave> @AshleySinclair0 @HaschkeHOFF @realDonaldTrump  https://t.co/WSqi1Ba94B
953416472084262912 2018-01-16 18:59:35 -0400 <SprigOfDrinal> @BigBen626 @spongieworthy @CBradleyXXX @JerrySexton2 @BieberAlanFan @realDonaldTrump No. I’m looking at the totality of the man’s public life as an aggregate. Weighing more recent events more heavily as people can and do change.
953416471492943875 2018-01-16 18:59:35 -0400 <balthsgirl> @Unpersuaded112 @realDonaldTrump   https://t.co/kl5kYSFX4u
953416470834438145 2018-01-16 18:59:34 -0400 <gator4life0601> @BrotherFlourish @realDonaldTrump May have some effect but you had teams come out and flat admit attendance was down this year due to Anthem protests. As far as TV numbers, red zone has been around for a while, it didn't suddenly cause a drop from last year to this year. It can be part of the "steady" decline.
953416465402793984 2018-01-16 18:59:33 -0400 <EddieLEnright> @ProudMichGirl @CeciliaVega @realDonaldTrump What was that a Liberal Senate Hearing.
953416464526118912 2018-01-16 18:59:33 -0400 <sn_abidemi> @realDonaldTrump @POTUS Great Info. Porn Star-In-Chief.
953416463607476224 2018-01-16 18:59:33 -0400 <sholeh_7102> @realDonaldTrump You mean chain migration like your in-laws?
953416463276154880 2018-01-16 18:59:33 -0400 <anne_stephen5> @kimfrederi 300 pound @POTUS found a second doctor to lie for him. And when Dr. Jackson said @realDonaldTrump was healthy enough to serve a "second term",  he proved himself just another Trump shill.
953416462798028800 2018-01-16 18:59:33 -0400 <esd2000> WH physician claiming @realDonaldTrump weighs 239lbs is what I’d call an #AlternativeFact.
953416460910649349 2018-01-16 18:59:32 -0400 <blainemitchell> @realDonaldTrump @WhiteHouse When will you be inviting King T'Challa to the White House? Oh sorry, he's black and from one of those Shithole countries in Africa.
953416460797337600 2018-01-16 18:59:32 -0400 <finn188> @Sassyonemeis @realDonaldTrump It was a legit election. Get over yourself. There will be another commie in office again someday I’m sure.
953416460784881664 2018-01-16 18:59:32 -0400 <DeceptiveDonald> @realDonaldTrump All this was in place before you came to office!
953416459463503872 2018-01-16 18:59:32 -0400 <astin_min> @realDonaldTrump did your doc give reasons for your chronic lying? you, he and the world know you ain't cognitively normal. #narcissistpsychopath #inept #ignorant #diabolicalantagonist
953416457165123584 2018-01-16 18:59:31 -0400 <bwolive> @realDonaldTrump Another day of golf for you!
953416457077055488 2018-01-16 18:59:31 -0400 <mithmine1> @realDonaldTrump Your late bub.  https://t.co/sKiVWBxMct
953416456573726720 2018-01-16 18:59:31 -0400 <amato_barry> @realDonaldTrump @WhiteHouse Way to go MrPresident
953416453931261952 2018-01-16 18:59:30 -0400 <martinkrafft> If it's true what they say about @realDonaldTrump's physical health then that's a bloody shame for the world.  Regarding his mental health, no expert opinion is necessary.
953416453486727168 2018-01-16 18:59:30 -0400 <ejgoldin> @realDonaldTrump @WhiteHouse Hope he didn't refer to it as a sh*thole!
953416452907917314 2018-01-16 18:59:30 -0400 <BareFootDave1> @realDonaldTrump   https://t.co/j5eAgprVVY
953416452844998661 2018-01-16 18:59:30 -0400 <GWabshinak> @seanhannity @realDonaldTrump Lets shit on the Constitution impeach the SOB before he destroys the Republic
953416452714975232 2018-01-16 18:59:30 -0400 <flit_s> @realDonaldTrump   https://t.co/uAaMXxz8tl
953416452681469952 2018-01-16 18:59:30 -0400 <Ayndrew> @realDonaldTrump Still no jobs  and pay is shit
953416451108438017 2018-01-16 18:59:30 -0400 <khole2012wa> @realWinstonMN @ike3940 @realDonaldTrump His picks were blocked because someone who has never worked or dealt with the education system, prolly isn’t the best person to be in charge of the education system.
953416450152202240 2018-01-16 18:59:29 -0400 <pierrestanley45> @PaterIndomitus @realDonaldTrump I would much rather hang around with the truth while it tied its shoelaces
953416449757990912 2018-01-16 18:59:29 -0400 <WhalerCane> @GeoScarborough @realDonaldTrump I find that an un-useful rabbit hole that distracts from his shitty record, but your brother @JoeNBC definitely believes it to be an issue.
953416448516509698 2018-01-16 18:59:29 -0400 <SomeRandomGuy5> @realDonaldTrump One is in excellent health. The other is Trump.  https://t.co/E1L78f5k0p
953416447807516672 2018-01-16 18:59:29 -0400 <ChiefGreyCloud> @SoMeMediaInc @realDonaldTrump You're a big fan of MS-13? Sorry...
953416446259933184 2018-01-16 18:59:29 -0400 <CindyForsythe1> @realDonaldTrump He didn’t tweet this. It’s grammatically correct and no CAPS.
953416445760868352 2018-01-16 18:59:28 -0400 <klp821100> @StockMonsterVIP @CNN @realDonaldTrump Fake fake, fake fake fake!
953416445047779335 2018-01-16 18:59:28 -0400 <AtahualpaYo> @julioastillero @marvinicio @JohnMAckerman Qué pasa @Change 1 Petición para EXPULSAR @JohnMAckerman d México? 1 orden directa d @realDonaldTrump? Molesta a USA su trabajo? #LatinoA hay n curso #NuevoPlanCóndor sic @MashiRafael Es #NWO Gana la Banca #Bilderberg #FMI Políticas #Exterminio con #GobTíteres @AlfredoJalifeR_
953416442912833536 2018-01-16 18:59:28 -0400 <YDogDem> @realDonaldTrump It's nice that you won't have the cover of mental decline as a basis for your illegal actions and treason. Congratulations. You're just abysmally stupid.
953416442908569601 2018-01-16 18:59:28 -0400 <43RDMANNY> @c_dz1 @Lildickkikejr @LindseyPelas @SycuanCasino @BovadaLV @_cesarjuarez @cesar @Enrique750Boost @FBI @irs @realDonaldTrump @ICEgov @YouJizzCom @Audi @DonTony @SoapyJoesCW @Lupio @elnino @Charly @victor @WeightWatchers plz help my friend out ! @c_dz1
953416441209982979 2018-01-16 18:59:27 -0400 <trumprussia1> @realDonaldTrump TRUMP THINKS WE'RE STUPID, HIS CULT IS. TRUMP IMPLYS IF YOU HAVE CHAIN MIGRATION OR A LOTTERY SYSTEM YOU WALK INTO OUR COUNTRY UNVETTED. THIS LATEST LIE FROM TRUMP IS JUST THAT. IF YOUR MOTHER IS HERE OR WIN THE LOTTERY YOU STILL UNDERGO THE SAME VETTING PROCESS AS EVERYONE ELSE.
953416440065019904 2018-01-16 18:59:27 -0400 <Ilikethename1> @hossp63 @realDonaldTrump Meanwhile still no libs carrying on about real African slaves being sold in Libya by other Africans, as we speak thx to Hillary Clinton. #BlackLivesMatter #BlackExcellence #BLACKSforTRUMP #BlackLightning
953416438869647360 2018-01-16 18:59:27 -0400 <sognavel1> @DonaldJTrumpJr @realDonaldTrump Just stupid 🙃 We The People are thrilled for the healthy Report of @POTUS
953416438575869953 2018-01-16 18:59:27 -0400 <RealCandaceO> At what point should @realDonaldTrump consider securing a restraining order against the media.  This is Swimfan status.
953416438374572032 2018-01-16 18:59:27 -0400 <JohnSta46541763> @realDonaldTrump @FoxNews Ya right this says it all!  https://t.co/qrr0ihOnnk
953416436977815553 2018-01-16 18:59:26 -0400 <ojodio_jodi> @realDonaldTrump @WhiteHouse Yes we know that you love your Dictators !
953416436822704128 2018-01-16 18:59:26 -0400 <daurner> @realDonaIdTrimp @realDonaldTrump Then quit F*CKING lying!
953416434775941120 2018-01-16 18:59:26 -0400 <5thdankenpodave> @LouDobbs @realDonaldTrump @RepMattGaetz @POTUS It not a witch hunt..Bannon is going to sing....more than M Flynn  https://t.co/FVhHji5Y0d
953416433064599552 2018-01-16 18:59:25 -0400 <hobicat19> @DTrumpPoll @realDonaldTrump @POTUS F
953416432137658370 2018-01-16 18:59:25 -0400 <MizThnderThighs> @realDonaldTrump War on drugs ain’t nothing but war on black and brown people. Seeing as the government is the ones who put drugs on the streets anyways.
953416432053874690 2018-01-16 18:59:25 -0400 <_realSasquatch> @greta @RT_Erdogan @realDonaldTrump @cuckooforcocoa
953416430132875265 2018-01-16 18:59:25 -0400 <Deranged_Rosso> @realDonaldTrump Your founding fathers didn’t give a hoot about religion, though.  https://t.co/Y1yBHuKcCQ
953416429780504576 2018-01-16 18:59:25 -0400 <SheilaKremer1> @realDonaldTrump And all of that 90% is self generated. #TrumpIsAMoron
953416428580872192 2018-01-16 18:59:24 -0400 <HONORTHE58> @realDonaldTrump THANK you Mr.  President
953416427150520320 2018-01-16 18:59:24 -0400 <lyn_mlovett3> @rolandsmartin @realDonaldTrump Nope.
953416425170984965 2018-01-16 18:59:24 -0400 <dwaynecobb> Abbreviated pundit roundup: Massive conflicts of interest at GOP(R)Trump's properties   @realDonaldTrump  @GOP    https://t.co/wTgdH9ukxV
953416424747425792 2018-01-16 18:59:23 -0400 <MarshaWrayLowry> @patriothates45 @realDonaldTrump 😷😺😼😸😹🙈
953416423459708928 2018-01-16 18:59:23 -0400 <freedomfrompol1> @SenateDems @realDonaldTrump Shut it down!
953416423224889344 2018-01-16 18:59:23 -0400 <Gina16369722> @realDonaldTrump Yes,let’s all chip in for the wall to shut damn democrats up...NO AMNESTY or we will never win an election agin ..the only reason why they want DACA is for votes
953416418107670528 2018-01-16 18:59:22 -0400 <xyzvnj> @realDonaldTrump  WHERE IS THE DONALD TRUMP WE ELECTED?                                           NO AMNESTY!
953416417797263360 2018-01-16 18:59:22 -0400 <DebCurl> @realDonaldTrump Did you forget about your run in 2000? Who forgets that?
953416416845336576 2018-01-16 18:59:22 -0400 <DadAndSonStuff> @SouthStandsVetr @catgrinner @Tamara95222391 @TalbertSwan @HopeRadio1 @realDonaldTrump @FoxNews For ex. Let’s say you had some power, I called u crazy/stupid. What would u do? Sit back and say whatever, your opinion, doesn’t effect me? While DT would write multiple insults about me to millions and then get his powerful friends to silence me... that isn’t normal? Lol
953416413846364161 2018-01-16 18:59:21 -0400 <Jude5253> @realDonaldTrump Yup we do get it.  And more are.  My lib friends are waking up.  Finally!  WooHoo 👏
953416413280178177 2018-01-16 18:59:21 -0400 <TheSnarkasm> @inman1_inman @dcexaminer @SuperNovaElite2 @realDonaldTrump @HillaryClinton ... we are at greater risk of attack than anytime since the Cold War, I couldn’t get a prospective employee a job here be his visa was rejected. And the world is laughing at us. America is failing.  And just remember that Google was built by immigrants. But stay racist.
953416412814594048 2018-01-16 18:59:21 -0400 <mloughlin> .@BorowitzReport nails it again @realDonaldTrump  "Scientists Baffled by Trump's Stunning Improvement in Health Since Vietnam Era
953416412521025536 2018-01-16 18:59:21 -0400 <Tommy_Mop> @realDonaldTrump We need the military more than ever BECAUSE of you. “Little Rocketman?” really? Grow up you CHILD.
953416411581476870 2018-01-16 18:59:20 -0400 <jdelgado50> @realDonaldTrump @FoxNews With this are you trying to explain that you are not racist? Try harder please.
953416411287818240 2018-01-16 18:59:20 -0400 <ambinc1> @seanhannity @talapu04 @realDonaldTrump GOOD !!!
953416410985844737 2018-01-16 18:59:20 -0400 <JeremyTerrard> @realDonaldTrump @FoxNews Don’t put our names in your mouth. You haven’t done anything for us
953416410172215296 2018-01-16 18:59:20 -0400 <southsider4> Man are you dumb @realDonaldTrump  https://t.co/nLyzZhcBwb
953416408251228161 2018-01-16 18:59:20 -0400 <JOSEPHESTEVES3> @SenateDems @realDonaldTrump do not give him his wall. shut it down. he cannot be left unchecked
953416406845894656 2018-01-16 18:59:19 -0400 <MQBD66> @The_Pulpitist @realDonaldTrump @FoxNews You, my friend, are a bot. Good try.
