945081653172555779 2017-12-24 18:59:59 -0400 <Lambo21976> @MichaelRapaport @realDonaldTrump Tell his ass Mike!!!
945081607622418432 2017-12-24 18:59:48 -0400 <Moises77268049> @realDonaldTrump Trump all the way!!!
945081607601319936 2017-12-24 18:59:48 -0400 <Seth__Goldsmith> @realDonaldTrump Hell is wrong with you?
945081602035429376 2017-12-24 18:59:47 -0400 <sitnspinster> @scodogno @realDonaldTrump But we love herpes even more than you.
945081601888784385 2017-12-24 18:59:47 -0400 <BudNogle> @realDonaldTrump @FemalesForTrump Evidence of the power of Trump
945081597191180288 2017-12-24 18:59:46 -0400 <sallieheart> @realDonaldTrump You will be impeached.
945081596692049920 2017-12-24 18:59:46 -0400 <AussieProfessor> @realDonaldTrump Get off your damn phone you fool.
945081596620795904 2017-12-24 18:59:46 -0400 <MsRozic> Why is @realDonaldTrump so obsessed with constantly changing his Twitter banner photo?
945081595433832449 2017-12-24 18:59:45 -0400 <firedancerfan> @realDonaldTrump THANKS PRESIDENT OBAMA!
945081593147871232 2017-12-24 18:59:45 -0400 <alex87mol> @CNN My amazing @realDonaldTrump was just bring it to light and the F.BI. agent is a disgrace to this nation,to his badge and to the oath he took, Clinton's puppet at his best.
945081589867872256 2017-12-24 18:59:44 -0400 <kimcgreen1> @111Yoda @realDonaldTrump @TETELESTAI800 @blessprosperity @Kre8change #ABOMB #IAMYOU
945081588890599426 2017-12-24 18:59:44 -0400 <SABRINASPICE3> @ryandew75 @donnahnah @shawgerald4 @realDonaldTrump I posted on here I was keeping score of Republicans and Democrats who are dumb and rude. Libs weren't happy.  But guess who's ahead.
945081584545300480 2017-12-24 18:59:43 -0400 <marvymuse> @Seekandfind @GregShugar @realDonaldTrump One of the ignorati responsible for destroying America. Block it Fast
945081582468993024 2017-12-24 18:59:42 -0400 <happyhiker49> @realDonaldTrump Fake news should be destroyed.
945081573086556160 2017-12-24 18:59:40 -0400 <sallieheart> @realDonaldTrump You will be impeached.
945081573052784640 2017-12-24 18:59:40 -0400 <puxxled> @magnifique23 @CNN @nytimes @BBCWorld @realDonaldTrump Women have been agents of peace and equal rights. On the other hand, white women comprised a large demographic of Trump voters.
945081570377064452 2017-12-24 18:59:39 -0400 <sturgeonbay111> @butterfly4u4eva @shawgerald4 @realDonaldTrump Love this picture!!  It never gets old.
945081568690831362 2017-12-24 18:59:39 -0400 <mlili10> @shawgerald4 @realDonaldTrump What are u guys smoking?
945081568627900417 2017-12-24 18:59:39 -0400 <brashanonymity> @realDonaldTrump We don’t need FAKE NEWS to make the assessment that yours was the WORST Presidency of modern times... if not history! Congratulations! And Barack Obama’s inauguration crowd was much bigger than yours! That’s where this year of lies began!
945081567927554048 2017-12-24 18:59:39 -0400 <amywiseman> @MelFoti @realDonaldTrump Mel, you’re still one of my favorite people.
945081567856267264 2017-12-24 18:59:39 -0400 <mike03car> Retweeted Donald J. Trump (@realDonaldTrump):  Remember, the Republicans are 5-0 in Congressional races this...  https://t.co/xUUSU2bEMR
945081565318705152 2017-12-24 18:59:38 -0400 <clarabroderick3> @SteveDeaceShow @althaea_flicek @realDonaldTrump will not dignify these questions with an answer. #tolowtograde
945081563980750848 2017-12-24 18:59:38 -0400 <briansbutcher> @realDonaldTrump @FoxNews My President!  https://t.co/y4jbf5Hg32
945081562307186688 2017-12-24 18:59:37 -0400 <AfanWitch> @realDonaldTrump Merry Christmas Mr President to you and your family
945081562118287362 2017-12-24 18:59:37 -0400 <Vijay_Nair4> @realDonaldTrump  https://t.co/JDbWvTkVPF
945081560713318400 2017-12-24 18:59:37 -0400 <ScribleMark> @realDonaldTrump If you fire him now what does he get . ?
945081554765860864 2017-12-24 18:59:36 -0400 <TomRoyce> @CernoCreatives @realDonaldTrump But that's different, shut up!  https://t.co/0lgdp6iLY3
945081552144359424 2017-12-24 18:59:35 -0400 <tomdonovan30> @realDonaldTrump Did you tell your mates they were going to get richer? Be honest, God’s watching...
945081549778833408 2017-12-24 18:59:34 -0400 <ProudOfUSA46> @realDonaldTrump @FoxNews   https://t.co/TURhHouU7i
945081548612820992 2017-12-24 18:59:34 -0400 <SGregorio_91> @realDonaldTrump Your approval rating is at an all time low also..
945081548579262464 2017-12-24 18:59:34 -0400 <probasic69> @realDonaldTrump @blakehounshell Ok Felices Fiestas
945081546079375360 2017-12-24 18:59:34 -0400 <AkinolaRidwanO1> #palestine  @realDonaldTrump is also trying to make the holy city, Jerusalem contestable.
945081543785054208 2017-12-24 18:59:33 -0400 <MaureenMccrone> @realDonaldTrump Please just  give us ✌️ #Impeach45
945081543336366085 2017-12-24 18:59:33 -0400 <kimcgreen1> @111Yoda @realDonaldTrump @TETELESTAI800 @blessprosperity @Kre8change #ABOMB #IAMYOU
945081539242725376 2017-12-24 18:59:32 -0400 <Daniel92082589> @sarahwoodwriter @AndyBrookins22 @realDonaldTrump Obama sent money (subsidized) the insurance companies illegally! Trump has stopped that. The swamp (dems and repubs) tried to continue it. You should be happy about that.
945081538277810176 2017-12-24 18:59:32 -0400 <okomara99> @realDonaldTrump Can you please attempt to be a human for 24 hours? It's F'ing Xmas.  https://t.co/5BQFl4Z1CA
945081536122179590 2017-12-24 18:59:31 -0400 <thetracyhilton> @realDonaldTrump @POTUS threats  https://t.co/b1IJ6OKZVK
945081532363849728 2017-12-24 18:59:30 -0400 <VeganKitty2> @Gods_4real @martyparty82 @LizzieMolyneux @eibsenjo @HardRightCross @ProphetOfBTC @ShafPatel @realDonaldTrump tRrump isnt a Christian! OhMyGlob UR ignorant! He's lying 2U! He belongs 2some stupid religion bout money&amp;Success. Check out his spiritual advisor on staff, if shes even still there! NOT A CHRISTIAN! Also just because some1's a Christian doesnt mean they'll be a good Prez😕
945081529952325632 2017-12-24 18:59:30 -0400 <MatternJim> @realDonaldTrump Can’t wait for the 2018 election!
945081519210749955 2017-12-24 18:59:27 -0400 <truebluetx> Put THAT in your pipe and smoke it! @VP @realDonaldTrump 🔥👇  https://t.co/ykF1lSCXyX
945081516647890944 2017-12-24 18:59:26 -0400 <parviz_pk6> #keaton #YouTube @YTCreators @hrw #Trump #obama @obama #OOTT #BREAKING #NatureBoy #JulieBriskman #Krasner4DA #MorningJoe @MorningJoe #IdiotInChief #foxnewsg #Putin @PutinRF_Eng @realDonaldTrump #uscongress #foxandfriends #foxnews #AngelaMerkel @realDonaldTrump @Hillary #stupid  https://t.co/el2rN1coDi
945081515490398214 2017-12-24 18:59:26 -0400 <ankh_sen_aten> @realDonaldTrump In other words, u admit u have done nothing but conspire w/ the worst of the GOP to screw as many ppl as possible.
945081514106195968 2017-12-24 18:59:26 -0400 <mmastela> Trump seizes on FBI's No. 2 retiring -  https://t.co/GcLLZJAHLF via  https://t.co/5uW4WgcbOM what a horrible excuse for a human being @realdonaldtrump is a fucking waste devoid of human values
945081513963606016 2017-12-24 18:59:26 -0400 <kinger73580632> @RPMMAS @realDonaldTrump blocked
945081494300712960 2017-12-24 18:59:21 -0400 <luthy_kathy> @shawgerald4 @realDonaldTrump Trump is a scumbag ass!!!!!
945081490248843264 2017-12-24 18:59:20 -0400 <jaybee9367> @southerntalker @TIME @realDonaldTrump Not a smidgen of corruption, you can keep your doctor passes the test. Tells a lot abt the scale used
945081487929389058 2017-12-24 18:59:20 -0400 <Cos2mwiz2> @GOP @realDonaldTrump Lying liars who LIE. #GreedyOldPervertsParty
945081487900241921 2017-12-24 18:59:20 -0400 <william_premus> @realDonaldTrump Fake Donald!
945081487304609792 2017-12-24 18:59:19 -0400 <eric_rmz53> @angelfrias111 @Trenidaddy @gofundme @realDonaldTrump Im down to support this cause 😂
945081487136903169 2017-12-24 18:59:19 -0400 <kimcgreen1> @111Yoda @realDonaldTrump @TETELESTAI800 @blessprosperity @Kre8change #ABOMB #IAMYOU
945081486579027969 2017-12-24 18:59:19 -0400 <boris3324> @RPMMAS @realDonaldTrump Shitty
945081486419677186 2017-12-24 18:59:19 -0400 <martinezgenaro1> @realDonaldTrump Me gustaría escuchar de Usted Presidente que es una noticia falsa que Estados Unidos apoya un fraude Electoral en Honduras, que el Ing. Salvador Nasralla ganó las elecciones limpiamente pero ud apoya un fraude y le da el visto bueno a Juan O. Hernandez quien perdio en las urnas.
945081483705843713 2017-12-24 18:59:19 -0400 <bridwise> @realDonaldTrump F you, don
945081476185432064 2017-12-24 18:59:17 -0400 <ckisling1> @Mkn2007 @VanityFair Do you realize millions of people voted for @realDonaldTrump and admire his business acumen?
945081474289684482 2017-12-24 18:59:16 -0400 <Giggums> #ChainMigration  my ass, Fuck You @realDonaldTrump
945081471970217985 2017-12-24 18:59:16 -0400 <motley_steve> @realDonaldTrump Merry Christmas to you and America. Sessions needs to investigate prosecute McCabe, Comey and this gang. No retirement, orange jump suits. Clinton too. If Sessions doesn't then he is with them. This must happen.
945081471638831104 2017-12-24 18:59:16 -0400 <CharityNCoupons> @realDonaldTrump Your "big and strong" base is still 3million voters SMALLER than Hillary's.  Tiny hands, tiny...base.
945081471362125824 2017-12-24 18:59:16 -0400 <mike03car> Retweeted Donald J. Trump (@realDonaldTrump):  The Stock Market is setting record after record and unemployment...  https://t.co/RzzzI1QPIB
945081470942621696 2017-12-24 18:59:16 -0400 <jycefisher> @AP Wow!  Big win for Netanyahu!  Don’t you agree @realDonaldTrump.  You r a great leader (in your dreams)
945081466718912512 2017-12-24 18:59:15 -0400 <CAPTGP> @realDonaldTrump True
945081459345326080 2017-12-24 18:59:13 -0400 <thetracyhilton> @realDonaldTrump @POTUS threats.  https://t.co/8v4dDNDhAm
945081459299119104 2017-12-24 18:59:13 -0400 <TaraHutchison6> @realDonaldTrump Wrong
945081458716303363 2017-12-24 18:59:13 -0400 <IvoWouters3> @JacobAWohl @realDonaldTrump Fraud  https://t.co/UK6gLNzhxy
945081456765931521 2017-12-24 18:59:12 -0400 <TrytobreakitBob> @realDonaldTrump Just shut up.
945081452634492929 2017-12-24 18:59:11 -0400 <BartonFairfax> @JohnBrennan @realDonaldTrump @FBIAgentsAssoc Good to know! So, we won’t be obstructed in investigations of Uranium One,, HRC destruction of evidence, and election crimes by their pleading the Fifth!
945081451267182593 2017-12-24 18:59:11 -0400 <ScottBodenhagen> @xkr99 @Realjmannarino @realDonaldTrump Sarah rocks!
945081450654765057 2017-12-24 18:59:11 -0400 <AckerlyMorgan> @realDonaldTrump   https://t.co/fmwccR4VsW
945081446607310848 2017-12-24 18:59:10 -0400 <EzraMcCampbell1> @realDonaldTrump  https://t.co/9H5dAC0YGI Opioid epidemic?
945081444518391809 2017-12-24 18:59:09 -0400 <Vijay_Nair4> @realDonaldTrump  https://t.co/JDbWvTkVPF
945081441880195072 2017-12-24 18:59:09 -0400 <toniadyson1010> @JohnBrennan @realDonaldTrump #SCROTUS  https://t.co/xXdmUll96t
945081441767084039 2017-12-24 18:59:09 -0400 <laurakraemer91> @PuertoRicoPUR Calling @realDonaldTrump .  You said you alone could fix our problems.   Fix Puerto Rico.   That's the island out on the middle of water, big big water.
945081433504256000 2017-12-24 18:59:07 -0400 <cccannon123> @beeboop @iamqueenfran @MagaSmith2020 @bigdreams1997 @realDonaldTrump Maybe they never learned how to read English 🤫🤭🤗🤣😂🤣😂😆🤣
945081431356620800 2017-12-24 18:59:06 -0400 <Woods0803> @realDonaldTrump @FoxNews Didn’t you appoint him?
945081428173352961 2017-12-24 18:59:05 -0400 <BisonBlaine> @FoxNews @realDonaldTrump @GOP @DeptJusticeIRL  https://t.co/yGYP0L0V0E
945081427766411265 2017-12-24 18:59:05 -0400 <lfeathers68> @SLSmith000 @realDonaldTrump @FoxNews Bullshit  you wish
945081427011411969 2017-12-24 18:59:05 -0400 <Nmenon777> @tomag49 @SierraWhiskee @NinaMorton @chuckschumer @realDonaldTrump Correction : accused of violating these.
945081423249199105 2017-12-24 18:59:04 -0400 <kenboy734> @joshl86 @realDonaldTrump Joshua, you do know there were those who opposed 'merry christmas'. ?
945081414332157952 2017-12-24 18:59:02 -0400 <GianTheAwesome3> @realDonaldTrump drinks 12 cans of Diet Coke and 8 hours of TV, D A I L Y. I wonder if he'd actually make a good president if he doesn't have a giant stick up his ass and is making informed decisions.
945081412746702848 2017-12-24 18:59:02 -0400 <myhometownis> @ShafPatel @realDonaldTrump Did you ever hear of the Twin Towers?
945081409751977986 2017-12-24 18:59:01 -0400 <AkinolaRidwanO1> #Palestine  @realDonaldTrump is trying to play with the Abrahamic religions, Islam, Christianity and Jew.
945081406815846400 2017-12-24 18:59:00 -0400 <uspatrol> @Education4Libs @rockrexx Now that people have had a taste of #Liberty again...do they really want to go back to #tyranny ? @POTUS @realDonaldTrump ... #MAGA ! #Millennials #Veterans
945081405649969152 2017-12-24 18:59:00 -0400 <DanKStone420> @SteveDeaceShow @realDonaldTrump Dick
945081402894065664 2017-12-24 18:58:59 -0400 <loyyang28> @realDonaldTrump  https://t.co/mcFHqYN3Kg
945081400704815105 2017-12-24 18:58:59 -0400 <momnickel> @realDonaldTrump Please stop tweeting. It makes our country look stupid. I don't care if you look stupid...but, don't make us all look bad 'cause you're bored on the toilet.
945081399345901568 2017-12-24 18:58:59 -0400 <OKBlueflame> @realDonaldTrump is a simpleton.  https://t.co/5hsm1dIEzW
945081398792204289 2017-12-24 18:58:58 -0400 <PunchIntended> @realDonaldTrump Don't worry Donny, everyone knows you have the strongest base. 😍😍🍆💦😣😫❤❤  https://t.co/OLIPHiLPOf
945081396778930178 2017-12-24 18:58:58 -0400 <MarkMs126511> @AndyBrookins22 @sarahwoodwriter @realDonaldTrump Bingo.
945081396447543296 2017-12-24 18:58:58 -0400 <tbond111> @realDonaldTrump @Bencjacobs THANKS OBAMA…  https://t.co/sHzZm957YJ
945081392941223936 2017-12-24 18:58:57 -0400 <DystopicClaims> @realDonaldTrump You're a terrible little man and when you're not longer in power you will see who your real friends are, spoiler: no one.
945081387115339777 2017-12-24 18:58:56 -0400 <mike03car> Retweeted Donald J. Trump (@realDonaldTrump):  FBI Deputy Director Andrew McCabe is racing the clock to retire...  https://t.co/eJkqlNgryW
945081385928331265 2017-12-24 18:58:55 -0400 <sammystephenso6> @DonnieDollHands @realDonaldTrump The Trumpsquatch. Also known as the Lying Lemur or the American Assfaced Ape.
945081383860523009 2017-12-24 18:58:55 -0400 <donjean13> @MrPuma2072 @GoldenxxJames @oldairforcedude @BCMsolt @Steven31015146 @jeanniedvm @Slider742 @charmantmaries @Jamesf9875 @theoldsquid @PeterLe30125667 @bergan65 @HankHawkCab @marievonastra @Dogdazetoo @Shelliallen9 @lipscomb666 @mjgranger1 @SSNjl @crhode33 @Solomon08214293 @WaylonLambert @audreynorris81 @BruceDeVesa @68Whisper @usvetram @Boomstickbiker @CapeFlo @Reederschloss @bcbulley @Sid89381480 @PatriotCzar @carolebfrank @CameronOQuinn @babysgramma @ReiserWilliam @RenoinTexas @donjone38970700 @NicheMarketway @TRUTH_USA_2016 @karoleigh @JAmy208 @CMRains59 @kristin_everson @Military_First @SassyT_Joy @andyoaklee @Military_First2 @realDonaldTrump Well I tried, but it just doesn't work here!  https://t.co/7IcG8aGkPf
945081381897596928 2017-12-24 18:58:54 -0400 <KsKM3> @Realjmannarino @realDonaldTrump @FoxNews Lol ok buddy 🤣👌
945081378324008961 2017-12-24 18:58:54 -0400 <PoliticalBrace1> @ACTBrigitte  https://t.co/CysIxUCQ7Z… Give someone a gift and support @realDonaldTrump!! #maga #MerryChristmas  #TrumpTrain2020 #GOPTaxScam #LiberalismIsAMentalDisorder
945081377510244352 2017-12-24 18:58:53 -0400 <Vijay_Nair4> @realDonaldTrump  https://t.co/JDbWvTkVPF
945081372825317377 2017-12-24 18:58:52 -0400 <MaryEllen3399> @richbrandau @PalmerReport @realDonaldTrump Insider poll: like the poll that showed Donald Trump would be elected President. He knew. Not us
945081371541803008 2017-12-24 18:58:52 -0400 <rengels11> Is @realDonaldTrump paying them to do that shit?  https://t.co/wZdXNjlidj
945081370417786880 2017-12-24 18:58:52 -0400 <TheButcher53> @ReaganBattalion I am so glad @realDonaldTrump brought Christmas back after an eight year absence. I was really tired of eating humus on Ramadan.
945081370388369409 2017-12-24 18:58:52 -0400 <GregCamp11> @Carolde @realDonaldTrump @ericbolling @DonaldJTrumpJr @grammy620 @President1Trump @FL4TRUMPDOTCOM @DrSharonKing @NolteNC @michaelbickle @ClubSpeaks @DHecei Doubt it. Blue tsunami in 2018.
945081369343987712 2017-12-24 18:58:51 -0400 <MzNikkiNew> @jenniferholton7 @FightingMad1 @realDonaldTrump @SenateMajLdr 👇🏻Mitch McConnell’s wife is Transportation Secretary 🤔   https://t.co/V1v1na85LN
945081367708053504 2017-12-24 18:58:51 -0400 <thelom1> @realdonaldtrump Merry Christmas to the worst POTUS in history! The Democrats' Wave Could Turn Into A Flood  https://t.co/V8tFebwXeb
945081364952633344 2017-12-24 18:58:50 -0400 <cricketshea> @realDonaldTrump @FoxNews has you at 38%, you toad.
945081356257705984 2017-12-24 18:58:48 -0400 <monterojoel80> @bbcmundo Puto coreano cagado, porque mejor no le tiras los misiles en el mero culo naranja del cerdo  @realDonaldTrump y dejas de tirarlos al mar.
945081352688492544 2017-12-24 18:58:47 -0400 <m30kle> @realDonaldTrump @FoxNews Trump is always so innocent. When are you all going to come to your senses?
945081349605490688 2017-12-24 18:58:47 -0400 <Psilysillygirl> @realDonaldTrump Just because you tweet it, doesn’t make it true. PS I hate you. May you have the unmerriest of Christmases.
945081348208971776 2017-12-24 18:58:46 -0400 <SherryLeigh5> @shawgerald4 @realDonaldTrump That's the Christmas spirit, you putz. You're such an ass.
945081347781009408 2017-12-24 18:58:46 -0400 <Vijay_Nair4> @realDonaldTrump  https://t.co/JDbWvTkVPF
945081346837245952 2017-12-24 18:58:46 -0400 <Heres_Judy> @realDonaldTrump The same way u take donations from ur RICH 'friends' and MEGA-RICH corporations for whom you personally tailored the new tax law. BUT…
945081345302323200 2017-12-24 18:58:46 -0400 <SandraGiura1> @Scavino45 @realDonaldTrump @FLOTUS @NoradSanta A room fit for a President and First Lady! Merry Christmas!
945081343310008320 2017-12-24 18:58:45 -0400 <mnissan22> @shawgerald4 @realDonaldTrump This is your winning team  https://t.co/e7wQX3KPNq
945081340436930560 2017-12-24 18:58:44 -0400 <kimcgreen1> @111Yoda @realDonaldTrump @TETELESTAI800 @blessprosperity @Kre8change #ABOMB #IAMYOU
945081339203805184 2017-12-24 18:58:44 -0400 <latinspydr> @realDonaldTrump You are the leader of fake news.
945081336452337664 2017-12-24 18:58:44 -0400 <V0XP0PULIV0XDEI> @realDonaldTrump @POTUS @FLOTUS @VP @mike_pence @RosLehtinen @MarioDB @RepCurbelo @marcorubio @SenatorMenendez @Europarl_ES @IntlCrimCourt #Islandia #Suecia #NuevaZelanda #Dinamarca #Canadá #Irlanda #Suiza #Finlandia #Australia #EEUU #USA #UK #UE #Italy #France #España🙏Democracy  https://t.co/WcTo7b31xM
945081334225145856 2017-12-24 18:58:43 -0400 <JTBoone_> @MaryAnnforTrump @baalter @RandPaul @HouseGOP @SenateDems @WhiteHouse @realDonaldTrump @POTUS ⚠️Sunset DACA-Dreamers.  https://t.co/HDR8DidvNA
945081332304097280 2017-12-24 18:58:43 -0400 <AkinolaRidwanO1> #Palestinians @realDonaldTrump   To hell with Israel who were hospitalized by these people but became threat to their lives...
945081330462687232 2017-12-24 18:58:42 -0400 <_SemperParatus_> @realDonaldTrump Another passive agressive (bully - for the fans out there) statement from the man who is a 24 carat can't. He can't pass legislation any faster than the 2nd coming of Christ.
945081329175146497 2017-12-24 18:58:42 -0400 <Kamlu28> @MashiedNp @bradclyne1 @realDonaldTrump @FoxNews   https://t.co/RP4YvQJA9d
945081328978022402 2017-12-24 18:58:42 -0400 <N_A_T_39> Thank you @POTUS44! @realDonaldTrump stop lying about #obamacare Robust Health-Care Sign-ups Show Obamacare’s Durability  https://t.co/jUWFBl5up4 via @intelligencer
945081321273126912 2017-12-24 18:58:40 -0400 <jackshafer> @realDonaldTrump @blakehounshell If only @johnjcook still hung out on Twitter.
945081319578570752 2017-12-24 18:58:40 -0400 <mike03car> Retweeted Donald J. Trump (@realDonaldTrump):  How can FBI Deputy Director Andrew McCabe, the man in charge,...  https://t.co/4dmkeddkRy
945081313991720962 2017-12-24 18:58:38 -0400 <maira203> @_Lessa_ @freire_roberto @MagnoMalta @mcastlho @laurietecantora @realDonaldTrump Os muçulmanos querem exterminar todo mundo. Só se livram as cabritas.
945081307251560453 2017-12-24 18:58:37 -0400 <lindame1313> @realDonaldTrump No
945081305070555136 2017-12-24 18:58:36 -0400 <paulinef136> @binki43 @BDkinss @User_is_Loading @giraffeguy1962 @YahnelE @realDonaldTrump @FoxNews Yes he did just last week
945081305007456256 2017-12-24 18:58:36 -0400 <theLAUGHPAC> @PeterShinn91 @realDonaldTrump Honest question: did Trump go to church Christmas Eve?
945081304181362689 2017-12-24 18:58:36 -0400 <austinjones_101> Im wondering if @realDonaldTrump had to get his dick wet as much as he did with Russia to become prez as he did to get his fortune
945081301840908288 2017-12-24 18:58:35 -0400 <JudiLedgard> @realDonaldTrump This 👇  https://t.co/3NBJGJD4kv
945081300456747011 2017-12-24 18:58:35 -0400 <BillHuntKS> @AIIAmericanGirI @BreitbartNews @JeffFlake  please retreat on 4/1/2018  @seanhannity  @realDonaldTrump
945081291317432321 2017-12-24 18:58:33 -0400 <AtheneGreyOwl> @realDonaldTrump "WAAAAAAAAA I'm president and nobody loves meeee"
945081287068520448 2017-12-24 18:58:32 -0400 <Cityboy4lifeRob> @realDonaldTrump Obviously you have NO idea how the federal civil service retirement works
945081282249265152 2017-12-24 18:58:31 -0400 <coreyfgarber> @devilradio @realDonaldTrump Boring
945081281334972416 2017-12-24 18:58:30 -0400 <jorgies_girl> 12 @realDonaldTrump  vI am not afraid of you because I recognize a terrified child who knows that he has lied and cheated and threatened his way to get things he knows he doesn’t deserve, and will soon lose.
945081280928014336 2017-12-24 18:58:30 -0400 <Curledandqueued> @realDonaldTrump   https://t.co/iQponToatg
945081280114384897 2017-12-24 18:58:30 -0400 <TomBracey> @VGHeuermann @OliverMcGee @POTUS @realDonaldTrump @WhiteHouse hello mr bot how r u
945081278596112384 2017-12-24 18:58:30 -0400 <joseclemussandr> @JohnMAckerman @LVidegaray @realDonaldTrump Aquí están nuestra Constitución y eso es lo que defendemos no a la violacion de nuestra constitución no a la intromisión a las decisiones del pueblo  https://t.co/PvdH2dfbYr
945081272786931713 2017-12-24 18:58:28 -0400 <YangGangBabe> @realDonaldTrump   THIS.  #ObstructionOfJustice  #selfincriminatingTweets #prosecuteTrump  https://t.co/9730RXq2wE
945081268777181185 2017-12-24 18:58:27 -0400 <goostuffmaynard> @realDonaldTrump @blakehounshell Go to hell
945081266071797760 2017-12-24 18:58:27 -0400 <Ba04990897> Merry Christmaa @realDonaldTrump  https://t.co/E2BzCpQnop
945081258916372482 2017-12-24 18:58:25 -0400 <dianemary9> @realDonaldTrump Could you please not tweet on Christmas Day, give us and yourself a break.
945081255527370752 2017-12-24 18:58:24 -0400 <Jane10728805> @realDonaldTrump You can only fool some of the people....
945081255397294080 2017-12-24 18:58:24 -0400 <Hells_Prophecy> @CigarCowboy @RPMMAS @realDonaldTrump Where is the "you're clearly too dumb to understand anything" vote? Cause that's where you stand right now.
945081252457017346 2017-12-24 18:58:24 -0400 <OdioMagazine> @DannyZuker @realDonaldTrump Is there any clearer indication of who he is pandering too? If you think banning science-ey words is good but get outraged by Happy Holidays... you are a terrible person.
945081246635487232 2017-12-24 18:58:22 -0400 <celinetwitts> @GOPPollAnalyst @nytimes @realDonaldTrump 😂😂😂😂 stories Debunked #count,#noconsequences, rinse and repeat!
945081244005445633 2017-12-24 18:58:21 -0400 <colinjgriffith1> @realDonaldTrump @FoxNews Paranoid POTUS, Mentally ill POTUS.
945081243422642178 2017-12-24 18:58:21 -0400 <boris3324> @winwithTrump45 @oldskoolgool @RPMMAS @realDonaldTrump Oh look at the bots found each other
945081231515045889 2017-12-24 18:58:19 -0400 <saundralampkins> @realDonaldTrump You are not helping me.  Lee got diagnosed with ALS.  He can barely move now. You can’t possibly understand. We are being denied Radicava (unless I can pay 4K per mth). Because I make too much money. My money is paying for so much.  Including my kids loans.  I’m very frustrated.
