869342589811642368 2017-05-29 19:59:59 -0400 <MarcieAviles> @realDonaldTrump  https://t.co/pWwFzcRLIf
869342411482333186 2017-05-29 19:59:17 -0400 <StormiConn> Literally my expression every time @realDonaldTrump says something crazy...  https://t.co/iCVP0X6Pv4
869342410807095297 2017-05-29 19:59:16 -0400 <jsbrown51> @TheJuanWilliams @thehill @POTUS @realDonaldTrump Do you want to elaborate .
869342408701562881 2017-05-29 19:59:16 -0400 <PondiSalik> @realDonaldTrump You rock! Love you!
869342408454045696 2017-05-29 19:59:16 -0400 <LipsSealed> #DearSecretForcesOfEvil #Mood @WhiteHouse @realDonaldTrump 😇😈    https://t.co/NKsFd5eHIL  @BrotherNuri @TerriMuhammad @BlaiseInFitness
869342408202498048 2017-05-29 19:59:16 -0400 <KayQuinn13> @MdbuyerFreund @politico @realDonaldTrump What's the crime with evidence?
869342407338463234 2017-05-29 19:59:16 -0400 <MariaFidei> @fraynelson @realDonaldTrump #YoTeCuidoMujer #TrataDePersonas #BastaYA #Familia #Colombia #Chocó #Buenaventura
869342405882982401 2017-05-29 19:59:15 -0400 <KathyKro722> @realDonaldTrump take a lesson Mr stamina!  https://t.co/tag3TQ3jxk
869342405190758400 2017-05-29 19:59:15 -0400 <YahuahsSon> @realDonaldTrump The Truth must be shouted from The Roof Tops. Please don't stop Mr. President. Hope is in your hands. Amen.
869342401630023680 2017-05-29 19:59:14 -0400 <Lanursa1> K verguenza tener tanto $$$ y presumir de pavorreal, cuando no llega ni a pitacoche!!  @realDonaldTrump el #FakePrez45 @VicenteFoxQue
869342398094204928 2017-05-29 19:59:13 -0400 <autumndestin> @realDonaldTrump @POTUS The US is supplying the weapons so doesn't that make us a terrorist too? #StopArmingTerrorists #HR676
869342391819313152 2017-05-29 19:59:12 -0400 <madgedam> @realDonaldTrump  https://t.co/IU9hCLSm4m
869342390569627649 2017-05-29 19:59:12 -0400 <AwkwardTeach> @MadameRevok @realDonaldTrump @POTUS If you have to explain yourself, it's not funny. Sorry "Madame".
869342384018116608 2017-05-29 19:59:10 -0400 <Fighthypocrisy> @SenBobCorker @realDonaldTrump Which makes you a cluelesa suck-up!
869342383728623616 2017-05-29 19:59:10 -0400 <veganlisa64> @Paulyjay331 @bessbell @realDonaldTrump Oh damn, I got blocked!
869342380381454336 2017-05-29 19:59:09 -0400 <southernbigbait> @Queen_Europe Please save us from @realDonaldTrump his family and the traitors in the @GOP
869342379802849280 2017-05-29 19:59:09 -0400 <jimtwigg> @paulwillisorg @BigLG @Jack_o_Clubs @dutchiegirlie @realDonaldTrump Do you know the definition of the words you toss out? Christian believes in helping the needy.  Our nation was founded on helping each other
869342379446341633 2017-05-29 19:59:09 -0400 <grandypa75> @SenBobCorker @realDonaldTrump Early dementia Bob
869342376455745536 2017-05-29 19:59:08 -0400 <markabarger> @DashEaves @NPRinskeep @realDonaldTrump Also, the smart "NPR" types aren't condescending at all towards us dumb people. It's all awesome! I may write another NPR check tonight ;))
869342375449169920 2017-05-29 19:59:08 -0400 <dumpthendp> @Sam38G @Thomas1774Paine @JefferyBullock5 @realDonaldTrump Arrest her for the Clinton foundation, lying to congress under oath, emails, email obstruction plot.  Take your pick.
869342372651520001 2017-05-29 19:59:07 -0400 <Wendiloohoo71> @realDonaldTrump VERY wrong of you to leave your Catholic sycophant behind. All of the lies he's told 4u and that's the best u CLD do for him?? Shame Donny!
869342366796308480 2017-05-29 19:59:06 -0400 <kkalmes2> FYI: .@realDonaldTrump, you are not in good company Syria and Nicaragua, but you are in company of your own making.. #pathetic #unqualified  https://t.co/9aNeGMA9It
869342363205771264 2017-05-29 19:59:05 -0400 <Cannibal_Sauce> @didikins4life @windmillcharger @realDonaldTrump "I like people who weren't captured"   Odd. He wasn't captured, didn't even serve. Yet the only people who seem to like him get paid for it
869342362966921216 2017-05-29 19:59:05 -0400 <Thea2326> @GOPPollAnalyst @realDonaldTrump How much is Trump paying u for this BS
869342354041450496 2017-05-29 19:59:03 -0400 <SMILY5200> @luciecmz @realDonaldTrump @FBI That's why they want to take our arms.  You think Hitler was bad? I don't dislike you, just disagree with you.
869342351294115841 2017-05-29 19:59:02 -0400 <JamesWi61543868> @JamesDubhthaigh @RVAwonk @realDonaldTrump Seth Rich....
869342347322167296 2017-05-29 19:59:01 -0400 <honeygirl1978> @realDonaldTrump did you all enjoy @IvankaTrump champagne popsicles...
869342346814599168 2017-05-29 19:59:01 -0400 <KellyScaletta> @FranPatterson1 @zelduh @starlasnicks @GovtoftheTweeps @rg500aa @lennab64 @Madisongrac7 @realDonaldTrump Careful. Your ignorance is showing.
869342343710650368 2017-05-29 19:59:00 -0400 <maxijames3> @realDonaldTrump   https://t.co/HECRRDMMwO
869342342096048129 2017-05-29 19:59:00 -0400 <genetic_warrior> @Kelvorn @OompaLoompaUSA @HannaMich @pacelattin @realDonaldTrump  https://t.co/NinCLgIqWS
869342340837765120 2017-05-29 19:59:00 -0400 <Crazieone2750> Of course he does, he was just doing what @realDonaldTrump was telling him to do!  https://t.co/JtYsUklsKo
869342335624261632 2017-05-29 19:58:59 -0400 <52Goldfinch> @aspiesmom @realDonaldTrump  Let's identify his assassin! This was murder by Democrats.
869342333065711617 2017-05-29 19:58:58 -0400 <astormydarknite> @realDonaldTrump Donald this is one tick above being ignored. Such a whiny baby. Please tell us your REAL story.
869342328942718976 2017-05-29 19:58:57 -0400 <Elizabe13757856> @realDonaldTrump Yes, this is a Day to look back ,and remember Our Country.🇺🇸🇺🇸🇺🇸Also the Men and Women, give selfless, and Perform with out question!🇺🇸🇺🇸🇺🇸
869342326946136064 2017-05-29 19:58:57 -0400 <KindaFedUp> @IngrahamAngle @audreyriddle506 @realDonaldTrump He sounded like a robot, reading words he doesn't even understand from a teleprompter. Have u lost ur marbles? He's no Kennedy or Obama!
869342325889282053 2017-05-29 19:58:56 -0400 <NHseaVixen> @mikd33 @realDonaldTrump I like the color coordination... you might think the oranges would have clashed but no... #OrangeIsTheNewOrange 😂😂😂🤡
869342323586551808 2017-05-29 19:58:56 -0400 <Thurgud_Thotful> @realDonaldTrump How???
869342318662254592 2017-05-29 19:58:55 -0400 <AdamHefner3> @realDonaldTrump The de-emphasis of BBQ and bear over honoring our heros drives the media nuts  --  fabulous.
869342318507302912 2017-05-29 19:58:54 -0400 <Kimberley1usa> @kilmeade @realDonaldTrump @foxandfriends Maxine waters and hubby should be reopened harry and his son in nevada did dirty land deals through senate made Millions illegal pelosi same
869342318104596480 2017-05-29 19:58:54 -0400 <DCrupper> @realDonaldTrump When POTUS does something to earn respect, he might get it. So far he's an embarrassment to the nation.
869342316267548673 2017-05-29 19:58:54 -0400 <startcenter> @sammypolsen12 @realDonaldTrump You are a hater, you are worse than the haters.
869342312622587904 2017-05-29 19:58:53 -0400 <DRWDNLD> @realDonaldTrump Ok me and you 2 round fist fight (if you can last that long) you win I'll do as much as I can to get you votes. If not you shave your head.
869342308923211777 2017-05-29 19:58:52 -0400 <1960Doe> @realDonaldTrump Empty words
869342307446927360 2017-05-29 19:58:52 -0400 <Fed_up_liberal> @realDonaldTrump By dancing like a clown during our anthem.
869342300698181632 2017-05-29 19:58:50 -0400 <victoraamunds2> @realDonaldTrump Only as you see it
869342299926519808 2017-05-29 19:58:50 -0400 <maricusa10> Terminó la luna de miel con @realDonaldTrump #HabíaTardadoMucho  https://t.co/NKClOllZ4I
869342297456087044 2017-05-29 19:58:49 -0400 <Raggirikk> @RogerJStoneJr @EmmanuelMacron @ananavarro Under @realDonaldTrump 222 people have been shot dead in Chicago this year but thats normal right   ?
869342295438626816 2017-05-29 19:58:49 -0400 <caramelkiss1969> @RJSzczerba @realDonaldTrump Lol..
869342292360003585 2017-05-29 19:58:48 -0400 <wordlass1> @brandyplanotx @HillaryClinton @nnom35 @realDonaldTrump Sorry your guy had dementia and low stamina. Perhaps you've bonded over it?
869342289872605185 2017-05-29 19:58:48 -0400 <kent_muir> A divided US cannot be great. Since all @realDonaldTrump knows to do is divide, this @POTUS cannot #MAGA - ever.
869342286529933312 2017-05-29 19:58:47 -0400 <jp33jpjp> @vjoycejkl @scodogno @Gypsysister58 @nurse2k1 @blueberrystar76 @I00111111U @KlayVolk @realDonaldTrump Sandra too. I'm surprised by you two. Normally people only insult. You discussed. Appreciated. Have a nice one.
869342286307618816 2017-05-29 19:58:47 -0400 <DACAIs4Dummies> @IMISS3044 @realDonaldTrump @POTUS I'm kinda busy if that's any of your business!
869342282830491649 2017-05-29 19:58:46 -0400 <Maialisa> .@realDonaldTrump doesn't hear or read. #sad  https://t.co/txRpqWBnge
869342279760261120 2017-05-29 19:58:45 -0400 <1legos> @realDonaldTrump  Hi President Trump thanks so much for coming to Arlington National Cemetery today I saw you I took this pic from Ryan  https://t.co/nAtbvsB5Da
869342274827808768 2017-05-29 19:58:44 -0400 <shipley_gerald> @LouDobbs @BreitbartNews @realDonaldTrump @POTUS Send.  Them. To. Gitmo.  Ok.
869342266204270592 2017-05-29 19:58:42 -0400 <NunyaBidness2> @realDonaldTrump is both a national embarrassment, and an international threat to all that is decent and right. #Impeach45, then #LockHimUp.  https://t.co/h5vjtUg3R7
869342257236897795 2017-05-29 19:58:40 -0400 <kittycat5love> @jordansdiamonds @realDonaldTrump Why have people from portland treated our president like crap. Open borders let  criminals in. Blame yourselves for the problem
869342256720904192 2017-05-29 19:58:40 -0400 <Fed_up_liberal> @realDonaldTrump insults and alienates our allies while budding up to tyrant dictators.  https://t.co/uYWdULi1vp
869342251201085440 2017-05-29 19:58:38 -0400 <jackie_0705> @realDonaldTrump    #ParanoidAndDelusional  https://t.co/U0l6Sua0Mc
869342245786222592 2017-05-29 19:58:37 -0400 <Truthseeker1075> @realDonaldTrump @POTUS  https://t.co/kWUDmWtc15
869342245434077184 2017-05-29 19:58:37 -0400 <JWillette1805> @kgraham76 @Carolyn62845727 @RobAnybody2 @JackPosobiec @realDonaldTrump No other president has golfed as often or made money off his golf trips. Yes, I despise him. No, I won't move on until he's out of the WH.
869342233325121537 2017-05-29 19:58:34 -0400 <AndrzejGajdowic> @realDonaldTrump We have fight with Turky Islam in middle ages and now we will give you you solution. Out King John the third Sobieski have saved Europe in
869342230338777088 2017-05-29 19:58:33 -0400 <Steveoboogie> @_rysx_ @ChrisSobolowski @realDonaldTrump What a stupid point! What's it's not going to be there when he done? He still uses his Multi million dollar Golf Course and New York condo.
869342226412908544 2017-05-29 19:58:33 -0400 <pamrenaem> @Alaskans4Trump @Tom1989603 @NOPCBSUS @BarbaraDadam @cottone_robert @ChangeTheLAUSD @PunishTrump @BRAVESFAN92912 @RallandKerner @JudyLovesUSA @MSgtRetDagen @TweethBeTold @Udontnome5 @TheresaPratt01 @Berryliciousgum @gpomar @MikeDomansky @sillybot_ @AlwaysDanceORL @vbhusker @htdpz @bbnfan89 @stilestina1 @DianaLynnParker @2simplyb @PatOtto8 @mhoward48 @tkdnaz5 @Wearetheleavers @CB618444 @waterstatues @TheBobIsIn @realwaynec @skramerbyu_82 @BearingTruth @MichelleRMed @steph93065 @rushlimbaugh @seanhannity @immigrant_legal @FBI @POTUS @SecretService @IvankaTrump @DonaldJTrumpJr @HillaryClinton @BarackObama @realDonaldTrump @BernieSanders @DrJillStein Oh my!! Thanks for telling me!!😬
869342224181600256 2017-05-29 19:58:32 -0400 <beth_mpinheiro> @jane_northup @realDonaldTrump Can we add idiocy to nonsense?
869342217596547073 2017-05-29 19:58:30 -0400 <zonkerscm> @realDonaldTrump No. We want truth. We want integrity. We want someone who is responsible. Do that and you'll get respect.
869342212923969536 2017-05-29 19:58:29 -0400 <SchadenFloyd1> @realDonaldTrump That, and you are not supposed to be a angsty teenager.
869342212860944384 2017-05-29 19:58:29 -0400 <LoraineDyches1> @realDonaldTrump How?????
869342211955150848 2017-05-29 19:58:29 -0400 <AKelly227> The #FourHorseman of the Apocalypse  @realDonaldTrump   @VP   @SpeakerRyan   @SenateMajLdr
869342208876572672 2017-05-29 19:58:28 -0400 <MyEvilTwin72> @realDonaldTrump The middle class is not going to benefit from your tax reform. This is bill is just for you and your fellow swamp lackeys
869342203616804864 2017-05-29 19:58:27 -0400 <jiggy_Ninja_> @realDonaldTrump could we nuke parts of the ocean and or mass purify ocean water, sea levels can reseed we can study under sea ruins better.
869342193516982272 2017-05-29 19:58:25 -0400 <DebbieBowie10> @realDonaldTrump Why don't you begin by telling the truth!
869342188999725056 2017-05-29 19:58:24 -0400 <_stryker1> @jruben702 @realDonaldTrump Also, don't come out on an introduction with the widest idiotic smile and wave when it is a solemn occasion. #failedagain #USembarrassment
869342186600640512 2017-05-29 19:58:23 -0400 <PondiSalik> @realDonaldTrump Obama tweeted a picture of him and fat so in a cemetery today....hes shadowing the President... freaky
869342186525143044 2017-05-29 19:58:23 -0400 <Mrssnunn> @realDonaldTrump Drive them out!!=)
869342179868758016 2017-05-29 19:58:21 -0400 <caramelkiss1969> @realDonaldTrump I'm listening... what's the real? Tell it.. we want to know the truth
869342178438520832 2017-05-29 19:58:21 -0400 <DLasAmericas> #EEUU @realDonaldTrump dice tener "total confianza" en Kushner pese a pesquisas del FBI  https://t.co/wxiCYTgQoz
869342177939402752 2017-05-29 19:58:21 -0400 <Michaely30> @sharreds @realDonaldTrump It's the thought that counts
869342171597463552 2017-05-29 19:58:19 -0400 <le_thee_cya> 😂😂 @realDonaldTrump - If you can't the heat maybe keep your tiny hands away from your phone! 😂😂  https://t.co/TwB8HVa4nj
869342167545851904 2017-05-29 19:58:18 -0400 <tstromsk> @Steve0423 @Twitter @realDonaldTrump Twitter is where we get the facts from our president.
869342161124372480 2017-05-29 19:58:17 -0400 <lavoz_latino> @Bkrenfro5Renfro @callkurt @realDonaldTrump @KellyannePolls @Reince @VP Lol sorry didn't mean to get You and Donnie upset,how about fornicaterofmilf  is that a good website for Your President. I'd like to do Mela
869342159618658307 2017-05-29 19:58:17 -0400 <browt1971> @aOverit @realDonaldTrump @FoxNews @RNC @RandPaul No this RINO has sabotaged his own self! Due to overwhelming jealous toward a lion! 😂😂😂😂
869342158628814848 2017-05-29 19:58:16 -0400 <Jan2017Trump> @CatlinNya @Zelidasquare @NewMediaCentral @jack should have put a stop to this Trolling Spam of @realDonaldTrump 's account because we have a right to be heard too.
869342158024847366 2017-05-29 19:58:16 -0400 <TerniValentine> @VP @Brandontheblade Took him long enough and not on his precious @realDonaldTrump. Means someone else wrote it.
869342155889942529 2017-05-29 19:58:16 -0400 <TalksSoMuch> @POTUS @realDonaldTrump It will
869342149174861824 2017-05-29 19:58:14 -0400 <mwclark70> @realDonaldTrump Yeah. Thats it
869342147123826688 2017-05-29 19:58:14 -0400 <Thea2326> @realDonaldTrump The Republicans r a complete disgrace to the USA
869342145823592451 2017-05-29 19:58:13 -0400 <startcenter> @sammypolsen12 @realDonaldTrump Finale there is a guy that know what he is doing with out experience.
869342143571210241 2017-05-29 19:58:13 -0400 <Carl834> @newschambers @MartinSchulz If you think that was bad, you should see how @realDonaldTrump treats his own people.
869342140983238657 2017-05-29 19:58:12 -0400 <d1Vinman> Okay, back to your regularly scheduled political nonsense... @realDonaldTrump sux Jared is an ass &amp; faux newspeak says liberals are dumb Sad
869342139095949312 2017-05-29 19:58:12 -0400 <TalksSoMuch> @mike_pence @GregForMontana @realDonaldTrump Pence, another bully for your gang?
869342138605211652 2017-05-29 19:58:12 -0400 <bobj_77382> @HouseGOP @SenateGOP @SenTedCruz @JohnCornyn @RepKevinBrady @GOP @POTUS @realDonaldTrump  https://t.co/kztgKHAUQs
869342134624813061 2017-05-29 19:58:11 -0400 <dumpthendp> @Thomas1774Paine @realDonaldTrump It is so classless for previous President &amp; candidates to constantly undermine the current @POTUS . Has this ever been done this bad before?
869342132783517696 2017-05-29 19:58:10 -0400 <TalonsAndTails> G7 leaders took a stroll in Sicily — #DonTheCon needed assistance.  #Stamina #LowEnergy @realDonaldTrump  https://t.co/fyT206pqLT
869342122402557952 2017-05-29 19:58:08 -0400 <alt_4nTrade> @KittyMurks @ChangeAgent999 @GOPPollAnalyst @pnehlen @realDonaldTrump Deflection of the real issues.  Obama is not in office.  When the topics get difficult, let's talk about Obama. Genius strategy #sarcasm
869342119252459520 2017-05-29 19:58:07 -0400 <ThinkingatYou1> @realDonaldTrump #crabbypresident  #wah
869342118434807809 2017-05-29 19:58:07 -0400 <SteveandDee> @Advil Oh my God, it does! @realDonaldTrump
