1140771101150208000 2019-06-17 19:59:59 -0400 <HrNeeded> @BruceGamsey @realDonaldTrump What????? Tou are so ill informed
1140771013191323648 2019-06-17 19:59:38 -0400 <billadler> @realDonaldTrump Trump's unwillingness to read is dangerous.   https://t.co/szTUBfntVp
1140771013120188419 2019-06-17 19:59:38 -0400 <MrozAshlee> @realDonaldTrump @FoxNews @abcnews @BretBaier Don't fall for the bankers set up trap with Iran even though that country has evil dictators  #nowarplease
1140771012130299909 2019-06-17 19:59:38 -0400 <Morgank91164504> @realDonaldTrump @FoxNews @abcnews @BretBaier C'mon Mr Trump the polls are always skewed they had you losing entire time last election.Keep being there for America, America will be there for you
1140771011874426881 2019-06-17 19:59:38 -0400 <Charles12798761> @realDonaldTrump @FoxNews @abcnews @BretBaier On the bright side local news is sounding more real Sinclair broadcasting.
1140771010339323904 2019-06-17 19:59:38 -0400 <kathylandb2> @realDonaldTrump
1140771008217042944 2019-06-17 19:59:37 -0400 <StanBuczak1> @Lrihendry @realDonaldTrump @FoxNews @abcnews @BretBaier Sorry.  No Fox News for you tonight.
1140771008154079232 2019-06-17 19:59:37 -0400 <Susann0513> @realDonaldTrump @FoxNews @abcnews @BretBaier Ohhhhhhh somebody is acting very concerned.  Fun to watch!
1140771008095428608 2019-06-17 19:59:37 -0400 <Akanebong> @LoriValentine73 @realDonaldTrump @FoxNews @abcnews @BretBaier 45 emits a lot of acid water...bad energy!
1140771007990362112 2019-06-17 19:59:37 -0400 <Barkiologist> @realDonaldTrump @FoxNews @abcnews @BretBaier Keep on GASLIGHTING
1140771007709495297 2019-06-17 19:59:37 -0400 <LoiZaharis> @realDonaldTrump @FoxNews @abcnews @BretBaier I’m thinking the polls are showing you’re behind but you were in 2016.  I don’t know if one republican that is asked on these polls
1140771007487205377 2019-06-17 19:59:37 -0400 <cathma> @WVGovernor @realDonaldTrump USNews &amp; World has you ranked as the 4th worst state based on Health care, education, a state's economy, infrastructure, the opportunity the state affords its residents, the fiscal stability of state government, crime and corrections and natural environment. May 2019.
1140771007021666304 2019-06-17 19:59:37 -0400 <DeadSerpent666> @realDonaldTrump @FoxNews @abcnews @BretBaier The rats are grabbing their life vests and jumping ship.  It's sinking fast.  We need James Cameron to film it. #Trump30Hours #TickTock
1140771004140150785 2019-06-17 19:59:36 -0400 <Phreaksangel> @dylan4034358 @LoriValentine73 @realDonaldTrump @FoxNews @abcnews @BretBaier Does it matter?
1140771003041116160 2019-06-17 19:59:36 -0400 <RiverAce27> @realDonaldTrump @FoxNews @abcnews @BretBaier We didn’t know Putin was going to Alter and change votes. Handing you the presidency, despite a landslide loss by 3 MILLION votes!
1140771002827325440 2019-06-17 19:59:36 -0400 <bryhal> @realDonaldTrump @FoxNews @abcnews @BretBaier Except when they're good for you. #dottard
1140771002676404226 2019-06-17 19:59:36 -0400 <_valor_m_> @realDonaldTrump @FoxNews @abcnews @BretBaier Lol   Don't think @FoxNews is Fair, balanced, (whatever that means) or conservative. They're just slicker about their mission of maintaining the status quo than the other networks. Remember their postor child?  https://t.co/jjdZoDLRIo
1140771002214862848 2019-06-17 19:59:36 -0400 <luvtheusa76> @Shithole45 @Lrihendry @realDonaldTrump @FoxNews @abcnews @BretBaier Yes we do.
1140771001929572353 2019-06-17 19:59:36 -0400 <bassplayer4u> @realtybird @SenSchumer @realDonaldTrump I hope there is a county healthcare system where you live that will see you on a sliding scale or free.
1140771000558243844 2019-06-17 19:59:35 -0400 <WWilliaws> @realDonaldTrump What Iran doesn't realize is US could squash them like Reagan did in the '80's. They don't respect us right now because of the policies of Obama. But as mama used to say "you teach people how to treat you"... Well done Sir!
1140770998842793984 2019-06-17 19:59:35 -0400 <WayneALawson> @TomiLahren @realDonaldTrump What is it with this childish name calling from Republicans??!!!!
1140770997403934720 2019-06-17 19:59:34 -0400 <rahel_taller> @TomiLahren @realDonaldTrump Wooowwwww don’t even need to see the context for this plain racism. Gonna save that one.
1140770997332774913 2019-06-17 19:59:34 -0400 <Marsha59674222> @SebGorka @realDonaldTrump @POTUS @SalemMediaGrp And we the people are forever grateful.
1140770997118930944 2019-06-17 19:59:34 -0400 <jwb625> @realDonaldTrump @FoxNews @abcnews @BretBaier Clown.  https://t.co/UcQaW2wArD
1140770997101944832 2019-06-17 19:59:34 -0400 <Ed_Krassenstien> @realDonaldTrump @FoxNews @abcnews @BretBaier Almost as bad as this poll....almost.  We all know how rediculous the polls are, oversampling of dems galore.  https://t.co/nEFrMF7SxI
1140770996414291973 2019-06-17 19:59:34 -0400 <BobBeTheChange1> @SenSchumer @realDonaldTrump Just like Mexico paying for some phantom wall that's being built.
1140770994430386176 2019-06-17 19:59:34 -0400 <howeasyweforget> @realDonaldTrump @FoxNews @abcnews @BretBaier  https://t.co/Zpc7Zc2KSp
1140770994384019456 2019-06-17 19:59:34 -0400 <Shaere10> @realDonaldTrump You mean the stockpile limits in the deal you broke?
1140770993683738624 2019-06-17 19:59:34 -0400 <Eagle135A> @GOP @realDonaldTrump Ohh 😲 why are you opening old wounds middle class still looking around in the dark for that TAX cut.. what flavor is that Trump Koolaid anyway?
1140770993167904768 2019-06-17 19:59:33 -0400 <DonnyDidGo> @onthelastTrump @LoriValentine73 @realDonaldTrump @FoxNews @abcnews @BretBaier Really?
1140770992035368960 2019-06-17 19:59:33 -0400 <mbeavenhausen> @realDonaldTrump *you're. Can't believe I did that!
1140770991431442432 2019-06-17 19:59:33 -0400 <LambYoga> @Scapegoat2009 @kasprogoe @ChatByCC @realDonaldTrump @WVGovernor Tell it to the stable genius:  https://t.co/Bs3OIX5szn
1140770990949109760 2019-06-17 19:59:33 -0400 <jmorizwagner> @realDonaldTrump @FoxNews @abcnews @BretBaier What's going on at Fox is that you are polling poorly because people do not like you.
1140770990097612803 2019-06-17 19:59:33 -0400 <ChuckDingwall> @realDonaldTrump @FoxNews @abcnews @BretBaier Your losing
1140770989074202624 2019-06-17 19:59:32 -0400 <Torgysr> @realDonaldTrump @FoxNews @abcnews @BretBaier What I mean is, someone beat some sense into this guy.
1140770986242871297 2019-06-17 19:59:32 -0400 <daily_tomato> @realDonaldTrump #ImpeachmentInquiryNOW  #ImpeachTrumpNow   It's time to start impeachment hearings now. Trump is lawless.  https://t.co/VSfsagMAPc
1140770985978650624 2019-06-17 19:59:32 -0400 <J_A_Geo> @MG_GoldenMean @realDonaldTrump Talking of faith and judging in the same comment.  Uh....ok!
1140770984166940672 2019-06-17 19:59:31 -0400 <crackerjack911> @realDonaldTrump @FoxNews @abcnews @BretBaier  https://t.co/31NlhyxrdU
1140770984129155072 2019-06-17 19:59:31 -0400 <bulldogjap_go> @realDonaldTrump @FoxNews @abcnews @BretBaier Simple math. Register more working class white deplorables this time around and you win easily
1140770984116588545 2019-06-17 19:59:31 -0400 <billobrien1968> @GaryDR27 @marc_lotter @TrumpWarRoom @realDonaldTrump Gary, your TDS is hanging out!
1140770981843046401 2019-06-17 19:59:31 -0400 <PleaseThink1776> @realDonaldTrump You caused this. You are determined to make America less safe and take us to war.
1140770981591437312 2019-06-17 19:59:31 -0400 <ahamkarabbq> @realDonaldTrump @FoxNews @abcnews @BretBaier Who can you trust, right? I guess just the guy that everyone says is a pathological treasonous liar.
1140770981394472965 2019-06-17 19:59:31 -0400 <Danjon73> @realDonaldTrump @FoxNews @abcnews @BretBaier Shouting “Fake news” is just another way of saying “I’m too stupid to debate the facts”
1140770980878585856 2019-06-17 19:59:30 -0400 <jcatman97> @realDonaldTrump @FoxNews @abcnews @BretBaier With all due respect why should we believe you?
1140770978676531201 2019-06-17 19:59:30 -0400 <CornishReggie> @adamcbest @realDonaldTrump @FoxNews @abcnews @BretBaier he even got the wrong ABC  he tagged the Australian one 😂
1140770977384734726 2019-06-17 19:59:30 -0400 <StormyVNV> @ChrisP1776 @4YrsToday @realDonaldTrump @GOP You're not to smart are YOU? Starting with #ReaganBush 1980 your America National #Debt was 800 Billion, now after #BushCheney Fuckup and @realDonaldTrump your Debt is over 22 Trillion.
1140770974712778752 2019-06-17 19:59:29 -0400 <Scott224901> @retiredUSNhmc @sheriakhurst @WayneCollins1 @TomiLahren @realDonaldTrump Are you not going to answer my question ?
1140770973563719682 2019-06-17 19:59:29 -0400 <newstar100> @seanhannity @realDonaldTrump Sean, You don't even pretend to be fair and balanced anymore. Just a stooge of Trump.
1140770973081395201 2019-06-17 19:59:29 -0400 <ivel_susan> @realDonaldTrump @FoxNews @abcnews @BretBaier I’m watching Lou Dobbs now and not Brett
1140770972355715073 2019-06-17 19:59:28 -0400 <ResistPres> @AJTexas_6thGen @Annachrist10 @LindseyGrahamSC @realDonaldTrump Middle class has not had a raise for abt 20 years because of corporate greed. CEO's are paid huge sums &amp; companies make large profits but the working people do not see any of that. Just when we are out of the woods on the recession, thank you Obama, trump comes along &amp; give the
