1140771101150208000 2019-06-17 19:59:59 -0400 <HrNeeded> @BruceGamsey @realDonaldTrump What????? Tou are so ill informed
1140771099841572865 2019-06-17 19:59:59 -0400 <Mike52436593> @realDonaldTrump @FoxNews @abcnews @BretBaier Keep up the good work
1140771099334119425 2019-06-17 19:59:59 -0400 <mike_frenkel> @kikibobbi @realDonaldTrump Trump must not realize that for mere mortals, coughing is involuntary.
1140771099317288961 2019-06-17 19:59:59 -0400 <clwtweet> @realDonaldTrump @FoxNews @abcnews @BretBaier Who is left if @FoxNews deserts him?  😱
1140771099237584897 2019-06-17 19:59:59 -0400 <EDogDantes> @TeamTrump @realDonaldTrump My IQ just dropped.
1140771098298081280 2019-06-17 19:59:58 -0400 <helmkat> @realDonaldTrump @FoxNews @abcnews @BretBaier @BretBaier needs to head on over to fake news CNN and take @ShepNewsTeam and @TheJuanWilliams with you
1140771097866096640 2019-06-17 19:59:58 -0400 <craftswi> @realDonaldTrump @FoxNews @abcnews @BretBaier Resign
1140771097811529728 2019-06-17 19:59:58 -0400 <M_A_Frasca> @realDonaldTrump @FoxNews @abcnews @BretBaier #PsychopathologyOnParade - "The narcissist typically runs through a sequence of defenses to discharge painful feelings until he finds one that works: 1-unconscious repression 2-conscious denial =&gt;3-distortion (including exaggeration and minimization), rationalisation and lies"
1140771096993652737 2019-06-17 19:59:58 -0400 <holymackere> @realDonaldTrump @FoxNews @abcnews @BretBaier Interesting take on your narrative. If you weren't dishonorable, ego centric, narricistic, selfish, we could excuse our coughing to cover our smirking at the sheer nuttiesness of this tweet. @foxandfriends @seanhannity @IngrahamAngle @GOP @MSNBC
1140771095685009410 2019-06-17 19:59:58 -0400 <kurt_kaskie> @realDonaldTrump High crimes &amp; misdemeanors most likely you are guilty of committing. My hope is that you NOT be impeached but FIRED in the next election . Then I hope the SDNY files charges against you, you are found guilty &amp; go from the White House to the Big House !
1140771094594564096 2019-06-17 19:59:58 -0400 <RealYcris> @realDonaldTrump Go get em rocket man 👍
1140771094204489729 2019-06-17 19:59:58 -0400 <1495_915> @realDonaldTrump  We have NO TRUST in POLLS!  El Paso TX  is said to be ALL DEMOCRATS!  I assure you we Conservatives were SHOCKED at the lines of people for your RALLY (we thought they were BETO’s)!  Not worried at all!
1140771093193592837 2019-06-17 19:59:57 -0400 <realLex_Luthor> @realDonaldTrump @FoxNews @abcnews @BretBaier  https://t.co/Xe0tYgdk92
1140771092082114565 2019-06-17 19:59:57 -0400 <kitkatt0909> @crosseyednoli @TomiLahren @realDonaldTrump What? We're not going to break out the old "don't these people have jobs???" trope??   Oh right. That's only for liberal folks protesting to protect our democracy or rallying for candidates that believe the office of the president isn't a grift.
1140771092073787392 2019-06-17 19:59:57 -0400 <lmoon79> @FreeGirlNowNYC @realDonaldTrump @FoxNews @abcnews @BretBaier  https://t.co/FTBYG3VRTm
1140771089129398273 2019-06-17 19:59:56 -0400 <NoviceActivist> And yet again, the @realDonaldTrump minions are apparently #abovethelaw as #WilliamBarr pulls @TheJusticeDept strings. Come on, people!! #resist  https://t.co/wMCGjgCv8B
1140771088366002178 2019-06-17 19:59:56 -0400 <Naj29148> @realDonaldTrump @FoxNews @abcnews @BretBaier Let's ask George!!
1140771087007043584 2019-06-17 19:59:56 -0400 <RafaelEMunoz1> @realDonaldTrump @FoxNews @abcnews @BretBaier Am I right @MIGOP  https://t.co/Ea3TmSuPYZ
1140771086805504000 2019-06-17 19:59:56 -0400 <KimJobke> @LoriValentine73 @realDonaldTrump @FoxNews @abcnews @BretBaier Lol. I think not !
1140771086377857024 2019-06-17 19:59:56 -0400 <iisaphd69> @realDonaldTrump  https://t.co/iZXoFq3MaQ
1140771084607860737 2019-06-17 19:59:55 -0400 <jogerine> @johnemcelroy @Realcharlimages @realDonaldTrump i think americans should stop to talk about hillary or obama cos what trump does is to give trouble around this world plus if you believe that america is safe...dont believe it anymore  cos of trump
1140771084503080963 2019-06-17 19:59:55 -0400 <dtmbehave> @TeamTrump @GOP @realDonaldTrump Promises to Russia, Saudi Arabia, UAE, Qatar, and Israel. Oh, and to most wealthy and corporations. That’s about it. 🤔#tRUmpIsNationalSecurityThreat #NoOneIsAboveTheLaw #ImpeachmentInquiryNow
1140771084486287360 2019-06-17 19:59:55 -0400 <dackerma1> @realDonaldTrump @FoxNews @abcnews @BretBaier #DerangedDonald @GOP trump is living in fantasyland
1140771084259778560 2019-06-17 19:59:55 -0400 <thesparroww> @LoriValentine73 @realDonaldTrump @FoxNews @abcnews @BretBaier There is a great country to be saved you wouldn't understand
1140771082665889795 2019-06-17 19:59:55 -0400 <lasel22> @realDonaldTrump Ah haha haha
1140771081931907072 2019-06-17 19:59:55 -0400 <Mason_Epeneter> @Anubis1412 @Ohdaneit @adamcbest @realDonaldTrump @FoxNews @abcnews @BretBaier That's how you say they had @HillaryClinton as the favorite without actually saying it.
1140771081864790017 2019-06-17 19:59:55 -0400 <SnowflakeKA> @realDonaldTrump @FoxNews @abcnews @BretBaier OMG.  Take your meds and call a physician soon, #CadetBoneSpurs .
1140771078957981696 2019-06-17 19:59:54 -0400 <driftwest_tony> @RepMattGaetz @HillaryClinton @realDonaldTrump Matt, OMG you are a pathetic pile. Listened to your questions for John Dean. Total grandstanding. Making money from a couple books talking about what was America’s biggest scandal doesn’t compare millionaires benefiting from bankruptcy &amp; connections.
1140771074721886208 2019-06-17 19:59:53 -0400 <criha> @realDonaldTrump @FoxNews @abcnews @BretBaier Do the polls have you scared? You should be.
1140771073828511744 2019-06-17 19:59:53 -0400 <sidewind69> @realDonaldTrump @FoxNews @abcnews @BretBaier RT
1140771073555914752 2019-06-17 19:59:53 -0400 <Phreaksangel> @LoriValentine73 @realDonaldTrump @FoxNews @abcnews @BretBaier No he's not.
1140771072670932995 2019-06-17 19:59:52 -0400 <iSiempreFiel> @realDonaldTrump @FoxNews @abcnews @BretBaier Oh oh, so now the polls are always bad for you. Try this, you are just bad at everything you do. Guess what, come 2020 you will hear your prized quote, but this time loudly sourcing from the lips of the masses...  You’re Fired!
1140771071462924289 2019-06-17 19:59:52 -0400 <sheristepper> @realDonaldTrump @FoxNews @abcnews @BretBaier Your insecurity is showing again!
1140771070376599552 2019-06-17 19:59:52 -0400 <fjcoughlin> @realDonaldTrump @FoxNews @abcnews @BretBaier  https://t.co/Dj5c2OtlU7
1140771069890052096 2019-06-17 19:59:52 -0400 <Sophieresists> @Txkidatheart @realDonaldTrump @FoxNews @abcnews @BretBaier Getting closer
1140771069843976192 2019-06-17 19:59:52 -0400 <EveGriff> @TomiLahren @realDonaldTrump You’re a coastal elite blondie. Trump is a Manhattan millionaire. Who are you talking to? #Totoyourenotinnorthdakotaanymore
1140771069583904768 2019-06-17 19:59:52 -0400 <time2trade2> @RealDennisWill @realDonaldTrump @FoxNews @abcnews @BretBaier Tomorrow night is going to be huge!  I can't wait to watch!   https://t.co/2PYGpJSYzG
1140771069059641345 2019-06-17 19:59:52 -0400 <mconnors451> @realDonaldTrump @FoxNews @abcnews @BretBaier Yes. Yes you did.  Your polls show you lagging Biden. You spent 30 hours with @ABC. Why do you need to lie? You really are a sad example of a human being; nevermind the leader of the free world. I feel sorry for you. You need help and all you've got are enablers for support. #sad
1140771067075715073 2019-06-17 19:59:51 -0400 <Lisa99356888> @CarmineZozzora @RedNationRising @realDonaldTrump The entire Democratic Party is in shambles.  But they continue to keep it going.  Here's a thought Libtards.  Not convincing and no ones listening.
1140771064550576128 2019-06-17 19:59:50 -0400 <ElizabethRBess> @AFP Hey @IsraeliPM blame your bff @realDonaldTrump for this mess, not Iran! You’re both dangerous warmongers! 🖕🖕
1140771064202649600 2019-06-17 19:59:50 -0400 <DebbieSVA> @realDonaldTrump @FoxNews @abcnews @BretBaier  https://t.co/dwgEhMygel
1140771063967752193 2019-06-17 19:59:50 -0400 <MilwaukeeBest_8> @DavidWohl @realDonaldTrump @FoxNews @abcnews @BretBaier Lol
1140771063078510597 2019-06-17 19:59:50 -0400 <MarshaPieroni> @realDonaldTrump Orlando, did you ask for the money upfront?  If not, don't plan on retrieving it later. Hey  tRump!  How much did your campaign dish out to hire fakes to scream and yell for you?
1140771062378049536 2019-06-17 19:59:50 -0400 <nevertrump0776> @realDonaldTrump @FoxNews @abcnews @BretBaier  https://t.co/GhZ5rY886l
1140771057873412096 2019-06-17 19:59:49 -0400 <FearlessAtty> @realDonaldTrump @FoxNews @abcnews @BretBaier Another marriage in trouble
1140771056917106689 2019-06-17 19:59:49 -0400 <1206geauxtigers> @DavidAlanCoia @Rasmussen_Poll @realDonaldTrump They had Rs +1 for the midterms. Can you read? Because that’s a pretty clear indication that they aren’t anywhere near the national consensus. I would try researching prior to screaming others use “emotions”. Facts are clear as day w trumps approval numbers. Sorry if it hurts
1140771055402999811 2019-06-17 19:59:48 -0400 <retiredUSNhmc> @Scott224901 @sheriakhurst @WayneCollins1 @TomiLahren @realDonaldTrump Nope
1140771055272771584 2019-06-17 19:59:48 -0400 <SallyDeal4> @realDonaldTrump @FoxNews @abcnews @BretBaier Maybe you're going to have to go back to citing The National Enquirer.  Oh, no -- whoops, you probably don't like them anymore since Federal prosecutors gave their publisher immunity over hush-money payment to your purported lover.  https://t.co/k4CjSnanGa
1140771054912253953 2019-06-17 19:59:48 -0400 <anj_andy> @realDonaldTrump @FoxNews @abcnews @BretBaier No one cares about this.
1140771052588548096 2019-06-17 19:59:48 -0400 <franck_grant> @realDonaldTrump @FoxNews @abcnews @BretBaier  https://t.co/r1f7hZazp8
1140771052290600961 2019-06-17 19:59:48 -0400 <Judy26051821Tuc> @realDonaldTrump President Trump They are interfering with tweets Not loading them now
1140771050466271233 2019-06-17 19:59:47 -0400 <ramonfi1783> @PoesiaGibran @Caciquemaracay_ @RJT12_4f @CarnetDLaPatria @realDonaldTrump @sanchezcastejon @Pablo_Iglesias_ @marianorajoy  @JMAZNAR_ES @CANINATOR @MonederoJC @pablocasado_ @EsperanzAguirre @valtonic @BlogPabloHasel @Albert_Rivera @vox_es @Circuitcat_es @KRLS @uri_puigdemont @ONU_derechos @AdaColau @Santi_ABASCAL @DIARIARA
1140771050122305536 2019-06-17 19:59:47 -0400 <NewJeffCT> @realDonaldTrump @FoxNews @abcnews @BretBaier Do you want any cheese with your whine?  Your pollster leaked out that you were behind in every swing state because you hadn't paid them. Then, you fired them. #WeakTrump #SadTrump #LoserTrump
1140771049119744000 2019-06-17 19:59:47 -0400 <resist_panda> @realDonaldTrump Look, I threw this lit match.   How dare this fire start!
1140771048742445057 2019-06-17 19:59:47 -0400 <babiecee> @husseymichael @NickNel45202592 @realDonaldTrump @FoxNews @abcnews @BretBaier I heard there poetry.
1140771047307993088 2019-06-17 19:59:46 -0400 <dwhitti7771> @nursezrule @WVGovernor @realDonaldTrump Then some politician has for profit charter schools, testing software companies, and others lobbying them. So they open the charters &amp; the kids are in smaller classes. The schools are exempt from many rules the public schools must follow. Why not do that for ALL the schools?
1140771046972428294 2019-06-17 19:59:46 -0400 <dreamarino> @TomiLahren @realDonaldTrump Well that explains where you came from Tammy
1140771046385078272 2019-06-17 19:59:46 -0400 <HappyGoddess> @JeffreyGuterman @realDonaldTrump blah blah blah gaslighting
1140771046313877504 2019-06-17 19:59:46 -0400 <bernsteinr> @realdonaldtrump "Prince of Phails"
1140771045462462464 2019-06-17 19:59:46 -0400 <realLex_Luthor> @realDonaldTrump @FoxNews @abcnews @BretBaier #BeBest #WorstPresidentEver
1140771044011233280 2019-06-17 19:59:46 -0400 <LarryEKlayman> New Column - Kellyanne Conway: Just the Latest Target of the Left @realDonaldTrump @michellemalkin @IngrahamAngle @seanhannity @marklevinshow @larryelder @MonicaCrowley  https://t.co/YxIAk7Eda1
1140771043826524161 2019-06-17 19:59:46 -0400 <Pandemic_Times> "There's something going on at Fox." This is sweet, @RealDonaldTrump is now more paranoid about Rupert Murdoch than we are.     https://t.co/tPKbEKTc0l
1140771043407273984 2019-06-17 19:59:45 -0400 <Klock77> @ElaineB07513365 @JimCarrey @realDonaldTrump You'd better save your money for the #Trumptax
1140771041251344384 2019-06-17 19:59:45 -0400 <DavidFoody> @realDonaldTrump @FoxNews @abcnews @BretBaier  https://t.co/628OrMYenM
1140771040974557195 2019-06-17 19:59:45 -0400 <TTruCle1> @Lrihendry @realDonaldTrump @FoxNews @abcnews @BretBaier All that leaves you with is trump’s tweets... what a follower... sad. 🤦🏾‍♀️
1140771039657582592 2019-06-17 19:59:45 -0400 <realLarrySky> @realDonaldTrump @FoxNews @abcnews @BretBaier  https://t.co/vQ25h3aMVX
1140771039405887489 2019-06-17 19:59:44 -0400 <The_Artist_Wolf> @realDonaldTrump @FoxNews @abcnews @BretBaier  https://t.co/UiKYDLup8x
1140771038546071552 2019-06-17 19:59:44 -0400 <AukerDean> @realDonaldTrump @FoxNews @abcnews @BretBaier Wow, is Trump actually calling Fake News against Fox?!?!   All polling shows him doing poorly in swing states.  #TrumpIsADotard
1140771038466195456 2019-06-17 19:59:44 -0400 <FranTass1> @realDonaldTrump @FoxNews @abcnews @BretBaier Go play with Baron~
1140771035970768896 2019-06-17 19:59:44 -0400 <peterbriggs> @DavidWohl @realDonaldTrump @FoxNews @abcnews @BretBaier David.  Stop it.  You’re never going to get that brown/orange combo off your face.  Also, is your son in jail yet?
1140771035634999296 2019-06-17 19:59:44 -0400 <LiveRiveted> @realDonaldTrump @FoxNews @abcnews @BretBaier Yeah, but it took 30 hours of time to complete the interview.  Hillary and polls. Like a #BrokenRecord
1140771035463258112 2019-06-17 19:59:44 -0400 <CouseChris> @realDonaldTrump @FoxNews @abcnews @BretBaier Disney turned them into CNN. Bret Baier was the 1st to jump ship and kiss the dumbocrat asses. What a sellout! I don't know one news channel that actually speaks the truth any more.
1140771033995239425 2019-06-17 19:59:43 -0400 <LindseyColt> @realDonaldTrump @FoxNews @abcnews @BretBaier You're not leading in Wisconsin! Yippy!!!!!
1140771033525473280 2019-06-17 19:59:43 -0400 <Geri_inlightof> @realDonaldTrump @FoxNews @abcnews @BretBaier Nice try. Won’t work
1140771032938270728 2019-06-17 19:59:43 -0400 <rjw411> @TomiLahren @realDonaldTrump Sure. Silent.
1140771032929882114 2019-06-17 19:59:43 -0400 <jay29172790> @realDonaldTrump @FoxNews @abcnews @BretBaier John McCain
1140771031704993792 2019-06-17 19:59:43 -0400 <apexnerd> @realDonaldTrump  https://t.co/JHPlu07kDX
1140771031310884864 2019-06-17 19:59:43 -0400 <garygreno> @Lrihendry @realDonaldTrump @FoxNews @abcnews @BretBaier Thank God for Fox News. Without Fox we Americans would never known how crooked the MSM is and, how deep the swamp of sick democrats really are. We have no other news.   @realDonaldTrump @FoxNews @CNN @cnni @MSNBC @maddow @washingtonpost
1140771030237159424 2019-06-17 19:59:42 -0400 <DnaLeguillou> @realDonaldTrump @FoxNews @abcnews @BretBaier Please don't call people names. That's not cool. Makes you look even worse. Not cool!
1140771029947576321 2019-06-17 19:59:42 -0400 <realsergio12879> @LouDobbs @morganwright_us @realDonaldTrump I'M GONNA FUCK THE WHOLE WORLD! STARTING WITH CHINA AND RUSSIA!  AND THEY'RE GONNA LOVE IT!
1140771028051869697 2019-06-17 19:59:42 -0400 <Patrici17369044> @DavidWohl @realDonaldTrump @FoxNews @abcnews @BretBaier They actually read the Mueller report and finally woke up, I suggest you do the same. Jump ship or sink with Trump
1140771024386043904 2019-06-17 19:59:41 -0400 <ThcTimo> @realDonaldTrump @FoxNews @abcnews @BretBaier Lol the polls aren’t right like my ice right  https://t.co/jzagp0ksur
1140771024306429955 2019-06-17 19:59:41 -0400 <Kellyk1969> @TomiLahren @realDonaldTrump The angry Bobble head speaks...  https://t.co/AcdKgNak1B
1140771022834061312 2019-06-17 19:59:41 -0400 <travis_blue8> @AP ABC reports “Iranians removing a bomb makes the case fuzzy”.  So Iran is actually protecting ships!!  They are sooo nice!!  American mainstream media will kill America. @BrandonDonkey @realDonaldTrump @DonaldJTrumpJr @AandGShow
1140771022347493376 2019-06-17 19:59:40 -0400 <fyrebrand_94> @MartinStuart17 @RealDoctorE @netanyahu @cheriemum @realDonaldTrump Is it Syria? Because this was Syrian land before the Six Day War.
1140771021915426817 2019-06-17 19:59:40 -0400 <roguecats7> @realDonaldTrump @FoxNews @abcnews @BretBaier Sweetie, you know as well as we do that Fox News turning against you is going to be the last nail in your coffin. Do you have a preference between impeachment or the 25th Amendment? Maybe you should just slink off to Russia one dark night when no one's looking.
1140771021819195399 2019-06-17 19:59:40 -0400 <lacsasr> @DavidWohl @realDonaldTrump @FoxNews @abcnews @BretBaier Ruh Roh... The State Propaganda Channel dared to post something that didn't glorify Christ Trump.  Guess they'll have to find a new State-approved media outlet.
1140771021525606401 2019-06-17 19:59:40 -0400 <Marthur5> @MightyPen_ @gscucci @JeffreyGuterman @SecPompeo @realDonaldTrump That' awful that happened. I understand not knowing the family though. I don't know many of my Dads family...like my cousins ...because of the age gaps of Dads siblings...there is an age gap in the cousins too. Most of them I would know if I saw them.
1140771020716105728 2019-06-17 19:59:40 -0400 <cheche_201> @WVGovernor @realDonaldTrump We need details so that other states can get the same opportunity.
1140771020615364608 2019-06-17 19:59:40 -0400 <MADLOVE_tv> @realDonaldTrump @AyishaDiaz @IssaRae @Trevornoah @WhoopiGoldberg @TheRealDaytime @jimmyfallon @StephenAtHome @AOC @billmaher @nbcsnl @questlove @oldmanebro @cthagod @BlacKkKlansman @YBRL @AimeLeonDore @fego_ww @venusxgg @TIDAL @NiaLong @NychelleElise @HOT97 @Brittanysky @Power1051 @djenvy @YGDTopDogg @Twitter @Oprah @snohaalegra @OmariHardwick @DemetriaObilor @WarrenBuffett @IyanlaVanzant @6LACK @1future @neiltyson @SadeOfficial @instagram @angelayee @Sonos @sza @MichelleObama @antbluejr @garyvee @fatbellybella @Brittanysky : #NowPlaying "Justify My Thug" by JAY-Z on @TIDAL   #sms from @fatbellybella : bruh I’m booked! What part of booked don’t you #understand ?  @AyishaDiaz : 🤬 you looking @ !  https://t.co/OAYnoHWqKU
1140771020497981440 2019-06-17 19:59:40 -0400 <rewegreatyet> @realDonaldTrump @FoxNews @abcnews @BretBaier “Our polls show us leading in all 17 Swing States.”  https://t.co/UEMwgk9ezF
1140771019755524096 2019-06-17 19:59:40 -0400 <Dakim1960> @realDonaldTrump @FoxNews @abcnews @BretBaier cough, cough  https://t.co/4aYZjOGTYd
1140771019596214272 2019-06-17 19:59:40 -0400 <LandonBarbarian> @Travis_W80 @unityisgood @eugenegu @realDonaldTrump @FoxNews @abcnews @BretBaier What a novel idea, one which the modern left seems to have forgotten in the midst of them trying to tear the world apart.
1140771019205906432 2019-06-17 19:59:40 -0400 <bjividan> @realDonaldTrump The entire planet knows your a liar, they mock you.  This is your legacy, world's biggest LOSER. 😂😂😂😂😂😂😂😂
