1213611062337167361 2020-01-04 18:59:59 -0400 <smdh_atloser45> @realDonaldTrump  https://t.co/FEqSA3ItgB
1213611013133807616 2020-01-04 18:59:47 -0400 <sarbaaz314> @holy__warrior @realDonaldTrump جوجو کمپی لبیرتیی ادرس بدم بیای ببینم ازت اش گوشت در میارم یا تو ام در رفتی 😊
1213611013100077056 2020-01-04 18:59:47 -0400 <Raymond08265033> @Wa69597803 @TrumpNewsPolls @realDonaldTrump That's funny as only about 36 percent said they approve of Obama's job as president because of depleting our military and making our country less safe. But the majority of veterans said they support President Trump. Trump 2020   https://t.co/oo7BxY8ClN   https://t.co/KuNWg5BkGu
1213611012634615808 2020-01-04 18:59:47 -0400 <CaroleCunard> @realDonaldTrump Show us evidence of this?  What are you hiding?  Didn’t even let congress know what a dud of a president you are!  Getting more of ou guys and gals killed🤬🤬
1213611012508831744 2020-01-04 18:59:47 -0400 <mshukry99> @sarvenazmi @realDonaldTrump Ok then, who killed Abu Baker Al-Baghdadi?!  So plz don't drag me to this and don't drag us to your war!
1213611012345212929 2020-01-04 18:59:47 -0400 <Christo44068582> @realDonaldTrump Please let IRAN do the first move :) they dust them. They won't do anything
1213611012030484481 2020-01-04 18:59:47 -0400 <BlueRobotDesign> @Plantagenet2019 @bigtreeranch @realDonaldTrump And what the overall democrats position on “socialism” is when it relates to policies because I got feeling what they are charging democrats with wanting isn’t anywhere close to what reality is.
1213611009702793217 2020-01-04 18:59:47 -0400 <pyhoya17> @Alyssa_Milano @realDonaldTrump We all knew you were mentally ill.
1213611009484570630 2020-01-04 18:59:47 -0400 <RemiJSchultz> @realDonaldTrump Yet the Republican party keeps shrinking.
1213611009199337474 2020-01-04 18:59:47 -0400 <SolarCycle_25> @VivianResists @GIowing0rb @realDonaldTrump All he has is threats, showing the world that he’s weak and scared.
1213611008557797376 2020-01-04 18:59:46 -0400 <CanuckCognizant> @realDonaldTrump  https://t.co/l3B2ONaKGG
1213611007031070721 2020-01-04 18:59:46 -0400 <rise_alien> @realDonaldTrump Remember when the Taliban destroyed Buddhist statues in Afghanistan. You know, Buddhist "cultural sites."  In Trump's scenario - we're the Taliban.  https://t.co/xAIkmObmzg
1213611005818941440 2020-01-04 18:59:46 -0400 <atkinspwas> @GOPLeader @realDonaldTrump Sad day for America to see no support from the demoRats in regard to American  https://t.co/hNcMO99U8r the world! Voters will remember at the polls in November👍
1213611005793701894 2020-01-04 18:59:46 -0400 <teca98> @3YearLetterman @realDonaldTrump Someone needs a remedial history class. At 243 years old, we are a toddler compared to others.  As for greatest, we were until Twitler took over. Now we are the laughing stock on a global scale. Our freedom will be compromised if he stays in office.
1213611005382660104 2020-01-04 18:59:46 -0400 <JohnApp13729167> @realDonaldTrump  https://t.co/qwT8FLdTDJ
1213611005005070337 2020-01-04 18:59:46 -0400 <AmericanPeace_> @mcovingt411 @RaychelTania @LawGuyBen @g45870901 @anphonyboloney @AndertonMol @pbjandhoney @TimRunsHisMouth @realDonaldTrump Obama was hardly do-nothing. If you dismiss the tons of guns and munitions at the border, the terrorist bargains, or the shitshow which was obamacare, then yes-- he was do-nothing
1213611004724203525 2020-01-04 18:59:45 -0400 <HayduShow> @realDonaldTrump @SenCoryGardner Cory can you call an investigation
1213611004430557184 2020-01-04 18:59:45 -0400 <lgnwllams> @yvng70 @Lildazzlex @JustaDiscussion @WORLDSTAR @realDonaldTrump  https://t.co/87JHHqTbxP
1213611004371836928 2020-01-04 18:59:45 -0400 <DavRandolph1> @realDonaldTrump Love ya MR. PRESIDENT
1213611004350750720 2020-01-04 18:59:45 -0400 <BeveRegas> @davidhogg111 @realDonaldTrump Welcome to Republican WMD talking points Only their history continues to repeat
1213611004283604992 2020-01-04 18:59:45 -0400 <johnnytorkustan> @PolitiKurd @realDonaldTrump Stop hoeing
1213611003637878785 2020-01-04 18:59:45 -0400 <SandyBarrs> @GOP @realDonaldTrump Very well said.
1213611003100844037 2020-01-04 18:59:45 -0400 <MarkDavidBlume1> @inetpiar @BuckSexton @realDonaldTrump 🚾
1213611002870157313 2020-01-04 18:59:45 -0400 <lyndastrait> @realDonaldTrump We have an immoral economy based on war. That's what's wrong with the world all for the greedy ones. Which you are on the top of the list.
1213611002710892561 2020-01-04 18:59:45 -0400 <Frank71122822> @realDonaldTrump  https://t.co/C93RiOvJXp
1213611002320867329 2020-01-04 18:59:45 -0400 <N8teChandler> @bjoernstritzel @perrypines @realDonaldTrump You guys aren’t very smart in here
1213611001750290432 2020-01-04 18:59:45 -0400 <ahdeeme> @realDonaldTrump Damn chill bro.
1213611001075191808 2020-01-04 18:59:45 -0400 <jrstex80> @jimsciutto @realDonaldTrump Thats all part of war. Dont like it get out of the war.
1213611000961945602 2020-01-04 18:59:45 -0400 <henrydemonfrei1> @realDonaldTrump who stole his medicine?
1213611000533929984 2020-01-04 18:59:44 -0400 <JAGERSLAYER> @JoeySalads @realDonaldTrump Are you having the pee pee player for dinner?
1213610999514849286 2020-01-04 18:59:44 -0400 <LarryAshburn12> @realDonaldTrump Great Job behind you 100% Mr. Trump
1213610999389065216 2020-01-04 18:59:44 -0400 <MichelleMajor78> @brockmcpeters @ChrisJZullo @realDonaldTrump Not in touch with reality, are you? Maybe you can do to miss a dose of Koolaid to catch up on some facts.
1213610998839611397 2020-01-04 18:59:44 -0400 <BigTomNYC> @TheRealKyleOren @ChrisJZullo @realDonaldTrump Thats what he does. I think it's only for traffic
1213610998629896193 2020-01-04 18:59:44 -0400 <FrankXMjr> @Justlove3332 @TheAwkwardGOP @realDonaldTrump Tom Steyer ... #SteyerSurge is coming ... like the Venga Bus!!!
1213610997509963776 2020-01-04 18:59:44 -0400 <NikitaLespinas3> @AnnKelly007 @LascanasdeRicky @BarackObama @HillaryClinton @realDonaldTrump @USMC @82ndABNDiv @UnknownPR51 @58Tropix @felixjaviermll @IsolLennon @licerioquinones @Antonio55892855 @elgatoweebee  https://t.co/w64KgM9T7C
1213610997392576513 2020-01-04 18:59:44 -0400 <218nance> @realDonaldTrump Wait. What? Lol!
1213610996423630848 2020-01-04 18:59:44 -0400 <douteau_a> @realDonaldTrump And how many US soldiers have killed inocents lifes in the past decade?
1213610996310274048 2020-01-04 18:59:43 -0400 <tarticusb> @bitterbillyk @RichSementa @realDonaldTrump  https://t.co/mcPvDEyk3j
1213610995123412993 2020-01-04 18:59:43 -0400 <goods_kevin> @realDonaldTrump Trump and his posse...  https://t.co/dMia4GqCcA
1213610994351661056 2020-01-04 18:59:43 -0400 <soappman> @AndyOstroy @realDonaldTrump Oh let’s not forget feeding lines to his GOP friends, looking up Russian propaganda to spew and launching an airstrike as a way to distract the public from his impeachment...
1213610994301382657 2020-01-04 18:59:43 -0400 <Admdjg> @realDonaldTrump Resign.  https://t.co/zNV33Ts0eu
1213610993948844033 2020-01-04 18:59:43 -0400 <CL_YO> @MichaelSinopoli @Hcreed526 @IAmfoodieBlues @DustyMumpower24 @58bugeye @realDonaldTrump He admitted to it on the south lawn. Trump cultists are destroying america.
1213610992862666754 2020-01-04 18:59:43 -0400 <JayCourt4> @Lady_E_88 @Mrtimrock @realDonaldTrump A self described " Thinker"  Not past 2000 or 2008 apparently.    Maybe a "slow thinker"?
1213610992837545985 2020-01-04 18:59:43 -0400 <wl_smith> @realDonaldTrump Kind of like you do?
1213610992430702598 2020-01-04 18:59:43 -0400 <bale4uk> @realDonaldTrump I support Trump
1213610992120123392 2020-01-04 18:59:42 -0400 <pinkfxxker> @MsPassionator @bjoernstritzel @rentonMagaUK @realDonaldTrump hahahahgahaha
1213610991910440960 2020-01-04 18:59:42 -0400 <Elias_Pendragon> @Kieranandrews18 @realDonaldTrump Thanks
1213610991277297666 2020-01-04 18:59:42 -0400 <dsh_OH> @realDonaldTrump  https://t.co/aT0Qdl01eT
1213610990245416960 2020-01-04 18:59:42 -0400 <Ceres811> @realDonaldTrump  https://t.co/fjsRDbc8nM
1213610989888950272 2020-01-04 18:59:42 -0400 <Blitz_N_Me> @realDonaldTrump Because diplomacy through Twitter bullying is always a winning strategy. 🙄 We’re so screwed. 😱😱😱
1213610988995518464 2020-01-04 18:59:42 -0400 <momereal1> @realDonaldTrump Gambler crazy man, just shut up and see Iran #harsh_revenge!
1213610988618031104 2020-01-04 18:59:42 -0400 <ismahane_bo> @realDonaldTrump You are the biggest threat of all
1213610988462845953 2020-01-04 18:59:42 -0400 <TheBern420> @mic_p_dre @robrousseau @realDonaldTrump Uhhh sure
1213610988047519744 2020-01-04 18:59:42 -0400 <SamSidneyTe> @24sales2U @realDonaldTrump They won’t have to worry about it with this goober in charge but everyone needs to be woke af.  https://t.co/WEuAwnhz0w
1213610987762393088 2020-01-04 18:59:41 -0400 <dlomane> @mmpadellan @realDonaldTrump  https://t.co/DPzy7CqTPU
1213610986680266754 2020-01-04 18:59:41 -0400 <bigtreeranch> @BlueRobotDesign @Plantagenet2019 @realDonaldTrump Agreed. There is such a misconception about it. First true socialism and democrat socialism are two very different things. Second, our government programs are all socialist programs. Take from all to five where needed. It isn’t some evil communist tactic.
1213610985833091074 2020-01-04 18:59:41 -0400 <GreatDando> @realDonaldTrump You know this makes you sound like a Bond villain?
1213610985241616389 2020-01-04 18:59:41 -0400 <maria1267> @gtconway3d @Anime_Now90 @realDonaldTrump Ask your wife
1213610985103212545 2020-01-04 18:59:41 -0400 <jamesalandarby> @Phillip2020Vote @realDonaldTrump Love it!!!
1213610984910274560 2020-01-04 18:59:41 -0400 <AuditorMan1958> @realDonaldTrump Yes it's such a shame you poor poor thing  https://t.co/4WBQOneIEy
1213610984885178369 2020-01-04 18:59:41 -0400 <RainyEnby> @PolitiKurd @realDonaldTrump spine to commit war crimes?
1213610984465502208 2020-01-04 18:59:41 -0400 <Floki_000> @eaywen @RichardLindow1 @adasomg @realDonaldTrump Yes 👍
1213610983685537797 2020-01-04 18:59:40 -0400 <RobPowers9> Shit @SpeakerPelosi put a 303 day hold on impeached war criminal @realDonaldTrump  Cuz if yall, congress arent going to remove his we'll do it election day Fucking guy is unhinged with impeachment
