1213611062337167361 2020-01-04 18:59:59 -0400 <smdh_atloser45> @realDonaldTrump  https://t.co/FEqSA3ItgB
1213611062139867137 2020-01-04 18:59:59 -0400 <Sharleesmad> @gtconway3d @LarryFinesGhost @realDonaldTrump Wth is he talking about?🤣😂 , and who is the " real USA". Oh. Yes🤭. Russia 🤫
1213611060927893505 2020-01-04 18:59:59 -0400 <Speedy_1012> @PersianRose1 @cnnbrk @realDonaldTrump go nuclear ...hahahahahaha
1213611060520980482 2020-01-04 18:59:59 -0400 <wbb0725> @realDonaldTrump I think you should go visit them brave Twitter fingers.
1213611060390875137 2020-01-04 18:59:59 -0400 <longgoneblond> No amount of bombing other countries will make you a man @realdonaldtrump #loser
1213611060210655234 2020-01-04 18:59:59 -0400 <PamOushal> @realDonaldTrump Ur the biggest terrorist USA training them so leave Middle East alone enough war and killing
1213611059178663936 2020-01-04 18:59:58 -0400 <nosferatu_sr> @realDonaldTrump Call me silly but isn’t the real America the one where the majority of it’s citizens live? I’ll let you work out where that is.
1213611058658775041 2020-01-04 18:59:58 -0400 <Riverdew2> @realDonaldTrump Spelling classes are in Febuember and Marchuary...Take some!  https://t.co/xyetD9nW99
1213611058499325952 2020-01-04 18:59:58 -0400 <Doctor_Thomas> @DanielleAsher2 @JGHertzler @Shem_Infinite @realDonaldTrump Lost the popular vote. The people aren't behind him in any capacity.  War Criminal.
1213611057727594496 2020-01-04 18:59:58 -0400 <Lenthebastard> @realDonaldTrump Well then you shouldn't be afraid if it's a hoax to let the witnesses talk. What a little B****.
1213611056746000384 2020-01-04 18:59:58 -0400 <hgiron641> @realDonaldTrump  https://t.co/6d9zSMILHO
1213611056490258432 2020-01-04 18:59:58 -0400 <dsh_OH> @realDonaldTrump  https://t.co/PS6o7yungd
1213611056465141760 2020-01-04 18:59:58 -0400 <GlennInvestor> @GOPLeader @realDonaldTrump It’s actually not
1213611055886274566 2020-01-04 18:59:58 -0400 <JDCSense1973> @realDonaldTrump Getting a little bit desperate are you? #ImpeachAndRemove Before you start a false war to save your own skin, I believe you're quite religious. I'm not, but if you are, he's watching you. Good luck at the pearly gates if you do this.
1213611055844188160 2020-01-04 18:59:58 -0400 <sl8r1Fett> @realDonaldTrump It’s always 95 percent. It never changes. Like Sadaam winning with 99 percent of the vote every time.  You just lie for no reason.
1213611055840030720 2020-01-04 18:59:58 -0400 <LCaliforinquena> @buckshot221 @TalbertSwan @realDonaldTrump TGIS IS A BOT Bots are the only accounts defending 45 vehemently. Block them all.  https://t.co/rZu3x541QZ
1213611055303319552 2020-01-04 18:59:58 -0400 <ntiwauwa> @realDonaldTrump We are praying for you day and night,God is with you sir
1213611054875365376 2020-01-04 18:59:57 -0400 <MyZenDoggo> @DevinCow @realDonaldTrump Hmm... watching fox and friends, eating hamberders, tweeting, golfing, and tweeting some more is not considered working.  If I were to do that at my job, I would be fired.
1213611054749671425 2020-01-04 18:59:57 -0400 <thefisherbee> @realDonaldTrump Threatening to target cultural sites is a bad look...
1213611054456090625 2020-01-04 18:59:57 -0400 <rolandsmartin> Both states went for @realDonaldTrump. #WeTriedToTellYa
1213611053751455744 2020-01-04 18:59:57 -0400 <nasershahsavari> @realDonaldTrump بروووو لاشی
1213611052937752576 2020-01-04 18:59:57 -0400 <kimosabih> @realDonaldTrump  https://t.co/Aic2YH45W1
1213611052845412352 2020-01-04 18:59:57 -0400 <RapidCapital> @KAMasse81 @tonyseig @williamterry81 @PackersFavreFan @realDonaldTrump Campaign rallies also aren't golf outings. And they sort of are presidential considering the ppl put him into office and he's "rallying" the ppl being him and telling them what he's doing. Try thinking for yourself for once, sweetheart.
1213611052174323713 2020-01-04 18:59:57 -0400 <MohsenS49740872> @realDonaldTrump #GhasemSoleimani  https://t.co/UwpleZtbyS
1213611051133988864 2020-01-04 18:59:57 -0400 <Vanestle1> @MatthewJshow @realDonaldTrump Dumb.
1213611050786013185 2020-01-04 18:59:56 -0400 <DeeCal1> @realDonaldTrump I respectfully disagree. This international matter and crisis can be easily resolved if you would simply tell the truth “under oath” to Americans🇺🇸 about your involvement with Putin(KGB), Kremlin including all debts💰family deals🏦 and political obligations to Putin.
1213611050643230721 2020-01-04 18:59:56 -0400 <Ana97103592> @realDonaldTrump Escribe español mierda
1213611050215628801 2020-01-04 18:59:56 -0400 <ToonArmyMIA> @StoverLove @kdogg150 @banx1096 @HallKalon @cocos1980 @realslamshady1 @abrahamdylan4 @efg1968 @acedoh75 @elenadreams2 @itsJeffTiedrich @realDonaldTrump That only right wingers associate with nazis flags/salutes and white nationalism. Simple
1213611050161115136 2020-01-04 18:59:56 -0400 <JuanAntonioPan9> @realDonaldTrump No le voy a escribir en inglés porque no tengo ninguna obligación y le digo al Presidente del país más consumidor de drogas del mundo que el que las hace las paga , un refrán de los hispanos parlantes !
1213611049590632454 2020-01-04 18:59:56 -0400 <TerryRoop> @realDonaldTrump Yes sir! Trump 2020!  https://t.co/Q8QuWTapST
1213611049225773058 2020-01-04 18:59:56 -0400 <pharmasean> @realDonaldTrump You played golf 1 out of every 5 days this year. You’re a part time president at best
1213611048529469440 2020-01-04 18:59:56 -0400 <Autismpappa> @realDonaldTrump  https://t.co/G4K65snlzv
1213611048495919106 2020-01-04 18:59:56 -0400 <a1skk> @ahgypt @realDonaldTrump @FLOTUS هو ليه قال and Iran itself يعني حيضرب ٥٢ موقع إيراني، وبعدين حيضرب إيران نفسها؟ هو بيلعب بلاي ستيشن وفاكر إنه بعد ما يعدي ال ٥٢ ليفيل، حيطلع له ليفل الوحش؟ 🤔🤔
1213611047732404224 2020-01-04 18:59:56 -0400 <aintcreakin> @realDonaldTrump You mean you’re golfing correct since thst is all you do except for the “perfect phone calls”!?!
1213611047665442816 2020-01-04 18:59:56 -0400 <kingsrwild> @realDonaldTrump I agree with you Trump .....
1213611047405309952 2020-01-04 18:59:56 -0400 <birdsee44018322> @eugenegu @realDonaldTrump Trump is throwing punches at shadows right now and is clueless on strategy.   His precious Generals have been dismissed and Donnie, the destroyer, is out terrorizing the World. Threatening everyone who dares to stand in his way. He wants to be King!  Thank the GOP enablers!
1213611047149621248 2020-01-04 18:59:56 -0400 <bwazoo_2000> @Pris_Bright @AndyOstroy @realDonaldTrump  https://t.co/UnUe4onJuS
1213611046134517760 2020-01-04 18:59:55 -0400 <Hudejilliard> @gtconway3d @JeannieG40 @realDonaldTrump George,... Tell us how you Really feel.
1213611045736079366 2020-01-04 18:59:55 -0400 <psychoiffi> @realDonaldTrump give yourself to Iran 😋😋 end of war !
1213611045257957376 2020-01-04 18:59:55 -0400 <Drummaiden> @realDonaldTrump This seems like complete disinformation. Some lies and some select parts of truth.  Smh.  This independent cannot wait to vote you out.  At this point I'll even vote for a dem if that means your removal.
1213611044985298945 2020-01-04 18:59:55 -0400 <oswald_philemon> @realDonaldTrump Destroy more of them.
1213611044515516416 2020-01-04 18:59:55 -0400 <Morteza06024898> @realDonaldTrump Better pick up your phone and entertain yourself with Twitter, what you deserve.
1213611044339408897 2020-01-04 18:59:55 -0400 <BooBooNyc> @UROCKlive1 @realDonaldTrump Sucks that Dems have such a shitty case and thought Trump was such a threat that they couldn’t wait for the courts.  They are stuck with what they have and it’s such bullshit no one is taking impeachment seriously.
1213611043521384448 2020-01-04 18:59:55 -0400 <stimecharlie> @DavidJHarrisJr @realDonaldTrump Stereo type much?
1213611043332775937 2020-01-04 18:59:55 -0400 <AntonellaPezze> @matteosalvinimi @realDonaldTrump @Mike_Pence @SecPompeo @netanyahu Te le tiri proprio tu ......
1213611043055980544 2020-01-04 18:59:55 -0400 <Mirhosseinam> @eugenegu @realDonaldTrump I think he doesn’t know what is the meaning of “cultural”
1213611042502262784 2020-01-04 18:59:54 -0400 <BaroneDirewolf> @realDonaldTrump I just want to know how big is Donal trumps ass that every republican wants to crawl up in there @LindseyGrahamSC @senatemajldr @marcorubio
1213611042334498818 2020-01-04 18:59:54 -0400 <KamranMonessa> @realDonaldTrump Yes mr President god bless u doing great job
1213611041600360448 2020-01-04 18:59:54 -0400 <d_voted_1> @realDonaldTrump Probably want to delete this tweet and resend it without the cultural sites.  It's bad.  Really bad.
1213611041499860995 2020-01-04 18:59:54 -0400 <callmemajestic> Hey Liz how does your beer at your comfy living room feels like. Those who have loved under threats oversees are sacrificing so you have quiet evening. Seems you have loved ones in our military in Iraq &amp; you do not mind if they are harmed. Show us their pictures @realDonaldTrump
1213611040606310401 2020-01-04 18:59:54 -0400 <Magpie40001> @realDonaldTrump JUST APOLOGISE TO IRAN YOU BOOMER. No one is buying the shitty battle pass your gonna be selling for WW3
1213611040019275776 2020-01-04 18:59:54 -0400 <shellimil> @realDonaldTrump Could you just not? You've already done enough damage with your fragile little ego.
1213611039897653248 2020-01-04 18:59:54 -0400 <dr_eagle> @realDonaldTrump  https://t.co/qdMsEJ0yen
1213611038744006657 2020-01-04 18:59:54 -0400 <jrsh04> @realDonaldTrump Thank you.
1213611038609797125 2020-01-04 18:59:54 -0400 <MADELWELL> @inkedct @lisastark351 @realDonaldTrump 😪
1213611037104017408 2020-01-04 18:59:53 -0400 <Camelscrubber1> @RNCLatinos @GOP @realDonaldTrump @apostlegm What all five of you?
1213611036810661892 2020-01-04 18:59:53 -0400 <FahadBenAli> @realDonaldTrump Iran will not dare to act directly against America and its allies, but it will do so through its (terrorist cells) in Iraq, Yemen, Syria, Lebanon and the Gulf.
1213611036475084800 2020-01-04 18:59:53 -0400 <Boatracer77> @itsJeffTiedrich But @jack isn’t going to do anything because he’s making great ad revenue because of @realDonaldTrump’s tweeting.
1213611036328288258 2020-01-04 18:59:53 -0400 <Officially_IT> @realDonaldTrump Shall I get your fishing rod and a tinny Don?
1213611036118519809 2020-01-04 18:59:53 -0400 <Bolivarian305> @HuxtableJosh @Trevon_Makel @DennySutherlan2 @minka524 @Hoosiers1986 @IlhanMN @realDonaldTrump Except for Black people shot by police. Those Americans don't count and their killings are not an attack on America.
1213611035850084354 2020-01-04 18:59:53 -0400 <alexander270785> @estadoisrael O sea fuiste tu @MijaelGLP y no @realDonaldTrump?  https://t.co/DqMzGZUk4m
1213611035636178947 2020-01-04 18:59:53 -0400 <mcartwheels> @WhiteHouse @realDonaldTrump Kind of funny given how dumb Donald is.
1213611035594297344 2020-01-04 18:59:53 -0400 <rebel_yell123> @WhiteHouse @realDonaldTrump Uh huh. Sure.
1213611035527204865 2020-01-04 18:59:53 -0400 <ww2_vet> @realDonaldTrump A great WW1 song  AMERICA, I love you You're like a sweetheart of mine From ocean to ocean, for you my devotion is touching each boundary line Just like a little baby sitting on its mother's knee AMERICA, I love you and there's 300 million others like me
1213611035241959425 2020-01-04 18:59:53 -0400 <drginareghetti> @realDonaldTrump @VP    https://t.co/j1RCLtYjf6
1213611034851729408 2020-01-04 18:59:53 -0400 <Sxr5Ov2XI3BcTip> @realDonaldTrump I pray that the U.S. will be a country with no more threats and peace.  https://t.co/k3xcJDx8dy
1213611034260496384 2020-01-04 18:59:53 -0400 <mjgranger1> @realDonaldTrump Donald J. Trump, you are a first class ROCK STAR! #KAG2020 #Hooah! 🇺🇸🦅
1213611033048338434 2020-01-04 18:59:52 -0400 <nun07328099> @realDonaldTrump Kim was right. You are an embarrassing dotard.
1213611032960229376 2020-01-04 18:59:52 -0400 <HowardFallon1> @realDonaldTrump Yeah but you can’t extort foreign leaders for your personal advantage. And let’s let Bolton testify before you use the “lite” description.
1213611032356089856 2020-01-04 18:59:52 -0400 <TapeFlip> @realDonaldTrump How long do you think your supporters will continue to pretend to be as dumb as you are?
1213611030640644096 2020-01-04 18:59:52 -0400 <TrevorW83092671> @jcheethamwriter @TimRunsHisMouth @realDonaldTrump Here is a map for you  https://t.co/K3piEvU2I0
1213611030473068549 2020-01-04 18:59:52 -0400 <kamangir_1> @realDonaldTrump I’m iranian and I appreciate trump administration, for terminating the second biggest terrorist.  I hope he will terminate the no 1 terrorist on the planet.  #دمت_گرم_ترامپ  #ThankYouTrump
1213611030154227712 2020-01-04 18:59:52 -0400 <Nasty_Mindy> @RepDougCollins @realDonaldTrump Why aren’t your tweets IN CAPS you’re always screaming
1213611028593790977 2020-01-04 18:59:51 -0400 <Stevie888Craig> @realDonaldTrump How can Iran possibly talk about revenge when they indeed started it..
1213611028388429826 2020-01-04 18:59:51 -0400 <AllenK25375934> @gtconway3d @realDonaldTrump Ooh sorry @HillaryClinton  wasn't elected President .
1213611027742576641 2020-01-04 18:59:51 -0400 <brownie0607> @realDonaldTrump Then get off the golf course and Twitter and you’ll have a helluva lot more time to work. Better hurry. We’re voting you out in 11 months.
1213611027402592256 2020-01-04 18:59:51 -0400 <LAVOZDELIBERTAD> Me. President please don’t forget them. We also need to swipe these narco assassins from the face of earth.... Posted withrepost • @sllucchese @realdonaldtrump  https://t.co/LoHeMRxsxl
1213611026492665856 2020-01-04 18:59:51 -0400 <mangomind> @KevinGFox @Mike_Pence @realDonaldTrump @VP
1213611026136076296 2020-01-04 18:59:51 -0400 <WalkRunClimb> @realDonaldTrump  https://t.co/cvv1wUxqsG
1213611025691480065 2020-01-04 18:59:50 -0400 <psychopigeons> @jackattacka7 @Fred81963378 @DavidJHarrisJr @realDonaldTrump They're coming for you, the white jackets.
1213611024756203520 2020-01-04 18:59:50 -0400 <ThelmaHill2> He hates our military because @realDonaldTrump knows just how inferior he is and how much he comes up short when he is confronted with the honor, courage and patriotism that  members of our military and their leaders proudly display.
1213611024311414784 2020-01-04 18:59:50 -0400 <MathiasJPerez> @realDonaldTrump [...]as well as scientific collections and important collections of books or archives or of reproductions of the property defined above; #Hague1954   https://t.co/NUqYAwYzm4
1213611023820820487 2020-01-04 18:59:50 -0400 <nosodoeo> @Pussy_Riot_USA @realDonaldTrump Pronounced "az-HA-may"
1213611022893928450 2020-01-04 18:59:50 -0400 <TheRealPROIII> @thormanslt @karen_mertz @dvillella @realDonaldTrump Keep studying.
1213611022520639488 2020-01-04 18:59:50 -0400 <growinginYoga> @EliseStefanik @foxandfriends @realDonaldTrump You think Benghazi was bad lady ? You haven’t seen anything yet The investigations into this are gonna put you and other traitors on notice!
1213611021660758017 2020-01-04 18:59:50 -0400 <mawadll> @realDonaldTrump  please don’t start world war 3! My life is getting better and I’m getting my shit together don’t ruin this for meeeeeee
1213611021253906434 2020-01-04 18:59:49 -0400 <restructures> @realDonaldTrump None of those 52 hostages died. (Eight US military &amp; 1 Iranian civilian were killed in a failed rescue mission.) In contrast, a few years later, the U.S. killed all 290 civilians on Iran Air #Flight655:  https://t.co/br1YXze17W #TakeTrumpDownNOW #NoWarOnIran
1213611021111320578 2020-01-04 18:59:49 -0400 <gumboqueen3030> @NorskLadyWolf @CoastieKate1 @realDonaldTrump   SEPERATION OF CHURCH AND STATE !! MORONS ARE CLUELESS , AND YOU DO KNOW THAT WOULD BE MUSLIM PRAYERS TOI?? GOOD , NO DISCRIMINATION
1213611020935204864 2020-01-04 18:59:49 -0400 <Mysm87671437> @realDonaldTrump But we only have one target  https://t.co/rQ0pOrK56j
1213611020599668736 2020-01-04 18:59:49 -0400 <olsonmargaret7> @realDonaldTrump Perhaps you could golf less, turn off the TV, and stop tweeting about how hard your life is.
1213611020373123072 2020-01-04 18:59:49 -0400 <patriotawaken> @DCclone @TimRunsHisMouth @realDonaldTrump And also who do you mean when you say "you all"? Trying to understand what that even means.
1213611018405994496 2020-01-04 18:59:49 -0400 <dancing_paul> @valak4trump @ksouth21 @AndriyUkraineTe @POTUS @realDonaldTrump @RudyGiuliani @JackPosobiec Did I make you angwy?
1213611017223184384 2020-01-04 18:59:48 -0400 <KinselThomas> @michaelshand @ScottPresler @realDonaldTrump I...we...you...know the risks of being a soldier. During or not during conflict. It's part of being a hero.
1213611016120152065 2020-01-04 18:59:48 -0400 <CanisMinor11> @BehshadJavid @SaraAliiiS @Mshukry99 @realDonaldTrump Hey dude you use Twitter which is forbidden in Iran. Should I call Revolutionary Guards?"
1213611015738445824 2020-01-04 18:59:48 -0400 <nwbvt> @BevfromNYC @4everNeverTrump @realDonaldTrump  https://t.co/YO2q6Bw2WV
1213611015696527362 2020-01-04 18:59:48 -0400 <RayElliott62> @realDonaldTrump You’re not making things any better by threatening another country on Twitter. Twitter is for sharing pics of food or family or trips. Not for carrying out official USA business. You’re a mess and are going to get us in a war cause you can’t win the election any other way.
1213611015579017218 2020-01-04 18:59:48 -0400 <Niceprinter151> @pawpvd @eugenegu @realDonaldTrump over Middle Eastern people and Palestinians land, and they ironically use their religious traditions to justify their colonialism and potential acts of vandalism and cultural genocide.
1213611015490945030 2020-01-04 18:59:48 -0400 <smdh_atloser45> @realDonaldTrump  https://t.co/HAz49590ie
1213611015293849600 2020-01-04 18:59:48 -0400 <usernewm> @Offer_Binshtok @ResistsSerena @realDonaldTrump  https://t.co/vMI0ihe6ob
1213611014849056768 2020-01-04 18:59:48 -0400 <jonroshmos> @stassie25 @JasonChurchWI @realDonaldTrump He did nothing to protect us...in fact, his actions, and the actions of our military in general, are making us less secure, making the ME less secure, and causing mass refugee migration with is destabilizing the whole region...  Nothing he did in any way helped us...
1213611014807150592 2020-01-04 18:59:48 -0400 <TexasYellowDawg> @realDonaldTrump Maybe spend a little less time on the golf course, Fat Boy.
1213611014584856576 2020-01-04 18:59:48 -0400 <jrheisler> @realDonaldTrump When do we move on to dick size comparisons? The sooner they get there the sooner trump can fall in love, and it's all over.  https://t.co/pUfOYJ9YaQ
1213611014215876609 2020-01-04 18:59:48 -0400 <MAmirizadeh> Thank you so much @realDonaldTrump. God bless you.
1213611013477584896 2020-01-04 18:59:48 -0400 <MFM008> @realDonaldTrump THEN SHUT UP.
