1173748397834031104 2019-09-16 19:59:59 -0400 <Jasnan19> @realDonaldTrump You are so friggin juvenile.
1173748381925048321 2019-09-16 19:59:56 -0400 <MsAughtsix> @GrimmGreen @CDCgov @FDACommissioner @realDonaldTrump They don’t care about the youth, even if that’s the agenda they are pushing on people. They care about the money Big Tobacco provides, along with all the others. Addiction brings them money and it’s fucking disgusting.
1173748381396733952 2019-09-16 19:59:55 -0400 <OpheliaWallace> @realDonaldTrump @POTUS What’s your excuse?
1173748381228969984 2019-09-16 19:59:55 -0400 <HoosierPatriot> @dccc President @realDonaldTrump
1173748381178425345 2019-09-16 19:59:55 -0400 <MikeWil25313527> @Debbiekanic @realDonaldTrump  https://t.co/HuPv9LeLzU
1173748380155162625 2019-09-16 19:59:55 -0400 <tuxxse> @RehabHigh @realDonaldTrump YOOO WHAT THE FUCK DID I DO
1173748379270209536 2019-09-16 19:59:55 -0400 <MarkSpa15541436> @realDonaldTrump @foxandfriends Did you go to school with Kavanaugh? Do you know his victims personally? Have you documentation you'd like to share? Do you have ANY INFORMATION WHATSOEVER about the people you choose? Judgement without proper investigation is contempt.
1173748374362656770 2019-09-16 19:59:54 -0400 <alliegata> @johnbates207 @LordKrythic @realDonaldTrump Thanks
1173748372580253697 2019-09-16 19:59:53 -0400 <xanlannan> @NumbersMuncher @WalshFreedom @realDonaldTrump Double the cost of international freight haha
1173748368511787008 2019-09-16 19:59:52 -0400 <frozenmn> @DemGovs I’ll be voting again for our #POTUS @realDonaldTrump  https://t.co/rXsqrPrm4l
1173748368134291456 2019-09-16 19:59:52 -0400 <RollCall79> @rockinawesomems @vampireontitus @realDonaldTrump The media is absolutely biased. So much so that they make glaring “mistakes.” Used scare quotes because I’m not confident they’re always real mistakes. That’s what I mean that the discredit themselves.
1173748367106572288 2019-09-16 19:59:52 -0400 <Lisa90295545> @BrianKarem @realDonaldTrump  https://t.co/EsovWBNDQw
1173748366876061697 2019-09-16 19:59:52 -0400 <swannie222> @coling68 @realDonaldTrump @FoxNews @BillHemmer Wont do a thing to stop the next crazy killer. It punishes law abiding gun owners.
1173748366079119366 2019-09-16 19:59:52 -0400 <Melanieswombats> @gruffchick @realDonaldTrump Well thought out and nice, how refreshing!
1173748366058098688 2019-09-16 19:59:52 -0400 <TheBundistGhost> @Trump2020Yuge @vampireontitus @realDonaldTrump Wow, a few Muslims wanted to ban alcohol so scary 😱. Now remind me which country was it the UK or USA, that outlawed alcohol consumption and sale which lead to nothing but lining the pockets of mobsters..... Oh yeah it was the USA not the UK.
1173748364963459077 2019-09-16 19:59:52 -0400 <davidjrousseau> @PattyArquette @TravisMcEwen1 @jennerific713 @realDonaldTrump @foxandfriends #dope
1173748358202187778 2019-09-16 19:59:50 -0400 <qtseven> @Gal67Patriot @TalbertSwan @realDonaldTrump Which #FakeChristian church do you attend exactly? 🤔 Also, to whom exactly does a #FakeChristian like you pray? Or do you spell it "prey"?  Lastly, "Patriot Gal" is quite an ironic name for someone as traitorous and un-American as you...  #TrumpIsADisgrace
1173748358177087489 2019-09-16 19:59:50 -0400 <YahooBurch> @JohnBrennan @realDonaldTrump STFU Brennan
1173748356939735040 2019-09-16 19:59:50 -0400 <jwjwtw1997> @realDonaldTrump And I hereby call for your resignation! P.S. along with over 100 million people.
1173748354955849734 2019-09-16 19:59:49 -0400 <janeril81> @realDonaldTrump Oh yes we are ready to be done with you.
1173748354846605314 2019-09-16 19:59:49 -0400 <scootsmagoots74> @realDonaldTrump Seriously do you have anything better to do with your time like being president?!?
1173748349213794308 2019-09-16 19:59:48 -0400 <sniffy_mcads> @realDonaldTrump Can someone please take his phone away?  https://t.co/UEE4vwPIC9
1173748349075279872 2019-09-16 19:59:48 -0400 <TheHndrx> @realDonaldTrump Project much?
1173748347976540160 2019-09-16 19:59:48 -0400 <sberry247> @realDonaldTrump . @senatemajldr : "When you are this willing to launch unhinged personal attacks, you reveal a whole lot more about your own radicalism than about the men and women you target."
1173748347355717632 2019-09-16 19:59:47 -0400 <mariaxcape> @realDonaldTrump  https://t.co/ehtyis47zi
1173748347166961664 2019-09-16 19:59:47 -0400 <Borisw1964> @realDonaldTrump He can Sue, everything comes out in court! Can’t close that closet door once it’s opened!!!!!
1173748346932080646 2019-09-16 19:59:47 -0400 <william_1a> So hard for me when people just spew-off rhetoric, calling @realDonaldTrump a racist and his wife names. These people with no character, no shame, incapable of building themselves up into something useful in our society. Dependent on other people’s ignorance to sell FEAR &amp; HATE.  https://t.co/RBOnsjeKSA
1173748346525237248 2019-09-16 19:59:47 -0400 <WhereDidUSAGo2> @realDonaldTrump I hereby call for you to get your hands off the Saudi Balls  https://t.co/QJ2479fZqp
1173748346441424896 2019-09-16 19:59:47 -0400 <SunnyskiJackson> @WhiteHouse @Angela10732809 @realDonaldTrump Please don't be Uncle Tom's.
1173748345896148993 2019-09-16 19:59:47 -0400 <EeeagleOne> @realDonaldTrump You are the one who is clueless!
1173748343748595712 2019-09-16 19:59:46 -0400 <Debbieh625> @SaraCarterDC @realDonaldTrump Tough toenails!
1173748342054170627 2019-09-16 19:59:46 -0400 <Jesus_on_deck> @RehabHigh @realDonaldTrump @wolfiier6 rip.
1173748340086968321 2019-09-16 19:59:46 -0400 <LuLuRoche> @shellywilliams0 @lorettaslaught1 @GOPHeel @somebodystop_me @jimfromdaliwood @edsuds @t600jefferson @GregShugar @realDonaldTrump truth. lying no good rotten bastard. I mean that in a nice way.
1173748339646574594 2019-09-16 19:59:46 -0400 <dhope67> @realDonaldTrump Yes you do lose money because it's in your DNA. There isn't a project that you haven't lost money on. That doesn't mean you don't steal more money to lose. You're a crook, con - man, a cheat and a liar.
1173748337490694145 2019-09-16 19:59:45 -0400 <RealestAhole> @RealJudasGoat @realDonaldTrump Is it 8 or 9 EST? Expect him to unload on NYT
1173748330377072640 2019-09-16 19:59:43 -0400 <johnlruoff> @realDonaldTrump @StarCenter  https://t.co/IHDg63CREq
1173748330268168192 2019-09-16 19:59:43 -0400 <childofChrist40> @De_la_Ghetto_1 @realDonaldTrump @BarackObama my point...😉
1173748327374102529 2019-09-16 19:59:43 -0400 <occhiuzzik96> @MaihenH @marcorubio @realDonaldTrump Quien es la falsa oposición ¿Waido? .Capciosa la pregunta 😐
1173748326967250951 2019-09-16 19:59:42 -0400 <KetchupIsTrashy> @realDonaldTrump @POTUS We are so past impeachment stage it’s insane. Literally a used tampon would be a less harmful president at this point, racist criminal.  https://t.co/GdZFwonyIj
1173748326069669888 2019-09-16 19:59:42 -0400 <Stu_Kaufman> @TWIT_ANTHONY @realDonaldTrump Bot go home to mother Russia
1173748324375105536 2019-09-16 19:59:42 -0400 <JohnOgnosky> @realDonaldTrump Rasmussen polls.  https://t.co/Ly1LNl3tbX
1173748322919735296 2019-09-16 19:59:42 -0400 <roblongwriter> @CassandraRules @TulsiGabbard @realDonaldTrump I would so love to see a debate between Tulsi and Trump. She would completely mop the floor with him.
1173748321665437696 2019-09-16 19:59:41 -0400 <snarkyredhead3> @realDonaldTrump LMAO. You golf.
1173748321112006658 2019-09-16 19:59:41 -0400 <DanMan07076337> @JoeyNoCollusion @JackPosobiec No they haven’t @realDonaldTrump is just jealous
1173748320189190144 2019-09-16 19:59:41 -0400 <JamesLaidlaw2> @realDonaldTrump Thanks, I just sent in my subscription.
1173748318037364736 2019-09-16 19:59:40 -0400 <ainsleyroad> @realDonaldTrump Trump’s jealousy of President Obama never fails to entertain.
1173748317861187584 2019-09-16 19:59:40 -0400 <tgeno> Yes, @SenCoryGardner , but why do you still support @realDonaldTrump ?!
1173748317055897601 2019-09-16 19:59:40 -0400 <ProudLibInCa> @SoapyRS @realDonaldTrump @StarCenter Amanda is a bot. That's obvious. She doesn't even argue her point. Just trolled, threw out the division bait, and disappeared into cyberspace.
1173748313268424704 2019-09-16 19:59:39 -0400 <realPatrickSGa1> @amber_athey @SebGorka @realDonaldTrump Great Question!  @nytimes BUSTED!  🥰🥰😆
1173748313084047360 2019-09-16 19:59:39 -0400 <James00700Bond> @realDonaldTrump I call for your resignation. Right now! Or after you provide your taxes for us to see!
1173748311309746177 2019-09-16 19:59:39 -0400 <DonXQuixote> @realDonaldTrump @WhiteHouse @MarianoRivera WOW! I didn't know that Mariano was a .@POTUS supporter! Is there ANY POTUS Medal of Freedom EVER given to a Trump detractor/resistor? CLEARLY, Donnie is just hoping to drawn in more VOTES from Rivera fans! #PIN_Head_POTUS (child) does NOTHING that doesn't support his own cause!
1173748310286438400 2019-09-16 19:59:39 -0400 <ElbersonJulie> @realDonaldTrump @POTUS 🤮🤮🤮
1173748310105980928 2019-09-16 19:59:38 -0400 <bwbarratt> @realDonaldTrump I cant wait to read your obit in the New York Times!
1173748307845423104 2019-09-16 19:59:38 -0400 <earlwarner31> @tesawillars @CNN @realDonaldTrump You have not seen the contract they have currently... it's ridiculous they are striking for more than what they have already.
1173748306075377664 2019-09-16 19:59:38 -0400 <JUDITHBELANDRIA> Deberíamos #TODOS los venezolan@s que repudiamos el actuar de estas piltrafas grabar un vídeo o una nota de protesta pidiendo #SancionesAComplicesDelRegimen !! VAMOS A ACTIVARNOS POR FAVOR! @realDonaldTrump @VP @marcorubio
1173748304842117121 2019-09-16 19:59:37 -0400 <SteLenaFoster> @realDonaldTrump  https://t.co/HskuIQkHCe
1173748304779329537 2019-09-16 19:59:37 -0400 <CjonesCar> @JohnBrennan @realDonaldTrump No doubt John your going to be indicted can't want to see you cry 😂👍
1173748304724799491 2019-09-16 19:59:37 -0400 <N3lson1769> @TomiLahren @realDonaldTrump Couldn’t agree with you more
1173748304246525952 2019-09-16 19:59:37 -0400 <Flambeau66> @realDonaldTrump ...@realDonaldTrump can never recover, and will never return AMERICA to Greatness, under his current Administration. #NOFUTUREFORTRUMP!  By the time this is over, he won't have a pot to piss in or a high rise window to jump out of!  https://t.co/2dEZFdf7tl
1173748304020197376 2019-09-16 19:59:37 -0400 <shantejam> @realDonaldTrump @MarianoRivera Your pants are scrubbing Donald!
1173748303072305152 2019-09-16 19:59:37 -0400 <crissfg2> @Miraculously111 @TulsiGabbard @realDonaldTrump Mark is hard s.cking Trump's balls this time. Tulsi is right!
1173748297971982336 2019-09-16 19:59:36 -0400 <MarcoMNYC> @drmistercody @Liz_Wheeler @realDonaldTrump Fox isn’t fake news though that’s the difference
1173748296105349120 2019-09-16 19:59:35 -0400 <Alexand14280897> @realDonaldTrump I see Trumplethinskin is at it again..
1173748295757418497 2019-09-16 19:59:35 -0400 <truthmatters87> @AlphaTango19 @TrumpWarRoom @GOP @TeamTrump @realDonaldTrump But Those same scientists have proven that the change that we are experiencing is happening at an exhilarate pace. This acceleration is directly linked with carbon from human burning of fossil fuel and methane produced by the meat industry. And now the Amazon is on fire.
1173748294545215489 2019-09-16 19:59:35 -0400 <Merrywilson40> @GinnyCotton13 @NumbrOneBossMan @phillyeaglesfa1 @BarackObama @MichelleObama @TheJusticeDept @realDonaldTrump His balls are not big enough.
1173748294000005125 2019-09-16 19:59:35 -0400 <mskane2u> @willchamberlain @JohnBrennan @realDonaldTrump Trumbo and wise????😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
1173748292590587904 2019-09-16 19:59:34 -0400 <mbleasdale> @jaykeye2 @somebodystop_me @jimfromdaliwood @edsuds @t600jefferson @GregShugar @realDonaldTrump bish be officially blocked.
1173748290984169472 2019-09-16 19:59:34 -0400 <Kerryhenley56> @flightcrew @realDonaldTrump God Bless President Trump 🙏🏽
1173748288669061120 2019-09-16 19:59:33 -0400 <TheTomGibson> @JohnBrennan @realDonaldTrump Is this a parody account?
1173748288471699456 2019-09-16 19:59:33 -0400 <mquigley1863> @stillgray @SebGorka @realDonaldTrump They always were just nobody cared...
1173748283199631361 2019-09-16 19:59:32 -0400 <Vapesavedmylife> @katyleicht @realDonaldTrump @POTUS @gretchenwhitmer  https://t.co/6iBBSpgpoG
1173748282138382336 2019-09-16 19:59:32 -0400 <PDXsaxie> @realDonaldTrump @POTUS The New York Times have had a huge increase in subscribers since 2018. Looks like you are lying again. They are not fake news.
1173748281194598400 2019-09-16 19:59:32 -0400 <detran> @TulsiGabbard @realDonaldTrump Misinterpretating the situation?  What’s wrong with consultation with an ally in the region, Trumps first out reach for stabilization in the region.  Trump’s visit there empowered them in military and tech to fight terror.  He just wants allies responsible via respected judgment
1173748280011952129 2019-09-16 19:59:31 -0400 <MaureenMcDowe14> @BrianKarem @realDonaldTrump We can't trust them about anything.
1173748278426505216 2019-09-16 19:59:31 -0400 <randigma> @amber_athey @DailyCaller @realDonaldTrump Yes!
1173748277692555264 2019-09-16 19:59:31 -0400 <kingrandy78> @SenSchumer @realDonaldTrump @SpeakerPelosi  https://t.co/GVIcbJSxXD
1173748277474279424 2019-09-16 19:59:31 -0400 <McgeeverMartin> @LoriinUtah @pvvult @realDonaldTrump Animals like this should never have a nuke! Who agrees?  https://t.co/c0B2EDk3PV
1173748275821862912 2019-09-16 19:59:30 -0400 <IsRuns> @realDonaldTrump  https://t.co/RpiO1XKcxH
1173748274823684101 2019-09-16 19:59:30 -0400 <phillywolfis> @davidmweissman @realDonaldTrump He keeps you, Jerry Nadler and CNN busy. And out of trouble. Keep it up!
1173748274643255296 2019-09-16 19:59:30 -0400 <LiberalWarriors> @realDonaldTrump I call for the resignation of Donald J. Trump, Rapist in Chief.
1173748274513268736 2019-09-16 19:59:30 -0400 <bull_wink> @jaristmtrs @realDonaldTrump He is delusional
1173748273888342016 2019-09-16 19:59:30 -0400 <Truetoourpast> @johnnynort1 @DPTBW @realDonaldTrump @JerryFalwellJr @TheBabylonBee You R absolutely on point. People laughed at me 3 years ago when I forecast that this would be the case. 58 years ago I did a scholarly paper  in high school on Sinclair Lewis's novel, "It Can't Happen Here." It now reads like a non-fiction documentary.
1173748272189468672 2019-09-16 19:59:29 -0400 <Calblue3> @realDonaldTrump And you distract while you desecrate this lady!  https://t.co/RYsOjZWiBQ
1173748267919671298 2019-09-16 19:59:28 -0400 <SpecialSP1950> @FLOTUS @realDonaldTrump @WhiteHouse I met many incredible people in Dayton, Ohio &amp; El Paso, Texas yesterday. Their communities are strong and unbreakable. @potus and I stand with you!  https://t.co/O1T6u8RoK3
1173748267890487297 2019-09-16 19:59:28 -0400 <kurknielsen> @GOPLeader @WesJennings33 @realDonaldTrump All may be true, but and your entire party has all credibility.
1173748267001270274 2019-09-16 19:59:28 -0400 <SkylerPlante> @truthtableJCT Obvs means he’s innocent like @realDonaldTrump is innocent of everything he’s accused of. Evidence&amp;proof of crimes are irrelevant if you have $$$, right skin colour, &amp; connections #TrumpIsACriminal I’m Canadian &amp;infuriated w/US politics almost as much as my own #ScheerDisaster
1173748266233671680 2019-09-16 19:59:28 -0400 <PoleBranch> @JustWannaLive7 @JohnBrennan @ccharlamb8 @realDonaldTrump Revenge; books were cooked re WMDS which there never were. It was not about oil, just good old revenge because Sadaam had made a threat about Bush 1.
1173748262886494208 2019-09-16 19:59:27 -0400 <LarissaWilson9> @angiekaye999 @drmistercody @Liz_Wheeler @realDonaldTrump Can you link to the stories that must have been written by other journalists about this incident. It must have been headline news around America when it happened. Thanks.
1173748261947150337 2019-09-16 19:59:27 -0400 <VetPissedAt1Y45> Guess @realDonaldTrump didn't realize Woods is black &amp; Rivera is a brown Hispanic right @Fahrenthold ??
1173748257748447232 2019-09-16 19:59:26 -0400 <DenverGregg> @stillgray @SebGorka @realDonaldTrump 1968 is glad you finally noticed
1173748257542959105 2019-09-16 19:59:26 -0400 <KamalPremi2> @pavaniga @Naveen_Guptaa @realDonaldTrump @narendramodi Your #HowdyModi pass confirmed @pavaniga   పండగ చేస్కో
1173748256737824768 2019-09-16 19:59:26 -0400 <MikeMiss25> @dandrewvogel @realDonaldTrump Nah, you’re blaming me because your insecurities make you need some political “club” to belong to.
1173748254464466944 2019-09-16 19:59:25 -0400 <SunnyskiJackson> @WhiteHouse @Angela10732809 @realDonaldTrump He has resurfaced.
1173748253449281538 2019-09-16 19:59:25 -0400 <WGodspeed> @TeamTrump @mike_pence @realDonaldTrump Turn NM RED.
1173748252589592576 2019-09-16 19:59:25 -0400 <J55046748> @realDonaldTrump Your opinion does not count, so why not just keep it to yourself?
1173748251092295685 2019-09-16 19:59:24 -0400 <LoranHayden> @JeffDahlSr @wisconsinvotes1 @realDonaldTrump @MarianoRivera It's called statistics, son. We don't expect you to understand.
1173748250995830784 2019-09-16 19:59:24 -0400 <EmacInSTL> @realDonaldTrump I've been calling for your resignation for years, but it doesn't work like that.
1173748249959833600 2019-09-16 19:59:24 -0400 <agirrrl> @realDonaldTrump Sounds like you’re talking about one of your three wives. 🤣🤣🤣 #ImpeachTrumpNow
1173748249879908355 2019-09-16 19:59:24 -0400 <owhy3> @realDonaldTrump and @kylebass @SteveBannon orgasmic at damaging China. They should study “The Art of The War “ not “The Art of the Deal “
1173748248504340481 2019-09-16 19:59:24 -0400 <EW12501> @FLOTUS @realDonaldTrump @WhiteHouse Just because Rivera is Hispanic it doesn’t mean we’ve forgotten how vile trump is to people of color, his words will reverberate in our minds when we vote. Parading Hispanics and African Americans will NOT get Little Man trump re-elected.  https://t.co/02XbIi0sv6
1173748247170412544 2019-09-16 19:59:23 -0400 <kbenterpriseco1> @realDonaldTrump  https://t.co/VIUGoVKkeX
1173748243194425344 2019-09-16 19:59:23 -0400 <Bluesushi914> @realDonaldTrump Trump is really losing it here.  Do we want someone in that office, asking for resignations of people at a newspaper?  That is just Crazy, from a crazy man.
1173748242514886656 2019-09-16 19:59:22 -0400 <GladysAyes> @realDonaldTrump You obviously love to be around sex offenders, Epstein, Kavanaugh who else.
1173748241957031936 2019-09-16 19:59:22 -0400 <ReWilson43> @CraigRozniecki .@realDonaldTrump is so envious of Obama it has become a sickness.
1173748240983973888 2019-09-16 19:59:22 -0400 <LoveIsabella72> @realDonaldTrump This country deserved better than you and Kavanaugh.   What a mess - the President of the United States and Supreme Court Justices should be, at a minimum, grown ups and solvent. JHC, what a mess.
1173748239599902721 2019-09-16 19:59:22 -0400 <SammyForAmerica> @tonyposnanski @realDonaldTrump Oh poor Tony. Get. A. Life. And while you’re at it - refill your meds.
1173748238899433473 2019-09-16 19:59:21 -0400 <wacthe3> @TulsiGabbard @realDonaldTrump I respect you as a fellow service members, but the attempt here to suggest he was giving command of American troops to a foreign entity is just sad. It’s a tweet...
1173748238098190337 2019-09-16 19:59:21 -0400 <HubertAjamian7> @stillgray @SebGorka @realDonaldTrump Fox News
1173748234621247488 2019-09-16 19:59:20 -0400 <ZuckersEunuch> @Sgt_Martin13 @BickerPete @BethanyBeeches @evan0wens @lauferlaw @realDonaldTrump All of this "obstruction" and yet a bunch of partisan, Obama- worshiping hacks working for the senile old man, Bob Mueller, didn't charge Trump with a crime.
1173748234247970816 2019-09-16 19:59:20 -0400 <TheElectricpat1> @realDonaldTrump Looks great can’t wait to see more.
1173748233413087232 2019-09-16 19:59:20 -0400 <62miles> @EricWolfson @realDonaldTrump @senatemajldr It's right out of the Hermann Göring playbook
1173748233165783040 2019-09-16 19:59:20 -0400 <johnlruoff> @realDonaldTrump  https://t.co/IHDg63Ut30
1173748232704286720 2019-09-16 19:59:20 -0400 <EaseYourMind77> @sara_saraabaker @dvillella @realDonaldTrump That’s not the problem. They didn’t all PROFIT off their golfing. Also, he’s a massive hypocrite. As are his supporters.   All over Obama’s ass for it.. but Trump out-golfs Obama’s entire presidency before his first term... and it’s ... 🤷🏼‍♀️
1173748229961322500 2019-09-16 19:59:19 -0400 <marymur81096173> @realDonaldTrump Love Trump wish he was a politician here in Britain... he’d soon sort out the disgraceful behaviour of labour and liberal dictators parties
1173748227503480832 2019-09-16 19:59:19 -0400 <EverythingBeeps> @realDonaldTrump 1. Your poll numbers are made up. 2. Nobody has ever celebrated mediocrity as hard as you.
1173748226375204865 2019-09-16 19:59:19 -0400 <dhb_dian> @realDonaldTrump CAN YOU NOT REMEMBER WHAT YOU SAID LAST WEEK or LAST MONTH?? Do you have memory problems?  Do Republicans need you to step down and let a younger candidate run for President?   Our Present  Day President cannot remember his own words .  Why are we saddling our country with TRUMP!
1173748225561550849 2019-09-16 19:59:18 -0400 <sarmsr> @kerryfjacob @JoeBiden Those poor kids forced to listen to an old mans story about some bad dude named Corn Pop😂😂😂😂😂😂😂😂😂🤡🤡🤡🤡🤡🤡🤡🤡 They thought the old dude was going to give them popcorn 🍿 @realDonaldTrump #WalkAway #CornPop2020
1173748225519575041 2019-09-16 19:59:18 -0400 <vtestarosa> @realDonaldTrump big baby is mad again
1173748225431310336 2019-09-16 19:59:18 -0400 <GingerRicks8> @realDonaldTrump Sweetie you need to take some meds he still has two tweets are scaring me
1173748225011879937 2019-09-16 19:59:18 -0400 <Your__Dictator> @TulsiGabbard @MayureshIndia @realDonaldTrump It was the saudis that were attacked
1173748223334330368 2019-09-16 19:59:18 -0400 <bguthrie1968> @real_defender @realDonaldTrump @StarCenter  https://t.co/iFAgLcjfiM
1173748222004588544 2019-09-16 19:59:17 -0400 <peoplesfreepres> @realDonaldTrump @JohnMcGeever70 Supreme Court Justice Kavanaugh is being used as a political pawn for the Democrat Candidates.  they do not believe there own accusations. They will infringe on the Second Amendment be sure of that. #Truth
1173748221534986240 2019-09-16 19:59:17 -0400 <Bec1226> @RedNationRising @realDonaldTrump Anyone believe her semi retraction of some, ppl did something bad, really meant anything?!
1173748220478001152 2019-09-16 19:59:17 -0400 <ratlwyatt> Funny how we are all up in arms about Iran supplying weapons to the Houthi' but it is all fine and dandy that we supply arms to Saudi Arabia. Kinda screwed up, huh? @realDonaldTrump @CNN @MSNBC @maddow
1173748217881800704 2019-09-16 19:59:16 -0400 <atw330> @realDonaldTrump @StarCenter Trump crowds are getting smaller and smaller.
1173748214551535616 2019-09-16 19:59:16 -0400 <jer1000> @JohnBrennan @realDonaldTrump You have no credibility shut up ang go away
1173748213406285825 2019-09-16 19:59:15 -0400 <wotadog> @blueyedlvrgirl @lepton939 @JohnBrennan @realDonaldTrump Mueller did not rely on the dossier for his investigation. His was a criminal investigation not a counterintelligence investigation.
1173748212437606402 2019-09-16 19:59:15 -0400 <mshull05> I’ve been to two @realDonaldTrump rallies and was not paid one dime for attending either. Are you ever right about anything @Rosie? BTW, when are you leaving the country like you promised?
1173748211841941505 2019-09-16 19:59:15 -0400 <grimlord2003> @realDonaldTrump a little birdie told me you itty bitty  mickey mouse dick smells just like mcconnell's ass and graham is getting jealous.
1173748211007270912 2019-09-16 19:59:15 -0400 <KrazzyKatty> @realDonaldTrump @StarCenter  https://t.co/X4abhZxHXA
1173748210923233280 2019-09-16 19:59:15 -0400 <t_enchanter> @TomFitton @realDonaldTrump @JudicialWatch @seanhannity FCS, this twisted! How many ways can you spin it?
1173748210604675073 2019-09-16 19:59:15 -0400 <Stockmarket_Kid> Max, Shery &amp; BloombergTV anchors, FOR DECADES, 1) CHINA has had tariffs on US goods, 2) China BLOCKED their markets to US goods 3) China exports MASSIVE goods to the US.  SO WHY DOES THE US NEED TO GIVE IN?  It's ALL China trade abuse.#FreeAndFairTrade @MaxBaucus @realDonaldTrump
1173748208859615232 2019-09-16 19:59:14 -0400 <aznananc> @realDonaldTrump Your call for the resignation of journalists at the NYTs was met with an eye roll.
1173748208838893570 2019-09-16 19:59:14 -0400 <MilesQBlack1> @realDonaldTrump Sexual predator defending a sexual predator...  https://t.co/e9ltjG2xbQ #TrumpIsARapist  #KavanaughImpeachment
1173748208817836034 2019-09-16 19:59:14 -0400 <KAGA26467058> @williamDeHaven8 @real_defender @realDonaldTrump Always
1173748208771710976 2019-09-16 19:59:14 -0400 <GeronimoBPM> @realDonaldTrump And grab her by the p_ssy??? You sniveling coward. You put children in cages.
1173748207001702401 2019-09-16 19:59:14 -0400 <RogerRamJet1776> @mazzenilsson @TulsiGabbard @realDonaldTrump It’s historical illiterates like you that get us into wars. This is always been the case.
1173748206263517184 2019-09-16 19:59:14 -0400 <sunismyson> @RSBNetwork @realDonaldTrump @YouTube YouTube is stiffling conservative voices.  Put them back on
1173748204179001344 2019-09-16 19:59:13 -0400 <StoneColdChik> @_TheRealBecky1 @4AmericanKat @realDonaldTrump another attempt to get her on the first debate stage instead of the second, she is second from the bottom, its her attempt to increase her advantage!
1173748204078157824 2019-09-16 19:59:13 -0400 <ravelesm> .@TulsiGabbard strongly condemning @realDonaldTrump's abuse of his military powers. We get crickets from the Democratic leaders &amp; the other Democratic nominees for POTUS.
1173748202476101632 2019-09-16 19:59:13 -0400 <jcoozi> @kimguilfoyle @realDonaldTrump Yes if you are a white straight upper class things look pretty good for you.
1173748200362139648 2019-09-16 19:59:12 -0400 <MordecaiMpls> @TWIT_ANTHONY @alessandram_ga @realDonaldTrump Pink?
1173748199187763200 2019-09-16 19:59:12 -0400 <turco6423> @w_terrence @realDonaldTrump Wonder what corn pop is up too now.  Pretty sure this will be Biden’s Dukakis tank moment
1173748199086886912 2019-09-16 19:59:12 -0400 <WatchingYou2018> @gtconway3d @realDonaldTrump ...well, it was on Fox propaganda network...
1173748198118051840 2019-09-16 19:59:12 -0400 <partingrivers> @realDonaldTrump Yet, you still would give everything to have them write a glowing article about you.
