1209624795131727880 2019-12-24 18:59:59 -0400 <TheRealTeddyBee> @realDonaldTrump @senatemajldr FU and F Mc🐢 #IMPOTUS
1209624639934271489 2019-12-24 18:59:22 -0400 <ETJackson11> @realDonaldTrump @kilmeade @foxandfriends If they cared for the people of the USA, the money they are wasting would be put toward something like feeding and shelter for the citizens.
1209624636855590912 2019-12-24 18:59:21 -0400 <hotsauc43872607> @realDonaldTrump @senatemajldr Nobody likes u. Or I dont
1209624636360519681 2019-12-24 18:59:21 -0400 <agillatc> @NeoIndyCon @HeidiNBC BECAUSE @realDonaldTrump’s #favor was NEVER about corruption. It was about creating a story out of nothing on a political opponent. Asking a foreign government to create that story. Which is interfering in an election. Which is #impeachable. Which is why #IMPOTUS45...
1209624635618119680 2019-12-24 18:59:21 -0400 <Coll1313> @realDonaldTrump Again- I’m telling @SpeakerPelosi that I know THREE liberal Cali Dems that have left your party to register Democrat. Your party cares more about power than the People.
1209624633940566016 2019-12-24 18:59:21 -0400 <Debbiered1978> @PMall5 @realDonaldTrump Dream on. !! House would have to flip !! And won’t!! Senate will be Dems!!!! Donnie has 38% base not going to happen lmao  https://t.co/YVvz2TcAvw
1209624631289765888 2019-12-24 18:59:20 -0400 <NitramLand> @joural81 @Gatorrebel2180 @wordjunkie84 @RunningLogans @TennX8 @smallmthbass @_____Wimpy @Tactical_review @realDonaldTrump Japan.
1209624629070970881 2019-12-24 18:59:19 -0400 <EL44766671> @mason4922 maybe he's anti wind re the toupe? @realDonaldTrump cause obviously his rant not based on any understanding of physics re engery hmm think he knows what an erg or GW is? or hmm anyone who writes his tweets? &amp; as an R ought to support entrepreneurship -
1209624627531509763 2019-12-24 18:59:19 -0400 <8MarkyMark> @realDonaldTrump @senatemajldr  https://t.co/L7dasQW6T0
1209624626160001024 2019-12-24 18:59:19 -0400 <aaugh> Does @DonaldJTrumpJr know that @realDonaldTrump, @IvankaTrump and @JaredKushner were all registered Democrats at one time?  So you’re a son of a snowflake. ❄️❄️❄️❄️❄️ . @BreitbartNews @OANN @FoxNews @MariaBartiromo @MSNBC @CNN #MAGA @PressSec
1209624625803489280 2019-12-24 18:59:19 -0400 <JamesLWray11> @realDonaldTrump @senatemajldr These judges that got confirmed under your Administration AR probably as crooked as you are.
1209624625388220416 2019-12-24 18:59:19 -0400 <CrystalWillow13> @realDonaldTrump Trump at his Michigan rally last week: "Nobody ever leaves our speeches. ...Never. Nobody.”  The NYT's article on that very speech: "As the speech went on, supporters began leaving in significant numbers or in some cases appeared to doze off in their seats."
1209624624373387265 2019-12-24 18:59:18 -0400 <KhrystineS> @realDonaldTrump @senatemajldr Only problem here is neither you nor your supporters know how to read,. 😬 better make a movie..   (brought to you by Carls jr, and Mnt Dew Camaamacho,. Because it has electrolytes,. What plants crave,. )
1209624621940707329 2019-12-24 18:59:18 -0400 <RGVCritic> @realDonaldTrump Merry Christmas to you as well, Mr President.   Peace on earth and goodwill to all men and whatever.
1209624621915475968 2019-12-24 18:59:18 -0400 <gerhard_21> @realDonaldTrump @senatemajldr Do you think all this BS is important at Christmas?
1209624620396994560 2019-12-24 18:59:17 -0400 <JosephR28119167> @rhowardbrowne @reubing @realDonaldTrump I thought all the Nazis were executed. Missed one I guess!!
1209624619533123584 2019-12-24 18:59:17 -0400 <wcchmp88> Merry Christmas to all @chaseelliott @UGAAthletics @NAPAKnowHow @Jaguars fans. And everyone else. @realDonaldTrump is still your President.
1209624619511975936 2019-12-24 18:59:17 -0400 <GlenTaennler> @realDonaldTrump @BarackObama, this magic wand just turned you into an ass !  #tada
1209624610402177024 2019-12-24 18:59:15 -0400 <emocionycambio> @sahloul @sosrefugiados @cnni @BBCWorld @realDonaldTrump @UNHumanRights @antonioguterres What abiut Happy Christmas. The Real World  #HumanRights  #HumanitarianCrisis  #Solidarity  https://t.co/HyZu4OFH0T
1209624610041253889 2019-12-24 18:59:15 -0400 <RealRandyWade1> @AndyOstroy @realDonaldTrump Its you and the democrats who need to read the constitution. You have absolutely no idea whats in it.
1209624608900632576 2019-12-24 18:59:15 -0400 <Elenavillar6> @realDonaldTrump @senatemajldr Merry Christmas 🎄
1209624606019067904 2019-12-24 18:59:14 -0400 <MG08746232> @realDonaldTrump That girl 👇would be Nancy  https://t.co/Ts4ZdIqh1M
1209624604798586880 2019-12-24 18:59:14 -0400 <twitstorm2020> @realDonaldTrump @foxandfriends Let’s just call it “the Casino trajectory”.  https://t.co/Vi2t3y6MWq
1209624602068094977 2019-12-24 18:59:13 -0400 <fofgofx> @Rod11723415 @MapleTommy @JeffreyGuterman @realDonaldTrump @DanTwitmo4 We the people are the ones who place our leader in charge. That is unless he cheats. Stop spouting this nutso Dominionism BS. Hey folks, look it up if you haven't already. The Dominionists believe that govts all over the world should be Christian theocracies.
1209624601971609601 2019-12-24 18:59:13 -0400 <AdamantiumX74> @realDonaldTrump @senatemajldr Still President of the United States....12/24/2019 #MAGA  #KAG2020  #Trump2020  #MYVOTEIS4TRUMP  https://t.co/5a43cmRRra
1209624600583135234 2019-12-24 18:59:13 -0400 <BolemanBradley> @_SilenceDo_good @KurisuS @MarlenaGigliot1 @carrie_dixonLHC @realDonaldTrump trumps a traitor and so are his supporters
1209624596477075459 2019-12-24 18:59:12 -0400 <kaipalihawaii> @realDonaldTrump @senatemajldr Amazing story of deceit and lieing...
1209624594937610241 2019-12-24 18:59:11 -0400 <PfMV1cDJdfGZHJA> @SheriffClarke @SpeakerPelosi @realDonaldTrump Extremely scary that you were a sheriff yet apparently have no idea what the terms “due process” and “rule of law” mean.
1209624594862215170 2019-12-24 18:59:11 -0400 <Kelvin18365420> @realDonaldTrump Realistic residential idea where to get a good job attorney just talk. You're not bringing oh well when is all over, give me a job
1209624594770022400 2019-12-24 18:59:11 -0400 <wfinalle57> I'm not seeing the 25 arrests …. in the MOTHER OF ALL SANTUARY CITIES?  @TheJusticeDept @realDonaldTrump
1209624594207764481 2019-12-24 18:59:11 -0400 <bobbiePT> @nancylevine @GregStohr @RudyGiuliani @realDonaldTrump @Facebook Cell for study next to Manafort, Cohen and the rest
1209624592479903750 2019-12-24 18:59:11 -0400 <Voegizug> And they say, that this completely crazy idiot is (obviously) THE President of the United States of America .... ;–)(((( !! @realDonaldTrump
1209624582052704256 2019-12-24 18:59:08 -0400 <DanielaDea3> @gardenati @joegooding @realDonaldTrump @senatemajldr @POTUS Yes, Obama said:  "elections have consequences"...we must deal with it.   But Trump's economy is lifting people out of poverty.  Can we put aside the imperfections Trump has that we all have and enjoy this great economy?   Let's take advantage of Trump's talent.
1209624576386142208 2019-12-24 18:59:07 -0400 <chunkymonkysmom> @D1GGDUGG @Freesailorfree @GOPChairwoman @realDonaldTrump And a Merry Impeachment to you and your family!  Cheers 🥂
1209624572934283265 2019-12-24 18:59:06 -0400 <Petcop65> @realDonaldTrump @senatemajldr Half of them considered undesirable by the Bar Association, and a good portion also never tried a case. Oh, but they're Trumptards who are Pro-fertilized egg, anti-gay, and most likely racist as can be. So they qualify. Moscow Mitch and the rest of the limpdicks are disgusting.
1209624571088920576 2019-12-24 18:59:06 -0400 <kim_trombone> @TomFitton @realDonaldTrump 👍
1209624568954048519 2019-12-24 18:59:05 -0400 <Muffs> @BornOnAFri @PuestoLoco @willapercy @johnnie_olsen @realDonaldTrump @GOP @senatemajldr  https://t.co/hYwTwE03fl
1209624568513679367 2019-12-24 18:59:05 -0400 <godsavecroatia> @TomFitton @realDonaldTrump He'll be fine.  Democrat = Free Pass
1209624566915465216 2019-12-24 18:59:05 -0400 <sabistar7> @Normsmusic @realDonaldTrump @senatemajldr Wow ... best read for the year.
1209624564281565184 2019-12-24 18:59:04 -0400 <PoliticoChat> @realDonaldTrump You, Gulliani, Mulvaney, Pompeo, Bolton, Perry ALL need to testify under oath.  But you won’t because you’re guilty.  Mulvaney and Gulliani have admitted it publicly.   If the GOP wasn’t filled with partisan hacks, you’d be found guilty. But Moscow Mitch will sweep under the rug.
1209624563245633536 2019-12-24 18:59:04 -0400 <rockque2> @StevenB49824070 @david_fuj @realDonaldTrump Lord have mercy...
1209624561810935809 2019-12-24 18:59:03 -0400 <RubHERsoulXpres> @realDonaldTrump @senatemajldr 👀  https://t.co/822pbXR6Un
1209624557520330752 2019-12-24 18:59:02 -0400 <RB141404> @DavidWohl @realDonaldTrump @senatemajldr You don’t speak for all Americans bud. Methinks you only speak for the ones who don’t care about justice.
1209624555414683648 2019-12-24 18:59:02 -0400 <sherik70> @JamieWa74118558 @Charless2818 @Debbie56111656 @JoeBiden @realDonaldTrump U.S. National Debt Hits Record $22 Trillion
1209624553212796930 2019-12-24 18:59:01 -0400 <djpublius> @Frenchesque @cvfeatherstone @LindseyGrahamSC @realDonaldTrump He did nothing wrong
1209624552218808320 2019-12-24 18:59:01 -0400 <Bankrupturbooki> @TomFitton @realDonaldTrump PUT OBAMA IN GITMO!! @DonaldJTrumpJr
1209624548863283203 2019-12-24 18:59:00 -0400 <cartonsonkist> @GOPLeader @realDonaldTrump Fox back at it with the bullshit
1209624543741890560 2019-12-24 18:58:59 -0400 <PeggyGraves18> Donald Trump Unofficial Campaign Song.........The Ballad of Donnie T  https://t.co/7v9gabGppR via @YouTube  @realDonaldTrump
1209624543217831936 2019-12-24 18:58:59 -0400 <vmillergsu> @glennkirschner2 We will never forget July 16 2018 Helsinki. The day @realDonaldTrump, a despicable coward betrayed the United States &amp; sided with despot Putin against his own intelligence agencies. #TraitorInChief #LiarInChief #TumpIsAThreatToNationalSecurity  https://t.co/9wJ77Tooo7
1209624541716189184 2019-12-24 18:58:59 -0400 <JohnGrochalski> @realDonaldTrump Ok traitor
1209624539556130816 2019-12-24 18:58:58 -0400 <donnachaidn> @andyca57 @TWIT_ANTHONY @realDonaldTrump This is the image that come to mind every time I hear the the term Trump supporter.
1209624538004086784 2019-12-24 18:58:58 -0400 <sleepyrn203> @realDonaldTrump @senatemajldr Some of those judges are totally incompetent.  Some have never presided over a trial but now they are federal judges for life. I guess that's a win for you - appointing people who are even less competent than  #IMPOTUS and #MoscowMitch
1209624536473321472 2019-12-24 18:58:57 -0400 <Candicorpsetv> @dadkind @GOP @FLOTUS @realDonaldTrump Have u taken a poll? Every military person in my family and that I work with love the president but maybe its because they don't judge other people like u obviosuly do. I dont know if the bone spurs r true but I do know he has done more for them than any other President in yrs.
1209624530911666177 2019-12-24 18:58:56 -0400 <RobinLaPierre2> @steve_plourde @dgueulette @Edurahm1 @Justwhatneeded @real_defender @realDonaldTrump The investigations into the money laundering IS ongoing, and AG Barr handed down 8 indictments yesterday. Research it, the corruption is being uncovered and prosecuted, just like President Trump it would be. You're not tired of the dems corruption? Really?
1209624530815275010 2019-12-24 18:58:56 -0400 <jaydotcom> @realDonaldTrump If you resigned it would be way better. Go ahead and do something to help for once.
1209624527086510086 2019-12-24 18:58:55 -0400 <JackMur21367264> @seanhannity @realDonaldTrump Did they negotiate in Chinese? Did our representatives SPEAK Chinese?
1209624522334203904 2019-12-24 18:58:54 -0400 <ahGottinHimmel> @TomFitton @realDonaldTrump Love it, serious jail time for that turd
1209624519796830208 2019-12-24 18:58:53 -0400 <steventweetme> @realDonaldTrump @senatemajldr ... our president can’t even enjoy his Christmas vacation... so upset .  Then again, being only the third president EVER impeached is pretty bad.....
1209624519582920704 2019-12-24 18:58:53 -0400 <mcmmm25> @HuckabeeOnTBN @realDonaldTrump @ericmetaxas Merry Christmas to you and you family Mike.. God bless...🇺🇸
1209624519146659841 2019-12-24 18:58:53 -0400 <misskhan> When @PMOindia is the biggest #FAKENEWS peddler. BJP also has a massive well funded &amp; staffed institutionalised machinery churning fake news 24x7 🇮🇳#India is tirelessly calling out evil, incompetent,deceptive PM out to destroy nation &amp; people @realDonaldTrump @lagarde @AJEnglish
1209624515485032448 2019-12-24 18:58:52 -0400 <Antonio25283535> @realDonaldTrump @AlanDersh Deranged Impeached Liar Donald, the Constitution has been violated by YOU!  YOU are the source of the everyday unhappiness of the American people.  YOU text hatred, division and name calling every day and the American people are fed up with your immorality.  BE BEST AND RESIGN!  https://t.co/PNalSKmrBH
1209624514163888134 2019-12-24 18:58:52 -0400 <Shansaa62> @realDonaldTrump @senatemajldr Nah, Can't trust you on this either because you Can't read shit. As far as McConnell goes, maybe the WH will buy a good Number of books to make like he has sold a lot. You know, like you for your son's book...🙄
1209624508530737152 2019-12-24 18:58:51 -0400 <Marvel64488899> @Recurring17 @alexhayden007 @MatthewJshow @real_defender @realDonaldTrump @senatemajldr Yes but had a D*ck head president with executive order fighting them.
1209624503602597889 2019-12-24 18:58:50 -0400 <sherik70> @JamieWa74118558 @Charless2818 @Debbie56111656 @JoeBiden @realDonaldTrump You pick, sweat pea.  You pick.  Either way, hint, hint, you lose
1209624502486757377 2019-12-24 18:58:49 -0400 <SSaler3> @johniadarola @BiancaDee3 @realDonaldTrump We are returning to the bad old days when we couldn't trust food purchased in normal markets and grocery stores. This adversely affects US citizens health. Isn't that illegal? We all know it's immoral, right up the GOPs alley.
1209624501920526336 2019-12-24 18:58:49 -0400 <ArmendIsaac> @realDonaldTrump fuck you today and always you racist piece of shit. #impeached #fucktrump #trumpIsACorruptLiar #TrumpIsADisgrace #tRumpIsAMoron #TrumpIsALaughingStock #trumpis
1209624501144686593 2019-12-24 18:58:49 -0400 <sevemac67> Like @realDonaldTrump and every other faux religious identifier!
1209624500024815616 2019-12-24 18:58:49 -0400 <RandyHargrave2> @realDonaldTrump @foxandfriends And our National deficit is?
1209624499706044416 2019-12-24 18:58:49 -0400 <ravenghunter> @realDonaldTrump #wevapewevote #believeinscience
1209624490642042880 2019-12-24 18:58:46 -0400 <PhucktR> @DeplorableAnon1 @BridgetSterli19 @realDonaldTrump  https://t.co/YDmSm5POWr
1209624486162489344 2019-12-24 18:58:45 -0400 <Andy46806399> Someone witnessed several policemen pushed a protester to the ground from a 2nd floor of a private building yesterday nite, X'mas eve in Hong Kong  @realDonaldTrump  https://t.co/kOYLuhap6t
1209624481179803649 2019-12-24 18:58:44 -0400 <CharlesDarren4> @moofsid @BolemanBradley @itsJeffTiedrich @realDonaldTrump @senatemajldr Ok Crow
1209624477648195585 2019-12-24 18:58:43 -0400 <LxwisB> @fuzzywuzz71 @realDonaldTrump  https://t.co/nzzWxHWWlg
1209624477442756608 2019-12-24 18:58:43 -0400 <stevenj104> @DaleMcGough @eugenegu @realDonaldTrump If it walks like a duck, quacks like a duck and looks like a duck it’s a duck.  I realize reasoning may be difficult for you.  This aside the facts were quite clear even with the edited transcript provided by the White House.
1209624477165899776 2019-12-24 18:58:43 -0400 <larryvance47> @Durango96380362 @bekahdon @USAlivestrong @lenlucas46 @finy06 @POTUS @IlhanMN @RashidaTlaib @realDonaldTrump @FLOTUS @_IamAnita_D @tgradous @freedmeto @GatesRobin @NahBabyNah @PatriotPennsy @Karee_news @jstines3 @Cowboy25259 @DrSueDVM @JewelsJones1 @DorisZelaya5 @gotspeed2burn @heyk1967 @baalter Carol of the Bells amazing rendition  https://t.co/wvfN5BBlKw
1209624474129223681 2019-12-24 18:58:43 -0400 <yvohu1> @realDonaldTrump @foxandfriends The deficit though 😂😂😂👍    https://t.co/hKdlUdpSbr
1209624474040991744 2019-12-24 18:58:43 -0400 <emmasmom60> .@realDonaldTrump
1209624473772519424 2019-12-24 18:58:42 -0400 <6JZGTv08M16vg5Y> @realDonaldTrump 성탄절이 내일입니다. 예수 그리스도의 삶과 가르침을 묵상하는 허루가 되시길 기원합니다.  https://t.co/aFuAcQ4d24
