825131271407824896 2017-01-27 18:59:59 -0400 <LukeDuffied92> @realDonaldTrump but this is fake news
825131271097495552 2017-01-27 18:59:59 -0400 <YevP> @TheSpurrminator oh, sorry. For abortion. Against limiting it. That's what I get for reading so quickly! @realDonaldTrump
825131270829129734 2017-01-27 18:59:59 -0400 <adktrixie> @realDonaldTrump only 24% of the people voted for you. The country stands united against you. Get used to it!
825131267956031488 2017-01-27 18:59:59 -0400 <Paiyslee> @realDonaldTrump signs Muslim ban.  Omits countries he has business interests in.  Coincidentally homes to the 9/11 terrorists.
825131267058438144 2017-01-27 18:59:58 -0400 <frenchnathan1> @RonWyden @realDonaldTrump can the state of Oregon leave the US too please?
825131266748018689 2017-01-27 18:59:58 -0400 <chadcall2012> @DiegoRu15483553 @politico @realDonaldTrump not sure if you're aware that "seasonal" doesn't just refer to 3-month seasons lol
825131266328580096 2017-01-27 18:59:58 -0400 <BrokeSaturdays> @KellyannePolls Trying to find the 45 million followers you told @seanhannity @realDonaldTrump has. Why are your lies not #fakenews #cnn
825131262167941121 2017-01-27 18:59:57 -0400 <squirrelbark19> I am sick of hearing, reading, thinking about this pond scum @realDonaldTrump .
825131261194797057 2017-01-27 18:59:57 -0400 <SaraHouse68> @realDonaldTrump  You lie, lie, lie. You have no credibility.
825131260460879872 2017-01-27 18:59:57 -0400 <Dball7777> @realDonaldTrump As long as we agree with the administration right?
825131257059110913 2017-01-27 18:59:56 -0400 <GERootman> @realDonaldTrump I will meet with you if you want to understand what Americans really want from you. I'm talking about the "Simple Man!"
825131256614526976 2017-01-27 18:59:56 -0400 <ImWokeRu> @realDonaldTrump Another great way to help military families is to bring back the Joining Forces Initiative.   https://t.co/BP1M653C4J
825131255054299136 2017-01-27 18:59:56 -0400 <Govindira> @politico @realDonaldTrump @theresa_may @tarapalmeri Theresa May thinks: What an absolute ass this man is! President of the US? God help us!
825131254488059904 2017-01-27 18:59:55 -0400 <iAMCripe> @realDonaldTrump you're pathetic and low energy.
825131253808537601 2017-01-27 18:59:55 -0400 <GaryRog76058686> @Evan_McMullin @MsMaddieGonzale @realDonaldTrump. Hack the Russians and get the tape! Then put it up on YouTube
825131251963162624 2017-01-27 18:59:55 -0400 <wisski01> @HillaryClinkon @realDonaldTrump popular vote doesn't matter, electoral vote is all that matters
825131251388522499 2017-01-27 18:59:55 -0400 <rednessie> @GoldingBF @realDonaldTrump "on on" ? Just a tip, read through your tweets before tweeting, then delete!
825131247080980480 2017-01-27 18:59:54 -0400 <RobMacpherson4> @realDonaldTrump  GM takes 600 jobs from Cami plant in Canada to Mexico?
825131246548373504 2017-01-27 18:59:54 -0400 <ThePeteLife> @realDonaldTrump unless you are a minority, or a woman, or transgender, or gay, or immigrant, or basically well not a rich white guy
825131243821998080 2017-01-27 18:59:53 -0400 <MerKat1213> @yiab @AirlineFlyer @realDonaldTrump @HillaryClinton what do you think? Maybe a 2 at best? I wouldn't touch a 2 with a calculator! Lol!
825131242039422976 2017-01-27 18:59:52 -0400 <SenWarren> Today, @realDonaldTrump closed the door on that little girl – &amp; so many others who are running for their lives.
825131240273670144 2017-01-27 18:59:52 -0400 <daniguitart> @vox_vizcaya @vox_es @Santi_ABASCAL @13tv_es @realDonaldTrump dirás del nuevo-viejo fascismo
825131239539691520 2017-01-27 18:59:52 -0400 <mallbuy> @realDonaldTrump   2 to 3 mil. Voter fraud is less than 1% of pop and 2% of voters, who can believe ANY gov program has less than 4% fraud
825131238545641472 2017-01-27 18:59:52 -0400 <luluknowsabout> @NickStarr @realDonaldTrump matt 24:40-41 is what god says about it
825131237119447040 2017-01-27 18:59:51 -0400 <RoshDangIt> @politico @realDonaldTrump @VP #MemberBerries  https://t.co/VqqPOOtXb5
825131236972699650 2017-01-27 18:59:51 -0400 <pimpy10> @realDonaldTrump or were they there with the real women of America
825131232824524800 2017-01-27 18:59:50 -0400 <AngelaBroussa20> @DanScavino @POTUS @realDonaldTrump @VP ♡♡♡ My President.
825131230890856448 2017-01-27 18:59:50 -0400 <MSOrbea> @realDonaldTrump Except if my bff Putin wants something.
825131228022054920 2017-01-27 18:59:49 -0400 <lina_elaina> @realDonaldTrump  Thank you for being real I love you Please take care of your self Bayside new York
825131227418083329 2017-01-27 18:59:49 -0400 <dwolve13> @realDonaldTrump If I have to pay more for tequila and avocados, I will no longer support you remember that
825131225421582338 2017-01-27 18:59:48 -0400 <devineG_one> @Submarine_Guy @realDonaldTrump many many ppl are saying...this I can tell you a tremendous amt of ppl #Unhinged #narcissism #TaxReturns
825131225304141825 2017-01-27 18:59:48 -0400 <pinsandnoodles> @realDonaldTrump do you know how many women you are damaging?
825131223769047041 2017-01-27 18:59:48 -0400 <DePleuris> @realDonaldTrump Good to see you're a big Austin Powers fan! But where is your "Laser"? #lair
825131220904374273 2017-01-27 18:59:47 -0400 <Deplorable_Bree> @JordanUhl @realDonaldTrump Did U actually listen?? Extensive vetting to weed out terrorists!! Do U actually have a problem with that???
825131220690464768 2017-01-27 18:59:47 -0400 <firefire100> his backside RT @politico: .@realDonaldTrump shows off his softer side with @theresa_may   https://t.co/qU1o5lE0yj  https://t.co/CxORsD8caT
825131220157689856 2017-01-27 18:59:47 -0400 <snodley> @robbystarbuck @realDonaldTrump so once all these unwanted babies come..  What then? You taking care of them?
825131219419537409 2017-01-27 18:59:47 -0400 <gyrocharger> @realDonaldTrump President Trump, Vet them intensely but please try to bring in the ChristianMuslims that are being slaughtered in the MEast
825131219029487616 2017-01-27 18:59:47 -0400 <CorkGourmetGuy> I can see a young @realDonaldTrump telling his Mom that he &amp; the other kids decided the weren't coming to his birthday party #mexicowall
825131218823946242 2017-01-27 18:59:47 -0400 <cfdobbbysavage> @realDonaldTrump we have backed down to Mexico long enough.
825131214948417536 2017-01-27 18:59:46 -0400 <YoBumboclaat> @MansoorKhadir @realDonaldTrump cause your facing the wrong way friend. Turn around and let that sun shine on you.
825131213652258816 2017-01-27 18:59:46 -0400 <randy_sixx> @charpolitevent @JudicialWatch not required but in the case of @realDonaldTrump necessary
825131208052969473 2017-01-27 18:59:44 -0400 <DeirdreMDay> @Susan63ER @MarkYoungTruth @realDonaldTrump I don't think it is a pervasive issue. But Trump does want to fire 450k teachers
825131208032059392 2017-01-27 18:59:44 -0400 <CarolDornbusch> @realDonaldTrump when I loose my Healthcare? No you won't
825131206320779264 2017-01-27 18:59:44 -0400 <SneakyNinyaMan> @zakresnick @realDonaldTrump No he didn't 😂😂😂 do some legitimate research bud.
825131204630286336 2017-01-27 18:59:44 -0400 <kunnumunu> @realDonaldTrump we know how much you love to grab the front
825131204382961664 2017-01-27 18:59:43 -0400 <mmward1989> @sddickerson @realDonaldTrump @POTUS Abortion is LEGAL because of moral decline. What you meant was MURDER is legal. SAD...
825131202310918144 2017-01-27 18:59:43 -0400 <WayKulGamelan> What a fantastic likeness @realDonaldTrump #TheResistance #womensmarchlosangeles #calexit #impeachmentcountdown  https://t.co/SkTV2GCMNy
825131201946062848 2017-01-27 18:59:43 -0400 <GalesEquine> @realDonaldTrump  not impressed so far.   All I hear is predictions that I am going to be paying more for everything.
825131200037658626 2017-01-27 18:59:42 -0400 <itcherrybloss> @realDonaldTrump ROll EYES*
825131198544490496 2017-01-27 18:59:42 -0400 <ResistingLeft> @realDonaldTrump You know the import tax on Mexican goods only hurts Americans right? Or are you hoping we don't know? #WallOfHate
825131198221582337 2017-01-27 18:59:42 -0400 <ChukzyMccollins> @JustinCaffier @realDonaldTrump yes Islam and LGBT is from hell
825131197965664257 2017-01-27 18:59:42 -0400 <the_Timpest> Maybe this is what @POTUS @realDonaldTrump means by "make America unjust, I mean 'great', again"?  https://t.co/N7juMO1EOp
825131197390938112 2017-01-27 18:59:42 -0400 <thatkarenl> @realDonaldTrump "Give me your tired, your poor, your huddled masses yearning to breathe free.”
825131195117694976 2017-01-27 18:59:41 -0400 <iceicedaddi> .@realDonaldTrump has a soft side, but he takes viagra for that  https://t.co/kzrrj6ysDa
825131194043990017 2017-01-27 18:59:41 -0400 <xGratitude333> @realDonaldTrump ahhhhh the tolerance of the tolerant... Give Trump a chance.
825131193838530565 2017-01-27 18:59:41 -0400 <RudyMelvick> @realDonaldTrump This would carry more weight from a Presidential account as opposed to just some douchebag's twitter.
825131192022216704 2017-01-27 18:59:41 -0400 <DavidSimisky1> @politico @realDonaldTrump @theresa_may @tarapalmeri The gentlemen's gentlemen. Presidential enough for ya. Beginning to restore the USA
825131191099469824 2017-01-27 18:59:40 -0400 <JanetMoses17> @realDonaldTrump Probably more like stab us in our backs!
825131189778255872 2017-01-27 18:59:40 -0400 <johnson_tomcat> .@realDonaldTrump So, public that @FoxNews is state media, but private Executive Orders? Did you sign a blank piece of paper?
825131188805210113 2017-01-27 18:59:40 -0400 <lasurfgrl> @realDonaldTrump half of ca ppl live off welfare. Yg black women w/ kids getting free hud money that us taxpayers pay them to live 4 free
825131187773513728 2017-01-27 18:59:40 -0400 <slowpaddler> @DavidYankovich @MattMurph24 you guys are so right. @realDonaldTrump couldn't care less about them once they're born.  https://t.co/mkQwqB9NxS
825131186510901249 2017-01-27 18:59:39 -0400 <Thoreau2017> @realDonaldTrump millions of women around the globe simultaneously shuddered at the thought of you having their back?
825131184053030912 2017-01-27 18:59:39 -0400 <wjt1777> @realDonaldTrump @WhiteHouse good job Mr. President.  Don't let these people get to you.
825131182924800000 2017-01-27 18:59:38 -0400 <daline_> With @realDonaldTrump  https://t.co/r37EVcDysZ
825131182715199489 2017-01-27 18:59:38 -0400 <Star8400CPD> @realDonaldTrump Our word now means something again!!!!!!
825131182547419136 2017-01-27 18:59:38 -0400 <GoshenBLB> @TeaPainUSA @realDonaldTrump Unfit to Serve.
825131182463414272 2017-01-27 18:59:38 -0400 <jobjo76> @VicenteFoxQue @realDonaldTrump Tuition free college education!
