825131271407824896 2017-01-27 18:59:59 -0400 <LukeDuffied92> @realDonaldTrump but this is fake news
825131181062512640 2017-01-27 18:59:38 -0400 <chaosisthecure1> @WineGumLady @fredaflick01 @foxandfriends @FoxNews facts are important. Let's make sure we all use them properly not like @realDonaldTrump.
825131179506597888 2017-01-27 18:59:38 -0400 <kksheld> Hey!Get rid of MACRA rule while we still can! @TomPriceMD @realDonaldTrump @RealBenCarson @SpeakerRyan @SenTedCruz @RandPaul @AAPSonline
825131179456208897 2017-01-27 18:59:38 -0400 <davidlsil1961> @realDonaldTrump Thank you.  I am hopeful that your administration gets this country headed back in the right direction.
825131177862430722 2017-01-27 18:59:37 -0400 <angkoch> @BenPatz @MrTommyCampbell @realDonaldTrump Your a sick individual
825131176511860736 2017-01-27 18:59:37 -0400 <theetacobelle> @realDonaldTrump don't you mean you'll always have our pussies???
825131175933009920 2017-01-27 18:59:37 -0400 <JAnthony2854> @realDonaldTrump: ...David Brooks is kickin ur a.. ! Says ur acting like a 5 yr old 4 US! PBS is 4 5 yr olds! https://t.co/b2Hz57Ue2O
825131172980211712 2017-01-27 18:59:36 -0400 <robamaya> @WhiteHouse where do we get official administration info releases? @realDonaldTrump @POTUS @FoxNews ?
825131172346920961 2017-01-27 18:59:36 -0400 <4jim1948> @realDonaldTrump WHO IS THIS. DID YOU RUN FOR OFFICE IBE TIME AND NOBODY CANE TO THE PARTY?
825131171130400768 2017-01-27 18:59:36 -0400 <rednex50> @BenJ6109 @isleofcapri777 @kingtimothy123 @MyDankBasement @linapadilla107 @realDonaldTrump money will not get you clean air/water. Tree do.
825131170979540992 2017-01-27 18:59:36 -0400 <arice90> @realDonaldTrump r we going 2 have 2 still pay a fine 4 not haveing health insurance 4 a full year???
825131170522394628 2017-01-27 18:59:35 -0400 <AlanRHooper> .@realDonaldTrump @POTUS  https://t.co/iH7HZpWjwf
825131170346180608 2017-01-27 18:59:35 -0400 <pinsandnoodles> @realDonaldTrump You're fucking kidding.
825131170140610560 2017-01-27 18:59:35 -0400 <zybbed> @realDonaldTrump What he REALLY means:   You have my support to march for life but you sure as hell aren't getting medical after!
825131168894951425 2017-01-27 18:59:35 -0400 <Marjieal> @realDonaldTrump How jealous are you!! Might have to wait a bit for @SteveBannon69 to write this exec order, Sad!   https://t.co/YHejR9CCH5
825131168576237568 2017-01-27 18:59:35 -0400 <lizzyyyyy17> @realDonaldTrump does the 'you' refer to your supporters or all Americans?
825131167758348290 2017-01-27 18:59:35 -0400 <Penna4trump> @realDonaldTrump @MiamiHerald That's one thank you President Trump for having the courage to stand up for our country we are behind you 100%
825131167028477953 2017-01-27 18:59:35 -0400 <AlisaJSmith1> @realDonaldTrump Do what you gotta do fir Americans! It might be tough but tough Americans will deal with taking our Country back!
825131165724078080 2017-01-27 18:59:34 -0400 <Moteatra> @realDonaldTrump you do realize many ppl have same birthday, same name? We're people like that.
825131165082333185 2017-01-27 18:59:34 -0400 <JustAnotherWong> @politico @realDonaldTrump Our military is big enough! Have you not seen the budget for it?!
825131163991818240 2017-01-27 18:59:34 -0400 <Unite4HopeNow> @realDonaldTrump Muslims frm those countries haven't done crimes here.Why make issue when there's none?Saudi not on list frm 9/11?Oil buddy?
825131162242670592 2017-01-27 18:59:33 -0400 <Independent02> @realDonaldTrump only u and crazy ppl believe this.r u believing "FAKE NEWS" again.by the way he wouldn't release his info.wat gives?
825131160816717824 2017-01-27 18:59:33 -0400 <audreyj47001> @TallahForTrump @realDonaldTrump Another group of Idiots.Where is your job in the administration?Oh there is none!HaHa!
825131159717830656 2017-01-27 18:59:33 -0400 <Debbie_Biewer> @realDonaldTrump unless we march peacefully to help you understand our concerns. Then you'll just ignore
825131159495573504 2017-01-27 18:59:33 -0400 <majisan> .@realDonaldTrump A este man se le olvido quienes eran los verdaderos nativos de EEUU  https://t.co/LKwnsrArCR
825131158895722496 2017-01-27 18:59:33 -0400 <detailgirl3195> @realDonaldTrump  congratulations my husband served 30 years in the marine corp ohh rah semper fi
825131158522494977 2017-01-27 18:59:33 -0400 <OldNewsCS> @realDonaldTrump As long as there is monetary gain for the Trump Organization and "the kids,,,"
825131157616488448 2017-01-27 18:59:32 -0400 <RIRepublicans> @SenSchumer @StephMachado Tears of Joy and Happiness that @realDonaldTrump is @POTUS
825131155833896960 2017-01-27 18:59:32 -0400 <miguel_thunder> @JLRZ79 @El_Chilindrino @realDonaldTrump la verdad en realidad es katia León 🦁 anime srrrrrrrr.
825131154378518528 2017-01-27 18:59:32 -0400 <YaritzaRaquel> @ricardo031801 @Urboy_2 @peopleenespanol @realDonaldTrump @Madonna EXPLÍCAME QUE TIENE QUE VER EL FEMINISMO CON QUE NO ME AGRADE?~~&gt; @POTUS
825131154122629120 2017-01-27 18:59:31 -0400 <slobbix> @DeniseDresserG @nikkihaley @realDonaldTrump well said! Nor Nikki or her lunatic boss are owners of the world!
825131153384419328 2017-01-27 18:59:31 -0400 <nastynoreaster9> @RepBarragan @realDonaldTrump perhaps your good old boys should check out the law, the rules, the reality.
825131150519701504 2017-01-27 18:59:31 -0400 <kbrizzie1020> @jackmackie46 @realDonaldTrump Call your representatives; tell them you don't support his policies.
825131149781565440 2017-01-27 18:59:30 -0400 <ShizukaKobayash> @realDonaldTrump No thanks. That puts you in too close proximity to my pussy.
825131148640661506 2017-01-27 18:59:30 -0400 <catsBneat> @cscott45 @realDonaldTrump Trump paid you to say that.  So obvious.
825131146979721217 2017-01-27 18:59:30 -0400 <KevinHardest> @realDonaldTrump About having our backs; I have no doubt!  Choo freaking Choo!!!
825131145167769600 2017-01-27 18:59:29 -0400 <CudiKids> @realDonaldTrump @seanhannity @FoxNews I thought you didn't like fake news???
825131144307838978 2017-01-27 18:59:29 -0400 <am_glad_glad> @realDonaldTrump 80% of Americans are against Putin. Please represent American people as you promised! Don't touch sanctions!
825131142252789762 2017-01-27 18:59:29 -0400 <mucaluck> @realDonaldTrump You know people can listen in to conversations in a room over your phone without letting you know.  https://t.co/aWLLJID3Ic
825131138612133890 2017-01-27 18:59:28 -0400 <MichaelGaree> @Shirl06078909 @NatureGuy101 @realDonaldTrump I didn't know that!
825131137726963712 2017-01-27 18:59:28 -0400 <AntHopkins_Jr> @realDonaldTrump Let's do this... make America great again.... #HesDoingBiglyThings @realDonaldTrump
825131137618042880 2017-01-27 18:59:28 -0400 <WantPeace4All> @Puukala60 @BBCWorld @POTUS @realDonaldTrump @theresa_may @WhiteHouse He wanted her to hold him up if he fell 😆
825131137408389122 2017-01-27 18:59:28 -0400 <scholtz73> @realDonaldTrump you know hilter started with a list to - You should be ashamed.
825131134266777601 2017-01-27 18:59:27 -0400 <idfukme1177> @PhinsDiehard @realDonaldTrump bought the politicians to pass it. Then built the prisons and took your money.  #13th
825131133125812225 2017-01-27 18:59:26 -0400 <CanadianAgain> @realDonaldTrump  If  you're a white Christian male only.  Everyone  else forget it.
825131132224208899 2017-01-27 18:59:26 -0400 <PrincessBibiRF_> This American Obstructionist @SenSanders claims he will vote NO @realDonaldTrump pick SOS @RexTillersonHQ claims Trump made many bad Choices  https://t.co/LStQPJH7op
825131130777108482 2017-01-27 18:59:26 -0400 <Aaron_Isaac25> @realDonaldTrump  https://t.co/dymJGe21gz
825131128717660160 2017-01-27 18:59:25 -0400 <Tiffluvs2shop> @realDonaldTrump @jaredkushner @IvankaTrump @SteveBannon69 @seanspicer @KellyannePolls #YourAllScum  https://t.co/W6lkqwXO5J
825131127887319040 2017-01-27 18:59:25 -0400 <Mippless> @realDonaldTrump have not been too much of a fan of trump but I like Mattis
825131126733697025 2017-01-27 18:59:25 -0400 <MannRomano> @POTUS @realDonaldTrump  PAY ATTENTION, YOU PATHETIC DESPOT.  https://t.co/aq3X9DxkdI
825131122690519040 2017-01-27 18:59:24 -0400 <BarbYoung14> @realDonaldTrump Fantastic!!! Proud America! Finally a President that does what he says. Actions so much louder than words.
825131122422083584 2017-01-27 18:59:24 -0400 <nani51763> @realDonaldTrump  @POTUS your supporters speak.  https://t.co/CMokRuZNeu
825131121381871618 2017-01-27 18:59:24 -0400 <WynegarKathleen> @realDonaldTrump @iluvspringtime on March 29th we have to be out of where we live with no place to go and no money.
825131121189015553 2017-01-27 18:59:24 -0400 <Lg_Villa> #Spicerbriefing  #SpicerFacts #AlternativeFacts #Trump #kellyanne @realDonaldTrump @mikepence #TheResistance  https://t.co/iCg6QM7GBM
825131119112753154 2017-01-27 18:59:23 -0400 <PhilPrazan> Inbox: @realDonaldTrump to pick #scotus nominee next Thursday. @KXAN_News  https://t.co/6DLAZPkIwC
825131118479474688 2017-01-27 18:59:23 -0400 <ybaraf> @realDonaldTrump She's #traveco #man
825131112967974912 2017-01-27 18:59:22 -0400 <_BetterWithAge> You are racist @realDonaldTrump
825131109381988353 2017-01-27 18:59:21 -0400 <jor930> @Delo_Taylor @shift_comma3 @POTUS @realDonaldTrump omg I was just talking about this w a friend!!!! Reaaaaal shit right there
825131109297971200 2017-01-27 18:59:21 -0400 <dbvalentine> @realDonaldTrump @workmanalice Fake News alert!
825131107368714240 2017-01-27 18:59:20 -0400 <SamiJo10106> UNDER INVESTIGATION: Teacher #PayalModi Pretends2 Shoot Trump   https://t.co/coSXwyiG7b @realdonaldtrump @danscavino @Infowars @breitbartnews
825131104671846400 2017-01-27 18:59:20 -0400 <andyweitzenkorn> @realDonaldTrump you must be referring to billionaire's backs. Rs will put a knife in Middle class backs.
825131104264925184 2017-01-27 18:59:20 -0400 <Dahlinke2306>  https://t.co/kBVVIWzmTe looks like @realDonaldTrump found #inspiration for #voterfraud claim within #own #family. I say: new vote in order.
825131101614141440 2017-01-27 18:59:19 -0400 <Admdjg> Last time, it took 11 million dead to dump a dictator luke @realDonaldTrump . wonder how many it will cost us this time?
825131098870919169 2017-01-27 18:59:18 -0400 <DennisB56204372> @Trump4future @littleredblog @realDonaldTrump was replying to Dennis Mack don't know how you got it
825131098845876224 2017-01-27 18:59:18 -0400 <4ReinhardSylvia> @realDonaldTrump I am sooo with you Mr President! This is the FIRST election I can say I am proud of! You are a BLESSING for all AMERICANS!
825131096509706240 2017-01-27 18:59:18 -0400 <Notbuyingthisbs> @realDonaldTrump when does the extreme vetting of you and your corrupt cabinet of cronies begin? #Illegitimate #unpresident
825131095805063168 2017-01-27 18:59:18 -0400 <IamOurSid> #AlternativeFact @realDonaldTrump
825131095431671808 2017-01-27 18:59:18 -0400 <apolloxxxx> @MoveOn @realDonaldTrump @POTUS @CREWcrew  so now any billionaire can become president use the office for personal gain who next Koch bros ?
825131095238836224 2017-01-27 18:59:17 -0400 <BradHeffran> @realDonaldTrump Yes, because nothing says "I'm with you" like gutting the EPA, appointing billionaires, and cutting taxes for corporations.
825131094173442048 2017-01-27 18:59:17 -0400 <blkrseimmortal> @realDonaldTrump except if you're a woman, or an immigrant....
825131093024186369 2017-01-27 18:59:17 -0400 <rmoreno> @ssotor viva la prudencia, algo que con @realDonaldTrump escasea
825131090671235072 2017-01-27 18:59:16 -0400 <MSpencerDavidso> @realDonaldTrump People who do like you are confused &amp; hurt when you sound like Hitler and may turn from you. You should not speak in code.
825131087361773568 2017-01-27 18:59:16 -0400 <KilrQueen56> @realDonaldTrump We the people will always be with you as well!
825131086489460737 2017-01-27 18:59:15 -0400 <SheilaR923> @realDonaldTrump- one more step towards destroying #AmericaFirst!   https://t.co/EKoIFoiSB5
825131086158061568 2017-01-27 18:59:15 -0400 <MattTweetsAtYou> Gonna be hard to do when @NSAGov , your top cyber agency, is on a hiring freeze. More evidence @realDonaldTrump has no idea what he's doing.  https://t.co/uy9Xm69BNA
825131085487038465 2017-01-27 18:59:15 -0400 <soleia79> @CHamptonGray @singernews @realDonaldTrump @nytimes  Mine too. 🙁
825131084727857152 2017-01-27 18:59:15 -0400 <diannabell> There are so many good tweets to retweet right now. The downfall of American democracy (aka @realDonaldTrump) is great for creativity.
825131084191039488 2017-01-27 18:59:15 -0400 <JohnSvag> @realDonaldTrump @MiamiHerald Strong? Much more like weak and afraid of poor defenseless children.  "PATHETIC"!
825131084052586496 2017-01-27 18:59:15 -0400 <joewilson68> @realDonaldTrump You're a sad bunch.
825131083519791104 2017-01-27 18:59:15 -0400 <Svear70> @realDonaldTrump RELEASING YOUR TAXES IS SO IMPORTANT! #illegitimatePresident #NotMyPresident #TheResistance
825131083012460544 2017-01-27 18:59:15 -0400 <ZlatTammy> @realDonaldTrump PLEASE READ.#IvankaTrump please remember parents with disabled. CHILD CARE.
825131082416787457 2017-01-27 18:59:14 -0400 <unlsweetie> @realDonaldTrump I don't want you to have my back. You kinda suck.
825131082089582592 2017-01-27 18:59:14 -0400 <GaryDonahue25> @realDonaldTrump thank you Mr. President
825131080349057025 2017-01-27 18:59:14 -0400 <JimMiller6789> @HillaryClinkon @zFroio @realDonaldTrump at least he is president. Lol
825131079073939457 2017-01-27 18:59:14 -0400 <PhxJayhawk> @MikeTokes @realDonaldTrump hater hear. Conald bashing is for sport &amp; so in right now.I make over $200k but I'm open to getting paid 4 this
825131079044648965 2017-01-27 18:59:14 -0400 <jhonavq> @realDonaldTrump Congratulations, Sir!
825131079015206916 2017-01-27 18:59:14 -0400 <Keel64s> @realDonaldTrump at least until he gets impeached and imprisoned!
825131078268645381 2017-01-27 18:59:13 -0400 <MSBinCLE> @realDonaldTrump So exactly how do you build a wall at the Southern Border without Mexican labor?
825131077580750848 2017-01-27 18:59:13 -0400 <barbaraward235> Looks like his spray on tanner is a little more orange today. White eyes like a raccoon.  Ew. @potus @realDonaldTrump  https://t.co/KPy4mmIthu
825131075781419009 2017-01-27 18:59:13 -0400 <ZacAKAMadu> Worth noting @realDonaldTrump 's ban on Muslim refugees DOES NOT apply to Saudi Arabia - home of 15/19 hijackers on 9/11.
825131075454193665 2017-01-27 18:59:13 -0400 <brendapresko> @realDonaldTrump Clinton Speakers Series in AR is indoctrinating kids-pushing "New Rules for Radicals" !  https://t.co/QSq064IxCC
825131075076661248 2017-01-27 18:59:13 -0400 <jimlund12> @sammypolsen12 @realDonaldTrump @Rosie so basically your a racist against white people, even tho your white. Typical brainwashed lib.
825131074846089216 2017-01-27 18:59:13 -0400 <Strong4895> @MikeLikes_It @realDonaldTrump Did you hear the vulgar words they used? The disgusting and vulgar signs they had? It was gross. Shameful
825131074715914241 2017-01-27 18:59:13 -0400 <KirkNason> @cnnbrk WTF @realDonaldTrump
825131073524875265 2017-01-27 18:59:12 -0400 <thommorin> @realDonaldTrump I truly believe you mean every word you have said. Your first week in office and you have vertually saved America.
825131071918346240 2017-01-27 18:59:12 -0400 <stickler4facts> @realDonaldTrump you're a miserable, lying, vomitous mass
825131071385763840 2017-01-27 18:59:12 -0400 <MomaBearsCorner> @realDonaldTrump NEWS for Mexico... Fla &amp; CA can start growing more avocados! lets see, WONDER HOW MUCH $ &amp; JOBS THAT JUST MADE FOR USA!
825131070995705856 2017-01-27 18:59:12 -0400 <jimv245> @RogerJStoneJr I beg to differ Roger. I expected the big win. Not an upset at all unless you are part of Leftist Media @realDonaldTrump
825131068747444226 2017-01-27 18:59:11 -0400 <Freever_> @realDonaldTrump   Alternative facts ... is what you state.  The facts have clearly been illustrated ...  https://t.co/782sxFFJyZ
825131068605026304 2017-01-27 18:59:11 -0400 <LiadanOConnor> @EndaKennyTD So immigration "reforms" by @realDonaldTrump don't matter if illegal Irish aren't included?!That's just #racist + #Islamophobic
825131064733597697 2017-01-27 18:59:10 -0400 <JWOLFFH> "Art of the Deal" @Potus @realDonaldTrump closed a deal that cost American Taxpayers  $5million w/nothing to show in return. #MAGA  #WINNING  https://t.co/z9v2T5uaUs
825131064590991360 2017-01-27 18:59:10 -0400 <RuthKomar> @realDonaldTrump Bull as usual.
825131064104476672 2017-01-27 18:59:10 -0400 <WalterHargain> @realDonaldTrump @POTUS @NJ2AS @Partyof6_NJ  A little persuasion from you could greatly help.  https://t.co/aaIC9qZCA9
825131062791651330 2017-01-27 18:59:10 -0400 <TheSpurrminator> @YevP @realDonaldTrump so the only disagreements you have with this administration, are jobs and infrastructure... Interesting.
825131061340430337 2017-01-27 18:59:09 -0400 <karmatarabuddha> @realDonaldTrump @Bonn1eGreer perhaps not, but psychopathy.....Well???
825131060929449986 2017-01-27 18:59:09 -0400 <Dcdied320> @realDonaldTrump a majority spoke and Trump is the result. Cry baby leftist should grow up or get out. Liberalism= death cult
825131060044394496 2017-01-27 18:59:09 -0400 <VoterIllinois> @POTUS @theresa_may @WhiteHouse looking tired there Little Donny,LittleDonny needs a nap, looks like he's 85 @realDonaldTrump @MELANIATRUMP
825131058941136896 2017-01-27 18:59:09 -0400 <Galaxyfighter> @realDonaldTrump Ban Muslim countries but not those YOU have businesses in, right Donnie? #MuslimBan  RELASE YOUR TAXES CROOK!  https://t.co/xgD0HZJrIz
825131055367716864 2017-01-27 18:59:08 -0400 <jischinger> @realDonaldTrump close the wall street banks end all war profits
825131054835101697 2017-01-27 18:59:08 -0400 <fifilabond> @realDonaldTrump The march to develop: A: a time machine and B: make Donald's mum pro choice is SO IMPORTANT.  SUPPORT THEM !!
825131053828493313 2017-01-27 18:59:08 -0400 <AJEnglish> Here's how Latin American leaders reacted to @realDonaldTrump's Mexico wall.  https://t.co/XzoYKKcLtS
825131053765509120 2017-01-27 18:59:08 -0400 <ts519763Trump> @kenklippenstein @RNicholasMartin @realDonaldTrump Hey numbskull... look who was directing that war effort in past 8 years. U blame Trump?
825131050120540160 2017-01-27 18:59:07 -0400 <carolcoppie> @BretBaier @realDonaldTrump IS the most effective @potus in a lifetime A man of his word w/ethics &amp; Love of Country! #SpecialReport 🇺🇸🇺🇸🇺🇸🇺🇸
825131049260838912 2017-01-27 18:59:06 -0400 <tcdaddow> @realDonaldTrump 8yrs obummer NEVER heard or listened to this forgotten woman's voice, cries or concerncs. Finally someone hears me! MAGA
825131047532822528 2017-01-27 18:59:06 -0400 <LynzKonya82> @BernardJacobso8 @OrigamiTrain @chuccamg @justinhendrix @realDonaldTrump @Stl_Manifest it's called humanity and kindness!
